,Duly Noted,Jumbo Ozaki,Dustin Diesel,Boys Night Out,Flying Zinger,Lauries Gem,Eve And Jan,Lees Bonus
10-01-2023 19:32:25.966161,"(4.2, 7.0, 6.15)","(4.8, 5.0, 4.995081967213115)","(3.9, 5.9, 5.4125)","(15.0, 36.0, 30.5)","(3.2, 3.9, 3.625)","(5.0, 9.2, 8.436363636363636)","(91.0, 530.0, 245.0)","(61.0, 180.0, 105.0)"
10-01-2023 19:32:27.018521,"(4.2, 7.0, 6.15)","(4.8, 4.9, 4.890789473684211)","(3.9, 5.9, 5.4125)","(15.0, 36.0, 30.5)","(3.2, 3.9, 3.625)","(5.0, 9.2, 8.4)","(91.0, 520.0, 224.44444444444446)","(61.0, 180.0, 122.0)"
10-01-2023 19:32:28.060656,"(4.2, 7.0, 6.15)","(4.8, 5.0, 4.964556962025316)","(3.9, 5.9, 5.4125)","(15.0, 36.0, 30.5)","(3.2, 3.9, 3.625)","(5.0, 9.2, 8.4)","(91.0, 500.0, 224.44444444444446)","(61.0, 170.0, 104.0)"
10-01-2023 19:32:29.099112,"(4.2, 7.0, 6.15)","(4.8, 5.0, 4.964556962025316)","(3.9, 5.9, 5.4125)","(15.0, 36.0, 34.0)","(3.2, 3.9, 3.625)","(5.0, 9.2, 8.4)","(91.0, 500.0, 224.44444444444446)","(61.0, 160.0, 104.0)"
10-01-2023 19:32:30.220436,"(4.2, 7.0, 6.15)","(4.8, 5.0, 4.964556962025316)","(3.9, 5.9, 5.4125)","(15.0, 36.0, 34.75)","(3.2, 3.9, 3.625)","(5.0, 9.2, 8.4)","(91.0, 500.0, 224.44444444444446)","(61.0, 160.0, 104.0)"
10-01-2023 19:32:31.300535,"(4.2, 7.0, 6.109375)","(4.8, 5.0, 4.964556962025316)","(3.9, 5.9, 5.4125)","(15.0, 36.0, 33.5)","(3.2, 3.9, 3.625)","(5.0, 9.2, 8.553846153846154)","(91.0, 500.0, 224.44444444444446)","(61.0, 160.0, 101.66666666666667)"
10-01-2023 19:32:32.404810,"(4.2, 7.0, 6.583333333333333)","(4.8, 5.0, 4.956626506024096)","(3.9, 5.9, 5.064285714285714)","(15.0, 36.0, 33.5)","(3.2, 3.9, 3.6)","(5.0, 9.2, 8.553846153846154)","(91.0, 500.0, 224.44444444444446)","(61.0, 160.0, 101.66666666666667)"
10-01-2023 19:32:33.451499,"(4.2, 6.8, 6.133333333333333)","(4.8, 5.0, 4.956626506024096)","(3.9, 5.9, 5.064285714285714)","(15.0, 36.0, 33.5)","(3.2, 3.9, 3.589130434782609)","(5.0, 9.2, 8.553846153846154)","(91.0, 500.0, 224.44444444444446)","(61.0, 160.0, 101.66666666666667)"
10-01-2023 19:32:34.512813,"(4.2, 6.6, 6.314285714285714)","(4.8, 5.0, 4.9526315789473685)","(3.9, 5.9, 4.816666666666666)","(15.0, 36.0, 35.09090909090909)","(3.2, 3.9, 3.4947368421052634)","(5.0, 9.2, 8.553846153846154)","(91.0, 500.0, 224.44444444444446)","(61.0, 160.0, 101.66666666666667)"
10-01-2023 19:32:35.580894,"(4.2, 6.6, 6.409523809523809)","(4.8, 4.9, 4.894444444444445)","(3.9, 5.9, 4.816666666666666)","(15.0, 36.0, 35.09090909090909)","(3.2, 3.9, 3.65)","(5.0, 9.2, 8.553846153846154)","(91.0, 500.0, 224.44444444444446)","(61.0, 160.0, 101.66666666666667)"
10-01-2023 19:32:36.639534,"(4.2, 6.6, 6.409523809523809)","(4.8, 4.9, 4.894444444444445)","(3.9, 5.9, 4.816666666666666)","(15.0, 36.0, 35.09090909090909)","(3.2, 3.8, 3.65)","(5.0, 9.2, 8.553846153846154)","(91.0, 500.0, 224.44444444444446)","(61.0, 160.0, 101.66666666666667)"
10-01-2023 19:32:37.767382,"(4.2, 6.6, 6.409523809523809)","(4.8, 4.9, 4.894444444444445)","(3.9, 5.9, 4.816666666666666)","(15.0, 36.0, 35.09090909090909)","(3.2, 3.8, 3.65)","(5.0, 9.2, 8.553846153846154)","(91.0, 500.0, 224.44444444444446)","(61.0, 160.0, 101.66666666666667)"
10-01-2023 19:32:38.911543,"(4.2, 6.6, 6.409523809523809)","(4.8, 4.9, 4.807727272727273)","(3.9, 5.9, 4.816666666666666)","(15.0, 36.0, 34.333333333333336)","(3.2, 3.8, 3.65)","(5.0, 9.2, 8.553846153846154)","(91.0, 500.0, 224.44444444444446)","(61.0, 160.0, 101.66666666666667)"
10-01-2023 19:32:40.121911,"(4.2, 6.6, 6.409523809523809)","(4.8, 5.0, 4.93972602739726)","(3.9, 5.9, 4.816666666666666)","(15.0, 36.0, 30.705882352941178)","(3.2, 3.8, 3.65)","(5.0, 9.2, 8.553846153846154)","(91.0, 500.0, 224.44444444444446)","(61.0, 160.0, 130.0)"
10-01-2023 19:32:41.283328,"(4.2, 6.6, 6.409523809523809)","(4.8, 5.0, 4.93972602739726)","(3.9, 5.9, 4.816666666666666)","(15.0, 34.0, 31.714285714285715)","(3.2, 3.8, 3.65)","(5.0, 9.2, 8.553846153846154)","(91.0, 500.0, 224.44444444444446)","(61.0, 150.0, 130.0)"
10-01-2023 19:32:42.388611,"(4.2, 6.6, 6.409523809523809)","(4.8, 5.0, 4.93972602739726)","(3.9, 5.9, 4.816666666666666)","(15.0, 34.0, 31.714285714285715)","(3.2, 3.8, 3.65)","(5.0, 9.2, 8.553846153846154)","(91.0, 500.0, 224.44444444444446)","(61.0, 150.0, 130.0)"
10-01-2023 19:32:43.524138,"(4.2, 6.6, 6.409523809523809)","(4.8, 5.0, 5.3578125)","(3.9, 5.9, 4.816666666666666)","(15.0, 34.0, 31.714285714285715)","(3.2, 3.8, 3.65)","(5.0, 9.2, 8.553846153846154)","(91.0, 500.0, 340.0)","(61.0, 150.0, 102.5)"
10-01-2023 19:32:44.645632,"(4.2, 6.6, 6.409523809523809)","(4.8, 5.5, 5.49037037037037)","(3.9, 5.9, 4.816666666666666)","(15.0, 34.0, 31.714285714285715)","(3.2, 3.8, 3.65)","(5.0, 9.2, 8.553846153846154)","(91.0, 490.0, 340.0)","(61.0, 140.0, 95.88235294117646)"
10-01-2023 19:32:45.809566,"(4.2, 6.6, 6.409523809523809)","(4.8, 5.5, 5.49037037037037)","(3.9, 5.9, 4.816666666666666)","(15.0, 34.0, 31.714285714285715)","(3.2, 3.8, 3.65)","(5.0, 9.2, 8.553846153846154)","(91.0, 490.0, 340.0)","(61.0, 140.0, 95.88235294117646)"
10-01-2023 19:32:46.988288,"(4.2, 6.6, 6.409523809523809)","(4.8, 5.4, 5.316666666666667)","(3.9, 5.9, 5.1)","(15.0, 34.0, 32.0)","(3.2, 3.8, 3.65)","(5.0, 9.2, 8.553846153846154)","(91.0, 490.0, 340.0)","(61.0, 140.0, 91.47058823529412)"
10-01-2023 19:32:48.184556,"(4.2, 6.6, 6.409523809523809)","(4.8, 5.5, 5.066666666666667)","(3.9, 5.8, 5.516666666666667)","(15.0, 34.0, 32.0)","(3.2, 3.8, 3.65)","(5.0, 9.2, 8.545454545454545)","(91.0, 490.0, 340.0)","(61.0, 140.0, 112.5)"
10-01-2023 19:32:49.308387,"(4.2, 6.6, 6.409523809523809)","(4.8, 5.5, 5.066666666666667)","(3.9, 5.7, 5.516666666666667)","(15.0, 34.0, 32.0)","(3.2, 3.8, 3.65)","(5.0, 9.0, 8.545454545454545)","(91.0, 490.0, 340.0)","(61.0, 130.0, 112.5)"
10-01-2023 19:32:50.441195,"(4.2, 6.6, 6.426086956521739)","(4.8, 5.5, 5.489516129032258)","(3.9, 5.7, 5.516666666666667)","(15.0, 34.0, 32.0)","(3.2, 3.8, 3.65)","(5.0, 9.0, 8.444444444444445)","(91.0, 490.0, 340.0)","(61.0, 130.0, 112.5)"
10-01-2023 19:32:51.569334,"(4.2, 6.6, 6.426086956521739)","(4.8, 5.5, 5.035714285714286)","(3.9, 5.7, 4.889473684210526)","(15.0, 34.0, 32.0)","(3.2, 3.8, 3.63125)","(5.0, 9.0, 8.444444444444445)","(91.0, 490.0, 340.0)","(61.0, 130.0, 112.5)"
10-01-2023 19:32:52.731165,"(4.2, 6.6, 6.183333333333333)","(4.8, 5.5, 5.34)","(3.9, 5.7, 4.889473684210526)","(15.0, 34.0, 32.0)","(3.2, 3.8, 3.63125)","(5.0, 9.0, 8.444444444444445)","(91.0, 490.0, 340.0)","(61.0, 130.0, 112.5)"
10-01-2023 19:32:53.907953,"(4.2, 6.6, 6.183333333333333)","(4.8, 5.5, 5.4)","(3.9, 5.7, 4.889473684210526)","(15.0, 34.0, 32.4)","(3.2, 3.8, 3.63125)","(5.0, 9.0, 8.444444444444445)","(91.0, 490.0, 340.0)","(61.0, 130.0, 112.5)"
10-01-2023 19:32:55.259716,"(4.2, 6.6, 6.183333333333333)","(4.8, 5.6, 5.46)","(3.9, 5.7, 4.77741935483871)","(15.0, 34.0, 32.4)","(3.2, 3.8, 3.63125)","(5.0, 9.0, 8.444444444444445)","(91.0, 490.0, 340.0)","(61.0, 130.0, 112.5)"
10-01-2023 19:32:56.790492,"(4.2, 6.6, 6.051612903225806)","(4.8, 5.6, 5.3)","(3.9, 5.7, 4.77741935483871)","(15.0, 34.0, 32.4)","(3.2, 3.8, 3.63125)","(5.0, 9.0, 8.444444444444445)","(91.0, 490.0, 340.0)","(61.0, 130.0, 112.5)"
10-01-2023 19:32:58.070040,"(4.2, 6.6, 6.051612903225806)","(4.8, 5.3, 5.2303030303030305)","(3.9, 5.7, 4.77741935483871)","(15.0, 34.0, 32.4)","(3.2, 3.8, 3.63125)","(5.0, 9.0, 8.363636363636363)","(91.0, 490.0, 340.0)","(61.0, 130.0, 112.5)"
10-01-2023 19:32:59.323581,"(4.2, 6.6, 6.051612903225806)","(4.8, 5.3, 5.279381443298969)","(3.9, 5.7, 5.35)","(15.0, 34.0, 32.4)","(3.2, 3.8, 3.63125)","(5.0, 9.0, 8.363636363636363)","(91.0, 490.0, 340.0)","(61.0, 130.0, 112.5)"
10-01-2023 19:33:00.623834,"(4.2, 6.6, 6.051612903225806)","(4.8, 5.3, 5.291666666666666)","(3.9, 5.5, 5.171428571428572)","(15.0, 34.0, 32.15384615384615)","(3.2, 3.8, 3.7038461538461536)","(5.0, 9.0, 9.4)","(91.0, 490.0, 340.0)","(61.0, 130.0, 106.66666666666667)"
10-01-2023 19:33:01.948686,"(4.2, 6.6, 6.051612903225806)","(4.8, 5.6, 5.2677966101694915)","(3.9, 5.4, 5.05)","(15.0, 34.0, 32.15384615384615)","(3.2, 3.8, 3.675)","(5.0, 10.0, 9.4)","(91.0, 490.0, 340.0)","(61.0, 130.0, 106.66666666666667)"
10-01-2023 19:33:03.232335,"(4.2, 6.6, 6.051612903225806)","(4.8, 5.3, 5.2677966101694915)","(3.9, 5.5, 5.05)","(15.0, 34.0, 32.15384615384615)","(3.2, 3.8, 3.675)","(5.0, 10.0, 9.4)","(91.0, 490.0, 340.0)","(61.0, 130.0, 106.66666666666667)"
10-01-2023 19:33:04.490836,"(4.2, 6.6, 6.051612903225806)","(4.8, 5.6, 5.540298507462686)","(3.9, 5.5, 4.946153846153846)","(15.0, 34.0, 27.8)","(3.2, 3.8, 3.675)","(5.0, 10.0, 9.4)","(91.0, 490.0, 340.0)","(61.0, 130.0, 106.66666666666667)"
10-01-2023 19:33:05.790611,"(4.2, 6.6, 6.051612903225806)","(4.8, 5.6, 5.39)","(3.9, 5.5, 4.946153846153846)","(15.0, 34.0, 28.289473684210527)","(3.2, 3.8, 3.675)","(5.0, 10.0, 8.971428571428572)","(91.0, 490.0, 340.0)","(61.0, 130.0, 110.0)"
10-01-2023 19:33:06.979695,"(4.2, 6.6, 6.051612903225806)","(4.8, 5.6, 5.559615384615384)","(3.9, 5.5, 4.946153846153846)","(15.0, 34.0, 28.289473684210527)","(3.2, 3.8, 3.6846153846153844)","(5.0, 10.0, 9.345454545454546)","(91.0, 490.0, 340.0)","(61.0, 130.0, 110.0)"
10-01-2023 19:33:08.324998,"(4.2, 6.6, 6.051612903225806)","(4.8, 5.6, 5.4875)","(3.9, 5.5, 4.946153846153846)","(15.0, 34.0, 28.289473684210527)","(3.2, 3.8, 3.6846153846153844)","(5.0, 10.0, 9.166666666666666)","(91.0, 490.0, 340.0)","(61.0, 130.0, 110.0)"
10-01-2023 19:33:09.536796,"(4.2, 6.6, 6.051612903225806)","(4.8, 5.8, 5.6)","(3.9, 5.5, 4.804545454545455)","(15.0, 34.0, 28.575)","(3.2, 3.8, 3.6846153846153844)","(5.0, 10.0, 9.1)","(91.0, 490.0, 340.0)","(61.0, 130.0, 110.0)"
10-01-2023 19:33:10.794383,"(4.2, 6.6, 6.051612903225806)","(4.8, 5.8, 5.5)","(3.9, 5.5, 5.266666666666667)","(15.0, 34.0, 28.575)","(3.2, 3.8, 3.6846153846153844)","(5.0, 10.0, 9.1)","(91.0, 490.0, 309.2307692307692)","(61.0, 130.0, 110.0)"
10-01-2023 19:33:12.018444,"(4.2, 6.6, 6.0242424242424235)","(4.8, 6.0, 5.62)","(3.9, 5.4, 5.1)","(15.0, 34.0, 30.75)","(3.2, 3.8, 3.6846153846153844)","(5.0, 10.0, 9.1)","(91.0, 500.0, 440.0)","(61.0, 130.0, 110.0)"
10-01-2023 19:33:13.244068,"(4.2, 6.6, 6.054545454545455)","(4.8, 5.9, 5.62)","(3.9, 5.2, 5.183333333333334)","(15.0, 32.0, 30.75)","(3.2, 3.8, 3.7)","(5.0, 10.0, 8.842857142857142)","(91.0, 490.0, 345.0)","(61.0, 130.0, 110.0)"
10-01-2023 19:33:14.451666,"(4.2, 6.6, 6.129411764705883)","(4.8, 5.9, 5.735294117647059)","(3.9, 5.3, 4.85)","(15.0, 32.0, 30.75)","(3.2, 3.8, 3.7)","(5.0, 10.0, 9.1)","(91.0, 490.0, 345.0)","(61.0, 130.0, 110.0)"
10-01-2023 19:33:15.747552,"(4.2, 6.2, 6.129411764705883)","(4.8, 5.9, 5.735294117647059)","(3.9, 5.0, 4.85)","(15.0, 32.0, 30.75)","(3.2, 3.8, 3.6714285714285713)","(5.0, 10.0, 8.92)","(91.0, 490.0, 345.0)","(61.0, 130.0, 107.5)"
10-01-2023 19:33:16.980435,"(4.2, 6.2, 6.066666666666666)","(4.8, 5.9, 5.7272727272727275)","(3.9, 5.0, 4.85)","(15.0, 32.0, 27.9375)","(3.2, 3.8, 3.6714285714285713)","(5.0, 10.0, 8.92)","(91.0, 490.0, 350.0)","(61.0, 130.0, 100.0)"
10-01-2023 19:33:18.278567,"(4.2, 6.2, 6.066666666666666)","(4.8, 5.9, 5.4152317880794705)","(3.9, 5.0, 4.804545454545455)","(15.0, 32.0, 28.022727272727273)","(3.2, 3.8, 3.7)","(5.0, 10.0, 8.92)","(91.0, 490.0, 350.0)","(61.0, 130.0, 100.0)"
10-01-2023 19:33:19.573267,"(4.2, 6.4, 6.16)","(4.8, 5.2, 5.3744680851063835)","(3.9, 5.5, 4.836842105263157)","(15.0, 32.0, 28.022727272727273)","(3.2, 3.8, 3.7)","(5.0, 10.0, 8.92)","(91.0, 490.0, 350.0)","(61.0, 130.0, 90.0)"
10-01-2023 19:33:20.843100,"(4.2, 6.4, 6.2153846153846155)","(4.8, 5.4, 5.356363636363636)","(3.9, 5.5, 4.836842105263157)","(15.0, 32.0, 28.022727272727273)","(3.2, 3.8, 3.675)","(5.0, 10.0, 9.357142857142858)","(91.0, 490.0, 350.0)","(61.0, 110.0, 90.0)"
10-01-2023 19:33:22.098471,"(4.2, 6.4, 6.1)","(4.8, 5.4, 5.285714285714286)","(3.9, 5.5, 4.885714285714285)","(15.0, 32.0, 28.354166666666668)","(3.2, 3.8, 3.646153846153846)","(5.0, 10.0, 9.28)","(91.0, 490.0, 350.0)","(61.0, 120.0, 90.0)"
10-01-2023 19:33:23.327969,"(4.2, 6.4, 6.1)","(4.8, 5.4, 5.285714285714286)","(3.9, 5.4, 5.183333333333334)","(15.0, 32.0, 28.354166666666668)","(3.2, 3.8, 3.611764705882353)","(5.0, 10.0, 9.28)","(91.0, 490.0, 350.0)","(61.0, 100.0, 93.33333333333333)"
10-01-2023 19:33:24.592619,"(4.2, 6.4, 6.1)","(4.8, 5.4, 5.32)","(3.9, 5.3, 5.183333333333334)","(15.0, 32.0, 28.354166666666668)","(3.2, 3.8, 3.6676470588235293)","(5.0, 10.0, 9.28)","(91.0, 490.0, 350.0)","(61.0, 110.0, 93.33333333333333)"
10-01-2023 19:33:25.839367,"(4.2, 6.4, 6.1)","(4.8, 5.5, 5.4)","(3.9, 5.3, 5.183333333333334)","(15.0, 32.0, 28.354166666666668)","(3.2, 3.75, 3.639473684210526)","(5.0, 10.0, 9.28)","(91.0, 490.0, 350.0)","(61.0, 110.0, 88.57142857142857)"
10-01-2023 19:33:27.039529,"(4.2, 6.4, 6.030769230769231)","(4.8, 5.5, 5.416666666666667)","(3.9, 5.3, 5.183333333333334)","(15.0, 32.0, 28.354166666666668)","(3.2, 3.75, 3.605263157894737)","(5.0, 10.0, 9.28)","(91.0, 490.0, 350.0)","(61.0, 110.0, 88.57142857142857)"
10-01-2023 19:33:28.262513,"(4.2, 6.4, 6.030769230769231)","(4.8, 5.3, 5.287096774193548)","(3.9, 5.3, 5.183333333333334)","(15.0, 32.0, 28.354166666666668)","(3.2, 3.7, 3.6166666666666667)","(5.0, 10.0, 9.6)","(91.0, 490.0, 350.0)","(61.0, 110.0, 88.57142857142857)"
10-01-2023 19:33:29.443272,"(4.2, 6.4, 6.1)","(4.8, 5.3, 5.287096774193548)","(3.9, 5.3, 5.183333333333334)","(15.0, 32.0, 28.354166666666668)","(3.2, 3.7, 3.6166666666666667)","(5.0, 10.0, 9.6)","(91.0, 490.0, 345.0)","(61.0, 110.0, 88.57142857142857)"
10-01-2023 19:33:30.677286,"(4.2, 6.4, 6.1)","(4.8, 5.7, 5.6)","(3.9, 5.3, 5.183333333333334)","(15.0, 32.0, 28.354166666666668)","(3.2, 3.7, 3.6166666666666667)","(5.0, 10.0, 9.529411764705882)","(91.0, 490.0, 345.0)","(61.0, 110.0, 88.57142857142857)"
10-01-2023 19:33:31.907709,"(4.2, 6.4, 6.1)","(4.8, 5.5, 5.453846153846154)","(3.9, 5.3, 5.183333333333334)","(15.0, 32.0, 28.354166666666668)","(3.2, 3.7, 3.6166666666666667)","(5.0, 10.0, 9.619047619047619)","(91.0, 490.0, 350.0)","(61.0, 110.0, 88.57142857142857)"
10-01-2023 19:33:33.171103,"(4.2, 6.4, 6.1)","(4.8, 5.8, 5.5473684210526315)","(3.9, 5.3, 5.183333333333334)","(15.0, 32.0, 28.25)","(3.2, 3.7, 3.5)","(5.0, 10.0, 9.588235294117647)","(91.0, 490.0, 355.0)","(61.0, 110.0, 88.57142857142857)"
10-01-2023 19:33:34.401532,"(4.2, 6.4, 6.1)","(4.8, 5.6, 5.58235294117647)","(3.9, 5.3, 5.253846153846154)","(15.0, 32.0, 28.25)","(3.2, 3.7, 3.5)","(5.0, 10.0, 9.538461538461538)","(91.0, 490.0, 355.0)","(61.0, 110.0, 88.57142857142857)"
10-01-2023 19:33:35.648137,"(4.2, 6.4, 6.1)","(4.8, 5.8, 5.733333333333333)","(3.9, 5.3, 5.1000000000000005)","(15.0, 32.0, 28.25)","(3.2, 3.7, 3.618181818181818)","(5.0, 10.0, 9.454545454545455)","(91.0, 490.0, 355.0)","(61.0, 110.0, 89.16666666666667)"
10-01-2023 19:33:36.913309,"(4.2, 6.4, 6.021052631578947)","(4.8, 5.9, 5.823076923076923)","(3.9, 5.2, 4.828571428571428)","(15.0, 32.0, 27.9375)","(3.2, 3.7, 3.618181818181818)","(5.0, 10.0, 9.333333333333334)","(91.0, 490.0, 355.0)","(61.0, 110.0, 92.5)"
10-01-2023 19:33:38.194333,"(4.2, 6.2, 6.066666666666666)","(4.8, 5.9, 5.823076923076923)","(3.9, 5.0, 4.942857142857143)","(15.0, 32.0, 28.022727272727273)","(3.2, 3.7, 3.618181818181818)","(5.0, 10.0, 8.933333333333334)","(91.0, 490.0, 360.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:33:39.490725,"(4.2, 6.4, 5.911111111111111)","(4.6, 5.9, 5.827272727272727)","(4.0, 5.2, 4.757142857142857)","(16.0, 32.0, 28.354166666666668)","(3.2, 3.7, 3.6)","(5.0, 10.0, 9.717647058823529)","(91.0, 490.0, 360.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:33:40.732827,"(4.2, 6.0, 5.911111111111111)","(4.6, 5.9, 5.825)","(4.0, 4.8, 5.211111111111111)","(16.0, 32.0, 28.022727272727273)","(3.2, 3.7, 3.563636363636364)","(5.0, 10.0, 9.138461538461538)","(91.0, 490.0, 360.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:33:41.909650,"(4.2, 6.4, 6.030769230769231)","(4.6, 6.2, 5.95)","(4.0, 5.3, 4.944444444444445)","(16.0, 32.0, 28.022727272727273)","(3.2, 3.7, 3.6076923076923078)","(5.0, 10.0, 9.083333333333334)","(91.0, 490.0, 360.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:33:43.086965,"(4.2, 6.4, 5.973333333333334)","(4.6, 6.2, 6.1)","(4.0, 5.0, 5.252941176470588)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.7, 3.66)","(5.0, 10.5, 9.200000000000001)","(91.0, 490.0, 360.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:33:44.293776,"(4.2, 6.4, 6.030769230769231)","(4.6, 5.1, 5.006084656084656)","(4.0, 5.3, 5.252941176470588)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.7, 3.66)","(5.0, 10.0, 9.200000000000001)","(91.0, 490.0, 360.0)","(61.0, 100.0, 96.25)"
10-01-2023 19:33:45.508914,"(4.2, 6.4, 6.16)","(4.6, 5.1, 5.007520891364902)","(4.0, 5.3, 4.8999999999999995)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.7, 3.618181818181818)","(5.0, 10.0, 10.4)","(91.0, 490.0, 360.0)","(61.0, 100.0, 96.25)"
10-01-2023 19:33:46.777707,"(4.2, 6.4, 6.1230769230769235)","(4.6, 5.1, 4.916788321167884)","(4.0, 5.3, 5.125)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.7, 3.618181818181818)","(5.0, 11.0, 10.89090909090909)","(91.0, 490.0, 360.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:33:47.999095,"(4.2, 6.4, 6.1230769230769235)","(4.6, 5.1, 4.916788321167884)","(4.0, 5.3, 5.125)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.7, 3.65)","(5.0, 11.0, 10.89090909090909)","(91.0, 490.0, 360.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:33:49.176229,"(4.2, 6.4, 6.175)","(4.6, 5.1, 4.923376623376623)","(4.0, 5.3, 4.790909090909091)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.7, 3.6653846153846157)","(5.0, 11.0, 10.8)","(91.0, 490.0, 360.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:33:50.447880,"(4.2, 6.4, 6.175)","(4.6, 5.1, 4.925414364640885)","(4.0, 5.3, 5.125)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.7, 3.6653846153846157)","(5.0, 11.0, 10.8)","(91.0, 490.0, 360.0)","(61.0, 100.0, 88.57142857142857)"
10-01-2023 19:33:51.703663,"(4.2, 6.4, 6.175)","(4.6, 5.1, 5.083524504692388)","(4.0, 5.3, 4.790909090909091)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.7, 3.6653846153846157)","(5.0, 11.0, 10.8)","(91.0, 490.0, 360.0)","(61.0, 110.0, 92.5)"
10-01-2023 19:33:52.932685,"(4.2, 6.4, 6.175)","(4.6, 5.1, 5.083524504692388)","(4.0, 5.3, 5.125)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.7, 3.716666666666667)","(5.0, 11.0, 10.8)","(91.0, 490.0, 434.0)","(61.0, 100.0, 96.25)"
10-01-2023 19:33:54.182900,"(4.2, 6.4, 6.175)","(4.6, 5.1, 4.991379310344827)","(4.0, 5.3, 5.125)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.75, 3.683333333333333)","(5.0, 11.0, 10.8)","(91.0, 490.0, 355.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:33:55.370086,"(4.2, 6.4, 6.175)","(4.6, 5.0, 4.977127659574467)","(4.0, 5.3, 5.125)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.75, 3.65)","(5.0, 11.0, 10.8)","(91.0, 490.0, 434.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:33:56.610192,"(4.2, 6.4, 6.175)","(4.6, 5.1, 4.975135135135135)","(4.0, 5.3, 5.125)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.75, 3.65)","(5.0, 11.0, 10.8)","(91.0, 490.0, 360.0)","(61.0, 100.0, 96.25)"
10-01-2023 19:33:57.829313,"(4.2, 6.4, 6.175)","(4.6, 5.1, 4.97445652173913)","(4.0, 5.3, 4.85)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.75, 3.7)","(5.0, 11.0, 10.8)","(91.0, 490.0, 360.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:33:59.084705,"(4.2, 6.4, 6.175)","(4.6, 5.1, 5.091179839633448)","(4.0, 5.1, 4.8625)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.75, 3.7)","(5.0, 11.0, 10.8)","(91.0, 490.0, 360.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:34:00.320910,"(4.2, 6.4, 6.175)","(4.6, 5.1, 4.972340425531915)","(4.0, 5.3, 4.8625)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.75, 3.7)","(5.0, 11.0, 10.261538461538462)","(91.0, 490.0, 360.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:34:01.535732,"(4.2, 6.4, 6.175)","(4.6, 5.1, 4.972340425531915)","(4.0, 5.3, 4.8625)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.75, 3.7)","(5.0, 11.0, 10.412)","(91.0, 490.0, 360.0)","(61.0, 100.0, 96.25)"
10-01-2023 19:34:02.820681,"(4.2, 6.4, 6.175)","(4.6, 5.0, 4.989473684210527)","(4.0, 5.3, 4.8625)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.75, 3.7)","(5.0, 11.5, 10.412)","(91.0, 490.0, 360.0)","(61.0, 100.0, 96.25)"
10-01-2023 19:34:04.045752,"(4.2, 6.4, 6.175)","(4.6, 5.0, 4.931506849315069)","(4.0, 5.3, 4.857142857142857)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.75, 3.6818181818181817)","(5.0, 11.5, 10.412)","(91.0, 490.0, 360.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:34:05.297024,"(4.2, 6.4, 6.175)","(4.6, 5.1, 5.095522388059701)","(4.0, 5.2, 4.8)","(16.0, 32.0, 28.11111111111111)","(3.2, 3.75, 3.725)","(5.0, 11.5, 10.366666666666667)","(91.0, 490.0, 360.0)","(61.0, 100.0, 92.5)"
10-01-2023 19:34:06.542042,"(4.2, 6.4, 6.11578947368421)","(4.6, 5.1, 5.173913043478261)","(4.0, 5.0, 4.9)","(17.0, 32.0, 35.18181818181818)","(3.2, 3.75, 3.725)","(5.0, 11.5, 10.126923076923077)","(91.0, 490.0, 360.0)","(61.0, 100.0, 93.33333333333333)"
10-01-2023 19:34:07.818965,"(4.2, 6.4, 5.875)","(4.6, 5.2, 5.173913043478261)","(4.0, 5.0, 4.9)","(17.0, 36.0, 32.625)","(3.2, 3.75, 3.725)","(5.0, 11.5, 10.126923076923077)","(91.0, 490.0, 360.0)","(61.0, 110.0, 92.5)"
