,Exceed And Collect,No Outcast,Outwitted,The Instructor,Ukiyoe,Firehouse,Imminance,Miss Sunshine,Nevada Showgirl,Within Sight
12-01-2023 16:39:53.290845,"(12.0, 15.5, 15.161764705882353)","(19.0, 29.0, 28.509803921568626)","(18.0, 23.0, 22.454545454545453)","(2.1, 2.26, 2.252083333333333)","(11.0, 13.0, 12.356521739130434)","(5.5, 6.6, 6.555)","(51.0, 100.0, 98.42105263157895)","(5.0, 7.6, 7.463636363636364)","(51.0, 100.0, 95.45454545454545)","(21.0, 36.0, 33.89473684210526)"
12-01-2023 16:39:54.449832,"(12.0, 15.5, 15.302083333333334)","(19.0, 29.0, 28.45614035087719)","(18.0, 22.0, 20.0)","(2.1, 2.26, 2.252666666666667)","(11.0, 12.5, 12.407692307692308)","(5.5, 6.6, 6.734831460674157)","(51.0, 100.0, 98.42105263157895)","(5.0, 7.6, 7.48)","(51.0, 120.0, 104.11764705882354)","(21.0, 36.0, 34.666666666666664)"
12-01-2023 16:39:55.558668,"(12.0, 15.5, 15.337209302325581)","(19.0, 29.0, 28.45614035087719)","(18.0, 21.0, 20.0)","(2.1, 2.26, 2.252666666666667)","(11.0, 12.5, 12.461538461538462)","(5.5, 6.8, 6.635087719298245)","(51.0, 100.0, 98.42105263157895)","(5.0, 7.6, 7.4875)","(51.0, 120.0, 104.11764705882354)","(21.0, 36.0, 34.88461538461539)"
12-01-2023 16:39:56.760222,"(12.0, 15.5, 15.189655172413794)","(19.0, 29.0, 28.45614035087719)","(18.0, 21.0, 19.928571428571427)","(2.1, 2.26, 2.24)","(11.0, 12.5, 12.687830687830688)","(5.5, 6.8, 6.546835443037975)","(51.0, 100.0, 98.61111111111111)","(5.0, 7.6, 7.63362831858407)","(51.0, 120.0, 102.85714285714286)","(21.0, 36.0, 34.872727272727275)"
12-01-2023 16:39:58.036366,"(12.0, 15.5, 15.442857142857143)","(19.0, 29.0, 28.49056603773585)","(18.0, 21.0, 20.736842105263158)","(2.1, 2.24, 2.2062697022767077)","(11.0, 13.0, 12.687830687830688)","(5.5, 6.6, 6.43305785123967)","(51.0, 100.0, 98.61111111111111)","(5.0, 7.8, 7.631372549019607)","(51.0, 120.0, 108.88888888888889)","(21.0, 36.0, 34.872727272727275)"
12-01-2023 16:39:59.165049,"(12.0, 16.0, 15.976190476190476)","(19.0, 29.0, 28.49056603773585)","(18.0, 22.0, 20.736842105263158)","(2.1, 2.22, 2.2074171029668412)","(11.0, 13.0, 12.716346153846153)","(5.5, 6.6, 6.357251908396947)","(51.0, 100.0, 98.61111111111111)","(5.0, 7.8, 7.670676691729323)","(51.0, 120.0, 110.0)","(21.0, 36.0, 34.872727272727275)"
12-01-2023 16:40:00.356037,"(12.0, 17.0, 16.535714285714285)","(19.0, 29.0, 28.607843137254903)","(18.0, 22.0, 21.285714285714285)","(2.1, 2.22, 2.2080372381691236)","(11.0, 13.0, 12.710280373831775)","(5.5, 6.4, 6.33265306122449)","(51.0, 100.0, 98.61111111111111)","(5.0, 7.8, 7.631372549019607)","(51.0, 120.0, 111.66666666666667)","(21.0, 36.0, 34.96666666666667)"
12-01-2023 16:40:01.498397,"(12.0, 17.5, 16.866666666666667)","(19.0, 29.0, 28.607843137254903)","(18.0, 22.0, 21.642857142857142)","(2.1, 2.22, 2.2080372381691236)","(11.0, 13.0, 12.734375)","(5.5, 6.4, 6.178181818181819)","(51.0, 100.0, 99.0625)","(5.0, 7.8, 7.643835616438356)","(51.0, 120.0, 114.0)","(21.0, 36.0, 35.094339622641506)"
12-01-2023 16:40:02.659094,"(12.0, 17.5, 17.357142857142858)","(19.0, 32.0, 31.09090909090909)","(18.0, 23.0, 22.266666666666666)","(2.1, 2.22, 2.210095057034221)","(11.0, 13.0, 12.734375)","(5.5, 6.2, 6.160493827160494)","(51.0, 100.0, 99.0625)","(5.0, 7.8, 8.097872340425532)","(51.0, 120.0, 114.0)","(21.0, 36.0, 35.094339622641506)"
12-01-2023 16:40:04.105830,"(12.0, 17.0, 17.08695652173913)","(19.0, 34.0, 31.714285714285715)","(18.0, 24.0, 23.555555555555557)","(2.1, 2.22, 2.189558011049724)","(11.0, 13.0, 12.425)","(5.5, 6.2, 6.160493827160494)","(51.0, 100.0, 99.0625)","(5.0, 8.2, 8.169230769230769)","(51.0, 120.0, 112.5)","(21.0, 36.0, 35.0)"
12-01-2023 16:40:05.436209,"(12.0, 18.0, 17.08695652173913)","(19.0, 32.0, 32.285714285714285)","(18.0, 24.0, 23.384615384615383)","(2.1, 2.2, 2.1738271604938273)","(11.0, 12.5, 12.414634146341463)","(5.5, 6.2, 6.130795847750865)","(51.0, 100.0, 115.0)","(5.0, 8.2, 8.057407407407407)","(51.0, 120.0, 114.0)","(21.0, 36.0, 38.3)"
12-01-2023 16:40:06.759723,"(12.0, 18.0, 17.32)","(19.0, 34.0, 32.333333333333336)","(18.0, 24.0, 23.636363636363637)","(2.1, 2.18, 2.1633480176211455)","(11.0, 12.5, 12.420454545454545)","(5.5, 6.2, 5.873717948717949)","(51.0, 120.0, 115.0)","(5.0, 8.2, 8.07175572519084)","(51.0, 120.0, 146.0)","(21.0, 40.0, 40.0)"
12-01-2023 16:40:07.898378,"(12.0, 18.5, 18.25)","(19.0, 34.0, 33.166666666666664)","(18.0, 24.0, 23.636363636363637)","(2.1, 2.18, 2.1685157096424703)","(11.0, 12.5, 12.451505016722408)","(5.5, 5.9, 5.590285714285714)","(51.0, 120.0, 115.88235294117646)","(5.0, 8.2, 8.062626262626262)","(51.0, 150.0, 133.07692307692307)","(21.0, 42.0, 41.166666666666664)"
12-01-2023 16:40:09.146698,"(12.0, 19.5, 18.59090909090909)","(19.0, 34.0, 34.11764705882353)","(18.0, 25.0, 24.333333333333332)","(2.1, 2.18, 2.1692372881355935)","(11.0, 13.0, 12.577319587628866)","(5.5, 5.6, 5.592090395480225)","(51.0, 120.0, 117.14285714285714)","(5.0, 8.2, 8.014285714285714)","(51.0, 150.0, 133.07692307692307)","(21.0, 42.0, 42.666666666666664)"
12-01-2023 16:40:10.315136,"(12.0, 19.5, 18.875)","(19.0, 36.0, 34.11764705882353)","(18.0, 25.0, 24.2)","(2.1, 2.18, 2.1595970695970697)","(11.0, 13.0, 12.577319587628866)","(5.5, 5.6, 5.592090395480225)","(51.0, 120.0, 125.0)","(5.0, 8.2, 8.045652173913043)","(51.0, 150.0, 133.07692307692307)","(21.0, 44.0, 42.95652173913044)"
12-01-2023 16:40:11.760463,"(12.0, 19.5, 19.023809523809526)","(19.0, 36.0, 33.8)","(18.0, 25.0, 24.2)","(2.1, 2.16, 2.1641723356009073)","(11.0, 13.0, 12.570680628272251)","(5.5, 5.6, 5.592090395480225)","(51.0, 140.0, 125.0)","(5.0, 8.2, 8.045652173913043)","(51.0, 150.0, 133.07692307692307)","(21.0, 44.0, 42.95652173913044)"
12-01-2023 16:40:12.987820,"(12.0, 19.5, 19.023809523809526)","(19.0, 36.0, 33.8)","(18.0, 25.0, 24.2)","(2.1, 2.18, 2.1641723356009073)","(11.0, 13.0, 12.570680628272251)","(5.5, 5.6, 5.592090395480225)","(51.0, 140.0, 125.0)","(5.0, 8.2, 8.030952380952382)","(51.0, 150.0, 133.07692307692307)","(21.0, 44.0, 42.95652173913044)"
12-01-2023 16:40:14.267160,"(12.0, 19.5, 19.023809523809526)","(19.0, 36.0, 33.8)","(18.0, 25.0, 24.2)","(2.1, 2.18, 2.1694285714285715)","(11.0, 13.0, 12.570680628272251)","(5.5, 5.6, 5.592090395480225)","(51.0, 140.0, 126.66666666666667)","(5.0, 8.2, 8.004137931034482)","(51.0, 150.0, 133.07692307692307)","(21.0, 44.0, 42.95652173913044)"
12-01-2023 16:40:15.509582,"(12.0, 19.5, 18.875)","(19.0, 36.0, 33.8)","(18.0, 25.0, 24.2)","(2.1, 2.18, 2.184635761589404)","(11.0, 13.0, 12.436426116838488)","(5.5, 5.6, 5.586754966887417)","(51.0, 130.0, 116.66666666666667)","(5.0, 8.2, 7.7709090909090905)","(51.0, 150.0, 128.1818181818182)","(21.0, 44.0, 43.483870967741936)"
12-01-2023 16:40:16.797435,"(12.0, 19.5, 19.045454545454547)","(19.0, 34.0, 33.63636363636363)","(18.0, 25.0, 24.2)","(2.1, 2.22, 2.2267010309278352)","(11.0, 13.0, 12.431972789115646)","(5.5, 5.6, 5.586394557823129)","(51.0, 120.0, 115.38461538461539)","(5.0, 7.8, 7.768627450980392)","(51.0, 150.0, 128.1818181818182)","(21.0, 44.0, 43.407407407407405)"
12-01-2023 16:40:17.944782,"(12.0, 19.0, 18.5875)","(19.0, 34.0, 33.63636363636363)","(18.0, 25.0, 24.733333333333334)","(2.1, 2.24, 2.2356996587030715)","(11.0, 13.0, 12.354545454545455)","(5.5, 5.6, 5.6253012048192765)","(51.0, 120.0, 112.5)","(5.0, 7.8, 7.75576923076923)","(51.0, 150.0, 122.3076923076923)","(21.0, 44.0, 43.542857142857144)"
12-01-2023 16:40:19.158343,"(12.0, 18.0, 17.789473684210527)","(19.0, 36.0, 35.4054054054054)","(18.0, 25.0, 24.733333333333334)","(2.1, 2.26, 2.2470588235294118)","(11.0, 12.5, 12.347133757961783)","(5.5, 5.7, 5.596511627906977)","(51.0, 120.0, 112.5)","(5.0, 7.8, 7.74)","(51.0, 150.0, 122.3076923076923)","(21.0, 44.0, 43.46666666666667)"
12-01-2023 16:40:20.428642,"(12.0, 18.0, 17.77777777777778)","(19.0, 36.0, 34.810810810810814)","(18.0, 25.0, 24.733333333333334)","(2.1, 2.26, 2.2031111111111112)","(11.0, 12.5, 12.359712230215827)","(5.5, 5.6, 5.611666666666666)","(51.0, 120.0, 112.85714285714286)","(5.0, 7.8, 7.901470588235294)","(51.0, 150.0, 122.5)","(21.0, 44.0, 45.4)"
12-01-2023 16:40:21.565611,"(12.0, 18.5, 17.85)","(19.0, 36.0, 35.05882352941177)","(18.0, 26.0, 25.5)","(2.1, 2.24, 2.2131914893617024)","(11.0, 12.5, 12.359712230215827)","(5.5, 5.7, 5.63125)","(51.0, 120.0, 112.85714285714286)","(5.0, 8.0, 7.920634920634921)","(51.0, 150.0, 123.75)","(21.0, 46.0, 46.57142857142857)"
12-01-2023 16:40:22.787103,"(12.0, 18.5, 17.375)","(19.0, 36.0, 34.5)","(18.0, 27.0, 26.375)","(2.1, 2.2, 2.185)","(11.0, 12.5, 12.359712230215827)","(5.5, 5.7, 5.606382978723404)","(51.0, 120.0, 116.15384615384616)","(5.0, 8.0, 7.920634920634921)","(51.0, 150.0, 123.75)","(21.0, 50.0, 46.8)"
12-01-2023 16:40:24.221367,"(12.0, 18.0, 17.789473684210527)","(19.0, 36.0, 34.5945945945946)","(18.0, 27.0, 26.823529411764707)","(2.1, 2.2, 2.1849180327868853)","(11.0, 12.5, 12.359712230215827)","(5.5, 5.7, 5.554411764705883)","(51.0, 120.0, 119.0)","(5.0, 8.0, 7.920634920634921)","(51.0, 150.0, 123.75)","(21.0, 50.0, 44.666666666666664)"
12-01-2023 16:40:25.845325,"(12.0, 18.0, 17.77777777777778)","(19.0, 36.0, 34.42424242424242)","(18.0, 27.0, 28.451612903225808)","(2.1, 2.2, 2.1835714285714287)","(11.0, 12.5, 12.347222222222221)","(5.5, 5.6, 5.546835443037975)","(51.0, 120.0, 116.42857142857143)","(5.0, 8.0, 7.920634920634921)","(51.0, 150.0, 123.75)","(21.0, 46.0, 45.142857142857146)"
12-01-2023 16:40:27.070362,"(12.0, 18.0, 17.77777777777778)","(19.0, 36.0, 35.01639344262295)","(18.0, 30.0, 27.2)","(2.1, 2.2, 2.183921568627451)","(11.0, 12.5, 12.347222222222221)","(5.5, 5.6, 5.546835443037975)","(51.0, 120.0, 116.42857142857143)","(5.0, 8.0, 7.905970149253731)","(51.0, 150.0, 123.75)","(21.0, 46.0, 46.285714285714285)"
12-01-2023 16:40:28.468041,"(12.0, 18.0, 17.77777777777778)","(19.0, 36.0, 33.111111111111114)","(18.0, 29.0, 26.2)","(2.1, 2.2, 2.179563318777293)","(11.0, 12.5, 12.626923076923077)","(5.5, 5.6, 5.544554455445544)","(51.0, 120.0, 114.44444444444444)","(5.0, 8.0, 8.133333333333333)","(51.0, 150.0, 123.75)","(21.0, 48.0, 46.285714285714285)"
12-01-2023 16:40:30.136138,"(12.0, 17.5, 16.970588235294116)","(19.0, 36.0, 34.5945945945946)","(18.0, 28.0, 26.2)","(2.1, 2.18, 2.176057347670251)","(11.0, 13.0, 12.66083916083916)","(5.5, 5.5, 5.464285714285714)","(51.0, 120.0, 113.75)","(5.0, 8.4, 8.257971014492753)","(51.0, 150.0, 123.75)","(21.0, 48.0, 46.285714285714285)"
12-01-2023 16:40:31.688863,"(12.0, 17.5, 16.925)","(19.0, 36.0, 34.5945945945946)","(18.0, 28.0, 25.75)","(2.1, 2.18, 2.1739669421487604)","(11.0, 13.0, 12.66083916083916)","(5.5, 5.6, 5.581343283582089)","(51.0, 120.0, 114.44444444444444)","(5.0, 8.4, 8.255737704918033)","(51.0, 150.0, 132.5)","(21.0, 48.0, 46.285714285714285)"
12-01-2023 16:40:33.156782,"(12.0, 17.0, 16.91176470588235)","(19.0, 36.0, 34.5945945945946)","(18.0, 28.0, 26.3125)","(2.1, 2.18, 2.157785467128028)","(11.0, 13.0, 12.66083916083916)","(5.5, 5.6, 5.7218390804597705)","(51.0, 120.0, 106.66666666666667)","(5.0, 8.4, 8.264615384615384)","(51.0, 150.0, 141.25)","(21.0, 48.0, 46.285714285714285)"
12-01-2023 16:40:34.478390,"(13.0, 17.0, 16.91176470588235)","(21.0, 36.0, 34.5945945945946)","(18.0, 28.0, 26.3125)","(2.05, 2.16, 2.157823129251701)","(12.0, 13.0, 12.66083916083916)","(5.5, 5.8, 5.7218390804597705)","(51.0, 120.0, 106.66666666666667)","(5.0, 8.4, 8.264615384615384)","(61.0, 150.0, 153.33333333333334)","(26.0, 48.0, 46.285714285714285)"
12-01-2023 16:40:35.921981,"(13.0, 17.0, 16.91176470588235)","(21.0, 36.0, 34.5945945945946)","(18.0, 28.0, 26.3125)","(2.05, 2.16, 2.1732307692307695)","(12.0, 13.0, 12.66083916083916)","(5.5, 5.8, 5.639166666666666)","(51.0, 120.0, 106.66666666666667)","(5.0, 8.4, 8.264615384615384)","(61.0, 180.0, 156.66666666666666)","(26.0, 48.0, 46.285714285714285)"
12-01-2023 16:40:37.225000,"(13.0, 17.0, 16.91176470588235)","(21.0, 36.0, 34.32258064516129)","(18.0, 28.0, 26.3125)","(2.05, 2.18, 2.158585086042065)","(12.0, 13.0, 12.66083916083916)","(5.5, 5.7, 5.633812949640288)","(51.0, 120.0, 106.66666666666667)","(5.0, 8.4, 8.273381294964029)","(61.0, 170.0, 156.66666666666666)","(26.0, 48.0, 46.285714285714285)"
12-01-2023 16:40:38.836577,"(13.0, 17.0, 16.94)","(21.0, 36.0, 33.578947368421055)","(18.0, 28.0, 26.3125)","(2.05, 2.16, 2.169533834586466)","(12.0, 13.0, 12.66083916083916)","(5.5, 5.7, 5.633812949640288)","(51.0, 120.0, 111.66666666666667)","(5.0, 8.4, 8.273381294964029)","(61.0, 170.0, 156.66666666666666)","(26.0, 48.0, 48.5)"
12-01-2023 16:40:40.223897,"(13.0, 17.0, 16.94)","(21.0, 34.0, 33.578947368421055)","(18.0, 28.0, 26.3125)","(2.05, 2.18, 2.1578004073319756)","(12.0, 13.0, 13.161764705882353)","(5.5, 5.7, 5.633812949640288)","(51.0, 120.0, 111.66666666666667)","(5.0, 8.4, 8.273381294964029)","(61.0, 170.0, 147.5)","(26.0, 55.0, 47.714285714285715)"
12-01-2023 16:40:41.698478,"(13.0, 17.5, 16.96153846153846)","(21.0, 34.0, 33.578947368421055)","(18.0, 28.0, 26.3125)","(2.05, 2.16, 2.1564285714285716)","(12.0, 13.5, 13.18131868131868)","(5.5, 5.7, 5.616521739130435)","(51.0, 120.0, 110.0)","(5.0, 8.4, 8.308333333333334)","(61.0, 170.0, 147.5)","(26.0, 55.0, 48.8421052631579)"
12-01-2023 16:40:43.034440,"(13.0, 17.5, 16.931818181818183)","(21.0, 34.0, 33.578947368421055)","(18.0, 28.0, 26.105263157894736)","(2.05, 2.16, 2.1663656884875846)","(12.0, 13.5, 13.635922330097088)","(5.5, 5.7, 5.271929824561403)","(51.0, 120.0, 114.28571428571429)","(5.0, 8.4, 8.506849315068493)","(61.0, 170.0, 155.0)","(26.0, 55.0, 48.57142857142857)"
12-01-2023 16:40:44.380111,"(13.0, 17.5, 17.25)","(21.0, 36.0, 33.97014925373134)","(18.0, 28.0, 26.65)","(2.05, 2.18, 2.1683846153846154)","(12.0, 14.0, 14.304347826086957)","(5.5, 5.3, 5.330769230769231)","(51.0, 120.0, 114.66666666666667)","(5.0, 8.6, 8.592727272727272)","(61.0, 170.0, 160.0)","(26.0, 55.0, 50.26315789473684)"
12-01-2023 16:40:45.676959,"(13.0, 17.5, 17.22340425531915)","(21.0, 36.0, 34.028985507246375)","(18.0, 28.0, 26.772727272727273)","(2.05, 2.16, 2.149913043478261)","(12.0, 14.5, 14.368421052631579)","(5.5, 5.4, 5.157664233576642)","(51.0, 120.0, 114.66666666666667)","(5.0, 8.6, 8.875)","(61.0, 170.0, 175.71428571428572)","(26.0, 55.0, 50.625)"
12-01-2023 16:40:47.182397,"(14.0, 17.5, 17.136363636363637)","(21.0, 36.0, 33.733333333333334)","(18.0, 28.0, 27.166666666666668)","(2.05, 2.16, 2.1516883116883117)","(12.0, 14.5, 14.561643835616438)","(5.0, 5.2, 4.951315789473685)","(51.0, 120.0, 114.66666666666667)","(5.0, 9.0, 8.861538461538462)","(61.0, 180.0, 176.25)","(26.0, 55.0, 51.5)"
12-01-2023 16:40:48.488500,"(14.0, 17.5, 17.233333333333334)","(21.0, 36.0, 33.733333333333334)","(18.0, 28.0, 27.166666666666668)","(2.05, 2.16, 2.1516883116883117)","(12.0, 15.0, 14.561643835616438)","(5.0, 5.0, 4.951315789473685)","(51.0, 120.0, 114.66666666666667)","(5.0, 9.0, 8.926666666666668)","(61.0, 180.0, 176.25)","(26.0, 55.0, 51.666666666666664)"
12-01-2023 16:40:49.808163,"(14.0, 17.0, 16.902439024390244)","(21.0, 36.0, 34.15384615384615)","(18.0, 28.0, 27.166666666666668)","(2.05, 2.16, 2.1574)","(12.0, 15.0, 14.714285714285714)","(5.0, 5.0, 4.9402061855670105)","(51.0, 120.0, 114.66666666666667)","(5.0, 9.0, 8.96923076923077)","(61.0, 180.0, 176.25)","(26.0, 55.0, 52.2)"
12-01-2023 16:40:51.165717,"(14.0, 17.5, 17.34375)","(21.0, 36.0, 33.857142857142854)","(18.0, 28.0, 25.75)","(2.05, 2.16, 2.159130434782609)","(12.0, 15.0, 14.727272727272727)","(5.0, 5.0, 4.97)","(51.0, 120.0, 114.66666666666667)","(5.0, 9.0, 8.861818181818183)","(61.0, 180.0, 176.25)","(26.0, 55.0, 50.714285714285715)"
12-01-2023 16:40:52.387054,"(14.0, 18.0, 17.59375)","(21.0, 36.0, 34.02985074626866)","(18.0, 28.0, 25.333333333333332)","(2.05, 2.16, 2.1781735159817353)","(12.0, 15.0, 14.727272727272727)","(5.0, 5.0, 4.867521367521368)","(51.0, 120.0, 114.66666666666667)","(5.0, 9.0, 8.744)","(61.0, 180.0, 176.25)","(26.0, 55.0, 49.166666666666664)"
12-01-2023 16:40:53.565382,"(14.0, 18.0, 17.647058823529413)","(21.0, 36.0, 34.15873015873016)","(18.0, 27.0, 25.333333333333332)","(2.05, 2.18, 2.1781735159817353)","(12.0, 15.0, 14.727272727272727)","(5.0, 4.9, 4.942857142857143)","(51.0, 120.0, 114.66666666666667)","(5.0, 8.8, 8.758823529411766)","(61.0, 180.0, 176.25)","(26.0, 55.0, 49.23529411764706)"
12-01-2023 16:40:54.854377,"(14.0, 18.0, 17.833333333333332)","(21.0, 36.0, 34.76190476190476)","(18.0, 27.0, 24.6)","(2.05, 2.18, 2.179320388349515)","(12.0, 15.0, 14.682926829268293)","(5.0, 5.0, 4.936923076923077)","(51.0, 120.0, 114.66666666666667)","(5.0, 8.8, 8.734246575342466)","(61.0, 180.0, 176.25)","(26.0, 55.0, 49.23529411764706)"
12-01-2023 16:40:56.092853,"(14.0, 18.0, 17.833333333333332)","(21.0, 36.0, 34.76190476190476)","(18.0, 26.0, 25.03448275862069)","(2.05, 2.18, 2.1743726235741447)","(12.0, 15.0, 14.57258064516129)","(5.0, 5.0, 5.025217391304348)","(51.0, 120.0, 114.66666666666667)","(5.0, 8.8, 8.727272727272728)","(61.0, 180.0, 176.25)","(26.0, 55.0, 46.21153846153846)"
12-01-2023 16:40:57.338719,"(14.0, 18.0, 17.857142857142858)","(21.0, 36.0, 34.63157894736842)","(18.0, 26.0, 25.03448275862069)","(2.05, 2.18, 2.177581395348837)","(12.0, 15.0, 14.57258064516129)","(5.0, 5.1, 5.044186046511628)","(51.0, 120.0, 114.66666666666667)","(5.0, 8.8, 8.721311475409836)","(61.0, 180.0, 176.25)","(26.0, 48.0, 45.03225806451613)"
12-01-2023 16:40:58.650804,"(14.0, 18.0, 17.857142857142858)","(21.0, 36.0, 34.63157894736842)","(18.0, 26.0, 25.03448275862069)","(2.05, 2.18, 2.133888888888889)","(12.0, 15.0, 14.65)","(5.0, 5.1, 5.08)","(51.0, 120.0, 118.33333333333334)","(5.0, 8.8, 8.942622950819672)","(61.0, 180.0, 166.47058823529412)","(26.0, 46.0, 45.142857142857146)"
12-01-2023 16:40:59.978733,"(14.0, 18.5, 18.029411764705884)","(26.0, 36.0, 34.827586206896555)","(19.0, 26.0, 25.428571428571427)","(2.0, 2.16, 2.11989417989418)","(12.0, 15.0, 14.60909090909091)","(5.0, 5.1, 5.205825242718447)","(61.0, 120.0, 118.88888888888889)","(5.5, 9.0, 8.931914893617021)","(71.0, 190.0, 166.47058823529412)","(31.0, 46.0, 44.526315789473685)"
12-01-2023 16:41:01.186849,"(14.0, 18.5, 18.3)","(26.0, 38.0, 37.30434782608695)","(19.0, 26.0, 25.047619047619047)","(2.0, 2.12, 2.129542483660131)","(12.0, 15.0, 14.60909090909091)","(5.0, 5.3, 5.171153846153846)","(61.0, 120.0, 118.88888888888889)","(5.5, 9.0, 8.943859649122807)","(71.0, 190.0, 166.47058823529412)","(31.0, 46.0, 44.526315789473685)"
12-01-2023 16:41:02.461537,"(14.0, 18.5, 18.428571428571427)","(26.0, 38.0, 37.578947368421055)","(19.0, 26.0, 25.047619047619047)","(2.0, 2.14, 2.1177202072538863)","(12.0, 15.0, 14.60909090909091)","(5.0, 5.2, 5.190421455938697)","(61.0, 120.0, 118.88888888888889)","(5.5, 9.0, 8.943859649122807)","(71.0, 190.0, 143.33333333333334)","(31.0, 46.0, 44.48)"
12-01-2023 16:41:04.056846,"(14.0, 18.5, 18.421875)","(26.0, 38.0, 35.111111111111114)","(19.0, 26.0, 25.0)","(2.0, 2.12, 2.141046511627907)","(12.0, 15.0, 14.264705882352942)","(5.0, 5.2, 5.203149606299212)","(61.0, 120.0, 118.88888888888889)","(5.5, 9.0, 8.931791907514452)","(71.0, 160.0, 140.0)","(31.0, 46.0, 44.48)"
12-01-2023 16:41:05.497612,"(14.0, 18.5, 18.482758620689655)","(26.0, 36.0, 34.689655172413794)","(19.0, 26.0, 24.6)","(2.0, 2.16, 2.1322279792746115)","(12.0, 14.5, 14.226190476190476)","(5.0, 5.3, 5.232278481012658)","(61.0, 120.0, 129.375)","(5.5, 9.0, 8.87488986784141)","(71.0, 160.0, 130.0)","(31.0, 46.0, 45.0)"
12-01-2023 16:41:06.873664,"(14.0, 19.0, 18.50602409638554)","(26.0, 36.0, 35.073170731707314)","(19.0, 25.0, 24.80952380952381)","(2.0, 2.16, 2.130985915492958)","(12.0, 14.5, 14.248175182481752)","(5.0, 5.3, 5.233333333333333)","(61.0, 130.0, 131.53846153846155)","(5.5, 9.0, 8.881666666666668)","(71.0, 150.0, 126.66666666666667)","(31.0, 46.0, 45.12)"
12-01-2023 16:41:08.161699,"(14.0, 19.0, 18.640350877192983)","(26.0, 36.0, 35.073170731707314)","(19.0, 25.0, 24.80952380952381)","(2.0, 2.14, 2.1323035230352305)","(12.0, 14.5, 14.248175182481752)","(5.0, 5.3, 5.36231884057971)","(61.0, 140.0, 130.83333333333334)","(5.5, 9.0, 8.553398058252426)","(71.0, 130.0, 126.66666666666667)","(31.0, 46.0, 42.16279069767442)"
12-01-2023 16:41:09.316792,"(13.0, 19.0, 18.640350877192983)","(26.0, 36.0, 35.073170731707314)","(19.0, 25.0, 24.84)","(2.0, 2.14, 2.131597633136095)","(12.0, 14.5, 14.278846153846153)","(5.0, 5.4, 5.3703125)","(61.0, 140.0, 129.0)","(5.5, 8.6, 8.538028169014085)","(71.0, 130.0, 126.66666666666667)","(31.0, 44.0, 41.51724137931034)"
12-01-2023 16:41:10.794360,"(13.0, 19.5, 19.076923076923077)","(26.0, 36.0, 35.073170731707314)","(19.0, 25.0, 24.84)","(2.0, 2.14, 2.125684210526316)","(12.0, 14.5, 14.270186335403727)","(5.0, 5.4, 5.379185520361991)","(61.0, 140.0, 130.83333333333334)","(5.5, 8.6, 8.541721854304635)","(71.0, 130.0, 125.0)","(31.0, 42.0, 41.588235294117645)"
12-01-2023 16:41:12.365790,"(13.0, 19.5, 19.076923076923077)","(26.0, 36.0, 35.073170731707314)","(19.0, 25.0, 24.84)","(2.0, 2.14, 2.126328125)","(12.0, 14.5, 14.270186335403727)","(5.0, 5.4, 5.378403755868545)","(61.0, 140.0, 130.83333333333334)","(5.5, 8.6, 8.541721854304635)","(71.0, 130.0, 125.0)","(31.0, 42.0, 41.588235294117645)"
12-01-2023 16:41:13.867659,"(13.0, 19.5, 19.076923076923077)","(26.0, 36.0, 35.073170731707314)","(19.0, 25.0, 24.84)","(2.0, 2.14, 2.126328125)","(12.0, 14.5, 14.243055555555555)","(5.0, 5.4, 5.367961165048544)","(61.0, 140.0, 130.83333333333334)","(5.5, 8.6, 8.541721854304635)","(71.0, 130.0, 125.0)","(31.0, 42.0, 41.588235294117645)"
12-01-2023 16:41:15.412496,"(13.0, 19.5, 19.076923076923077)","(21.0, 36.0, 35.073170731707314)","(18.0, 25.0, 24.866666666666667)","(2.0, 2.14, 2.128804347826087)","(12.0, 14.5, 14.242537313432836)","(5.0, 5.4, 5.35448275862069)","(61.0, 140.0, 130.83333333333334)","(5.5, 8.6, 8.536305732484076)","(71.0, 130.0, 125.0)","(26.0, 42.0, 41.588235294117645)"
12-01-2023 16:41:16.919316,"(13.0, 19.5, 19.08695652173913)","(21.0, 36.0, 35.189189189189186)","(18.0, 25.0, 24.87878787878788)","(2.0, 2.14, 2.102666666666667)","(12.0, 14.5, 14.28834355828221)","(5.0, 5.4, 5.407954545454546)","(61.0, 140.0, 133.125)","(5.5, 8.6, 8.667326732673267)","(71.0, 130.0, 125.0)","(26.0, 42.0, 41.86206896551724)"
12-01-2023 16:41:18.307601,"(13.0, 19.5, 18.957142857142856)","(21.0, 36.0, 35.285714285714285)","(18.0, 25.0, 24.87878787878788)","(2.0, 2.12, 2.1022000000000003)","(12.0, 14.5, 14.31045751633987)","(5.0, 5.5, 5.448466257668712)","(61.0, 140.0, 133.125)","(5.5, 8.8, 8.652713178294574)","(71.0, 130.0, 142.0)","(26.0, 42.0, 41.86206896551724)"
12-01-2023 16:41:19.705438,"(13.0, 19.5, 19.38888888888889)","(21.0, 36.0, 35.285714285714285)","(18.0, 25.0, 24.87878787878788)","(2.0, 2.12, 2.1022000000000003)","(12.0, 14.5, 14.333333333333334)","(5.0, 5.5, 5.457534246575342)","(61.0, 140.0, 133.75)","(5.5, 8.8, 8.620754716981132)","(71.0, 150.0, 122.5)","(26.0, 42.0, 41.86206896551724)"
