,Osprey Phantom,Gondola,Molly Irish,Flora Colossus,Impress Us,Catch Me Nero
06-01-2023 13:29:34.250666,"(2.9, 3.65, 3.3658823529411763)","(2.05, 2.7, 2.6622222222222223)","(8.5, 22.0, 18.0)","(31.0, 85.0, 46.75)","(5.0, 9.2, 7.933333333333334)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:35.354091,"(2.9, 3.65, 3.356875)","(2.05, 2.7, 2.615)","(8.5, 22.0, 18.0)","(31.0, 85.0, 72.25)","(5.0, 9.0, 7.933333333333334)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:36.510402,"(2.9, 3.65, 3.356875)","(2.05, 2.7, 2.646666666666667)","(8.5, 22.0, 18.0)","(31.0, 85.0, 72.25)","(5.0, 9.0, 7.933333333333334)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:37.661503,"(2.9, 3.65, 3.356875)","(2.05, 2.7, 2.646666666666667)","(8.5, 22.0, 18.0)","(31.0, 85.0, 48.25)","(5.0, 9.0, 7.933333333333334)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:38.777225,"(2.9, 3.65, 3.356875)","(2.05, 2.7, 2.646666666666667)","(8.5, 22.0, 18.0)","(31.0, 85.0, 48.25)","(5.0, 9.0, 7.933333333333334)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:39.956994,"(2.9, 3.65, 3.356875)","(2.05, 2.7, 2.646666666666667)","(8.5, 22.0, 18.0)","(31.0, 85.0, 65.875)","(5.0, 9.0, 7.933333333333334)","(9.0, 20.0, 12.916666666666666)"
06-01-2023 13:29:41.579510,"(2.9, 3.65, 3.356875)","(2.05, 2.7, 2.646666666666667)","(8.5, 22.0, 14.916666666666666)","(31.0, 85.0, 74.07142857142857)","(5.0, 9.0, 8.723076923076922)","(9.0, 20.0, 12.55)"
06-01-2023 13:29:43.665330,"(2.9, 3.65, 3.3823529411764706)","(2.05, 2.56, 2.5028571428571427)","(8.5, 17.5, 16.3)","(31.0, 85.0, 69.69999999999999)","(5.0, 9.4, 8.2)","(9.0, 19.5, 14.166666666666666)"
06-01-2023 13:29:44.954189,"(2.9, 3.65, 3.3823529411764706)","(2.05, 2.56, 2.5028571428571427)","(8.5, 17.5, 16.3)","(31.0, 85.0, 69.69999999999999)","(5.0, 9.4, 8.2)","(9.0, 19.5, 14.166666666666666)"
06-01-2023 13:29:46.058981,"(2.9, 3.6, 3.3142857142857145)","(2.05, 2.56, 2.5028571428571427)","(8.5, 17.5, 16.5)","(31.0, 85.0, 69.69999999999999)","(5.0, 9.4, 8.2)","(9.0, 19.5, 14.166666666666666)"
06-01-2023 13:29:47.205088,"(2.9, 3.6, 3.3142857142857145)","(2.05, 2.56, 2.5028571428571427)","(8.5, 17.5, 16.5)","(31.0, 85.0, 69.69999999999999)","(5.0, 9.4, 8.2)","(9.0, 19.5, 14.166666666666666)"
06-01-2023 13:29:48.406203,"(2.9, 3.6, 3.3142857142857145)","(2.05, 2.56, 2.5028571428571427)","(8.5, 17.5, 16.5)","(31.0, 85.0, 69.69999999999999)","(5.0, 9.4, 8.2)","(9.0, 19.5, 12.75)"
06-01-2023 13:29:49.524773,"(2.9, 3.6, 3.2333333333333334)","(2.05, 2.56, 2.44)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.4, 8.2)","(9.0, 19.0, 12.75)"
06-01-2023 13:29:50.600061,"(2.9, 3.6, 3.430769230769231)","(2.05, 2.56, 2.5028571428571427)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.4, 8.2)","(9.0, 19.0, 12.75)"
06-01-2023 13:29:51.678287,"(2.9, 3.55, 3.1958333333333333)","(2.05, 2.56, 2.526666666666667)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.4, 8.2)","(9.0, 19.0, 12.75)"
06-01-2023 13:29:52.879767,"(2.9, 3.55, 3.1958333333333333)","(2.05, 2.56, 2.526666666666667)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.4, 8.2)","(9.0, 19.0, 12.75)"
06-01-2023 13:29:54.031846,"(2.9, 3.5, 3.235294117647059)","(2.05, 2.56, 2.526666666666667)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.4, 8.2)","(9.0, 19.0, 12.75)"
06-01-2023 13:29:55.119353,"(2.9, 3.5, 3.2714285714285714)","(2.05, 2.56, 2.526666666666667)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.4, 8.723076923076922)","(9.0, 19.0, 13.625)"
06-01-2023 13:29:56.297677,"(2.9, 3.5, 3.2714285714285714)","(2.05, 2.56, 2.526666666666667)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.6, 8.2)","(9.0, 20.0, 12.75)"
06-01-2023 13:29:57.498847,"(2.9, 3.5, 3.2818181818181817)","(2.05, 2.56, 2.5300000000000002)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.4, 8.2)","(9.0, 19.0, 12.75)"
06-01-2023 13:29:58.606424,"(2.9, 3.5, 3.2818181818181817)","(2.05, 2.56, 2.5300000000000002)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.4, 8.2)","(9.0, 19.0, 12.75)"
06-01-2023 13:29:59.739243,"(2.9, 3.5, 3.23)","(2.05, 2.56, 2.5300000000000002)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.4, 8.2)","(9.0, 19.0, 12.75)"
06-01-2023 13:30:01.027304,"(2.9, 3.5, 3.2529411764705882)","(2.05, 2.56, 2.6514285714285712)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.4, 8.2)","(9.0, 19.0, 12.75)"
06-01-2023 13:30:02.240650,"(2.9, 3.5, 3.2157894736842105)","(2.05, 2.76, 2.6966666666666663)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.4, 8.723076923076922)","(9.0, 19.0, 12.555555555555555)"
06-01-2023 13:30:03.629093,"(2.9, 3.5, 3.2157894736842105)","(2.05, 2.76, 2.6133333333333333)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.6, 8.2)","(9.0, 21.0, 12.833333333333334)"
06-01-2023 13:30:04.702962,"(2.9, 3.5, 3.2157894736842105)","(2.05, 2.76, 2.6133333333333333)","(8.5, 17.5, 16.5)","(31.0, 85.0, 71.0909090909091)","(5.0, 9.4, 8.2)","(9.0, 19.5, 12.227272727272727)"
06-01-2023 13:30:05.873057,"(2.9, 3.5, 3.2176470588235295)","(2.05, 2.8, 2.6399999999999997)","(8.5, 17.5, 16.5)","(31.0, 85.0, 54.4)","(5.0, 9.4, 8.2)","(9.0, 19.5, 12.227272727272727)"
06-01-2023 13:30:07.088362,"(2.9, 3.5, 3.2176470588235295)","(2.05, 2.8, 2.44)","(8.5, 17.5, 17.195652173913043)","(31.0, 85.0, 45.333333333333336)","(5.0, 9.4, 8.990909090909092)","(9.0, 19.5, 11.796296296296296)"
06-01-2023 13:30:08.321075,"(2.9, 3.5, 3.2176470588235295)","(2.05, 2.74, 2.44)","(8.5, 17.5, 17.195652173913043)","(31.0, 85.0, 52.54545454545455)","(5.0, 9.4, 7.941666666666667)","(9.0, 19.5, 13.375)"
06-01-2023 13:30:09.482766,"(2.9, 3.5, 3.2176470588235295)","(2.05, 2.74, 2.44)","(8.5, 17.5, 16.785714285714285)","(31.0, 85.0, 52.54545454545455)","(5.0, 9.4, 7.2125)","(9.0, 19.0, 12.666666666666666)"
06-01-2023 13:30:10.540099,"(2.9, 3.5, 3.2176470588235295)","(2.05, 2.74, 2.44)","(8.5, 18.5, 17.166666666666668)","(31.0, 85.0, 52.54545454545455)","(5.0, 9.4, 8.9)","(9.0, 18.5, 13.666666666666666)"
06-01-2023 13:30:11.636015,"(2.9, 3.5, 3.2714285714285714)","(2.05, 2.74, 2.44)","(8.5, 17.5, 17.25)","(31.0, 85.0, 52.54545454545455)","(5.0, 9.4, 8.9)","(9.0, 18.0, 13.666666666666666)"
06-01-2023 13:30:12.782520,"(2.9, 3.5, 3.2529411764705882)","(2.05, 2.74, 2.44)","(8.5, 17.5, 17.25)","(31.0, 85.0, 42.36363636363636)","(5.0, 9.4, 8.9)","(9.0, 18.0, 13.666666666666666)"
06-01-2023 13:30:13.930333,"(2.9, 3.5, 3.2529411764705882)","(2.05, 2.74, 2.44)","(8.5, 17.5, 18.354166666666668)","(31.0, 80.0, 38.6)","(5.0, 9.4, 8.9)","(9.0, 18.0, 14.296296296296296)"
06-01-2023 13:30:15.103812,"(2.9, 3.5, 3.2529411764705882)","(2.05, 2.74, 2.6933333333333334)","(8.5, 18.5, 18.17241379310345)","(31.0, 80.0, 38.6)","(5.0, 9.4, 8.9)","(9.0, 18.0, 14.296296296296296)"
06-01-2023 13:30:16.302179,"(2.9, 3.5, 3.2157894736842105)","(2.05, 2.88, 2.6933333333333334)","(8.5, 19.0, 17.09090909090909)","(31.0, 80.0, 38.6)","(5.0, 9.4, 9.242857142857144)","(9.0, 18.0, 12.916666666666666)"
06-01-2023 13:30:17.519992,"(2.9, 3.5, 3.2176470588235295)","(2.05, 2.88, 2.8125)","(8.5, 19.0, 18.23913043478261)","(31.0, 80.0, 37.285714285714285)","(5.0, 9.8, 9.242857142857144)","(9.0, 17.5, 13.666666666666666)"
06-01-2023 13:30:18.673788,"(2.9, 3.5, 3.2176470588235295)","(2.05, 2.88, 2.83)","(8.5, 19.0, 18.23913043478261)","(31.0, 80.0, 37.285714285714285)","(5.0, 9.8, 9.242857142857144)","(9.0, 17.0, 13.666666666666666)"
06-01-2023 13:30:19.793935,"(2.9, 3.5, 3.2176470588235295)","(2.05, 2.9, 2.83)","(8.5, 19.0, 18.81578947368421)","(31.0, 80.0, 37.285714285714285)","(5.0, 9.8, 8.825000000000001)","(9.0, 17.0, 12.227272727272727)"
06-01-2023 13:30:21.014951,"(2.9, 3.5, 3.2176470588235295)","(2.05, 2.9, 2.83)","(8.5, 19.0, 18.333333333333332)","(31.0, 80.0, 37.285714285714285)","(5.0, 9.8, 9.368749999999999)","(9.0, 17.0, 13.125)"
06-01-2023 13:30:22.313437,"(2.9, 3.5, 3.2176470588235295)","(2.05, 2.9, 2.83)","(8.5, 19.5, 18.625)","(31.0, 80.0, 37.53846153846154)","(5.0, 9.6, 9.368749999999999)","(9.0, 16.5, 13.125)"
06-01-2023 13:30:23.291930,"(2.9, 3.5, 3.2176470588235295)","(2.05, 2.9, 2.83)","(8.5, 19.5, 18.625)","(31.0, 80.0, 37.53846153846154)","(5.0, 9.6, 8.9)","(9.0, 16.5, 12.666666666666666)"
06-01-2023 13:30:24.401842,"(2.9, 3.5, 3.242857142857143)","(2.05, 2.9, 2.83)","(8.5, 19.5, 20.791666666666668)","(31.0, 80.0, 37.53846153846154)","(5.0, 9.4, 8.9)","(9.0, 16.0, 13.166666666666666)"
06-01-2023 13:30:25.553796,"(2.9, 3.5, 3.242857142857143)","(2.05, 2.9, 2.83)","(8.5, 21.0, 21.75)","(31.0, 80.0, 40.57142857142857)","(5.0, 9.4, 8.9)","(9.0, 15.5, 12.145833333333334)"
06-01-2023 13:30:26.672532,"(2.9, 3.5, 3.242857142857143)","(2.05, 2.9, 2.83)","(8.5, 22.0, 21.962962962962962)","(31.0, 80.0, 40.57142857142857)","(5.0, 9.4, 8.9)","(9.0, 15.5, 13.25)"
06-01-2023 13:30:27.778180,"(2.9, 3.5, 3.242857142857143)","(2.05, 2.9, 2.83)","(8.5, 23.0, 21.962962962962962)","(31.0, 80.0, 40.57142857142857)","(5.0, 9.4, 8.9)","(9.0, 15.0, 13.25)"
06-01-2023 13:30:28.888904,"(2.9, 3.5, 3.242857142857143)","(2.05, 2.9, 2.83)","(8.5, 23.0, 21.666666666666664)","(31.0, 80.0, 40.57142857142857)","(5.0, 9.4, 8.9)","(9.0, 15.0, 13.25)"
06-01-2023 13:30:29.975149,"(2.9, 3.5, 3.242857142857143)","(2.05, 2.9, 2.83)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.4, 8.733333333333334)","(9.0, 15.0, 13.25)"
06-01-2023 13:30:31.011728,"(2.9, 3.45, 3.1184210526315788)","(2.05, 2.9, 2.83)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 10.0, 8.0)","(9.0, 15.0, 12.333333333333334)"
06-01-2023 13:30:32.091570,"(2.9, 3.4, 3.2928571428571427)","(2.05, 2.9, 2.4459459459459456)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.8, 8.0)","(9.0, 14.0, 12.333333333333334)"
06-01-2023 13:30:33.052336,"(2.9, 3.4, 3.2421052631578946)","(2.05, 2.9, 2.4459459459459456)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.8, 8.0)","(9.0, 14.0, 12.333333333333334)"
06-01-2023 13:30:34.021737,"(2.9, 3.4, 3.2421052631578946)","(2.05, 2.9, 2.4459459459459456)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.8, 8.0)","(9.0, 14.0, 12.333333333333334)"
06-01-2023 13:30:35.115226,"(2.9, 3.4, 3.2421052631578946)","(2.05, 2.62, 2.518181818181818)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.8, 7.4)","(9.0, 14.0, 11.619047619047619)"
06-01-2023 13:30:36.206257,"(2.9, 3.4, 3.2421052631578946)","(2.05, 2.62, 2.518181818181818)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.8, 7.4)","(9.0, 14.0, 11.619047619047619)"
06-01-2023 13:30:37.209060,"(2.9, 3.4, 3.2421052631578946)","(2.05, 2.62, 2.518181818181818)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.8, 7.9)","(9.0, 14.0, 11.833333333333334)"
06-01-2023 13:30:38.267538,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.6, 7.9)","(9.0, 13.5, 11.833333333333334)"
06-01-2023 13:30:39.315407,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.6, 7.9)","(9.0, 13.5, 11.833333333333334)"
06-01-2023 13:30:40.351515,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.6, 7.9)","(9.0, 13.5, 11.58)"
06-01-2023 13:30:41.413415,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.6, 7.9)","(9.0, 13.5, 11.58)"
06-01-2023 13:30:42.528477,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.6, 7.9)","(9.0, 13.5, 11.58)"
06-01-2023 13:30:43.487107,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.6, 7.9)","(9.0, 13.5, 11.58)"
06-01-2023 13:30:44.456476,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.6, 7.514285714285714)","(9.0, 13.5, 11.75)"
06-01-2023 13:30:45.470549,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.8, 8.2)","(9.0, 13.0, 11.75)"
06-01-2023 13:30:46.463865,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.8, 8.345454545454546)","(9.0, 13.0, 11.75)"
06-01-2023 13:30:47.406876,"(2.9, 3.4, 3.1916666666666664)","(2.05, 2.62, 2.518181818181818)","(8.5, 23.0, 22.61111111111111)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.8, 8.858823529411765)","(9.0, 13.0, 11.565217391304348)"
06-01-2023 13:30:48.350842,"(2.9, 3.4, 3.1272727272727274)","(2.05, 2.62, 2.518181818181818)","(8.5, 22.0, 21.36842105263158)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.8, 8.76774193548387)","(9.0, 13.0, 11.565217391304348)"
06-01-2023 13:30:49.305871,"(2.9, 3.4, 3.1272727272727274)","(2.05, 2.62, 2.518181818181818)","(8.5, 22.0, 21.36842105263158)","(31.0, 80.0, 49.33333333333333)","(5.0, 9.8, 8.022222222222222)","(9.0, 13.0, 11.565217391304348)"
06-01-2023 13:30:50.309588,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 22.0, 21.1)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.8, 8.3)","(9.0, 13.0, 11.565217391304348)"
06-01-2023 13:30:51.292225,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 22.0, 21.1)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.8, 9.148387096774194)","(9.0, 13.0, 11.666666666666666)"
06-01-2023 13:30:52.256036,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 22.0, 21.1)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.5, 11.666666666666666)"
06-01-2023 13:30:53.233654,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 22.0, 21.1)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.5, 11.666666666666666)"
06-01-2023 13:30:54.277588,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 22.0, 21.1)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.5, 11.547619047619047)"
06-01-2023 13:30:55.347923,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 22.0, 21.1)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.5, 11.547619047619047)"
06-01-2023 13:30:56.310858,"(2.9, 3.4, 3.2333333333333334)","(2.05, 2.62, 2.518181818181818)","(8.5, 22.0, 21.1)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.5, 11.547619047619047)"
06-01-2023 13:30:57.330162,"(2.9, 3.4, 3.1272727272727274)","(2.05, 2.62, 2.518181818181818)","(8.5, 21.0, 19.863636363636363)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.5, 11.547619047619047)"
06-01-2023 13:30:58.280749,"(2.9, 3.4, 3.1916666666666664)","(2.05, 2.62, 2.518181818181818)","(8.5, 21.0, 19.863636363636363)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.6, 9.316129032258065)","(9.0, 12.5, 11.583333333333334)"
06-01-2023 13:30:59.228755,"(2.9, 3.4, 3.125)","(2.05, 2.62, 2.518181818181818)","(8.5, 21.0, 19.863636363636363)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.8, 8.966666666666667)","(9.0, 12.0, 11.527777777777779)"
06-01-2023 13:31:00.219933,"(2.9, 3.4, 3.1066666666666665)","(2.05, 2.54, 2.4576470588235293)","(8.5, 21.0, 19.863636363636363)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.8, 8.966666666666667)","(9.0, 12.0, 11.527777777777779)"
06-01-2023 13:31:01.220792,"(2.9, 3.4, 3.1066666666666665)","(2.05, 2.54, 2.435)","(8.5, 21.0, 19.863636363636363)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.8, 8.966666666666667)","(9.0, 12.0, 11.527777777777779)"
06-01-2023 13:31:02.233341,"(2.9, 3.4, 3.1066666666666665)","(2.05, 2.54, 2.435)","(8.5, 21.0, 18.36111111111111)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.8, 8.966666666666667)","(9.0, 12.0, 11.527777777777779)"
06-01-2023 13:31:03.127522,"(2.9, 3.4, 3.1066666666666665)","(2.05, 2.54, 2.435)","(8.5, 18.5, 18.36111111111111)","(31.0, 80.0, 48.526315789473685)","(5.0, 9.8, 8.966666666666667)","(9.0, 12.0, 11.527777777777779)"
06-01-2023 13:31:04.167177,"(2.9, 3.4, 3.1789473684210527)","(2.05, 2.54, 2.435)","(8.5, 18.5, 18.36111111111111)","(31.0, 80.0, 37.285714285714285)","(5.0, 9.8, 8.966666666666667)","(9.0, 12.0, 11.527777777777779)"
06-01-2023 13:31:05.219300,"(2.9, 3.4, 3.1789473684210527)","(2.05, 2.54, 2.435)","(8.5, 18.5, 18.36111111111111)","(31.0, 80.0, 37.285714285714285)","(5.0, 9.8, 9.316129032258065)","(9.0, 12.0, 11.538461538461538)"
06-01-2023 13:31:06.237671,"(2.9, 3.4, 3.1789473684210527)","(2.05, 2.54, 2.435)","(8.5, 18.5, 18.36111111111111)","(31.0, 80.0, 38.18181818181818)","(5.0, 9.8, 9.148387096774194)","(9.0, 12.0, 11.294117647058824)"
06-01-2023 13:31:07.273224,"(2.9, 3.4, 3.1311999999999998)","(2.05, 2.54, 2.4127272727272726)","(8.5, 18.5, 18.36111111111111)","(31.0, 80.0, 38.18181818181818)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.0, 11.294117647058824)"
06-01-2023 13:31:08.302241,"(2.9, 3.4, 3.1311999999999998)","(2.05, 2.54, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 80.0, 38.18181818181818)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.0, 11.294117647058824)"
06-01-2023 13:31:09.532910,"(2.9, 3.4, 3.1311999999999998)","(2.05, 2.62, 2.513333333333333)","(8.5, 18.5, 18.36111111111111)","(31.0, 80.0, 38.18181818181818)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.0, 11.294117647058824)"
06-01-2023 13:31:10.718600,"(2.9, 3.4, 3.064)","(2.05, 2.62, 2.513333333333333)","(8.5, 18.5, 18.36111111111111)","(31.0, 80.0, 38.18181818181818)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.0, 11.294117647058824)"
06-01-2023 13:31:11.824330,"(2.9, 3.4, 3.144)","(2.05, 2.62, 2.513333333333333)","(8.5, 18.5, 18.36111111111111)","(31.0, 80.0, 38.18181818181818)","(5.0, 9.6, 9.148387096774194)","(9.0, 12.0, 11.222222222222221)"
06-01-2023 13:31:12.923185,"(2.9, 3.4, 3.144)","(2.05, 2.62, 2.513333333333333)","(8.5, 18.5, 18.36111111111111)","(31.0, 80.0, 38.18181818181818)","(5.0, 9.6, 9.148387096774194)","(9.0, 11.5, 11.222222222222221)"
06-01-2023 13:31:14.015394,"(2.9, 3.4, 3.144)","(2.05, 2.62, 2.513333333333333)","(8.5, 18.5, 18.36111111111111)","(31.0, 75.0, 52.0)","(5.0, 10.0, 9.316129032258065)","(9.0, 11.5, 11.105263157894736)"
06-01-2023 13:31:15.054016,"(2.9, 3.4, 3.144)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 70.0, 52.0)","(5.0, 9.8, 9.316129032258065)","(9.0, 11.5, 11.105263157894736)"
06-01-2023 13:31:16.024351,"(2.9, 3.4, 3.144)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 70.0, 52.0)","(5.0, 9.8, 9.316129032258065)","(9.0, 11.5, 11.105263157894736)"
06-01-2023 13:31:16.965037,"(2.9, 3.4, 3.144)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 70.0, 40.0)","(5.0, 9.8, 8.966666666666667)","(9.0, 11.5, 10.666666666666666)"
06-01-2023 13:31:18.009477,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 70.0, 40.2)","(5.0, 9.8, 8.966666666666667)","(9.0, 11.5, 10.6875)"
06-01-2023 13:31:19.055831,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 65.0, 47.0)","(5.0, 9.8, 8.966666666666667)","(9.0, 11.0, 10.6875)"
06-01-2023 13:31:20.004135,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 60.0, 47.0)","(5.0, 9.8, 9.316129032258065)","(9.0, 11.0, 10.6)"
06-01-2023 13:31:20.933533,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 60.0, 37.25)","(5.0, 9.8, 9.148387096774194)","(9.0, 11.0, 10.6)"
06-01-2023 13:31:21.919577,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 60.0, 37.25)","(5.0, 9.6, 9.148387096774194)","(9.0, 11.0, 10.6)"
06-01-2023 13:31:22.972874,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 60.0, 37.25)","(5.0, 9.6, 9.148387096774194)","(9.0, 11.0, 10.6)"
06-01-2023 13:31:23.989149,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 60.0, 37.25)","(5.0, 9.6, 9.148387096774194)","(9.0, 11.0, 10.6)"
06-01-2023 13:31:24.946216,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 60.0, 37.25)","(5.0, 9.6, 9.148387096774194)","(9.0, 11.0, 10.65)"
06-01-2023 13:31:25.918123,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 60.0, 37.25)","(5.0, 9.6, 9.148387096774194)","(9.0, 11.0, 10.65)"
06-01-2023 13:31:26.926248,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 60.0, 37.25)","(5.0, 9.6, 9.881481481481481)","(9.0, 11.0, 12.142857142857142)"
06-01-2023 13:31:28.025328,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.36111111111111)","(31.0, 60.0, 37.25)","(5.0, 10.0, 9.316129032258065)","(9.0, 12.5, 12.142857142857142)"
06-01-2023 13:31:29.095672,"(2.9, 3.4, 3.1333333333333333)","(2.05, 2.62, 2.48)","(8.5, 18.5, 18.833333333333332)","(31.0, 60.0, 41.0)","(5.0, 9.8, 9.316129032258065)","(9.0, 12.5, 12.142857142857142)"
