,Dallas Gold,Herzen,Poseidon Wrath,Whitaker,Hardcore Folklore,Uncle Frank,Dried Pepper,Stans Miracle Man,Unified Assets
16-12-2022 10:30:41.549805,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.4)","(6.5, 11.5, 9.614285714285714)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:42.610568,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.4)","(6.5, 11.5, 9.614285714285714)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:43.666996,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.4)","(6.5, 11.5, 9.614285714285714)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:44.764949,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.4)","(6.5, 11.5, 10.484615384615385)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:45.796340,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.4)","(6.5, 11.5, 10.484615384615385)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:46.910948,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.4)","(6.5, 11.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:48.060410,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.4)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:49.189815,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.322857142857143)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:50.295703,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.322857142857143)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:51.369140,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.322857142857143)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:52.459053,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:53.515246,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:54.545628,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:55.567599,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:56.737716,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:57.760957,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:58.800235,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:30:59.996615,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:01.070809,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:02.181600,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:03.442223,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:04.593262,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.34)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:05.665256,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.34)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:06.745639,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.34)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:07.807918,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.7, 3.33)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:08.857135,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.8, 3.33)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:09.900960,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.8, 3.33)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:10.924610,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.8, 3.33)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:11.932197,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.8, 3.3685714285714283)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:12.962297,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.75, 3.3685714285714283)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:13.985740,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.75, 3.3685714285714283)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:15.002284,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.75, 3.3685714285714283)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:16.075202,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.75, 3.3685714285714283)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:17.316816,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.75, 3.255)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:18.478102,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.75, 3.255)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:19.606639,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.75, 3.334285714285714)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:20.853757,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.75, 3.433333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:21.973800,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.75, 3.433333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:23.151498,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.75, 3.433333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:24.286558,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.75, 3.433333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:25.445109,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.91)","(2.2, 3.75, 3.433333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:26.520664,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.433333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:27.595666,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.433333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:28.685830,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.433333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:29.780148,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.433333333333333)","(6.5, 10.5, 9.391666666666666)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:30.846305,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.433333333333333)","(6.5, 10.5, 9.377777777777778)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:31.944995,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.433333333333333)","(6.5, 10.0, 9.377777777777778)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:33.057969,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.433333333333333)","(6.5, 10.0, 9.377777777777778)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:34.171789,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.433333333333333)","(6.5, 10.0, 9.377777777777778)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:35.257714,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.3514285714285714)","(6.5, 10.0, 9.377777777777778)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:36.330285,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.3514285714285714)","(6.5, 10.0, 9.377777777777778)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:37.425095,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.3514285714285714)","(6.5, 10.0, 9.377777777777778)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:38.553906,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.3514285714285714)","(6.5, 10.0, 9.377777777777778)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:39.616523,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.4466666666666663)","(6.5, 10.0, 9.377777777777778)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:40.664674,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.4466666666666663)","(6.5, 10.0, 9.791304347826086)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:41.746262,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.4466666666666663)","(6.5, 10.0, 9.791304347826086)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:42.872722,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.75, 3.4466666666666663)","(6.5, 10.0, 9.428571428571429)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:43.988578,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.0, 9.428571428571429)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:45.139280,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.0, 9.428571428571429)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:46.269625,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.0, 9.428571428571429)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:47.320337,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.0, 9.428571428571429)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:48.393961,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 9.425)","(3.3, 4.0, 3.85)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.0, 9.428571428571429)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:49.420616,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 9.8, 7.5)","(3.3, 4.0, 3.85)","(2.2, 3.7, 3.413333333333333)","(6.5, 10.0, 9.428571428571429)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:50.513622,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.85)","(2.2, 3.7, 3.34)","(6.5, 10.0, 9.28)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:51.572935,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.85)","(2.2, 3.7, 3.34)","(6.5, 10.0, 8.669565217391304)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:52.677940,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.85)","(2.2, 3.7, 3.34)","(6.5, 10.0, 8.669565217391304)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:53.770498,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.85)","(2.2, 3.7, 3.34)","(6.5, 10.0, 8.669565217391304)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:54.828007,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.85)","(2.2, 3.7, 3.34)","(6.5, 10.0, 8.669565217391304)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:55.867761,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.933333333333333)","(2.2, 3.7, 3.34)","(6.5, 10.0, 8.669565217391304)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:56.915274,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.933333333333333)","(2.2, 3.7, 3.34)","(6.5, 10.0, 8.669565217391304)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:58.054451,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.933333333333333)","(2.2, 3.7, 3.34)","(6.5, 10.0, 8.669565217391304)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:31:59.181814,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.933333333333333)","(2.2, 3.7, 3.34)","(6.5, 10.0, 8.669565217391304)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:32:00.267463,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.9357142857142855)","(2.2, 3.7, 3.34)","(6.5, 10.0, 8.669565217391304)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:32:01.472150,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.9357142857142855)","(2.2, 3.7, 3.34)","(6.5, 10.0, 8.669565217391304)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:32:02.651118,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.9357142857142855)","(2.2, 3.7, 3.23)","(6.5, 10.0, 8.669565217391304)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:32:03.793735,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.9357142857142855)","(2.2, 3.7, 3.23)","(6.5, 10.0, 8.669565217391304)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:32:04.899576,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.9357142857142855)","(2.2, 3.7, 3.23)","(6.5, 10.0, 8.669565217391304)","(51.0, 630.0, 394.79999999999995)"
16-12-2022 10:32:05.981330,"(41.0, 500.0, 425.0)","(10.0, 19.0, 16.75)","(26.0, 310.0, 116.33333333333333)","(17.0, 180.0, 77.1875)","(5.5, 8.8, 7.5)","(3.3, 4.0, 3.9357142857142855)","(2.2, 3.7, 3.3057142857142856)","(6.5, 10.0, 9.100000000000001)","(51.0, 630.0, 394.79999999999995)"
