,Hes Gold,Sir Mambo,Silkinize,On The Full,Pink N Gray,The Lady Is A Vamp,Titian Queen
07-01-2023 15:03:43.928493,"(4.4, 4.9, 4.843396226415094)","(15.0, 23.0, 22.28395061728395)","(10.0, 14.0, 13.23076923076923)","(2.4, 2.9, 2.887)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.074509803921568)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:45.022426,"(4.4, 4.9, 4.843396226415094)","(15.0, 23.0, 22.28395061728395)","(10.0, 14.0, 13.23076923076923)","(2.4, 2.9, 2.887)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.074509803921568)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:46.039693,"(4.4, 4.9, 4.843396226415094)","(15.0, 23.0, 22.28395061728395)","(10.0, 14.0, 13.23076923076923)","(2.4, 2.9, 2.887)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.084729064039409)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:46.998993,"(4.4, 4.9, 4.843396226415094)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.30952380952381)","(2.4, 2.9, 2.8834146341463414)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.085446009389671)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:48.009902,"(4.4, 4.9, 4.823893805309734)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.34)","(2.4, 2.9, 2.9107692307692306)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.076150627615062)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:48.976682,"(4.4, 4.8, 4.767307692307693)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.34)","(2.4, 2.92, 2.912258064516129)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.07109375)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:49.899614,"(4.4, 4.8, 4.767307692307693)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.34)","(2.4, 2.92, 2.912258064516129)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.087081339712919)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:50.814225,"(4.4, 4.8, 4.767307692307693)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.34)","(2.4, 2.92, 2.912258064516129)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.0777777777777775)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:51.742635,"(4.4, 4.8, 4.767307692307693)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.34)","(2.4, 2.92, 2.9104)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.0777777777777775)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:52.648787,"(4.4, 4.8, 4.767307692307693)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.34)","(2.4, 2.92, 2.9144444444444444)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.0777777777777775)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:53.621588,"(4.4, 4.8, 4.767307692307693)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.34)","(2.4, 2.92, 2.915833333333333)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.0777777777777775)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:54.541806,"(4.4, 4.8, 4.767307692307693)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.318181818181818)","(2.4, 2.92, 2.915833333333333)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.077446808510638)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:55.463652,"(4.4, 4.8, 4.767307692307693)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.38888888888889)","(2.4, 2.92, 2.915833333333333)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.077446808510638)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:56.501816,"(4.4, 4.8, 4.767307692307693)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.38888888888889)","(2.4, 2.92, 2.915833333333333)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.077446808510638)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:57.472168,"(4.4, 4.8, 4.767307692307693)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.38888888888889)","(2.4, 2.92, 2.915833333333333)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.077446808510638)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:58.415893,"(4.4, 4.8, 4.767307692307693)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.38888888888889)","(2.4, 2.92, 2.915833333333333)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.077446808510638)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:03:59.420528,"(4.4, 4.9, 4.794623655913979)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.346153846153847)","(2.4, 2.92, 2.9046153846153846)","(21.0, 29.0, 27.842105263157894)","(3.7, 4.1, 4.082622950819672)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:04:00.405307,"(4.4, 4.9, 4.826865671641792)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.3)","(2.4, 2.92, 2.908235294117647)","(21.0, 29.0, 27.9)","(3.7, 4.1, 4.083692307692307)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:04:01.344331,"(4.4, 4.9, 4.826865671641792)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.38888888888889)","(2.4, 2.92, 2.908235294117647)","(21.0, 29.0, 27.9)","(3.7, 4.1, 4.083692307692307)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:04:02.310865,"(4.4, 4.9, 4.86140350877193)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.38888888888889)","(2.4, 2.92, 2.909473684210526)","(21.0, 29.0, 27.9)","(3.7, 4.1, 4.081194029850746)","(19.0, 26.0, 25.03030303030303)"
07-01-2023 15:04:03.313433,"(4.4, 4.9, 4.86140350877193)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.38888888888889)","(2.4, 2.92, 2.909473684210526)","(21.0, 29.0, 27.9)","(3.7, 4.1, 4.081194029850746)","(19.0, 26.0, 24.414285714285715)"
07-01-2023 15:04:04.303681,"(4.4, 4.9, 4.86140350877193)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.38888888888889)","(2.4, 2.92, 2.909473684210526)","(21.0, 29.0, 27.9)","(3.7, 4.1, 4.082926829268293)","(19.0, 25.0, 24.414285714285715)"
07-01-2023 15:04:05.270579,"(4.4, 4.9, 4.86140350877193)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.38888888888889)","(2.4, 2.92, 2.909473684210526)","(21.0, 29.0, 27.9)","(3.7, 4.1, 4.090066225165563)","(19.0, 25.0, 24.46031746031746)"
07-01-2023 15:04:06.196058,"(4.4, 4.9, 4.86140350877193)","(15.0, 23.0, 22.181818181818183)","(10.0, 14.0, 13.375)","(2.4, 2.92, 2.909473684210526)","(21.0, 29.0, 27.9)","(3.7, 4.0, 3.9893617021276597)","(19.0, 25.0, 24.46031746031746)"
07-01-2023 15:04:07.184887,"(4.4, 4.9, 4.861946902654868)","(15.0, 23.0, 22.181818181818183)","(10.0, 14.0, 13.375)","(2.4, 2.92, 2.91375)","(21.0, 29.0, 27.9)","(3.7, 4.0, 4.0610526315789475)","(19.0, 25.0, 24.46031746031746)"
07-01-2023 15:04:08.162313,"(4.4, 5.0, 4.8796875)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.307692307692308)","(2.4, 2.92, 2.9154545454545455)","(21.0, 29.0, 27.9)","(3.6, 4.1, 4.0610526315789475)","(19.0, 25.0, 24.46031746031746)"
07-01-2023 15:04:09.110336,"(4.4, 5.0, 4.8796875)","(15.0, 23.0, 22.181818181818183)","(10.0, 13.5, 13.34375)","(2.4, 2.92, 2.91375)","(21.0, 29.0, 27.9)","(3.6, 4.1, 4.0610526315789475)","(19.0, 25.0, 24.46031746031746)"
07-01-2023 15:04:10.094320,"(4.4, 5.0, 4.879377431906614)","(15.0, 23.0, 22.454545454545453)","(10.0, 13.5, 13.34375)","(2.4, 2.92, 2.91375)","(21.0, 29.0, 27.9)","(3.6, 4.1, 4.0610526315789475)","(19.0, 25.0, 24.46031746031746)"
07-01-2023 15:04:11.042110,"(4.4, 4.9, 4.880952380952381)","(15.0, 23.0, 22.5)","(10.0, 13.5, 13.34375)","(2.4, 2.92, 2.91375)","(21.0, 29.0, 27.842105263157894)","(3.6, 4.1, 4.0610526315789475)","(19.0, 25.0, 24.46031746031746)"
07-01-2023 15:04:11.965880,"(4.4, 4.9, 4.880952380952381)","(15.0, 23.0, 22.5)","(10.0, 13.5, 13.373417721518987)","(2.4, 2.92, 2.91375)","(21.0, 29.0, 27.842105263157894)","(3.6, 4.1, 4.0610526315789475)","(19.0, 25.0, 24.50877192982456)"
07-01-2023 15:04:12.903754,"(4.4, 4.9, 4.880952380952381)","(15.0, 23.0, 22.5)","(10.0, 13.5, 13.373417721518987)","(2.4, 2.92, 2.91375)","(21.0, 29.0, 27.842105263157894)","(3.6, 4.1, 4.0610526315789475)","(19.0, 25.0, 24.50877192982456)"
07-01-2023 15:04:13.831204,"(4.4, 4.9, 4.880952380952381)","(15.0, 23.0, 22.5)","(10.0, 13.5, 13.373417721518987)","(2.4, 2.92, 2.91375)","(21.0, 29.0, 27.842105263157894)","(3.6, 4.1, 4.0610526315789475)","(19.0, 25.0, 24.50877192982456)"
07-01-2023 15:04:14.744495,"(4.4, 4.9, 4.880952380952381)","(15.0, 23.0, 22.5)","(10.0, 13.5, 13.373417721518987)","(2.4, 2.92, 2.91375)","(21.0, 29.0, 27.842105263157894)","(3.6, 4.1, 4.0610526315789475)","(19.0, 25.0, 24.50877192982456)"
07-01-2023 15:04:15.686292,"(4.4, 4.9, 4.880952380952381)","(15.0, 23.0, 22.5)","(10.0, 13.5, 13.373417721518987)","(2.4, 2.92, 2.91375)","(21.0, 29.0, 27.842105263157894)","(3.6, 4.1, 4.0610526315789475)","(19.0, 25.0, 24.50877192982456)"
07-01-2023 15:04:16.645662,"(4.4, 4.9, 4.8766917293233085)","(15.0, 23.0, 22.488372093023255)","(10.0, 12.5, 12.44186046511628)","(2.4, 2.92, 2.9074999999999998)","(21.0, 29.0, 27.9)","(3.6, 4.1, 4.067094017094017)","(19.0, 25.0, 24.377777777777776)"
07-01-2023 15:04:17.562682,"(4.4, 4.9, 4.8766917293233085)","(15.0, 23.0, 22.488372093023255)","(10.0, 13.0, 12.75)","(2.4, 2.92, 2.913333333333333)","(21.0, 29.0, 27.9)","(3.6, 4.1, 4.067094017094017)","(19.0, 25.0, 24.708333333333332)"
07-01-2023 15:04:18.485556,"(4.4, 4.9, 4.893125)","(15.0, 23.0, 22.488372093023255)","(10.0, 13.0, 12.910714285714286)","(2.4, 2.92, 2.913333333333333)","(21.0, 29.0, 28.405405405405407)","(3.6, 4.1, 4.067094017094017)","(19.0, 25.0, 24.85)"
07-01-2023 15:04:19.464126,"(4.4, 4.9, 4.893125)","(15.0, 23.0, 22.488372093023255)","(10.0, 13.0, 12.910714285714286)","(2.4, 2.92, 2.913333333333333)","(21.0, 29.0, 28.405405405405407)","(3.6, 4.1, 4.029523809523809)","(19.0, 25.0, 24.85)"
07-01-2023 15:04:20.389042,"(4.4, 4.9, 4.879470198675497)","(15.0, 23.0, 22.432835820895523)","(10.0, 13.0, 12.910714285714286)","(2.4, 2.92, 2.908235294117647)","(21.0, 29.0, 28.405405405405407)","(3.6, 4.1, 4.029523809523809)","(19.0, 25.0, 24.85)"
07-01-2023 15:04:21.281709,"(4.4, 4.9, 4.879470198675497)","(15.0, 23.0, 22.432835820895523)","(10.0, 13.0, 12.910714285714286)","(2.4, 2.92, 2.908235294117647)","(21.0, 29.0, 28.405405405405407)","(3.6, 4.1, 4.029523809523809)","(19.0, 25.0, 24.85)"
07-01-2023 15:04:22.207726,"(4.4, 4.9, 4.879470198675497)","(15.0, 23.0, 22.432835820895523)","(10.0, 13.0, 12.910714285714286)","(2.4, 2.92, 2.909473684210526)","(21.0, 29.0, 28.405405405405407)","(3.6, 4.1, 4.029523809523809)","(19.0, 25.0, 24.85)"
07-01-2023 15:04:23.163497,"(4.4, 4.9, 4.879470198675497)","(15.0, 23.0, 22.432835820895523)","(10.0, 13.0, 12.836065573770492)","(2.4, 2.92, 2.909473684210526)","(21.0, 29.0, 28.405405405405407)","(3.6, 4.1, 4.0393442622950815)","(19.0, 25.0, 24.85)"
07-01-2023 15:04:24.122825,"(4.4, 4.9, 4.879470198675497)","(15.0, 23.0, 22.432835820895523)","(10.0, 13.0, 12.836065573770492)","(2.4, 2.92, 2.909473684210526)","(21.0, 29.0, 28.405405405405407)","(3.6, 4.1, 4.0393442622950815)","(19.0, 25.0, 24.85)"
07-01-2023 15:04:25.071031,"(4.4, 4.9, 4.879470198675497)","(15.0, 23.0, 22.432835820895523)","(10.0, 13.0, 12.818181818181818)","(2.4, 2.92, 2.909473684210526)","(21.0, 29.0, 28.405405405405407)","(3.6, 4.1, 4.0393442622950815)","(19.0, 25.0, 24.85)"
07-01-2023 15:04:26.020526,"(4.4, 4.9, 4.879470198675497)","(15.0, 23.0, 22.432835820895523)","(10.0, 13.0, 12.833333333333334)","(2.4, 2.92, 2.909473684210526)","(21.0, 29.0, 28.405405405405407)","(3.6, 4.1, 4.0393442622950815)","(19.0, 25.0, 24.79245283018868)"
07-01-2023 15:04:26.964189,"(4.4, 4.9, 4.879470198675497)","(15.0, 23.0, 22.396825396825395)","(10.0, 13.0, 12.833333333333334)","(2.4, 2.92, 2.909473684210526)","(21.0, 29.0, 28.405405405405407)","(3.6, 4.1, 4.057777777777778)","(19.0, 26.0, 24.79245283018868)"
07-01-2023 15:04:27.960932,"(4.4, 4.9, 4.879470198675497)","(15.0, 23.0, 22.396825396825395)","(10.0, 13.0, 12.814814814814815)","(2.4, 2.92, 2.909473684210526)","(21.0, 29.0, 28.3125)","(3.6, 4.1, 4.057777777777778)","(19.0, 26.0, 24.79245283018868)"
07-01-2023 15:04:28.962630,"(4.4, 4.9, 4.878014184397164)","(15.0, 23.0, 22.396825396825395)","(10.0, 13.0, 12.814814814814815)","(2.4, 2.92, 2.909473684210526)","(21.0, 29.0, 28.3125)","(3.6, 4.1, 4.058762886597938)","(19.0, 26.0, 24.71186440677966)"
07-01-2023 15:04:29.936616,"(4.4, 4.9, 4.8691176470588236)","(15.0, 23.0, 22.396825396825395)","(10.0, 13.0, 12.814814814814815)","(2.4, 2.92, 2.894285714285714)","(21.0, 29.0, 28.3125)","(3.6, 4.1, 3.9675874769797423)","(19.0, 26.0, 25.17391304347826)"
07-01-2023 15:04:30.888843,"(4.4, 4.9, 4.886585365853659)","(15.0, 23.0, 22.353846153846153)","(10.0, 13.0, 12.814814814814815)","(2.4, 2.92, 2.9074999999999998)","(21.0, 29.0, 28.3125)","(3.6, 4.0, 3.965625)","(19.0, 26.0, 25.2)"
07-01-2023 15:04:31.902248,"(4.4, 4.9, 4.890853658536586)","(15.0, 23.0, 22.396825396825395)","(10.0, 13.0, 12.814814814814815)","(2.4, 2.92, 2.978870588235294)","(21.0, 29.0, 28.3125)","(3.6, 4.0, 3.9645161290322584)","(19.0, 26.0, 25.2)"
07-01-2023 15:04:32.887393,"(4.4, 4.9, 4.890853658536586)","(15.0, 23.0, 22.396825396825395)","(10.0, 13.0, 12.814814814814815)","(2.4, 2.98, 2.9784367816091954)","(21.0, 29.0, 28.3125)","(3.6, 4.0, 3.9311363636363637)","(19.0, 26.0, 24.79245283018868)"
07-01-2023 15:04:33.857845,"(4.4, 4.9, 4.8747191011235955)","(15.0, 23.0, 22.353846153846153)","(10.0, 13.0, 12.63768115942029)","(2.4, 3.0, 2.9861224489795917)","(21.0, 29.0, 28.3125)","(3.6, 3.95, 3.9380597014925374)","(19.0, 26.0, 24.58823529411765)"
07-01-2023 15:04:34.800236,"(4.4, 4.9, 4.8747191011235955)","(15.0, 23.0, 22.353846153846153)","(10.0, 13.0, 12.63768115942029)","(2.4, 3.05, 3.0113636363636362)","(21.0, 29.0, 28.3125)","(3.6, 3.95, 3.93109756097561)","(19.0, 25.0, 24.555555555555557)"
07-01-2023 15:04:35.755286,"(4.4, 4.9, 4.8747191011235955)","(15.0, 23.0, 22.487603305785125)","(10.0, 13.0, 12.702380952380953)","(2.4, 3.05, 3.0059880239520957)","(21.0, 29.0, 28.3125)","(3.6, 3.95, 3.898031496062992)","(19.0, 25.0, 24.555555555555557)"
07-01-2023 15:04:36.706613,"(4.4, 4.9, 4.8747191011235955)","(15.0, 23.0, 22.487603305785125)","(10.0, 13.0, 12.739583333333334)","(2.4, 3.05, 3.00990099009901)","(21.0, 29.0, 28.3125)","(3.6, 3.95, 3.9151162790697676)","(19.0, 25.0, 24.555555555555557)"
07-01-2023 15:04:37.675163,"(4.4, 4.9, 4.8747191011235955)","(15.0, 23.0, 22.487603305785125)","(10.0, 13.0, 12.739583333333334)","(2.4, 3.05, 3.00990099009901)","(21.0, 29.0, 28.3125)","(3.6, 3.95, 3.9151162790697676)","(19.0, 25.0, 24.555555555555557)"
07-01-2023 15:04:38.628996,"(4.4, 4.9, 4.8747191011235955)","(15.0, 23.0, 22.487603305785125)","(10.0, 13.0, 12.739583333333334)","(2.4, 3.05, 3.00990099009901)","(21.0, 29.0, 28.3125)","(3.6, 3.95, 3.878440366972477)","(19.0, 25.0, 24.555555555555557)"
07-01-2023 15:04:39.541506,"(4.4, 4.9, 4.8747191011235955)","(15.0, 23.0, 22.487603305785125)","(10.0, 13.0, 12.739583333333334)","(2.4, 3.05, 3.00990099009901)","(21.0, 29.0, 28.3125)","(3.6, 3.9, 3.878440366972477)","(19.0, 25.0, 24.555555555555557)"
07-01-2023 15:04:40.441398,"(4.4, 4.9, 4.8747191011235955)","(15.0, 23.0, 22.487603305785125)","(10.0, 13.0, 12.739583333333334)","(2.4, 3.05, 3.007142857142857)","(21.0, 29.0, 28.3125)","(3.6, 3.9, 3.878440366972477)","(19.0, 25.0, 24.555555555555557)"
07-01-2023 15:04:41.386074,"(4.4, 4.9, 4.876436781609196)","(15.0, 23.0, 22.53846153846154)","(10.0, 13.0, 12.739583333333334)","(2.4, 3.05, 3.0101769911504426)","(21.0, 29.0, 28.3125)","(3.6, 3.9, 3.8845794392523363)","(19.0, 25.0, 24.555555555555557)"
07-01-2023 15:04:42.306867,"(4.4, 4.9, 4.876436781609196)","(15.0, 23.0, 22.53846153846154)","(10.0, 13.0, 12.739583333333334)","(2.4, 3.05, 3.0101769911504426)","(21.0, 29.0, 28.3125)","(3.6, 3.9, 3.8845794392523363)","(19.0, 25.0, 24.555555555555557)"
07-01-2023 15:04:43.214659,"(4.4, 4.9, 4.876436781609196)","(15.0, 23.0, 22.53846153846154)","(10.0, 13.0, 12.739583333333334)","(2.4, 3.05, 3.0101769911504426)","(21.0, 29.0, 28.3125)","(3.6, 3.9, 3.928231292517007)","(19.0, 25.0, 24.555555555555557)"
07-01-2023 15:04:44.127159,"(4.4, 4.9, 4.873888888888889)","(15.0, 23.0, 22.53846153846154)","(10.0, 13.0, 12.739583333333334)","(2.4, 3.05, 3.0040816326530613)","(21.0, 29.0, 28.3125)","(3.6, 3.95, 3.928231292517007)","(19.0, 25.0, 24.555555555555557)"
07-01-2023 15:04:45.052945,"(4.4, 4.9, 4.8730769230769235)","(15.0, 23.0, 22.475409836065573)","(10.0, 13.0, 12.739583333333334)","(2.4, 3.05, 3.0040816326530613)","(21.0, 29.0, 28.3125)","(3.6, 3.95, 3.9242514970059883)","(19.0, 25.0, 24.555555555555557)"
07-01-2023 15:04:45.982168,"(4.4, 4.9, 4.87037037037037)","(15.0, 23.0, 22.475409836065573)","(10.0, 13.0, 12.739583333333334)","(2.4, 3.0, 2.978823529411765)","(21.0, 32.0, 30.76923076923077)","(3.6, 3.9, 3.8930555555555557)","(19.0, 25.0, 24.454545454545453)"
07-01-2023 15:04:46.891952,"(4.4, 4.9, 4.87037037037037)","(15.0, 23.0, 22.475409836065573)","(10.0, 13.0, 12.759615384615385)","(2.4, 3.0, 2.981904761904762)","(21.0, 32.0, 29.714285714285715)","(3.6, 3.9, 3.8936619718309857)","(19.0, 25.0, 24.454545454545453)"
07-01-2023 15:04:47.829020,"(4.4, 4.9, 4.8730769230769235)","(15.0, 23.0, 22.52542372881356)","(10.0, 13.0, 12.759615384615385)","(2.4, 3.0, 2.98875)","(21.0, 30.0, 29.285714285714285)","(3.6, 3.9, 3.8936619718309857)","(19.0, 25.0, 24.454545454545453)"
07-01-2023 15:04:48.773116,"(4.4, 4.9, 4.8730769230769235)","(15.0, 23.0, 22.52542372881356)","(10.0, 13.0, 12.759615384615385)","(2.4, 3.0, 2.98875)","(21.0, 30.0, 29.285714285714285)","(3.6, 3.9, 3.8935714285714287)","(19.0, 25.0, 24.454545454545453)"
07-01-2023 15:04:49.772932,"(4.4, 4.9, 4.870526315789474)","(15.0, 23.0, 22.475409836065573)","(10.0, 13.0, 12.739583333333334)","(2.4, 3.05, 3.0383561643835617)","(21.0, 30.0, 27.5)","(3.6, 3.9, 3.716044776119403)","(19.0, 25.0, 24.57777777777778)"
07-01-2023 15:04:50.673405,"(4.4, 4.9, 4.893788819875777)","(15.0, 23.0, 22.452380952380953)","(10.0, 13.0, 12.8375)","(2.4, 3.05, 3.0383561643835617)","(21.0, 28.0, 27.5)","(3.6, 3.75, 3.716044776119403)","(19.0, 26.0, 24.57777777777778)"
07-01-2023 15:04:51.561128,"(4.4, 4.9, 4.893788819875777)","(15.0, 23.0, 22.452380952380953)","(10.0, 13.0, 12.897058823529411)","(2.4, 3.05, 3.0466666666666664)","(21.0, 30.0, 28.5)","(3.6, 3.75, 3.77593984962406)","(19.0, 26.0, 24.57777777777778)"
07-01-2023 15:04:52.481653,"(4.4, 4.9, 4.882513661202186)","(15.0, 23.0, 22.452380952380953)","(10.0, 13.0, 12.897058823529411)","(2.4, 3.05, 3.0466666666666664)","(21.0, 30.0, 28.5)","(3.6, 3.8, 3.7779310344827586)","(19.0, 26.0, 24.57777777777778)"
07-01-2023 15:04:53.402376,"(4.4, 4.9, 4.893788819875777)","(15.0, 23.0, 22.452380952380953)","(10.0, 13.0, 12.897058823529411)","(2.4, 3.05, 3.0388888888888888)","(21.0, 30.0, 28.5)","(3.6, 3.8, 3.7779310344827586)","(19.0, 26.0, 24.0)"
07-01-2023 15:04:54.314363,"(4.4, 4.9, 4.83030303030303)","(15.0, 23.0, 22.575757575757574)","(10.0, 13.5, 13.153846153846153)","(2.4, 3.1, 3.050880281690141)","(21.0, 26.0, 25.864864864864863)","(3.6, 3.8, 3.791269841269841)","(19.0, 24.0, 22.741935483870968)"
07-01-2023 15:04:55.263234,"(4.4, 4.8, 4.795454545454545)","(15.0, 23.0, 22.784615384615385)","(10.0, 13.5, 13.125)","(2.4, 3.05, 3.031132075471698)","(21.0, 27.0, 25.75)","(3.6, 3.85, 3.8517857142857146)","(19.0, 23.0, 22.80952380952381)"
07-01-2023 15:04:56.333413,"(4.4, 4.8, 4.795454545454545)","(15.0, 23.0, 22.985714285714284)","(10.0, 13.5, 13.035714285714286)","(2.4, 3.05, 3.025108225108225)","(21.0, 27.0, 25.771929824561404)","(3.6, 3.9, 3.877205882352941)","(19.0, 23.0, 22.80952380952381)"
07-01-2023 15:04:57.327408,"(4.4, 4.8, 4.794495412844037)","(15.0, 23.0, 22.985714285714284)","(10.0, 13.5, 13.035714285714286)","(2.4, 3.05, 3.025108225108225)","(21.0, 27.0, 25.67924528301887)","(3.6, 3.9, 3.922)","(19.0, 23.0, 22.764705882352942)"
07-01-2023 15:04:58.289395,"(4.4, 4.8, 4.794495412844037)","(15.0, 23.0, 22.985714285714284)","(10.0, 13.5, 13.035714285714286)","(2.4, 3.05, 3.017872340425532)","(21.0, 27.0, 25.67924528301887)","(3.6, 3.95, 3.922)","(19.0, 23.0, 22.764705882352942)"
07-01-2023 15:04:59.188567,"(4.4, 4.8, 4.777358490566038)","(15.0, 23.0, 22.985714285714284)","(10.0, 13.5, 13.035714285714286)","(2.4, 3.05, 3.0032340425531916)","(21.0, 26.0, 25.857142857142858)","(3.6, 3.95, 3.922)","(19.0, 23.0, 22.714285714285715)"
07-01-2023 15:05:00.113605,"(4.4, 4.8, 4.781538461538461)","(15.0, 23.0, 22.985714285714284)","(10.0, 13.5, 13.035714285714286)","(2.4, 3.05, 3.0032340425531916)","(21.0, 27.0, 25.64864864864865)","(3.6, 3.95, 3.9157894736842107)","(19.0, 23.0, 22.714285714285715)"
07-01-2023 15:05:01.052469,"(4.4, 4.8, 4.781538461538461)","(15.0, 23.0, 22.985714285714284)","(10.0, 13.5, 13.035714285714286)","(2.4, 3.05, 3.0032340425531916)","(21.0, 26.0, 25.972972972972972)","(3.6, 3.95, 3.9415)","(19.0, 23.0, 22.606060606060606)"
07-01-2023 15:05:01.934558,"(4.4, 4.8, 4.779710144927536)","(15.0, 23.0, 22.985714285714284)","(10.0, 13.5, 13.035714285714286)","(2.4, 3.05, 3.044726858877086)","(21.0, 26.0, 25.785714285714285)","(3.6, 4.0, 3.967758620689655)","(19.0, 22.0, 21.857142857142858)"
07-01-2023 15:05:02.859335,"(4.4, 4.7, 4.687922705314009)","(15.0, 23.0, 22.821428571428573)","(10.0, 13.0, 12.939655172413794)","(2.4, 3.15, 3.1146648044692737)","(21.0, 26.0, 25.763157894736842)","(3.6, 4.0, 3.9769328263624844)","(19.0, 22.0, 21.78787878787879)"
07-01-2023 15:05:03.830185,"(4.4, 4.7, 4.6870466321243525)","(15.0, 23.0, 22.821428571428573)","(10.0, 13.0, 12.990384615384615)","(2.4, 3.15, 3.1177966101694916)","(21.0, 26.0, 25.763157894736842)","(3.6, 4.0, 3.9769328263624844)","(19.0, 22.0, 21.78787878787879)"
07-01-2023 15:05:04.764064,"(4.4, 4.7, 4.685294117647059)","(15.0, 23.0, 22.841463414634145)","(10.0, 13.0, 12.932203389830509)","(2.4, 3.15, 3.1177966101694916)","(21.0, 26.0, 25.763157894736842)","(3.6, 4.0, 3.9769328263624844)","(19.0, 22.0, 21.78787878787879)"
07-01-2023 15:05:05.660503,"(4.4, 4.7, 4.685294117647059)","(15.0, 23.0, 22.83116883116883)","(10.0, 13.0, 12.932203389830509)","(2.4, 3.15, 3.1175767918088737)","(21.0, 26.0, 25.763157894736842)","(3.6, 4.0, 3.9769328263624844)","(19.0, 22.0, 21.78787878787879)"
07-01-2023 15:05:06.566276,"(4.4, 4.7, 4.686740331491713)","(15.0, 24.0, 22.974789915966387)","(10.0, 13.5, 13.462264150943396)","(2.4, 3.15, 3.121212121212121)","(21.0, 26.0, 25.763157894736842)","(3.6, 3.9, 3.8411458333333335)","(19.0, 22.0, 21.80821917808219)"
07-01-2023 15:05:07.478702,"(4.4, 4.7, 4.675845410628019)","(15.0, 24.0, 22.974789915966387)","(10.0, 13.5, 13.325)","(2.4, 3.15, 3.1261111111111113)","(21.0, 26.0, 25.763157894736842)","(3.6, 3.85, 3.8447019867549668)","(19.0, 22.0, 21.756410256410255)"
