,Zipping Newman,Contralto,Beware Bob,Lady Wendy Hook,Hard On Me,Berdeen
12-01-2023 17:19:18.985196,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:20.001719,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:21.026972,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:21.962720,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:22.931735,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:23.802648,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:24.676092,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:25.705883,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:26.761106,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:27.663281,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:28.510918,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:29.390868,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:30.397282,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:31.403548,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:32.410123,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:33.368794,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:34.296603,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:35.239080,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:36.184400,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:37.110589,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:38.096815,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:38.957264,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:39.945363,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:40.973827,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 12.2)"
12-01-2023 17:19:41.972809,"(2.6, 3.5, 2.618333333333333)","(11.0, 27.0, 22.22222222222222)","(4.0, 7.4, 5.0)","(8.0, 14.0, 13.32)","(3.5, 5.1, 3.6777777777777776)","(7.5, 17.0, 14.55)"
12-01-2023 17:19:42.882360,"(2.6, 3.5, 2.6822222222222223)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 14.55)"
12-01-2023 17:19:43.775501,"(2.6, 3.5, 2.6822222222222223)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 14.55)"
12-01-2023 17:19:44.660958,"(2.6, 3.55, 2.6492857142857145)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.2, 3.577272727272727)","(7.5, 16.5, 14.55)"
12-01-2023 17:19:45.586784,"(2.6, 3.55, 2.6492857142857145)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.3, 3.7)","(7.5, 16.5, 14.55)"
12-01-2023 17:19:46.528512,"(2.6, 3.55, 2.6492857142857145)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.3, 3.7)","(7.5, 16.5, 14.55)"
12-01-2023 17:19:47.528882,"(2.6, 3.55, 2.6492857142857145)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.3, 3.7)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:19:48.436475,"(2.6, 3.55, 2.6492857142857145)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.3, 3.7)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:19:49.319964,"(2.6, 3.55, 2.6492857142857145)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.3, 3.7)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:19:50.281364,"(2.6, 3.55, 2.6492857142857145)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:19:51.201090,"(2.6, 3.55, 2.6492857142857145)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:19:52.100610,"(2.6, 3.55, 2.6492857142857145)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:19:53.030374,"(2.6, 3.55, 2.6492857142857145)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:19:53.970188,"(2.6, 3.55, 2.6492857142857145)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:19:54.886503,"(2.6, 3.55, 2.6492857142857145)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:19:55.836135,"(2.6, 3.55, 2.6492857142857145)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:19:56.747257,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:19:57.615131,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:19:58.544228,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:19:59.514666,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:20:00.417445,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:20:01.455531,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:20:02.488116,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:20:03.334837,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:20:04.253200,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:20:05.233281,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:20:06.115998,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:20:07.024801,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:20:07.964809,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 16.375)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.466666666666667)"
12-01-2023 17:20:08.830448,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:09.782289,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:10.809977,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:11.694692,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:12.634617,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:13.731258,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:14.594785,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:15.530926,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:16.570899,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:17.490924,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:18.423589,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.600000000000001)"
12-01-2023 17:20:19.358237,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.35)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:20.278661,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:21.185755,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:22.070287,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:22.920074,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:23.777909,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:24.726082,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:25.725359,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:26.585347,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:27.486009,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:28.405751,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:29.326942,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.600000000000001)"
12-01-2023 17:20:30.467647,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:31.492538,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:32.410084,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:33.336535,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:34.401988,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.149999999999999)"
12-01-2023 17:20:35.486447,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.600000000000001)"
12-01-2023 17:20:36.454619,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 11.8)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:37.472156,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:38.398018,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:39.212670,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:40.187037,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:41.164884,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:42.034585,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 13.533333333333333)"
12-01-2023 17:20:43.030273,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.4, 5.0)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.94)"
12-01-2023 17:20:43.998658,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.94)"
12-01-2023 17:20:44.957668,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.94)"
12-01-2023 17:20:45.912741,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.94)"
12-01-2023 17:20:46.831541,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 9.379999999999999)"
12-01-2023 17:20:47.732664,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 9.22)"
12-01-2023 17:20:48.667194,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 12.35)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.94)"
12-01-2023 17:20:49.659544,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.94)"
12-01-2023 17:20:50.703090,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.94)"
12-01-2023 17:20:51.633910,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 12.94)"
12-01-2023 17:20:52.643101,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 11.95)"
12-01-2023 17:20:53.559156,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 11.95)"
12-01-2023 17:20:54.409362,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 14.073333333333334)"
12-01-2023 17:20:55.415394,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 14.073333333333334)"
12-01-2023 17:20:56.433420,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 14.073333333333334)"
12-01-2023 17:20:57.415170,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 14.073333333333334)"
12-01-2023 17:20:58.345224,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 11.52)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 14.073333333333334)"
12-01-2023 17:20:59.268076,"(2.6, 3.55, 2.6221739130434782)","(11.0, 27.0, 17.833333333333332)","(4.0, 7.2, 6.477777777777778)","(8.0, 14.0, 12.4)","(3.5, 5.1, 3.6777777777777776)","(7.5, 16.5, 14.073333333333334)"
