,Rupurt Keen,Sketchy Deliver,Kid Freeze,Spot Of Rum,Wonder Woolly,Seabrook Baker,Charming Spirit,Izuku Bale
05-01-2023 16:06:10.629794,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:11.846030,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:13.053016,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:14.266748,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:15.398477,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:16.568213,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:17.756355,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:19.011885,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:20.256659,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:21.491543,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:22.747079,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:23.919509,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:25.011949,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:26.180955,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:27.383481,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:28.609083,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:29.933197,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:31.237740,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:32.573952,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:33.935029,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:35.219695,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:37.111529,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:38.693188,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:39.975717,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 9.857142857142858)","(41.0, 230.0, 209.55555555555554)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 150.0)"
05-01-2023 16:06:41.299195,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.0, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:42.505338,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:43.588239,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:44.758032,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:46.028450,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:47.268081,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:48.423657,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:49.568746,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:50.762088,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:51.983778,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:53.219481,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:54.483537,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:55.685045,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:56.832628,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:57.964401,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:06:59.188809,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:00.493435,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:01.859305,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:03.165230,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:04.375242,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:05.896683,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:07.301883,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:08.394536,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 372.5)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:09.559162,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:10.786805,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:11.988175,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:13.172222,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:14.305548,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:15.421364,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:16.512842,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:17.584054,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:18.620315,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:19.863175,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:21.084816,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:22.247159,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:23.287770,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:24.391817,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:25.458878,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:26.578846,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:27.707845,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:28.811342,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:29.910955,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:31.027614,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:32.212627,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:33.355247,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:34.424612,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:35.533593,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:36.632827,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:37.689878,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:38.781446,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:39.965854,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:41.111522,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:42.402552,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:43.497953,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:44.601043,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:45.812234,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:46.888705,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
05-01-2023 16:07:48.008521,"(1.7, 2.58, 1.9242857142857144)","(3.4, 5.1, 3.7285714285714286)","(6.5, 12.5, 8.692307692307692)","(41.0, 230.0, 199.33333333333334)","(8.5, 17.0, 14.266666666666666)","(101.0, 650.0, 558.3333333333334)","(10.0, 21.0, 18.5)","(41.0, 220.0, 129.0)"
