,Mon Bel Ange,Rocknroll Da Gama,Quick Step Nz,Purple Shades,Ashlee Nitro,Illbewatching,My Ultimate Clippa,Press Statement,Bettor Getta Lover
12-01-2023 16:58:07.812376,"(15.0, 30.0, 28.0)","(4.6, 5.4, 5.325)","(2.1, 99999, 99990)","(20.0, 34.0, 28.166666666666668)","(3.7, 5.6, 5.25)","(31.0, 70.0, 61.2)","(8.5, 11.5, 11.25)","(21.0, 34.0, 33.166666666666664)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:09.192827,"(15.0, 30.0, 26.88888888888889)","(4.6, 5.4, 5.25)","(2.1, 99999, 99990)","(20.0, 34.0, 28.166666666666668)","(3.7, 5.6, 5.1000000000000005)","(31.0, 70.0, 61.2)","(8.5, 11.5, 11.25)","(21.0, 34.0, 32.0)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:10.696627,"(15.0, 30.0, 26.88888888888889)","(4.6, 5.4, 5.25)","(2.1, 99999, 99990)","(20.0, 34.0, 28.166666666666668)","(3.7, 5.5, 5.133333333333334)","(31.0, 70.0, 61.2)","(8.5, 11.5, 10.857142857142858)","(21.0, 34.0, 32.0)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:12.074359,"(15.0, 30.0, 27.0)","(4.6, 5.4, 5.25)","(2.1, 99999, 99990)","(20.0, 34.0, 28.166666666666668)","(3.7, 5.6, 5.133333333333334)","(31.0, 70.0, 61.2)","(8.5, 11.5, 10.857142857142858)","(21.0, 34.0, 32.0)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:14.106745,"(15.0, 30.0, 28.0)","(4.6, 5.4, 5.085714285714285)","(2.1, 99999, 99990)","(20.0, 34.0, 28.166666666666668)","(3.7, 5.6, 5.266666666666667)","(31.0, 70.0, 61.2)","(8.5, 11.5, 10.857142857142858)","(21.0, 34.0, 32.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:58:15.769591,"(15.0, 32.0, 28.0)","(4.6, 5.1, 5.300000000000001)","(2.1, 99999, 99990)","(20.0, 34.0, 28.166666666666668)","(3.7, 5.6, 5.36)","(31.0, 70.0, 61.2)","(8.5, 11.5, 10.857142857142858)","(21.0, 34.0, 32.0)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:17.272047,"(15.0, 36.0, 28.857142857142858)","(4.6, 5.4, 5.373913043478261)","(2.1, 99999, 99990)","(20.0, 34.0, 28.166666666666668)","(3.7, 5.5, 5.230769230769231)","(31.0, 70.0, 61.2)","(8.5, 11.5, 10.857142857142858)","(21.0, 34.0, 33.0)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:18.946998,"(15.0, 34.0, 28.857142857142858)","(4.6, 5.4, 5.373913043478261)","(2.1, 99999, 99990)","(20.0, 34.0, 28.166666666666668)","(3.7, 5.5, 5.15)","(31.0, 70.0, 61.2)","(8.5, 11.5, 10.857142857142858)","(21.0, 34.0, 37.4)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:20.159128,"(15.0, 34.0, 28.857142857142858)","(4.6, 5.4, 5.4818181818181815)","(2.1, 99999, 99990)","(20.0, 34.0, 28.166666666666668)","(3.7, 5.5, 4.916666666666666)","(31.0, 70.0, 61.2)","(8.5, 11.5, 10.857142857142858)","(21.0, 50.0, 38.0)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:21.321490,"(15.0, 34.0, 28.857142857142858)","(4.6, 5.8, 5.4818181818181815)","(2.1, 99999, 99990)","(20.0, 34.0, 26.22222222222222)","(3.7, 5.5, 5.140000000000001)","(31.0, 70.0, 61.2)","(8.5, 11.5, 10.857142857142858)","(21.0, 50.0, 42.666666666666664)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:22.586425,"(15.0, 34.0, 28.857142857142858)","(4.6, 5.8, 5.725)","(2.1, 99999, 99990)","(20.0, 34.0, 28.0)","(3.7, 5.5, 5.140000000000001)","(31.0, 70.0, 61.2)","(8.5, 11.5, 10.857142857142858)","(21.0, 48.0, 43.2)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:24.475382,"(15.0, 34.0, 26.142857142857142)","(4.6, 6.4, 6.0875)","(2.1, 99999, 99990)","(20.0, 32.0, 28.0)","(3.7, 5.5, 4.9526315789473685)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 46.0, 35.333333333333336)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:25.988861,"(15.0, 34.0, 27.333333333333332)","(4.6, 6.2, 5.6000000000000005)","(2.1, 99999, 99990)","(20.0, 32.0, 28.0)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 42.0, 33.42857142857143)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:27.294152,"(15.0, 34.0, 27.333333333333332)","(4.6, 6.2, 5.75)","(2.1, 99999, 99990)","(20.0, 32.0, 28.0)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 42.0, 33.42857142857143)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:28.965438,"(15.0, 34.0, 27.333333333333332)","(4.6, 6.2, 5.6461538461538465)","(2.1, 99999, 99990)","(20.0, 32.0, 28.0)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 42.0, 33.42857142857143)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:30.079138,"(15.0, 34.0, 27.333333333333332)","(4.6, 6.2, 5.6461538461538465)","(2.1, 99999, 99990)","(20.0, 32.0, 28.0)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 42.0, 33.42857142857143)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:31.239273,"(15.0, 34.0, 27.333333333333332)","(4.6, 6.2, 5.6461538461538465)","(2.1, 99999, 99990)","(20.0, 32.0, 28.0)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 42.0, 33.42857142857143)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:32.545917,"(15.0, 34.0, 27.333333333333332)","(4.6, 6.2, 5.6461538461538465)","(2.1, 99999, 99990)","(20.0, 32.0, 28.0)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 42.0, 33.42857142857143)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:33.854133,"(15.0, 34.0, 27.333333333333332)","(4.6, 6.2, 5.6461538461538465)","(2.1, 99999, 99990)","(20.0, 32.0, 28.0)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 42.0, 34.666666666666664)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:35.384997,"(15.0, 32.0, 28.8)","(4.6, 6.2, 5.6461538461538465)","(2.1, 99999, 99990)","(20.0, 32.0, 28.0)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 40.0, 33.333333333333336)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:36.856979,"(15.0, 30.0, 28.5)","(4.6, 6.2, 5.75)","(2.1, 99999, 99990)","(20.0, 32.0, 25.25)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 40.0, 33.333333333333336)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:38.401073,"(15.0, 30.0, 28.5)","(4.6, 6.2, 5.75)","(2.1, 99999, 99990)","(20.0, 34.0, 25.25)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 40.0, 34.0)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:39.704345,"(15.0, 30.0, 28.5)","(4.6, 6.2, 5.863157894736842)","(2.1, 99999, 99990)","(20.0, 30.0, 27.0)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 40.0, 34.0)","(71.0, 180.0, 158.75)"
12-01-2023 16:58:41.181853,"(15.0, 32.0, 26.666666666666668)","(4.6, 6.2, 5.863157894736842)","(2.1, 99999, 99990)","(20.0, 29.0, 26.333333333333332)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 40.0, 34.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:58:42.535817,"(15.0, 30.0, 24.6)","(4.6, 6.2, 5.733333333333333)","(2.1, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:58:43.772186,"(15.0, 30.0, 24.6)","(4.6, 6.2, 5.733333333333333)","(2.1, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(21.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:58:45.001782,"(14.0, 30.0, 23.7)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:58:46.157067,"(14.0, 30.0, 23.7)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:58:47.340146,"(14.0, 29.0, 25.0)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:58:48.550815,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:58:49.951678,"(14.0, 29.0, 25.0)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:58:51.189016,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:58:52.382923,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:58:53.624632,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:58:54.952363,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:58:56.158057,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:58:57.399258,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:58:58.687815,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:00.023692,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:01.636428,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:02.779088,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.7, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(20.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:03.982494,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.5)","(3.6, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(19.0, 40.0, 34.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:05.344851,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.4)","(3.6, 5.4, 5.1000000000000005)","(31.0, 70.0, 55.333333333333336)","(8.5, 11.5, 10.857142857142858)","(19.0, 40.0, 32.5)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:06.756814,"(14.0, 29.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 28.0)","(3.6, 5.4, 5.1000000000000005)","(31.0, 70.0, 59.0)","(8.5, 11.5, 11.125)","(19.0, 40.0, 33.42857142857143)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:08.148820,"(14.0, 28.0, 25.5)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 32.0, 26.5)","(3.6, 5.4, 5.1000000000000005)","(31.0, 70.0, 59.0)","(8.5, 11.5, 11.125)","(19.0, 36.0, 28.285714285714285)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:09.443253,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.1000000000000005)","(31.0, 70.0, 59.0)","(8.5, 11.5, 11.125)","(19.0, 36.0, 28.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:10.722909,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.233333333333333)","(31.0, 70.0, 59.0)","(8.5, 11.5, 11.125)","(19.0, 32.0, 28.11111111111111)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:12.020756,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.233333333333333)","(31.0, 70.0, 59.0)","(8.5, 11.5, 11.125)","(19.0, 32.0, 28.11111111111111)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:13.349596,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.233333333333333)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 28.11111111111111)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:14.807311,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.233333333333333)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:16.266912,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.233333333333333)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:17.608932,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.233333333333333)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:18.966643,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.233333333333333)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:20.326697,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.233333333333333)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:21.573655,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:22.820075,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:24.037930,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:25.796395,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:27.030925,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:28.106981,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:29.322754,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:30.614896,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:31.863852,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:33.180871,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:34.401005,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.733333333333333)","(2.15, 99999, 99990)","(20.0, 30.0, 26.5)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:35.672092,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.975)","(2.15, 99999, 99990)","(20.0, 30.0, 27.666666666666668)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 126.66666666666667)"
12-01-2023 16:59:36.942452,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.975)","(2.15, 99999, 99990)","(20.0, 32.0, 29.3)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:38.378772,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.942857142857143)","(2.15, 99999, 99990)","(20.0, 30.0, 27.5)","(3.6, 5.4, 5.275)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:39.734891,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.872727272727273)","(2.15, 99999, 99990)","(20.0, 30.0, 27.5)","(3.6, 5.4, 5.5)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:40.971637,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.872727272727273)","(2.15, 99999, 99990)","(20.0, 30.0, 27.5)","(3.6, 5.6, 5.366666666666666)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:42.178276,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 5.872727272727273)","(2.15, 99999, 99990)","(20.0, 30.0, 27.5)","(3.6, 5.6, 5.366666666666666)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 30.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:43.324681,"(14.0, 28.0, 23.833333333333332)","(4.4, 6.2, 6.0)","(2.15, 99999, 99990)","(20.0, 30.0, 27.5)","(3.6, 5.6, 5.366666666666666)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 30.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:44.532676,"(14.0, 28.0, 25.5)","(4.4, 6.2, 6.0)","(2.15, 99999, 99990)","(20.0, 30.0, 30.4)","(3.6, 5.6, 5.366666666666666)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 30.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:45.821579,"(14.0, 32.0, 25.25)","(4.4, 6.2, 6.0)","(2.15, 99999, 99990)","(20.0, 32.0, 27.625)","(3.6, 5.6, 5.366666666666666)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 30.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:47.096346,"(14.0, 30.0, 24.166666666666668)","(4.4, 6.2, 6.0)","(2.15, 99999, 99990)","(20.0, 32.0, 28.75)","(3.6, 5.6, 5.366666666666666)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 30.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:48.262105,"(14.0, 30.0, 27.0)","(4.4, 6.2, 6.0)","(2.15, 99999, 99990)","(20.0, 30.0, 29.2)","(3.6, 5.6, 5.366666666666666)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 30.0)","(71.0, 180.0, 165.83333333333331)"
12-01-2023 16:59:49.412771,"(14.0, 30.0, 26.0)","(4.4, 6.2, 6.0)","(2.15, 99999, 99990)","(20.0, 32.0, 32.0)","(3.6, 5.6, 5.366666666666666)","(31.0, 70.0, 56.666666666666664)","(8.5, 11.5, 11.125)","(19.0, 32.0, 29.0)","(71.0, 180.0, 165.83333333333331)"
