,Drink Ciders,Avas Boy,Bonnie Rico,Shian Pixie,Royal Look,Spring Rowan,Outback Gold,Spring Betty
06-01-2023 17:01:33.276346,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:34.353951,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:35.511081,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:36.678961,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:37.848203,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:39.016091,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:40.078647,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:41.121777,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:42.194311,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:43.322841,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:44.483833,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:45.575403,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:46.602797,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:47.757426,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:48.863256,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:49.951037,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:51.115241,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:52.287524,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:53.454752,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:54.568426,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:55.607873,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:56.617051,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:57.704085,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:01:58.913814,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:00.129343,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:01.319189,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:02.452553,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:03.495983,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:04.569304,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:05.601168,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:06.688741,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:07.745204,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:08.889358,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:10.003303,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:11.153457,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:12.245146,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:13.314375,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:14.372801,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:15.461675,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:16.561448,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:17.655446,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:18.740493,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:19.773531,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:20.846805,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:21.927572,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:23.094309,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:24.307216,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:25.518494,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:26.671494,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:27.767026,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:28.833877,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:29.864470,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:30.988629,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:32.127339,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:33.311085,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:34.483095,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:35.647356,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:36.751148,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:37.835868,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:38.960983,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:40.101818,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:41.271082,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 25.066666666666666)"
06-01-2023 17:02:42.449619,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 15.825)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 22.68)"
06-01-2023 17:02:43.604976,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 13.933333333333334)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 22.68)"
06-01-2023 17:02:44.627968,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 13.933333333333334)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.842307692307692)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 22.68)"
06-01-2023 17:02:45.666526,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 13.933333333333334)","(5.5, 9.2, 7.718518518518518)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 8.649999999999999)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 21.25)","(9.0, 26.0, 20.28)"
06-01-2023 17:02:46.883080,"(6.5, 13.0, 11.933333333333334)","(8.0, 17.0, 13.933333333333334)","(5.5, 9.2, 7.718518518518518)","(3.7, 5.3, 3.581818181818182)","(6.0, 9.2, 8.649999999999999)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 18.666666666666668)","(9.0, 23.0, 20.32)"
06-01-2023 17:02:47.994109,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 14.0)","(5.5, 9.2, 7.718518518518518)","(3.7, 5.3, 3.581818181818182)","(6.0, 9.2, 9.885714285714286)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 18.666666666666668)","(9.0, 23.0, 20.32)"
06-01-2023 17:02:49.171969,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 14.0)","(5.5, 9.2, 7.718518518518518)","(3.7, 5.3, 3.581818181818182)","(6.0, 10.5, 9.885714285714286)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 18.666666666666668)","(9.0, 23.0, 20.32)"
06-01-2023 17:02:50.354508,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 14.0)","(5.5, 9.2, 7.718518518518518)","(3.7, 5.3, 3.581818181818182)","(6.0, 10.5, 9.885714285714286)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 18.666666666666668)","(9.0, 23.0, 20.32)"
06-01-2023 17:02:51.477273,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 14.0)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 10.5, 7.2)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 18.666666666666668)","(9.0, 23.0, 20.32)"
06-01-2023 17:02:52.536508,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 14.0)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 9.8, 7.2)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 18.666666666666668)","(9.0, 23.0, 20.32)"
06-01-2023 17:02:53.639290,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 14.0)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 9.8, 7.2)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 18.666666666666668)","(9.0, 23.0, 20.32)"
06-01-2023 17:02:54.737569,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 14.0)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 9.8, 6.325)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 18.666666666666668)","(9.0, 23.0, 15.399999999999999)"
06-01-2023 17:02:55.893174,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 14.0)","(5.5, 9.2, 7.324999999999999)","(3.7, 5.3, 3.581818181818182)","(6.0, 11.0, 6.325)","(4.4, 7.0, 5.884615384615385)","(12.0, 30.0, 18.666666666666668)","(9.0, 27.0, 15.399999999999999)"
06-01-2023 17:02:57.074479,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 14.0)","(5.5, 9.2, 8.6)","(3.7, 5.3, 4.066666666666666)","(6.0, 11.0, 6.325)","(4.4, 7.0, 6.592307692307692)","(12.0, 30.0, 18.666666666666668)","(9.0, 27.0, 16.066666666666666)"
06-01-2023 17:02:58.234437,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 12.5)","(5.5, 9.0, 8.6)","(3.7, 5.2, 4.066666666666666)","(6.0, 11.0, 6.325)","(4.4, 6.8, 6.592307692307692)","(12.0, 30.0, 18.666666666666668)","(9.0, 29.0, 15.181818181818182)"
06-01-2023 17:02:59.440724,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 12.5)","(5.5, 9.0, 8.6)","(3.7, 5.2, 4.633333333333334)","(6.0, 11.0, 7.26)","(4.4, 6.8, 5.5)","(12.0, 30.0, 18.0)","(9.0, 29.0, 18.142857142857142)"
06-01-2023 17:03:00.617670,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 11.971428571428572)","(5.5, 9.0, 7.15)","(3.7, 5.2, 4.633333333333334)","(6.0, 11.0, 7.26)","(4.4, 6.8, 5.5)","(12.0, 30.0, 18.0)","(9.0, 29.0, 18.142857142857142)"
06-01-2023 17:03:01.807215,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 11.133333333333333)","(5.5, 9.0, 7.15)","(3.7, 5.2, 4.633333333333334)","(6.0, 11.0, 7.26)","(4.4, 6.8, 5.5)","(12.0, 30.0, 18.0)","(9.0, 29.0, 18.142857142857142)"
06-01-2023 17:03:03.000785,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 11.133333333333333)","(5.5, 9.0, 7.15)","(3.7, 5.2, 4.066666666666666)","(6.0, 11.0, 6.938461538461539)","(4.4, 6.8, 5.5)","(12.0, 30.0, 18.666666666666668)","(9.0, 29.0, 15.181818181818182)"
06-01-2023 17:03:04.106949,"(6.5, 13.0, 9.054545454545455)","(8.0, 17.0, 11.133333333333333)","(5.5, 9.0, 7.15)","(3.7, 5.2, 4.066666666666666)","(6.0, 11.0, 6.938461538461539)","(4.4, 6.8, 5.5)","(12.0, 30.0, 18.666666666666668)","(9.0, 29.0, 15.036363636363637)"
