,Queen Of Strathfield Nz,Aldebaran Tess Nz,Aldebaran Revani Usa,Rave On Hall,On Advice,Sunny Gee,Caligula Nz,Drop The Hammer,Royal Glenferrie
07-01-2023 19:07:32.434324,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:33.940733,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:35.307841,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:36.772904,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:38.156121,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:39.854899,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:41.487217,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:42.894321,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:44.490817,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:46.670536,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 32.14285714285714)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:48.039903,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 40.714285714285715)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:49.674961,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 40.714285714285715)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:51.179074,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 40.714285714285715)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:52.564666,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 40.714285714285715)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:53.954401,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 40.714285714285715)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:55.395849,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 40.714285714285715)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:56.819485,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 40.714285714285715)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:58.137972,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 40.714285714285715)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:07:59.513858,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 14.86)","(21.0, 55.0, 40.714285714285715)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:08:00.818123,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 17.259999999999998)","(21.0, 55.0, 40.714285714285715)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:08:02.512745,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 17.259999999999998)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:08:04.258490,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 17.259999999999998)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:08:05.735268,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 17.259999999999998)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:08:07.676617,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 17.259999999999998)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:08:09.508100,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 17.259999999999998)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 170.0, 102.0)"
07-01-2023 19:08:11.326976,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:12.760067,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:14.233998,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:15.584121,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:17.062594,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:18.468724,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:19.886716,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:21.452328,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:23.010407,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:24.598481,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:26.305531,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:28.001828,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:29.479192,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:30.920309,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:32.444307,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:33.940439,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:35.444636,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:37.151530,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:38.791908,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:40.250342,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:41.757726,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:43.184807,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:44.619303,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 22.083333333333332)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:46.005074,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 19.88888888888889)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:47.310293,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 19.88888888888889)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:48.584545,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 19.88888888888889)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:49.871486,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 19.88888888888889)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:51.190750,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 19.88888888888889)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:52.569639,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 19.88888888888889)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:53.873575,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 19.88888888888889)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:55.249061,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 35.5)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:56.673442,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 35.5)","(2.25, 99999, 99990)","(9.0, 17.0, 9.95)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:58.103110,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 35.5)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:08:59.630803,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 35.5)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:01.058793,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 35.5)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:02.743029,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 35.5)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:04.251495,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 35.5)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:05.763627,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 35.5)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:07.093468,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 35.5)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:08.399025,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 35.5)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:09.785121,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 35.5)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:11.148782,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 35.5)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:12.523791,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 35.5)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:13.769387,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:15.117163,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:16.383888,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:17.729948,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:19.112915,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:20.627792,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:22.028825,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:23.563702,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:25.055268,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:26.430964,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:27.912064,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:29.340977,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:30.750444,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:32.020180,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:33.284898,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:34.607837,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:35.960225,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
07-01-2023 19:09:37.393942,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 21.0, 16.28)","(10.0, 18.5, 15.72857142857143)","(21.0, 55.0, 36.647058823529406)","(2.25, 99999, 99990)","(9.0, 17.0, 11.36)","(41.0, 180.0, 107.0)"
