,Queen Of Strathfield Nz,Aldebaran Tess Nz,Aldebaran Revani Usa,Rave On Hall,On Advice,Sunny Gee,Caligula Nz,Drop The Hammer,Royal Glenferrie
07-01-2023 19:18:55.430196,"(41.0, 99999, 99990)","(3.6, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 15.0)","(10.0, 15.0, 14.006802721088436)","(21.0, 36.0, 35.333333333333336)","(2.35, 99999, 99990)","(9.0, 12.5, 11.666666666666666)","(41.0, 140.0, 112.22222222222223)"
07-01-2023 19:18:56.745639,"(41.0, 99999, 99990)","(3.6, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 15.0)","(10.0, 15.0, 14.006802721088436)","(21.0, 36.0, 35.333333333333336)","(2.35, 99999, 99990)","(9.0, 12.5, 11.666666666666666)","(41.0, 130.0, 99.0)"
07-01-2023 19:18:58.095377,"(41.0, 99999, 99990)","(3.6, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 15.0)","(10.0, 15.0, 14.006802721088436)","(21.0, 36.0, 35.333333333333336)","(2.35, 99999, 99990)","(9.0, 12.5, 11.666666666666666)","(41.0, 120.0, 112.22222222222223)"
07-01-2023 19:18:59.441461,"(41.0, 99999, 99990)","(3.6, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 12.75)","(10.0, 15.0, 14.006802721088436)","(21.0, 36.0, 35.333333333333336)","(2.35, 99999, 99990)","(9.0, 12.5, 11.666666666666666)","(41.0, 130.0, 113.0)"
07-01-2023 19:19:00.714114,"(41.0, 99999, 99990)","(3.6, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.9375)","(10.0, 15.0, 13.52027027027027)","(21.0, 36.0, 35.333333333333336)","(2.35, 99999, 99990)","(9.0, 12.5, 11.666666666666666)","(41.0, 140.0, 95.0)"
07-01-2023 19:19:02.069223,"(41.0, 99999, 99990)","(3.6, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.0, 15.083333333333332)","(10.0, 14.0, 13.52027027027027)","(21.0, 36.0, 35.333333333333336)","(2.35, 99999, 99990)","(9.0, 12.5, 11.666666666666666)","(41.0, 140.0, 112.22222222222223)"
07-01-2023 19:19:03.260133,"(41.0, 99999, 99990)","(3.6, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.0, 15.083333333333332)","(10.0, 14.0, 13.52027027027027)","(21.0, 36.0, 35.333333333333336)","(2.35, 99999, 99990)","(9.0, 12.5, 11.666666666666666)","(41.0, 130.0, 96.66666666666667)"
07-01-2023 19:19:04.438592,"(41.0, 99999, 99990)","(3.6, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.0, 15.083333333333332)","(10.0, 14.0, 13.52027027027027)","(21.0, 36.0, 35.333333333333336)","(2.35, 99999, 99990)","(9.0, 12.5, 11.833333333333334)","(41.0, 130.0, 96.66666666666667)"
07-01-2023 19:19:05.832769,"(41.0, 99999, 99990)","(3.6, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.0, 15.083333333333332)","(10.0, 14.0, 13.52027027027027)","(21.0, 36.0, 35.333333333333336)","(2.35, 99999, 99990)","(9.0, 12.5, 11.833333333333334)","(41.0, 130.0, 99.0)"
07-01-2023 19:19:06.991190,"(41.0, 99999, 99990)","(3.6, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.0, 15.083333333333332)","(10.0, 14.0, 13.52027027027027)","(21.0, 36.0, 35.333333333333336)","(2.35, 99999, 99990)","(9.0, 12.5, 11.833333333333334)","(41.0, 120.0, 99.0)"
07-01-2023 19:19:08.584668,"(41.0, 99999, 99990)","(3.6, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.0, 15.083333333333332)","(10.0, 14.0, 13.52027027027027)","(21.0, 36.0, 35.333333333333336)","(2.35, 99999, 99990)","(9.0, 12.5, 12.6)","(41.0, 120.0, 99.0)"
07-01-2023 19:19:09.721913,"(41.0, 99999, 99990)","(3.7, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.0, 13.681818181818182)","(10.0, 14.0, 13.52027027027027)","(21.0, 36.0, 35.333333333333336)","(2.35, 99999, 99990)","(9.0, 13.0, 12.6)","(41.0, 120.0, 96.66666666666667)"
07-01-2023 19:19:10.990230,"(41.0, 99999, 99990)","(3.7, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 14.785714285714285)","(10.0, 14.0, 13.52027027027027)","(21.0, 36.0, 35.333333333333336)","(2.35, 99999, 99990)","(9.0, 13.0, 11.9)","(41.0, 130.0, 104.44444444444444)"
07-01-2023 19:19:12.209676,"(41.0, 99999, 99990)","(3.7, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 14.785714285714285)","(10.0, 14.0, 13.52027027027027)","(21.0, 36.0, 32.8235294117647)","(2.35, 99999, 99990)","(9.0, 15.5, 13.0)","(41.0, 120.0, 104.44444444444444)"
07-01-2023 19:19:13.537898,"(41.0, 99999, 99990)","(3.7, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 14.25)","(10.0, 14.0, 13.52027027027027)","(21.0, 36.0, 32.8235294117647)","(2.35, 99999, 99990)","(9.0, 15.0, 12.375)","(41.0, 120.0, 104.44444444444444)"
07-01-2023 19:19:14.734353,"(41.0, 99999, 99990)","(3.7, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 14.25)","(10.0, 14.0, 13.52027027027027)","(21.0, 36.0, 32.8235294117647)","(2.35, 99999, 99990)","(9.0, 15.0, 12.375)","(41.0, 120.0, 104.44444444444444)"
07-01-2023 19:19:15.928198,"(41.0, 99999, 99990)","(3.7, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 13.0)","(10.0, 14.0, 13.52027027027027)","(21.0, 36.0, 32.8235294117647)","(2.35, 99999, 99990)","(9.0, 15.0, 12.375)","(41.0, 120.0, 104.44444444444444)"
07-01-2023 19:19:17.300909,"(41.0, 99999, 99990)","(3.7, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 16.5, 11.653846153846153)","(10.0, 14.0, 13.52027027027027)","(21.0, 36.0, 32.8235294117647)","(2.35, 99999, 99990)","(9.0, 15.0, 12.375)","(41.0, 120.0, 104.44444444444444)"
07-01-2023 19:19:18.651615,"(41.0, 99999, 99990)","(3.7, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 16.5, 11.653846153846153)","(11.0, 14.0, 13.52027027027027)","(26.0, 36.0, 32.8235294117647)","(2.4, 99999, 99990)","(9.0, 15.0, 12.375)","(51.0, 120.0, 104.44444444444444)"
07-01-2023 19:19:19.902048,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 16.5, 14.666666666666668)","(11.0, 14.0, 13.52027027027027)","(26.0, 36.0, 32.8235294117647)","(2.4, 99999, 99990)","(9.0, 15.0, 12.75)","(51.0, 120.0, 104.44444444444444)"
07-01-2023 19:19:21.070250,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.5, 14.666666666666668)","(11.0, 14.0, 13.52027027027027)","(26.0, 36.0, 32.8235294117647)","(2.4, 99999, 99990)","(9.0, 15.0, 13.5)","(51.0, 120.0, 104.44444444444444)"
07-01-2023 19:19:22.245826,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 16.0, 15.083333333333332)","(11.0, 14.0, 13.52027027027027)","(26.0, 36.0, 32.8235294117647)","(2.4, 99999, 99990)","(9.0, 15.0, 13.5)","(51.0, 120.0, 104.44444444444444)"
07-01-2023 19:19:23.378706,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 16.0, 13.714285714285715)","(11.0, 14.0, 13.52027027027027)","(26.0, 36.0, 32.8235294117647)","(2.4, 99999, 99990)","(9.0, 15.0, 13.5)","(51.0, 120.0, 92.0)"
07-01-2023 19:19:24.520539,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.0, 13.714285714285715)","(11.0, 14.0, 13.52027027027027)","(26.0, 36.0, 32.8235294117647)","(2.4, 99999, 99990)","(9.0, 15.0, 13.5)","(51.0, 110.0, 90.83333333333333)"
07-01-2023 19:19:25.601753,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 12.75)","(11.0, 14.0, 13.52027027027027)","(26.0, 36.0, 32.8235294117647)","(2.4, 99999, 99990)","(9.0, 15.0, 12.75)","(51.0, 120.0, 90.83333333333333)"
07-01-2023 19:19:26.772217,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.0, 12.5)","(11.0, 14.0, 12.520833333333334)","(26.0, 29.0, 28.0)","(2.4, 99999, 99990)","(9.0, 15.0, 13.5)","(51.0, 120.0, 93.07692307692308)"
07-01-2023 19:19:27.912779,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.0, 12.5)","(11.0, 14.0, 12.520833333333334)","(26.0, 29.0, 28.0)","(2.4, 99999, 99990)","(9.0, 15.0, 13.25)","(51.0, 120.0, 93.07692307692308)"
07-01-2023 19:19:29.068620,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.0, 12.333333333333334)","(11.0, 14.0, 12.520833333333334)","(26.0, 29.0, 28.0)","(2.4, 99999, 99990)","(9.0, 14.5, 13.25)","(51.0, 120.0, 93.07692307692308)"
07-01-2023 19:19:30.239181,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.0, 12.333333333333334)","(11.0, 14.0, 16.875)","(26.0, 29.0, 28.0)","(2.4, 99999, 99990)","(9.0, 14.5, 12.714285714285714)","(51.0, 120.0, 82.94117647058823)"
07-01-2023 19:19:31.780068,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 11.583333333333334)","(11.0, 19.5, 16.785714285714285)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 13.25)","(51.0, 120.0, 93.07692307692308)"
07-01-2023 19:19:33.095476,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 11.583333333333334)","(11.0, 18.5, 15.0)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 13.25)","(51.0, 120.0, 93.07692307692308)"
07-01-2023 19:19:34.341039,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 11.583333333333334)","(11.0, 18.0, 15.0)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 13.25)","(51.0, 120.0, 93.07692307692308)"
07-01-2023 19:19:35.471212,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 11.583333333333334)","(11.0, 17.5, 14.75)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 13.25)","(51.0, 120.0, 93.07692307692308)"
07-01-2023 19:19:36.705165,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 11.583333333333334)","(11.0, 17.0, 14.75)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 13.25)","(51.0, 120.0, 81.11111111111111)"
07-01-2023 19:19:37.987122,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 12.75)","(11.0, 17.0, 14.75)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 14.083333333333334)","(51.0, 120.0, 93.33333333333334)"
07-01-2023 19:19:39.293696,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 11.875)","(11.0, 17.0, 13.25)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 14.083333333333334)","(51.0, 180.0, 90.0)"
07-01-2023 19:19:40.586994,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 11.5)","(11.0, 17.0, 13.25)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 14.083333333333334)","(51.0, 180.0, 105.0)"
07-01-2023 19:19:41.768693,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.0, 11.5)","(11.0, 17.0, 13.25)","(26.0, 29.0, 27.6)","(2.35, 99999, 99990)","(9.0, 14.5, 13.875)","(51.0, 160.0, 90.0)"
07-01-2023 19:19:43.054535,"(31.0, 99999, 99990)","(3.8, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.0, 13.25)","(11.0, 17.0, 11.833333333333334)","(26.0, 29.0, 27.6)","(2.35, 99999, 99990)","(9.0, 14.5, 13.875)","(51.0, 150.0, 90.0)"
07-01-2023 19:19:44.205479,"(31.0, 99999, 99990)","(3.9, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.0, 13.25)","(11.0, 16.0, 11.454545454545455)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 13.875)","(51.0, 140.0, 95.71428571428572)"
07-01-2023 19:19:45.357714,"(31.0, 99999, 99990)","(3.9, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.0, 13.25)","(11.0, 16.0, 13.461538461538462)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 13.875)","(51.0, 130.0, 95.71428571428572)"
07-01-2023 19:19:46.562916,"(31.0, 99999, 99990)","(3.9, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.0, 11.203703703703704)","(11.0, 15.0, 13.0)","(26.0, 29.0, 27.6)","(2.35, 99999, 99990)","(9.0, 14.5, 13.833333333333334)","(51.0, 130.0, 96.66666666666666)"
07-01-2023 19:19:47.799553,"(31.0, 99999, 99990)","(3.9, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 16.5, 11.454545454545455)","(11.0, 14.5, 12.846153846153847)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 14.166666666666666)","(51.0, 120.0, 87.5)"
07-01-2023 19:19:49.070792,"(31.0, 99999, 99990)","(3.9, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 16.0, 11.625)","(11.0, 14.0, 12.333333333333334)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 14.166666666666666)","(51.0, 120.0, 87.5)"
07-01-2023 19:19:50.301826,"(31.0, 99999, 99990)","(3.9, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 16.0, 11.625)","(10.0, 14.0, 12.333333333333334)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 14.166666666666666)","(51.0, 120.0, 101.42857142857143)"
07-01-2023 19:19:51.533366,"(31.0, 99999, 99990)","(3.9, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.0, 14.333333333333332)","(10.0, 14.0, 11.8)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 13.75)","(51.0, 120.0, 101.42857142857143)"
07-01-2023 19:19:52.818388,"(31.0, 99999, 99990)","(3.9, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.0, 13.0)","(10.0, 14.0, 12.333333333333334)","(26.0, 29.0, 27.6)","(2.35, 99999, 99990)","(9.0, 14.5, 13.545454545454545)","(51.0, 120.0, 101.42857142857143)"
07-01-2023 19:19:53.955692,"(31.0, 99999, 99990)","(3.9, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.0, 13.0)","(10.0, 14.0, 12.214285714285714)","(26.0, 29.0, 27.6)","(2.35, 99999, 99990)","(9.0, 14.5, 12.25)","(51.0, 120.0, 101.42857142857143)"
07-01-2023 19:19:55.145441,"(31.0, 99999, 99990)","(3.9, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.0, 12.363636363636363)","(10.0, 13.5, 12.1)","(26.0, 29.0, 28.0)","(2.35, 99999, 99990)","(9.0, 14.5, 13.375)","(51.0, 120.0, 101.42857142857143)"
07-01-2023 19:19:56.227744,"(31.0, 99999, 99990)","(3.9, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 13.5, 11.357142857142858)","(10.0, 13.0, 12.75)","(26.0, 29.0, 27.6)","(2.35, 99999, 99990)","(9.0, 14.5, 13.75)","(51.0, 120.0, 87.5)"
07-01-2023 19:19:57.550181,"(31.0, 99999, 99990)","(3.9, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 13.5, 12.428571428571429)","(10.0, 14.0, 12.428571428571429)","(26.0, 29.0, 27.5)","(2.35, 99999, 99990)","(9.0, 14.5, 13.5)","(51.0, 120.0, 64.28571428571429)"
07-01-2023 19:19:58.828303,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 13.5, 12.25)","(10.0, 13.5, 12.8)","(26.0, 29.0, 27.5)","(2.35, 99999, 99990)","(9.0, 14.0, 13.0)","(51.0, 120.0, 64.28571428571429)"
07-01-2023 19:20:00.201636,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 13.5, 12.25)","(10.0, 14.0, 12.681818181818182)","(26.0, 29.0, 27.5)","(2.35, 99999, 99990)","(9.0, 14.5, 13.428571428571429)","(51.0, 120.0, 70.0)"
07-01-2023 19:20:01.480616,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 16.5, 12.75)","(10.0, 13.5, 12.681818181818182)","(26.0, 29.0, 27.5)","(2.35, 99999, 99990)","(9.0, 14.5, 13.428571428571429)","(51.0, 100.0, 62.5)"
07-01-2023 19:20:02.682966,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 16.0, 14.0)","(10.0, 13.0, 11.928571428571429)","(26.0, 29.0, 27.5)","(2.35, 99999, 99990)","(9.0, 14.5, 12.5)","(51.0, 100.0, 62.5)"
07-01-2023 19:20:04.061670,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.0, 13.181818181818182)","(10.0, 13.0, 11.409090909090908)","(26.0, 29.0, 27.5)","(2.35, 99999, 99990)","(9.0, 14.0, 12.8)","(51.0, 100.0, 67.5)"
07-01-2023 19:20:05.306518,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.0, 13.181818181818182)","(10.0, 13.0, 11.409090909090908)","(26.0, 29.0, 27.5)","(2.3, 99999, 99990)","(9.0, 14.0, 12.8)","(51.0, 100.0, 67.5)"
07-01-2023 19:20:06.662467,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 13.5)","(10.0, 12.5, 11.38888888888889)","(26.0, 30.0, 28.25)","(2.3, 99999, 99990)","(9.0, 14.0, 12.75)","(51.0, 100.0, 67.5)"
07-01-2023 19:20:07.998514,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 13.25)","(10.0, 12.5, 11.38888888888889)","(26.0, 29.0, 26.63157894736842)","(2.3, 99999, 99990)","(9.0, 14.0, 12.75)","(51.0, 100.0, 67.5)"
07-01-2023 19:20:09.216265,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 13.25)","(10.0, 12.5, 11.38888888888889)","(26.0, 30.0, 27.8)","(2.3, 99999, 99990)","(9.0, 14.0, 12.75)","(51.0, 100.0, 76.2)"
07-01-2023 19:20:10.357549,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 13.25)","(10.0, 12.5, 11.75)","(26.0, 29.0, 27.363636363636363)","(2.3, 99999, 99990)","(9.0, 14.0, 13.142857142857142)","(51.0, 95.0, 57.5)"
07-01-2023 19:20:11.530320,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 13.375)","(10.0, 12.5, 11.714285714285714)","(26.0, 29.0, 27.363636363636363)","(2.3, 99999, 99990)","(9.0, 14.0, 12.666666666666666)","(51.0, 95.0, 57.5)"
07-01-2023 19:20:12.690198,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 13.375)","(10.0, 12.0, 11.714285714285714)","(26.0, 29.0, 27.363636363636363)","(2.3, 99999, 99990)","(9.0, 13.5, 12.666666666666666)","(51.0, 95.0, 57.5)"
07-01-2023 19:20:13.846596,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 13.375)","(10.0, 15.0, 12.0)","(26.0, 29.0, 27.571428571428573)","(2.3, 99999, 99990)","(9.0, 13.5, 12.666666666666666)","(51.0, 95.0, 57.5)"
07-01-2023 19:20:15.007779,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 13.375)","(10.0, 15.0, 12.0)","(26.0, 29.0, 27.571428571428573)","(2.3, 99999, 99990)","(9.0, 13.5, 12.666666666666666)","(51.0, 95.0, 57.5)"
07-01-2023 19:20:16.204069,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 13.375)","(10.0, 14.5, 11.857142857142858)","(26.0, 29.0, 27.444444444444443)","(2.3, 99999, 99990)","(9.0, 13.5, 12.666666666666666)","(51.0, 95.0, 70.0)"
07-01-2023 19:20:17.422877,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 13.375)","(10.0, 13.5, 11.75)","(26.0, 29.0, 27.444444444444443)","(2.3, 99999, 99990)","(9.0, 13.5, 12.75)","(51.0, 95.0, 70.0)"
07-01-2023 19:20:18.950442,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 13.375)","(10.0, 13.0, 11.5625)","(26.0, 29.0, 27.444444444444443)","(2.3, 99999, 99990)","(9.0, 13.5, 12.75)","(51.0, 95.0, 57.5)"
07-01-2023 19:20:20.317853,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 14.0)","(10.0, 13.0, 12.227272727272727)","(26.0, 29.0, 27.25)","(2.3, 99999, 99990)","(9.0, 13.5, 13.09090909090909)","(51.0, 95.0, 78.33333333333333)"
07-01-2023 19:20:21.666242,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 13.357142857142858)","(10.0, 12.5, 11.964285714285714)","(21.0, 29.0, 27.25)","(2.3, 99999, 99990)","(9.0, 13.5, 13.09090909090909)","(51.0, 90.0, 67.5)"
07-01-2023 19:20:23.031514,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.0, 13.357142857142858)","(10.0, 12.5, 11.964285714285714)","(21.0, 29.0, 27.25)","(2.3, 99999, 99990)","(9.0, 13.5, 13.09090909090909)","(51.0, 85.0, 55.714285714285715)"
07-01-2023 19:20:24.216240,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.0, 13.666666666666666)","(10.0, 12.5, 12.125)","(21.0, 29.0, 27.25)","(2.3, 99999, 99990)","(9.0, 13.5, 12.9375)","(51.0, 90.0, 67.5)"
07-01-2023 19:20:25.525133,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 16.5, 15.0)","(10.0, 12.5, 12.125)","(21.0, 29.0, 27.5)","(2.3, 99999, 99990)","(9.0, 13.0, 12.941176470588236)","(51.0, 85.0, 67.5)"
07-01-2023 19:20:26.874664,"(31.0, 99999, 99990)","(4.2, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 16.0, 14.25)","(10.0, 12.5, 12.09090909090909)","(21.0, 29.0, 27.5)","(2.3, 99999, 99990)","(10.0, 13.0, 12.941176470588236)","(41.0, 85.0, 55.714285714285715)"
07-01-2023 19:20:28.024301,"(31.0, 99999, 99990)","(4.2, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.0, 14.25)","(10.0, 12.5, 12.09090909090909)","(21.0, 29.0, 27.5)","(2.3, 99999, 99990)","(10.0, 13.0, 12.941176470588236)","(41.0, 90.0, 55.714285714285715)"
07-01-2023 19:20:29.150856,"(31.0, 99999, 99990)","(4.2, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.0, 13.928571428571429)","(10.0, 12.5, 12.09090909090909)","(21.0, 29.0, 27.25)","(2.3, 99999, 99990)","(10.0, 13.0, 12.954545454545455)","(41.0, 90.0, 55.714285714285715)"
07-01-2023 19:20:30.275906,"(31.0, 99999, 99990)","(4.2, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.0, 13.928571428571429)","(10.0, 12.5, 12.09090909090909)","(21.0, 29.0, 27.25)","(2.3, 99999, 99990)","(10.0, 13.0, 12.954545454545455)","(41.0, 85.0, 67.5)"
07-01-2023 19:20:31.409746,"(31.0, 99999, 99990)","(4.2, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.0, 14.142857142857142)","(10.0, 12.5, 12.09090909090909)","(21.0, 29.0, 27.25)","(2.3, 99999, 99990)","(10.0, 16.5, 15.3)","(41.0, 85.0, 75.25)"
07-01-2023 19:20:32.694698,"(31.0, 99999, 99990)","(4.2, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 15.0, 14.0)","(10.0, 12.5, 11.75)","(21.0, 29.0, 27.5)","(2.3, 99999, 99990)","(10.0, 16.0, 14.0)","(41.0, 85.0, 66.0)"
07-01-2023 19:20:33.914728,"(31.0, 99999, 99990)","(4.2, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 14.0)","(10.0, 12.5, 11.75)","(21.0, 29.0, 27.5)","(2.3, 99999, 99990)","(10.0, 15.0, 13.666666666666666)","(41.0, 90.0, 62.0)"
07-01-2023 19:20:35.243354,"(31.0, 99999, 99990)","(4.2, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 14.0)","(10.0, 12.5, 11.75)","(21.0, 29.0, 26.63157894736842)","(2.3, 99999, 99990)","(10.0, 15.0, 14.448275862068966)","(41.0, 90.0, 66.0)"
07-01-2023 19:20:36.619927,"(31.0, 99999, 99990)","(4.2, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 14.5, 15.4)","(10.0, 12.5, 11.75)","(21.0, 30.0, 26.75)","(2.3, 99999, 99990)","(10.0, 15.0, 14.285714285714286)","(41.0, 90.0, 66.0)"
07-01-2023 19:20:37.933628,"(31.0, 99999, 99990)","(4.2, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 16.0, 15.1)","(10.0, 12.5, 11.75)","(21.0, 29.0, 26.75)","(2.3, 99999, 99990)","(10.0, 14.5, 14.285714285714286)","(41.0, 90.0, 73.07692307692308)"
07-01-2023 19:20:39.366937,"(31.0, 99999, 99990)","(4.2, 99999, 99990)","(6.0, 99999, 99990)","(9.0, 16.0, 15.1)","(10.0, 12.5, 11.75)","(21.0, 29.0, 26.75)","(2.3, 99999, 99990)","(10.0, 14.5, 14.285714285714286)","(41.0, 90.0, 71.66666666666666)"
