,Regal Aura,Armarockstar,You Fly With Me Nz,Lorinda Kate,Beyond The Sea,Libba Racy,Terror In Texas,Caribbean Lily Nz
11-01-2023 19:13:35.809492,"(6.5, 8.2, 8.022222222222222)","(5.5, 9.4, 9.331818181818182)","(12.0, 99999, 99990)","(101.0, 440.0, 426.42857142857144)","(2.35, 2.72, 2.6900000000000004)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.8, 5.785714285714286)","(5.5, 99999, 99990)"
11-01-2023 19:13:36.929415,"(6.5, 8.2, 8.022222222222222)","(5.5, 9.4, 9.331818181818182)","(12.0, 99999, 99990)","(101.0, 440.0, 426.42857142857144)","(2.35, 2.72, 2.6900000000000004)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.8, 5.785714285714286)","(5.5, 99999, 99990)"
11-01-2023 19:13:38.238854,"(6.5, 8.2, 7.866666666666666)","(5.5, 9.4, 9.331818181818182)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.6900000000000004)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.8, 5.785714285714286)","(5.5, 99999, 99990)"
11-01-2023 19:13:39.334768,"(6.5, 8.2, 7.866666666666666)","(5.5, 9.4, 9.36923076923077)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.6900000000000004)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.8, 5.785714285714286)","(5.5, 99999, 99990)"
11-01-2023 19:13:40.422796,"(6.5, 8.2, 8.1)","(5.5, 9.4, 9.257142857142858)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.6900000000000004)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.8, 5.793877551020408)","(5.5, 99999, 99990)"
11-01-2023 19:13:41.543834,"(6.5, 8.2, 8.1)","(5.5, 9.4, 9.257142857142858)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.6900000000000004)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.8, 5.793877551020408)","(5.5, 99999, 99990)"
11-01-2023 19:13:42.660816,"(6.5, 8.2, 8.1)","(5.5, 9.4, 9.257142857142858)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.6900000000000004)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.8, 5.793877551020408)","(5.5, 99999, 99990)"
11-01-2023 19:13:43.960232,"(6.5, 8.2, 8.1)","(5.5, 9.4, 9.257142857142858)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.7148936170212767)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.8, 5.794736842105263)","(5.5, 99999, 99990)"
11-01-2023 19:13:45.141923,"(6.5, 8.2, 8.1)","(5.5, 9.4, 9.257142857142858)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.7148936170212767)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.8, 5.785714285714286)","(5.5, 99999, 99990)"
11-01-2023 19:13:46.247053,"(6.5, 8.2, 8.1)","(5.5, 9.4, 9.257142857142858)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.7148936170212767)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.8, 5.793877551020408)","(5.5, 99999, 99990)"
11-01-2023 19:13:47.522532,"(6.5, 8.2, 8.158333333333333)","(5.5, 9.4, 9.257142857142858)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.7148936170212767)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.8, 5.793877551020408)","(5.5, 99999, 99990)"
11-01-2023 19:13:48.615826,"(6.5, 8.2, 8.166666666666666)","(5.5, 9.4, 9.266666666666667)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.7148936170212767)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.8, 5.793877551020408)","(5.5, 99999, 99990)"
11-01-2023 19:13:49.725955,"(6.5, 8.0, 7.948387096774193)","(5.5, 9.4, 9.266666666666667)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.6900000000000004)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.8, 5.7)","(5.5, 99999, 99990)"
11-01-2023 19:13:50.745618,"(6.5, 8.0, 7.948387096774193)","(5.5, 9.4, 9.266666666666667)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.6900000000000004)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.9, 5.7)","(5.5, 99999, 99990)"
11-01-2023 19:13:51.794722,"(6.5, 8.0, 7.948387096774193)","(5.5, 9.4, 9.266666666666667)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.6900000000000004)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.9, 5.7)","(5.5, 99999, 99990)"
11-01-2023 19:13:52.893129,"(6.5, 8.0, 7.907692307692308)","(5.5, 9.4, 9.266666666666667)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.72, 2.602033898305085)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.9, 5.7)","(5.5, 99999, 99990)"
11-01-2023 19:13:54.029551,"(6.5, 8.2, 8.138461538461538)","(5.5, 9.4, 9.266666666666667)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.64, 2.5849180327868853)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.9, 5.7)","(5.5, 99999, 99990)"
11-01-2023 19:13:55.164403,"(6.5, 8.2, 8.138461538461538)","(5.5, 9.4, 9.266666666666667)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.64, 2.5849180327868853)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.9, 5.7)","(5.5, 99999, 99990)"
11-01-2023 19:13:56.341596,"(6.5, 8.2, 8.138461538461538)","(5.5, 9.4, 9.266666666666667)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.64, 2.5849180327868853)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.9, 5.7)","(5.5, 99999, 99990)"
11-01-2023 19:13:57.606026,"(6.5, 8.2, 8.138461538461538)","(5.5, 9.4, 9.266666666666667)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.64, 2.5849180327868853)","(41.0, 75.0, 72.14285714285714)","(4.4, 5.9, 5.95)","(5.5, 99999, 99990)"
11-01-2023 19:13:58.866639,"(6.5, 8.2, 8.138461538461538)","(5.5, 9.4, 9.266666666666667)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.64, 2.5848387096774195)","(41.0, 75.0, 72.14285714285714)","(4.4, 6.0, 6.0)","(5.5, 99999, 99990)"
11-01-2023 19:14:00.217012,"(6.5, 8.2, 8.138461538461538)","(5.5, 9.4, 9.266666666666667)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.64, 2.5848387096774195)","(41.0, 75.0, 72.14285714285714)","(4.4, 6.2, 6.0)","(5.5, 99999, 99990)"
11-01-2023 19:14:01.463574,"(6.5, 8.2, 8.138461538461538)","(5.5, 9.4, 9.266666666666667)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.64, 2.5846875000000002)","(41.0, 75.0, 72.14285714285714)","(4.4, 6.2, 6.0)","(5.5, 99999, 99990)"
11-01-2023 19:14:02.597810,"(6.5, 8.2, 8.138461538461538)","(5.5, 9.4, 9.266666666666667)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.64, 2.5846875000000002)","(41.0, 75.0, 72.14285714285714)","(4.4, 6.2, 6.0)","(5.5, 99999, 99990)"
11-01-2023 19:14:03.794492,"(6.5, 8.2, 8.138461538461538)","(5.5, 9.4, 9.1)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.64, 2.5846875000000002)","(41.0, 75.0, 72.14285714285714)","(4.6, 6.2, 6.0)","(5.5, 99999, 99990)"
11-01-2023 19:14:05.003055,"(6.5, 8.2, 8.138461538461538)","(5.5, 9.4, 9.1)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.64, 2.5846875000000002)","(41.0, 75.0, 72.14285714285714)","(4.6, 6.2, 5.984)","(5.5, 99999, 99990)"
11-01-2023 19:14:06.202549,"(6.5, 8.2, 8.138461538461538)","(5.5, 9.4, 9.1)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.64, 2.5846875000000002)","(41.0, 75.0, 72.14285714285714)","(4.6, 6.2, 5.984)","(5.5, 99999, 99990)"
11-01-2023 19:14:07.335209,"(6.5, 8.4, 8.200000000000001)","(5.5, 9.4, 9.1)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.56, 2.5207843137254904)","(41.0, 75.0, 72.14285714285714)","(4.6, 6.2, 5.984)","(5.5, 99999, 99990)"
11-01-2023 19:14:08.360279,"(6.5, 8.4, 8.200000000000001)","(5.5, 9.4, 9.1)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.56, 2.5207843137254904)","(41.0, 75.0, 72.14285714285714)","(4.6, 6.2, 5.984)","(5.5, 99999, 99990)"
11-01-2023 19:14:09.540819,"(6.5, 8.4, 8.200000000000001)","(5.5, 9.4, 9.1)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.56, 2.5207843137254904)","(41.0, 75.0, 72.14285714285714)","(4.6, 6.2, 5.984)","(5.5, 99999, 99990)"
11-01-2023 19:14:10.709912,"(6.5, 8.4, 8.200000000000001)","(5.5, 9.4, 9.1)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.56, 2.5207843137254904)","(41.0, 75.0, 72.14285714285714)","(4.6, 6.2, 5.938888888888889)","(5.5, 99999, 99990)"
11-01-2023 19:14:11.927927,"(6.5, 8.4, 8.200000000000001)","(5.5, 9.4, 9.1)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.35, 2.56, 2.578181818181818)","(41.0, 75.0, 72.14285714285714)","(4.6, 6.0, 5.97)","(5.5, 99999, 99990)"
11-01-2023 19:14:13.239643,"(6.0, 7.0, 6.82)","(5.5, 9.4, 9.2)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.3, 2.6, 2.54)","(41.0, 75.0, 73.33333333333333)","(4.6, 6.0, 5.992307692307692)","(5.5, 99999, 99990)"
11-01-2023 19:14:14.700409,"(6.0, 7.2, 6.805797101449275)","(5.5, 9.8, 9.700000000000001)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.3, 2.6, 2.576)","(41.0, 75.0, 73.33333333333333)","(4.6, 6.2, 5.9750000000000005)","(5.5, 99999, 99990)"
11-01-2023 19:14:16.023765,"(6.0, 7.2, 6.805797101449275)","(6.0, 9.8, 9.700000000000001)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.3, 2.6, 2.5885714285714285)","(41.0, 75.0, 73.33333333333333)","(4.8, 6.2, 6.02)","(5.5, 99999, 99990)"
11-01-2023 19:14:17.384599,"(6.0, 6.4, 6.202325581395349)","(6.0, 9.8, 9.4)","(12.0, 99999, 99990)","(101.0, 440.0, 380.0)","(2.3, 2.6, 2.597777777777778)","(41.0, 75.0, 73.33333333333333)","(4.8, 6.2, 6.657142857142857)","(5.5, 99999, 99990)"
11-01-2023 19:14:18.633715,"(6.0, 6.2, 6.15)","(6.0, 10.0, 10.8)","(12.0, 99999, 99990)","(101.0, 440.0, 345.0)","(2.3, 2.62, 2.6075)","(41.0, 75.0, 73.33333333333333)","(4.8, 6.8, 6.7)","(5.5, 99999, 99990)"
11-01-2023 19:14:19.925669,"(6.0, 6.2, 6.15)","(6.0, 11.0, 10.996)","(12.0, 99999, 99990)","(101.0, 430.0, 340.0)","(2.3, 2.62, 2.6075)","(41.0, 75.0, 73.33333333333333)","(4.8, 6.8, 6.7)","(5.5, 99999, 99990)"
11-01-2023 19:14:21.199881,"(6.0, 6.2, 6.043478260869565)","(6.0, 11.0, 10.4)","(12.0, 99999, 99990)","(101.0, 420.0, 340.0)","(2.3, 2.62, 2.617826086956522)","(41.0, 75.0, 73.33333333333333)","(4.8, 6.8, 6.7)","(5.5, 99999, 99990)"
11-01-2023 19:14:22.361549,"(6.0, 6.2, 6.043478260869565)","(6.0, 11.0, 10.4)","(12.0, 99999, 99990)","(101.0, 420.0, 340.0)","(2.3, 2.62, 2.617826086956522)","(41.0, 75.0, 73.33333333333333)","(4.8, 6.8, 6.7)","(5.5, 99999, 99990)"
11-01-2023 19:14:23.409373,"(6.0, 6.2, 6.043478260869565)","(6.0, 12.0, 11.991525423728813)","(12.0, 99999, 99990)","(101.0, 420.0, 340.0)","(2.3, 2.62, 2.5962711864406782)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.7)","(5.5, 99999, 99990)"
11-01-2023 19:14:24.468243,"(6.0, 6.2, 6.043478260869565)","(6.0, 12.5, 12.142857142857142)","(12.0, 99999, 99990)","(101.0, 420.0, 340.0)","(2.3, 2.62, 2.618529411764706)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.7)","(5.5, 99999, 99990)"
11-01-2023 19:14:25.628490,"(6.0, 6.0, 5.7375)","(6.0, 12.5, 12.142857142857142)","(12.0, 99999, 99990)","(101.0, 420.0, 340.0)","(2.3, 2.62, 2.6185074626865674)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.7)","(5.5, 99999, 99990)"
11-01-2023 19:14:26.863181,"(6.0, 6.0, 5.8)","(6.0, 12.5, 12.142857142857142)","(12.0, 99999, 99990)","(101.0, 420.0, 340.0)","(2.3, 2.62, 2.6185074626865674)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.7)","(5.5, 99999, 99990)"
11-01-2023 19:14:28.067896,"(6.0, 6.0, 5.72)","(6.0, 12.5, 12.0)","(12.0, 99999, 99990)","(101.0, 420.0, 340.0)","(2.3, 2.62, 2.634857142857143)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.7)","(5.5, 99999, 99990)"
11-01-2023 19:14:29.122343,"(6.0, 6.0, 5.72)","(6.0, 12.0, 11.857142857142858)","(12.0, 99999, 99990)","(101.0, 420.0, 340.0)","(2.3, 2.64, 2.634857142857143)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.7)","(5.5, 99999, 99990)"
11-01-2023 19:14:30.327756,"(6.0, 6.0, 5.72)","(6.0, 12.0, 11.857142857142858)","(12.0, 99999, 99990)","(101.0, 420.0, 345.0)","(2.3, 2.64, 2.634857142857143)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.7)","(5.5, 99999, 99990)"
11-01-2023 19:14:31.515376,"(6.0, 6.0, 5.72)","(6.0, 12.0, 11.857142857142858)","(12.0, 99999, 99990)","(101.0, 430.0, 345.0)","(2.3, 2.64, 2.634857142857143)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.7)","(5.5, 99999, 99990)"
11-01-2023 19:14:32.629173,"(6.0, 6.0, 5.8133333333333335)","(6.0, 12.0, 11.857142857142858)","(12.0, 99999, 99990)","(101.0, 430.0, 345.0)","(2.3, 2.64, 2.634857142857143)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.7)","(5.5, 99999, 99990)"
11-01-2023 19:14:33.716901,"(6.0, 6.2, 5.866666666666666)","(6.0, 12.0, 11.857142857142858)","(12.0, 99999, 99990)","(101.0, 430.0, 345.0)","(2.3, 2.64, 2.634857142857143)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.3875)","(5.5, 99999, 99990)"
11-01-2023 19:14:34.856899,"(5.5, 6.2, 5.842857142857143)","(6.5, 12.0, 11.5)","(12.0, 99999, 99990)","(101.0, 430.0, 345.0)","(2.3, 2.64, 2.634857142857143)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.3875)","(6.0, 99999, 99990)"
11-01-2023 19:14:36.055887,"(5.5, 6.2, 5.842857142857143)","(6.5, 12.0, 11.5)","(12.0, 99999, 99990)","(101.0, 430.0, 345.0)","(2.3, 2.64, 2.634857142857143)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.3875)","(6.0, 99999, 99990)"
11-01-2023 19:14:37.321817,"(5.5, 6.2, 5.842857142857143)","(6.5, 12.0, 11.76)","(12.0, 99999, 99990)","(101.0, 430.0, 345.0)","(2.3, 2.64, 2.634857142857143)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.3875)","(6.0, 99999, 99990)"
11-01-2023 19:14:38.514732,"(5.5, 6.2, 5.95)","(6.5, 12.0, 11.8)","(12.0, 99999, 99990)","(101.0, 430.0, 345.0)","(2.3, 2.64, 2.634857142857143)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.290909090909091)","(6.0, 99999, 99990)"
11-01-2023 19:14:39.661219,"(5.5, 6.2, 5.95)","(6.5, 12.0, 11.8)","(12.0, 99999, 99990)","(101.0, 430.0, 345.0)","(2.3, 2.64, 2.6258823529411766)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.245)","(6.0, 99999, 99990)"
11-01-2023 19:14:40.821332,"(5.5, 6.2, 5.95)","(6.5, 13.5, 12.666666666666666)","(12.0, 99999, 99990)","(101.0, 430.0, 345.0)","(2.25, 2.64, 2.6325000000000003)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.245)","(6.0, 99999, 99990)"
11-01-2023 19:14:42.038558,"(5.5, 6.2, 5.95)","(6.5, 12.5, 12.0)","(12.0, 99999, 99990)","(101.0, 430.0, 440.0)","(2.25, 2.64, 2.6325000000000003)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.2375)","(6.0, 99999, 99990)"
11-01-2023 19:14:43.216957,"(5.5, 6.0, 5.95)","(6.5, 12.5, 12.071428571428571)","(12.0, 99999, 99990)","(101.0, 530.0, 440.0)","(2.25, 2.64, 2.6325000000000003)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.23)","(6.0, 99999, 99990)"
11-01-2023 19:14:44.300216,"(5.5, 6.0, 5.95)","(6.5, 12.5, 12.147058823529411)","(12.0, 99999, 99990)","(101.0, 530.0, 440.0)","(2.25, 2.64, 2.6325000000000003)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.23)","(6.0, 99999, 99990)"
11-01-2023 19:14:45.393472,"(5.5, 6.0, 5.95)","(6.5, 12.5, 12.147058823529411)","(12.0, 99999, 99990)","(101.0, 530.0, 440.0)","(2.25, 2.64, 2.598181818181818)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.281818181818182)","(6.0, 99999, 99990)"
11-01-2023 19:14:46.512573,"(5.5, 6.0, 5.95)","(6.5, 12.5, 12.055555555555555)","(12.0, 99999, 99990)","(101.0, 530.0, 440.0)","(2.25, 2.62, 2.5285714285714285)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.281818181818182)","(6.0, 99999, 99990)"
11-01-2023 19:14:47.701449,"(5.5, 6.0, 5.95)","(6.5, 12.5, 12.055555555555555)","(12.0, 99999, 99990)","(101.0, 530.0, 440.0)","(2.25, 2.62, 2.5252631578947367)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.294736842105263)","(6.0, 99999, 99990)"
11-01-2023 19:14:48.831050,"(5.5, 6.0, 5.95)","(6.5, 12.5, 12.055555555555555)","(12.0, 99999, 99990)","(101.0, 530.0, 440.0)","(2.25, 2.62, 2.5)","(41.0, 75.0, 72.14285714285714)","(4.8, 6.8, 6.294736842105263)","(6.0, 99999, 99990)"
11-01-2023 19:14:50.060635,"(5.5, 6.0, 5.95)","(6.5, 12.5, 12.038461538461538)","(12.0, 99999, 99990)","(101.0, 530.0, 400.0)","(2.25, 2.52, 2.5073684210526315)","(41.0, 75.0, 73.0)","(4.8, 6.8, 6.294736842105263)","(6.0, 99999, 99990)"
11-01-2023 19:14:51.311146,"(5.5, 6.0, 5.95)","(6.5, 12.5, 12.038461538461538)","(12.0, 99999, 99990)","(101.0, 540.0, 400.0)","(2.25, 2.52, 2.4545454545454546)","(41.0, 85.0, 73.0)","(4.8, 6.8, 6.294736842105263)","(6.0, 99999, 99990)"
11-01-2023 19:14:52.498584,"(5.5, 6.2, 6.1761904761904765)","(6.5, 12.5, 12.038461538461538)","(12.0, 99999, 99990)","(101.0, 540.0, 400.0)","(2.25, 2.5, 2.4545454545454546)","(41.0, 85.0, 71.66666666666667)","(4.8, 6.8, 6.281818181818182)","(6.0, 99999, 99990)"
11-01-2023 19:14:53.719647,"(5.5, 6.2, 6.1761904761904765)","(6.5, 12.5, 12.038461538461538)","(12.0, 99999, 99990)","(101.0, 540.0, 493.3333333333333)","(2.25, 2.5, 2.4491525423728815)","(41.0, 85.0, 73.0)","(4.8, 6.8, 6.338461538461538)","(6.0, 99999, 99990)"
11-01-2023 19:14:54.781551,"(5.5, 6.2, 6.1761904761904765)","(6.5, 12.5, 12.038461538461538)","(12.0, 99999, 99990)","(101.0, 540.0, 493.3333333333333)","(2.25, 2.5, 2.6153398058252426)","(41.0, 85.0, 73.0)","(4.8, 6.6, 6.26)","(6.0, 99999, 99990)"
11-01-2023 19:14:55.872235,"(5.5, 6.2, 6.1761904761904765)","(6.5, 12.5, 12.038461538461538)","(12.0, 99999, 99990)","(101.0, 540.0, 493.3333333333333)","(2.25, 2.62, 2.6153398058252426)","(41.0, 85.0, 73.0)","(4.8, 6.6, 6.26)","(6.0, 99999, 99990)"
11-01-2023 19:14:57.044058,"(5.5, 6.0, 5.902608695652174)","(6.5, 12.5, 12.125)","(12.0, 99999, 99990)","(101.0, 540.0, 405.0)","(2.25, 2.62, 2.6153398058252426)","(41.0, 85.0, 77.5)","(4.8, 6.6, 6.26)","(6.0, 99999, 99990)"
11-01-2023 19:14:58.184304,"(5.5, 6.0, 5.705263157894737)","(6.5, 12.5, 12.125)","(12.0, 99999, 99990)","(101.0, 540.0, 405.0)","(2.25, 2.62, 2.616065573770492)","(41.0, 85.0, 77.5)","(4.8, 6.6, 6.26)","(6.0, 99999, 99990)"
11-01-2023 19:14:59.307559,"(5.5, 6.0, 5.623529411764705)","(6.5, 12.5, 12.125)","(12.0, 99999, 99990)","(101.0, 540.0, 405.0)","(2.25, 2.62, 2.6197241379310348)","(41.0, 85.0, 77.5)","(4.8, 6.6, 6.241379310344827)","(6.0, 99999, 99990)"
11-01-2023 19:15:00.487466,"(5.5, 6.0, 5.6229508196721305)","(6.5, 12.5, 12.125)","(12.0, 99999, 99990)","(101.0, 540.0, 315.0)","(2.25, 2.62, 2.6100000000000003)","(41.0, 85.0, 77.5)","(4.8, 6.6, 6.241379310344827)","(6.0, 99999, 99990)"
11-01-2023 19:15:01.780298,"(5.5, 6.0, 5.6229508196721305)","(6.5, 12.5, 11.9)","(12.0, 99999, 99990)","(101.0, 540.0, 315.0)","(2.25, 2.62, 2.482307692307692)","(41.0, 85.0, 80.0)","(4.8, 6.6, 6.316666666666666)","(6.0, 99999, 99990)"
11-01-2023 19:15:03.006579,"(5.5, 5.8, 5.6499999999999995)","(6.5, 13.5, 12.738095238095237)","(12.0, 99999, 99990)","(101.0, 540.0, 308.57142857142856)","(2.25, 2.54, 2.495223880597015)","(41.0, 85.0, 80.0)","(4.8, 6.6, 6.275675675675676)","(6.0, 99999, 99990)"
11-01-2023 19:15:04.234924,"(5.5, 5.6, 5.598979591836734)","(6.5, 13.5, 12.738095238095237)","(12.0, 99999, 99990)","(101.0, 540.0, 308.57142857142856)","(2.25, 2.54, 2.5194520547945207)","(41.0, 85.0, 80.0)","(4.8, 6.6, 6.2846153846153845)","(6.0, 99999, 99990)"
11-01-2023 19:15:05.298988,"(5.5, 5.8, 5.778787878787878)","(6.5, 13.5, 11.75)","(12.0, 99999, 99990)","(101.0, 540.0, 360.0)","(2.25, 2.54, 2.525945945945946)","(41.0, 85.0, 80.0)","(4.8, 6.6, 6.2846153846153845)","(6.0, 99999, 99990)"
11-01-2023 19:15:06.433733,"(5.5, 5.8, 5.778787878787878)","(6.5, 13.5, 11.75)","(12.0, 99999, 99990)","(101.0, 540.0, 460.0)","(2.25, 2.54, 2.525945945945946)","(41.0, 85.0, 80.0)","(4.8, 6.6, 6.2846153846153845)","(6.0, 99999, 99990)"
11-01-2023 19:15:07.574654,"(5.5, 5.7, 5.697849462365592)","(6.5, 13.5, 11.75)","(12.0, 99999, 99990)","(101.0, 540.0, 360.0)","(2.25, 2.54, 2.525945945945946)","(41.0, 85.0, 83.125)","(4.8, 6.6, 6.2846153846153845)","(6.0, 99999, 99990)"
11-01-2023 19:15:08.723693,"(5.5, 5.7, 5.697849462365592)","(6.5, 13.5, 11.75)","(12.0, 99999, 99990)","(101.0, 540.0, 308.57142857142856)","(2.25, 2.54, 2.5256)","(41.0, 85.0, 83.125)","(4.8, 6.6, 6.2846153846153845)","(6.0, 99999, 99990)"
11-01-2023 19:15:09.818699,"(5.5, 5.7, 5.694230769230769)","(6.5, 13.5, 12.686046511627907)","(12.0, 99999, 99990)","(101.0, 540.0, 308.57142857142856)","(2.25, 2.54, 2.5256)","(41.0, 85.0, 83.125)","(4.8, 6.6, 6.2846153846153845)","(6.0, 99999, 99990)"
11-01-2023 19:15:11.025759,"(5.5, 5.7, 5.694230769230769)","(6.5, 13.5, 12.40625)","(12.0, 99999, 99990)","(101.0, 540.0, 308.57142857142856)","(2.25, 2.54, 2.5300460829493088)","(41.0, 85.0, 83.125)","(4.8, 6.6, 6.2846153846153845)","(6.0, 99999, 99990)"
11-01-2023 19:15:12.264233,"(5.5, 5.7, 5.685714285714286)","(6.5, 13.5, 12.25)","(12.0, 99999, 99990)","(101.0, 540.0, 308.57142857142856)","(2.25, 2.54, 2.5076168224299065)","(41.0, 85.0, 77.5)","(4.8, 6.6, 6.2846153846153845)","(6.0, 99999, 99990)"
11-01-2023 19:15:13.497121,"(5.5, 5.7, 5.685714285714286)","(6.5, 13.5, 12.25)","(12.0, 99999, 99990)","(101.0, 540.0, 308.57142857142856)","(2.25, 2.52, 2.507634660421546)","(41.0, 85.0, 62.5)","(4.8, 6.6, 6.258333333333334)","(6.0, 99999, 99990)"
11-01-2023 19:15:14.647364,"(5.0, 5.7, 5.685714285714286)","(7.0, 13.5, 12.25)","(12.0, 99999, 99990)","(101.0, 540.0, 308.57142857142856)","(2.25, 2.52, 2.5078095238095237)","(41.0, 85.0, 67.5)","(5.0, 6.6, 6.288888888888889)","(6.5, 99999, 99990)"
11-01-2023 19:15:15.765066,"(5.0, 5.7, 5.685714285714286)","(7.0, 13.5, 12.25)","(12.0, 99999, 99990)","(101.0, 540.0, 308.57142857142856)","(2.25, 2.52, 2.5828358208955224)","(41.0, 80.0, 67.5)","(5.0, 6.6, 6.2827586206896555)","(6.5, 99999, 99990)"
11-01-2023 19:15:16.966856,"(5.0, 5.7, 5.6912280701754385)","(7.0, 13.0, 12.083333333333334)","(12.0, 99999, 99990)","(101.0, 540.0, 308.57142857142856)","(2.25, 2.6, 2.569438202247191)","(41.0, 80.0, 67.5)","(5.0, 6.6, 6.124137931034483)","(6.5, 99999, 99990)"
11-01-2023 19:15:18.110164,"(5.0, 5.7, 5.6912280701754385)","(7.0, 13.0, 12.083333333333334)","(12.0, 99999, 99990)","(101.0, 540.0, 308.57142857142856)","(2.25, 2.6, 2.5853763440860216)","(41.0, 80.0, 67.5)","(5.0, 6.6, 6.246153846153846)","(6.5, 99999, 99990)"
