,Kween Kanali,Improper,Graphite Mist,Shalook,Communication,Huayu Rainbow,Shezabarbie,Wicked Missile
10-01-2023 15:10:45.694072,"(10.0, 14.0, 13.7)","(5.5, 6.8, 6.7898305084745765)","(2.9, 3.15, 3.1332142857142857)","(3.4, 3.6, 3.5294871794871794)","(5.0, 7.6, 7.570114942528735)","(21.0, 42.0, 40.5)","(101.0, 530.0, 512.7272727272727)","(71.0, 190.0, 180.0)"
10-01-2023 15:10:46.958119,"(10.0, 14.0, 13.7)","(5.5, 6.8, 6.789655172413793)","(2.9, 3.15, 3.1332142857142857)","(3.4, 3.55, 3.5304878048780486)","(5.0, 7.6, 7.572631578947368)","(21.0, 42.0, 40.5)","(101.0, 530.0, 490.0)","(71.0, 190.0, 180.0)"
10-01-2023 15:10:48.163285,"(10.0, 14.0, 13.7)","(5.5, 6.8, 6.789655172413793)","(2.9, 3.15, 3.1332142857142857)","(3.4, 3.55, 3.5277777777777777)","(5.0, 7.6, 7.572631578947368)","(21.0, 42.0, 40.5)","(101.0, 520.0, 473.33333333333337)","(71.0, 190.0, 180.0)"
10-01-2023 15:10:49.417029,"(10.0, 14.0, 13.7)","(5.5, 6.8, 6.791044776119403)","(2.9, 3.15, 3.1493421052631576)","(3.4, 3.55, 3.5277777777777777)","(5.0, 7.6, 7.572631578947368)","(21.0, 42.0, 40.5)","(101.0, 500.0, 473.33333333333337)","(71.0, 190.0, 180.0)"
10-01-2023 15:10:50.643665,"(10.0, 14.0, 13.7)","(5.0, 6.8, 6.791044776119403)","(2.9, 3.15, 3.1493421052631576)","(3.4, 3.55, 3.503623188405797)","(5.5, 7.6, 7.584269662921348)","(21.0, 42.0, 40.5)","(101.0, 500.0, 473.33333333333337)","(71.0, 190.0, 175.71428571428572)"
10-01-2023 15:10:51.876530,"(10.0, 14.0, 13.85483870967742)","(5.0, 6.8, 6.796923076923076)","(2.9, 3.15, 3.149295774647887)","(3.4, 3.55, 3.503623188405797)","(5.5, 7.6, 7.584269662921348)","(21.0, 42.0, 40.5)","(101.0, 500.0, 455.38461538461536)","(71.0, 190.0, 175.71428571428572)"
10-01-2023 15:10:53.173319,"(10.0, 14.0, 13.85483870967742)","(5.0, 6.8, 6.796923076923076)","(2.9, 3.15, 3.1491935483870965)","(3.4, 3.55, 3.500684931506849)","(5.5, 7.6, 7.95)","(21.0, 42.0, 40.5)","(101.0, 490.0, 433.75)","(71.0, 190.0, 175.71428571428572)"
10-01-2023 15:10:54.449684,"(10.0, 14.0, 13.85483870967742)","(5.0, 6.8, 6.796923076923076)","(2.9, 3.15, 3.1491935483870965)","(3.4, 3.55, 3.500684931506849)","(5.5, 8.4, 7.95)","(21.0, 42.0, 40.5)","(101.0, 490.0, 455.38461538461536)","(71.0, 190.0, 175.71428571428572)"
10-01-2023 15:10:55.674797,"(10.0, 14.0, 13.833333333333334)","(5.0, 6.8, 6.795121951219512)","(2.9, 3.2, 3.1793103448275866)","(3.4, 3.55, 3.517)","(5.5, 7.8, 7.75)","(21.0, 42.0, 41.0)","(101.0, 490.0, 455.38461538461536)","(71.0, 190.0, 175.71428571428572)"
10-01-2023 15:10:56.923079,"(10.0, 14.0, 13.833333333333334)","(5.0, 6.8, 6.795121951219512)","(2.9, 3.2, 3.1621621621621623)","(3.4, 3.55, 3.517)","(5.5, 7.8, 7.716666666666667)","(21.0, 42.0, 38.142857142857146)","(101.0, 490.0, 455.38461538461536)","(71.0, 190.0, 175.71428571428572)"
10-01-2023 15:10:58.148133,"(10.0, 13.5, 13.40625)","(5.0, 6.8, 6.796825396825397)","(2.9, 3.2, 3.1621621621621623)","(3.4, 3.55, 3.517)","(5.5, 7.8, 7.693333333333333)","(21.0, 42.0, 40.0)","(101.0, 490.0, 455.38461538461536)","(71.0, 190.0, 175.71428571428572)"
10-01-2023 15:10:59.456124,"(10.0, 13.5, 13.40625)","(5.0, 6.8, 6.796825396825397)","(2.9, 3.2, 3.161607142857143)","(3.4, 3.55, 3.5148936170212766)","(5.5, 7.8, 7.693333333333333)","(21.0, 42.0, 40.5)","(101.0, 490.0, 930.909090909091)","(71.0, 190.0, 175.71428571428572)"
10-01-2023 15:11:00.702885,"(10.0, 13.5, 13.40625)","(5.0, 6.8, 6.796825396825397)","(2.9, 3.2, 3.1574257425742576)","(3.4, 3.55, 3.5148936170212766)","(5.5, 7.8, 7.693333333333333)","(21.0, 42.0, 40.5)","(101.0, 990.0, 840.0)","(71.0, 190.0, 175.71428571428572)"
10-01-2023 15:11:01.909447,"(10.0, 13.5, 13.40625)","(5.0, 6.8, 6.796825396825397)","(2.9, 3.2, 3.1574257425742576)","(3.4, 3.55, 3.5860000000000003)","(5.5, 7.8, 7.693333333333333)","(21.0, 42.0, 40.5)","(101.0, 990.0, 440.0)","(71.0, 190.0, 158.75)"
10-01-2023 15:11:03.030356,"(10.0, 13.5, 13.426829268292684)","(5.0, 6.8, 6.796825396825397)","(2.9, 3.2, 3.1574257425742576)","(3.4, 3.6, 3.558333333333333)","(5.5, 7.8, 7.4)","(21.0, 42.0, 40.666666666666664)","(101.0, 450.0, 440.0)","(71.0, 190.0, 145.83333333333334)"
10-01-2023 15:11:04.221706,"(10.0, 13.5, 13.40909090909091)","(5.0, 6.8, 6.796825396825397)","(2.9, 3.2, 3.107950530035336)","(3.4, 3.65, 3.54609375)","(5.5, 7.8, 7.784761904761905)","(21.0, 42.0, 40.666666666666664)","(101.0, 450.0, 413.3333333333333)","(71.0, 150.0, 145.83333333333334)"
10-01-2023 15:11:05.413866,"(10.0, 13.5, 12.80952380952381)","(5.0, 6.8, 6.796825396825397)","(2.9, 3.15, 3.107950530035336)","(3.4, 3.55, 3.5457264957264956)","(5.5, 7.8, 7.784761904761905)","(21.0, 42.0, 40.666666666666664)","(101.0, 450.0, 413.3333333333333)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:06.624186,"(10.0, 13.0, 12.882352941176471)","(5.0, 6.8, 6.796825396825397)","(2.9, 3.15, 3.1084586466165414)","(3.3, 3.55, 3.5457264957264956)","(5.5, 7.8, 7.784761904761905)","(21.0, 42.0, 40.666666666666664)","(101.0, 450.0, 413.3333333333333)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:07.835449,"(10.0, 13.0, 12.862068965517242)","(5.0, 6.8, 6.795121951219512)","(2.9, 3.15, 3.110232558139535)","(3.3, 3.55, 3.5457264957264956)","(5.5, 7.8, 7.784761904761905)","(21.0, 42.0, 40.666666666666664)","(101.0, 450.0, 413.3333333333333)","(71.0, 150.0, 145.83333333333334)"
10-01-2023 15:11:09.063854,"(10.0, 13.0, 13.008928571428571)","(5.0, 6.8, 6.795121951219512)","(2.9, 3.15, 3.1082926829268294)","(3.3, 3.55, 3.5457264957264956)","(5.5, 7.8, 7.784761904761905)","(21.0, 42.0, 40.666666666666664)","(101.0, 450.0, 413.3333333333333)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:10.285649,"(10.0, 13.5, 13.008928571428571)","(5.0, 6.8, 6.795121951219512)","(2.9, 3.15, 3.100578034682081)","(3.3, 3.55, 3.5457264957264956)","(5.5, 7.8, 7.7853881278538815)","(21.0, 42.0, 40.666666666666664)","(101.0, 450.0, 413.3333333333333)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:11.568998,"(10.0, 13.5, 13.008928571428571)","(5.0, 6.8, 6.796825396825397)","(2.9, 3.15, 3.1005000000000003)","(3.3, 3.55, 3.5462962962962963)","(5.5, 7.8, 7.786666666666666)","(21.0, 42.0, 40.666666666666664)","(101.0, 450.0, 413.3333333333333)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:12.785864,"(10.0, 13.5, 13.008928571428571)","(5.0, 6.8, 6.796825396825397)","(2.9, 3.15, 3.1006666666666667)","(3.3, 3.55, 3.5462962962962963)","(5.5, 7.8, 7.791836734693877)","(21.0, 42.0, 40.666666666666664)","(101.0, 450.0, 413.3333333333333)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:14.078246,"(10.0, 13.5, 13.021739130434783)","(5.0, 6.8, 6.796825396825397)","(2.9, 3.15, 3.0732142857142857)","(3.3, 3.55, 3.5464028776978416)","(5.5, 7.8, 7.754545454545454)","(21.0, 42.0, 40.875)","(101.0, 450.0, 413.3333333333333)","(71.0, 150.0, 165.0)"
10-01-2023 15:11:15.378360,"(10.0, 13.5, 13.120689655172415)","(5.0, 6.8, 6.796825396825397)","(2.9, 3.1, 3.0732142857142857)","(3.3, 3.55, 3.5464028776978416)","(5.0, 7.8, 7.754545454545454)","(21.0, 42.0, 40.875)","(101.0, 450.0, 413.3333333333333)","(71.0, 190.0, 152.0)"
10-01-2023 15:11:16.627136,"(10.0, 13.5, 13.120689655172415)","(5.5, 6.8, 6.796825396825397)","(2.9, 3.1, 3.0794117647058825)","(3.3, 3.55, 3.547810218978102)","(5.0, 7.8, 7.699999999999999)","(21.0, 42.0, 40.875)","(101.0, 450.0, 365.0)","(71.0, 190.0, 145.45454545454547)"
10-01-2023 15:11:17.861213,"(10.0, 13.5, 13.120689655172415)","(5.5, 6.8, 6.796825396825397)","(2.9, 3.1, 3.0794117647058825)","(3.3, 3.55, 3.547810218978102)","(5.0, 7.8, 7.699999999999999)","(21.0, 42.0, 40.875)","(101.0, 440.0, 365.0)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:19.107349,"(10.0, 13.5, 13.120689655172415)","(5.5, 6.8, 6.796825396825397)","(2.9, 3.1, 3.050485436893204)","(3.3, 3.55, 3.5476190476190474)","(5.5, 7.8, 7.699999999999999)","(21.0, 42.0, 40.758620689655174)","(101.0, 440.0, 390.0)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:20.363049,"(10.0, 13.5, 13.120689655172415)","(5.5, 6.8, 6.796825396825397)","(2.9, 3.1, 3.0506451612903227)","(3.3, 3.55, 3.5425)","(5.5, 7.8, 7.699999999999999)","(21.0, 42.0, 40.875)","(101.0, 440.0, 365.0)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:21.712316,"(10.0, 13.5, 13.120689655172415)","(5.5, 6.8, 6.796825396825397)","(2.9, 3.1, 3.049169435215947)","(3.3, 3.55, 3.5425)","(5.5, 7.8, 7.699999999999999)","(21.0, 42.0, 40.875)","(101.0, 440.0, 390.0)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:23.012771,"(10.0, 13.5, 13.120689655172415)","(5.5, 6.8, 6.795121951219512)","(2.9, 3.1, 3.059607843137255)","(3.3, 3.5, 3.4732142857142856)","(5.5, 7.8, 7.699999999999999)","(21.0, 42.0, 40.875)","(101.0, 440.0, 390.0)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:24.319097,"(10.0, 13.5, 13.120689655172415)","(5.5, 6.8, 6.795121951219512)","(2.9, 3.1, 3.0564885496183205)","(3.3, 3.5, 3.53125)","(5.5, 7.8, 7.771428571428571)","(21.0, 42.0, 40.875)","(101.0, 440.0, 390.0)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:25.591083,"(10.0, 13.5, 13.202702702702704)","(5.5, 6.8, 6.798148148148148)","(2.9, 3.1, 3.0472340425531916)","(3.3, 3.55, 3.5437499999999997)","(5.5, 7.8, 7.791304347826086)","(21.0, 42.0, 40.875)","(101.0, 440.0, 365.0)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:26.824570,"(10.0, 13.5, 13.231707317073171)","(5.5, 6.8, 6.798148148148148)","(2.9, 3.1, 3.084732824427481)","(3.3, 3.55, 3.5437499999999997)","(5.5, 7.8, 7.791304347826086)","(21.0, 42.0, 40.875)","(101.0, 440.0, 390.0)","(71.0, 150.0, 154.28571428571428)"
10-01-2023 15:11:28.127573,"(10.0, 13.5, 13.231707317073171)","(5.5, 6.8, 6.798148148148148)","(2.9, 3.1, 3.0304347826086957)","(3.3, 3.55, 3.5437499999999997)","(5.5, 7.8, 7.903448275862069)","(21.0, 42.0, 40.875)","(101.0, 440.0, 390.0)","(71.0, 190.0, 152.0)"
10-01-2023 15:11:29.383858,"(10.0, 14.0, 13.647058823529411)","(5.5, 6.8, 6.798148148148148)","(2.9, 3.1, 3.0238095238095237)","(3.3, 3.55, 3.5437499999999997)","(5.5, 8.0, 7.883870967741935)","(21.0, 42.0, 40.666666666666664)","(101.0, 440.0, 390.0)","(71.0, 190.0, 145.45454545454547)"
10-01-2023 15:11:30.713759,"(10.0, 14.0, 13.777777777777779)","(5.5, 6.8, 6.797979797979798)","(2.9, 3.1, 3.0238095238095237)","(3.3, 3.55, 3.5468421052631576)","(5.5, 8.0, 7.925925925925926)","(21.0, 42.0, 40.666666666666664)","(101.0, 440.0, 425.0)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:32.120005,"(10.0, 14.0, 13.777777777777779)","(5.5, 6.8, 6.798275862068965)","(2.9, 3.1, 3.0238095238095237)","(3.3, 3.55, 3.5485576923076922)","(5.5, 8.0, 7.925925925925926)","(21.0, 42.0, 40.666666666666664)","(101.0, 440.0, 425.0)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:33.482038,"(10.0, 14.0, 13.777777777777779)","(5.5, 6.8, 6.798275862068965)","(2.9, 3.1, 3.006341463414634)","(3.3, 3.55, 3.5485576923076922)","(5.5, 8.0, 7.925925925925926)","(21.0, 42.0, 40.666666666666664)","(101.0, 440.0, 513.6363636363636)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:34.913775,"(10.0, 14.0, 13.777777777777779)","(5.0, 6.8, 6.798275862068965)","(2.9, 3.1, 3.0479545454545454)","(3.3, 3.55, 3.5923611111111113)","(5.5, 8.0, 7.925925925925926)","(21.0, 42.0, 40.666666666666664)","(101.0, 530.0, 513.6363636363636)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:36.417535,"(10.0, 14.0, 13.777777777777779)","(5.0, 6.8, 6.797849462365591)","(2.9, 3.05, 3.0479545454545454)","(3.3, 3.6, 3.5923611111111113)","(5.5, 8.0, 7.809523809523809)","(21.0, 42.0, 40.666666666666664)","(101.0, 530.0, 513.6363636363636)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:38.167133,"(10.0, 14.0, 13.80952380952381)","(5.0, 6.8, 6.798058252427184)","(2.9, 3.05, 3.041049723756906)","(3.3, 3.6, 3.5897727272727273)","(5.5, 8.0, 8.735135135135137)","(21.0, 42.0, 40.73684210526316)","(101.0, 530.0, 513.6363636363636)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:39.701711,"(10.0, 14.0, 13.4)","(5.0, 6.8, 6.791304347826086)","(2.9, 3.05, 3.034467005076142)","(3.3, 3.6, 3.5897727272727273)","(5.5, 8.8, 8.742857142857144)","(21.0, 42.0, 39.44444444444444)","(101.0, 530.0, 513.6363636363636)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:41.540410,"(10.0, 14.0, 13.318840579710145)","(5.0, 6.8, 6.788888888888889)","(2.9, 3.05, 3.034467005076142)","(3.2, 3.6, 3.5927947598253276)","(5.5, 8.8, 8.717241379310346)","(21.0, 40.0, 38.888888888888886)","(101.0, 530.0, 513.6363636363636)","(71.0, 190.0, 155.0)"
10-01-2023 15:11:43.112741,"(10.0, 14.0, 13.189655172413794)","(5.0, 6.8, 6.788888888888889)","(2.9, 3.05, 3.035145631067961)","(3.2, 3.6, 3.592699115044248)","(5.5, 8.8, 8.717241379310346)","(21.0, 40.0, 38.888888888888886)","(101.0, 530.0, 513.6363636363636)","(71.0, 190.0, 145.45454545454547)"
10-01-2023 15:11:44.447212,"(10.0, 14.0, 13.523809523809524)","(5.0, 6.8, 6.788888888888889)","(2.9, 3.05, 3.0397938144329895)","(3.2, 3.6, 3.589678899082569)","(5.5, 8.8, 8.592405063291139)","(21.0, 40.0, 38.888888888888886)","(101.0, 530.0, 842.3076923076924)","(71.0, 150.0, 142.85714285714286)"
10-01-2023 15:11:45.810051,"(10.0, 14.0, 13.615384615384615)","(5.0, 6.8, 6.7942857142857145)","(2.9, 3.05, 2.994747474747475)","(3.2, 3.6, 3.4994871794871796)","(5.5, 8.6, 8.377011494252875)","(21.0, 40.0, 38.888888888888886)","(101.0, 990.0, 440.90909090909093)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:47.163445,"(10.0, 14.0, 13.545454545454545)","(5.0, 6.8, 6.7942857142857145)","(2.9, 3.0, 2.970285714285714)","(3.2, 3.5, 3.4997518610421836)","(5.5, 8.4, 8.385882352941177)","(21.0, 40.0, 39.166666666666664)","(101.0, 450.0, 440.90909090909093)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:48.431279,"(10.0, 14.0, 13.545454545454545)","(5.0, 6.8, 6.792307692307692)","(2.9, 3.0, 2.992)","(3.2, 3.5, 3.4997518610421836)","(5.5, 8.4, 8.375757575757577)","(21.0, 40.0, 39.166666666666664)","(101.0, 450.0, 440.90909090909093)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:49.728952,"(10.0, 14.0, 13.523809523809524)","(5.0, 6.8, 6.785185185185185)","(2.9, 3.0, 2.947540983606557)","(3.2, 3.5, 3.4997518610421836)","(5.5, 8.4, 8.707692307692309)","(21.0, 40.0, 39.166666666666664)","(101.0, 450.0, 440.90909090909093)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:51.001201,"(10.0, 14.0, 13.64)","(5.0, 6.8, 6.785185185185185)","(2.9, 2.96, 2.971648351648352)","(3.2, 3.5, 3.589041095890411)","(5.5, 8.8, 8.566666666666666)","(21.0, 40.0, 38.888888888888886)","(101.0, 450.0, 406.25)","(71.0, 150.0, 142.85714285714286)"
10-01-2023 15:11:52.353225,"(10.0, 14.0, 13.64)","(5.0, 6.8, 6.4)","(2.9, 3.1, 2.9793846153846153)","(3.2, 3.6, 3.59)","(5.5, 8.6, 8.585714285714285)","(21.0, 40.0, 39.23076923076923)","(101.0, 440.0, 425.0)","(71.0, 150.0, 145.45454545454547)"
10-01-2023 15:11:53.683881,"(10.0, 14.0, 13.64)","(5.0, 6.4, 6.2101694915254235)","(2.9, 3.1, 2.9766666666666666)","(3.2, 3.6, 3.5935064935064935)","(5.5, 8.6, 8.72)","(21.0, 40.0, 39.23076923076923)","(101.0, 440.0, 425.0)","(71.0, 150.0, 158.75)"
10-01-2023 15:11:54.995295,"(10.0, 14.0, 13.64)","(5.0, 6.4, 6.068965517241379)","(2.9, 3.05, 2.9619999999999997)","(3.2, 3.6, 3.59390243902439)","(5.5, 8.8, 8.755555555555556)","(21.0, 40.0, 39.23076923076923)","(101.0, 440.0, 425.0)","(71.0, 190.0, 143.75)"
10-01-2023 15:11:56.325567,"(10.0, 14.0, 13.64)","(5.5, 6.4, 6.264150943396227)","(2.8, 3.05, 2.9619999999999997)","(3.2, 3.6, 3.530314960629921)","(5.5, 8.8, 8.755555555555556)","(21.0, 40.0, 39.23076923076923)","(101.0, 440.0, 425.0)","(71.0, 150.0, 143.75)"
10-01-2023 15:11:57.588336,"(10.0, 14.0, 13.64)","(5.5, 6.4, 6.258064516129032)","(2.8, 3.05, 2.981904761904762)","(3.2, 3.55, 3.4973493975903613)","(5.5, 8.8, 8.755555555555556)","(21.0, 40.0, 39.23076923076923)","(101.0, 440.0, 425.0)","(71.0, 150.0, 143.75)"
10-01-2023 15:11:58.893800,"(10.0, 14.0, 13.64)","(5.5, 6.4, 6.258064516129032)","(2.8, 3.1, 3.032)","(3.2, 3.5, 3.4973493975903613)","(5.5, 8.8, 8.755555555555556)","(21.0, 40.0, 39.23076923076923)","(101.0, 440.0, 425.0)","(71.0, 150.0, 165.0)"
10-01-2023 15:12:00.104532,"(10.0, 14.0, 13.689655172413794)","(5.5, 6.4, 6.258064516129032)","(2.8, 3.05, 3.004230769230769)","(3.2, 3.5, 3.495626477541371)","(5.5, 8.8, 8.755555555555556)","(21.0, 40.0, 39.714285714285715)","(101.0, 440.0, 425.0)","(71.0, 190.0, 162.0)"
10-01-2023 15:12:01.339203,"(10.0, 14.0, 13.64)","(5.5, 6.4, 6.258064516129032)","(2.8, 3.05, 3.004230769230769)","(3.2, 3.5, 3.495626477541371)","(5.5, 8.8, 8.755555555555556)","(21.0, 44.0, 39.714285714285715)","(101.0, 440.0, 425.0)","(71.0, 190.0, 162.0)"
10-01-2023 15:12:02.527162,"(10.0, 14.0, 13.55)","(5.5, 6.4, 6.258064516129032)","(2.8, 3.05, 3.0279629629629627)","(3.2, 3.5, 3.495626477541371)","(5.5, 8.8, 8.766666666666667)","(21.0, 44.0, 39.714285714285715)","(101.0, 440.0, 425.0)","(71.0, 190.0, 162.0)"
10-01-2023 15:12:03.716633,"(10.0, 14.0, 13.55)","(5.5, 6.4, 6.258064516129032)","(2.8, 3.05, 3.0279629629629627)","(3.2, 3.5, 3.495626477541371)","(5.5, 8.8, 8.766666666666667)","(21.0, 44.0, 41.07692307692308)","(101.0, 440.0, 403.3333333333333)","(71.0, 190.0, 165.0)"
10-01-2023 15:12:04.929249,"(10.0, 14.0, 13.590909090909092)","(5.5, 6.4, 6.116129032258065)","(2.8, 3.05, 3.021774193548387)","(3.2, 3.5, 3.4954545454545456)","(5.5, 8.8, 9.422222222222222)","(21.0, 42.0, 42.0)","(101.0, 410.0, 404.54545454545456)","(71.0, 180.0, 162.0)"
10-01-2023 15:12:06.130307,"(10.0, 14.0, 13.625)","(5.5, 6.4, 6.2098360655737705)","(2.8, 3.05, 3.016981132075472)","(3.2, 3.5, 3.4954545454545456)","(5.5, 9.6, 9.481318681318681)","(21.0, 44.0, 41.63636363636364)","(101.0, 410.0, 404.54545454545456)","(71.0, 180.0, 137.14285714285714)"
10-01-2023 15:12:07.360824,"(10.0, 14.0, 13.625)","(5.5, 6.4, 6.234285714285715)","(2.8, 3.05, 2.98)","(3.2, 3.5, 3.4961346633416457)","(5.5, 9.6, 9.475862068965517)","(21.0, 42.0, 41.63636363636364)","(101.0, 410.0, 404.54545454545456)","(71.0, 180.0, 156.66666666666666)"
10-01-2023 15:12:08.567051,"(10.0, 14.0, 13.625)","(5.5, 6.4, 6.234285714285715)","(2.8, 2.98, 3.0127659574468084)","(3.2, 3.5, 3.4961346633416457)","(5.5, 9.6, 9.498795180722892)","(21.0, 42.0, 41.2)","(101.0, 410.0, 404.54545454545456)","(71.0, 170.0, 145.0)"
10-01-2023 15:12:09.712981,"(11.0, 14.0, 13.789473684210526)","(5.5, 6.4, 6.234285714285715)","(2.7, 3.05, 3.0127659574468084)","(3.1, 3.5, 3.4961346633416457)","(6.0, 9.6, 9.399999999999999)","(26.0, 42.0, 41.2)","(101.0, 410.0, 407.0)","(91.0, 170.0, 145.0)"
10-01-2023 15:12:10.857434,"(11.0, 14.0, 13.714285714285714)","(5.5, 6.4, 6.234285714285715)","(2.7, 3.05, 2.9625)","(3.1, 3.5, 3.4957650273224044)","(6.0, 9.6, 9.399999999999999)","(26.0, 42.0, 42.888888888888886)","(101.0, 410.0, 407.0)","(91.0, 160.0, 142.85714285714286)"
10-01-2023 15:12:12.049319,"(10.0, 14.0, 13.714285714285714)","(5.5, 6.4, 6.2681818181818185)","(2.7, 3.0, 2.963934426229508)","(3.1, 3.5, 3.4957650273224044)","(6.0, 9.6, 9.399999999999999)","(26.0, 44.0, 42.888888888888886)","(101.0, 410.0, 407.0)","(81.0, 160.0, 145.0)"
10-01-2023 15:12:13.159920,"(10.0, 14.0, 13.714285714285714)","(5.5, 6.4, 6.2681818181818185)","(2.7, 3.0, 2.963934426229508)","(3.1, 3.5, 3.4957650273224044)","(6.0, 9.6, 9.623529411764705)","(26.0, 44.0, 42.888888888888886)","(101.0, 410.0, 407.0)","(81.0, 160.0, 145.0)"
10-01-2023 15:12:14.259867,"(10.0, 14.0, 13.714285714285714)","(5.5, 6.4, 6.2681818181818185)","(2.7, 3.0, 2.9522758620689653)","(3.1, 3.5, 3.4957650273224044)","(6.0, 9.8, 9.533333333333333)","(26.0, 44.0, 42.888888888888886)","(101.0, 410.0, 407.0)","(81.0, 150.0, 145.0)"
10-01-2023 15:12:15.387025,"(10.0, 14.0, 13.48936170212766)","(5.5, 6.4, 6.302564102564103)","(2.6, 2.98, 2.9522758620689653)","(3.1, 3.5, 3.4957650273224044)","(6.5, 9.6, 9.533333333333333)","(26.0, 44.0, 42.888888888888886)","(101.0, 410.0, 407.0)","(81.0, 150.0, 145.0)"
10-01-2023 15:12:16.469887,"(10.0, 14.0, 13.333333333333334)","(5.5, 6.4, 6.3015384615384615)","(2.6, 2.98, 2.9522758620689653)","(3.1, 3.5, 3.4957650273224044)","(6.5, 9.6, 9.52258064516129)","(26.0, 44.0, 41.69230769230769)","(101.0, 410.0, 406.8421052631579)","(81.0, 150.0, 143.33333333333334)"
10-01-2023 15:12:17.582285,"(10.0, 14.0, 13.236363636363636)","(5.5, 6.4, 6.241666666666667)","(2.6, 2.98, 2.945787234042553)","(3.1, 3.75, 3.7270666666666665)","(6.5, 9.6, 9.52258064516129)","(26.0, 44.0, 42.5)","(101.0, 410.0, 406.8421052631579)","(81.0, 150.0, 153.1578947368421)"
10-01-2023 15:12:18.661845,"(10.0, 14.0, 13.211864406779661)","(5.5, 6.4, 6.266666666666667)","(2.6, 2.98, 2.945194805194805)","(3.1, 3.75, 3.7156000000000002)","(6.5, 9.6, 9.562025316455696)","(26.0, 44.0, 42.125)","(101.0, 410.0, 406.8421052631579)","(81.0, 190.0, 155.0)"
10-01-2023 15:12:19.736561,"(10.0, 14.0, 13.607142857142858)","(5.5, 6.4, 6.305000000000001)","(2.6, 2.94, 2.9356338028169016)","(3.1, 3.75, 3.559090909090909)","(6.5, 9.6, 9.559999999999999)","(26.0, 44.0, 42.333333333333336)","(101.0, 410.0, 406.8421052631579)","(81.0, 190.0, 155.0)"
10-01-2023 15:12:20.828824,"(10.0, 14.0, 13.867647058823529)","(5.5, 6.4, 6.305000000000001)","(2.6, 3.0, 2.9646231155778895)","(3.1, 3.75, 3.5674603174603177)","(6.5, 9.6, 9.559999999999999)","(26.0, 44.0, 42.333333333333336)","(101.0, 410.0, 406.8421052631579)","(81.0, 190.0, 166.66666666666666)"
10-01-2023 15:12:21.879283,"(10.0, 14.0, 13.867647058823529)","(5.5, 6.2, 6.190625)","(2.6, 3.0, 2.944421052631579)","(3.1, 3.75, 3.499090909090909)","(6.5, 9.6, 9.538461538461538)","(26.0, 44.0, 42.333333333333336)","(101.0, 410.0, 406.8421052631579)","(81.0, 180.0, 160.0)"
10-01-2023 15:12:22.902837,"(10.0, 14.0, 13.867647058823529)","(5.5, 6.2, 6.190625)","(2.6, 3.0, 2.9438532110091744)","(3.1, 3.75, 3.669298245614035)","(6.5, 9.6, 9.538461538461538)","(26.0, 44.0, 41.27272727272727)","(101.0, 410.0, 406.8421052631579)","(81.0, 180.0, 160.0)"
10-01-2023 15:12:23.964170,"(10.0, 14.0, 13.756756756756756)","(5.5, 6.2, 6.190625)","(2.6, 3.0, 2.9441176470588233)","(3.1, 3.75, 3.673076923076923)","(6.5, 9.6, 9.536842105263158)","(26.0, 44.0, 39.5)","(101.0, 410.0, 406.8421052631579)","(81.0, 180.0, 160.0)"
10-01-2023 15:12:24.975238,"(10.0, 14.0, 13.666666666666666)","(5.5, 6.4, 6.354285714285715)","(2.6, 3.0, 2.9435643564356435)","(3.1, 3.65, 3.6415254237288135)","(6.5, 9.6, 9.536842105263158)","(26.0, 44.0, 39.5)","(101.0, 410.0, 406.8421052631579)","(81.0, 180.0, 160.0)"
