,Pool Dancer,Mrs Fencer,Maggie Bow,Smoking Yogi,Your Law,Buckle Up Wilder,Van Brae,Juno Another Way
12-01-2023 18:43:00.019108,"(1.65, 1.99, 1.9785714285714286)","(41.0, 100.0, 90.625)","(21.0, 70.0, 65.55555555555556)","(3.6, 4.4, 4.04)","(26.0, 40.0, 35.0)","(7.5, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.76086956521739)"
12-01-2023 18:43:01.296564,"(1.65, 1.99, 1.9769999999999999)","(41.0, 100.0, 79.16666666666667)","(21.0, 70.0, 65.55555555555556)","(3.6, 4.4, 4.16)","(26.0, 40.0, 35.0)","(7.5, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.76086956521739)"
12-01-2023 18:43:02.594600,"(1.65, 1.99, 1.9769999999999999)","(41.0, 100.0, 79.16666666666667)","(21.0, 70.0, 65.55555555555556)","(3.6, 4.4, 4.16)","(26.0, 40.0, 35.0)","(7.5, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.76086956521739)"
12-01-2023 18:43:03.754655,"(1.65, 1.99, 1.9773170731707317)","(41.0, 100.0, 79.16666666666667)","(21.0, 70.0, 65.55555555555556)","(3.6, 4.4, 4.04)","(26.0, 40.0, 33.294117647058826)","(7.5, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.76086956521739)"
12-01-2023 18:43:05.011954,"(1.65, 1.99, 1.978)","(41.0, 95.0, 91.53846153846153)","(21.0, 70.0, 65.55555555555556)","(3.6, 4.4, 3.995)","(26.0, 38.0, 37.0)","(7.5, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.76086956521739)"
12-01-2023 18:43:06.262464,"(1.65, 1.99, 1.9773170731707317)","(41.0, 95.0, 91.53846153846153)","(21.0, 70.0, 65.55555555555556)","(3.6, 4.4, 4.086956521739131)","(26.0, 38.0, 33.45454545454545)","(7.5, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.76086956521739)"
12-01-2023 18:43:07.507851,"(1.65, 1.99, 1.9769999999999999)","(41.0, 95.0, 91.53846153846153)","(21.0, 70.0, 65.55555555555556)","(3.6, 4.4, 4.1000000000000005)","(26.0, 38.0, 33.625)","(7.5, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.76086956521739)"
12-01-2023 18:43:08.689564,"(1.65, 1.99, 1.9773170731707317)","(41.0, 95.0, 91.78571428571428)","(31.0, 70.0, 65.55555555555556)","(3.6, 4.4, 4.2125)","(26.0, 38.0, 33.625)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.76086956521739)"
12-01-2023 18:43:09.989721,"(1.65, 1.99, 1.9769999999999999)","(41.0, 95.0, 91.78571428571428)","(31.0, 70.0, 65.55555555555556)","(3.6, 4.4, 4.078571428571429)","(26.0, 38.0, 33.625)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.76086956521739)"
12-01-2023 18:43:11.305843,"(1.65, 1.99, 1.9769999999999999)","(41.0, 95.0, 91.78571428571428)","(31.0, 70.0, 65.55555555555556)","(3.6, 4.4, 4.228571428571429)","(26.0, 38.0, 33.625)","(8.0, 12.5, 11.681818181818182)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.76086956521739)"
12-01-2023 18:43:13.272521,"(1.65, 1.99, 1.9769999999999999)","(51.0, 95.0, 91.66666666666667)","(31.0, 70.0, 65.55555555555556)","(3.5, 4.4, 4.256)","(26.0, 38.0, 33.625)","(8.0, 12.5, 11.681818181818182)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.76086956521739)"
12-01-2023 18:43:14.698205,"(1.65, 1.99, 1.9885714285714287)","(51.0, 95.0, 91.66666666666667)","(31.0, 70.0, 65.55555555555556)","(3.5, 4.4, 4.177777777777778)","(26.0, 38.0, 33.625)","(8.0, 12.5, 11.681818181818182)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.76086956521739)"
12-01-2023 18:43:15.915374,"(1.65, 1.98, 1.9789285714285714)","(51.0, 95.0, 91.66666666666667)","(31.0, 70.0, 65.55555555555556)","(3.5, 4.4, 4.083720930232558)","(26.0, 38.0, 33.88235294117647)","(8.0, 12.5, 11.681818181818182)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.071428571428571)"
12-01-2023 18:43:17.309788,"(1.65, 1.99, 1.982)","(51.0, 95.0, 91.36363636363636)","(31.0, 70.0, 65.55555555555556)","(3.5, 4.4, 4.172727272727273)","(26.0, 38.0, 33.88235294117647)","(8.0, 12.5, 11.681818181818182)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.071428571428571)"
12-01-2023 18:43:18.633692,"(1.65, 2.0, 1.9871794871794872)","(51.0, 95.0, 91.36363636363636)","(31.0, 70.0, 65.55555555555556)","(3.5, 4.3, 4.088235294117647)","(26.0, 38.0, 33.88235294117647)","(8.0, 12.5, 11.681818181818182)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.071428571428571)"
12-01-2023 18:43:19.942560,"(1.65, 2.0, 1.976)","(51.0, 95.0, 91.36363636363636)","(31.0, 70.0, 65.55555555555556)","(3.5, 4.3, 4.088235294117647)","(26.0, 38.0, 33.88235294117647)","(8.0, 12.5, 11.681818181818182)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.071428571428571)"
12-01-2023 18:43:21.243163,"(1.65, 2.0, 1.976)","(51.0, 95.0, 91.36363636363636)","(31.0, 70.0, 65.55555555555556)","(3.5, 4.3, 4.14)","(26.0, 38.0, 33.88235294117647)","(8.0, 12.5, 11.681818181818182)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.326086956521738)"
12-01-2023 18:43:22.617453,"(1.65, 2.0, 1.9916666666666667)","(51.0, 95.0, 91.0)","(31.0, 70.0, 65.55555555555556)","(3.5, 4.3, 4.193333333333333)","(26.0, 38.0, 33.88235294117647)","(8.0, 12.5, 11.681818181818182)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.326086956521738)"
12-01-2023 18:43:23.961182,"(1.65, 2.0, 1.9916666666666667)","(51.0, 95.0, 91.0)","(31.0, 70.0, 65.55555555555556)","(3.5, 4.3, 4.22)","(26.0, 38.0, 33.88235294117647)","(8.0, 12.5, 11.681818181818182)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.326086956521738)"
12-01-2023 18:43:25.260147,"(1.65, 2.0, 1.9916666666666667)","(51.0, 95.0, 91.0)","(31.0, 70.0, 65.55555555555556)","(3.5, 4.3, 4.22)","(26.0, 38.0, 33.88235294117647)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.071428571428571)"
12-01-2023 18:43:26.531168,"(1.65, 1.99, 1.9884210526315789)","(51.0, 95.0, 91.0)","(31.0, 70.0, 65.55555555555556)","(3.5, 4.3, 4.22)","(26.0, 38.0, 34.111111111111114)","(8.0, 12.5, 11.681818181818182)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.071428571428571)"
12-01-2023 18:43:27.886941,"(1.65, 1.97, 1.9544444444444444)","(51.0, 95.0, 90.55555555555556)","(31.0, 70.0, 65.55555555555556)","(3.5, 4.3, 4.22)","(26.0, 38.0, 34.111111111111114)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.071428571428571)"
12-01-2023 18:43:29.755696,"(1.65, 1.97, 1.9446153846153846)","(51.0, 95.0, 90.55555555555556)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.22)","(26.0, 38.0, 34.111111111111114)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.071428571428571)"
12-01-2023 18:43:31.482093,"(1.65, 1.97, 1.9525)","(51.0, 95.0, 90.55555555555556)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.22)","(26.0, 38.0, 31.636363636363637)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.326086956521738)"
12-01-2023 18:43:33.139080,"(1.65, 1.97, 1.9545454545454546)","(51.0, 95.0, 90.0)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.135294117647059)","(26.0, 38.0, 31.636363636363637)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.326086956521738)"
12-01-2023 18:43:35.081901,"(1.65, 2.0, 1.968)","(51.0, 95.0, 80.0)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.172727272727273)","(26.0, 38.0, 31.636363636363637)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.071428571428571)"
12-01-2023 18:43:36.728704,"(1.65, 2.0, 1.968)","(51.0, 90.0, 82.0)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.196296296296296)","(26.0, 38.0, 31.636363636363637)","(8.0, 12.5, 11.441176470588236)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.071428571428571)"
12-01-2023 18:43:38.192084,"(1.65, 2.0, 1.9618181818181817)","(51.0, 90.0, 80.0)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.196296296296296)","(26.0, 38.0, 31.636363636363637)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.071428571428571)"
12-01-2023 18:43:39.517207,"(1.65, 1.98, 1.96125)","(51.0, 90.0, 69.0)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.196296296296296)","(26.0, 38.0, 31.636363636363637)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.071428571428571)"
12-01-2023 18:43:40.977461,"(1.65, 1.98, 1.9533333333333334)","(51.0, 90.0, 62.0)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.239130434782608)","(26.0, 38.0, 31.636363636363637)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.326086956521738)"
12-01-2023 18:43:42.355399,"(1.65, 1.98, 1.9533333333333334)","(51.0, 90.0, 62.0)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.239130434782608)","(26.0, 38.0, 31.636363636363637)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.326086956521738)"
12-01-2023 18:43:43.667420,"(1.65, 1.98, 1.9649999999999999)","(51.0, 90.0, 66.66666666666667)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.239130434782608)","(26.0, 38.0, 33.333333333333336)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.3)"
12-01-2023 18:43:45.049902,"(1.65, 2.0, 1.964)","(51.0, 85.0, 72.5)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.239130434782608)","(26.0, 38.0, 33.333333333333336)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.3)"
12-01-2023 18:43:46.266672,"(1.65, 2.0, 1.964)","(51.0, 90.0, 72.5)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.239130434782608)","(26.0, 38.0, 33.333333333333336)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.3)"
12-01-2023 18:43:47.471836,"(1.65, 2.0, 1.9666666666666666)","(51.0, 90.0, 81.25)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.196296296296296)","(26.0, 38.0, 33.333333333333336)","(8.0, 12.5, 11.576923076923077)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 11.3)"
12-01-2023 18:43:48.644084,"(1.65, 2.0, 1.9666666666666666)","(51.0, 90.0, 81.25)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.196296296296296)","(26.0, 38.0, 33.333333333333336)","(8.0, 12.5, 10.919512195121952)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.326086956521738)"
12-01-2023 18:43:49.816487,"(1.65, 2.0, 1.987142857142857)","(51.0, 90.0, 85.0)","(31.0, 70.0, 65.38461538461539)","(3.5, 4.3, 4.239130434782608)","(26.0, 38.0, 33.333333333333336)","(8.0, 12.5, 10.029411764705882)","(41.0, 90.0, 89.0909090909091)","(9.0, 12.5, 10.326086956521738)"
12-01-2023 18:43:51.162647,"(1.65, 2.0, 1.992)","(51.0, 95.0, 81.66666666666667)","(31.0, 70.0, 66.0)","(3.5, 4.3, 4.1923076923076925)","(26.0, 38.0, 31.636363636363637)","(8.0, 12.5, 10.973684210526315)","(41.0, 90.0, 98.75)","(9.0, 12.5, 10.441176470588236)"
12-01-2023 18:43:52.300955,"(1.65, 2.04, 2.012142857142857)","(51.0, 95.0, 81.66666666666667)","(31.0, 70.0, 66.0)","(3.5, 4.3, 4.272881355932203)","(26.0, 38.0, 31.636363636363637)","(8.0, 11.5, 9.819047619047618)","(41.0, 110.0, 98.75)","(9.0, 12.5, 11.1)"
12-01-2023 18:43:53.623183,"(1.65, 2.04, 2.006666666666667)","(51.0, 95.0, 90.0)","(31.0, 70.0, 66.0)","(3.5, 4.3, 4.139189189189189)","(26.0, 38.0, 33.88235294117647)","(8.0, 10.5, 9.762162162162161)","(41.0, 110.0, 100.625)","(9.0, 12.5, 11.1)"
12-01-2023 18:43:54.800886,"(1.65, 2.04, 2.006666666666667)","(51.0, 95.0, 90.0)","(31.0, 70.0, 66.0)","(3.5, 4.3, 4.139189189189189)","(26.0, 38.0, 33.88235294117647)","(8.0, 10.5, 9.952941176470588)","(41.0, 110.0, 96.53846153846153)","(8.5, 12.5, 11.1)"
12-01-2023 18:43:55.972677,"(1.65, 2.06, 2.012)","(51.0, 95.0, 90.0)","(31.0, 70.0, 66.0)","(3.5, 4.3, 4.139189189189189)","(26.0, 38.0, 33.88235294117647)","(8.0, 10.0, 9.911111111111111)","(41.0, 100.0, 96.53846153846153)","(8.5, 12.5, 11.1)"
12-01-2023 18:43:57.144312,"(1.65, 2.06, 2.012)","(51.0, 95.0, 90.0)","(31.0, 70.0, 66.0)","(3.5, 4.3, 4.139189189189189)","(26.0, 38.0, 33.88235294117647)","(8.0, 10.0, 9.95)","(41.0, 100.0, 96.53846153846153)","(8.5, 12.5, 10.555555555555555)"
12-01-2023 18:43:58.276820,"(1.65, 2.06, 2.033333333333333)","(51.0, 95.0, 90.0)","(31.0, 70.0, 66.0)","(3.5, 4.3, 4.139189189189189)","(26.0, 38.0, 33.88235294117647)","(8.0, 10.0, 9.755555555555556)","(41.0, 100.0, 96.53846153846153)","(8.5, 12.5, 11.227272727272727)"
12-01-2023 18:43:59.437817,"(1.65, 2.06, 2.008)","(51.0, 95.0, 92.08333333333333)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.3, 4.167777777777777)","(26.0, 38.0, 33.88235294117647)","(8.0, 10.0, 9.659459459459459)","(41.0, 100.0, 96.53846153846153)","(8.5, 12.5, 10.852941176470589)"
12-01-2023 18:44:00.582787,"(1.65, 2.06, 2.0228571428571427)","(51.0, 95.0, 92.08333333333333)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.3, 4.167777777777777)","(26.0, 38.0, 33.88235294117647)","(8.0, 10.0, 9.659459459459459)","(41.0, 100.0, 96.53846153846153)","(8.5, 12.5, 10.852941176470589)"
12-01-2023 18:44:01.583098,"(1.65, 2.1, 2.0300000000000002)","(51.0, 95.0, 92.08333333333333)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.3, 4.167777777777777)","(26.0, 38.0, 33.88235294117647)","(8.0, 10.0, 9.659459459459459)","(41.0, 100.0, 96.53846153846153)","(8.5, 12.5, 11.227272727272727)"
12-01-2023 18:44:02.635304,"(1.65, 2.08, 2.006666666666667)","(51.0, 100.0, 85.88235294117646)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.3, 4.167777777777777)","(26.0, 38.0, 33.88235294117647)","(8.0, 10.0, 9.515384615384615)","(41.0, 100.0, 96.53846153846153)","(8.5, 12.5, 10.852941176470589)"
12-01-2023 18:44:03.723274,"(1.65, 2.06, 2.0048)","(51.0, 100.0, 85.41666666666666)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.3, 4.167777777777777)","(26.0, 38.0, 33.88235294117647)","(8.0, 10.0, 9.766666666666666)","(41.0, 100.0, 96.53846153846153)","(8.5, 12.5, 11.566666666666666)"
12-01-2023 18:44:04.783183,"(1.65, 2.02, 1.9910344827586206)","(51.0, 100.0, 89.70588235294117)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.3, 4.045)","(26.0, 38.0, 33.88235294117647)","(8.0, 10.0, 9.853333333333333)","(41.0, 100.0, 96.53846153846153)","(8.5, 12.5, 11.566666666666666)"
12-01-2023 18:44:05.900579,"(1.65, 2.02, 1.9885714285714287)","(51.0, 100.0, 82.5)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.3, 4.180000000000001)","(26.0, 38.0, 33.88235294117647)","(8.0, 10.0, 9.961904761904762)","(41.0, 100.0, 96.53846153846153)","(8.5, 12.5, 11.566666666666666)"
12-01-2023 18:44:07.029744,"(1.65, 2.02, 1.9821052631578948)","(51.0, 100.0, 87.5)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.162121212121212)","(26.0, 38.0, 33.88235294117647)","(8.0, 10.0, 10.933333333333334)","(41.0, 100.0, 96.53846153846153)","(8.5, 12.5, 11.566666666666666)"
12-01-2023 18:44:08.152405,"(1.65, 2.02, 1.9916666666666667)","(51.0, 100.0, 87.5)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.162121212121212)","(26.0, 38.0, 32.54545454545455)","(8.0, 11.0, 10.933333333333334)","(41.0, 100.0, 97.5)","(8.5, 12.5, 11.566666666666666)"
12-01-2023 18:44:09.612799,"(1.65, 2.02, 1.9718181818181817)","(51.0, 100.0, 87.5)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.18)","(26.0, 38.0, 33.88235294117647)","(8.0, 11.0, 10.933333333333334)","(41.0, 100.0, 97.5)","(8.5, 12.5, 11.423076923076923)"
12-01-2023 18:44:10.740393,"(1.65, 1.99, 1.9718181818181817)","(51.0, 100.0, 87.5)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.151724137931034)","(26.0, 38.0, 33.88235294117647)","(8.0, 11.0, 11.211538461538462)","(51.0, 100.0, 97.5)","(8.5, 12.5, 11.333333333333334)"
12-01-2023 18:44:11.877375,"(1.65, 1.99, 1.9714285714285713)","(51.0, 100.0, 87.5)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.08)","(26.0, 38.0, 33.88235294117647)","(8.0, 11.5, 11.447368421052632)","(51.0, 100.0, 97.5)","(8.5, 12.5, 11.571428571428571)"
12-01-2023 18:44:13.108812,"(1.65, 2.02, 1.9927272727272727)","(51.0, 100.0, 87.5)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.066666666666666)","(26.0, 38.0, 33.88235294117647)","(8.0, 11.5, 11.3)","(51.0, 100.0, 97.5)","(8.5, 12.0, 11.571428571428571)"
12-01-2023 18:44:14.177269,"(1.65, 2.0, 1.9942857142857142)","(51.0, 100.0, 87.5)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.12)","(26.0, 38.0, 33.88235294117647)","(8.0, 11.5, 11.34375)","(51.0, 100.0, 97.5)","(8.5, 12.0, 11.538461538461538)"
12-01-2023 18:44:15.239855,"(1.65, 1.99, 1.9763636363636363)","(51.0, 100.0, 87.5)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.12)","(26.0, 38.0, 33.88235294117647)","(8.0, 11.5, 11.34375)","(51.0, 100.0, 97.5)","(8.5, 12.0, 11.25)"
12-01-2023 18:44:16.573848,"(1.65, 1.99, 1.9738461538461538)","(51.0, 100.0, 93.84615384615384)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.140000000000001)","(26.0, 38.0, 33.88235294117647)","(8.0, 11.5, 11.314814814814815)","(51.0, 100.0, 97.5)","(8.5, 12.0, 11.538461538461538)"
12-01-2023 18:44:17.787879,"(1.65, 1.99, 1.9717857142857143)","(51.0, 100.0, 95.0)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.147826086956522)","(26.0, 38.0, 33.88235294117647)","(8.0, 11.5, 11.25)","(51.0, 100.0, 97.5)","(8.5, 12.0, 11.538461538461538)"
12-01-2023 18:44:18.882224,"(1.65, 1.99, 1.9717857142857143)","(51.0, 100.0, 95.0)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.147826086956522)","(26.0, 38.0, 33.88235294117647)","(8.0, 11.5, 11.25)","(51.0, 100.0, 97.5)","(8.5, 12.0, 11.125)"
12-01-2023 18:44:19.997665,"(1.65, 1.99, 1.9717857142857143)","(51.0, 95.0, 90.38461538461539)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.147826086956522)","(26.0, 38.0, 33.88235294117647)","(8.0, 11.5, 11.25)","(51.0, 100.0, 97.5)","(8.5, 12.0, 11.125)"
12-01-2023 18:44:21.280546,"(1.65, 1.99, 1.9950746268656716)","(51.0, 95.0, 90.71428571428572)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.147826086956522)","(26.0, 38.0, 33.88235294117647)","(8.0, 11.5, 11.25)","(51.0, 100.0, 97.5)","(8.5, 12.0, 11.152173913043478)"
12-01-2023 18:44:22.424921,"(1.65, 2.0, 1.9950746268656716)","(51.0, 95.0, 90.71428571428572)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.147826086956522)","(26.0, 38.0, 31.045454545454547)","(8.0, 11.5, 11.25)","(51.0, 100.0, 97.5)","(8.5, 11.5, 11.152173913043478)"
12-01-2023 18:44:23.477910,"(1.65, 2.0, 1.9876923076923076)","(51.0, 95.0, 78.33333333333333)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.147826086956522)","(26.0, 38.0, 31.045454545454547)","(8.0, 11.5, 11.25)","(51.0, 100.0, 97.5)","(8.5, 11.5, 11.152173913043478)"
12-01-2023 18:44:24.634522,"(1.65, 2.02, 2.019298245614035)","(51.0, 95.0, 78.33333333333333)","(31.0, 70.0, 66.66666666666666)","(3.5, 4.2, 4.147826086956522)","(26.0, 38.0, 29.5)","(8.0, 11.5, 11.25)","(51.0, 100.0, 97.5)","(8.5, 11.5, 11.152173913043478)"
12-01-2023 18:44:25.790942,"(1.65, 2.02, 2.0129411764705885)","(51.0, 95.0, 78.33333333333333)","(31.0, 70.0, 67.14285714285714)","(3.5, 4.2, 4.147826086956522)","(26.0, 38.0, 29.333333333333332)","(8.0, 11.5, 11.25)","(51.0, 100.0, 97.5)","(8.5, 11.5, 11.152173913043478)"
12-01-2023 18:44:27.008586,"(1.65, 2.02, 2.0)","(51.0, 95.0, 78.33333333333333)","(31.0, 70.0, 67.14285714285714)","(3.5, 4.2, 4.147826086956522)","(26.0, 36.0, 29.333333333333332)","(8.0, 11.5, 11.25)","(51.0, 100.0, 97.5)","(8.5, 11.5, 11.017241379310345)"
12-01-2023 18:44:28.451716,"(1.65, 2.02, 2.006666666666667)","(51.0, 95.0, 90.71428571428572)","(31.0, 70.0, 67.14285714285714)","(3.5, 4.2, 4.147826086956522)","(26.0, 36.0, 29.333333333333332)","(8.0, 11.5, 11.314814814814815)","(51.0, 100.0, 97.5)","(8.5, 11.5, 11.033333333333333)"
12-01-2023 18:44:29.716521,"(1.65, 2.02, 2.01625)","(51.0, 95.0, 90.71428571428572)","(31.0, 70.0, 67.14285714285714)","(3.5, 4.2, 4.147826086956522)","(26.0, 36.0, 29.333333333333332)","(8.0, 11.5, 11.314814814814815)","(51.0, 100.0, 97.5)","(8.5, 11.5, 11.033333333333333)"
12-01-2023 18:44:31.032669,"(1.65, 2.02, 2.018)","(51.0, 95.0, 89.61538461538461)","(31.0, 70.0, 67.14285714285714)","(3.5, 4.2, 4.147826086956522)","(26.0, 36.0, 29.454545454545453)","(8.0, 11.5, 11.314814814814815)","(51.0, 100.0, 97.5)","(8.5, 11.5, 11.033333333333333)"
12-01-2023 18:44:32.989654,"(1.65, 2.02, 2.0138983050847457)","(51.0, 95.0, 85.66666666666667)","(31.0, 70.0, 67.14285714285714)","(3.5, 4.2, 4.147826086956522)","(26.0, 36.0, 29.41176470588235)","(8.0, 11.5, 11.314814814814815)","(51.0, 100.0, 97.5)","(8.5, 11.5, 11.033333333333333)"
12-01-2023 18:44:34.305694,"(1.65, 2.02, 2.0138983050847457)","(51.0, 95.0, 87.5)","(31.0, 70.0, 67.14285714285714)","(3.5, 4.2, 4.147826086956522)","(26.0, 36.0, 30.666666666666668)","(8.0, 11.5, 11.314814814814815)","(51.0, 100.0, 97.5)","(8.5, 11.5, 11.033333333333333)"
12-01-2023 18:44:35.528373,"(1.65, 2.0, 1.995)","(51.0, 90.0, 77.5)","(31.0, 70.0, 67.14285714285714)","(3.5, 4.2, 4.147826086956522)","(26.0, 36.0, 29.0)","(8.0, 11.5, 11.314814814814815)","(51.0, 100.0, 97.5)","(8.5, 11.5, 11.033333333333333)"
12-01-2023 18:44:36.701866,"(1.65, 2.0, 1.9923076923076923)","(51.0, 90.0, 77.5)","(31.0, 70.0, 63.63636363636364)","(3.5, 4.2, 4.17)","(26.0, 36.0, 28.75)","(8.0, 11.5, 11.314814814814815)","(51.0, 100.0, 92.14285714285714)","(8.5, 11.5, 11.071428571428571)"
12-01-2023 18:44:38.109592,"(1.65, 2.02, 1.9886486486486485)","(51.0, 90.0, 71.25)","(31.0, 65.0, 63.63636363636364)","(3.5, 4.2, 4.17)","(26.0, 34.0, 28.75)","(8.0, 11.5, 11.314814814814815)","(51.0, 95.0, 92.14285714285714)","(8.5, 11.5, 11.071428571428571)"
12-01-2023 18:44:39.350957,"(1.65, 2.02, 1.9886486486486485)","(51.0, 90.0, 69.16666666666667)","(31.0, 65.0, 63.63636363636364)","(3.6, 4.2, 4.17)","(21.0, 34.0, 29.0)","(8.5, 11.5, 11.314814814814815)","(51.0, 95.0, 91.25)","(8.5, 11.5, 11.071428571428571)"
12-01-2023 18:44:40.624280,"(1.65, 2.02, 1.9886486486486485)","(51.0, 90.0, 80.625)","(31.0, 65.0, 63.63636363636364)","(3.6, 4.2, 4.17)","(21.0, 34.0, 31.0)","(8.5, 11.5, 11.314814814814815)","(51.0, 95.0, 91.25)","(8.5, 11.5, 11.071428571428571)"
12-01-2023 18:44:42.075673,"(1.65, 2.02, 2.0029411764705882)","(51.0, 90.0, 80.625)","(31.0, 65.0, 63.63636363636364)","(3.6, 4.2, 4.17)","(21.0, 34.0, 28.857142857142858)","(8.5, 11.5, 11.25)","(51.0, 95.0, 91.25)","(8.5, 11.5, 11.071428571428571)"
12-01-2023 18:44:43.373133,"(1.65, 2.04, 2.013333333333333)","(51.0, 90.0, 65.0)","(31.0, 65.0, 63.63636363636364)","(3.6, 4.2, 4.17)","(21.0, 34.0, 31.0)","(8.5, 11.5, 10.875)","(51.0, 95.0, 91.25)","(8.5, 11.5, 11.086206896551724)"
