,Jeffs Rookie,Sally Souvlaki,Secret Racer,Lovely Romeo,Maggie Pearl,Kasumi Berry,Botticelli,Olive Bale
09-01-2023 10:52:53.759407,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:52:54.827479,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:52:55.948473,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:52:57.088803,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:52:58.323171,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:52:59.405449,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:00.528510,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:01.662950,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:02.784460,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:03.990629,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:05.113159,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:06.288545,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:07.495985,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6168421052631579)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:08.600533,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6168421052631579)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:09.715661,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6168421052631579)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:10.804037,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6168421052631579)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:11.912736,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6168421052631579)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:13.283044,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6168421052631579)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:14.612209,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6168421052631579)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:16.050894,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6168421052631579)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:17.339444,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:18.517698,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:19.618400,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:20.931775,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:22.157357,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:23.333095,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:24.457729,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:25.464139,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:26.588374,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:27.624926,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:28.723155,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:29.858093,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:30.968833,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:32.130189,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:33.438626,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:34.513310,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:35.656975,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:36.853977,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:38.196489,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:39.510092,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:40.634204,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:41.812994,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:43.014455,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:44.132987,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:45.253835,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:46.472258,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:47.639019,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:48.824615,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:50.014366,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:51.330729,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:52.748355,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:54.072794,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:55.413265,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:56.661643,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:57.917453,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:53:59.177443,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:00.378577,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:01.554388,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:02.749844,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:03.897250,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:05.079638,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:06.275832,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:07.432465,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:08.733948,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:09.966776,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:11.318906,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:12.762476,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:14.077366,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:15.517922,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:16.791362,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:17.971135,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6436363636363638)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:19.211761,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:20.426074,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:21.597709,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:22.737088,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:23.934067,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:25.046362,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 31.599999999999998)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:26.189597,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 35.625)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:54:27.368365,"(19.0, 75.0, 43.888888888888886)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 24.227272727272727)","(11.0, 32.0, 24.58823529411765)","(15.0, 50.0, 35.625)","(1.45, 2.28, 1.6033333333333335)","(7.5, 16.5, 8.700000000000001)"
