,Jeffs Rookie,Sally Souvlaki,Secret Racer,Lovely Romeo,Maggie Pearl,Kasumi Berry,Botticelli,Olive Bale
09-01-2023 10:39:45.239588,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:39:46.384433,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:39:47.497481,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:39:48.655832,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:39:49.751210,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:39:50.843477,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:39:51.979657,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:39:53.125109,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:39:54.240980,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:39:55.363454,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.106190476190476)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:39:56.489628,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.106190476190476)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:39:57.591331,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.106190476190476)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:39:58.708083,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.106190476190476)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:39:59.819245,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.106190476190476)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:00.919610,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.106190476190476)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:02.049668,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.106190476190476)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:03.162343,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.106190476190476)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:04.217534,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.106190476190476)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:05.299690,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.106190476190476)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:06.383120,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:07.506028,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:08.601345,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:09.717529,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:10.889465,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:12.013756,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:13.184656,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 29.441860465116278)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:14.245378,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:15.390933,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:16.439021,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:17.382595,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:18.382239,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:19.411873,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:20.463488,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:21.528328,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:22.554492,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:23.639547,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:24.765008,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:25.867867,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:26.963478,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:28.093044,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:29.223234,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:30.372719,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:31.490413,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:32.603818,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:33.697079,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:34.823169,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.0366666666666666)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:35.945343,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.0366666666666666)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:37.038643,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.0366666666666666)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:38.135268,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.0366666666666666)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:39.198002,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.0366666666666666)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:40.176490,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 2.0366666666666666)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:41.171053,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:42.212268,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:43.321330,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:44.444237,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:45.617671,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:46.829335,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:48.066551,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:49.251806,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:50.473224,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:51.712593,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:52.968352,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:54.234756,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:55.483979,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:56.720300,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:57.978157,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:40:59.192218,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:41:00.417518,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:41:01.559616,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:41:02.747759,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:41:03.951742,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:41:05.173873,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:41:06.374383,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:41:07.444919,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:41:08.489749,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:41:09.579152,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:41:10.656959,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:41:11.781304,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:41:12.959186,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
09-01-2023 10:41:14.180006,"(19.0, 75.0, 49.31818181818182)","(5.0, 9.4, 5.128571428571428)","(21.0, 65.0, 36.875)","(14.0, 34.0, 25.041666666666668)","(11.0, 32.0, 25.0)","(15.0, 55.0, 38.541666666666664)","(1.45, 2.28, 1.9459322033898303)","(7.5, 16.5, 8.700000000000001)"
