,Ethical Dilemma,Our Little Ted,Rebel Factor,Coronation Keith,Jaja Chaboogie,Gee Gee Queen Bee,Majestic Diamond
07-12-2022 18:43:52.146375,"(11.0, 21.0, 18.782608695652172)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.77140625)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:43:53.688196,"(11.0, 19.5, 19.125)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.754967320261438)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:43:55.084510,"(11.0, 19.5, 19.125)","(18.0, 34.0, 28.96)","(1.7, 1.77, 1.754967320261438)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:43:56.637611,"(11.0, 19.5, 19.125)","(18.0, 34.0, 28.96)","(1.7, 1.77, 1.7498811881188119)","(6.0, 11.0, 10.5)","(13.0, 25.0, 23.4)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:43:57.983188,"(11.0, 19.5, 19.125)","(18.0, 34.0, 28.96)","(1.7, 1.75, 1.746923076923077)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:43:59.312889,"(11.0, 21.0, 19.125)","(18.0, 34.0, 28.96)","(1.7, 1.77, 1.746923076923077)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:44:00.566707,"(11.0, 21.0, 19.125)","(18.0, 34.0, 28.96)","(1.7, 1.77, 1.751153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:44:01.838856,"(11.0, 21.0, 19.125)","(18.0, 34.0, 28.96)","(1.7, 1.78, 1.751153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:44:03.086042,"(11.0, 21.0, 19.125)","(18.0, 34.0, 28.96)","(1.7, 1.78, 1.751153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:44:04.372444,"(11.0, 21.0, 19.125)","(18.0, 34.0, 29.1875)","(1.7, 1.78, 1.751153846153846)","(6.0, 11.0, 10.5)","(14.0, 25.0, 24.0)","(17.0, 30.0, 28.875)","(4.2, 6.0, 5.661538461538462)"
07-12-2022 18:44:05.682216,"(11.0, 21.0, 20.51219512195122)","(18.0, 32.0, 29.1875)","(1.7, 1.78, 1.7773913043478262)","(6.0, 11.0, 10.5)","(14.0, 25.0, 24.0)","(17.0, 30.0, 28.875)","(4.2, 5.8, 5.661538461538462)"
07-12-2022 18:44:06.948589,"(11.0, 21.0, 20.51219512195122)","(18.0, 32.0, 29.1875)","(1.7, 1.78, 1.7671428571428571)","(6.0, 11.0, 10.5)","(14.0, 25.0, 24.0)","(17.0, 30.0, 28.875)","(4.2, 5.8, 5.661538461538462)"
07-12-2022 18:44:08.227194,"(11.0, 21.0, 20.51219512195122)","(18.0, 32.0, 29.1875)","(1.7, 1.78, 1.7671428571428571)","(6.0, 11.0, 10.5)","(14.0, 25.0, 24.4)","(17.0, 30.0, 28.875)","(4.2, 5.8, 5.661538461538462)"
07-12-2022 18:44:09.510298,"(11.0, 21.0, 20.51219512195122)","(18.0, 32.0, 29.1875)","(1.7, 1.78, 1.7671428571428571)","(6.0, 11.0, 10.5)","(14.0, 25.0, 24.0)","(17.0, 30.0, 28.875)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:10.695690,"(11.0, 21.0, 20.51219512195122)","(18.0, 32.0, 29.1875)","(1.7, 1.78, 1.744)","(6.0, 11.0, 10.5)","(14.0, 25.0, 24.0)","(17.0, 30.0, 28.5)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:11.973870,"(11.0, 21.0, 20.51219512195122)","(18.0, 32.0, 29.428571428571427)","(1.7, 1.78, 1.75)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 30.0, 28.5)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:13.223791,"(11.0, 21.0, 20.939393939393938)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7766666666666666)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 30.0, 28.5)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:14.370031,"(11.0, 21.0, 20.939393939393938)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7766666666666666)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 30.0, 28.5)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:15.488890,"(11.0, 21.0, 20.939393939393938)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7766666666666666)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 30.0, 27.923076923076923)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:16.674787,"(11.0, 21.0, 20.939393939393938)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7504651162790699)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 30.0, 27.923076923076923)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:18.014474,"(11.0, 21.0, 20.939393939393938)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.748936170212766)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 30.0, 27.923076923076923)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:19.303170,"(11.0, 21.0, 20.939393939393938)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.748936170212766)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 30.0, 29.5)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:20.600393,"(11.0, 21.0, 20.939393939393938)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7466666666666666)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 28.666666666666668)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:21.824061,"(11.0, 21.0, 20.939393939393938)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7616)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 28.666666666666668)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:23.056585,"(11.0, 21.0, 20.939393939393938)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7616)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 28.666666666666668)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:24.410326,"(11.0, 22.0, 21.583333333333332)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7616)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 28.666666666666668)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:25.728129,"(11.0, 21.0, 20.571428571428573)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7775)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 28.666666666666668)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:26.940206,"(11.0, 21.0, 20.75)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7726086956521738)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 28.666666666666668)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:28.169503,"(11.0, 21.0, 20.75)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7726086956521738)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 28.666666666666668)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:29.323608,"(11.0, 21.0, 20.75)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7726086956521738)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 28.666666666666668)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:30.909833,"(11.0, 22.0, 20.636363636363637)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7726086956521738)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 28.666666666666668)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:32.096958,"(11.0, 22.0, 20.636363636363637)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7726086956521738)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 29.647058823529413)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:33.200064,"(11.0, 22.0, 20.636363636363637)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7726086956521738)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 30.095238095238095)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:34.387942,"(11.0, 21.0, 20.333333333333332)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7726086956521738)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 30.095238095238095)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:35.571921,"(11.0, 21.0, 20.333333333333332)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7726086956521738)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 30.095238095238095)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:36.797584,"(11.0, 21.0, 20.333333333333332)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7620588235294117)","(6.0, 11.0, 10.625)","(14.0, 25.0, 24.0)","(17.0, 32.0, 30.095238095238095)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:38.204059,"(11.0, 21.0, 20.571428571428573)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7631958762886597)","(6.0, 11.0, 10.454545454545455)","(14.0, 25.0, 24.0)","(17.0, 32.0, 31.0625)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:39.425270,"(11.0, 23.0, 21.444444444444443)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7631958762886597)","(6.0, 11.0, 10.466666666666667)","(14.0, 25.0, 24.0)","(17.0, 32.0, 31.10344827586207)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:40.643769,"(11.0, 23.0, 22.3)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7631958762886597)","(6.0, 11.0, 10.466666666666667)","(14.0, 25.0, 24.0)","(17.0, 34.0, 30.25)","(4.2, 5.8, 5.595454545454546)"
07-12-2022 18:44:41.854758,"(11.0, 23.0, 22.470588235294116)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7631958762886597)","(6.0, 11.0, 10.466666666666667)","(14.0, 25.0, 24.0)","(17.0, 34.0, 30.210526315789473)","(4.2, 5.8, 5.5777777777777775)"
07-12-2022 18:44:43.085082,"(11.0, 22.0, 21.466666666666665)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7576923076923077)","(6.0, 11.0, 10.466666666666667)","(14.0, 25.0, 24.857142857142858)","(17.0, 34.0, 30.210526315789473)","(4.2, 5.8, 5.5875)"
07-12-2022 18:44:44.419226,"(11.0, 22.0, 21.466666666666665)","(18.0, 32.0, 30.0)","(1.7, 1.79, 1.7856521739130435)","(6.0, 11.0, 10.466666666666667)","(14.0, 26.0, 25.272727272727273)","(17.0, 34.0, 30.210526315789473)","(4.2, 5.8, 5.5875)"
07-12-2022 18:44:45.550903,"(11.0, 22.0, 21.466666666666665)","(18.0, 32.0, 30.0)","(1.7, 1.81, 1.7856521739130435)","(6.0, 11.0, 10.466666666666667)","(14.0, 26.0, 25.272727272727273)","(17.0, 34.0, 28.857142857142858)","(4.2, 5.8, 5.5875)"
07-12-2022 18:44:46.761710,"(11.0, 24.0, 22.75)","(18.0, 32.0, 29.363636363636363)","(1.7, 1.81, 1.7809756097560976)","(6.0, 11.0, 10.040000000000001)","(14.0, 26.0, 25.272727272727273)","(17.0, 34.0, 28.944444444444443)","(4.2, 5.8, 5.383333333333333)"
07-12-2022 18:44:48.108632,"(11.0, 24.0, 22.315789473684212)","(18.0, 34.0, 30.136363636363637)","(1.7, 1.81, 1.7809756097560976)","(6.0, 11.0, 10.040000000000001)","(14.0, 26.0, 25.272727272727273)","(17.0, 34.0, 27.5)","(4.2, 5.8, 5.383333333333333)"
07-12-2022 18:44:49.231846,"(11.0, 24.0, 22.315789473684212)","(18.0, 34.0, 30.73076923076923)","(1.7, 1.81, 1.7809756097560976)","(6.0, 11.0, 10.040000000000001)","(14.0, 26.0, 24.5)","(17.0, 32.0, 26.75)","(4.2, 5.8, 5.383333333333333)"
07-12-2022 18:44:50.377018,"(11.0, 24.0, 22.315789473684212)","(18.0, 34.0, 30.73076923076923)","(1.7, 1.81, 1.8153623188405799)","(6.0, 11.0, 10.033333333333333)","(14.0, 27.0, 24.0)","(17.0, 32.0, 26.5)","(4.2, 5.8, 5.425)"
07-12-2022 18:44:51.609718,"(11.0, 23.0, 21.736842105263158)","(18.0, 32.0, 31.076923076923077)","(1.7, 1.84, 1.7714285714285714)","(6.0, 10.5, 10.033333333333333)","(14.0, 26.0, 24.8)","(17.0, 30.0, 26.5)","(4.2, 5.8, 5.184210526315789)"
07-12-2022 18:44:52.993967,"(11.0, 23.0, 21.736842105263158)","(18.0, 32.0, 31.076923076923077)","(1.7, 1.84, 1.7714285714285714)","(6.0, 10.5, 10.033333333333333)","(14.0, 26.0, 24.8)","(17.0, 30.0, 26.5)","(4.2, 5.5, 5.11)"
07-12-2022 18:44:54.697114,"(11.0, 23.0, 21.736842105263158)","(18.0, 32.0, 29.27777777777778)","(1.7, 1.84, 1.7639655172413793)","(6.0, 10.5, 10.142857142857144)","(14.0, 26.0, 24.6)","(17.0, 30.0, 27.0)","(4.2, 5.5, 5.117647058823529)"
07-12-2022 18:44:56.196841,"(11.0, 25.0, 23.4375)","(18.0, 34.0, 28.333333333333332)","(1.7, 1.84, 1.7639655172413793)","(6.0, 11.0, 10.01818181818182)","(14.0, 27.0, 24.6)","(17.0, 30.0, 27.0)","(4.2, 5.5, 5.117647058823529)"
07-12-2022 18:44:58.067544,"(11.0, 25.0, 22.75)","(18.0, 34.0, 28.333333333333332)","(1.7, 1.84, 1.8136734693877552)","(6.0, 11.0, 10.01818181818182)","(14.0, 27.0, 24.6)","(17.0, 30.0, 27.0)","(4.2, 5.5, 5.226315789473684)"
07-12-2022 18:44:59.676776,"(11.0, 25.0, 22.75)","(18.0, 34.0, 28.333333333333332)","(1.7, 1.83, 1.7817241379310345)","(6.0, 11.0, 10.033333333333333)","(14.0, 27.0, 24.8)","(17.0, 30.0, 26.444444444444443)","(4.2, 5.5, 5.226315789473684)"
07-12-2022 18:45:00.950316,"(11.0, 24.0, 21.91304347826087)","(18.0, 32.0, 28.8)","(1.7, 1.83, 1.7817241379310345)","(6.0, 10.5, 10.033333333333333)","(14.0, 26.0, 24.8)","(17.0, 30.0, 26.444444444444443)","(4.2, 5.5, 5.226315789473684)"
07-12-2022 18:45:02.262076,"(11.0, 24.0, 21.91304347826087)","(18.0, 32.0, 28.8)","(1.7, 1.83, 1.7921621621621622)","(6.0, 10.5, 10.033333333333333)","(14.0, 26.0, 24.8)","(17.0, 30.0, 26.444444444444443)","(4.2, 5.5, 5.226315789473684)"
07-12-2022 18:45:03.532687,"(11.0, 24.0, 22.545454545454547)","(18.0, 32.0, 28.8)","(1.7, 1.83, 1.7921621621621622)","(6.0, 10.5, 10.033333333333333)","(14.0, 26.0, 24.8)","(17.0, 30.0, 26.444444444444443)","(4.2, 5.5, 5.269230769230769)"
07-12-2022 18:45:04.864413,"(11.0, 24.0, 22.545454545454547)","(18.0, 32.0, 28.571428571428573)","(1.7, 1.83, 1.81)","(6.0, 10.5, 9.887500000000001)","(14.0, 26.0, 24.058823529411764)","(17.0, 30.0, 26.444444444444443)","(4.2, 5.5, 5.3125)"
07-12-2022 18:45:06.177715,"(11.0, 24.0, 22.153846153846153)","(18.0, 32.0, 28.571428571428573)","(1.7, 1.83, 1.81)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.384615384615383)","(17.0, 30.0, 26.444444444444443)","(4.2, 5.5, 5.3125)"
07-12-2022 18:45:07.433007,"(11.0, 24.0, 22.0)","(18.0, 32.0, 29.333333333333332)","(1.7, 1.83, 1.7838461538461539)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.384615384615383)","(17.0, 30.0, 26.444444444444443)","(4.2, 5.5, 5.3125)"
07-12-2022 18:45:08.593193,"(11.0, 24.0, 22.0)","(18.0, 32.0, 29.333333333333332)","(1.7, 1.83, 1.7962500000000001)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.384615384615383)","(18.0, 30.0, 26.444444444444443)","(4.4, 5.5, 5.3125)"
07-12-2022 18:45:09.804849,"(12.0, 24.0, 22.0)","(18.0, 32.0, 30.857142857142858)","(1.7, 1.83, 1.7962500000000001)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.384615384615383)","(18.0, 30.0, 26.444444444444443)","(4.4, 5.5, 5.3125)"
07-12-2022 18:45:11.197631,"(12.0, 24.0, 22.0)","(18.0, 32.0, 30.857142857142858)","(1.7, 1.83, 1.7962500000000001)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.384615384615383)","(18.0, 30.0, 26.444444444444443)","(4.4, 5.5, 5.3125)"
07-12-2022 18:45:12.653252,"(12.0, 23.0, 22.0)","(18.0, 32.0, 31.272727272727273)","(1.7, 1.83, 1.7962500000000001)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.384615384615383)","(18.0, 30.0, 26.444444444444443)","(4.4, 5.5, 5.0)"
07-12-2022 18:45:14.467632,"(12.0, 23.0, 22.647058823529413)","(18.0, 32.0, 31.272727272727273)","(1.7, 1.83, 1.7962500000000001)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.384615384615383)","(18.0, 30.0, 27.0)","(4.4, 5.5, 5.25)"
07-12-2022 18:45:16.097897,"(12.0, 23.0, 22.647058823529413)","(18.0, 32.0, 30.076923076923077)","(1.7, 1.83, 1.7850000000000001)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.8)","(18.0, 30.0, 27.0)","(4.4, 5.5, 5.166666666666667)"
07-12-2022 18:45:17.739709,"(12.0, 23.0, 22.647058823529413)","(18.0, 34.0, 30.076923076923077)","(1.7, 1.83, 1.7936363636363637)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.8)","(18.0, 32.0, 26.533333333333335)","(4.4, 5.5, 5.084615384615385)"
07-12-2022 18:45:19.281503,"(12.0, 25.0, 23.0)","(18.0, 34.0, 30.076923076923077)","(1.7, 1.83, 1.7992307692307692)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.8)","(18.0, 34.0, 27.333333333333332)","(4.4, 5.5, 5.084615384615385)"
07-12-2022 18:45:20.639969,"(12.0, 24.0, 22.363636363636363)","(18.0, 34.0, 30.076923076923077)","(1.7, 1.83, 1.8107142857142857)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.8)","(18.0, 30.0, 32.064516129032256)","(4.4, 5.5, 5.084615384615385)"
07-12-2022 18:45:21.935778,"(12.0, 24.0, 22.363636363636363)","(18.0, 34.0, 30.076923076923077)","(1.7, 1.83, 1.7992307692307692)","(6.0, 10.5, 9.887500000000001)","(14.0, 26.0, 24.8)","(18.0, 34.0, 31.925925925925927)","(4.4, 5.5, 5.084615384615385)"
07-12-2022 18:45:23.240112,"(12.0, 24.0, 22.363636363636363)","(18.0, 34.0, 30.076923076923077)","(1.7, 1.83, 1.7992307692307692)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.8)","(18.0, 34.0, 32.193548387096776)","(4.4, 5.5, 5.182352941176471)"
07-12-2022 18:45:24.620622,"(12.0, 24.0, 22.363636363636363)","(18.0, 34.0, 30.076923076923077)","(1.7, 1.8, 1.7716618075801749)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.8)","(18.0, 34.0, 32.193548387096776)","(4.4, 5.5, 5.182352941176471)"
07-12-2022 18:45:26.308782,"(12.0, 24.0, 22.428571428571427)","(18.0, 34.0, 30.076923076923077)","(1.7, 1.8, 1.7716618075801749)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.8)","(18.0, 34.0, 32.61538461538461)","(4.4, 5.5, 5.182352941176471)"
07-12-2022 18:45:27.835617,"(12.0, 23.0, 22.428571428571427)","(18.0, 34.0, 30.076923076923077)","(1.7, 1.8, 1.7716618075801749)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.8)","(18.0, 34.0, 32.61538461538461)","(4.4, 5.5, 5.182352941176471)"
07-12-2022 18:45:29.222470,"(12.0, 23.0, 22.428571428571427)","(18.0, 34.0, 30.076923076923077)","(1.7, 1.8, 1.7716618075801749)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.8)","(18.0, 34.0, 32.83870967741935)","(4.4, 5.5, 5.182352941176471)"
07-12-2022 18:45:30.736742,"(12.0, 23.0, 22.428571428571427)","(18.0, 34.0, 30.076923076923077)","(1.7, 1.8, 1.7716618075801749)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.8)","(18.0, 34.0, 32.83870967741935)","(4.4, 5.5, 5.182352941176471)"
07-12-2022 18:45:32.258943,"(12.0, 23.0, 22.428571428571427)","(18.0, 34.0, 30.076923076923077)","(1.7, 1.8, 1.7716618075801749)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.8)","(18.0, 34.0, 32.83870967741935)","(4.4, 5.5, 5.182352941176471)"
07-12-2022 18:45:33.687687,"(12.0, 23.0, 22.428571428571427)","(18.0, 34.0, 30.136363636363637)","(1.7, 1.8, 1.7716618075801749)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 25.142857142857142)","(18.0, 34.0, 32.94117647058823)","(4.4, 5.5, 5.182352941176471)"
07-12-2022 18:45:35.049184,"(12.0, 23.0, 22.0)","(18.0, 34.0, 31.34375)","(1.7, 1.8, 1.7714117647058825)","(6.0, 10.5, 9.916666666666668)","(14.0, 26.0, 24.176470588235293)","(18.0, 34.0, 33.9)","(4.4, 5.5, 4.96530612244898)"
07-12-2022 18:45:36.491523,"(12.0, 25.0, 24.482758620689655)","(18.0, 34.0, 31.34375)","(1.7, 1.8, 1.7714117647058825)","(6.0, 10.5, 9.916666666666668)","(14.0, 25.0, 24.176470588235293)","(18.0, 34.0, 35.07692307692308)","(4.4, 5.3, 4.96530612244898)"
07-12-2022 18:45:37.826698,"(12.0, 25.0, 24.18181818181818)","(18.0, 34.0, 31.34375)","(1.7, 1.8, 1.7714117647058825)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.352941176470587)","(18.0, 36.0, 39.5)","(4.4, 5.3, 4.935555555555556)"
07-12-2022 18:45:39.131102,"(12.0, 25.0, 24.18181818181818)","(18.0, 34.0, 31.34375)","(1.7, 1.8, 1.7705454545454546)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.285714285714285)","(18.0, 40.0, 39.5)","(4.4, 5.3, 4.935555555555556)"
07-12-2022 18:45:40.427320,"(12.0, 26.0, 23.75)","(18.0, 34.0, 31.34375)","(1.7, 1.8, 1.7705454545454546)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.285714285714285)","(18.0, 40.0, 39.42857142857143)","(4.4, 5.3, 4.935555555555556)"
07-12-2022 18:45:41.765077,"(12.0, 26.0, 23.75)","(18.0, 34.0, 31.34375)","(1.7, 1.8, 1.7705454545454546)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.285714285714285)","(18.0, 40.0, 39.42857142857143)","(4.4, 5.3, 4.935555555555556)"
07-12-2022 18:45:43.053198,"(12.0, 28.0, 27.0)","(18.0, 34.0, 31.34375)","(1.7, 1.8, 1.7705454545454546)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.285714285714285)","(18.0, 40.0, 39.42857142857143)","(4.4, 5.3, 4.935555555555556)"
07-12-2022 18:45:44.405241,"(12.0, 28.0, 27.0)","(18.0, 34.0, 31.34375)","(1.7, 1.8, 1.7705454545454546)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.285714285714285)","(18.0, 40.0, 39.42857142857143)","(4.4, 5.3, 4.935555555555556)"
07-12-2022 18:45:45.798168,"(12.0, 28.0, 27.0)","(18.0, 34.0, 31.34375)","(1.7, 1.8, 1.7705454545454546)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.428571428571427)","(18.0, 40.0, 39.42857142857143)","(4.4, 5.3, 4.90952380952381)"
07-12-2022 18:45:47.069516,"(12.0, 28.0, 27.18181818181818)","(18.0, 34.0, 31.34375)","(1.7, 1.8, 1.7705454545454546)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.428571428571427)","(18.0, 40.0, 39.42857142857143)","(4.4, 5.3, 5.032)"
07-12-2022 18:45:48.445395,"(12.0, 28.0, 27.18181818181818)","(18.0, 34.0, 31.34375)","(1.7, 1.8, 1.7705454545454546)","(6.0, 10.5, 9.873684210526317)","(14.0, 25.0, 23.428571428571427)","(18.0, 40.0, 39.666666666666664)","(4.4, 5.2, 4.966666666666667)"
07-12-2022 18:45:49.731094,"(12.0, 28.0, 27.18181818181818)","(18.0, 34.0, 31.34375)","(1.7, 1.8, 1.7705454545454546)","(6.0, 10.5, 9.873684210526317)","(14.0, 25.0, 23.428571428571427)","(18.0, 40.0, 39.666666666666664)","(4.4, 5.2, 5.052631578947368)"
07-12-2022 18:45:51.011836,"(12.0, 28.0, 27.25)","(18.0, 34.0, 30.761904761904763)","(1.7, 1.8, 1.7705454545454546)","(6.0, 10.5, 9.873684210526317)","(14.0, 25.0, 23.428571428571427)","(18.0, 40.0, 39.666666666666664)","(4.4, 5.2, 5.022222222222222)"
07-12-2022 18:45:52.486613,"(12.0, 28.0, 27.25)","(18.0, 34.0, 30.90909090909091)","(1.7, 1.8, 1.7705454545454546)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.428571428571427)","(18.0, 40.0, 39.666666666666664)","(4.4, 5.2, 5.022222222222222)"
07-12-2022 18:45:53.878208,"(12.0, 28.0, 27.25)","(18.0, 34.0, 31.53846153846154)","(1.7, 1.8, 1.7703529411764707)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.428571428571427)","(18.0, 40.0, 37.42857142857143)","(4.4, 5.2, 5.044444444444444)"
07-12-2022 18:45:55.210903,"(12.0, 29.0, 27.25)","(18.0, 34.0, 32.11764705882353)","(1.7, 1.8, 1.770373831775701)","(6.0, 10.5, 9.887500000000001)","(14.0, 25.0, 23.428571428571427)","(18.0, 38.0, 37.42857142857143)","(4.4, 5.2, 5.044444444444444)"
