,Ethical Dilemma,Our Little Ted,Rebel Factor,Coronation Keith,Jaja Chaboogie,Gee Gee Queen Bee,Majestic Diamond
07-12-2022 18:41:43.903410,"(11.0, 24.0, 23.1)","(18.0, 34.0, 30.25)","(1.7, 1.82, 1.8196881091617934)","(6.0, 11.5, 10.4375)","(13.0, 24.0, 22.8)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.4, 5.1571428571428575)"
07-12-2022 18:41:45.043263,"(11.0, 24.0, 23.1)","(18.0, 34.0, 30.25)","(1.7, 1.82, 1.8196881091617934)","(6.0, 11.5, 10.4375)","(13.0, 24.0, 22.8)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.4, 5.1571428571428575)"
07-12-2022 18:41:46.237988,"(11.0, 24.0, 23.1)","(18.0, 34.0, 30.25)","(1.7, 1.82, 1.7982110912343472)","(6.0, 11.5, 10.791666666666668)","(13.0, 24.0, 22.8)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.4, 5.1571428571428575)"
07-12-2022 18:41:47.555359,"(11.0, 24.0, 23.1)","(18.0, 34.0, 28.31578947368421)","(1.7, 1.8, 1.7982110912343472)","(6.0, 11.5, 10.791666666666668)","(13.0, 24.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.4, 5.314285714285715)"
07-12-2022 18:41:48.593771,"(11.0, 24.0, 23.1)","(18.0, 34.0, 28.31578947368421)","(1.7, 1.8, 1.7982110912343472)","(6.0, 11.5, 10.791666666666668)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.4, 5.314285714285715)"
07-12-2022 18:41:49.698909,"(11.0, 24.0, 23.1)","(18.0, 34.0, 28.31578947368421)","(1.7, 1.8, 1.7975550122249389)","(6.0, 11.5, 10.791666666666668)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.4, 5.314285714285715)"
07-12-2022 18:41:50.786675,"(11.0, 24.0, 23.1)","(18.0, 34.0, 28.31578947368421)","(1.7, 1.8, 1.7975550122249389)","(6.0, 11.5, 10.791666666666668)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.4, 5.271428571428571)"
07-12-2022 18:41:51.847661,"(11.0, 24.0, 23.1)","(18.0, 34.0, 28.31578947368421)","(1.7, 1.8, 1.7975550122249389)","(6.0, 11.5, 10.791666666666668)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.4, 5.271428571428571)"
07-12-2022 18:41:53.043225,"(11.0, 24.0, 23.1)","(18.0, 34.0, 28.31578947368421)","(1.7, 1.8, 1.7975550122249389)","(6.0, 11.5, 10.791666666666668)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.846153846153847)","(4.2, 5.4, 5.314285714285715)"
07-12-2022 18:41:54.100171,"(11.0, 24.0, 23.1)","(18.0, 34.0, 28.31578947368421)","(1.7, 1.8, 1.7975550122249389)","(6.0, 11.5, 10.791666666666668)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.846153846153847)","(4.2, 5.4, 5.329411764705883)"
07-12-2022 18:41:55.152191,"(11.0, 24.0, 23.1)","(18.0, 34.0, 28.31578947368421)","(1.7, 1.8, 1.7975550122249389)","(6.0, 11.5, 10.791666666666668)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.846153846153847)","(4.2, 5.4, 5.758620689655173)"
07-12-2022 18:41:56.362927,"(11.0, 24.0, 21.833333333333332)","(18.0, 34.0, 28.31578947368421)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.791666666666668)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.745901639344262)"
07-12-2022 18:41:57.627261,"(11.0, 24.0, 19.125)","(18.0, 34.0, 28.8)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.563636363636364)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.745901639344262)"
07-12-2022 18:41:58.790824,"(11.0, 23.0, 18.875)","(18.0, 32.0, 28.8)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.127272727272727)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.745901639344262)"
07-12-2022 18:42:00.131809,"(11.0, 23.0, 18.416666666666668)","(18.0, 32.0, 28.666666666666668)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.127272727272727)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.745901639344262)"
07-12-2022 18:42:01.287884,"(11.0, 23.0, 18.416666666666668)","(18.0, 32.0, 29.6)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:02.353915,"(11.0, 23.0, 18.416666666666668)","(18.0, 32.0, 29.6)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:03.579808,"(11.0, 22.0, 19.75)","(18.0, 32.0, 29.6)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:04.937059,"(11.0, 22.0, 18.785714285714285)","(18.0, 32.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.563636363636364)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:06.168059,"(11.0, 20.0, 18.75)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 11.122222222222222)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:07.398016,"(11.0, 20.0, 18.214285714285715)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 11.122222222222222)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:08.590917,"(11.0, 20.0, 18.214285714285715)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 11.122222222222222)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:09.813516,"(11.0, 20.0, 18.214285714285715)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.715384615384616)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:11.058372,"(11.0, 20.0, 18.214285714285715)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.715384615384616)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:12.240664,"(11.0, 19.5, 18.5)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.715384615384616)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:13.428163,"(11.0, 19.0, 18.25)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.715384615384616)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:14.597028,"(11.0, 19.0, 18.25)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.715384615384616)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:15.746311,"(11.0, 19.0, 18.25)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.715384615384616)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:16.970378,"(11.0, 19.0, 18.25)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:18.183725,"(11.0, 19.0, 18.25)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:19.383625,"(11.0, 21.0, 18.666666666666668)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:20.580487,"(11.0, 22.0, 18.785714285714285)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:22.061146,"(11.0, 22.0, 18.785714285714285)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:23.441615,"(11.0, 22.0, 18.4)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:24.753248,"(11.0, 22.0, 18.4)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:26.090903,"(11.0, 20.0, 18.75)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:27.454366,"(11.0, 20.0, 18.214285714285715)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:28.687149,"(11.0, 20.0, 18.214285714285715)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:29.933932,"(11.0, 20.0, 18.214285714285715)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:31.195746,"(11.0, 19.5, 18.5)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:32.435181,"(11.0, 19.0, 18.25)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:33.616047,"(11.0, 19.0, 18.25)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 25.09090909090909)","(4.2, 5.8, 5.75)"
07-12-2022 18:42:34.825430,"(11.0, 19.0, 18.25)","(18.0, 34.0, 29.25)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 27.6)","(4.2, 5.8, 5.646153846153846)"
07-12-2022 18:42:36.035203,"(11.0, 19.0, 18.8)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:37.313736,"(11.0, 19.0, 18.8)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.5, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:38.544607,"(11.0, 23.0, 20.857142857142858)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:39.843465,"(11.0, 23.0, 20.857142857142858)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:41.143109,"(11.0, 23.0, 20.857142857142858)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:42.380161,"(11.0, 23.0, 20.857142857142858)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:43.782386,"(11.0, 23.0, 19.846153846153847)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:45.077238,"(11.0, 21.0, 19.846153846153847)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:46.373982,"(11.0, 21.0, 19.846153846153847)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:47.639341,"(11.0, 21.0, 19.846153846153847)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:48.918821,"(11.0, 21.0, 19.846153846153847)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:50.149169,"(11.0, 20.0, 19.6)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:51.370446,"(11.0, 19.5, 19.2)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.5)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:52.611612,"(11.0, 19.5, 19.2)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 29.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:53.854328,"(11.0, 19.5, 19.2)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.36)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:55.076287,"(11.0, 19.5, 19.2)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 27.6)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:56.203030,"(11.0, 19.5, 19.2)","(18.0, 32.0, 30.0)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 28.153846153846153)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:57.467168,"(11.0, 24.0, 20.666666666666668)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.76923076923077)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:58.681842,"(11.0, 24.0, 20.18181818181818)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 32.0, 26.1)","(4.2, 5.7, 5.67)"
07-12-2022 18:42:59.917750,"(11.0, 24.0, 20.18181818181818)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.1)","(4.2, 5.7, 5.67)"
07-12-2022 18:43:01.580823,"(11.0, 24.0, 20.18181818181818)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.1)","(4.2, 5.7, 5.67)"
07-12-2022 18:43:02.996084,"(11.0, 24.0, 20.18181818181818)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.1)","(4.2, 5.7, 5.67)"
07-12-2022 18:43:04.359321,"(11.0, 23.0, 20.5)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.1)","(4.2, 5.7, 5.67)"
07-12-2022 18:43:05.777598,"(11.0, 23.0, 20.5)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.1)","(4.2, 5.7, 5.67)"
07-12-2022 18:43:07.186896,"(11.0, 23.0, 20.5)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.1)","(4.2, 5.7, 5.67)"
07-12-2022 18:43:08.486329,"(11.0, 23.0, 20.5)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7975)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.1)","(4.2, 5.7, 5.67)"
07-12-2022 18:43:09.813840,"(11.0, 22.0, 20.285714285714285)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.1)","(4.2, 5.7, 5.67)"
07-12-2022 18:43:11.117729,"(11.0, 22.0, 20.285714285714285)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.1)","(4.2, 5.7, 5.67)"
07-12-2022 18:43:12.413670,"(11.0, 22.0, 20.76923076923077)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.1)","(4.2, 5.7, 5.733333333333333)"
07-12-2022 18:43:13.721869,"(11.0, 21.0, 20.8125)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.1)","(4.2, 5.9, 5.733333333333333)"
07-12-2022 18:43:14.932540,"(11.0, 21.0, 20.8125)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.1)","(4.2, 5.9, 5.733333333333333)"
07-12-2022 18:43:16.192985,"(11.0, 20.0, 19.57894736842105)","(18.0, 32.0, 27.714285714285715)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.1)","(4.2, 5.9, 5.733333333333333)"
07-12-2022 18:43:17.435123,"(11.0, 20.0, 19.57894736842105)","(18.0, 32.0, 28.0)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 23.933333333333334)","(4.2, 5.9, 5.733333333333333)"
07-12-2022 18:43:18.722390,"(11.0, 20.0, 19.2)","(18.0, 32.0, 28.0)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 24.0)","(17.0, 30.0, 26.0)","(4.2, 5.9, 5.7105263157894735)"
07-12-2022 18:43:20.009023,"(11.0, 20.0, 19.2)","(18.0, 34.0, 27.304347826086957)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 23.0)","(17.0, 29.0, 23.5)","(4.2, 5.8, 5.7105263157894735)"
07-12-2022 18:43:21.322352,"(11.0, 20.0, 19.2)","(18.0, 34.0, 27.304347826086957)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 23.857142857142858)","(17.0, 30.0, 24.428571428571427)","(4.2, 5.8, 5.71)"
07-12-2022 18:43:22.617632,"(11.0, 19.5, 19.125)","(18.0, 34.0, 27.304347826086957)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 23.0)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.71)"
07-12-2022 18:43:23.898088,"(11.0, 19.5, 19.125)","(18.0, 34.0, 27.304347826086957)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 23.0)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.70952380952381)"
07-12-2022 18:43:25.180641,"(11.0, 19.5, 19.125)","(18.0, 34.0, 27.304347826086957)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 23.0)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.70952380952381)"
07-12-2022 18:43:27.194010,"(11.0, 19.5, 19.125)","(18.0, 34.0, 27.304347826086957)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.70952380952381)"
07-12-2022 18:43:28.727300,"(11.0, 19.5, 18.9)","(18.0, 34.0, 28.0)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.70952380952381)"
07-12-2022 18:43:30.259721,"(11.0, 21.0, 18.9)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.70952380952381)"
07-12-2022 18:43:31.564954,"(11.0, 21.0, 18.9)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.70952380952381)"
07-12-2022 18:43:33.120721,"(11.0, 21.0, 19.2)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.70952380952381)"
07-12-2022 18:43:34.619675,"(11.0, 20.0, 19.2)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.70952380952381)"
07-12-2022 18:43:36.024714,"(11.0, 20.0, 19.2)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.70952380952381)"
07-12-2022 18:43:37.461500,"(11.0, 20.0, 18.857142857142858)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:43:38.975412,"(11.0, 20.0, 18.857142857142858)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:43:40.447710,"(11.0, 20.0, 18.9)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.7896153846153846)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:43:42.153540,"(11.0, 19.5, 18.9)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.7715789473684211)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:43:44.109364,"(11.0, 19.5, 18.9)","(18.0, 34.0, 28.96)","(1.7, 1.78, 1.77140625)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:43:45.939681,"(11.0, 19.5, 19.125)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.77140625)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:43:47.510259,"(11.0, 19.5, 18.782608695652172)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.77140625)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:43:48.879095,"(11.0, 21.0, 18.782608695652172)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.77140625)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
07-12-2022 18:43:50.688378,"(11.0, 21.0, 18.782608695652172)","(18.0, 34.0, 28.96)","(1.7, 1.8, 1.77140625)","(6.0, 11.0, 10.5)","(13.0, 25.0, 22.333333333333332)","(17.0, 30.0, 25.666666666666668)","(4.2, 6.0, 5.708955223880597)"
