,My Defence,Bidgee Babe,Rickingrace,Infinite Hope,Shirley Hall,Shez A Warrior,Movintohellandback,Aliski
09-01-2023 12:27:31.819770,"(2.9, 3.5, 3.1062499999999997)","(5.5, 7.0, 7.3500000000000005)","(71.0, 210.0, 164.0)","(3.5, 5.4, 4.6000000000000005)","(13.0, 17.5, 16.833333333333332)","(26.0, 80.0, 59.2)","(3.0, 4.2, 4.120833333333334)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:33.035901,"(2.9, 3.5, 3.1062499999999997)","(5.5, 8.8, 8.214285714285714)","(71.0, 190.0, 164.0)","(3.5, 5.4, 4.6000000000000005)","(13.0, 17.5, 16.833333333333332)","(26.0, 80.0, 59.2)","(3.0, 4.2, 4.120833333333334)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:34.237773,"(2.9, 3.5, 3.1062499999999997)","(5.5, 8.6, 7.775)","(71.0, 190.0, 164.0)","(3.5, 5.4, 4.6000000000000005)","(13.0, 17.5, 16.833333333333332)","(26.0, 80.0, 62.666666666666664)","(3.0, 4.2, 4.120833333333334)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:35.422412,"(2.9, 3.5, 3.29)","(5.5, 8.4, 7.9)","(71.0, 190.0, 164.0)","(3.5, 5.4, 4.6000000000000005)","(13.0, 17.5, 16.833333333333332)","(26.0, 80.0, 62.666666666666664)","(3.0, 4.2, 3.975)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:36.637180,"(2.9, 3.5, 3.29)","(5.5, 8.4, 7.960000000000001)","(71.0, 190.0, 164.0)","(3.5, 5.4, 4.6000000000000005)","(13.0, 17.5, 16.833333333333332)","(26.0, 80.0, 62.666666666666664)","(3.0, 4.2, 3.975)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:37.864572,"(2.9, 3.5, 3.29)","(5.5, 8.4, 7.960000000000001)","(71.0, 190.0, 164.0)","(3.5, 5.4, 4.6000000000000005)","(13.0, 17.5, 16.833333333333332)","(26.0, 80.0, 62.666666666666664)","(3.0, 4.2, 3.975)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:39.100362,"(2.9, 3.5, 3.29)","(5.5, 8.4, 7.12)","(71.0, 190.0, 164.0)","(3.5, 5.4, 4.6000000000000005)","(13.0, 17.5, 16.833333333333332)","(26.0, 80.0, 62.666666666666664)","(3.0, 4.2, 3.975)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:40.331534,"(2.9, 3.5, 3.1062499999999997)","(5.5, 8.4, 7.12)","(71.0, 190.0, 164.0)","(3.5, 5.2, 4.933333333333334)","(13.0, 17.5, 16.833333333333332)","(26.0, 80.0, 62.666666666666664)","(3.0, 4.2, 3.975)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:41.462035,"(2.9, 3.5, 3.111111111111111)","(5.5, 8.4, 7.333333333333333)","(71.0, 190.0, 164.0)","(3.5, 5.3, 5.0)","(13.0, 17.5, 16.833333333333332)","(26.0, 80.0, 62.666666666666664)","(3.0, 4.2, 3.975)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:42.608658,"(2.9, 3.5, 3.111111111111111)","(5.5, 8.4, 7.12)","(71.0, 190.0, 164.0)","(3.5, 6.8, 4.88)","(13.0, 17.0, 15.5)","(26.0, 80.0, 62.666666666666664)","(3.0, 4.2, 3.975)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:43.747732,"(2.9, 3.5, 3.111111111111111)","(5.5, 8.4, 7.12)","(71.0, 190.0, 154.28571428571428)","(3.5, 6.8, 4.88)","(13.0, 17.0, 15.5)","(26.0, 80.0, 65.42857142857143)","(3.0, 4.2, 3.975)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:44.905525,"(2.9, 3.5, 3.111111111111111)","(5.5, 9.0, 7.24)","(71.0, 190.0, 165.0)","(3.5, 6.8, 4.88)","(13.0, 16.5, 16.25)","(26.0, 80.0, 65.42857142857143)","(3.0, 4.2, 3.975)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:46.086205,"(2.9, 3.5, 3.111111111111111)","(5.5, 9.2, 7.279999999999999)","(71.0, 190.0, 165.0)","(3.5, 6.8, 4.88)","(13.0, 16.5, 16.25)","(26.0, 80.0, 65.42857142857143)","(3.0, 4.2, 3.975)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:47.258479,"(2.9, 3.5, 3.111111111111111)","(5.5, 9.0, 8.266666666666666)","(71.0, 190.0, 165.0)","(3.5, 6.8, 4.88)","(13.0, 16.5, 15.785714285714285)","(26.0, 80.0, 79.71428571428571)","(3.0, 4.2, 3.975)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:48.435804,"(2.9, 3.5, 3.111111111111111)","(5.5, 9.0, 8.266666666666666)","(71.0, 190.0, 165.0)","(3.5, 6.8, 5.133333333333334)","(13.0, 16.0, 15.4375)","(26.0, 100.0, 54.66666666666667)","(3.0, 4.2, 3.7)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:49.622582,"(2.9, 3.5, 3.111111111111111)","(5.5, 9.2, 7.733333333333333)","(71.0, 190.0, 165.0)","(3.5, 6.6, 4.800000000000001)","(13.0, 16.0, 14.666666666666666)","(26.0, 100.0, 54.66666666666667)","(3.0, 4.2, 3.4666666666666663)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:50.807019,"(2.9, 3.5, 3.111111111111111)","(5.5, 9.2, 8.4)","(71.0, 190.0, 165.0)","(3.5, 6.2, 5.2)","(13.0, 16.0, 15.0)","(26.0, 100.0, 54.66666666666667)","(3.0, 4.1, 3.4666666666666663)","(71.0, 160.0, 144.16666666666669)"
09-01-2023 12:27:52.056149,"(2.9, 3.5, 3.111111111111111)","(5.5, 9.0, 8.1)","(71.0, 190.0, 157.0)","(3.5, 6.0, 5.0)","(13.0, 16.0, 15.0)","(26.0, 100.0, 41.0)","(3.0, 4.1, 3.2857142857142856)","(71.0, 160.0, 117.3076923076923)"
09-01-2023 12:27:53.273958,"(2.9, 3.5, 3.111111111111111)","(5.5, 9.0, 7.9)","(71.0, 180.0, 149.0)","(3.5, 5.6, 5.300000000000001)","(13.0, 16.0, 15.0)","(26.0, 95.0, 51.33333333333333)","(3.0, 4.1, 3.95)","(71.0, 150.0, 117.0)"
09-01-2023 12:27:54.548942,"(2.9, 3.4, 3.0470588235294116)","(5.5, 9.0, 7.9)","(71.0, 170.0, 149.0)","(3.5, 6.2, 4.800000000000001)","(13.0, 16.0, 15.0)","(26.0, 90.0, 51.33333333333333)","(3.0, 4.0, 3.95)","(71.0, 130.0, 117.0)"
09-01-2023 12:27:55.791088,"(2.9, 3.4, 3.0470588235294116)","(5.5, 9.0, 7.35)","(71.0, 170.0, 149.0)","(3.5, 6.2, 4.800000000000001)","(13.0, 16.0, 15.0)","(26.0, 90.0, 51.33333333333333)","(3.0, 4.2, 3.675)","(71.0, 130.0, 117.0)"
09-01-2023 12:27:56.991870,"(2.9, 3.4, 3.0470588235294116)","(5.5, 9.0, 7.35)","(71.0, 170.0, 149.0)","(3.5, 6.2, 4.800000000000001)","(13.0, 16.0, 15.0)","(26.0, 90.0, 51.33333333333333)","(3.0, 4.2, 4.050000000000001)","(71.0, 130.0, 117.0)"
09-01-2023 12:27:58.255203,"(2.9, 3.4, 3.0470588235294116)","(5.5, 8.8, 7.6571428571428575)","(71.0, 170.0, 149.0)","(3.5, 6.2, 4.800000000000001)","(13.0, 16.0, 15.0)","(26.0, 90.0, 51.33333333333333)","(3.0, 4.2, 4.050000000000001)","(71.0, 130.0, 117.0)"
09-01-2023 12:27:59.464755,"(2.9, 3.4, 3.0470588235294116)","(5.5, 8.8, 7.800000000000001)","(71.0, 170.0, 149.0)","(3.5, 6.2, 4.800000000000001)","(13.0, 16.0, 15.0)","(26.0, 90.0, 51.33333333333333)","(3.0, 4.2, 4.050000000000001)","(71.0, 130.0, 117.0)"
09-01-2023 12:28:00.674792,"(2.9, 3.4, 3.0470588235294116)","(5.5, 9.0, 8.333333333333334)","(71.0, 170.0, 149.0)","(3.5, 6.2, 5.605)","(13.0, 16.0, 15.125)","(26.0, 90.0, 51.33333333333333)","(3.0, 4.2, 4.050000000000001)","(71.0, 130.0, 117.0)"
09-01-2023 12:28:01.932649,"(2.9, 3.4, 3.0470588235294116)","(5.5, 9.0, 7.35)","(71.0, 170.0, 149.0)","(3.5, 6.2, 5.033333333333333)","(13.0, 15.5, 15.0)","(26.0, 90.0, 51.33333333333333)","(3.0, 4.2, 4.050000000000001)","(71.0, 130.0, 105.0)"
09-01-2023 12:28:03.115012,"(2.9, 3.4, 3.0470588235294116)","(5.5, 9.0, 7.35)","(71.0, 170.0, 149.0)","(3.5, 6.2, 5.033333333333333)","(13.0, 16.0, 14.875)","(26.0, 90.0, 51.33333333333333)","(3.0, 4.2, 4.050000000000001)","(71.0, 130.0, 113.88888888888889)"
09-01-2023 12:28:04.268991,"(2.9, 3.4, 3.0470588235294116)","(5.5, 8.8, 7.2)","(71.0, 170.0, 149.0)","(3.5, 6.2, 5.033333333333333)","(13.0, 16.0, 14.875)","(26.0, 90.0, 54.66666666666667)","(3.0, 4.2, 4.050000000000001)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:05.463592,"(2.9, 3.4, 3.0470588235294116)","(5.5, 9.0, 7.35)","(71.0, 170.0, 149.0)","(3.5, 6.2, 5.033333333333333)","(13.0, 16.0, 14.875)","(26.0, 100.0, 54.66666666666667)","(3.0, 4.2, 4.050000000000001)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:06.613840,"(2.9, 3.4, 3.0470588235294116)","(5.5, 9.0, 7.35)","(71.0, 170.0, 149.0)","(3.5, 6.2, 5.78)","(13.0, 16.0, 14.875)","(26.0, 100.0, 73.6)","(3.0, 4.2, 4.050000000000001)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:07.801793,"(2.9, 3.4, 3.0470588235294116)","(5.5, 9.0, 8.333333333333334)","(71.0, 170.0, 149.0)","(3.5, 6.4, 5.45)","(13.0, 16.0, 14.875)","(26.0, 100.0, 57.33333333333333)","(3.0, 4.2, 4.050000000000001)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:09.145230,"(2.9, 3.4, 3.0470588235294116)","(5.5, 9.0, 7.075)","(71.0, 170.0, 149.0)","(3.5, 6.2, 5.1)","(13.0, 16.0, 13.0)","(26.0, 100.0, 45.14285714285714)","(3.0, 4.2, 3.85)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:10.382982,"(2.9, 3.4, 3.1)","(5.5, 9.0, 8.266666666666666)","(71.0, 170.0, 149.0)","(3.5, 6.2, 5.3)","(13.0, 16.0, 13.181818181818182)","(26.0, 100.0, 45.14285714285714)","(3.0, 4.2, 3.85)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:11.621098,"(2.9, 3.4, 3.1)","(5.5, 9.0, 8.333333333333334)","(71.0, 170.0, 149.0)","(3.5, 6.0, 5.3)","(13.0, 15.0, 13.181818181818182)","(26.0, 100.0, 45.14285714285714)","(3.0, 4.2, 3.85)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:13.031513,"(2.9, 3.4, 3.1)","(5.5, 9.0, 8.333333333333334)","(71.0, 170.0, 149.0)","(3.5, 6.0, 5.3)","(13.0, 15.0, 13.181818181818182)","(26.0, 100.0, 45.14285714285714)","(3.0, 4.2, 3.85)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:14.353467,"(2.9, 3.4, 3.1)","(5.5, 9.0, 8.333333333333334)","(71.0, 170.0, 149.0)","(3.5, 6.0, 5.3)","(13.0, 15.0, 14.071428571428571)","(26.0, 100.0, 69.71428571428572)","(3.0, 4.2, 3.95)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:15.652486,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.533333333333333)","(71.0, 170.0, 141.0)","(3.5, 6.0, 5.3)","(13.0, 14.5, 14.071428571428571)","(26.0, 95.0, 66.2)","(3.0, 4.2, 3.790909090909091)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:16.841699,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.533333333333333)","(71.0, 160.0, 133.0)","(3.5, 6.0, 5.183333333333334)","(13.0, 14.5, 13.9)","(26.0, 85.0, 66.66666666666667)","(3.0, 4.2, 3.6375)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:18.014370,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.672727272727272)","(71.0, 150.0, 133.0)","(3.5, 5.3, 5.183333333333334)","(13.0, 14.5, 13.11320754716981)","(26.0, 80.0, 76.0)","(3.0, 4.2, 3.6375)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:19.223257,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.55)","(71.0, 150.0, 133.0)","(3.5, 5.3, 5.183333333333334)","(13.0, 15.0, 13.11320754716981)","(26.0, 85.0, 74.25)","(3.0, 4.2, 3.6375)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:20.464721,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.625)","(71.0, 150.0, 133.0)","(3.5, 5.3, 5.183333333333334)","(13.0, 15.0, 13.11320754716981)","(26.0, 85.0, 74.25)","(3.0, 4.2, 3.6375)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:21.661162,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.625)","(71.0, 150.0, 133.0)","(3.5, 5.3, 5.183333333333334)","(13.0, 15.0, 13.9)","(26.0, 85.0, 68.6)","(3.0, 4.2, 3.6375)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:23.185980,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.333333333333334)","(71.0, 150.0, 133.0)","(3.5, 5.3, 5.183333333333334)","(13.0, 14.5, 13.75)","(26.0, 85.0, 75.88888888888889)","(3.0, 4.2, 3.7)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:24.611809,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.6)","(71.0, 150.0, 133.0)","(3.5, 5.3, 5.183333333333334)","(13.0, 14.0, 13.9)","(26.0, 85.0, 65.5)","(3.0, 4.2, 3.6375)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:26.006829,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 7.92)","(71.0, 150.0, 133.0)","(3.5, 5.3, 5.183333333333334)","(13.0, 14.5, 13.264705882352942)","(26.0, 85.0, 75.25)","(3.0, 4.2, 3.6375)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:27.328245,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 7.92)","(71.0, 150.0, 133.0)","(3.5, 5.3, 5.183333333333334)","(13.0, 14.5, 13.375)","(26.0, 85.0, 76.77777777777777)","(3.0, 4.2, 3.6375)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:28.658208,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.2)","(71.0, 150.0, 193.88888888888889)","(3.5, 5.3, 5.183333333333334)","(13.0, 14.5, 14.115384615384615)","(26.0, 85.0, 88.44444444444444)","(3.0, 4.2, 3.963888888888889)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:29.982101,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.2)","(71.0, 210.0, 173.0)","(3.5, 5.3, 5.183333333333334)","(13.0, 14.5, 13.25)","(26.0, 100.0, 62.5)","(3.0, 4.2, 4.006818181818182)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:31.165319,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.4)","(71.0, 200.0, 173.0)","(3.5, 5.3, 4.891666666666667)","(13.0, 14.5, 13.25)","(26.0, 100.0, 83.75)","(3.0, 4.2, 3.8666666666666667)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:32.344941,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.618181818181817)","(71.0, 200.0, 173.0)","(3.5, 5.3, 4.891666666666667)","(13.0, 14.5, 13.25)","(26.0, 95.0, 73.84615384615384)","(3.0, 4.2, 3.8666666666666667)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:33.459814,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.475)","(71.0, 200.0, 173.0)","(3.5, 5.3, 4.891666666666667)","(13.0, 14.5, 13.25)","(26.0, 90.0, 67.5)","(3.0, 4.2, 3.8666666666666667)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:34.644023,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.55)","(71.0, 200.0, 173.0)","(3.5, 5.3, 4.891666666666667)","(13.0, 14.5, 13.25)","(26.0, 90.0, 76.66666666666667)","(3.0, 4.2, 3.8666666666666667)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:35.775822,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.625)","(71.0, 200.0, 173.0)","(3.5, 5.3, 4.891666666666667)","(13.0, 14.5, 13.25)","(26.0, 90.0, 76.66666666666667)","(3.0, 4.2, 3.8666666666666667)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:36.912106,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.52)","(71.0, 200.0, 173.0)","(3.5, 5.3, 4.891666666666667)","(13.0, 14.5, 13.25)","(26.0, 90.0, 76.66666666666667)","(3.0, 4.2, 3.8666666666666667)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:38.137356,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.52)","(71.0, 200.0, 173.0)","(3.5, 5.3, 4.891666666666667)","(13.0, 14.5, 13.25)","(26.0, 90.0, 76.66666666666667)","(3.0, 4.2, 3.8666666666666667)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:39.372768,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.733333333333333)","(71.0, 190.0, 165.0)","(3.5, 5.3, 5.0)","(13.0, 14.5, 13.25)","(26.0, 90.0, 76.66666666666667)","(3.0, 4.2, 3.8590909090909093)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:40.619628,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.853333333333333)","(71.0, 190.0, 141.66666666666669)","(3.5, 5.3, 5.069230769230769)","(13.0, 14.5, 13.25)","(26.0, 90.0, 76.66666666666667)","(3.0, 4.2, 3.9321428571428574)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:41.844187,"(2.9, 3.4, 3.165625)","(5.5, 9.0, 8.853333333333333)","(71.0, 180.0, 149.0)","(3.5, 5.3, 5.0)","(13.0, 14.5, 13.25)","(26.0, 90.0, 76.66666666666667)","(3.0, 4.2, 3.9321428571428574)","(71.0, 120.0, 113.88888888888889)"
09-01-2023 12:28:43.021236,"(2.9, 3.5, 3.19375)","(5.5, 9.0, 8.666666666666666)","(71.0, 170.0, 149.0)","(3.5, 5.3, 5.0)","(13.0, 14.5, 13.071428571428571)","(26.0, 90.0, 76.66666666666667)","(3.0, 4.2, 3.9321428571428574)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:44.141420,"(2.9, 3.5, 3.19375)","(5.5, 9.0, 8.4)","(71.0, 160.0, 141.0)","(3.5, 5.3, 5.0)","(13.0, 14.0, 13.071428571428571)","(26.0, 90.0, 76.66666666666667)","(3.0, 4.2, 3.9321428571428574)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:45.273900,"(2.9, 3.5, 3.1818181818181817)","(5.5, 9.0, 8.733333333333334)","(71.0, 160.0, 141.0)","(3.5, 5.3, 5.0)","(13.0, 14.0, 13.071428571428571)","(26.0, 90.0, 76.66666666666667)","(3.0, 4.2, 3.9321428571428574)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:46.364962,"(2.9, 3.5, 3.1818181818181817)","(5.5, 9.0, 8.8)","(71.0, 160.0, 141.0)","(3.5, 5.3, 4.8875)","(13.0, 14.0, 13.25)","(26.0, 90.0, 76.66666666666667)","(3.0, 4.2, 3.98125)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:47.459076,"(2.9, 3.5, 3.1818181818181817)","(5.5, 9.0, 8.6)","(71.0, 160.0, 141.0)","(3.5, 5.3, 4.8875)","(13.0, 14.5, 13.333333333333334)","(26.0, 90.0, 76.66666666666667)","(3.0, 4.2, 3.98125)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:48.574080,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 8.6)","(71.0, 160.0, 141.0)","(3.5, 5.3, 4.8875)","(13.0, 14.5, 13.25)","(26.0, 90.0, 77.5)","(3.0, 4.2, 4.1125)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:49.680332,"(2.9, 3.45, 3.1875)","(5.5, 8.0, 7.5)","(71.0, 160.0, 141.0)","(3.5, 5.3, 4.9526315789473685)","(13.0, 14.5, 13.25)","(26.0, 95.0, 70.9090909090909)","(3.0, 4.2, 4.1125)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:50.793322,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 7.571428571428571)","(71.0, 160.0, 141.0)","(3.5, 5.3, 4.9526315789473685)","(13.0, 14.5, 13.25)","(26.0, 120.0, 80.0)","(3.0, 4.2, 3.908333333333333)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:51.889679,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 7.527272727272727)","(71.0, 160.0, 141.0)","(3.5, 5.3, 4.8875)","(13.0, 14.5, 13.25)","(26.0, 100.0, 85.0)","(3.0, 4.2, 3.7625)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:53.030258,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 7.690909090909091)","(71.0, 160.0, 141.0)","(3.5, 5.3, 4.8875)","(13.0, 14.5, 13.25)","(26.0, 110.0, 85.0)","(3.0, 4.2, 3.7625)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:54.227054,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 8.272727272727273)","(71.0, 160.0, 141.0)","(3.5, 5.3, 4.8875)","(13.0, 14.5, 13.25)","(26.0, 110.0, 80.0)","(3.0, 4.2, 3.7625)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:55.421110,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 8.3)","(71.0, 160.0, 141.0)","(3.5, 5.3, 4.8875)","(13.0, 14.5, 13.25)","(26.0, 100.0, 80.0)","(3.0, 4.2, 3.7625)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:56.569548,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 8.142857142857142)","(71.0, 160.0, 141.0)","(3.5, 5.3, 4.8875)","(13.0, 14.5, 13.25)","(26.0, 100.0, 80.0)","(3.0, 4.2, 3.7625)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:57.721989,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 8.142857142857142)","(71.0, 160.0, 141.0)","(3.5, 5.3, 4.9526315789473685)","(13.0, 14.5, 13.25)","(26.0, 100.0, 80.0)","(3.0, 4.2, 3.7625)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:28:58.955327,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 8.052631578947368)","(71.0, 160.0, 141.0)","(3.5, 5.3, 4.9526315789473685)","(13.0, 14.5, 13.25)","(26.0, 100.0, 80.0)","(3.0, 4.2, 3.7625)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:29:00.192655,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 8.040000000000001)","(71.0, 160.0, 141.0)","(3.5, 5.3, 4.9526315789473685)","(13.0, 14.5, 13.25)","(26.0, 100.0, 80.0)","(3.0, 4.2, 3.7625)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:29:01.376738,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 8.0)","(71.0, 160.0, 133.0)","(3.5, 5.3, 4.8875)","(13.0, 14.5, 13.25)","(26.0, 100.0, 80.0)","(3.0, 4.2, 3.7625)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:29:02.544598,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 8.142857142857142)","(71.0, 150.0, 133.0)","(3.4, 5.3, 4.85)","(12.0, 14.5, 13.5)","(26.0, 100.0, 80.0)","(3.1, 4.2, 4.547499999999999)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:29:03.720980,"(2.9, 3.45, 3.1772727272727272)","(5.5, 9.0, 8.6)","(71.0, 150.0, 133.0)","(3.4, 5.3, 4.85)","(12.0, 14.0, 13.323529411764707)","(26.0, 100.0, 80.0)","(3.1, 4.6, 4.418055555555555)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:29:04.856427,"(2.9, 3.45, 3.1772727272727272)","(5.5, 9.0, 8.6)","(71.0, 140.0, 125.0)","(3.4, 5.3, 4.85)","(12.0, 13.5, 13.323529411764707)","(26.0, 100.0, 80.0)","(3.1, 4.8, 4.418055555555555)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:29:06.054867,"(2.9, 3.45, 3.1772727272727272)","(5.5, 9.0, 8.8)","(71.0, 140.0, 125.0)","(3.4, 5.2, 5.0125)","(12.0, 14.0, 13.605263157894736)","(26.0, 100.0, 80.0)","(3.1, 4.8, 4.442857142857143)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:29:07.174498,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 8.4)","(71.0, 140.0, 125.0)","(3.4, 5.2, 4.831578947368421)","(12.0, 14.0, 13.605263157894736)","(26.0, 100.0, 80.0)","(3.1, 4.8, 4.418055555555555)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:29:08.560240,"(2.9, 3.45, 3.1772727272727272)","(5.5, 9.0, 8.771428571428572)","(71.0, 140.0, 125.0)","(3.4, 5.2, 4.831578947368421)","(12.0, 14.0, 13.605263157894736)","(26.0, 100.0, 80.0)","(3.1, 4.8, 3.975)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:29:09.742456,"(2.9, 3.45, 3.1772727272727272)","(5.5, 9.0, 8.6)","(71.0, 140.0, 125.0)","(3.4, 5.2, 4.831578947368421)","(12.0, 14.0, 13.605263157894736)","(26.0, 100.0, 80.0)","(3.1, 4.8, 4.378333333333333)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:29:10.878826,"(2.9, 3.45, 3.1772727272727272)","(5.5, 9.0, 8.2)","(71.0, 140.0, 125.0)","(3.4, 5.2, 4.831578947368421)","(12.0, 14.0, 12.571428571428571)","(26.0, 100.0, 80.0)","(3.1, 4.8, 4.3)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:29:11.949108,"(2.9, 3.45, 3.1875)","(5.5, 9.0, 8.266666666666666)","(71.0, 140.0, 125.0)","(3.4, 5.2, 4.831578947368421)","(12.0, 14.0, 12.583333333333334)","(26.0, 100.0, 80.0)","(3.1, 4.8, 4.0125)","(71.0, 120.0, 110.83333333333333)"
09-01-2023 12:29:13.035008,"(2.9, 3.45, 3.1875)","(5.5, 9.4, 9.181818181818182)","(71.0, 140.0, 125.0)","(3.4, 5.2, 4.85625)","(12.0, 14.0, 12.583333333333334)","(26.0, 100.0, 80.0)","(3.1, 4.8, 4.333333333333333)","(71.0, 120.0, 110.83333333333333)"
