,Sorrento Breeze,Katara Love,Say Some Words,Easy Eddie,Mean Pop
06-01-2023 11:42:48.290805,"(3.9, 4.9, 4.4714285714285715)","(13.0, 27.0, 22.0)","(1.3, 1.61, 1.5575)","(14.0, 42.0, 40.0)","(10.0, 20.0, 16.558823529411764)"
06-01-2023 11:42:49.118755,"(3.9, 4.9, 4.4714285714285715)","(13.0, 27.0, 22.0)","(1.3, 1.61, 1.598)","(14.0, 40.0, 38.4)","(10.0, 20.0, 16.558823529411764)"
06-01-2023 11:42:50.007409,"(3.9, 4.9, 4.4714285714285715)","(13.0, 27.0, 22.0)","(1.3, 1.61, 1.598)","(14.0, 40.0, 38.4)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:42:50.923964,"(3.9, 4.9, 4.4714285714285715)","(13.0, 27.0, 22.0)","(1.3, 1.61, 1.608125)","(14.0, 40.0, 38.4)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:42:51.842581,"(3.9, 4.9, 4.4714285714285715)","(13.0, 27.0, 22.0)","(1.3, 1.61, 1.608125)","(14.0, 40.0, 38.4)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:42:52.708027,"(3.9, 4.9, 4.4714285714285715)","(13.0, 27.0, 22.0)","(1.3, 1.61, 1.608125)","(14.0, 40.0, 38.4)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:42:53.511496,"(3.9, 4.9, 4.4714285714285715)","(13.0, 27.0, 22.0)","(1.3, 1.61, 1.608125)","(14.0, 40.0, 38.4)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:42:54.400336,"(3.9, 4.8, 4.3999999999999995)","(13.0, 27.0, 22.0)","(1.3, 1.6, 1.588)","(14.0, 40.0, 38.4)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:42:55.318334,"(3.9, 4.8, 4.3999999999999995)","(13.0, 27.0, 22.0)","(1.3, 1.6, 1.5990438247011953)","(14.0, 40.0, 38.857142857142854)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:42:56.221643,"(3.9, 4.8, 4.3999999999999995)","(13.0, 27.0, 22.0)","(1.3, 1.6, 1.5990438247011953)","(14.0, 40.0, 38.857142857142854)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:42:57.070695,"(3.9, 4.8, 4.3999999999999995)","(13.0, 27.0, 22.0)","(1.3, 1.6, 1.5990438247011953)","(14.0, 40.0, 38.857142857142854)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:42:57.931746,"(3.9, 4.8, 4.3999999999999995)","(13.0, 27.0, 22.0)","(1.3, 1.6, 1.5990438247011953)","(14.0, 40.0, 38.857142857142854)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:42:58.914454,"(3.9, 4.8, 4.3999999999999995)","(13.0, 27.0, 22.0)","(1.3, 1.6, 1.5990438247011953)","(14.0, 40.0, 38.857142857142854)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:42:59.743628,"(3.9, 4.8, 4.3999999999999995)","(13.0, 27.0, 22.0)","(1.3, 1.6, 1.5990438247011953)","(14.0, 40.0, 38.857142857142854)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:00.597801,"(3.9, 4.8, 4.5)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5990243902439025)","(14.0, 40.0, 38.857142857142854)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:01.467268,"(3.9, 4.7, 4.388888888888888)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5990178571428573)","(14.0, 42.0, 40.57142857142857)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:02.404337,"(3.9, 4.7, 4.388888888888888)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5333333333333334)","(14.0, 42.0, 40.57142857142857)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:03.331426,"(3.9, 4.8, 4.55)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5989814814814816)","(14.0, 42.0, 40.57142857142857)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:04.257374,"(3.9, 4.8, 4.55)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5989814814814816)","(14.0, 42.0, 40.57142857142857)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:05.239119,"(3.9, 4.8, 4.55)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5989814814814816)","(14.0, 42.0, 40.57142857142857)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:06.055214,"(3.9, 4.8, 4.55)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5989814814814816)","(14.0, 42.0, 40.57142857142857)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:07.003418,"(3.9, 4.8, 4.55)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5989814814814816)","(14.0, 42.0, 40.0)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:07.934263,"(3.9, 4.7, 4.388888888888888)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5989637305699482)","(14.0, 42.0, 40.0)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:08.837150,"(3.9, 4.7, 4.388888888888888)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.54)","(14.0, 42.0, 40.0)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:09.741458,"(3.9, 4.7, 4.388888888888888)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.54)","(14.0, 42.0, 40.0)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:10.709339,"(3.9, 4.7, 4.388888888888888)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.54)","(14.0, 42.0, 40.0)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:11.592939,"(3.9, 4.7, 4.388888888888888)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.54)","(14.0, 42.0, 40.0)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:12.542403,"(3.9, 4.7, 4.388888888888888)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.54)","(14.0, 42.0, 40.0)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:13.438597,"(3.9, 4.7, 4.388888888888888)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.54)","(14.0, 42.0, 40.0)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:14.252367,"(3.9, 4.7, 4.5)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.54)","(14.0, 42.0, 40.0)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:15.126373,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5533333333333335)","(14.0, 42.0, 40.0)","(10.0, 20.0, 16.120689655172413)"
06-01-2023 11:43:16.102433,"(3.9, 4.7, 4.5)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5991534391534392)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:17.069873,"(3.9, 4.7, 4.5)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5991534391534392)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:17.859871,"(3.9, 4.7, 4.5)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5991534391534392)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:18.867504,"(3.9, 4.7, 4.5)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5894949494949495)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:19.825675,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5894949494949495)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:20.728101,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.589497487437186)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:21.671354,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.589497487437186)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:22.551778,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.589497487437186)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:23.366057,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.589497487437186)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:24.340096,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.589497487437186)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:25.327087,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.589497487437186)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:26.189740,"(3.9, 4.7, 4.414285714285715)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5894845360824743)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:27.142283,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5893103448275863)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:28.134635,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5566666666666666)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:29.005971,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5566666666666666)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:29.897763,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5566666666666666)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:30.816720,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5566666666666666)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:31.680677,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5566666666666666)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.982142857142858)"
06-01-2023 11:43:32.515872,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5566666666666666)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.96551724137931)"
06-01-2023 11:43:33.513384,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5896279069767443)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.96551724137931)"
06-01-2023 11:43:34.435642,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5896279069767443)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.96551724137931)"
06-01-2023 11:43:35.355500,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5896279069767443)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.96551724137931)"
06-01-2023 11:43:36.300711,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5896279069767443)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.96551724137931)"
06-01-2023 11:43:37.561483,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5896279069767443)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.96551724137931)"
06-01-2023 11:43:38.537764,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5896279069767443)","(14.0, 42.0, 40.0)","(10.0, 20.0, 15.96551724137931)"
06-01-2023 11:43:39.449386,"(3.9, 4.6, 4.385714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.59, 1.5896279069767443)","(14.0, 42.0, 43.0)","(10.0, 20.0, 15.96551724137931)"
06-01-2023 11:43:40.566393,"(3.9, 4.3, 4.29047619047619)","(13.0, 27.0, 21.823529411764707)","(1.35, 1.61, 1.6)","(14.0, 46.0, 43.6)","(10.0, 20.0, 16.142857142857142)"
06-01-2023 11:43:41.568047,"(3.9, 4.3, 4.2846153846153845)","(13.0, 27.0, 21.823529411764707)","(1.35, 1.61, 1.6)","(14.0, 50.0, 43.6)","(10.0, 20.0, 16.34375)"
06-01-2023 11:43:42.393727,"(3.9, 4.6, 4.566666666666666)","(13.0, 27.0, 21.823529411764707)","(1.35, 1.61, 1.5957142857142859)","(14.0, 50.0, 43.6)","(10.0, 20.0, 16.34375)"
06-01-2023 11:43:43.390386,"(4.0, 4.7, 4.525)","(13.0, 27.0, 21.823529411764707)","(1.35, 1.61, 1.5633333333333335)","(14.0, 46.0, 43.0)","(10.0, 20.0, 16.294117647058822)"
06-01-2023 11:43:44.335481,"(4.0, 4.7, 4.544444444444444)","(13.0, 27.0, 22.0)","(1.35, 1.61, 1.6006666666666667)","(14.0, 55.0, 41.0)","(10.0, 20.0, 16.294117647058822)"
06-01-2023 11:43:45.267282,"(4.0, 4.7, 4.544444444444444)","(13.0, 27.0, 22.0)","(1.35, 1.61, 1.60125)","(14.0, 55.0, 41.0)","(10.0, 20.0, 16.294117647058822)"
06-01-2023 11:43:46.224617,"(4.0, 4.6, 4.50625)","(13.0, 27.0, 22.0)","(1.35, 1.61, 1.5857142857142859)","(14.0, 55.0, 41.0)","(10.0, 20.0, 16.294117647058822)"
06-01-2023 11:43:47.277620,"(4.0, 4.6, 4.50625)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.5857142857142859)","(14.0, 55.0, 41.0)","(10.0, 20.0, 16.4)"
06-01-2023 11:43:48.251636,"(4.0, 4.6, 4.463636363636363)","(13.0, 27.0, 22.0)","(1.35, 1.6, 1.607142857142857)","(14.0, 55.0, 41.0)","(10.0, 20.0, 16.4)"
06-01-2023 11:43:49.256209,"(4.0, 4.6, 4.1625)","(13.0, 27.0, 22.0)","(1.35, 1.63, 1.6366666666666665)","(14.0, 55.0, 41.0)","(10.0, 20.0, 16.4)"
06-01-2023 11:43:50.133193,"(4.0, 4.6, 4.075)","(13.0, 27.0, 22.0)","(1.35, 1.65, 1.6366666666666665)","(14.0, 55.0, 41.0)","(10.0, 20.0, 17.9)"
06-01-2023 11:43:51.129805,"(4.0, 4.6, 4.085714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.65, 1.639375)","(14.0, 55.0, 41.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:43:52.047864,"(4.0, 4.6, 4.085714285714285)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.639375)","(14.0, 55.0, 41.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:43:53.030946,"(4.0, 4.5, 4.133333333333334)","(13.0, 27.0, 22.0)","(1.35, 1.67, 1.5992857142857142)","(14.0, 55.0, 47.33333333333333)","(10.0, 19.5, 16.3)"
06-01-2023 11:43:53.958349,"(4.0, 4.5, 4.133333333333334)","(13.0, 27.0, 22.0)","(1.35, 1.67, 1.5992857142857142)","(14.0, 50.0, 47.33333333333333)","(10.0, 19.5, 16.3)"
06-01-2023 11:43:54.832175,"(4.0, 4.5, 4.133333333333334)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.6314285714285715)","(14.0, 50.0, 43.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:43:55.769207,"(4.0, 4.5, 4.133333333333334)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.6314285714285715)","(14.0, 50.0, 39.5)","(10.0, 19.5, 16.3)"
06-01-2023 11:43:56.784404,"(4.0, 4.5, 4.133333333333334)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.6314285714285715)","(14.0, 50.0, 39.5)","(10.0, 19.5, 16.3)"
06-01-2023 11:43:57.636102,"(4.0, 4.5, 4.133333333333334)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.6314285714285715)","(14.0, 50.0, 39.5)","(10.0, 19.5, 16.3)"
06-01-2023 11:43:58.561178,"(4.0, 4.5, 4.133333333333334)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.6314285714285715)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:43:59.698530,"(4.0, 4.4, 4.2125)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.6418181818181818)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:00.885752,"(4.0, 4.4, 4.031818181818182)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.6433333333333333)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:02.040923,"(4.0, 4.4, 4.031818181818182)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.6433333333333333)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:02.990137,"(4.0, 4.4, 4.025)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.6433333333333333)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:04.057888,"(4.0, 4.4, 4.025)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.635)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:05.260912,"(4.0, 4.4, 4.031818181818182)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.635)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:06.350118,"(4.0, 4.4, 4.031818181818182)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.5885714285714285)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:07.397235,"(4.0, 4.3, 4.027777777777778)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.5936842105263158)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:08.620631,"(4.0, 4.3, 4.027777777777778)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.605217391304348)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:09.560935,"(4.0, 4.3, 4.027777777777778)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.605217391304348)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:10.513940,"(4.0, 4.3, 4.027777777777778)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.5936842105263158)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:11.544086,"(4.0, 4.3, 4.027777777777778)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.5936842105263158)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:12.486083,"(4.0, 4.3, 4.027777777777778)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.5936842105263158)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:13.437472,"(4.0, 4.2, 4.021428571428571)","(13.0, 27.0, 22.0)","(1.35, 1.66, 1.5936842105263158)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:14.392056,"(4.0, 4.2, 4.021428571428571)","(13.0, 27.0, 22.0)","(1.35, 1.65, 1.6366666666666667)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:15.370070,"(4.0, 4.2, 4.021428571428571)","(13.0, 27.0, 22.0)","(1.35, 1.65, 1.6366666666666667)","(14.0, 50.0, 44.0)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:16.398822,"(4.0, 4.2, 4.021428571428571)","(13.0, 27.0, 22.0)","(1.35, 1.65, 1.6409090909090909)","(14.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:17.482700,"(4.0, 4.3, 4.16)","(13.0, 27.0, 21.0)","(1.3, 1.65, 1.6409090909090909)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:18.491714,"(4.0, 4.3, 4.16)","(13.0, 27.0, 22.0)","(1.3, 1.65, 1.6409090909090909)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:19.446677,"(4.0, 4.3, 4.16)","(13.0, 27.0, 22.0)","(1.3, 1.65, 1.6409090909090909)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:20.332451,"(4.0, 4.2, 4.04375)","(13.0, 27.0, 22.0)","(1.3, 1.65, 1.6366666666666667)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:21.311753,"(4.0, 4.2, 4.04375)","(13.0, 27.0, 22.0)","(1.3, 1.65, 1.6366666666666667)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:22.263784,"(4.0, 4.2, 4.04375)","(13.0, 27.0, 22.0)","(1.3, 1.65, 1.6366666666666667)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:23.181550,"(4.0, 4.2, 4.075)","(13.0, 27.0, 22.0)","(1.3, 1.65, 1.6366666666666667)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:24.179178,"(4.0, 4.2, 4.075)","(13.0, 27.0, 22.0)","(1.3, 1.65, 1.6366666666666667)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:25.128749,"(4.0, 4.2, 4.075)","(13.0, 27.0, 22.0)","(1.3, 1.65, 1.6366666666666667)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:26.036690,"(4.0, 4.2, 3.96)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.65, 1.6409090909090909)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:27.114481,"(4.0, 4.1, 4.063235294117646)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.65, 1.6366666666666667)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:28.098365,"(4.0, 4.2, 4.134375)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.65, 1.6366666666666667)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:28.995224,"(4.0, 4.2, 3.9428571428571426)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.65, 1.6366666666666667)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:30.014970,"(4.0, 4.2, 3.9428571428571426)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.65, 1.6366666666666667)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:31.013872,"(4.0, 4.2, 3.9428571428571426)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.65, 1.6366666666666667)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:31.987573,"(4.0, 4.1, 3.933333333333333)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.65, 1.6366666666666667)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:33.008412,"(4.0, 4.1, 4.066216216216216)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.65, 1.6366666666666667)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:34.088244,"(4.0, 4.1, 4.066216216216216)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.65, 1.5764102564102564)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:35.202748,"(4.0, 4.3, 4.29047619047619)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.62, 1.5764102564102564)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:36.289442,"(4.0, 4.3, 4.29047619047619)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.62, 1.5764102564102564)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:37.387321,"(4.0, 4.3, 4.29047619047619)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.62, 1.5764102564102564)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:38.406218,"(4.0, 4.3, 4.29047619047619)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.62, 1.583157894736842)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:39.301092,"(4.0, 4.3, 4.271428571428571)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.62, 1.583157894736842)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:40.368599,"(4.0, 4.3, 4.271428571428571)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.62, 1.583157894736842)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:41.615864,"(4.0, 4.3, 4.271428571428571)","(13.0, 27.0, 22.0)","(1.3, 1.62, 1.583157894736842)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:42.654029,"(4.0, 4.3, 4.271428571428571)","(13.0, 27.0, 22.0)","(1.3, 1.62, 1.583157894736842)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:43.637383,"(4.0, 4.3, 4.271428571428571)","(13.0, 27.0, 22.0)","(1.3, 1.62, 1.6116666666666668)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:44.600559,"(4.0, 4.3, 4.242857142857143)","(13.0, 27.0, 22.0)","(1.3, 1.62, 1.6116666666666668)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:45.577943,"(4.0, 4.3, 4.242857142857143)","(13.0, 27.0, 22.0)","(1.3, 1.62, 1.6116666666666668)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:46.583071,"(4.0, 4.3, 4.242857142857143)","(13.0, 27.0, 22.0)","(1.3, 1.62, 1.6116666666666668)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:47.457131,"(4.0, 4.3, 4.242857142857143)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.62, 1.6116666666666668)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:48.440660,"(4.0, 4.3, 4.233333333333333)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.63, 1.6128571428571428)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:49.491293,"(4.0, 4.2, 4.057142857142857)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.63, 1.6199999999999999)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
06-01-2023 11:44:50.428320,"(4.0, 4.2, 4.057142857142857)","(13.0, 27.0, 21.807692307692307)","(1.3, 1.63, 1.6199999999999999)","(15.0, 50.0, 47.2)","(10.0, 19.5, 16.3)"
