,Sorrento Breeze,Katara Love,Say Some Words,Easy Eddie,Mean Pop
06-01-2023 11:37:35.566781,"(3.9, 6.4, 5.08235294117647)","(13.0, 32.0, 16.444444444444443)","(1.3, 1.69, 1.6803124999999999)","(14.0, 40.0, 38.125)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:36.444250,"(3.9, 6.4, 5.08235294117647)","(13.0, 32.0, 16.444444444444443)","(1.3, 1.69, 1.6803124999999999)","(14.0, 40.0, 38.125)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:37.336746,"(3.9, 6.4, 5.08235294117647)","(13.0, 32.0, 16.444444444444443)","(1.3, 1.69, 1.6803124999999999)","(14.0, 40.0, 38.125)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:38.287025,"(3.9, 6.4, 5.08235294117647)","(13.0, 32.0, 16.444444444444443)","(1.3, 1.69, 1.6803124999999999)","(14.0, 40.0, 38.125)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:39.168489,"(3.9, 6.4, 5.08235294117647)","(13.0, 32.0, 16.444444444444443)","(1.3, 1.69, 1.6803124999999999)","(14.0, 40.0, 38.125)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:39.988099,"(3.9, 6.2, 5.0)","(13.0, 32.0, 16.444444444444443)","(1.3, 1.69, 1.6803124999999999)","(14.0, 40.0, 38.125)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:40.946692,"(3.9, 6.2, 5.0)","(13.0, 32.0, 16.444444444444443)","(1.3, 1.69, 1.6803124999999999)","(14.0, 40.0, 38.125)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:41.816204,"(3.9, 6.2, 5.0)","(13.0, 32.0, 16.444444444444443)","(1.3, 1.69, 1.6803124999999999)","(14.0, 40.0, 38.125)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:42.708497,"(3.9, 6.0, 5.16)","(13.0, 32.0, 16.444444444444443)","(1.3, 1.68, 1.650873786407767)","(14.0, 40.0, 38.125)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:43.618294,"(3.9, 6.0, 5.16)","(13.0, 32.0, 16.444444444444443)","(1.3, 1.68, 1.650873786407767)","(14.0, 40.0, 37.5)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:44.461959,"(3.9, 6.0, 5.16)","(13.0, 32.0, 16.444444444444443)","(1.3, 1.68, 1.650873786407767)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:45.313701,"(3.9, 6.0, 5.16)","(13.0, 32.0, 16.444444444444443)","(1.3, 1.68, 1.650873786407767)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:46.253582,"(3.9, 6.0, 5.16)","(13.0, 30.0, 17.083333333333332)","(1.3, 1.68, 1.650873786407767)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:47.180213,"(3.9, 6.0, 5.16)","(13.0, 30.0, 17.083333333333332)","(1.3, 1.68, 1.650873786407767)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:47.991629,"(3.9, 6.0, 5.16)","(13.0, 30.0, 17.083333333333332)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:48.943315,"(3.9, 6.0, 5.16)","(13.0, 30.0, 17.083333333333332)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:49.895874,"(3.9, 6.0, 5.16)","(13.0, 30.0, 17.083333333333332)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:50.845609,"(3.9, 6.0, 5.16)","(13.0, 30.0, 17.083333333333332)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:51.731637,"(3.9, 6.0, 5.16)","(13.0, 30.0, 17.083333333333332)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:52.601267,"(3.9, 6.0, 5.16)","(13.0, 30.0, 23.125)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:53.449584,"(3.9, 6.0, 5.16)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:54.334632,"(3.9, 6.0, 5.16)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:55.257240,"(3.9, 6.0, 5.16)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:56.127445,"(3.9, 6.0, 5.16)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:56.942292,"(3.9, 6.0, 5.16)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:57.857704,"(3.9, 6.0, 5.16)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:58.776727,"(3.9, 6.0, 5.16)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:37:59.629796,"(3.9, 6.0, 5.16)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:00.489824,"(3.9, 6.0, 5.16)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:01.408064,"(3.9, 6.0, 5.16)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:02.316176,"(3.9, 6.0, 5.16)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:03.200150,"(3.9, 6.0, 5.16)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:04.165569,"(3.9, 6.0, 5.16)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:05.155217,"(3.9, 6.0, 5.464705882352941)","(13.0, 30.0, 16.666666666666668)","(1.3, 1.67, 1.647029702970297)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:06.071257,"(3.9, 6.0, 5.464705882352941)","(13.0, 29.0, 16.5)","(1.3, 1.67, 1.6125641025641024)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:06.910276,"(3.9, 6.0, 5.464705882352941)","(13.0, 29.0, 16.5)","(1.3, 1.67, 1.6125641025641024)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:07.863974,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.67, 1.6125641025641024)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:08.762412,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.67, 1.6125641025641024)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:09.660033,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.67, 1.6125641025641024)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:10.601755,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.67, 1.6125641025641024)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:11.545194,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.67, 1.6125641025641024)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:12.471585,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.67, 1.6125641025641024)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:13.399252,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.66, 1.5941463414634145)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:14.282384,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.66, 1.5892857142857142)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:15.160002,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.66, 1.5892857142857142)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:16.112652,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.66, 1.5892857142857142)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:17.005865,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.66, 1.5892857142857142)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:17.855258,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.66, 1.5902439024390242)","(14.0, 34.0, 32.666666666666664)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:18.688752,"(3.9, 6.0, 5.16)","(13.0, 29.0, 22.541666666666668)","(1.3, 1.66, 1.5902439024390242)","(14.0, 34.0, 32.666666666666664)","(10.0, 18.0, 15.333333333333332)"
06-01-2023 11:38:19.704006,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.66, 1.5892857142857142)","(14.0, 34.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:20.799587,"(3.9, 6.0, 5.16)","(13.0, 29.0, 22.541666666666668)","(1.3, 1.66, 1.5892857142857142)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:21.871141,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.66, 1.5966666666666667)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:22.786702,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.5966666666666667)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:23.801959,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.5966666666666667)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:24.823060,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.5966666666666667)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:25.856186,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.5966666666666667)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:26.865206,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.5966666666666667)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:27.766517,"(3.9, 6.4, 5.0285714285714285)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.619142857142857)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:28.726094,"(3.9, 6.4, 5.0285714285714285)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.619142857142857)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:29.629630,"(3.9, 6.4, 5.0285714285714285)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.619142857142857)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:30.467925,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.5992682926829267)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:31.412817,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.5992682926829267)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:32.367407,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.5992682926829267)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:33.264369,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.5992682926829267)","(14.0, 40.0, 37.66666666666667)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:34.133825,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.5992682926829267)","(14.0, 40.0, 38.44444444444444)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:35.045490,"(3.9, 6.0, 5.16)","(13.0, 29.0, 16.5)","(1.3, 1.65, 1.5992682926829267)","(14.0, 40.0, 38.44444444444444)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:35.942356,"(3.9, 6.0, 5.16)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.5992682926829267)","(14.0, 40.0, 38.44444444444444)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:36.917248,"(3.9, 6.0, 5.16)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.6057446808510638)","(14.0, 40.0, 38.44444444444444)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:37.931296,"(3.9, 6.0, 5.127272727272727)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.6057446808510638)","(14.0, 40.0, 38.44444444444444)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:38.903394,"(3.9, 6.0, 5.127272727272727)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.6057446808510638)","(14.0, 40.0, 38.44444444444444)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:39.791104,"(3.9, 6.0, 5.127272727272727)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.6057446808510638)","(14.0, 40.0, 38.44444444444444)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:40.633456,"(3.9, 6.0, 5.127272727272727)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.6057446808510638)","(14.0, 40.0, 38.44444444444444)","(10.0, 18.0, 14.923076923076923)"
06-01-2023 11:38:41.527920,"(3.9, 6.0, 5.127272727272727)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.6057446808510638)","(14.0, 40.0, 38.44444444444444)","(10.0, 18.0, 14.666666666666668)"
06-01-2023 11:38:42.456315,"(3.9, 6.0, 5.127272727272727)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.6065217391304347)","(14.0, 40.0, 38.44444444444444)","(10.0, 17.0, 14.666666666666668)"
06-01-2023 11:38:43.409848,"(3.9, 6.0, 5.127272727272727)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.6065217391304347)","(14.0, 40.0, 38.44444444444444)","(10.0, 17.0, 14.666666666666668)"
06-01-2023 11:38:44.276545,"(3.9, 6.0, 5.127272727272727)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.6065217391304347)","(14.0, 40.0, 38.44444444444444)","(10.0, 17.0, 14.666666666666668)"
06-01-2023 11:38:45.149529,"(3.9, 6.0, 5.127272727272727)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.6065217391304347)","(14.0, 40.0, 38.44444444444444)","(10.0, 17.0, 14.666666666666668)"
06-01-2023 11:38:46.003549,"(3.9, 6.0, 5.127272727272727)","(13.0, 28.0, 21.958333333333332)","(1.3, 1.65, 1.6065217391304347)","(14.0, 40.0, 38.44444444444444)","(10.0, 17.0, 14.666666666666668)"
06-01-2023 11:38:47.013825,"(3.9, 6.0, 5.127272727272727)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.6065217391304347)","(14.0, 40.0, 38.44444444444444)","(10.0, 17.0, 14.666666666666668)"
06-01-2023 11:38:47.976878,"(3.9, 6.0, 5.127272727272727)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.6065217391304347)","(14.0, 40.0, 38.44444444444444)","(10.0, 17.0, 14.666666666666668)"
06-01-2023 11:38:49.015018,"(3.9, 6.0, 5.127272727272727)","(13.0, 28.0, 16.333333333333332)","(1.3, 1.65, 1.6065217391304347)","(14.0, 40.0, 38.8)","(10.0, 17.0, 14.615384615384615)"
06-01-2023 11:38:49.911108,"(3.9, 6.0, 5.4)","(13.0, 28.0, 16.8)","(1.3, 1.65, 1.5668)","(14.0, 42.0, 38.8)","(10.0, 17.5, 14.615384615384615)"
06-01-2023 11:38:50.973222,"(3.9, 6.0, 5.67)","(13.0, 28.0, 16.8)","(1.3, 1.63, 1.5)","(14.0, 44.0, 38.0)","(10.0, 17.5, 14.0)"
06-01-2023 11:38:51.996942,"(3.9, 6.0, 5.67)","(13.0, 28.0, 16.8)","(1.3, 1.62, 1.4076923076923076)","(14.0, 44.0, 39.14285714285714)","(10.0, 19.0, 13.083333333333334)"
06-01-2023 11:38:52.925026,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.3, 1.62, 1.4076923076923076)","(14.0, 44.0, 39.14285714285714)","(10.0, 18.5, 14.75)"
06-01-2023 11:38:53.867519,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.3, 1.62, 1.505)","(14.0, 44.0, 37.6)","(10.0, 18.5, 13.083333333333334)"
06-01-2023 11:38:54.761947,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.3, 1.63, 1.5099999999999998)","(14.0, 44.0, 37.6)","(10.0, 18.5, 13.083333333333334)"
06-01-2023 11:38:55.653878,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.3, 1.63, 1.5099999999999998)","(14.0, 44.0, 37.6)","(10.0, 18.5, 15.25)"
06-01-2023 11:38:56.544394,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.3, 1.63, 1.5099999999999998)","(14.0, 44.0, 37.6)","(10.0, 18.5, 15.25)"
06-01-2023 11:38:57.459109,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.3, 1.63, 1.414)","(14.0, 44.0, 37.6)","(10.0, 18.5, 13.083333333333334)"
06-01-2023 11:38:58.401467,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.3, 1.62, 1.5)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 13.083333333333334)"
06-01-2023 11:38:59.475249,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.3, 1.61, 1.5)","(14.0, 44.0, 37.6)","(10.0, 18.5, 12.38888888888889)"
06-01-2023 11:39:00.569136,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.3, 1.61, 1.406923076923077)","(14.0, 44.0, 37.6)","(10.0, 19.0, 15.25)"
06-01-2023 11:39:01.573845,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.3, 1.61, 1.406923076923077)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.416666666666664)"
06-01-2023 11:39:02.505803,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.3, 1.61, 1.406923076923077)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:03.508503,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.3, 1.61, 1.5)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:04.415183,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.5)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:05.401753,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.5)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:06.301804,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.5)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:07.142717,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.406923076923077)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:07.966829,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.406923076923077)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:08.919219,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.406923076923077)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:09.827823,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.5)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:10.720857,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.5)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:11.585046,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.5)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:12.497604,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.5)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:13.369996,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.5)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:14.286801,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.5)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:15.286559,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.406923076923077)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:16.294421,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.406923076923077)","(14.0, 44.0, 37.6)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:17.297572,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.406923076923077)","(14.0, 44.0, 36.0)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:18.296715,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.4057142857142857)","(14.0, 44.0, 36.0)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:19.355212,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.62, 1.3976666666666666)","(14.0, 44.0, 35.5)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:20.304264,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.62, 1.41)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 17.77777777777778)"
06-01-2023 11:39:21.358267,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.4)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 15.714285714285715)"
06-01-2023 11:39:22.470061,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.61, 1.495)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 15.714285714285715)"
06-01-2023 11:39:23.534507,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.6, 1.495)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 15.714285714285715)"
06-01-2023 11:39:24.412941,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.6, 1.495)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 15.714285714285715)"
06-01-2023 11:39:25.237187,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.6, 1.495)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 15.714285714285715)"
06-01-2023 11:39:26.249088,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.6, 1.495)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 15.714285714285715)"
06-01-2023 11:39:27.213890,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.6, 1.495)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 15.714285714285715)"
06-01-2023 11:39:28.117155,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.6, 1.495)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 15.714285714285715)"
06-01-2023 11:39:28.941271,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.6, 1.495)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 15.714285714285715)"
06-01-2023 11:39:29.773184,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.6, 1.495)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 15.714285714285715)"
06-01-2023 11:39:30.798546,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.6, 1.495)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 15.714285714285715)"
06-01-2023 11:39:31.750126,"(3.9, 6.0, 5.67)","(13.0, 27.0, 20.5)","(1.35, 1.6, 1.3969999999999998)","(14.0, 44.0, 39.42857142857143)","(10.0, 18.5, 15.714285714285715)"
