,My Girl Mandy,Batman Jujon,Burton,Hollador Daisy,Dollar Bucks,Always Idle,Holme Boy,Kerrie Be,Bling Us Delight
15-12-2022 11:59:12.734495,"(7.0, 12.0, 10.2)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 10.5, 10.65)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:13.922818,"(7.0, 12.0, 10.2)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 9.7)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:15.094327,"(7.0, 12.0, 10.2)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 9.7)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:16.218610,"(7.0, 12.0, 10.2)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 9.7)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:17.324836,"(7.0, 12.0, 10.2)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 9.7)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:18.499919,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:19.595985,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:20.704301,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:21.783891,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:22.839366,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:23.942321,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:25.097591,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:26.217847,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:27.355552,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:28.513396,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:29.642060,"(7.0, 12.0, 9.75)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:30.852839,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:32.067381,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.925)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:33.256413,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:34.467817,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:35.682964,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(13.0, 20.0, 18.25)","(2.6, 3.45, 3.2675)","(8.5, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(3.9, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:36.913463,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:38.055059,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:39.176732,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:40.349374,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:41.513908,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:42.634940,"(7.0, 12.0, 9.75)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:43.696419,"(7.0, 12.0, 10.2)","(21.0, 30.0, 28.72222222222222)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:44.770788,"(7.0, 12.0, 10.2)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:45.903720,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:46.999996,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:48.080900,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:49.210467,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.628571428571428)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:50.324279,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.88695652173913)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.949999999999999)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:51.450340,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.88695652173913)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.914285714285714)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:52.582229,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.88695652173913)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.914285714285714)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:53.731836,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.88695652173913)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.914285714285714)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:54.967386,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.88695652173913)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.914285714285714)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:56.117506,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.7)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.914285714285714)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:57.241031,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.7)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.914285714285714)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:58.448713,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.7)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.914285714285714)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 11:59:59.636582,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.98019801980198)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.914285714285714)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 12:00:00.835324,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.314285714285714)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.98019801980198)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.914285714285714)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 12:00:02.011234,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.6, 7.56)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.085)","(9.0, 11.0, 10.742857142857142)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 5.013333333333333)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 12:00:03.183408,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.8, 7.671428571428571)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.085)","(9.0, 11.0, 10.742857142857142)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 5.013333333333333)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 12:00:04.368941,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.8, 7.671428571428571)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.085)","(9.0, 11.0, 10.733333333333334)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 5.013333333333333)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 12:00:05.504219,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.8, 7.671428571428571)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.085)","(9.0, 11.0, 10.733333333333334)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 5.013333333333333)","(51.0, 190.0, 126.36363636363636)"
15-12-2022 12:00:06.675441,"(7.0, 12.0, 9.75)","(21.0, 30.0, 24.5)","(5.0, 7.8, 7.671428571428571)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.733333333333334)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 5.013333333333333)","(51.0, 190.0, 73.33333333333333)"
15-12-2022 12:00:07.827167,"(7.0, 11.5, 10.666666666666666)","(21.0, 30.0, 24.5)","(5.0, 7.8, 7.493617021276595)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.733333333333334)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 5.013333333333333)","(51.0, 190.0, 73.33333333333333)"
15-12-2022 12:00:08.957480,"(7.0, 11.5, 10.666666666666666)","(21.0, 30.0, 24.5)","(5.0, 7.8, 7.493617021276595)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.733333333333334)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 5.013333333333333)","(51.0, 190.0, 77.5)"
15-12-2022 12:00:10.120807,"(7.0, 11.5, 10.666666666666666)","(21.0, 30.0, 24.5)","(5.0, 7.8, 7.493617021276595)","(14.0, 20.0, 18.25)","(2.5, 3.45, 3.2675)","(9.0, 11.0, 10.733333333333334)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 5.013333333333333)","(51.0, 190.0, 77.5)"
15-12-2022 12:00:11.194535,"(7.0, 11.5, 10.666666666666666)","(21.0, 30.0, 24.5)","(5.0, 7.6, 6.945454545454545)","(14.0, 20.0, 18.25)","(2.5, 3.4, 3.06)","(9.0, 11.0, 10.733333333333334)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 5.023529411764706)","(51.0, 190.0, 77.5)"
15-12-2022 12:00:12.232943,"(7.0, 11.5, 10.666666666666666)","(21.0, 30.0, 24.5)","(5.0, 7.4, 7.331707317073171)","(14.0, 20.0, 18.25)","(2.5, 3.35, 2.9433333333333334)","(9.0, 11.0, 10.733333333333334)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 4.475)","(51.0, 190.0, 77.5)"
15-12-2022 12:00:13.413336,"(7.0, 11.5, 10.666666666666666)","(21.0, 30.0, 24.5)","(5.0, 7.2, 6.7164179104477615)","(14.0, 20.0, 18.25)","(2.5, 3.35, 2.9699999999999998)","(9.0, 11.0, 14.114285714285714)","(21.0, 32.0, 27.666666666666664)","(4.0, 5.1, 5.2)","(51.0, 190.0, 77.5)"
15-12-2022 12:00:14.619524,"(7.0, 11.5, 10.666666666666666)","(21.0, 32.0, 22.25)","(4.8, 7.2, 7.170731707317073)","(14.0, 21.0, 19.25)","(2.5, 3.35, 3.08)","(9.0, 16.0, 14.17142857142857)","(21.0, 32.0, 27.666666666666664)","(4.2, 5.3, 4.816666666666666)","(51.0, 190.0, 96.66666666666666)"
15-12-2022 12:00:16.077206,"(7.0, 11.5, 9.166666666666666)","(21.0, 32.0, 22.25)","(4.8, 7.0, 6.7)","(14.0, 21.0, 19.25)","(2.5, 3.25, 2.8422222222222224)","(9.0, 16.0, 14.17142857142857)","(21.0, 32.0, 27.666666666666664)","(4.2, 5.3, 4.816666666666666)","(51.0, 180.0, 96.66666666666666)"
15-12-2022 12:00:17.400079,"(7.0, 11.5, 9.166666666666666)","(21.0, 32.0, 22.25)","(4.8, 7.0, 6.7)","(14.0, 21.0, 19.5)","(2.5, 3.2, 3.013333333333333)","(9.0, 16.0, 14.17142857142857)","(21.0, 32.0, 20.575757575757574)","(4.2, 5.3, 4.816666666666666)","(51.0, 180.0, 93.33333333333334)"
15-12-2022 12:00:18.631376,"(7.0, 11.5, 9.166666666666666)","(21.0, 32.0, 22.25)","(4.8, 7.0, 6.7)","(14.0, 21.0, 19.5)","(2.5, 3.15, 3.013333333333333)","(9.0, 16.0, 14.17142857142857)","(21.0, 32.0, 25.666666666666668)","(4.2, 5.3, 4.949999999999999)","(51.0, 170.0, 70.83333333333333)"
15-12-2022 12:00:19.808374,"(7.0, 10.5, 9.75)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 19.5)","(2.5, 3.2, 2.836842105263158)","(9.0, 15.5, 14.7875)","(21.0, 29.0, 25.0)","(4.2, 5.3, 4.949999999999999)","(51.0, 150.0, 83.33333333333333)"
15-12-2022 12:00:21.013725,"(7.0, 10.5, 9.6)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 2.836842105263158)","(9.0, 15.5, 14.7875)","(21.0, 28.0, 25.0)","(4.2, 5.3, 4.949999999999999)","(51.0, 140.0, 83.33333333333333)"
15-12-2022 12:00:22.188731,"(7.0, 10.0, 9.5)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 13.844444444444445)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 4.949999999999999)","(51.0, 130.0, 67.5)"
15-12-2022 12:00:23.399152,"(7.0, 10.0, 9.5)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 13.844444444444445)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 4.949999999999999)","(51.0, 130.0, 64.16666666666667)"
15-12-2022 12:00:24.536521,"(7.0, 10.0, 9.5)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 13.514285714285714)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 5.13125)","(51.0, 110.0, 75.0)"
15-12-2022 12:00:25.689331,"(7.0, 10.0, 9.5)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 13.514285714285714)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 5.13125)","(51.0, 95.0, 66.66666666666667)"
15-12-2022 12:00:27.045022,"(7.0, 10.0, 9.5)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 13.514285714285714)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 5.13125)","(51.0, 90.0, 66.66666666666667)"
15-12-2022 12:00:28.225816,"(7.0, 10.0, 9.5)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 14.901960784313726)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 5.13125)","(51.0, 90.0, 60.833333333333336)"
15-12-2022 12:00:29.565632,"(7.0, 10.0, 9.5)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 13.714285714285715)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 5.13125)","(51.0, 90.0, 70.0)"
15-12-2022 12:00:30.745403,"(7.0, 10.0, 9.5)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 13.0)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 5.13125)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:31.905091,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 13.0)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 5.13125)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:33.094053,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 13.0)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 5.13125)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:34.486789,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 14.0)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 5.13125)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:35.772128,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 14.0)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 5.13125)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:37.065211,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 14.0)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 5.13125)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:38.308890,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 14.0)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 5.13125)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:39.495478,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 14.0)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 4.866666666666666)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:40.721595,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.005)","(9.0, 15.0, 14.0)","(21.0, 28.0, 22.272727272727273)","(4.2, 5.3, 4.866666666666666)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:42.004328,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 14.11111111111111)","(21.0, 28.0, 24.294117647058822)","(4.2, 5.3, 4.866666666666666)","(51.0, 85.0, 70.0)"
