,My Girl Mandy,Batman Jujon,Burton,Hollador Daisy,Dollar Bucks,Always Idle,Holme Boy,Kerrie Be,Bling Us Delight
15-12-2022 12:00:43.133511,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 14.0)","(21.0, 28.0, 24.294117647058822)","(4.2, 5.3, 4.975)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:44.387808,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 24.294117647058822)","(4.2, 5.3, 4.975)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:45.524555,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 7.088888888888889)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 24.294117647058822)","(4.2, 5.3, 4.975)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:46.636067,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 7.088888888888889)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 22.59090909090909)","(4.2, 5.3, 4.975)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:47.791669,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 7.088888888888889)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 23.833333333333332)","(4.2, 5.3, 6.684615384615384)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:49.250452,"(7.0, 10.0, 9.4)","(21.0, 32.0, 20.857142857142858)","(4.8, 7.2, 7.088888888888889)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 26.0, 23.833333333333332)","(4.2, 6.8, 6.5)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:50.331903,"(7.0, 10.0, 9.4)","(21.0, 32.0, 20.857142857142858)","(4.8, 7.2, 7.088888888888889)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 26.0, 24.5)","(4.2, 6.6, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:51.466795,"(7.0, 10.0, 9.4)","(21.0, 32.0, 20.857142857142858)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 27.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:52.640083,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.733333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:53.794042,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.733333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:55.081780,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.733333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:56.222550,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.733333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:57.390018,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.733333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:00:58.843188,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.666666666666667)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:00.038200,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.666666666666667)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:01.240337,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.9714285714285715)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:02.394066,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.9714285714285715)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:03.556452,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:04.820566,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:06.050544,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:07.290302,"(7.0, 10.0, 9.4)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:08.558552,"(7.0, 10.0, 9.4)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:09.816116,"(7.0, 10.0, 9.4)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:11.323769,"(7.0, 10.0, 9.4)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:12.742872,"(7.0, 10.0, 9.4)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.533333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 26.3)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:14.048294,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.533333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:15.617586,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.914285714285715)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:17.153832,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:18.679317,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:20.217178,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:21.648199,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.7)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:22.922590,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.533333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:24.122673,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.533333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:25.408560,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 7.057142857142857)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:26.679563,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 7.057142857142857)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:27.966353,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 7.057142857142857)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:29.288298,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.2, 7.057142857142857)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.054)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:30.500970,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.733333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 2.9233333333333333)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:31.769558,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.733333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.25, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:32.982380,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.733333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:34.238011,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.733333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:35.508742,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.733333333333333)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:36.831602,"(7.0, 10.0, 9.4)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.9714285714285715)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:38.278974,"(7.0, 10.0, 9.2)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.9714285714285715)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:01:39.551084,"(7.0, 10.0, 9.2)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.9714285714285715)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:40.790692,"(7.0, 10.0, 9.2)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.9714285714285715)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:42.080242,"(7.0, 10.0, 9.2)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:43.361736,"(7.0, 10.0, 9.2)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:44.611144,"(7.0, 10.0, 9.2)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:45.781601,"(7.0, 10.0, 9.2)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:46.880610,"(7.0, 10.0, 9.2)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:48.063896,"(7.0, 10.0, 9.2)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.024)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:49.195251,"(7.0, 10.0, 9.2)","(21.0, 32.0, 25.5)","(4.8, 7.0, 6.8)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.156)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:50.341132,"(7.0, 10.0, 9.2)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.914285714285715)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.156)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:51.498384,"(7.0, 10.0, 9.2)","(21.0, 32.0, 25.5)","(4.8, 7.2, 6.914285714285715)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.156)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:52.640870,"(7.0, 10.0, 9.2)","(21.0, 32.0, 30.5)","(4.8, 7.2, 6.914285714285715)","(14.0, 21.0, 20.3125)","(2.5, 3.2, 3.156)","(9.0, 15.0, 13.666666666666666)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:53.872213,"(7.0, 10.0, 9.2)","(21.0, 32.0, 30.5)","(4.8, 7.2, 6.7)","(15.0, 21.0, 20.3125)","(2.5, 3.2, 3.201)","(9.0, 15.0, 14.872340425531915)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:55.040286,"(7.0, 10.0, 9.2)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.7)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 15.0, 15.7)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:56.170441,"(7.0, 10.0, 9.2)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.7)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 15.7)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:57.335447,"(7.0, 10.0, 9.2)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.7)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 15.7)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:58.518530,"(7.0, 10.0, 9.2)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.7)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 15.7)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 80.71428571428572)"
15-12-2022 12:01:59.762910,"(7.0, 10.0, 9.4)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.7)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 15.7)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:02:01.022221,"(7.0, 10.0, 9.5)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.7)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 15.7)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 70.0)"
15-12-2022 12:02:02.343853,"(7.0, 10.0, 9.4)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.4387096774193555)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 15.7)","(21.0, 28.0, 27.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:03.602126,"(7.0, 10.0, 9.4)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.4387096774193555)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 15.7)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:04.833072,"(7.0, 10.0, 9.4)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.47741935483871)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 15.7)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:06.066136,"(7.0, 10.0, 9.4)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.47741935483871)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 15.7)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:07.298922,"(7.0, 10.0, 9.4)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.47741935483871)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 15.7)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:08.508050,"(7.0, 10.0, 9.222222222222221)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.47741935483871)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 15.7)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:09.713357,"(7.0, 10.0, 9.222222222222221)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.47741935483871)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 15.7)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:10.876282,"(7.0, 9.8, 9.533333333333333)","(21.0, 32.0, 30.5)","(4.8, 7.0, 6.47741935483871)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 15.7)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:12.074092,"(7.0, 9.8, 9.533333333333333)","(21.0, 32.0, 28.875)","(4.8, 7.0, 6.47741935483871)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 16.055555555555557)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:13.243387,"(7.0, 9.8, 9.533333333333333)","(21.0, 32.0, 28.875)","(4.8, 7.0, 6.47741935483871)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.201)","(9.0, 16.5, 16.055555555555557)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:14.450636,"(7.0, 9.8, 9.533333333333333)","(21.0, 32.0, 28.875)","(4.8, 7.0, 6.47741935483871)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.203333333333333)","(9.0, 16.5, 16.055555555555557)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:15.660568,"(7.0, 9.8, 9.4)","(21.0, 32.0, 28.875)","(4.8, 7.0, 6.466666666666667)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.156)","(9.0, 16.5, 16.055555555555557)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:16.832575,"(7.0, 10.0, 9.5)","(21.0, 32.0, 28.875)","(4.8, 7.0, 6.466666666666667)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.156)","(9.0, 16.5, 16.055555555555557)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:18.017239,"(7.0, 9.8, 9.533333333333333)","(21.0, 32.0, 28.875)","(4.8, 7.0, 6.466666666666667)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.156)","(9.0, 16.5, 16.055555555555557)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:19.211448,"(7.0, 9.8, 9.2)","(21.0, 32.0, 28.875)","(4.8, 7.0, 6.466666666666667)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.156)","(9.0, 16.5, 16.055555555555557)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
15-12-2022 12:02:20.427348,"(7.0, 9.8, 9.2)","(21.0, 32.0, 28.875)","(4.8, 7.0, 6.466666666666667)","(15.0, 21.0, 20.3125)","(2.5, 3.25, 3.156)","(9.0, 16.5, 16.055555555555557)","(21.0, 28.0, 25.0)","(4.2, 6.4, 6.242857142857143)","(51.0, 85.0, 65.0)"
