,Square Dealer Nz,No Doubt Nz,Mummys Boy,Saving Major Percy,Le Tissier Nz,Sole Ambition Nz
08-12-2022 13:08:12.578352,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 16.75)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:13.704697,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 16.75)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:14.915934,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 16.75)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:15.944694,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 16.75)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:17.054152,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 16.75)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:17.937382,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 16.75)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:18.994460,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 14.75)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:20.149121,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 16.5, 14.9)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:21.202791,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 16.5, 14.9)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:22.191117,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 16.5, 14.9)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:23.216172,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 16.5, 14.9)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:24.097607,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 16.5, 14.9)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:24.965866,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 16.5, 14.9)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:26.008126,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:26.970062,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:28.040692,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:29.074713,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:30.033619,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:30.968989,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:31.998604,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:33.109381,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 20.0, 15.166666666666666)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:34.150865,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 19.5, 15.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:35.214976,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 19.0, 15.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:36.265153,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 19.0, 15.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:37.333010,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 19.0, 18.076923076923077)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:38.709825,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 19.0, 15.625)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:40.119560,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 16.5, 14.4)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:41.333379,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 16.5, 15.13888888888889)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:42.374590,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 16.5, 15.13888888888889)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:43.378575,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:44.388457,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:45.521875,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 16.0, 15.538461538461538)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:46.529873,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.933333333333334)","(13.0, 16.0, 15.538461538461538)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:47.578920,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.222222222222223)","(13.0, 16.0, 15.538461538461538)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:48.612269,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.428571428571429)","(13.0, 16.0, 15.6)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:49.577675,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.428571428571429)","(13.0, 16.0, 14.8)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:50.646625,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.428571428571429)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:51.656463,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.428571428571429)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:52.671772,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.428571428571429)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:53.719124,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.428571428571429)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:54.783230,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.428571428571429)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:55.819863,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.428571428571429)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:56.841164,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 13.0, 11.466666666666667)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:57.782293,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 13.0, 10.24)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:58.734225,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 9.311111111111112)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:08:59.889252,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 9.083333333333334)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:00.943724,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 10.2)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:01.948820,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.2)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:02.962774,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.2)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:03.960712,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 10.2)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:05.045526,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.0, 9.285714285714286)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:06.066898,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 11.5, 9.7)","(13.0, 16.0, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:07.146820,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 11.0, 9.7)","(13.0, 16.0, 13.307692307692308)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:08.162968,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 11.0, 11.133333333333333)","(13.0, 16.0, 13.307692307692308)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:09.324709,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 11.133333333333333)","(13.0, 16.0, 13.785714285714285)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:10.488088,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 10.45)","(13.0, 15.5, 14.25)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:11.641094,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 10.45)","(13.0, 15.5, 14.25)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:12.592651,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 11.133333333333333)","(13.0, 15.5, 14.25)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:13.561366,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 11.133333333333333)","(13.0, 15.5, 14.25)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:14.613163,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 11.133333333333333)","(13.0, 15.5, 14.25)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:15.567238,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 11.133333333333333)","(13.0, 15.5, 14.25)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:16.594759,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 11.133333333333333)","(13.0, 15.5, 14.666666666666666)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:17.578657,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 11.133333333333333)","(13.0, 15.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:18.619723,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 11.475)","(13.0, 15.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:19.872202,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 10.65)","(13.0, 15.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:20.784971,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 10.65)","(13.0, 15.0, 14.333333333333334)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:21.850231,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 10.55)","(13.0, 16.0, 13.666666666666666)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:23.020366,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 11.525)","(13.0, 16.0, 13.666666666666666)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:24.075364,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 11.525)","(13.0, 16.0, 13.666666666666666)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:25.197054,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 12.0125)","(13.0, 16.0, 13.666666666666666)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:26.280786,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 12.0125)","(13.0, 16.0, 13.666666666666666)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:27.312106,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 12.0125)","(13.0, 16.0, 13.666666666666666)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:28.346916,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 12.0125)","(13.0, 16.0, 13.666666666666666)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:29.346134,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 12.0125)","(13.0, 16.0, 13.666666666666666)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:30.592654,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 12.0125)","(13.0, 16.0, 13.666666666666666)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:31.936173,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 12.0125)","(13.0, 16.0, 13.666666666666666)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:33.084956,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 12.0125)","(13.0, 16.0, 13.666666666666666)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:34.200850,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 12.0125)","(13.0, 16.0, 13.722222222222221)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:35.195997,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 12.0125)","(13.0, 15.5, 13.722222222222221)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:36.264467,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 12.0125)","(13.0, 15.5, 13.722222222222221)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:37.400915,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 12.0125)","(13.0, 15.5, 13.722222222222221)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:38.541826,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 10.55)","(13.0, 15.5, 13.722222222222221)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:39.611780,"(2.8, 99999, 99990)","(2.7, 99999, 99990)","(7.5, 12.5, 10.65)","(13.0, 15.5, 14.0)","(3.6, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:09:40.857736,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 10.65)","(13.0, 15.0, 14.0)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:41.893401,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 10.65)","(13.0, 15.0, 14.0)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:42.897667,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 10.65)","(13.0, 15.0, 13.857142857142858)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:43.974853,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 10.65)","(13.0, 16.0, 13.75)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:45.194356,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 10.65)","(13.0, 16.0, 13.75)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:46.350748,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 11.575)","(13.0, 16.0, 15.117647058823529)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:47.475703,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 11.575)","(13.0, 16.0, 14.61111111111111)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:48.549989,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 11.575)","(13.0, 16.0, 14.928571428571429)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:49.625672,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 11.0)","(13.0, 16.0, 14.928571428571429)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:50.805870,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 10.666666666666666)","(13.0, 16.0, 14.928571428571429)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:51.932090,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 11.5, 9.30625)","(13.0, 16.0, 14.214285714285714)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:53.040150,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 11.5, 9.536363636363637)","(13.0, 16.0, 14.0)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:54.304053,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 11.0, 10.075)","(13.0, 16.0, 13.777777777777779)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:55.407726,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 10.5, 9.34)","(13.0, 16.0, 13.9)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:56.439446,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 11.5, 9.34)","(13.0, 15.5, 13.9)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:57.515582,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.0, 10.933333333333334)","(13.0, 15.5, 13.75)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:58.753833,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.0, 10.933333333333334)","(13.0, 16.0, 14.392857142857142)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:09:59.876847,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.0, 11.266666666666667)","(13.0, 16.0, 13.75)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:01.094342,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 9.82857142857143)","(13.0, 16.0, 14.166666666666666)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:02.140311,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 10.0, 9.82857142857143)","(13.0, 15.5, 14.166666666666666)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:03.084271,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 11.76)","(13.0, 15.5, 13.9)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:04.178124,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 10.914285714285715)","(13.0, 15.5, 13.9)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:05.227726,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.0, 10.933333333333334)","(13.0, 15.5, 13.9)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:06.299092,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 11.5, 9.700000000000001)","(13.0, 15.5, 13.9)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:07.422317,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 11.0, 9.4)","(13.0, 15.5, 13.9)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:08.440532,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 11.0, 9.4)","(13.0, 15.5, 13.9)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:09.437643,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 10.0, 9.3)","(13.0, 15.5, 13.9)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:10.689351,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 10.55)","(13.0, 16.0, 13.833333333333334)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:11.865764,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 9.575)","(13.0, 15.5, 14.0)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:12.978492,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 9.157142857142857)","(13.0, 15.5, 13.916666666666666)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:14.221879,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 9.157142857142857)","(13.0, 16.0, 14.166666666666666)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:15.323696,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 9.157142857142857)","(13.0, 15.5, 13.714285714285714)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:16.458652,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 9.9)","(13.0, 15.0, 13.916666666666666)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:17.455804,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 12.5, 9.9)","(13.0, 16.0, 13.916666666666666)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:18.505044,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 11.5, 9.566666666666666)","(13.0, 16.0, 13.916666666666666)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:19.578956,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 11.5, 9.31764705882353)","(13.0, 16.0, 13.714285714285714)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:20.599733,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 11.0, 9.366666666666667)","(13.0, 15.0, 13.75)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:21.610341,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 10.5, 9.366666666666667)","(13.0, 16.0, 13.75)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:22.559330,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 10.0, 9.65)","(13.0, 15.5, 14.166666666666666)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:23.574914,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 11.0, 9.533333333333333)","(13.0, 15.0, 13.714285714285714)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:24.758059,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 11.5, 10.025)","(13.0, 15.0, 13.65)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:25.890264,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 10.5, 9.5)","(13.0, 15.0, 13.875)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
08-12-2022 13:10:27.147078,"(2.9, 99999, 99990)","(2.7, 99999, 99990)","(7.0, 9.8, 10.775)","(13.0, 15.0, 13.916666666666666)","(3.8, 99999, 99990)","(16.0, 99999, 99990)"
