,Princeton Award,Almsgiver,Dirt On Harry,Springvale Road,Diamond Luke,Johandough,Takumi,Till Its Over,West Cliff,Glitter N Gold,So She Can Fly,Celtic Glory
08-12-2022 15:42:35.112112,"(5.5, 6.4, 6.138461538461539)","(12.0, 14.0, 13.929292929292929)","(21.0, 28.0, 26.606060606060606)","(51.0, 60.0, 57.714285714285715)","(4.6, 5.5, 5.319047619047619)","(21.0, 32.0, 31.379310344827587)","(5.5, 6.2, 6.121269841269841)","(11.0, 13.5, 13.375)","(81.0, 220.0, 164.44444444444446)","(6.5, 7.8, 7.608823529411765)","(21.0, 26.0, 25.143835616438356)","(12.0, 13.5, 13.412698412698413)"
08-12-2022 15:42:36.893418,"(5.5, 6.4, 6.138461538461539)","(12.0, 14.0, 13.929292929292929)","(21.0, 28.0, 26.606060606060606)","(51.0, 60.0, 57.714285714285715)","(4.6, 5.5, 5.319047619047619)","(21.0, 32.0, 31.379310344827587)","(5.5, 6.2, 6.121269841269841)","(11.0, 13.5, 13.375)","(81.0, 220.0, 164.44444444444446)","(6.5, 7.8, 7.607407407407408)","(21.0, 26.0, 25.143835616438356)","(12.0, 13.5, 13.412698412698413)"
08-12-2022 15:42:38.607172,"(5.5, 6.4, 6.138461538461539)","(12.0, 14.0, 13.929292929292929)","(21.0, 28.0, 26.606060606060606)","(51.0, 60.0, 57.714285714285715)","(4.6, 5.5, 5.316949152542373)","(21.0, 32.0, 31.379310344827587)","(5.5, 6.2, 6.121269841269841)","(12.0, 13.5, 13.375)","(81.0, 220.0, 164.44444444444446)","(6.5, 7.8, 7.607407407407408)","(21.0, 26.0, 24.51388888888889)","(12.0, 13.5, 13.412698412698413)"
08-12-2022 15:42:40.302121,"(5.5, 6.4, 6.138461538461539)","(12.0, 14.0, 13.929292929292929)","(21.0, 28.0, 26.606060606060606)","(51.0, 60.0, 57.714285714285715)","(4.6, 5.5, 5.337037037037037)","(21.0, 32.0, 31.379310344827587)","(5.5, 6.2, 6.121269841269841)","(12.0, 13.5, 13.375)","(81.0, 220.0, 164.44444444444446)","(6.5, 7.8, 7.654545454545454)","(21.0, 26.0, 24.514285714285712)","(12.0, 13.5, 13.412698412698413)"
08-12-2022 15:42:41.979232,"(5.5, 6.4, 6.138461538461539)","(12.0, 14.0, 13.929292929292929)","(21.0, 28.0, 26.606060606060606)","(51.0, 60.0, 57.714285714285715)","(4.6, 5.4, 5.31063829787234)","(21.0, 32.0, 31.379310344827587)","(5.5, 6.2, 6.121269841269841)","(12.0, 13.5, 13.375)","(81.0, 220.0, 164.44444444444446)","(6.5, 7.8, 7.688659793814433)","(21.0, 26.0, 24.514285714285712)","(12.0, 13.5, 13.412698412698413)"
08-12-2022 15:42:43.638070,"(5.5, 6.4, 6.138461538461539)","(12.0, 14.0, 13.929292929292929)","(21.0, 28.0, 26.606060606060606)","(51.0, 60.0, 57.714285714285715)","(4.6, 5.4, 5.31063829787234)","(21.0, 32.0, 31.379310344827587)","(5.5, 6.2, 6.121269841269841)","(12.0, 13.5, 13.375)","(81.0, 220.0, 157.5)","(6.5, 7.8, 7.688659793814433)","(21.0, 26.0, 24.514285714285712)","(12.0, 13.5, 13.412698412698413)"
08-12-2022 15:42:45.305371,"(5.5, 6.4, 6.138461538461539)","(12.0, 14.0, 13.929292929292929)","(21.0, 28.0, 26.327272727272728)","(51.0, 60.0, 57.714285714285715)","(4.6, 5.4, 5.31063829787234)","(21.0, 32.0, 31.379310344827587)","(5.5, 6.2, 6.121269841269841)","(12.0, 13.5, 13.375)","(81.0, 220.0, 157.5)","(6.5, 7.8, 7.688659793814433)","(21.0, 26.0, 24.514285714285712)","(12.0, 13.5, 13.412698412698413)"
08-12-2022 15:42:46.970777,"(5.5, 6.4, 6.138461538461539)","(12.0, 14.0, 13.927461139896373)","(21.0, 28.0, 26.327272727272728)","(51.0, 60.0, 57.714285714285715)","(4.6, 5.4, 5.31063829787234)","(21.0, 32.0, 31.379310344827587)","(5.5, 6.2, 6.121269841269841)","(12.0, 13.5, 13.375)","(81.0, 220.0, 157.5)","(6.5, 7.8, 7.688659793814433)","(21.0, 26.0, 24.514285714285712)","(12.0, 13.5, 13.412698412698413)"
08-12-2022 15:42:48.659825,"(5.5, 6.4, 6.138461538461539)","(12.0, 14.0, 13.927083333333334)","(21.0, 28.0, 26.327272727272728)","(51.0, 60.0, 57.714285714285715)","(4.6, 5.4, 5.31063829787234)","(21.0, 32.0, 31.379310344827587)","(5.5, 6.2, 6.121269841269841)","(12.0, 13.5, 13.375)","(81.0, 220.0, 157.5)","(6.5, 7.8, 7.688659793814433)","(21.0, 26.0, 24.514285714285712)","(12.0, 13.5, 13.412698412698413)"
08-12-2022 15:42:50.404778,"(5.5, 6.4, 6.138461538461539)","(12.0, 14.0, 13.927083333333334)","(21.0, 28.0, 26.327272727272728)","(51.0, 60.0, 57.714285714285715)","(4.6, 5.4, 5.337037037037037)","(21.0, 32.0, 31.379310344827587)","(5.5, 6.2, 6.121269841269841)","(12.0, 13.5, 13.375)","(81.0, 220.0, 157.5)","(6.5, 7.8, 7.688659793814433)","(21.0, 26.0, 24.514285714285712)","(12.0, 13.5, 13.412698412698413)"
08-12-2022 15:42:52.111539,"(5.5, 6.4, 6.138461538461539)","(12.0, 14.0, 13.927083333333334)","(21.0, 28.0, 26.327272727272728)","(51.0, 60.0, 57.64705882352941)","(4.6, 5.4, 5.337037037037037)","(21.0, 32.0, 31.379310344827587)","(5.5, 6.2, 6.121269841269841)","(12.0, 13.5, 13.375)","(81.0, 220.0, 157.5)","(6.5, 7.8, 7.688659793814433)","(21.0, 26.0, 24.514285714285712)","(12.0, 13.5, 13.412698412698413)"
08-12-2022 15:42:53.801991,"(5.5, 6.4, 6.138461538461539)","(12.0, 14.0, 13.621621621621621)","(21.0, 28.0, 26.327272727272728)","(51.0, 60.0, 57.76923076923077)","(4.6, 5.4, 5.337037037037037)","(21.0, 32.0, 30.58823529411765)","(5.5, 6.2, 6.121269841269841)","(12.0, 13.5, 13.375)","(81.0, 220.0, 195.0)","(6.5, 7.8, 7.346938775510204)","(21.0, 26.0, 24.514285714285712)","(12.0, 13.5, 13.412698412698413)"
08-12-2022 15:42:55.432985,"(5.5, 6.4, 6.213698630136986)","(12.0, 14.0, 13.224137931034482)","(21.0, 28.0, 26.466666666666665)","(51.0, 60.0, 57.803030303030305)","(4.6, 5.4, 5.367307692307692)","(21.0, 32.0, 30.857142857142858)","(5.5, 6.2, 6.126409495548962)","(12.0, 13.5, 13.431818181818182)","(81.0, 220.0, 200.0)","(6.5, 7.4, 7.361194029850747)","(21.0, 26.0, 24.575342465753426)","(12.0, 13.5, 13.424657534246576)"
08-12-2022 15:42:57.044181,"(5.5, 6.4, 6.213698630136986)","(12.0, 14.0, 13.321428571428571)","(21.0, 28.0, 26.704225352112676)","(51.0, 60.0, 57.803030303030305)","(4.6, 5.4, 5.37875)","(21.0, 32.0, 30.857142857142858)","(5.5, 6.2, 6.12)","(12.0, 13.5, 13.431818181818182)","(81.0, 220.0, 200.0)","(6.5, 7.4, 7.361194029850747)","(21.0, 26.0, 24.575342465753426)","(12.0, 13.5, 13.424657534246576)"
08-12-2022 15:42:58.594261,"(5.5, 6.4, 6.213698630136986)","(12.0, 13.5, 13.426470588235293)","(21.0, 28.0, 26.746268656716417)","(51.0, 60.0, 57.803030303030305)","(4.6, 5.4, 5.376056338028169)","(21.0, 32.0, 30.857142857142858)","(5.5, 6.2, 6.12)","(12.0, 13.5, 13.431818181818182)","(81.0, 220.0, 200.0)","(6.5, 7.4, 7.361194029850747)","(21.0, 26.0, 24.575342465753426)","(12.0, 13.5, 13.424657534246576)"
08-12-2022 15:43:00.453701,"(5.5, 6.4, 6.213698630136986)","(12.0, 13.5, 13.426470588235293)","(21.0, 28.0, 26.746268656716417)","(51.0, 60.0, 57.803030303030305)","(4.6, 5.4, 5.376056338028169)","(21.0, 32.0, 30.857142857142858)","(5.5, 6.2, 6.12)","(12.0, 13.5, 13.431818181818182)","(81.0, 220.0, 200.0)","(6.5, 7.4, 7.361194029850747)","(21.0, 26.0, 24.575342465753426)","(12.0, 13.5, 13.424657534246576)"
08-12-2022 15:43:02.240029,"(5.5, 6.4, 6.213698630136986)","(12.0, 13.5, 13.426470588235293)","(21.0, 28.0, 26.746268656716417)","(51.0, 60.0, 57.803030303030305)","(4.6, 5.4, 5.376056338028169)","(21.0, 32.0, 30.857142857142858)","(5.5, 6.2, 6.12)","(12.0, 13.5, 13.428571428571429)","(81.0, 220.0, 200.0)","(6.5, 7.4, 7.358064516129033)","(21.0, 26.0, 24.575342465753426)","(12.0, 13.5, 13.422535211267606)"
08-12-2022 15:43:04.304995,"(5.5, 6.4, 6.213698630136986)","(12.0, 13.5, 13.426470588235293)","(21.0, 28.0, 26.746268656716417)","(51.0, 60.0, 57.803030303030305)","(4.6, 5.4, 5.376056338028169)","(21.0, 32.0, 30.857142857142858)","(5.5, 6.2, 6.12)","(12.0, 13.5, 13.428571428571429)","(81.0, 220.0, 200.0)","(6.5, 7.4, 7.356666666666667)","(21.0, 26.0, 24.555555555555557)","(12.0, 13.5, 13.422535211267606)"
08-12-2022 15:43:06.193346,"(5.5, 6.4, 6.213698630136986)","(12.0, 13.5, 13.426470588235293)","(21.0, 28.0, 26.746268656716417)","(51.0, 60.0, 57.803030303030305)","(4.6, 5.4, 5.372)","(21.0, 32.0, 31.6)","(5.5, 6.2, 6.038383838383838)","(12.0, 13.5, 13.382978723404255)","(81.0, 220.0, 185.625)","(6.5, 7.4, 7.360606060606061)","(21.0, 26.0, 24.54421768707483)","(12.0, 13.5, 13.422535211267606)"
08-12-2022 15:43:07.840113,"(5.5, 6.4, 6.275)","(12.0, 13.5, 13.44186046511628)","(21.0, 28.0, 26.806451612903224)","(51.0, 60.0, 57.803030303030305)","(4.6, 5.6, 5.372)","(21.0, 32.0, 31.6)","(5.5, 6.2, 5.958064516129032)","(12.0, 14.0, 13.382978723404255)","(81.0, 270.0, 207.5)","(6.5, 7.4, 7.343478260869565)","(21.0, 26.0, 24.54421768707483)","(12.0, 13.5, 13.422535211267606)"
08-12-2022 15:43:09.584973,"(5.5, 6.6, 6.341176470588235)","(12.0, 13.5, 13.44186046511628)","(21.0, 28.0, 26.806451612903224)","(51.0, 60.0, 57.803030303030305)","(4.6, 5.5, 5.483050847457627)","(21.0, 32.0, 31.6)","(5.5, 6.2, 5.963934426229509)","(12.0, 14.0, 13.382978723404255)","(81.0, 270.0, 207.5)","(6.5, 7.4, 7.351851851851852)","(21.0, 26.0, 24.492957746478872)","(12.0, 13.5, 13.422535211267606)"
08-12-2022 15:43:11.380963,"(5.5, 6.6, 6.312)","(12.0, 13.5, 13.432432432432432)","(21.0, 28.0, 26.724137931034484)","(51.0, 60.0, 57.803030303030305)","(4.6, 5.5, 5.483050847457627)","(21.0, 32.0, 31.6)","(5.5, 6.2, 5.963934426229509)","(12.0, 14.0, 13.382978723404255)","(81.0, 270.0, 207.5)","(6.5, 7.4, 7.351851851851852)","(21.0, 26.0, 24.492957746478872)","(12.0, 13.5, 13.422535211267606)"
08-12-2022 15:43:13.146915,"(5.5, 6.6, 6.312)","(12.0, 13.5, 13.43421052631579)","(21.0, 28.0, 26.677419354838708)","(51.0, 60.0, 57.803030303030305)","(4.6, 5.5, 5.483050847457627)","(21.0, 32.0, 31.666666666666668)","(5.5, 6.2, 5.926829268292683)","(12.0, 14.0, 13.382978723404255)","(81.0, 270.0, 207.5)","(6.5, 7.4, 7.351851851851852)","(21.0, 26.0, 24.492957746478872)","(12.0, 13.5, 13.416666666666666)"
08-12-2022 15:43:14.902101,"(5.5, 6.6, 6.312)","(12.0, 13.5, 13.276785714285714)","(21.0, 28.0, 26.677419354838708)","(51.0, 60.0, 57.803030303030305)","(4.6, 5.5, 5.483050847457627)","(21.0, 32.0, 31.666666666666668)","(5.5, 6.2, 5.926829268292683)","(12.0, 14.0, 13.382978723404255)","(81.0, 270.0, 207.5)","(6.5, 7.4, 7.351851851851852)","(21.0, 26.0, 24.492957746478872)","(12.0, 13.5, 13.416666666666666)"
08-12-2022 15:43:16.684370,"(5.5, 6.6, 6.312)","(12.0, 13.5, 13.136363636363637)","(21.0, 28.0, 26.677419354838708)","(51.0, 60.0, 57.803030303030305)","(4.6, 5.5, 5.483050847457627)","(21.0, 32.0, 31.4)","(5.5, 6.2, 5.926829268292683)","(12.0, 14.0, 13.558823529411764)","(81.0, 270.0, 207.5)","(6.5, 7.4, 7.351851851851852)","(21.0, 26.0, 24.54421768707483)","(12.0, 13.5, 13.416666666666666)"
08-12-2022 15:43:18.442630,"(5.5, 6.6, 6.408695652173913)","(12.0, 13.5, 12.416666666666666)","(21.0, 28.0, 26.84375)","(51.0, 60.0, 57.86764705882353)","(4.6, 5.5, 5.483333333333333)","(21.0, 32.0, 31.571428571428573)","(5.5, 6.2, 5.984615384615385)","(12.0, 14.0, 13.7)","(81.0, 270.0, 210.0)","(6.5, 7.4, 7.364383561643836)","(21.0, 26.0, 24.54421768707483)","(12.0, 13.5, 13.428571428571429)"
08-12-2022 15:43:20.146045,"(5.5, 6.6, 6.408695652173913)","(12.0, 12.5, 12.181818181818182)","(21.0, 28.0, 26.794117647058822)","(51.0, 60.0, 57.86764705882353)","(4.6, 5.5, 5.492063492063492)","(21.0, 32.0, 31.571428571428573)","(5.5, 6.2, 5.991666666666667)","(12.0, 14.0, 13.7)","(81.0, 270.0, 210.0)","(6.5, 7.4, 7.364383561643836)","(21.0, 26.0, 24.52413793103448)","(12.0, 13.5, 13.428571428571429)"
08-12-2022 15:43:21.787331,"(5.5, 6.6, 6.408695652173913)","(12.0, 12.5, 12.181818181818182)","(21.0, 28.0, 26.84375)","(51.0, 60.0, 57.86764705882353)","(4.6, 5.5, 5.492063492063492)","(21.0, 32.0, 31.571428571428573)","(5.5, 6.2, 5.994285714285715)","(12.0, 14.0, 13.7)","(81.0, 270.0, 212.30769230769232)","(6.5, 7.4, 7.364383561643836)","(21.0, 26.0, 24.52413793103448)","(12.0, 13.5, 13.408333333333333)"
08-12-2022 15:43:23.442763,"(5.5, 6.6, 6.408695652173913)","(12.0, 12.5, 12.181818181818182)","(21.0, 28.0, 26.84375)","(51.0, 60.0, 57.86764705882353)","(4.6, 5.5, 5.492063492063492)","(21.0, 32.0, 31.571428571428573)","(5.5, 6.2, 5.994285714285715)","(12.0, 14.0, 13.7)","(81.0, 270.0, 212.30769230769232)","(6.5, 7.4, 7.364383561643836)","(21.0, 26.0, 24.52413793103448)","(12.0, 13.5, 13.408333333333333)"
08-12-2022 15:43:24.964808,"(5.5, 6.6, 6.408695652173913)","(11.0, 12.5, 12.181818181818182)","(21.0, 28.0, 26.84375)","(51.0, 60.0, 57.86764705882353)","(4.6, 5.5, 5.492063492063492)","(21.0, 32.0, 31.571428571428573)","(5.5, 6.2, 5.994285714285715)","(12.0, 14.0, 13.7)","(81.0, 270.0, 187.77777777777777)","(6.5, 7.4, 7.361764705882353)","(21.0, 26.0, 24.52413793103448)","(12.0, 13.5, 13.408333333333333)"
08-12-2022 15:43:26.607655,"(5.5, 6.6, 6.408695652173913)","(11.0, 12.5, 12.038461538461538)","(21.0, 28.0, 26.9)","(51.0, 60.0, 57.86764705882353)","(4.6, 5.5, 5.492063492063492)","(21.0, 32.0, 31.571428571428573)","(5.5, 6.2, 5.993103448275862)","(12.0, 14.0, 13.666666666666666)","(81.0, 260.0, 170.0)","(6.5, 7.4, 7.509677419354839)","(21.0, 26.0, 24.52413793103448)","(12.0, 13.5, 13.408333333333333)"
08-12-2022 15:43:28.192902,"(5.5, 6.6, 6.408695652173913)","(11.0, 12.5, 12.038461538461538)","(21.0, 28.0, 26.9)","(51.0, 60.0, 57.86764705882353)","(4.6, 5.5, 5.492063492063492)","(21.0, 32.0, 31.7)","(5.5, 6.2, 5.993103448275862)","(12.0, 14.0, 13.695652173913043)","(81.0, 260.0, 185.71428571428572)","(6.5, 7.8, 7.542857142857143)","(21.0, 26.0, 24.52413793103448)","(12.0, 13.5, 13.408333333333333)"
08-12-2022 15:43:29.748909,"(5.5, 6.6, 6.408695652173913)","(11.0, 12.5, 11.785365853658536)","(21.0, 28.0, 26.9)","(51.0, 60.0, 57.86764705882353)","(4.6, 5.5, 5.492063492063492)","(21.0, 32.0, 31.7)","(5.5, 6.2, 5.993103448275862)","(12.0, 14.0, 13.378378378378379)","(81.0, 260.0, 162.72727272727272)","(6.5, 7.6, 7.542857142857143)","(21.0, 26.0, 24.52413793103448)","(12.0, 13.5, 13.408333333333333)"
08-12-2022 15:43:31.260005,"(5.5, 6.6, 6.488135593220338)","(11.0, 12.0, 10.916666666666666)","(21.0, 28.0, 26.9)","(51.0, 60.0, 57.86764705882353)","(4.6, 5.5, 5.492063492063492)","(21.0, 32.0, 31.7)","(5.5, 6.2, 5.995744680851064)","(12.0, 14.0, 13.378378378378379)","(91.0, 250.0, 216.25)","(6.5, 7.6, 7.55)","(21.0, 26.0, 24.613333333333333)","(12.0, 13.5, 13.408333333333333)"
08-12-2022 15:43:32.879578,"(5.5, 6.6, 6.550515463917526)","(11.0, 12.0, 10.916666666666666)","(21.0, 28.0, 26.984615384615385)","(51.0, 60.0, 57.86764705882353)","(4.6, 5.5, 5.49438202247191)","(21.0, 32.0, 31.7)","(5.5, 6.2, 6.025454545454545)","(12.0, 14.0, 13.12406015037594)","(91.0, 250.0, 145.0)","(6.5, 7.6, 7.561538461538461)","(21.0, 26.0, 24.65806451612903)","(12.0, 13.5, 13.42142857142857)"
08-12-2022 15:43:34.393168,"(5.5, 6.6, 6.559663865546218)","(11.0, 12.0, 11.571428571428571)","(21.0, 28.0, 27.095890410958905)","(51.0, 60.0, 58.14102564102564)","(4.6, 5.5, 5.4958677685950414)","(21.0, 32.0, 31.872340425531917)","(5.5, 6.2, 6.055276381909548)","(12.0, 13.5, 13.152777777777779)","(81.0, 150.0, 142.72727272727272)","(6.5, 7.6, 7.460377358490566)","(21.0, 26.0, 25.132530120481928)","(12.0, 13.5, 13.52124183006536)"
08-12-2022 15:43:35.953463,"(5.5, 6.6, 6.56)","(11.0, 12.0, 11.571428571428571)","(21.0, 28.0, 27.095890410958905)","(51.0, 60.0, 58.473684210526315)","(4.6, 5.5, 5.4958677685950414)","(21.0, 32.0, 31.884615384615383)","(5.5, 6.2, 6.055276381909548)","(12.0, 13.5, 13.152777777777779)","(81.0, 150.0, 147.14285714285714)","(6.5, 7.8, 7.460377358490566)","(21.0, 26.0, 25.132530120481928)","(12.0, 14.0, 13.52124183006536)"
08-12-2022 15:43:37.473385,"(5.5, 6.6, 6.510791366906474)","(11.0, 12.0, 11.8)","(21.0, 28.0, 27.095890410958905)","(51.0, 60.0, 58.473684210526315)","(4.6, 5.5, 5.4958677685950414)","(21.0, 32.0, 31.884615384615383)","(5.5, 6.2, 6.055276381909548)","(12.0, 13.5, 13.152777777777779)","(91.0, 150.0, 147.14285714285714)","(6.5, 7.8, 7.460377358490566)","(21.0, 26.0, 25.132530120481928)","(12.0, 14.0, 13.52124183006536)"
08-12-2022 15:43:39.090311,"(5.5, 6.6, 6.510791366906474)","(11.0, 12.0, 11.6)","(21.0, 28.0, 27.095890410958905)","(51.0, 60.0, 58.473684210526315)","(4.6, 5.5, 5.4958677685950414)","(21.0, 32.0, 31.76923076923077)","(5.5, 6.2, 6.055276381909548)","(12.0, 13.5, 13.152777777777779)","(91.0, 150.0, 148.33333333333334)","(6.5, 7.8, 7.569230769230769)","(21.0, 26.0, 25.132530120481928)","(12.0, 14.0, 13.513289036544851)"
08-12-2022 15:43:40.680121,"(5.5, 6.6, 6.56)","(11.0, 12.0, 11.092105263157894)","(21.0, 28.0, 27.095890410958905)","(51.0, 60.0, 58.473684210526315)","(4.6, 5.5, 5.493457943925233)","(21.0, 32.0, 31.81818181818182)","(5.5, 6.2, 6.040425531914894)","(12.0, 13.5, 13.152777777777779)","(91.0, 150.0, 149.0909090909091)","(6.5, 7.8, 7.569230769230769)","(21.0, 26.0, 25.132530120481928)","(12.0, 14.0, 13.513605442176871)"
08-12-2022 15:43:42.235451,"(5.5, 6.6, 6.56)","(11.0, 12.0, 11.303030303030303)","(21.0, 28.0, 27.08641975308642)","(51.0, 60.0, 58.50515463917526)","(4.6, 5.5, 5.315584415584415)","(21.0, 32.0, 31.83783783783784)","(5.5, 6.2, 6.065771812080537)","(12.0, 13.5, 13.175324675324676)","(91.0, 150.0, 160.0)","(6.5, 7.8, 7.577272727272727)","(21.0, 26.0, 25.181818181818183)","(12.0, 14.0, 13.550314465408805)"
08-12-2022 15:43:43.795327,"(5.5, 6.6, 6.54)","(11.0, 12.0, 11.256410256410255)","(21.0, 28.0, 27.164556962025316)","(51.0, 60.0, 58.50515463917526)","(4.6, 5.5, 5.267741935483871)","(21.0, 32.0, 31.842105263157894)","(5.5, 6.2, 6.0814814814814815)","(12.0, 13.5, 13.179487179487179)","(91.0, 170.0, 166.08695652173913)","(6.5, 7.8, 7.597752808988764)","(21.0, 26.0, 25.191011235955056)","(12.0, 14.0, 13.554517133956386)"
08-12-2022 15:43:45.352221,"(5.5, 6.6, 6.571428571428571)","(11.0, 12.0, 11.325581395348838)","(21.0, 28.0, 27.164556962025316)","(51.0, 60.0, 58.50515463917526)","(4.6, 5.3, 5.218181818181818)","(21.0, 32.0, 31.842105263157894)","(5.5, 6.2, 6.0814814814814815)","(12.0, 13.5, 13.179487179487179)","(91.0, 170.0, 166.08695652173913)","(6.5, 7.8, 7.597752808988764)","(21.0, 26.0, 25.191011235955056)","(12.0, 14.0, 13.554517133956386)"
08-12-2022 15:43:46.969698,"(5.5, 6.6, 6.52258064516129)","(11.0, 12.0, 11.264150943396226)","(21.0, 28.0, 27.164556962025316)","(51.0, 60.0, 58.50515463917526)","(4.6, 5.3, 5.218181818181818)","(21.0, 32.0, 31.842105263157894)","(5.5, 6.2, 6.0814814814814815)","(12.0, 13.5, 13.179487179487179)","(91.0, 170.0, 165.71428571428572)","(6.5, 7.8, 7.580487804878049)","(21.0, 26.0, 25.191011235955056)","(12.0, 14.0, 13.541666666666666)"
08-12-2022 15:43:48.636834,"(5.5, 6.6, 6.52258064516129)","(11.0, 12.0, 11.264150943396226)","(21.0, 28.0, 27.164556962025316)","(51.0, 60.0, 58.40659340659341)","(4.6, 5.3, 5.218181818181818)","(21.0, 32.0, 31.842105263157894)","(5.5, 6.2, 6.0814814814814815)","(12.0, 13.5, 13.179487179487179)","(91.0, 170.0, 165.71428571428572)","(6.5, 7.8, 7.580487804878049)","(21.0, 26.0, 25.191011235955056)","(12.0, 14.0, 13.541666666666666)"
08-12-2022 15:43:50.270912,"(6.0, 6.6, 6.52258064516129)","(11.0, 12.0, 11.264150943396226)","(21.0, 28.0, 27.164556962025316)","(51.0, 60.0, 58.45744680851064)","(4.6, 5.3, 5.28256880733945)","(21.0, 32.0, 31.875)","(5.5, 6.2, 6.101840490797546)","(12.0, 13.5, 13.219101123595506)","(91.0, 170.0, 162.72727272727272)","(6.5, 7.8, 7.617021276595744)","(21.0, 26.0, 25.287128712871286)","(12.0, 14.0, 13.205882352941176)"
08-12-2022 15:43:51.897319,"(6.0, 6.6, 6.588235294117647)","(11.0, 12.0, 11.566666666666666)","(21.0, 28.0, 27.266666666666666)","(51.0, 60.0, 58.50515463917526)","(4.6, 5.4, 5.221551724137931)","(21.0, 32.0, 31.875)","(5.5, 6.2, 6.101840490797546)","(12.0, 13.5, 13.219101123595506)","(91.0, 170.0, 162.94117647058823)","(6.5, 7.8, 7.617021276595744)","(21.0, 26.0, 25.287128712871286)","(12.0, 13.5, 13.209090909090909)"
08-12-2022 15:43:53.633805,"(6.0, 6.6, 6.564102564102564)","(11.0, 12.0, 11.566666666666666)","(21.0, 28.0, 27.266666666666666)","(51.0, 60.0, 58.50515463917526)","(4.6, 5.4, 5.29375)","(21.0, 32.0, 31.875)","(5.5, 6.2, 6.101840490797546)","(12.0, 13.5, 13.219101123595506)","(91.0, 170.0, 158.57142857142858)","(6.5, 7.8, 7.617021276595744)","(21.0, 26.0, 25.287128712871286)","(12.0, 13.5, 13.324175824175825)"
08-12-2022 15:43:55.199279,"(6.0, 6.6, 6.564102564102564)","(11.0, 12.0, 11.566666666666666)","(21.0, 28.0, 27.266666666666666)","(51.0, 60.0, 58.50515463917526)","(4.6, 5.3, 5.29375)","(21.0, 32.0, 31.875)","(5.5, 6.2, 6.101840490797546)","(12.0, 13.5, 13.219101123595506)","(91.0, 160.0, 158.33333333333334)","(6.5, 7.8, 7.617021276595744)","(21.0, 26.0, 25.287128712871286)","(12.0, 13.5, 13.4375)"
08-12-2022 15:43:57.071730,"(6.0, 6.6, 6.566666666666666)","(11.0, 12.0, 11.585106382978724)","(21.0, 28.0, 27.274725274725274)","(51.0, 60.0, 58.50515463917526)","(4.6, 5.3, 5.2956521739130435)","(21.0, 32.0, 31.877551020408163)","(5.5, 6.2, 6.105325443786982)","(12.0, 13.5, 12.995145631067961)","(91.0, 150.0, 149.16666666666666)","(6.5, 7.8, 7.653333333333333)","(21.0, 26.0, 25.294117647058822)","(12.0, 13.5, 13.439759036144578)"
08-12-2022 15:43:58.953904,"(6.0, 6.6, 6.568181818181818)","(11.0, 12.0, 11.642201834862385)","(21.0, 28.0, 27.282608695652172)","(51.0, 60.0, 58.56435643564357)","(4.6, 5.3, 5.296551724137931)","(21.0, 32.0, 31.88)","(5.5, 6.2, 6.1080459770114945)","(12.0, 13.0, 13.220338983050848)","(91.0, 150.0, 166.53846153846155)","(6.5, 7.8, 7.674285714285714)","(21.0, 26.0, 25.300970873786408)","(12.0, 13.5, 13.44186046511628)"
08-12-2022 15:44:00.511180,"(5.5, 6.6, 6.5702127659574465)","(10.0, 12.0, 11.75925925925926)","(21.0, 28.0, 27.29032258064516)","(51.0, 60.0, 58.57843137254902)","(4.6, 5.3, 5.267307692307693)","(21.0, 32.0, 31.88235294117647)","(5.5, 6.2, 6.1085714285714285)","(12.0, 14.0, 13.258064516129032)","(91.0, 170.0, 158.4)","(7.0, 7.8, 7.7214285714285715)","(21.0, 26.0, 25.314285714285713)","(11.0, 13.5, 13.32)"
08-12-2022 15:44:02.093484,"(5.5, 6.6, 6.556862745098039)","(10.0, 12.0, 11.75925925925926)","(21.0, 28.0, 27.29032258064516)","(51.0, 60.0, 58.52040816326531)","(4.6, 5.4, 5.267307692307693)","(21.0, 32.0, 31.81132075471698)","(5.5, 6.2, 6.1085714285714285)","(12.0, 14.0, 13.258064516129032)","(91.0, 160.0, 155.86206896551724)","(7.0, 7.8, 7.7214285714285715)","(21.0, 26.0, 25.314285714285713)","(11.0, 13.5, 13.380952380952381)"
08-12-2022 15:44:03.644574,"(5.5, 6.6, 6.571717171717172)","(10.0, 12.0, 11.524390243902438)","(21.0, 28.0, 27.305263157894736)","(51.0, 60.0, 58.592233009708735)","(4.6, 5.4, 5.243181818181818)","(21.0, 32.0, 31.884615384615383)","(5.5, 6.2, 6.111602209944752)","(12.0, 14.0, 13.28125)","(91.0, 160.0, 165.0)","(7.0, 7.8, 7.552380952380952)","(21.0, 26.0, 25.32075471698113)","(11.0, 14.0, 13.152542372881356)"
08-12-2022 15:44:05.186313,"(5.5, 6.6, 6.573333333333333)","(10.0, 12.0, 11.78125)","(21.0, 28.0, 27.3125)","(51.0, 60.0, 58.592233009708735)","(4.6, 5.4, 5.296428571428571)","(21.0, 32.0, 31.88888888888889)","(5.5, 6.2, 6.114438502673797)","(12.0, 14.0, 13.313432835820896)","(91.0, 180.0, 161.42857142857142)","(7.0, 7.8, 7.472131147540984)","(21.0, 26.0, 25.333333333333332)","(11.0, 14.0, 13.157608695652174)"
