,Long Gully Brown,Burning Fee,Bailey The Rock,Bruces Angel,Ballroom Belle,Emerley Cougar
04-01-2023 10:47:29.560059,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:30.436234,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:31.329759,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:32.224204,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:33.129516,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:34.033835,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:34.962251,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:35.841053,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:36.753977,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:37.631398,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:38.477123,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:39.328645,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:40.198867,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:41.073497,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:42.011903,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:43.124207,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:44.293787,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:45.322038,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:46.344470,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:47.314984,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:48.272231,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:49.104192,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:49.952343,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:50.845226,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:51.755724,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:52.677868,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:53.629065,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:54.553165,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:55.492563,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:56.448155,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:57.402326,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:58.385664,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:47:59.291851,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:00.295944,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:01.194666,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:02.266078,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:03.239842,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:04.225023,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:05.180294,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:06.116543,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:07.024662,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:08.010818,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:08.870337,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:09.760811,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:10.647340,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:11.481147,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:12.430902,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:13.337777,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:14.286140,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:15.191282,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:16.091960,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:17.046179,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:17.956873,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:18.901135,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:19.866980,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:20.791281,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:21.727321,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:22.638636,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:23.535743,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:24.404236,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:25.251018,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:26.088687,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:26.933810,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:27.760584,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:28.620184,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:29.485062,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:30.353169,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:31.237144,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:32.084699,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:32.964238,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:33.794493,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:34.627317,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:35.488147,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:36.314790,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:37.161177,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:38.057215,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:38.937173,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:39.834240,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:40.725214,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:41.643460,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:42.532458,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:43.425533,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:44.284663,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:45.172254,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:46.035914,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:46.896498,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:47.780972,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:48.633660,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:49.486923,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:50.377875,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:51.260421,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:52.135545,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:53.028403,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:53.932233,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:54.823938,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:55.723507,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:56.570267,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:57.461439,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
04-01-2023 10:48:58.300211,"(2.05, 2.74, 2.1495238095238096)","(14.0, 46.0, 33.88461538461539)","(14.0, 36.0, 26.96153846153846)","(5.5, 13.0, 10.958620689655172)","(8.5, 17.0, 14.863636363636363)","(2.5, 4.1, 2.6016216216216215)"
