,Quick Entry,Brother Skye,Too Legit,Deep Mind,Roses Galaxy,Attuck
08-12-2022 12:49:07.503642,"(4.4, 5.0, 4.844444444444444)","(11.0, 14.5, 14.038461538461538)","(10.0, 16.5, 14.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.028)","(3.0, 3.45, 3.4404761904761907)"
08-12-2022 12:49:08.637467,"(4.4, 5.0, 4.844444444444444)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.0242105263157897)","(3.0, 3.45, 3.4404761904761907)"
08-12-2022 12:49:09.809134,"(4.4, 5.0, 4.844444444444444)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:10.935354,"(4.4, 5.0, 4.91764705882353)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:11.891296,"(4.4, 5.0, 4.817391304347826)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:12.908369,"(4.4, 5.0, 4.817391304347826)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:13.942678,"(4.4, 5.0, 4.817391304347826)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:14.989921,"(4.4, 5.0, 4.817391304347826)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:16.067508,"(4.4, 5.0, 4.817391304347826)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:17.611806,"(4.4, 5.0, 4.817391304347826)","(11.0, 14.5, 13.25)","(10.0, 16.5, 15.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:18.758417,"(4.4, 5.0, 4.817391304347826)","(11.0, 14.5, 13.25)","(10.0, 16.5, 15.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:19.790681,"(4.4, 5.0, 4.817391304347826)","(11.0, 14.5, 13.25)","(10.0, 16.5, 15.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:20.878718,"(4.4, 5.0, 4.670588235294117)","(11.0, 14.5, 13.25)","(10.0, 16.5, 15.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:21.929719,"(4.4, 5.0, 4.6499999999999995)","(11.0, 14.5, 13.25)","(10.0, 16.5, 15.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:23.033374,"(4.4, 5.0, 4.6499999999999995)","(11.0, 14.5, 13.25)","(10.0, 16.5, 15.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:24.055385,"(4.4, 5.0, 4.6499999999999995)","(11.0, 14.5, 13.25)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:25.193052,"(4.4, 5.0, 4.6499999999999995)","(11.0, 14.5, 12.5)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:26.386410,"(4.4, 5.0, 4.6499999999999995)","(11.0, 14.5, 13.8)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 70.0)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:27.816802,"(4.4, 5.0, 4.6499999999999995)","(11.0, 14.5, 14.2)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 69.2)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:29.060491,"(4.4, 5.0, 4.6499999999999995)","(11.0, 14.5, 14.2)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:30.230099,"(4.4, 5.0, 4.6499999999999995)","(11.0, 14.5, 13.9)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:31.435358,"(4.4, 5.0, 4.6499999999999995)","(11.0, 14.5, 13.9)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:32.595946,"(4.4, 5.0, 4.6499999999999995)","(11.0, 14.5, 13.9)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:33.767522,"(4.4, 5.0, 4.6499999999999995)","(11.0, 14.5, 13.9)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 66.0)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:34.831939,"(4.4, 5.0, 4.611111111111111)","(11.0, 14.5, 13.9)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 70.8)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:35.980821,"(4.4, 4.9, 4.766666666666667)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 72.0)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.438888888888889)"
08-12-2022 12:49:37.022823,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 72.0)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.45, 3.331730769230769)"
08-12-2022 12:49:38.062971,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 69.2)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.5, 3.331730769230769)"
08-12-2022 12:49:39.130160,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.5, 3.331730769230769)"
08-12-2022 12:49:40.336959,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 73.33333333333334)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.5, 3.331730769230769)"
08-12-2022 12:49:41.399061,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 73.33333333333334)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.5, 3.331730769230769)"
08-12-2022 12:49:42.546409,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.5, 3.331730769230769)"
08-12-2022 12:49:43.595072,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 73.33333333333334)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.5, 3.331730769230769)"
08-12-2022 12:49:45.105589,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 73.33333333333334)","(2.6, 3.1, 3.037391304347826)","(3.0, 3.5, 3.3177083333333335)"
08-12-2022 12:49:46.344481,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 13.25)","(10.0, 16.5, 14.5)","(31.0, 90.0, 73.33333333333334)","(2.6, 3.1, 3.043529411764706)","(3.0, 3.5, 3.3177083333333335)"
08-12-2022 12:49:47.488284,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 13.25)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 75.71428571428572)","(2.6, 3.05, 2.9964)","(3.0, 3.5, 3.3177083333333335)"
08-12-2022 12:49:48.700508,"(4.4, 4.8, 4.569230769230769)","(11.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 66.0)","(2.6, 3.0, 2.9964)","(3.0, 3.5, 3.3177083333333335)"
08-12-2022 12:49:49.913410,"(4.4, 4.8, 4.569230769230769)","(11.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 66.0)","(2.6, 3.0, 2.9699999999999998)","(3.0, 3.5, 3.3177083333333335)"
08-12-2022 12:49:51.138250,"(4.4, 4.8, 4.569230769230769)","(11.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 66.0)","(2.6, 3.0, 2.965)","(3.0, 3.5, 3.3177083333333335)"
08-12-2022 12:49:52.349849,"(4.4, 4.8, 4.569230769230769)","(11.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 66.0)","(2.6, 2.98, 2.973333333333333)","(3.0, 3.5, 3.3177083333333335)"
08-12-2022 12:49:53.314078,"(4.4, 4.8, 4.65)","(11.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 66.0)","(2.6, 2.98, 3.0229999999999997)","(3.0, 3.5, 3.435714285714286)"
08-12-2022 12:49:54.390386,"(4.4, 4.8, 4.65)","(11.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 66.0)","(2.6, 3.05, 2.9975)","(3.0, 3.45, 3.435714285714286)"
08-12-2022 12:49:55.436361,"(4.4, 4.8, 4.65)","(11.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 66.0)","(2.6, 3.05, 3.0266666666666664)","(3.0, 3.45, 3.4382352941176473)"
08-12-2022 12:49:56.522771,"(4.4, 4.8, 4.65)","(11.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 66.0)","(2.6, 3.05, 3.01)","(3.0, 3.45, 3.4382352941176473)"
08-12-2022 12:49:57.677838,"(4.4, 4.8, 4.65)","(11.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.01)","(3.0, 3.45, 3.4382352941176473)"
08-12-2022 12:49:58.808449,"(4.4, 4.8, 4.65)","(11.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 56.66666666666667)","(2.6, 3.1, 3.01)","(3.0, 3.45, 3.4382352941176473)"
08-12-2022 12:49:59.970570,"(4.4, 4.7, 4.642857142857143)","(11.0, 14.5, 13.25)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 66.0)","(2.6, 3.1, 3.064878048780488)","(3.0, 3.45, 3.4382352941176473)"
08-12-2022 12:50:00.985826,"(4.4, 4.7, 4.642857142857143)","(10.0, 14.5, 13.25)","(10.0, 16.5, 15.333333333333334)","(26.0, 90.0, 66.0)","(2.6, 3.1, 3.064878048780488)","(3.0, 3.45, 3.4382352941176473)"
08-12-2022 12:50:02.081651,"(4.4, 4.7, 4.642857142857143)","(10.0, 14.5, 13.25)","(10.0, 16.5, 15.333333333333334)","(26.0, 90.0, 66.0)","(2.6, 3.1, 3.0404347826086955)","(3.0, 3.45, 3.4382352941176473)"
08-12-2022 12:50:03.197997,"(4.4, 4.7, 4.642857142857143)","(10.0, 14.5, 13.25)","(10.0, 16.5, 15.333333333333334)","(26.0, 90.0, 66.0)","(2.6, 3.05, 3.0404347826086955)","(3.0, 3.45, 3.4382352941176473)"
08-12-2022 12:50:04.234233,"(4.4, 4.7, 4.642857142857143)","(10.0, 14.5, 13.25)","(10.0, 16.5, 15.333333333333334)","(26.0, 90.0, 70.8)","(2.6, 3.05, 3.033076923076923)","(3.0, 3.45, 3.4382352941176473)"
08-12-2022 12:50:05.440415,"(4.4, 4.7, 4.642857142857143)","(10.0, 14.5, 13.25)","(10.0, 16.5, 15.333333333333334)","(26.0, 90.0, 70.8)","(2.6, 3.05, 3.033076923076923)","(3.0, 3.45, 3.4382352941176473)"
08-12-2022 12:50:06.655719,"(4.4, 5.0, 4.95)","(10.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(26.0, 90.0, 74.0)","(2.6, 3.05, 3.033076923076923)","(3.0, 3.5, 3.340625)"
08-12-2022 12:50:07.911500,"(4.4, 5.1, 4.96111111111111)","(10.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(26.0, 90.0, 74.0)","(2.6, 3.05, 3.033076923076923)","(3.0, 3.45, 3.3125)"
08-12-2022 12:50:09.031088,"(4.4, 5.1, 4.8)","(10.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(26.0, 90.0, 74.0)","(2.6, 3.05, 3.03)","(3.0, 3.45, 3.3125)"
08-12-2022 12:50:10.122787,"(4.4, 5.1, 4.752631578947368)","(10.0, 15.0, 12.666666666666666)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 74.0)","(2.6, 3.05, 3.03)","(3.0, 3.45, 3.3125)"
08-12-2022 12:50:11.291663,"(4.4, 5.1, 4.785714285714286)","(10.0, 14.5, 13.25)","(10.0, 16.5, 15.333333333333334)","(31.0, 90.0, 74.0)","(2.6, 3.1, 3.0428571428571427)","(3.0, 3.45, 3.3125)"
08-12-2022 12:50:12.459093,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 13.25)","(10.0, 16.5, 13.625)","(31.0, 90.0, 73.33333333333333)","(2.6, 3.1, 3.0428571428571427)","(3.0, 3.45, 3.29375)"
08-12-2022 12:50:13.693612,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 14.166666666666666)","(10.0, 15.5, 13.625)","(31.0, 85.0, 73.33333333333333)","(2.6, 3.1, 3.0428571428571427)","(3.0, 3.45, 3.29375)"
08-12-2022 12:50:15.030441,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 14.166666666666666)","(10.0, 15.5, 13.625)","(31.0, 85.0, 73.33333333333333)","(2.6, 3.1, 3.0428571428571427)","(3.0, 3.45, 3.29375)"
08-12-2022 12:50:16.289521,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 14.166666666666666)","(10.0, 15.5, 13.625)","(31.0, 85.0, 73.33333333333333)","(2.6, 3.1, 3.0458333333333334)","(3.0, 3.45, 3.29375)"
08-12-2022 12:50:17.602304,"(4.4, 5.1, 4.792307692307692)","(10.0, 15.0, 14.0)","(10.0, 15.5, 13.625)","(31.0, 85.0, 73.33333333333333)","(2.6, 3.05, 3.0458333333333334)","(3.0, 3.45, 3.29375)"
08-12-2022 12:50:18.795887,"(4.4, 5.1, 4.792307692307692)","(10.0, 15.0, 14.0)","(10.0, 15.5, 13.625)","(31.0, 85.0, 73.33333333333333)","(2.6, 3.05, 3.06)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:20.090814,"(4.4, 5.1, 4.792307692307692)","(10.0, 15.0, 14.0)","(10.0, 15.5, 13.625)","(31.0, 85.0, 73.33333333333333)","(2.6, 3.1, 3.06)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:21.324895,"(4.4, 5.1, 4.792307692307692)","(10.0, 15.0, 14.0)","(10.0, 15.5, 13.625)","(31.0, 85.0, 72.25)","(2.6, 3.1, 3.0523809523809526)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:22.569604,"(4.4, 5.1, 4.792307692307692)","(10.0, 15.0, 14.272727272727273)","(10.0, 15.5, 13.625)","(31.0, 85.0, 68.0)","(2.6, 3.1, 3.0523809523809526)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:23.878664,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 13.954545454545455)","(10.0, 15.5, 13.625)","(31.0, 85.0, 68.0)","(2.6, 3.1, 3.0523809523809526)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:25.279966,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 13.954545454545455)","(10.0, 15.5, 13.625)","(31.0, 85.0, 68.0)","(2.6, 3.1, 3.0314285714285716)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:26.598537,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 14.166666666666666)","(10.0, 15.5, 13.625)","(31.0, 85.0, 59.5)","(2.6, 3.1, 3.0314285714285716)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:27.715411,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 14.166666666666666)","(10.0, 15.5, 13.625)","(31.0, 85.0, 59.5)","(2.6, 3.1, 3.0323529411764705)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:28.870446,"(4.4, 5.1, 4.792307692307692)","(10.0, 15.0, 14.0)","(10.0, 15.5, 13.625)","(31.0, 85.0, 59.5)","(2.6, 3.1, 3.0314285714285716)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:30.118132,"(4.4, 5.1, 4.792307692307692)","(10.0, 15.0, 14.0)","(10.0, 15.5, 13.625)","(31.0, 85.0, 59.5)","(2.6, 3.1, 3.0323529411764705)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:31.327315,"(4.4, 5.1, 4.792307692307692)","(10.0, 15.0, 13.95)","(10.0, 15.5, 15.916666666666668)","(31.0, 85.0, 59.5)","(2.6, 3.1, 3.0314285714285716)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:32.533684,"(4.4, 5.1, 4.792307692307692)","(10.0, 15.0, 13.95)","(10.0, 16.5, 15.916666666666668)","(31.0, 85.0, 67.33333333333334)","(2.6, 3.1, 3.0323529411764705)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:33.734042,"(4.4, 5.1, 4.792307692307692)","(10.0, 15.0, 13.5)","(10.0, 16.5, 15.916666666666668)","(31.0, 85.0, 74.4)","(2.6, 3.1, 3.0314285714285716)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:34.904055,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 13.5)","(10.0, 16.5, 15.916666666666668)","(31.0, 85.0, 74.4)","(2.6, 3.1, 3.0323529411764705)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:36.091108,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 13.5)","(10.0, 16.5, 15.916666666666668)","(31.0, 85.0, 74.4)","(2.6, 3.1, 3.0314285714285716)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:37.203556,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 13.5)","(10.0, 16.5, 15.916666666666668)","(31.0, 85.0, 74.4)","(2.6, 3.1, 3.0314285714285716)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:38.341863,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 13.5)","(10.0, 16.5, 15.916666666666668)","(31.0, 85.0, 74.4)","(2.6, 3.1, 3.2115384615384617)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:39.537126,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 13.5)","(10.0, 16.5, 15.916666666666668)","(31.0, 85.0, 74.4)","(2.6, 3.25, 3.2115384615384617)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:40.765321,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 13.75)","(10.0, 16.5, 15.916666666666668)","(31.0, 85.0, 74.4)","(2.6, 3.25, 3.2115384615384617)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:42.020425,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 14.038461538461538)","(10.0, 16.5, 15.916666666666668)","(31.0, 85.0, 74.4)","(2.6, 3.25, 3.2115384615384617)","(3.0, 3.45, 3.29)"
08-12-2022 12:50:43.193825,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 14.038461538461538)","(10.0, 16.5, 15.916666666666668)","(31.0, 85.0, 74.4)","(2.6, 3.25, 3.225)","(3.0, 3.45, 3.3657894736842104)"
08-12-2022 12:50:44.381005,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 14.18421052631579)","(10.0, 16.5, 15.916666666666668)","(31.0, 85.0, 74.4)","(2.6, 3.25, 3.225)","(3.0, 3.45, 3.3657894736842104)"
08-12-2022 12:50:45.546791,"(4.4, 5.1, 4.792307692307692)","(10.0, 14.5, 14.18421052631579)","(10.0, 16.5, 13.892857142857142)","(31.0, 85.0, 74.4)","(2.6, 3.25, 3.225)","(3.0, 3.45, 3.3657894736842104)"
08-12-2022 12:50:46.550466,"(4.4, 5.1, 4.946153846153846)","(10.0, 14.5, 14.1)","(10.0, 15.5, 13.892857142857142)","(31.0, 85.0, 74.4)","(2.6, 3.25, 3.225)","(3.0, 3.45, 3.3657894736842104)"
08-12-2022 12:50:47.759853,"(4.4, 5.0, 4.75)","(10.0, 14.5, 14.1)","(10.0, 15.5, 13.625)","(31.0, 85.0, 68.0)","(2.6, 3.25, 3.183333333333333)","(3.0, 3.45, 3.3657894736842104)"
08-12-2022 12:50:49.013463,"(4.4, 4.9, 4.675)","(10.0, 14.5, 14.1)","(10.0, 15.5, 13.625)","(31.0, 85.0, 68.0)","(2.6, 3.25, 3.183333333333333)","(3.0, 3.45, 3.3657894736842104)"
08-12-2022 12:50:50.192587,"(4.4, 5.1, 4.7625)","(10.0, 14.5, 13.75)","(10.0, 15.5, 13.625)","(31.0, 85.0, 68.0)","(2.6, 3.25, 3.183333333333333)","(3.0, 3.45, 3.3657894736842104)"
08-12-2022 12:50:51.190291,"(4.4, 5.2, 4.980487804878049)","(10.0, 14.5, 13.75)","(10.0, 12.0, 11.280927835051546)","(31.0, 85.0, 68.0)","(2.6, 3.25, 3.183333333333333)","(3.0, 3.45, 3.2833333333333337)"
08-12-2022 12:50:52.301962,"(4.4, 5.0, 4.775)","(10.0, 15.0, 13.444444444444445)","(10.0, 12.0, 11.280927835051546)","(31.0, 85.0, 72.75)","(2.6, 3.25, 3.183333333333333)","(3.0, 3.45, 3.2833333333333337)"
08-12-2022 12:50:53.648494,"(4.4, 5.0, 4.775)","(10.0, 15.0, 13.444444444444445)","(10.0, 12.0, 11.280927835051546)","(31.0, 85.0, 72.75)","(2.6, 3.25, 3.2416666666666667)","(3.0, 3.45, 3.2833333333333337)"
08-12-2022 12:50:54.960675,"(4.4, 5.0, 4.775)","(10.0, 15.0, 13.444444444444445)","(10.0, 12.0, 11.280927835051546)","(31.0, 85.0, 68.66666666666666)","(2.6, 3.25, 3.24672131147541)","(3.0, 3.45, 3.2833333333333337)"
08-12-2022 12:50:56.199478,"(4.4, 5.0, 4.775)","(10.0, 15.0, 13.444444444444445)","(10.0, 15.0, 13.25)","(31.0, 85.0, 68.0)","(2.6, 3.25, 3.246363636363636)","(3.0, 3.45, 3.3088235294117645)"
08-12-2022 12:50:57.620242,"(4.4, 5.0, 4.775)","(10.0, 15.0, 13.75)","(10.0, 14.0, 13.333333333333334)","(31.0, 85.0, 68.0)","(2.6, 3.25, 3.246363636363636)","(3.0, 3.45, 3.3093749999999997)"
08-12-2022 12:50:58.928894,"(4.4, 5.0, 4.73)","(10.0, 14.5, 13.75)","(10.0, 14.5, 12.875)","(31.0, 85.0, 68.0)","(2.6, 3.25, 3.246363636363636)","(3.0, 3.45, 3.371875)"
08-12-2022 12:51:00.084137,"(4.4, 5.0, 4.73)","(10.0, 14.5, 13.75)","(10.0, 13.5, 12.875)","(31.0, 85.0, 60.5)","(2.6, 3.25, 3.246363636363636)","(3.0, 3.45, 3.371875)"
08-12-2022 12:51:01.319865,"(4.4, 5.0, 4.73)","(10.0, 14.5, 14.3125)","(10.0, 14.0, 13.0)","(31.0, 85.0, 60.5)","(2.6, 3.25, 3.246363636363636)","(3.0, 3.45, 3.3683673469387756)"
08-12-2022 12:51:02.581813,"(4.4, 5.0, 4.73)","(10.0, 14.5, 13.8125)","(10.0, 14.0, 13.0)","(31.0, 85.0, 60.5)","(2.6, 3.25, 3.2714285714285714)","(3.0, 3.45, 3.3810344827586207)"
08-12-2022 12:51:03.899033,"(4.4, 5.0, 4.73)","(10.0, 14.0, 13.625)","(10.0, 14.0, 13.0)","(31.0, 85.0, 60.5)","(2.6, 3.3, 3.2714285714285714)","(3.0, 3.45, 3.3810344827586207)"
08-12-2022 12:51:05.153435,"(4.4, 5.0, 4.73)","(10.0, 14.0, 13.625)","(10.0, 14.0, 12.125)","(31.0, 85.0, 60.5)","(2.6, 3.3, 3.2384615384615385)","(3.0, 3.45, 3.281578947368421)"
08-12-2022 12:51:06.519032,"(4.4, 5.0, 4.720588235294118)","(10.0, 14.0, 13.785714285714285)","(10.0, 14.0, 11.833333333333334)","(31.0, 85.0, 60.5)","(2.6, 3.5, 3.3076923076923075)","(3.0, 3.45, 3.3625)"
08-12-2022 12:51:07.761109,"(4.4, 4.8, 4.675)","(10.0, 14.5, 13.8)","(10.0, 12.5, 11.833333333333334)","(31.0, 85.0, 60.5)","(2.6, 3.4, 3.1857142857142855)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:08.977473,"(4.4, 4.8, 4.675)","(10.0, 14.0, 13.8)","(10.0, 12.5, 11.833333333333334)","(31.0, 85.0, 69.33333333333333)","(2.6, 3.4, 3.1857142857142855)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:10.134431,"(4.4, 4.8, 4.675)","(10.0, 14.0, 13.8)","(10.0, 12.5, 11.833333333333334)","(31.0, 85.0, 69.33333333333333)","(2.6, 3.4, 3.1857142857142855)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:11.333637,"(4.4, 4.8, 4.675)","(10.0, 14.0, 13.666666666666666)","(10.0, 12.5, 12.25)","(31.0, 85.0, 69.33333333333333)","(2.6, 3.4, 3.1916666666666664)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:12.530057,"(4.4, 4.8, 4.675)","(10.0, 13.5, 13.277777777777779)","(10.0, 13.0, 12.25)","(31.0, 85.0, 69.33333333333333)","(2.6, 3.4, 3.1999999999999997)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:13.638989,"(4.4, 4.8, 4.569230769230769)","(11.0, 13.5, 13.277777777777779)","(10.0, 13.0, 12.571428571428571)","(26.0, 85.0, 69.33333333333333)","(2.6, 3.4, 3.1999999999999997)","(3.0, 3.4, 3.3625)"
