,Yarraman Rocky,Rockslide,Favreau,Rocknroll Max Nz,The Weekend,Bejiggity,Raani,Ideal Tiger Nz
05-01-2023 15:38:52.598275,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.132)","(6.5, 8.6, 7.933333333333334)","(61.0, 99999, 99990)","(3.2, 3.7, 3.4333333333333336)","(6.5, 10.0, 9.5)","(7.5, 12.0, 10.036363636363635)","(8.0, 99999, 99990)"
05-01-2023 15:38:53.685869,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.132)","(6.5, 8.6, 7.933333333333334)","(61.0, 99999, 99990)","(3.2, 3.7, 3.4333333333333336)","(6.5, 10.0, 9.5)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:38:54.752346,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.132)","(6.5, 8.6, 7.933333333333334)","(61.0, 99999, 99990)","(3.2, 3.7, 3.4333333333333336)","(6.5, 10.0, 9.5)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:38:55.853331,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.132)","(6.5, 8.6, 7.933333333333334)","(61.0, 99999, 99990)","(3.2, 3.7, 3.4333333333333336)","(6.5, 10.0, 9.5)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:38:56.951981,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.132)","(6.5, 8.6, 7.933333333333334)","(61.0, 99999, 99990)","(3.2, 3.7, 3.4333333333333336)","(6.5, 10.0, 9.5)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:38:58.120540,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.132)","(6.5, 8.6, 7.933333333333334)","(61.0, 99999, 99990)","(3.2, 3.7, 3.466666666666667)","(6.5, 10.0, 9.5)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:38:59.253412,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.132)","(6.5, 8.6, 7.933333333333334)","(61.0, 99999, 99990)","(3.2, 3.7, 3.466666666666667)","(6.5, 10.0, 9.5)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:00.427668,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.132)","(6.5, 8.6, 7.933333333333334)","(61.0, 99999, 99990)","(3.2, 3.7, 3.466666666666667)","(6.5, 10.0, 9.0)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:01.518931,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.132)","(6.5, 8.6, 7.933333333333334)","(61.0, 99999, 99990)","(3.2, 3.7, 3.466666666666667)","(6.5, 10.0, 9.0)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:02.583482,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.132)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.466666666666667)","(6.5, 10.0, 9.0)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:03.587868,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.132)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.54)","(6.5, 10.0, 9.0)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:04.623091,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.132)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.54)","(6.5, 10.0, 9.0)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:05.672676,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.132)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.54)","(6.5, 10.0, 9.64)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:06.780868,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5628571428571427)","(6.5, 10.0, 9.64)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:07.838488,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5628571428571427)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:08.875916,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5628571428571427)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:09.987217,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5628571428571427)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:11.004766,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5628571428571427)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:12.029073,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5628571428571427)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:13.077746,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5628571428571427)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:14.148015,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5628571428571427)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:15.188521,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5628571428571427)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:16.304511,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5628571428571427)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:17.373737,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5628571428571427)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:18.513216,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5628571428571427)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:19.663656,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5628571428571427)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:20.824441,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.4894736842105263)","(6.5, 10.0, 9.64)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:22.022785,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.4894736842105263)","(6.5, 10.0, 9.64)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:23.180273,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.4894736842105263)","(6.5, 10.0, 9.64)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:24.337233,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.167361111111111)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.4894736842105263)","(6.5, 10.0, 9.64)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:25.464485,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.2029411764705884)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.4894736842105263)","(6.5, 10.0, 9.64)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:26.578255,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.2029411764705884)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.4894736842105263)","(6.5, 10.0, 9.64)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:27.652325,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.2029411764705884)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.4894736842105263)","(6.5, 10.0, 9.466666666666667)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:28.715155,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.2029411764705884)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.4894736842105263)","(6.5, 10.0, 9.466666666666667)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:29.749152,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.2029411764705884)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5829268292682928)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:30.800586,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.2029411764705884)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5829268292682928)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:31.875607,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.2029411764705884)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5829268292682928)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:32.992599,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.2029411764705884)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5829268292682928)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:34.119128,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.2029411764705884)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5829268292682928)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:35.239135,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.2029411764705884)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5829268292682928)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:36.385248,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.2029411764705884)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5829268292682928)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:37.537007,"(31.0, 95.0, 76.0)","(2.6, 3.4, 3.2029411764705884)","(6.5, 8.4, 7.885714285714285)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5829268292682928)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:38.692234,"(31.0, 95.0, 66.5)","(2.6, 3.4, 3.2029411764705884)","(6.5, 8.4, 9.6)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5095238095238095)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:39.844763,"(31.0, 95.0, 66.5)","(2.6, 3.4, 3.2029411764705884)","(6.5, 10.5, 9.6)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5095238095238095)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:40.989832,"(31.0, 95.0, 66.5)","(2.6, 3.4, 3.2029411764705884)","(6.5, 10.5, 9.6)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5095238095238095)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:42.072277,"(31.0, 95.0, 66.5)","(2.6, 3.4, 3.2029411764705884)","(6.5, 10.5, 9.6)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5095238095238095)","(6.5, 10.0, 9.533333333333333)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:43.196232,"(31.0, 95.0, 66.5)","(2.6, 3.4, 3.2029411764705884)","(6.5, 10.5, 9.6)","(61.0, 99999, 99990)","(3.2, 3.7, 3.5095238095238095)","(6.5, 10.0, 9.0)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:44.230697,"(31.0, 95.0, 66.5)","(2.6, 3.4, 3.2029411764705884)","(6.5, 10.5, 9.6)","(61.0, 99999, 99990)","(3.0, 3.7, 3.5095238095238095)","(6.5, 10.0, 9.0)","(7.0, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:45.325012,"(31.0, 95.0, 66.5)","(2.6, 3.4, 3.2029411764705884)","(6.5, 10.5, 9.6)","(61.0, 99999, 99990)","(3.0, 3.3, 3.250125944584383)","(6.5, 10.0, 9.0)","(7.0, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:46.362091,"(31.0, 95.0, 66.5)","(2.6, 3.4, 3.2029411764705884)","(6.5, 10.5, 9.6)","(61.0, 99999, 99990)","(3.0, 3.3, 3.250632911392405)","(6.5, 10.0, 9.0)","(7.0, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:47.364436,"(31.0, 95.0, 61.75)","(2.7, 3.4, 3.2029411764705884)","(6.5, 10.5, 9.6)","(61.0, 99999, 99990)","(3.0, 3.3, 3.681818181818182)","(6.5, 10.0, 9.0)","(7.5, 12.0, 10.020000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:48.452199,"(31.0, 90.0, 73.33333333333334)","(2.7, 3.4, 3.2029411764705884)","(6.5, 10.5, 9.6)","(61.0, 99999, 99990)","(3.0, 3.7, 3.6333333333333333)","(6.5, 10.0, 9.08)","(7.5, 12.0, 10.350000000000001)","(8.0, 99999, 99990)"
05-01-2023 15:39:49.544714,"(31.0, 85.0, 62.5)","(2.7, 3.4, 3.213888888888889)","(6.5, 10.5, 10.1875)","(61.0, 99999, 99990)","(3.0, 3.7, 3.6475)","(6.5, 9.8, 9.350000000000001)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:39:50.709576,"(31.0, 80.0, 70.5)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 10.116666666666667)","(71.0, 99999, 99990)","(3.0, 3.7, 3.6625)","(6.5, 9.8, 9.350000000000001)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:39:51.860311,"(31.0, 80.0, 70.5)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 10.116666666666667)","(71.0, 99999, 99990)","(3.0, 3.7, 3.6625)","(6.5, 9.8, 9.350000000000001)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:39:52.953997,"(31.0, 80.0, 70.5)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 10.116666666666667)","(71.0, 99999, 99990)","(3.0, 3.7, 3.632258064516129)","(6.5, 9.8, 9.350000000000001)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:39:53.976957,"(31.0, 80.0, 70.5)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 10.116666666666667)","(71.0, 99999, 99990)","(3.0, 3.7, 3.6625)","(6.5, 9.8, 9.350000000000001)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:39:55.012580,"(31.0, 80.0, 70.5)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 10.116666666666667)","(71.0, 99999, 99990)","(3.0, 3.7, 3.6625)","(6.5, 9.8, 9.350000000000001)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:39:56.019935,"(31.0, 80.0, 70.5)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 10.116666666666667)","(71.0, 99999, 99990)","(3.0, 3.7, 3.6447368421052633)","(6.5, 9.8, 9.350000000000001)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:39:57.052411,"(31.0, 80.0, 70.5)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 10.116666666666667)","(71.0, 99999, 99990)","(3.0, 3.7, 3.6447368421052633)","(6.5, 9.8, 9.350000000000001)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:39:58.112189,"(31.0, 80.0, 70.5)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 10.116666666666667)","(71.0, 99999, 99990)","(3.0, 3.7, 3.6447368421052633)","(6.5, 9.8, 9.350000000000001)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:39:59.304276,"(31.0, 80.0, 70.5)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 10.116666666666667)","(71.0, 99999, 99990)","(3.0, 3.65, 3.5346153846153845)","(6.5, 9.8, 9.350000000000001)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:40:00.525932,"(31.0, 80.0, 70.5)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 10.116666666666667)","(71.0, 99999, 99990)","(3.0, 3.65, 3.5346153846153845)","(6.5, 9.8, 9.350000000000001)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:40:01.573480,"(31.0, 80.0, 70.5)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 10.116666666666667)","(71.0, 99999, 99990)","(3.0, 3.65, 3.5346153846153845)","(6.5, 9.8, 9.350000000000001)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:40:02.648723,"(31.0, 70.0, 61.33333333333333)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 10.325)","(71.0, 99999, 99990)","(3.0, 3.3, 3.2505263157894735)","(6.5, 9.8, 9.100000000000001)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:40:03.715354,"(31.0, 70.0, 61.33333333333333)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 10.325)","(71.0, 99999, 99990)","(3.0, 3.6, 3.275)","(6.5, 9.8, 8.6)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:40:04.679153,"(31.0, 70.0, 61.33333333333333)","(2.7, 3.4, 3.213888888888889)","(7.0, 10.5, 9.666666666666666)","(71.0, 99999, 99990)","(3.0, 3.6, 3.275)","(6.5, 9.8, 8.6)","(7.5, 12.0, 10.4)","(8.0, 99999, 99990)"
05-01-2023 15:40:05.739129,"(31.0, 70.0, 61.33333333333333)","(2.8, 3.4, 3.213888888888889)","(7.0, 10.5, 10.308333333333334)","(71.0, 99999, 99990)","(2.8, 3.6, 3.275)","(6.5, 9.8, 8.6)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:06.783902,"(31.0, 70.0, 61.33333333333333)","(2.8, 3.4, 3.213888888888889)","(7.0, 10.5, 10.15)","(71.0, 99999, 99990)","(2.8, 3.6, 3.275)","(6.5, 9.8, 8.6)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:07.935716,"(31.0, 70.0, 61.33333333333333)","(2.8, 3.4, 3.213888888888889)","(7.0, 10.5, 10.15)","(71.0, 99999, 99990)","(2.8, 3.6, 3.275)","(6.5, 9.8, 8.6)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:09.032428,"(31.0, 70.0, 61.33333333333333)","(2.8, 3.4, 3.2699029126213595)","(7.0, 10.5, 10.36875)","(71.0, 99999, 99990)","(2.8, 3.6, 3.4699999999999998)","(6.5, 9.8, 9.0)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:10.191400,"(31.0, 70.0, 61.33333333333333)","(2.8, 3.4, 3.2699029126213595)","(7.0, 10.5, 10.15)","(71.0, 99999, 99990)","(2.8, 3.6, 3.4699999999999998)","(6.5, 9.8, 9.24)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:11.315286,"(31.0, 70.0, 61.33333333333333)","(2.8, 3.4, 3.2699029126213595)","(7.0, 10.5, 10.15)","(71.0, 99999, 99990)","(2.8, 3.6, 3.4699999999999998)","(6.5, 9.8, 9.2)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:12.461582,"(31.0, 70.0, 61.33333333333333)","(2.8, 3.4, 3.2699029126213595)","(7.0, 10.5, 10.36875)","(71.0, 99999, 99990)","(2.8, 3.6, 3.4699999999999998)","(6.5, 9.8, 9.2)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:13.568973,"(31.0, 70.0, 61.33333333333333)","(2.8, 3.4, 3.2699029126213595)","(7.0, 10.5, 10.36875)","(71.0, 99999, 99990)","(2.8, 3.6, 3.4699999999999998)","(6.5, 9.8, 9.2)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:14.678193,"(31.0, 70.0, 61.33333333333333)","(2.8, 3.4, 3.2699029126213595)","(7.0, 10.5, 10.15)","(71.0, 99999, 99990)","(2.8, 3.6, 3.4699999999999998)","(6.5, 9.8, 9.2)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:15.743660,"(31.0, 70.0, 61.33333333333333)","(2.8, 3.4, 3.2699029126213595)","(7.0, 10.5, 10.15)","(71.0, 99999, 99990)","(2.8, 3.6, 3.4699999999999998)","(6.5, 9.8, 9.2)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:16.787288,"(31.0, 70.0, 61.33333333333333)","(2.8, 3.4, 3.2699029126213595)","(7.0, 10.5, 10.36875)","(71.0, 99999, 99990)","(2.8, 3.6, 3.40625)","(6.5, 9.8, 9.2)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:17.778399,"(31.0, 70.0, 64.8)","(2.8, 3.4, 3.2699029126213595)","(7.0, 10.5, 9.55)","(71.0, 99999, 99990)","(2.8, 3.6, 3.40625)","(6.5, 9.8, 9.2)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:18.813899,"(31.0, 70.0, 61.33333333333333)","(2.8, 3.4, 3.2699029126213595)","(7.0, 10.5, 10.353846153846154)","(71.0, 99999, 99990)","(2.8, 3.6, 3.441666666666667)","(6.5, 9.8, 9.2)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:19.861937,"(31.0, 70.0, 62.0)","(2.8, 3.4, 3.2699029126213595)","(7.0, 10.5, 10.468518518518518)","(71.0, 99999, 99990)","(2.8, 3.45, 3.441666666666667)","(6.5, 9.8, 9.32)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:20.903053,"(31.0, 70.0, 62.0)","(2.8, 3.4, 3.2942105263157893)","(7.0, 10.5, 10.392857142857142)","(71.0, 99999, 99990)","(2.8, 3.45, 3.35)","(6.5, 9.8, 9.0)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:21.953500,"(31.0, 70.0, 62.0)","(2.8, 3.4, 3.2543478260869567)","(7.0, 10.5, 10.066666666666666)","(71.0, 99999, 99990)","(2.8, 3.45, 3.35)","(6.5, 9.8, 9.4)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:23.035490,"(31.0, 70.0, 62.0)","(2.8, 3.4, 3.258450704225352)","(7.0, 10.5, 10.2)","(71.0, 99999, 99990)","(2.8, 3.45, 3.35)","(6.5, 9.8, 9.4)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:24.200517,"(31.0, 70.0, 62.0)","(2.8, 3.4, 3.266)","(7.0, 10.5, 10.2)","(71.0, 99999, 99990)","(2.8, 3.45, 3.35)","(6.5, 9.8, 9.4)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:25.367435,"(31.0, 70.0, 62.0)","(2.8, 3.4, 3.266)","(7.0, 10.5, 10.05)","(71.0, 99999, 99990)","(2.8, 3.45, 3.35)","(6.5, 9.8, 9.0)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:26.502720,"(31.0, 70.0, 62.0)","(2.8, 3.4, 3.266)","(7.0, 10.5, 10.05)","(71.0, 99999, 99990)","(2.8, 3.45, 3.35)","(6.5, 9.8, 9.0)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
05-01-2023 15:40:27.579435,"(31.0, 70.0, 62.0)","(2.8, 3.4, 3.266)","(7.0, 10.5, 10.05)","(71.0, 99999, 99990)","(2.8, 3.45, 3.35)","(6.5, 9.8, 9.0)","(7.5, 12.0, 10.4)","(8.5, 99999, 99990)"
