,White Star Village,Keayang Alex,Well Thats Alright,All Good,Moreartsthanclass,Didshedoit Nz,Be The One,Charisma King,Heart Of Oaklands,Tallaras Shadow,Markleigh Caz,Clarenden Legacy
14-12-2022 19:32:50.600113,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.5, 4.342857142857143)","(6.0, 9.8, 8.5)","(71.0, 190.0, 102.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.0)","(10.0, 18.0, 13.0)","(6.0, 9.6, 8.4)"
14-12-2022 19:32:52.046584,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.5, 3.95)","(6.0, 9.8, 8.5)","(71.0, 190.0, 102.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.0)","(10.0, 18.0, 13.0)","(6.0, 9.6, 8.4)"
14-12-2022 19:32:53.651779,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.5, 3.95)","(6.5, 9.8, 8.5)","(81.0, 190.0, 102.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.0)","(10.0, 18.0, 13.0)","(6.0, 9.6, 8.4)"
14-12-2022 19:32:55.129708,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.5, 3.95)","(6.5, 9.8, 8.5)","(81.0, 190.0, 102.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.0)","(10.0, 18.0, 13.0)","(6.0, 9.6, 8.4)"
14-12-2022 19:32:56.612377,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.5, 3.95)","(6.5, 9.8, 8.5)","(81.0, 190.0, 102.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.0)","(10.0, 18.0, 12.1)","(6.0, 9.6, 8.4)"
14-12-2022 19:32:58.094894,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.5, 3.95)","(6.5, 9.8, 8.5)","(81.0, 190.0, 102.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.0)","(10.0, 18.5, 12.1)","(6.0, 9.6, 8.4)"
14-12-2022 19:32:59.534441,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.5, 3.95)","(6.5, 9.8, 8.5)","(81.0, 190.0, 102.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.0)","(10.0, 18.5, 11.642857142857142)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:01.009562,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.5, 3.95)","(6.5, 9.8, 8.5)","(81.0, 210.0, 145.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.0)","(10.0, 18.5, 11.642857142857142)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:02.475734,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.5, 4.342857142857143)","(6.5, 9.8, 8.5)","(81.0, 210.0, 145.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.75)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.85714285714286)","(10.0, 18.5, 11.642857142857142)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:03.872811,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.5, 4.342857142857143)","(6.5, 9.8, 8.5)","(81.0, 210.0, 145.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.75)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.85714285714286)","(10.0, 18.5, 11.642857142857142)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:05.254443,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.5, 4.342857142857143)","(6.5, 9.8, 8.5)","(81.0, 210.0, 145.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.75)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.85714285714286)","(10.0, 18.5, 11.642857142857142)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:06.672033,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.5, 4.342857142857143)","(6.5, 9.8, 8.5)","(81.0, 210.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.75)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.85714285714286)","(10.0, 18.5, 12.1)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:08.117837,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.5, 4.375)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.75)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.85714285714286)","(10.0, 18.5, 12.1)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:09.535956,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.375)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.75)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.85714285714286)","(10.0, 18.5, 12.1)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:10.909394,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.375)","(6.5, 9.8, 8.5)","(81.0, 180.0, 113.33333333333334)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.5, 12.1)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:12.330338,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.375)","(6.5, 9.8, 8.5)","(81.0, 180.0, 113.33333333333334)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 3.8333333333333335)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.5, 12.1)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:13.809760,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.8333333333333335)","(6.5, 9.8, 8.5)","(81.0, 210.0, 145.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.5, 14.25)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:15.221774,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.8333333333333335)","(6.5, 9.8, 8.5)","(81.0, 210.0, 120.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 14.25)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:16.573745,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.8333333333333335)","(6.5, 9.8, 8.5)","(81.0, 200.0, 120.0)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 14.25)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:17.993378,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.8333333333333335)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 14.25)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:19.396611,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.8333333333333335)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 14.25)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:20.774071,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.8333333333333335)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 33.6)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 14.25)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:22.212090,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.8333333333333335)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 14.25)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:23.684208,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.375)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 14.25)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:25.198471,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.3875)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 14.25)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:26.662252,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.3875)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 16.82857142857143)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:28.107613,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.3875)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:29.527531,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.3875)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:30.996314,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.3875)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:32.687071,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.3875)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:34.240956,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.3875)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:35.802097,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.357142857142858)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:37.261492,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.357142857142858)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:38.748268,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 4.357142857142858)","(6.5, 9.8, 8.5)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:40.308280,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:41.733144,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:43.136074,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:44.585433,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.333333333333336)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:46.029372,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.333333333333336)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:47.564869,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:49.080663,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:50.662504,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:52.179303,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:53.590344,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:55.110275,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:56.614767,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:58.102734,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 42.333333333333336)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:33:59.536032,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:34:01.126735,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:34:02.660842,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:34:04.116825,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:34:05.574506,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 190.0, 116.66666666666666)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 13.2)","(6.0, 9.6, 8.4)"
14-12-2022 19:34:07.109774,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 180.0, 113.33333333333334)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 13.2)","(6.0, 9.6, 8.4)"
14-12-2022 19:34:08.569170,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 180.0, 113.33333333333334)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 13.2)","(6.0, 9.6, 8.4)"
14-12-2022 19:34:10.068828,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 180.0, 113.33333333333334)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:34:11.515101,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 180.0, 113.33333333333334)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 36.2)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:34:13.035343,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 180.0, 113.33333333333334)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.333333333333336)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.0, 15.333333333333332)","(6.0, 9.6, 8.4)"
14-12-2022 19:34:14.430602,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 180.0, 113.33333333333334)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 34.333333333333336)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.5, 15.666666666666668)","(6.0, 9.6, 8.4)"
14-12-2022 19:34:15.855423,"(12.0, 18.0, 15.428571428571429)","(3.1, 4.7, 3.933333333333333)","(6.5, 9.8, 8.933333333333334)","(81.0, 180.0, 113.33333333333334)","(101.0, 310.0, 270.0)","(13.0, 99999, 99990)","(31.0, 38.0, 35.142857142857146)","(3.3, 4.9, 4.1)","(101.0, 310.0, 276.6666666666667)","(31.0, 50.0, 34.0)","(10.0, 18.5, 15.666666666666668)","(6.0, 9.6, 8.4)"
