,Aston Bier,Afro Puff,Gypsy Warrior,Bad Bailey,Maximum Sophie,Myola Dawn,Crazy Old Fool,War Of Words
40,"[datetime.datetime(2022, 11, 28, 17, 54, 53, 950315), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 950315), 7.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 950315), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 950315), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 950315), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 950315), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 950315), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 53, 950315), 10.0, 13.0]"
41,"[datetime.datetime(2022, 11, 28, 17, 54, 55, 168002), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 168002), 7.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 168002), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 168002), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 168002), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 168002), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 168002), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 55, 168002), 10.0, 13.0]"
42,"[datetime.datetime(2022, 11, 28, 17, 54, 56, 319628), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 54, 56, 319628), 7.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 54, 56, 319628), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 56, 319628), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 54, 56, 319628), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 54, 56, 319628), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 56, 319628), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 56, 319628), 10.0, 13.0]"
43,"[datetime.datetime(2022, 11, 28, 17, 54, 57, 443902), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 443902), 7.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 443902), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 443902), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 443902), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 443902), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 443902), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 57, 443902), 10.0, 13.0]"
44,"[datetime.datetime(2022, 11, 28, 17, 54, 58, 582524), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 582524), 7.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 582524), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 582524), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 582524), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 582524), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 582524), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 58, 582524), 10.0, 13.0]"
45,"[datetime.datetime(2022, 11, 28, 17, 54, 59, 719031), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 54, 59, 719031), 7.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 54, 59, 719031), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 59, 719031), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 54, 59, 719031), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 54, 59, 719031), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 59, 719031), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 59, 719031), 10.0, 13.0]"
46,"[datetime.datetime(2022, 11, 28, 17, 55, 0, 872125), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 872125), 7.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 872125), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 872125), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 872125), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 872125), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 872125), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 0, 872125), 10.0, 13.0]"
47,"[datetime.datetime(2022, 11, 28, 17, 55, 1, 996933), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 1, 996933), 7.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 55, 1, 996933), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 55, 1, 996933), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 55, 1, 996933), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 1, 996933), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 1, 996933), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 1, 996933), 10.0, 13.0]"
48,"[datetime.datetime(2022, 11, 28, 17, 55, 3, 133316), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 3, 133316), 7.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 55, 3, 133316), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 55, 3, 133316), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 55, 3, 133316), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 3, 133316), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 3, 133316), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 3, 133316), 10.0, 13.0]"
49,"[datetime.datetime(2022, 11, 28, 17, 55, 4, 279338), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 4, 279338), 7.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 55, 4, 279338), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 55, 4, 279338), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 55, 4, 279338), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 4, 279338), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 4, 279338), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 4, 279338), 10.0, 13.0]"
50,"[datetime.datetime(2022, 11, 28, 17, 55, 5, 509271), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 5, 509271), 7.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 55, 5, 509271), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 55, 5, 509271), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 55, 5, 509271), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 5, 509271), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 5, 509271), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 5, 509271), 10.0, 13.0]"
51,"[datetime.datetime(2022, 11, 28, 17, 55, 6, 640378), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 6, 640378), 7.5, 9.6]","[datetime.datetime(2022, 11, 28, 17, 55, 6, 640378), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 55, 6, 640378), 3.1, 3.8]","[datetime.datetime(2022, 11, 28, 17, 55, 6, 640378), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 6, 640378), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 6, 640378), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 6, 640378), 10.0, 13.0]"
52,"[datetime.datetime(2022, 11, 28, 17, 55, 7, 789571), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 7, 789571), 7.5, 9.6]","[datetime.datetime(2022, 11, 28, 17, 55, 7, 789571), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 55, 7, 789571), 3.1, 3.8]","[datetime.datetime(2022, 11, 28, 17, 55, 7, 789571), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 7, 789571), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 7, 789571), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 7, 789571), 10.0, 13.0]"
53,"[datetime.datetime(2022, 11, 28, 17, 55, 8, 928605), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 8, 928605), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 17, 55, 8, 928605), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 55, 8, 928605), 3.1, 3.8]","[datetime.datetime(2022, 11, 28, 17, 55, 8, 928605), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 8, 928605), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 8, 928605), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 8, 928605), 10.0, 13.0]"
54,"[datetime.datetime(2022, 11, 28, 17, 55, 10, 62172), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 10, 62172), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 17, 55, 10, 62172), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 55, 10, 62172), 3.1, 3.8]","[datetime.datetime(2022, 11, 28, 17, 55, 10, 62172), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 10, 62172), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 10, 62172), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 10, 62172), 10.0, 13.0]"
55,"[datetime.datetime(2022, 11, 28, 17, 55, 11, 234290), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 11, 234290), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 17, 55, 11, 234290), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 55, 11, 234290), 3.1, 3.8]","[datetime.datetime(2022, 11, 28, 17, 55, 11, 234290), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 11, 234290), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 11, 234290), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 11, 234290), 10.0, 13.0]"
56,"[datetime.datetime(2022, 11, 28, 17, 55, 12, 365033), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 12, 365033), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 17, 55, 12, 365033), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 55, 12, 365033), 3.1, 3.8]","[datetime.datetime(2022, 11, 28, 17, 55, 12, 365033), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 12, 365033), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 12, 365033), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 12, 365033), 10.0, 13.0]"
57,"[datetime.datetime(2022, 11, 28, 17, 55, 13, 542265), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 13, 542265), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 17, 55, 13, 542265), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 55, 13, 542265), 3.1, 3.8]","[datetime.datetime(2022, 11, 28, 17, 55, 13, 542265), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 13, 542265), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 13, 542265), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 13, 542265), 10.0, 13.0]"
58,"[datetime.datetime(2022, 11, 28, 17, 55, 14, 673696), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 14, 673696), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 17, 55, 14, 673696), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 14, 673696), 3.1, 3.75]","[datetime.datetime(2022, 11, 28, 17, 55, 14, 673696), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 14, 673696), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 14, 673696), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 14, 673696), 10.0, 13.0]"
59,"[datetime.datetime(2022, 11, 28, 17, 55, 15, 837793), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 15, 837793), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 17, 55, 15, 837793), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 15, 837793), 3.1, 3.75]","[datetime.datetime(2022, 11, 28, 17, 55, 15, 837793), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 15, 837793), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 15, 837793), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 15, 837793), 10.0, 13.0]"
60,"[datetime.datetime(2022, 11, 28, 17, 55, 16, 976294), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 16, 976294), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 17, 55, 16, 976294), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 16, 976294), 3.1, 3.75]","[datetime.datetime(2022, 11, 28, 17, 55, 16, 976294), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 16, 976294), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 16, 976294), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 16, 976294), 10.0, 13.0]"
61,"[datetime.datetime(2022, 11, 28, 17, 55, 18, 146100), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 18, 146100), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 17, 55, 18, 146100), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 18, 146100), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 18, 146100), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 18, 146100), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 18, 146100), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 18, 146100), 10.0, 13.0]"
62,"[datetime.datetime(2022, 11, 28, 17, 55, 19, 318083), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 19, 318083), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 19, 318083), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 19, 318083), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 19, 318083), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 19, 318083), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 19, 318083), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 19, 318083), 10.0, 13.0]"
63,"[datetime.datetime(2022, 11, 28, 17, 55, 20, 456408), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 20, 456408), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 20, 456408), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 20, 456408), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 20, 456408), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 20, 456408), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 20, 456408), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 20, 456408), 10.0, 13.0]"
64,"[datetime.datetime(2022, 11, 28, 17, 55, 21, 591895), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 21, 591895), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 21, 591895), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 21, 591895), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 21, 591895), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 21, 591895), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 21, 591895), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 21, 591895), 10.0, 13.0]"
65,"[datetime.datetime(2022, 11, 28, 17, 55, 22, 744558), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 22, 744558), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 22, 744558), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 22, 744558), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 22, 744558), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 22, 744558), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 22, 744558), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 22, 744558), 10.0, 13.0]"
66,"[datetime.datetime(2022, 11, 28, 17, 55, 23, 892562), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 23, 892562), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 23, 892562), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 23, 892562), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 23, 892562), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 23, 892562), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 23, 892562), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 23, 892562), 10.0, 13.0]"
67,"[datetime.datetime(2022, 11, 28, 17, 55, 25, 65571), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 17, 55, 25, 65571), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 25, 65571), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 25, 65571), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 25, 65571), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 25, 65571), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 25, 65571), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 25, 65571), 10.0, 13.0]"
68,"[datetime.datetime(2022, 11, 28, 17, 55, 26, 205028), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 55, 26, 205028), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 26, 205028), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 26, 205028), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 26, 205028), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 26, 205028), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 26, 205028), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 26, 205028), 10.0, 13.5]"
69,"[datetime.datetime(2022, 11, 28, 17, 55, 27, 334174), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 55, 27, 334174), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 27, 334174), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 27, 334174), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 27, 334174), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 27, 334174), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 27, 334174), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 27, 334174), 10.0, 13.5]"
70,"[datetime.datetime(2022, 11, 28, 17, 55, 28, 489509), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 55, 28, 489509), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 28, 489509), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 28, 489509), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 28, 489509), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 28, 489509), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 28, 489509), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 28, 489509), 10.0, 13.5]"
71,"[datetime.datetime(2022, 11, 28, 17, 55, 29, 649611), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 55, 29, 649611), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 29, 649611), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 29, 649611), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 29, 649611), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 29, 649611), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 29, 649611), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 29, 649611), 10.0, 13.5]"
72,"[datetime.datetime(2022, 11, 28, 17, 55, 30, 784590), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 55, 30, 784590), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 30, 784590), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 30, 784590), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 30, 784590), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 30, 784590), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 30, 784590), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 30, 784590), 10.0, 13.5]"
73,"[datetime.datetime(2022, 11, 28, 17, 55, 31, 939865), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 55, 31, 939865), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 31, 939865), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 31, 939865), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 31, 939865), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 31, 939865), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 31, 939865), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 31, 939865), 10.0, 13.5]"
74,"[datetime.datetime(2022, 11, 28, 17, 55, 33, 71925), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 71925), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 71925), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 71925), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 71925), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 71925), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 71925), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 71925), 10.0, 13.5]"
75,"[datetime.datetime(2022, 11, 28, 17, 55, 34, 215516), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 215516), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 215516), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 215516), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 215516), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 215516), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 215516), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 215516), 10.0, 13.5]"
76,"[datetime.datetime(2022, 11, 28, 17, 55, 35, 354825), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 354825), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 354825), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 354825), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 354825), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 354825), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 354825), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 354825), 10.0, 13.5]"
77,"[datetime.datetime(2022, 11, 28, 17, 55, 36, 498795), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 17, 55, 36, 498795), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 36, 498795), 81.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 36, 498795), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 55, 36, 498795), 2.6, 3.15]","[datetime.datetime(2022, 11, 28, 17, 55, 36, 498795), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 36, 498795), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 36, 498795), 10.0, 13.5]"
78,"[datetime.datetime(2022, 11, 28, 17, 55, 37, 646415), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 646415), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 646415), 91.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 646415), 3.2, 3.6]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 646415), 2.6, 3.05]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 646415), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 646415), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 646415), 11.0, 13.5]"
79,"[datetime.datetime(2022, 11, 28, 17, 55, 38, 796416), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 796416), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 796416), 91.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 796416), 3.2, 3.6]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 796416), 2.6, 3.1]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 796416), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 796416), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 796416), 11.0, 13.5]"
