,Arnhem Axel,Bonnet Surfer,Coco Evie,Sunshine Fire,Velocity Tori,Villainess,Hurricane Villa
07-12-2022 19:53:57.395942,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 18.5, 14.5)","(2.1, 2.66, 2.31)","(6.5, 10.0, 8.615384615384615)","(4.4, 11.0, 10.1)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:53:58.565837,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 18.0, 15.6)","(2.1, 2.68, 2.54)","(6.5, 10.0, 8.615384615384615)","(4.4, 11.0, 8.55)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:53:59.664451,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 18.0, 16.8)","(2.1, 2.84, 2.54)","(6.5, 10.0, 8.615384615384615)","(4.4, 10.5, 8.75)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:00.780402,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 18.0, 14.206896551724139)","(2.1, 2.84, 2.325714285714286)","(6.5, 10.0, 9.357142857142858)","(4.4, 10.5, 8.876190476190477)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:01.896187,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 18.0, 14.206896551724139)","(2.1, 2.84, 2.325714285714286)","(6.5, 10.0, 8.2)","(4.4, 10.5, 7.841666666666667)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:02.968673,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 17.0)","(2.1, 2.78, 2.3480000000000003)","(6.5, 10.0, 8.379999999999999)","(4.4, 10.5, 8.357142857142858)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:04.056823,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 17.0)","(2.1, 2.74, 2.3085714285714287)","(6.5, 10.0, 8.527272727272727)","(4.4, 10.5, 9.245454545454546)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:05.093409,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 17.0)","(2.1, 2.72, 2.3085714285714287)","(6.5, 10.0, 8.527272727272727)","(4.4, 10.5, 8.925)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:06.211771,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.954545454545453)","(2.1, 2.74, 2.3233333333333337)","(6.5, 10.0, 8.527272727272727)","(4.4, 10.5, 8.925)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:07.449495,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.954545454545453)","(2.1, 2.74, 2.3233333333333337)","(6.5, 10.0, 8.527272727272727)","(4.4, 10.5, 9.100000000000001)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:08.641263,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.954545454545453)","(2.1, 2.74, 2.5)","(6.5, 10.0, 8.527272727272727)","(4.4, 9.8, 9.200000000000001)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:09.610605,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.954545454545453)","(2.1, 2.76, 2.5)","(6.5, 10.0, 8.527272727272727)","(4.4, 9.8, 9.200000000000001)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:10.567629,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.583333333333332)","(2.1, 2.74, 2.49)","(6.5, 10.0, 8.527272727272727)","(4.4, 9.8, 9.566666666666666)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:11.572451,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.583333333333332)","(2.1, 2.72, 2.3200000000000003)","(6.5, 10.0, 8.527272727272727)","(4.4, 9.8, 9.4)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:12.616669,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.583333333333332)","(2.1, 2.7, 2.3200000000000003)","(6.5, 10.0, 8.527272727272727)","(4.4, 9.8, 9.4)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:13.764681,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.954545454545453)","(2.1, 2.72, 2.3200000000000003)","(6.5, 10.0, 9.1)","(4.4, 9.8, 9.4)","(4.6, 7.6, 7.138461538461538)"
07-12-2022 19:54:14.851625,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.954545454545453)","(2.1, 2.72, 2.3200000000000003)","(6.5, 10.0, 9.1)","(4.4, 9.8, 9.866666666666667)","(4.6, 7.6, 7.0)"
07-12-2022 19:54:15.876457,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.954545454545453)","(2.1, 2.72, 2.3200000000000003)","(6.5, 10.0, 9.1)","(4.4, 10.5, 10.216666666666667)","(4.6, 7.6, 7.0)"
07-12-2022 19:54:16.958492,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.583333333333332)","(2.1, 2.68, 2.3066666666666666)","(6.5, 10.0, 8.56)","(4.4, 10.5, 9.75)","(4.6, 7.6, 7.161904761904762)"
07-12-2022 19:54:18.160086,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.583333333333332)","(2.1, 2.64, 2.3066666666666666)","(6.5, 10.0, 8.690909090909091)","(4.4, 10.5, 10.0)","(4.6, 7.4, 7.161904761904762)"
07-12-2022 19:54:19.187872,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.583333333333332)","(2.1, 2.64, 2.31)","(6.5, 10.0, 8.690909090909091)","(4.4, 10.5, 10.0)","(4.6, 7.4, 7.161904761904762)"
07-12-2022 19:54:20.286716,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.954545454545453)","(2.1, 2.66, 2.45)","(6.5, 10.0, 8.690909090909091)","(4.4, 10.5, 9.933333333333334)","(4.6, 7.4, 7.0)"
07-12-2022 19:54:21.290299,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.954545454545453)","(2.1, 2.66, 2.45)","(6.5, 10.0, 8.690909090909091)","(4.4, 10.5, 9.933333333333334)","(4.6, 7.6, 7.0)"
07-12-2022 19:54:22.395208,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.954545454545453)","(2.1, 2.66, 2.3066666666666666)","(6.5, 10.0, 8.690909090909091)","(4.4, 10.5, 10.283333333333333)","(4.6, 7.6, 7.161904761904762)"
07-12-2022 19:54:23.437369,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.954545454545453)","(2.1, 2.64, 2.3066666666666666)","(6.5, 10.0, 8.690909090909091)","(4.4, 10.5, 10.325)","(4.6, 7.4, 7.015384615384615)"
07-12-2022 19:54:24.482988,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.583333333333332)","(2.1, 2.62, 2.3033333333333337)","(6.5, 10.0, 8.690909090909091)","(4.4, 11.0, 10.325)","(4.6, 7.4, 7.015384615384615)"
07-12-2022 19:54:25.478847,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.583333333333332)","(2.1, 2.62, 2.3033333333333337)","(6.5, 10.0, 8.690909090909091)","(4.4, 11.0, 10.325)","(4.6, 7.4, 7.015384615384615)"
07-12-2022 19:54:26.523288,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.583333333333332)","(2.1, 2.62, 2.3033333333333337)","(6.5, 10.0, 8.690909090909091)","(4.4, 11.0, 10.254545454545454)","(4.6, 7.4, 7.161904761904762)"
07-12-2022 19:54:27.497399,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.583333333333332)","(2.1, 2.76, 2.3266666666666667)","(6.5, 10.0, 8.690909090909091)","(4.4, 10.5, 10.254545454545454)","(4.6, 7.4, 7.161904761904762)"
07-12-2022 19:54:28.473968,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.954545454545453)","(2.1, 2.74, 2.3233333333333337)","(6.5, 10.0, 8.690909090909091)","(4.4, 10.5, 10.116666666666667)","(4.6, 7.6, 7.0)"
07-12-2022 19:54:29.517434,"(9.0, 16.0, 12.7)","(20.0, 42.0, 40.64285714285714)","(13.0, 17.5, 16.954545454545453)","(2.1, 2.72, 2.6258064516129034)","(6.5, 10.0, 8.690909090909091)","(4.4, 10.5, 8.866666666666667)","(4.6, 7.6, 7.161904761904762)"
07-12-2022 19:54:31.075720,"(9.0, 16.0, 10.559999999999999)","(20.0, 42.0, 41.0)","(13.0, 17.5, 15.666666666666666)","(2.1, 2.7, 2.6873684210526316)","(6.5, 10.0, 9.263636363636364)","(4.4, 10.5, 9.158333333333333)","(4.6, 7.4, 6.466666666666667)"
07-12-2022 19:54:32.183309,"(9.0, 16.0, 10.559999999999999)","(20.0, 42.0, 41.0)","(13.0, 17.5, 13.775862068965518)","(2.1, 2.84, 2.488)","(6.5, 10.0, 9.5)","(4.4, 10.5, 9.55)","(4.6, 7.4, 6.463157894736843)"
07-12-2022 19:54:33.275598,"(9.0, 16.0, 9.766666666666666)","(20.0, 42.0, 40.099999999999994)","(13.0, 17.5, 16.153846153846153)","(2.1, 2.8, 2.7302325581395346)","(6.5, 9.6, 10.11578947368421)","(4.4, 10.0, 9.644444444444444)","(4.6, 7.2, 6.463157894736843)"
07-12-2022 19:54:34.446114,"(9.0, 16.0, 9.766666666666666)","(20.0, 42.0, 40.099999999999994)","(13.0, 17.0, 14.8)","(2.1, 2.8, 2.4426666666666663)","(6.5, 11.0, 10.11578947368421)","(4.4, 10.0, 9.542857142857143)","(4.6, 7.2, 6.584615384615385)"
07-12-2022 19:54:35.477801,"(9.0, 16.0, 9.766666666666666)","(20.0, 42.0, 40.099999999999994)","(13.0, 17.0, 12.555555555555555)","(2.1, 2.78, 2.7186046511627904)","(6.5, 11.0, 10.133333333333333)","(4.4, 10.0, 9.709090909090909)","(4.6, 7.2, 6.4)"
07-12-2022 19:54:36.539032,"(9.0, 15.5, 12.35)","(20.0, 42.0, 40.099999999999994)","(13.0, 17.0, 12.555555555555555)","(2.1, 2.78, 2.456)","(6.5, 11.0, 10.476470588235294)","(4.4, 10.0, 9.6)","(4.6, 7.2, 6.584615384615385)"
07-12-2022 19:54:37.679044,"(9.0, 15.5, 14.24)","(20.0, 42.0, 40.099999999999994)","(13.0, 17.0, 15.666666666666668)","(2.1, 2.72, 2.4153846153846152)","(6.5, 11.5, 10.476470588235294)","(4.4, 10.5, 9.7875)","(4.6, 7.2, 6.584615384615385)"
07-12-2022 19:54:38.932285,"(10.0, 15.5, 14.24)","(21.0, 42.0, 36.85714285714286)","(13.0, 16.5, 14.714285714285715)","(2.1, 2.72, 2.3872)","(6.5, 11.5, 10.391176470588235)","(4.4, 10.5, 9.7875)","(4.6, 7.2, 6.584615384615385)"
07-12-2022 19:54:40.017242,"(10.0, 15.5, 14.7375)","(21.0, 42.0, 38.72727272727273)","(13.0, 16.0, 14.5)","(2.1, 2.7, 2.48)","(6.5, 11.5, 10.503125)","(4.4, 10.5, 9.7875)","(4.6, 7.2, 6.327272727272727)"
07-12-2022 19:54:41.064621,"(10.0, 15.5, 13.975)","(21.0, 42.0, 38.72727272727273)","(13.0, 16.0, 14.5)","(2.1, 2.64, 2.48)","(6.5, 11.5, 10.89090909090909)","(4.4, 10.5, 9.6)","(4.6, 7.2, 6.584615384615385)"
07-12-2022 19:54:42.039204,"(10.0, 15.5, 13.975)","(21.0, 42.0, 36.0)","(13.0, 16.0, 14.5)","(2.1, 2.64, 2.325)","(6.5, 11.0, 10.89090909090909)","(4.4, 10.5, 9.6)","(4.6, 7.2, 6.584615384615385)"
07-12-2022 19:54:43.008166,"(10.0, 15.5, 15.209523809523809)","(21.0, 42.0, 39.6)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.64, 2.325)","(6.5, 11.0, 10.685714285714285)","(4.4, 9.8, 10.014285714285714)","(4.6, 7.2, 6.463157894736843)"
07-12-2022 19:54:44.041597,"(10.0, 12.5, 12.327777777777778)","(21.0, 42.0, 38.90909090909091)","(13.0, 16.0, 13.443181818181818)","(2.1, 2.64, 2.325)","(6.5, 11.0, 10.685714285714285)","(4.4, 10.5, 9.744444444444445)","(4.6, 7.2, 6.584615384615385)"
07-12-2022 19:54:45.101600,"(10.0, 12.5, 12.352380952380951)","(21.0, 42.0, 39.875)","(13.0, 16.0, 13.443181818181818)","(2.1, 2.64, 2.325)","(6.5, 11.0, 10.8625)","(4.4, 10.5, 9.881818181818183)","(4.6, 7.2, 6.327272727272727)"
07-12-2022 19:54:46.191318,"(10.0, 12.5, 12.218181818181819)","(21.0, 42.0, 40.583333333333336)","(13.0, 16.0, 13.443181818181818)","(2.1, 2.64, 2.325)","(6.5, 11.0, 10.39375)","(4.4, 10.5, 9.366666666666667)","(4.6, 7.2, 6.584615384615385)"
07-12-2022 19:54:47.291274,"(10.0, 12.5, 12.352380952380951)","(21.0, 42.0, 40.21052631578947)","(13.0, 16.0, 13.443181818181818)","(2.1, 2.64, 2.2342857142857144)","(6.5, 10.5, 10.39375)","(4.4, 10.5, 9.366666666666667)","(4.6, 7.2, 6.584615384615385)"
07-12-2022 19:54:48.285155,"(10.0, 12.5, 12.352380952380951)","(21.0, 42.0, 39.57142857142857)","(13.0, 16.0, 13.443181818181818)","(2.1, 2.62, 2.2342857142857144)","(6.5, 10.5, 10.39375)","(4.4, 10.5, 9.744444444444445)","(4.6, 7.2, 6.584615384615385)"
07-12-2022 19:54:49.283702,"(10.0, 12.5, 12.352380952380951)","(21.0, 42.0, 37.42857142857143)","(13.0, 16.0, 13.443181818181818)","(2.1, 2.6, 2.2960000000000003)","(6.5, 10.5, 10.39375)","(4.4, 10.5, 9.833333333333334)","(4.6, 7.2, 6.327272727272727)"
07-12-2022 19:54:50.321923,"(10.0, 12.5, 12.370833333333334)","(21.0, 42.0, 39.09090909090909)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.6, 2.2960000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.833333333333334)","(4.6, 7.2, 6.327272727272727)"
07-12-2022 19:54:51.425018,"(10.0, 12.5, 12.370833333333334)","(21.0, 42.0, 40.0)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.6, 2.2960000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.15)","(4.6, 7.2, 6.584615384615385)"
07-12-2022 19:54:52.614677,"(10.0, 12.5, 12.370833333333334)","(21.0, 42.0, 40.315789473684205)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.6, 2.2453333333333334)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.0)","(4.6, 7.2, 6.584615384615385)"
07-12-2022 19:54:53.738964,"(10.0, 12.5, 12.370833333333334)","(21.0, 42.0, 40.315789473684205)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.6, 2.2453333333333334)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.38888888888889)","(4.6, 7.2, 6.584615384615385)"
07-12-2022 19:54:54.811757,"(10.0, 12.5, 12.352380952380951)","(21.0, 42.0, 39.714285714285715)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.6, 2.39)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.833333333333334)","(4.6, 7.2, 6.6)"
07-12-2022 19:54:56.034227,"(10.0, 12.5, 12.352380952380951)","(21.0, 42.0, 39.714285714285715)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.56, 2.2880000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.833333333333334)","(4.6, 7.2, 6.514285714285714)"
07-12-2022 19:54:57.220328,"(10.0, 12.5, 12.352380952380951)","(21.0, 42.0, 40.125)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.56, 2.2880000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.5)","(4.6, 7.2, 6.7555555555555555)"
07-12-2022 19:54:58.323879,"(10.0, 13.0, 12.006896551724138)","(21.0, 42.0, 40.125)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.56, 2.2880000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.477777777777778)","(4.6, 7.2, 6.7555555555555555)"
07-12-2022 19:54:59.458107,"(10.0, 13.0, 10.733333333333333)","(21.0, 42.0, 40.69565217391305)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.56, 2.2880000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.477777777777778)","(4.6, 7.2, 6.7555555555555555)"
07-12-2022 19:55:00.533080,"(10.0, 13.0, 10.733333333333333)","(21.0, 42.0, 40.69565217391305)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.56, 2.2880000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.477777777777778)","(4.6, 7.2, 6.514285714285714)"
07-12-2022 19:55:01.556022,"(10.0, 13.0, 10.733333333333333)","(21.0, 42.0, 40.333333333333336)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.56, 2.2880000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.477777777777778)","(4.6, 7.2, 6.514285714285714)"
07-12-2022 19:55:02.486499,"(10.0, 13.0, 11.953846153846154)","(21.0, 42.0, 39.69230769230769)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.56, 2.2880000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.842857142857143)","(4.6, 7.2, 6.514285714285714)"
07-12-2022 19:55:03.522902,"(10.0, 13.0, 11.953846153846154)","(21.0, 42.0, 39.69230769230769)","(13.0, 16.0, 12.785714285714285)","(2.1, 2.56, 2.231034482758621)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.842857142857143)","(4.6, 7.2, 6.514285714285714)"
07-12-2022 19:55:04.665860,"(10.0, 13.0, 11.17142857142857)","(21.0, 42.0, 39.2)","(13.0, 16.0, 13.1875)","(2.1, 2.54, 2.3200000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.842857142857143)","(4.6, 7.2, 6.514285714285714)"
07-12-2022 19:55:05.835591,"(10.0, 13.0, 11.0)","(21.0, 42.0, 39.2)","(13.0, 16.0, 12.296296296296296)","(2.1, 2.52, 2.3200000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.842857142857143)","(4.6, 7.2, 6.514285714285714)"
07-12-2022 19:55:07.174985,"(10.0, 13.0, 11.4)","(21.0, 42.0, 39.84615384615385)","(13.0, 16.0, 12.296296296296296)","(2.1, 2.52, 2.3200000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.842857142857143)","(4.6, 7.2, 6.514285714285714)"
07-12-2022 19:55:08.387799,"(10.0, 13.0, 11.4)","(21.0, 42.0, 39.84615384615385)","(13.0, 16.0, 12.296296296296296)","(2.1, 2.52, 2.3200000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.477777777777778)","(4.6, 7.2, 6.7555555555555555)"
07-12-2022 19:55:09.497393,"(10.0, 13.0, 11.4)","(21.0, 42.0, 38.5)","(13.0, 16.0, 12.296296296296296)","(2.1, 2.52, 2.3200000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.566666666666666)","(4.6, 7.2, 6.7555555555555555)"
07-12-2022 19:55:10.669756,"(10.0, 13.0, 12.172413793103448)","(21.0, 42.0, 38.5)","(13.0, 16.0, 12.296296296296296)","(2.1, 2.52, 2.3200000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.566666666666666)","(4.6, 7.2, 6.7555555555555555)"
07-12-2022 19:55:12.008040,"(10.0, 13.0, 12.172413793103448)","(21.0, 42.0, 38.5)","(13.0, 16.0, 13.316666666666666)","(2.1, 2.52, 2.3200000000000003)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.566666666666666)","(4.6, 7.2, 6.514285714285714)"
07-12-2022 19:55:13.367953,"(10.0, 13.0, 12.172413793103448)","(21.0, 42.0, 39.83333333333333)","(13.0, 16.0, 14.6)","(2.1, 2.52, 2.2720000000000002)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.3)","(4.6, 7.2, 6.7555555555555555)"
07-12-2022 19:55:14.584191,"(10.0, 13.0, 12.172413793103448)","(21.0, 42.0, 40.470588235294116)","(13.0, 15.5, 14.6)","(2.1, 2.48, 2.2720000000000002)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.3)","(4.6, 7.2, 6.7555555555555555)"
07-12-2022 19:55:15.692014,"(10.0, 13.0, 12.172413793103448)","(21.0, 42.0, 40.470588235294116)","(13.0, 15.5, 14.0)","(2.1, 2.48, 2.2720000000000002)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.655555555555555)","(4.6, 7.2, 6.7555555555555555)"
07-12-2022 19:55:16.920166,"(10.0, 13.0, 12.172413793103448)","(21.0, 42.0, 39.83333333333333)","(13.0, 15.5, 12.38888888888889)","(2.1, 2.48, 2.2720000000000002)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.809090909090909)","(4.6, 7.2, 6.6)"
07-12-2022 19:55:18.025137,"(10.0, 13.0, 12.172413793103448)","(21.0, 42.0, 38.285714285714285)","(13.0, 15.0, 13.5)","(2.1, 2.48, 2.297142857142857)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.809090909090909)","(4.6, 7.2, 6.6)"
07-12-2022 19:55:19.357375,"(10.0, 13.0, 11.222222222222221)","(21.0, 42.0, 38.285714285714285)","(13.0, 15.0, 13.5)","(2.1, 2.48, 2.297142857142857)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.744444444444445)","(4.6, 7.2, 6.7555555555555555)"
07-12-2022 19:55:20.625311,"(10.0, 13.0, 11.222222222222221)","(21.0, 42.0, 40.4)","(13.0, 15.0, 12.857142857142858)","(2.1, 2.46, 2.212)","(6.5, 10.5, 10.36923076923077)","(4.4, 10.5, 9.744444444444445)","(4.6, 7.2, 6.7555555555555555)"
07-12-2022 19:55:21.802918,"(10.0, 13.0, 11.222222222222221)","(21.0, 42.0, 40.4)","(13.0, 15.0, 12.857142857142858)","(2.1, 2.42, 2.212)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.82)","(4.6, 7.2, 6.6)"
07-12-2022 19:55:22.947111,"(10.0, 13.0, 11.222222222222221)","(21.0, 42.0, 40.285714285714285)","(13.0, 15.0, 13.666666666666666)","(2.1, 2.42, 2.212)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.14)","(4.6, 7.2, 6.7555555555555555)"
07-12-2022 19:55:24.109102,"(10.0, 13.0, 11.222222222222221)","(21.0, 42.0, 40.285714285714285)","(13.0, 14.5, 13.666666666666666)","(2.1, 2.42, 2.212)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.833333333333334)","(4.6, 7.2, 6.7555555555555555)"
07-12-2022 19:55:25.269773,"(10.0, 13.0, 11.222222222222221)","(21.0, 42.0, 40.285714285714285)","(13.0, 15.0, 12.285714285714286)","(2.1, 2.42, 2.1664864864864866)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.833333333333334)","(4.6, 7.2, 6.485714285714286)"
07-12-2022 19:55:26.408865,"(10.0, 13.0, 11.222222222222221)","(21.0, 42.0, 39.33333333333333)","(13.0, 15.0, 12.285714285714286)","(2.1, 2.4, 2.204)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.833333333333334)","(4.6, 7.0, 6.485714285714286)"
07-12-2022 19:55:27.514043,"(10.0, 13.0, 11.222222222222221)","(21.0, 42.0, 39.33333333333333)","(13.0, 15.0, 12.72)","(2.1, 2.38, 2.204)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.15)","(4.6, 7.0, 6.3076923076923075)"
07-12-2022 19:55:28.480293,"(10.0, 13.0, 11.222222222222221)","(21.0, 42.0, 39.33333333333333)","(13.0, 15.0, 12.409090909090908)","(2.1, 2.38, 2.204)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.15)","(4.6, 7.0, 6.644444444444445)"
07-12-2022 19:55:29.481299,"(10.0, 13.0, 11.222222222222221)","(21.0, 42.0, 39.33333333333333)","(13.0, 15.0, 12.409090909090908)","(2.1, 2.38, 2.204)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.15)","(4.6, 7.0, 6.644444444444445)"
07-12-2022 19:55:30.713857,"(10.0, 13.0, 11.4)","(21.0, 42.0, 39.33333333333333)","(13.0, 15.0, 13.954545454545453)","(2.1, 2.38, 2.1733333333333333)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.38888888888889)","(4.6, 7.0, 6.644444444444445)"
07-12-2022 19:55:31.943849,"(10.0, 13.0, 11.4)","(21.0, 42.0, 39.33333333333333)","(13.0, 14.5, 13.954545454545453)","(2.1, 2.36, 2.196)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.833333333333334)","(4.6, 7.0, 6.5)"
07-12-2022 19:55:33.088537,"(10.0, 13.0, 11.4)","(21.0, 42.0, 39.33333333333333)","(13.0, 14.5, 13.954545454545453)","(2.1, 2.34, 2.196)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.5)","(4.6, 7.0, 6.644444444444445)"
07-12-2022 19:55:34.238325,"(10.0, 13.0, 11.4)","(21.0, 42.0, 39.33333333333333)","(13.0, 14.5, 13.428571428571429)","(2.1, 2.34, 2.196)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.477777777777778)","(4.6, 7.0, 6.644444444444445)"
07-12-2022 19:55:35.319536,"(10.0, 13.0, 11.4)","(21.0, 42.0, 39.33333333333333)","(13.0, 14.5, 13.428571428571429)","(2.1, 2.34, 2.196)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.477777777777778)","(4.6, 7.0, 6.644444444444445)"
07-12-2022 19:55:36.524077,"(10.0, 13.0, 11.4)","(21.0, 42.0, 39.33333333333333)","(13.0, 14.5, 13.428571428571429)","(2.1, 2.34, 2.196)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.477777777777778)","(4.6, 7.0, 6.644444444444445)"
07-12-2022 19:55:37.558486,"(10.0, 13.0, 11.4)","(21.0, 42.0, 39.33333333333333)","(13.0, 14.5, 13.428571428571429)","(2.1, 2.34, 2.196)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.477777777777778)","(4.6, 7.0, 6.428571428571429)"
07-12-2022 19:55:38.681792,"(10.0, 13.0, 11.4)","(21.0, 42.0, 39.33333333333333)","(13.0, 14.5, 12.735294117647058)","(2.1, 2.34, 2.22)","(6.5, 10.5, 10.36923076923077)","(4.6, 10.5, 9.477777777777778)","(4.6, 7.0, 6.644444444444445)"
