,Rippin Grace,Makuru,Sassy Blade,Fava Monelli,Jumpin Jules,Super Charge,Ash The Flash
07-01-2023 21:15:17.256731,"(1.75, 1.9, 1.866)","(12.0, 30.0, 23.0)","(91.0, 650.0, 372.5)","(2.2, 2.98, 3.1325925925925926)","(31.0, 250.0, 220.57142857142856)","(8.5, 13.0, 11.846153846153847)","(51.0, 95.0, 52.7)"
07-01-2023 21:15:18.392538,"(1.75, 1.9, 1.8690909090909091)","(12.0, 30.0, 23.0)","(91.0, 650.0, 372.5)","(2.2, 3.5, 3.1325925925925926)","(31.0, 250.0, 220.57142857142856)","(8.5, 13.0, 11.846153846153847)","(51.0, 95.0, 52.7)"
07-01-2023 21:15:19.592840,"(1.75, 1.9, 1.8648275862068966)","(12.0, 30.0, 23.0)","(91.0, 650.0, 372.5)","(2.2, 3.5, 3.093125)","(31.0, 250.0, 148.0)","(8.5, 13.0, 11.26923076923077)","(51.0, 95.0, 68.5625)"
07-01-2023 21:15:20.798249,"(1.75, 1.9, 1.8575)","(12.0, 30.0, 23.0)","(91.0, 650.0, 372.5)","(2.2, 3.4, 3.216470588235294)","(31.0, 250.0, 148.0)","(8.5, 13.0, 11.26923076923077)","(51.0, 95.0, 68.5625)"
07-01-2023 21:15:21.966374,"(1.75, 1.9, 1.8673076923076923)","(12.0, 30.0, 23.0)","(91.0, 650.0, 372.5)","(2.2, 3.4, 3.128695652173913)","(31.0, 250.0, 148.0)","(8.5, 13.0, 11.26923076923077)","(51.0, 95.0, 71.5)"
07-01-2023 21:15:23.078666,"(1.75, 1.9, 1.8673076923076923)","(12.0, 29.0, 24.25)","(91.0, 650.0, 372.5)","(2.2, 3.4, 3.139130434782609)","(31.0, 250.0, 148.0)","(8.5, 13.0, 11.26923076923077)","(51.0, 95.0, 71.5)"
07-01-2023 21:15:24.164052,"(1.75, 1.9, 1.8673076923076923)","(12.0, 29.0, 24.25)","(91.0, 650.0, 372.5)","(2.2, 3.4, 3.139130434782609)","(31.0, 250.0, 148.0)","(8.5, 13.0, 11.26923076923077)","(51.0, 95.0, 71.5)"
07-01-2023 21:15:25.258077,"(1.75, 1.9, 1.8673076923076923)","(12.0, 29.0, 24.25)","(91.0, 650.0, 372.5)","(2.2, 3.4, 3.0533333333333332)","(31.0, 250.0, 148.0)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 68.5625)"
07-01-2023 21:15:26.257755,"(1.75, 1.91, 1.8757142857142857)","(12.0, 29.0, 24.25)","(91.0, 650.0, 372.5)","(2.2, 3.4, 3.0533333333333332)","(31.0, 250.0, 148.0)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 64.45)"
07-01-2023 21:15:27.284020,"(1.75, 1.91, 1.8757142857142857)","(12.0, 29.0, 24.25)","(91.0, 650.0, 372.5)","(2.2, 3.4, 3.0533333333333332)","(31.0, 250.0, 148.0)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 64.45)"
07-01-2023 21:15:28.398959,"(1.75, 1.91, 1.865)","(12.0, 29.0, 25.833333333333332)","(91.0, 650.0, 218.0)","(2.2, 3.4, 2.962105263157895)","(31.0, 250.0, 148.0)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 64.45)"
07-01-2023 21:15:29.524846,"(1.75, 1.91, 1.8614285714285714)","(12.0, 29.0, 25.833333333333332)","(91.0, 710.0, 218.0)","(2.2, 3.4, 2.962105263157895)","(31.0, 250.0, 148.0)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 64.45)"
07-01-2023 21:15:30.770479,"(1.75, 1.91, 1.8614285714285714)","(12.0, 29.0, 25.833333333333332)","(91.0, 710.0, 248.75)","(2.2, 3.4, 3.08)","(31.0, 250.0, 61.285714285714285)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 65.31578947368422)"
07-01-2023 21:15:31.951333,"(1.75, 1.91, 1.8614285714285714)","(12.0, 29.0, 27.416666666666664)","(91.0, 710.0, 248.75)","(2.2, 3.4, 2.937777777777778)","(31.0, 260.0, 63.63636363636364)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 70.11764705882354)"
07-01-2023 21:15:33.072645,"(1.75, 1.9, 1.8785714285714286)","(12.0, 29.0, 27.416666666666664)","(91.0, 710.0, 248.75)","(2.2, 3.4, 2.937777777777778)","(31.0, 240.0, 59.85714285714286)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 73.06666666666666)"
07-01-2023 21:15:34.139872,"(1.75, 1.9, 1.8785714285714286)","(12.0, 29.0, 27.416666666666664)","(91.0, 710.0, 248.75)","(2.2, 3.4, 2.9555555555555553)","(31.0, 240.0, 59.85714285714286)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 73.06666666666666)"
07-01-2023 21:15:35.180378,"(1.75, 1.9, 1.8785714285714286)","(12.0, 29.0, 27.416666666666664)","(91.0, 610.0, 352.5)","(2.2, 3.4, 2.9555555555555553)","(31.0, 240.0, 59.85714285714286)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 73.06666666666666)"
07-01-2023 21:15:36.204325,"(1.75, 1.9, 1.8785714285714286)","(12.0, 29.0, 27.416666666666664)","(91.0, 610.0, 352.5)","(2.2, 3.4, 2.9555555555555553)","(31.0, 240.0, 59.85714285714286)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 73.06666666666666)"
07-01-2023 21:15:37.339774,"(1.75, 1.9, 1.8785714285714286)","(12.0, 29.0, 27.2)","(91.0, 610.0, 352.5)","(2.2, 3.4, 2.9555555555555553)","(31.0, 240.0, 59.85714285714286)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 73.06666666666666)"
07-01-2023 21:15:38.460316,"(1.75, 1.9, 1.8785714285714286)","(12.0, 29.0, 27.2)","(91.0, 610.0, 352.5)","(2.2, 3.4, 2.9555555555555553)","(31.0, 240.0, 59.85714285714286)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 73.06666666666666)"
07-01-2023 21:15:39.622402,"(1.75, 1.9, 1.885)","(12.0, 29.0, 27.2)","(91.0, 610.0, 352.5)","(2.2, 3.4, 2.9476190476190474)","(31.0, 240.0, 59.85714285714286)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 73.06666666666666)"
07-01-2023 21:15:40.831673,"(1.75, 1.9, 1.885)","(12.0, 29.0, 27.2)","(91.0, 610.0, 352.5)","(2.2, 3.4, 2.9476190476190474)","(31.0, 240.0, 59.85714285714286)","(8.5, 13.0, 12.038461538461538)","(51.0, 95.0, 73.06666666666666)"
07-01-2023 21:15:41.983506,"(1.75, 1.91, 1.871)","(12.0, 29.0, 27.2)","(91.0, 610.0, 352.5)","(2.2, 3.3, 3.0942857142857143)","(31.0, 240.0, 59.85714285714286)","(8.5, 16.0, 14.5)","(51.0, 95.0, 73.06666666666666)"
07-01-2023 21:15:43.285013,"(1.75, 1.91, 1.881578947368421)","(12.0, 29.0, 27.2)","(91.0, 610.0, 352.5)","(2.2, 3.3, 2.957142857142857)","(31.0, 230.0, 107.33333333333334)","(8.5, 15.5, 13.166666666666666)","(51.0, 95.0, 73.06666666666666)"
07-01-2023 21:15:44.387807,"(1.75, 1.91, 1.881578947368421)","(12.0, 27.0, 25.6)","(91.0, 610.0, 352.5)","(2.2, 3.3, 2.957142857142857)","(31.0, 230.0, 107.33333333333334)","(8.5, 15.5, 13.166666666666666)","(51.0, 95.0, 73.06666666666666)"
07-01-2023 21:15:45.569916,"(1.75, 1.91, 1.881578947368421)","(12.0, 27.0, 25.6)","(91.0, 610.0, 266.66666666666663)","(2.2, 3.3, 2.957142857142857)","(31.0, 230.0, 92.0)","(8.5, 15.5, 13.166666666666666)","(51.0, 95.0, 73.06666666666666)"
07-01-2023 21:15:47.019279,"(1.75, 1.91, 1.881578947368421)","(12.0, 27.0, 25.6)","(91.0, 610.0, 266.66666666666663)","(2.2, 3.3, 3.128)","(31.0, 230.0, 100.66666666666666)","(8.5, 15.5, 14.5)","(51.0, 95.0, 73.06666666666666)"
07-01-2023 21:15:48.335614,"(1.75, 1.91, 1.881578947368421)","(12.0, 27.0, 25.6)","(91.0, 610.0, 266.66666666666663)","(2.2, 3.2, 3.0016666666666665)","(31.0, 210.0, 102.0)","(8.5, 15.0, 14.5)","(51.0, 95.0, 68.75)"
07-01-2023 21:15:49.701934,"(1.75, 1.91, 1.881578947368421)","(11.0, 29.0, 26.333333333333332)","(91.0, 610.0, 266.66666666666663)","(2.2, 3.2, 3.0016666666666665)","(31.0, 210.0, 102.0)","(8.5, 15.0, 14.5)","(51.0, 95.0, 60.0)"
07-01-2023 21:15:51.007498,"(1.75, 1.91, 1.881578947368421)","(11.0, 29.0, 26.333333333333332)","(91.0, 610.0, 266.66666666666663)","(2.2, 3.2, 3.0016666666666665)","(31.0, 210.0, 102.0)","(8.5, 15.0, 14.5)","(51.0, 95.0, 71.66666666666667)"
07-01-2023 21:15:52.361112,"(1.75, 1.91, 1.881578947368421)","(11.0, 29.0, 26.333333333333332)","(91.0, 610.0, 266.66666666666663)","(2.2, 3.2, 2.933913043478261)","(31.0, 210.0, 61.230769230769226)","(8.5, 15.0, 14.5)","(51.0, 95.0, 71.66666666666667)"
07-01-2023 21:15:53.820389,"(1.75, 1.91, 1.881578947368421)","(11.0, 29.0, 26.333333333333332)","(91.0, 610.0, 266.66666666666663)","(2.2, 3.2, 3.01)","(31.0, 220.0, 61.230769230769226)","(8.5, 15.0, 14.5)","(51.0, 95.0, 71.66666666666667)"
07-01-2023 21:15:55.342246,"(1.75, 1.91, 1.881578947368421)","(11.0, 29.0, 26.333333333333332)","(91.0, 610.0, 266.66666666666663)","(2.2, 3.1, 3.01)","(31.0, 220.0, 61.230769230769226)","(8.5, 15.0, 14.5)","(51.0, 95.0, 71.66666666666667)"
07-01-2023 21:15:56.523226,"(1.75, 1.91, 1.881578947368421)","(11.0, 29.0, 26.333333333333332)","(91.0, 610.0, 266.66666666666663)","(2.2, 3.1, 3.01)","(31.0, 220.0, 61.230769230769226)","(8.5, 15.0, 14.5)","(51.0, 95.0, 71.66666666666667)"
07-01-2023 21:15:57.753223,"(1.75, 1.91, 1.881578947368421)","(11.0, 29.0, 26.333333333333332)","(91.0, 610.0, 266.66666666666663)","(2.2, 3.1, 3.01)","(31.0, 220.0, 61.230769230769226)","(8.5, 15.0, 14.5)","(51.0, 95.0, 71.66666666666667)"
07-01-2023 21:15:58.953193,"(1.75, 1.91, 1.881578947368421)","(11.0, 27.0, 25.0)","(91.0, 610.0, 266.66666666666663)","(2.2, 3.1, 3.01)","(31.0, 220.0, 61.230769230769226)","(8.5, 15.0, 14.5)","(51.0, 95.0, 71.66666666666667)"
07-01-2023 21:16:00.058741,"(1.75, 1.91, 1.881578947368421)","(11.0, 27.0, 25.0)","(91.0, 610.0, 266.66666666666663)","(2.2, 3.1, 3.056)","(31.0, 220.0, 61.230769230769226)","(8.5, 15.0, 14.5)","(51.0, 95.0, 71.66666666666667)"
07-01-2023 21:16:01.268421,"(1.75, 1.91, 1.881578947368421)","(11.0, 27.0, 25.0)","(91.0, 610.0, 352.5)","(2.2, 3.1, 3.056)","(31.0, 220.0, 61.230769230769226)","(8.5, 15.0, 13.25)","(51.0, 95.0, 71.66666666666667)"
07-01-2023 21:16:02.533153,"(1.75, 1.91, 1.881578947368421)","(11.0, 27.0, 25.0)","(91.0, 610.0, 352.5)","(2.2, 3.1, 3.026666666666667)","(31.0, 220.0, 87.5)","(8.5, 15.5, 13.25)","(51.0, 95.0, 71.66666666666667)"
07-01-2023 21:16:03.803127,"(1.75, 1.91, 1.881578947368421)","(11.0, 27.0, 25.0)","(91.0, 610.0, 352.5)","(2.2, 3.1, 3.026666666666667)","(31.0, 200.0, 96.66666666666666)","(8.5, 15.5, 13.25)","(51.0, 95.0, 71.66666666666667)"
07-01-2023 21:16:05.042183,"(1.75, 1.91, 1.881578947368421)","(11.0, 27.0, 23.0)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.056)","(31.0, 190.0, 115.0)","(8.5, 15.5, 11.984375)","(51.0, 95.0, 76.33333333333333)"
07-01-2023 21:16:06.243791,"(1.75, 1.91, 1.881578947368421)","(11.0, 26.0, 23.0)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.056)","(31.0, 180.0, 115.0)","(8.5, 15.5, 11.984375)","(51.0, 95.0, 76.33333333333333)"
07-01-2023 21:16:07.452940,"(1.75, 1.91, 1.881578947368421)","(11.0, 26.0, 23.0)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.056)","(31.0, 180.0, 115.0)","(8.5, 15.5, 11.984375)","(51.0, 95.0, 76.33333333333333)"
07-01-2023 21:16:08.699868,"(1.75, 1.91, 1.881578947368421)","(11.0, 26.0, 22.6)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.056)","(31.0, 180.0, 74.0)","(8.5, 15.5, 11.984375)","(51.0, 95.0, 76.33333333333333)"
07-01-2023 21:16:09.980661,"(1.75, 1.91, 1.881578947368421)","(11.0, 25.0, 22.6)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.056)","(31.0, 170.0, 105.0)","(8.5, 15.5, 11.984375)","(51.0, 95.0, 76.33333333333333)"
07-01-2023 21:16:11.236244,"(1.75, 1.91, 1.881578947368421)","(11.0, 25.0, 22.6)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.056)","(31.0, 160.0, 77.5)","(8.5, 15.5, 11.984375)","(51.0, 95.0, 76.33333333333333)"
07-01-2023 21:16:12.519765,"(1.75, 1.91, 1.881578947368421)","(11.0, 25.0, 22.0)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.056)","(31.0, 160.0, 77.5)","(8.5, 15.5, 11.984375)","(51.0, 95.0, 76.33333333333333)"
07-01-2023 21:16:13.815926,"(1.75, 1.91, 1.8854545454545455)","(11.0, 24.0, 22.2)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.056)","(31.0, 150.0, 100.0)","(8.5, 15.5, 11.984375)","(51.0, 95.0, 76.33333333333333)"
07-01-2023 21:16:15.132770,"(1.75, 1.91, 1.8854545454545455)","(11.0, 24.0, 21.857142857142858)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.056)","(31.0, 150.0, 95.0)","(8.5, 15.5, 11.984375)","(51.0, 95.0, 76.33333333333333)"
07-01-2023 21:16:16.368314,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 21.857142857142858)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.0175)","(31.0, 140.0, 90.0)","(8.5, 15.5, 11.984375)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:17.655992,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 20.875)","(91.0, 610.0, 481.25)","(2.2, 3.1, 2.9716666666666667)","(31.0, 130.0, 90.0)","(8.5, 15.5, 11.870967741935484)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:18.783577,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 20.875)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.0175)","(31.0, 130.0, 90.0)","(8.5, 15.5, 11.870967741935484)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:20.009484,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 20.875)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.0175)","(31.0, 130.0, 70.0)","(8.5, 15.5, 11.870967741935484)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:21.277970,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.125)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.034)","(31.0, 130.0, 80.0)","(8.5, 15.5, 11.984375)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:22.643481,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.125)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.034)","(31.0, 110.0, 80.0)","(8.5, 15.5, 11.984375)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:23.911910,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.125)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.034)","(31.0, 110.0, 75.0)","(8.5, 15.5, 11.984375)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:25.187933,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.125)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.056)","(31.0, 100.0, 75.0)","(8.5, 15.5, 13.333333333333332)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:26.605197,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.125)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.033333333333333)","(31.0, 100.0, 56.25)","(8.5, 15.0, 13.041666666666668)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:27.905328,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.0)","(91.0, 610.0, 481.25)","(2.2, 3.1, 3.046666666666667)","(31.0, 100.0, 70.0)","(8.5, 14.5, 13.333333333333332)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:29.239712,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.0)","(91.0, 610.0, 481.25)","(2.2, 3.1, 2.98)","(31.0, 90.0, 67.5)","(8.5, 14.0, 13.227272727272727)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:30.495398,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.0)","(91.0, 610.0, 481.25)","(2.2, 3.1, 2.98)","(31.0, 85.0, 67.5)","(8.5, 14.5, 13.227272727272727)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:31.818281,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.0)","(91.0, 610.0, 481.25)","(2.2, 3.1, 2.98)","(31.0, 85.0, 65.0)","(8.5, 14.5, 11.875)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:33.065040,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.0)","(91.0, 610.0, 481.25)","(2.2, 3.1, 2.98)","(31.0, 80.0, 54.285714285714285)","(8.5, 14.5, 11.875)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:34.357248,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.0)","(91.0, 610.0, 481.25)","(2.2, 3.1, 2.98)","(31.0, 80.0, 53.0)","(8.5, 14.5, 11.875)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:35.612555,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.0)","(91.0, 610.0, 481.25)","(2.2, 3.1, 2.98)","(31.0, 80.0, 53.0)","(8.5, 14.5, 11.875)","(51.0, 95.0, 84.0909090909091)"
07-01-2023 21:16:36.862209,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.0)","(91.0, 610.0, 481.25)","(2.2, 3.1, 2.98)","(31.0, 80.0, 53.0)","(8.5, 14.5, 11.875)","(51.0, 95.0, 68.75)"
07-01-2023 21:16:38.303119,"(1.75, 1.91, 1.8963636363636363)","(11.0, 24.0, 22.0)","(91.0, 610.0, 558.5)","(2.2, 3.1, 2.98)","(31.0, 80.0, 53.0)","(8.5, 14.5, 12.142857142857142)","(51.0, 95.0, 83.33333333333333)"
07-01-2023 21:16:39.605071,"(1.75, 1.91, 1.9012195121951219)","(11.0, 24.0, 22.0)","(91.0, 610.0, 558.5)","(2.2, 3.1, 2.98)","(31.0, 80.0, 51.2)","(8.5, 14.0, 12.142857142857142)","(51.0, 95.0, 83.33333333333333)"
07-01-2023 21:16:40.938399,"(1.75, 1.91, 1.9012195121951219)","(11.0, 24.0, 22.0)","(91.0, 610.0, 558.5)","(2.2, 3.1, 2.9105555555555553)","(31.0, 80.0, 51.2)","(8.5, 14.0, 11.642857142857142)","(51.0, 95.0, 79.0909090909091)"
07-01-2023 21:16:42.623467,"(1.75, 1.95, 1.8834265734265734)","(11.0, 24.0, 22.0)","(91.0, 610.0, 558.5)","(2.2, 3.1, 2.9105555555555553)","(31.0, 80.0, 51.2)","(8.5, 14.0, 11.642857142857142)","(51.0, 95.0, 79.0909090909091)"
07-01-2023 21:16:44.022763,"(1.75, 1.95, 1.8834265734265734)","(11.0, 24.0, 22.0)","(91.0, 610.0, 558.5)","(2.2, 3.1, 2.9105555555555553)","(31.0, 80.0, 51.2)","(8.5, 14.0, 11.222222222222221)","(51.0, 95.0, 79.0909090909091)"
07-01-2023 21:16:45.675016,"(1.75, 1.95, 1.8912949640287768)","(11.0, 24.0, 22.0)","(91.0, 610.0, 558.5)","(2.2, 3.1, 3.0136708860759494)","(31.0, 80.0, 51.2)","(8.5, 13.5, 11.3125)","(51.0, 95.0, 73.57142857142857)"
07-01-2023 21:16:46.990051,"(1.75, 1.95, 1.8914285714285712)","(11.0, 24.0, 22.18181818181818)","(91.0, 610.0, 558.5)","(2.25, 3.1, 2.9622429906542056)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.25)","(51.0, 95.0, 83.0)"
07-01-2023 21:16:48.403330,"(1.75, 1.95, 1.8914285714285712)","(11.0, 24.0, 20.666666666666668)","(91.0, 610.0, 537.1428571428571)","(2.25, 3.1, 2.9622429906542056)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.566666666666666)","(51.0, 95.0, 80.0)"
07-01-2023 21:16:50.217793,"(1.75, 1.95, 1.8914285714285712)","(11.0, 24.0, 22.636363636363637)","(91.0, 610.0, 537.1428571428571)","(2.25, 3.1, 2.974017094017094)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:16:51.935983,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 22.636363636363637)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.974017094017094)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:16:53.228141,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 22.636363636363637)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.974017094017094)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:16:54.505207,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 22.636363636363637)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.974017094017094)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:16:55.743299,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.5)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:16:57.052923,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.5)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:16:58.392411,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.5)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:16:59.653544,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.5)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:17:00.975471,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.5)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:17:02.236352,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.428571428571427)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 3.0190196078431373)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:17:03.433376,"(1.75, 1.95, 1.910952380952381)","(11.0, 19.5, 19.166666666666668)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:17:04.584466,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.46875)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 53.0)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:17:05.720966,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.46875)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 57.5)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:17:06.819626,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.46875)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 57.5)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:17:08.022384,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.46875)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 57.5)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:17:09.231125,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 20.318181818181817)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 57.5)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:17:10.470873,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.75)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 57.5)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:17:11.707684,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.75)","(91.0, 610.0, 528.3333333333334)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 55.45454545454545)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:17:12.935913,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.75)","(91.0, 610.0, 516.0)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 55.45454545454545)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:17:14.389364,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.75)","(91.0, 610.0, 516.0)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 55.45454545454545)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
07-01-2023 21:17:15.976835,"(1.75, 1.95, 1.910952380952381)","(11.0, 24.0, 21.75)","(91.0, 610.0, 516.0)","(2.25, 3.1, 2.9809174311926605)","(31.0, 80.0, 52.30769230769231)","(8.5, 13.5, 12.441176470588236)","(51.0, 95.0, 80.0)"
