,Fayetteville,Studley,Bold Contender,Kiwi Turtle,Lights Strike
08-01-2023 19:35:23.953577,"(3.1, 7.6, 7.3)","(1.7, 1.83, 1.7618181818181817)","(3.8, 4.3, 4.15)","(31.0, 85.0, 71.25)","(16.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:24.836665,"(3.1, 7.6, 7.3)","(1.7, 1.83, 1.7618181818181817)","(3.8, 4.3, 4.15)","(31.0, 85.0, 74.0909090909091)","(16.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:25.762538,"(3.1, 7.6, 7.3)","(1.7, 1.83, 1.7766666666666666)","(3.8, 4.3, 4.15)","(31.0, 85.0, 76.11111111111111)","(16.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:26.678914,"(3.1, 7.6, 7.3)","(1.7, 1.83, 1.734)","(3.8, 4.3, 4.15)","(31.0, 85.0, 81.81818181818181)","(16.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:27.568183,"(3.1, 7.6, 7.3)","(1.7, 1.83, 1.7416)","(3.8, 4.3, 4.15)","(31.0, 100.0, 81.81818181818181)","(16.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:28.456776,"(3.1, 7.6, 7.3)","(1.7, 1.83, 1.7247619047619047)","(3.8, 4.3, 4.15)","(31.0, 100.0, 81.81818181818181)","(16.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:29.345617,"(3.1, 7.6, 7.3)","(1.7, 1.83, 1.7247619047619047)","(3.8, 4.3, 4.15)","(31.0, 100.0, 82.22222222222223)","(16.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:30.271734,"(3.2, 7.6, 7.3)","(1.7, 1.83, 1.7247619047619047)","(4.0, 4.3, 4.15)","(31.0, 100.0, 82.22222222222223)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:31.192175,"(3.2, 7.6, 7.3)","(1.7, 1.83, 1.7247619047619047)","(4.0, 4.3, 4.15)","(31.0, 100.0, 82.22222222222223)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:32.081715,"(3.2, 7.6, 7.3)","(1.7, 1.82, 1.7218181818181817)","(4.0, 4.3, 4.15)","(31.0, 100.0, 82.22222222222223)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:32.858660,"(3.2, 7.6, 7.3)","(1.7, 1.81, 1.788)","(4.0, 4.3, 4.15)","(31.0, 100.0, 82.22222222222223)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:33.706456,"(3.2, 7.6, 7.3)","(1.7, 1.81, 1.7275)","(4.0, 4.3, 4.15)","(31.0, 100.0, 82.22222222222223)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:34.562462,"(3.2, 7.6, 7.3)","(1.7, 1.81, 1.7275)","(4.0, 4.3, 4.15)","(31.0, 100.0, 82.22222222222223)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:35.463799,"(3.2, 7.6, 7.3)","(1.7, 1.81, 1.7275)","(4.0, 4.3, 4.15)","(31.0, 100.0, 60.0)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:36.403250,"(3.2, 7.6, 7.3)","(1.7, 1.81, 1.7275)","(4.0, 4.3, 4.15)","(31.0, 100.0, 60.0)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:37.208673,"(3.2, 7.6, 7.3)","(1.7, 1.81, 1.7275)","(4.0, 4.3, 4.15)","(31.0, 100.0, 60.0)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:38.035157,"(3.2, 7.6, 7.3)","(1.7, 1.81, 1.7275)","(4.0, 4.3, 4.15)","(31.0, 100.0, 60.0)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:38.878203,"(3.2, 7.6, 7.3)","(1.7, 1.81, 1.7275)","(4.0, 4.3, 4.15)","(31.0, 100.0, 60.0)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:39.720580,"(3.2, 7.6, 7.3)","(1.7, 1.81, 1.7275)","(4.0, 4.3, 4.15)","(31.0, 140.0, 111.66666666666666)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:40.608413,"(3.2, 7.6, 7.3)","(1.7, 1.81, 1.7275)","(4.0, 4.3, 4.15)","(31.0, 140.0, 111.66666666666666)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:41.511970,"(3.2, 7.6, 7.3)","(1.7, 1.81, 1.7275)","(4.0, 4.3, 4.15)","(31.0, 140.0, 111.66666666666666)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:42.314380,"(3.2, 8.0, 7.6)","(1.7, 1.81, 1.7111764705882353)","(4.0, 4.4, 4.007142857142857)","(31.0, 140.0, 111.66666666666666)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:43.221431,"(3.2, 8.4, 7.6000000000000005)","(1.7, 1.81, 1.768)","(4.0, 4.4, 4.2625)","(31.0, 140.0, 111.66666666666666)","(17.0, 26.0, 19.75)"
08-01-2023 19:35:44.052557,"(3.2, 8.4, 7.6000000000000005)","(1.7, 1.81, 1.69)","(4.0, 4.4, 3.96)","(31.0, 140.0, 111.66666666666666)","(17.0, 26.0, 19.75)"
08-01-2023 19:35:44.921581,"(3.2, 8.4, 7.05)","(1.7, 1.79, 1.7166666666666666)","(4.0, 4.4, 3.947058823529412)","(31.0, 140.0, 111.66666666666666)","(17.0, 26.0, 19.75)"
08-01-2023 19:35:45.791089,"(3.2, 8.4, 7.333333333333333)","(1.7, 1.79, 1.686)","(4.0, 4.4, 3.947058823529412)","(31.0, 140.0, 97.5)","(17.0, 26.0, 19.75)"
08-01-2023 19:35:46.656274,"(3.2, 8.4, 7.333333333333333)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.4, 3.947058823529412)","(31.0, 140.0, 97.5)","(17.0, 26.0, 19.75)"
08-01-2023 19:35:47.455395,"(3.2, 8.4, 7.333333333333333)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 97.5)","(17.0, 26.0, 19.75)"
08-01-2023 19:35:48.259276,"(3.2, 8.4, 7.333333333333333)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 97.5)","(17.0, 26.0, 19.75)"
08-01-2023 19:35:49.155388,"(3.2, 8.4, 7.333333333333333)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 136.0)","(17.0, 26.0, 19.75)"
08-01-2023 19:35:50.136800,"(3.2, 8.4, 7.333333333333333)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.75)"
08-01-2023 19:35:51.062132,"(3.2, 8.4, 7.333333333333333)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.75)"
08-01-2023 19:35:51.913086,"(3.2, 8.4, 7.333333333333333)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:52.793966,"(3.2, 8.4, 7.333333333333333)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.181818181818183)"
08-01-2023 19:35:53.649269,"(3.2, 8.4, 7.333333333333333)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:35:54.588001,"(3.2, 8.4, 7.333333333333333)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:35:55.483852,"(3.2, 8.4, 8.346368715083798)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:35:56.373120,"(3.2, 8.4, 7.745454545454546)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:35:57.262249,"(3.2, 8.4, 7.65)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:35:58.150158,"(3.2, 8.4, 7.65)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:35:59.011855,"(3.2, 8.4, 7.65)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:35:59.890811,"(3.2, 8.4, 7.65)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.5, 4.175)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:00.785217,"(3.2, 8.4, 7.65)","(1.7, 1.79, 1.664736842105263)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:01.576092,"(3.2, 8.4, 7.65)","(1.7, 1.79, 1.664)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:02.561506,"(3.2, 8.4, 7.65)","(1.7, 1.78, 1.7149999999999999)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:03.490739,"(3.2, 8.6, 8.2)","(1.7, 1.78, 1.7650000000000001)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 127.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:04.426718,"(3.2, 9.0, 8.266666666666666)","(1.7, 1.78, 1.7650000000000001)","(4.0, 4.4, 3.9875000000000003)","(31.0, 140.0, 129.28571428571428)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:05.321428,"(3.2, 9.2, 8.649999999999999)","(1.7, 1.78, 1.7658823529411765)","(4.0, 4.4, 3.8545454545454545)","(31.0, 140.0, 129.28571428571428)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:06.327549,"(3.2, 9.4, 7.933333333333334)","(1.7, 1.78, 1.7658823529411765)","(4.0, 4.4, 3.8958333333333335)","(31.0, 140.0, 129.28571428571428)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:07.139695,"(3.2, 9.4, 8.142857142857142)","(1.7, 1.78, 1.7658823529411765)","(4.0, 4.4, 3.8958333333333335)","(31.0, 140.0, 129.28571428571428)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:08.103619,"(3.2, 9.0, 8.25)","(1.7, 1.78, 1.756)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 129.28571428571428)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:08.957853,"(3.2, 9.0, 8.25)","(1.7, 1.78, 1.756)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 129.28571428571428)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:09.767895,"(3.2, 9.0, 8.25)","(1.7, 1.78, 1.755)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 129.28571428571428)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:10.653595,"(3.2, 9.0, 8.4)","(1.7, 1.78, 1.755)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 129.28571428571428)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:11.480058,"(3.2, 9.0, 8.25)","(1.7, 1.78, 1.7228571428571429)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 132.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:12.356798,"(3.2, 9.0, 8.25)","(1.7, 1.77, 1.7571428571428571)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 132.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:13.257800,"(3.2, 9.0, 8.25)","(1.7, 1.77, 1.7571428571428571)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 132.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:14.076508,"(3.2, 9.0, 8.25)","(1.7, 1.77, 1.7571428571428571)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 132.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:14.869486,"(3.2, 9.0, 8.25)","(1.7, 1.77, 1.7571428571428571)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 132.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:15.776701,"(3.2, 9.0, 8.25)","(1.7, 1.77, 1.7571428571428571)","(4.0, 4.4, 4.033333333333333)","(31.0, 140.0, 132.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:16.644517,"(3.2, 9.0, 8.25)","(1.7, 1.77, 1.7215384615384615)","(4.0, 4.5, 4.35)","(31.0, 140.0, 132.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:17.510743,"(3.2, 9.0, 8.25)","(1.7, 1.75, 1.7266666666666666)","(4.0, 4.6, 4.4)","(31.0, 140.0, 132.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:18.334453,"(3.2, 9.0, 8.25)","(1.7, 1.75, 1.7266666666666666)","(4.0, 4.6, 4.4)","(31.0, 140.0, 132.5)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:19.158604,"(3.2, 9.0, 8.25)","(1.7, 1.75, 1.6905)","(4.0, 4.6, 4.5)","(31.0, 150.0, 95.0)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:20.023673,"(3.2, 9.0, 8.25)","(1.7, 1.75, 1.6605263157894736)","(4.0, 4.6, 4.5)","(31.0, 150.0, 91.33333333333333)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:20.825360,"(3.2, 9.0, 8.25)","(1.7, 1.75, 1.6605263157894736)","(4.0, 4.6, 4.5)","(31.0, 150.0, 91.5625)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:21.681058,"(3.2, 9.0, 8.25)","(1.7, 1.75, 1.6605263157894736)","(4.0, 4.6, 4.542857142857143)","(31.0, 150.0, 91.5625)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:22.543343,"(3.2, 9.0, 8.25)","(1.7, 1.75, 1.6605263157894736)","(4.0, 4.6, 4.542857142857143)","(31.0, 150.0, 82.3076923076923)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:23.371314,"(3.2, 9.0, 8.25)","(1.7, 1.75, 1.6605263157894736)","(4.0, 4.6, 4.542857142857143)","(31.0, 150.0, 82.3076923076923)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:24.236038,"(3.2, 9.0, 8.25)","(1.7, 1.75, 1.6605263157894736)","(4.0, 4.6, 4.542857142857143)","(31.0, 150.0, 82.3076923076923)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:25.127869,"(3.2, 9.0, 8.25)","(1.7, 1.75, 1.6605263157894736)","(4.0, 4.6, 4.542857142857143)","(31.0, 150.0, 82.3076923076923)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:25.911793,"(3.2, 9.0, 8.25)","(1.7, 1.75, 1.6605263157894736)","(4.0, 4.6, 4.542857142857143)","(31.0, 150.0, 82.3076923076923)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:26.803478,"(3.2, 9.0, 8.25)","(1.7, 1.75, 1.6605263157894736)","(4.0, 4.6, 4.542857142857143)","(31.0, 150.0, 82.3076923076923)","(17.0, 26.0, 19.636363636363637)"
08-01-2023 19:36:27.669654,"(3.2, 9.0, 8.25)","(1.7, 1.74, 1.6757142857142857)","(4.0, 4.7, 4.3)","(31.0, 150.0, 82.3076923076923)","(17.0, 26.0, 20.866666666666667)"
08-01-2023 19:36:28.483205,"(3.2, 9.0, 8.25)","(1.7, 1.73, 1.6633333333333333)","(4.0, 4.7, 4.3)","(31.0, 140.0, 126.0)","(17.0, 26.0, 20.866666666666667)"
08-01-2023 19:36:29.337865,"(3.2, 9.0, 8.25)","(1.7, 1.73, 1.6623076923076923)","(4.0, 4.7, 4.3)","(31.0, 140.0, 126.0)","(17.0, 26.0, 20.5)"
08-01-2023 19:36:30.179565,"(3.2, 9.0, 8.25)","(1.7, 1.71, 1.7092631578947368)","(4.0, 4.6, 4.466666666666667)","(31.0, 140.0, 126.0)","(17.0, 26.0, 20.5)"
08-01-2023 19:36:31.044056,"(3.2, 9.0, 8.25)","(1.7, 1.71, 1.7078125)","(4.0, 4.6, 4.466666666666667)","(31.0, 140.0, 126.0)","(17.0, 26.0, 20.5)"
08-01-2023 19:36:31.880227,"(3.2, 9.0, 8.25)","(1.7, 1.7, 1.6993617021276595)","(4.0, 4.6, 4.466666666666667)","(31.0, 140.0, 126.0)","(17.0, 26.0, 20.5)"
08-01-2023 19:36:32.688398,"(3.2, 9.0, 8.25)","(1.7, 1.7, 1.6986046511627906)","(4.0, 4.6, 4.466666666666667)","(31.0, 140.0, 126.0)","(17.0, 26.0, 20.5)"
08-01-2023 19:36:33.498166,"(3.2, 9.0, 8.25)","(1.7, 1.7, 1.6985)","(4.0, 4.6, 4.466666666666667)","(31.0, 140.0, 126.0)","(17.0, 26.0, 20.5)"
08-01-2023 19:36:34.343166,"(3.2, 9.0, 8.25)","(1.7, 1.7, 1.6985)","(4.0, 4.6, 4.466666666666667)","(31.0, 140.0, 126.0)","(17.0, 26.0, 20.5)"
08-01-2023 19:36:35.231552,"(3.2, 9.0, 8.25)","(1.7, 1.7, 1.6983783783783784)","(4.0, 4.6, 4.466666666666667)","(31.0, 140.0, 126.0)","(17.0, 26.0, 20.5)"
08-01-2023 19:36:36.031864,"(3.2, 9.0, 8.5)","(1.7, 1.7, 1.6983783783783784)","(4.0, 4.6, 4.466666666666667)","(31.0, 140.0, 126.0)","(17.0, 26.0, 20.5)"
08-01-2023 19:36:36.894004,"(3.2, 9.0, 8.5)","(1.7, 1.7, 1.698235294117647)","(4.0, 4.6, 4.466666666666667)","(31.0, 140.0, 122.5)","(17.0, 26.0, 20.5)"
08-01-2023 19:36:37.679836,"(3.2, 9.0, 8.5)","(1.7, 1.7, 1.6983783783783784)","(4.0, 4.6, 4.466666666666667)","(31.0, 140.0, 122.5)","(17.0, 26.0, 20.5)"
08-01-2023 19:36:38.465346,"(3.2, 9.0, 8.5)","(1.7, 1.7, 1.6983783783783784)","(4.0, 4.6, 4.518181818181818)","(31.0, 140.0, 122.5)","(17.0, 26.0, 20.5)"
08-01-2023 19:36:39.274413,"(3.3, 9.0, 8.5)","(1.65, 1.7, 1.6991044776119402)","(4.0, 4.7, 4.410344827586207)","(41.0, 140.0, 122.5)","(18.0, 26.0, 20.5)"
08-01-2023 19:36:40.116409,"(3.3, 9.0, 8.5)","(1.65, 1.7, 1.6991044776119402)","(4.0, 4.7, 4.410344827586207)","(41.0, 140.0, 122.5)","(18.0, 26.0, 20.5)"
08-01-2023 19:36:40.967372,"(3.3, 9.0, 8.5)","(1.65, 1.7, 1.6991044776119402)","(4.0, 4.7, 4.410344827586207)","(41.0, 140.0, 122.5)","(18.0, 26.0, 20.5)"
08-01-2023 19:36:41.804183,"(3.3, 9.2, 8.211764705882352)","(1.65, 1.7, 1.6363636363636362)","(4.0, 4.7, 4.3307692307692305)","(41.0, 140.0, 131.25)","(18.0, 26.0, 20.5)"
08-01-2023 19:36:42.620249,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6867692307692308)","(4.0, 4.7, 4.3307692307692305)","(41.0, 140.0, 131.25)","(18.0, 26.0, 20.5)"
08-01-2023 19:36:43.463876,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.66)","(4.0, 4.7, 4.3307692307692305)","(41.0, 150.0, 95.0)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:44.266534,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.66)","(4.0, 4.7, 4.3307692307692305)","(41.0, 170.0, 125.55555555555556)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:45.086726,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.66)","(4.0, 4.7, 4.3307692307692305)","(41.0, 170.0, 125.55555555555556)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:45.950271,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.65)","(4.0, 4.7, 4.3307692307692305)","(41.0, 170.0, 125.55555555555556)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:46.802987,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.65)","(4.0, 4.7, 4.3307692307692305)","(41.0, 170.0, 106.66666666666667)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:47.672960,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6743478260869564)","(4.0, 4.6, 4.385714285714285)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:48.519827,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6743478260869564)","(4.0, 4.6, 4.385714285714285)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:49.403831,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6743478260869564)","(4.0, 4.6, 4.385714285714285)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:50.220730,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.681)","(4.0, 4.7, 4.329629629629629)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:51.058750,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.681)","(4.0, 4.7, 4.329629629629629)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:51.865445,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.681)","(4.0, 4.7, 4.326666666666666)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:52.657219,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.681)","(4.0, 4.7, 4.342105263157895)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:53.555838,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6724999999999999)","(4.0, 4.6, 4.42)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:54.368882,"(3.3, 9.2, 8.628571428571428)","(1.65, 1.69, 1.6724999999999999)","(4.0, 4.6, 4.42)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:55.177734,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6724999999999999)","(4.0, 4.6, 4.42)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:56.043786,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6724999999999999)","(4.0, 4.6, 4.42)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:56.843710,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6724999999999999)","(4.0, 4.6, 4.42)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:57.685290,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6749999999999998)","(4.0, 4.6, 4.42)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:58.550874,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6749999999999998)","(4.0, 4.6, 4.42)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:36:59.360935,"(3.3, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6749999999999998)","(4.0, 4.6, 4.42)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:37:00.135879,"(3.4, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6749999999999998)","(4.0, 4.6, 4.42)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:37:00.937681,"(3.4, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6706451612903226)","(4.0, 4.6, 4.42)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 20.583333333333332)"
08-01-2023 19:37:01.788876,"(3.4, 9.2, 8.276923076923076)","(1.65, 1.69, 1.6706451612903226)","(4.0, 4.6, 4.42)","(41.0, 160.0, 131.66666666666666)","(18.0, 26.0, 21.357142857142858)"
08-01-2023 19:37:02.679633,"(3.4, 9.2, 8.2)","(1.65, 1.69, 1.6733333333333333)","(4.0, 4.6, 4.51)","(41.0, 170.0, 96.66666666666667)","(18.0, 26.0, 22.363636363636363)"
08-01-2023 19:37:03.496864,"(3.4, 9.2, 8.75)","(1.65, 1.66, 1.653478260869565)","(4.0, 4.6, 4.3999999999999995)","(41.0, 180.0, 121.66666666666667)","(18.0, 26.0, 22.363636363636363)"
08-01-2023 19:37:04.289668,"(3.4, 9.2, 8.75)","(1.65, 1.66, 1.653478260869565)","(4.0, 4.6, 4.3999999999999995)","(41.0, 180.0, 121.66666666666667)","(18.0, 26.0, 22.333333333333332)"
08-01-2023 19:37:05.174047,"(3.4, 9.2, 8.825000000000001)","(1.65, 1.66, 1.6524999999999999)","(4.0, 4.6, 4.375)","(41.0, 180.0, 121.66666666666667)","(18.0, 26.0, 22.333333333333332)"
08-01-2023 19:37:06.037078,"(3.4, 9.2, 8.825000000000001)","(1.65, 1.66, 1.642272727272727)","(4.0, 4.6, 4.461538461538462)","(41.0, 180.0, 121.66666666666667)","(18.0, 26.0, 22.333333333333332)"
08-01-2023 19:37:06.889445,"(3.4, 9.2, 8.825000000000001)","(1.65, 1.66, 1.6542222222222223)","(4.0, 4.7, 4.336363636363636)","(41.0, 180.0, 121.66666666666667)","(18.0, 26.0, 22.333333333333332)"
08-01-2023 19:37:07.806356,"(3.4, 9.2, 8.9)","(1.65, 1.65, 1.6483695652173913)","(4.0, 4.7, 4.447368421052632)","(41.0, 180.0, 133.33333333333334)","(18.0, 26.0, 22.923076923076923)"
08-01-2023 19:37:08.647968,"(3.4, 9.2, 8.844444444444445)","(1.65, 1.65, 1.6483695652173913)","(4.0, 4.7, 4.4)","(41.0, 180.0, 110.0)","(18.0, 26.0, 22.923076923076923)"
08-01-2023 19:37:09.448856,"(3.4, 9.2, 8.799999999999999)","(1.65, 1.66, 1.6522222222222223)","(4.0, 4.7, 4.4)","(41.0, 180.0, 122.5)","(18.0, 26.0, 23.272727272727273)"
08-01-2023 19:37:10.279597,"(3.4, 9.2, 8.45)","(1.65, 1.66, 1.6522222222222223)","(4.0, 4.7, 4.4)","(41.0, 180.0, 122.5)","(18.0, 26.0, 23.272727272727273)"
08-01-2023 19:37:11.062566,"(3.4, 9.2, 8.45)","(1.65, 1.66, 1.6543243243243242)","(4.0, 4.7, 4.4)","(41.0, 180.0, 106.66666666666666)","(18.0, 26.0, 23.272727272727273)"
