,Fayetteville,Studley,Bold Contender,Kiwi Turtle,Lights Strike
08-01-2023 19:26:10.261439,"(3.0, 6.6, 5.189743589743589)","(1.9, 1.98, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 22.75)"
08-01-2023 19:26:11.251803,"(3.0, 6.6, 5.246153846153846)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:12.595606,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:13.753294,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:15.184658,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:16.207878,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:17.393485,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:18.503710,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:19.544468,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:20.567672,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:21.642010,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:22.748897,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:23.664425,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:24.770206,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:25.861264,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:26.881157,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:27.924438,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 18.0)"
08-01-2023 19:26:28.944888,"(3.0, 6.6, 4.855172413793103)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.882758620689655)","(26.0, 95.0, 50.625)","(14.0, 32.0, 17.333333333333332)"
08-01-2023 19:26:30.058900,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.8)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:31.114999,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.8)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:32.125828,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.8)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:33.125402,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.8)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:33.990754,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.8)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:35.043920,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.8)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:36.111805,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.8)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:37.056333,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.8)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:38.005496,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9594736842105263)","(3.6, 5.0, 4.8)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:39.054626,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.98, 1.9599038461538463)","(3.6, 5.0, 4.757142857142857)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:40.078226,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.98, 1.9599038461538463)","(3.6, 5.0, 4.757142857142857)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:41.078969,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.98, 1.9599038461538463)","(3.6, 5.0, 4.757142857142857)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:42.053811,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.98, 1.9599038461538463)","(3.6, 5.0, 4.757142857142857)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:43.081719,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.98, 1.9599038461538463)","(3.6, 5.0, 4.757142857142857)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:44.088257,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.98, 1.9599038461538463)","(3.6, 5.0, 4.757142857142857)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:45.038471,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.98, 1.9599038461538463)","(3.6, 5.0, 4.757142857142857)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:46.000927,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.98, 1.9405384615384615)","(3.6, 5.0, 4.757142857142857)","(26.0, 95.0, 50.625)","(14.0, 34.0, 21.941176470588236)"
08-01-2023 19:26:46.940844,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.98, 1.9405384615384615)","(3.6, 5.0, 4.886666666666667)","(26.0, 95.0, 50.625)","(14.0, 34.0, 21.941176470588236)"
08-01-2023 19:26:48.016847,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.98, 1.7315384615384615)","(3.6, 5.0, 4.890322580645162)","(26.0, 95.0, 50.625)","(14.0, 34.0, 21.941176470588236)"
08-01-2023 19:26:49.087278,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9416129032258065)","(3.6, 5.0, 4.890322580645162)","(26.0, 95.0, 50.625)","(14.0, 34.0, 21.941176470588236)"
08-01-2023 19:26:50.246481,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9613978494623656)","(3.6, 5.0, 4.890322580645162)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:51.310542,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9613978494623656)","(3.6, 5.0, 4.890322580645162)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:52.413497,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9613978494623656)","(3.6, 5.0, 4.890322580645162)","(26.0, 95.0, 50.625)","(14.0, 34.0, 17.333333333333332)"
08-01-2023 19:26:53.562541,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9613978494623656)","(3.6, 5.0, 4.92093023255814)","(26.0, 95.0, 50.625)","(14.0, 34.0, 19.142857142857142)"
08-01-2023 19:26:54.536516,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9613978494623656)","(3.6, 5.0, 4.92093023255814)","(26.0, 95.0, 50.625)","(14.0, 32.0, 19.142857142857142)"
08-01-2023 19:26:55.546231,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9613978494623656)","(3.6, 5.0, 4.92093023255814)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:26:56.661571,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9613978494623656)","(3.6, 5.0, 4.92093023255814)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:26:57.621882,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9613978494623656)","(3.6, 5.0, 4.92093023255814)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:26:58.796994,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9613978494623656)","(3.6, 5.0, 4.92093023255814)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:26:59.874264,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9613978494623656)","(3.6, 5.0, 4.92093023255814)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:01.134750,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9613978494623656)","(3.6, 5.0, 4.92093023255814)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:02.251763,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.97, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:03.421222,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:04.760849,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:05.770200,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:06.749422,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:07.843102,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:08.897121,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:09.962698,"(3.0, 6.6, 4.583333333333334)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:10.986192,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:12.039881,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:13.041630,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:13.978455,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:14.975416,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:16.055221,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:17.146559,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:18.199019,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:19.228129,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:20.139817,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:21.287183,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:22.516301,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(14.0, 32.0, 23.0)"
08-01-2023 19:27:23.519093,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:24.583056,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:25.578651,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:26.623440,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:27.622676,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:28.589760,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:29.701523,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:30.708467,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:31.707723,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:32.697450,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:33.703404,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:34.769729,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:35.787566,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:36.765542,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:37.814911,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:38.809633,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:39.762874,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:40.617441,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:41.610533,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:42.754416,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:43.713749,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:44.705005,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9182954545454545)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:45.659562,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.9144736842105263)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:46.620785,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.8199999999999998)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:47.674416,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.83)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:48.489166,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.8553846153846152)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:49.481739,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.79)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:50.603839,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.916774193548387)","(3.6, 5.0, 4.42)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:51.519475,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.916774193548387)","(3.6, 5.0, 4.42)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:52.468354,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.916774193548387)","(3.6, 5.0, 4.42)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:53.330118,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.533333333333333)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:54.254469,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.46)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:55.302656,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:56.281691,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:57.265339,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:58.219359,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:27:59.135973,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:28:00.098099,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:28:01.122044,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:28:02.177688,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:28:03.168704,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:28:04.141251,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:28:05.114762,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:28:06.005923,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:28:06.979933,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:28:07.952278,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:28:08.840226,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:28:09.839929,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:28:10.746785,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 23.0)"
08-01-2023 19:28:11.875174,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 24.8)"
08-01-2023 19:28:12.937767,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 24.8)"
08-01-2023 19:28:14.056644,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.42)","(26.0, 95.0, 50.625)","(15.0, 32.0, 24.8)"
08-01-2023 19:28:15.248632,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.42)","(26.0, 95.0, 50.625)","(15.0, 32.0, 27.25)"
08-01-2023 19:28:16.290718,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.42)","(26.0, 95.0, 50.625)","(15.0, 32.0, 26.0)"
08-01-2023 19:28:17.369958,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 26.0)"
08-01-2023 19:28:18.443328,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 26.0)"
08-01-2023 19:28:19.459484,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 26.0)"
08-01-2023 19:28:20.326930,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 50.625)","(15.0, 32.0, 20.333333333333332)"
08-01-2023 19:28:21.311863,"(3.0, 6.6, 5.423255813953488)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 95.0, 57.0)","(15.0, 32.0, 20.333333333333332)"
08-01-2023 19:28:22.359675,"(3.0, 6.6, 5.15625)","(1.9, 1.92, 1.875)","(3.6, 5.0, 4.0)","(26.0, 90.0, 57.0)","(15.0, 32.0, 20.333333333333332)"
