,Magical Trav,Wheres The Ford,Two Jabs,Magical Len,Ferocity
08-01-2023 14:07:44.228490,"(10.0, 32.0, 29.57142857142857)","(2.8, 4.9, 4.645454545454546)","(31.0, 190.0, 50.0)","(13.0, 40.0, 36.5)","(1.45, 1.72, 1.7147169811320755)"
08-01-2023 14:07:45.045312,"(10.0, 32.0, 29.57142857142857)","(2.8, 4.9, 4.714285714285714)","(31.0, 190.0, 50.0)","(13.0, 40.0, 36.5)","(1.45, 1.72, 1.7147169811320755)"
08-01-2023 14:07:45.956824,"(10.0, 32.0, 29.57142857142857)","(2.8, 5.0, 4.272)","(31.0, 190.0, 50.0)","(13.0, 40.0, 36.5)","(1.45, 1.72, 1.7147169811320755)"
08-01-2023 14:07:46.808685,"(10.0, 32.0, 29.57142857142857)","(2.8, 5.0, 4.272)","(31.0, 190.0, 50.0)","(13.0, 40.0, 36.5)","(1.45, 1.72, 1.7147169811320755)"
08-01-2023 14:07:47.595978,"(10.0, 30.0, 23.18181818181818)","(2.8, 5.0, 4.272)","(31.0, 190.0, 50.0)","(13.0, 40.0, 36.5)","(1.45, 1.72, 1.7147169811320755)"
08-01-2023 14:07:48.499955,"(10.0, 30.0, 21.42857142857143)","(2.8, 5.0, 4.272)","(31.0, 190.0, 50.0)","(13.0, 40.0, 36.5)","(1.45, 1.72, 1.7147169811320755)"
08-01-2023 14:07:49.391182,"(10.0, 30.0, 21.42857142857143)","(2.8, 5.0, 4.272)","(31.0, 190.0, 50.0)","(13.0, 40.0, 36.5)","(1.45, 1.72, 1.7147169811320755)"
08-01-2023 14:07:50.189062,"(10.0, 30.0, 21.42857142857143)","(2.8, 5.0, 4.272)","(31.0, 190.0, 48.82352941176471)","(13.0, 40.0, 36.5)","(1.45, 1.72, 1.7147169811320755)"
08-01-2023 14:07:51.014374,"(10.0, 30.0, 21.42857142857143)","(2.8, 5.0, 4.272)","(31.0, 190.0, 48.82352941176471)","(13.0, 40.0, 36.5)","(1.45, 1.72, 1.7147169811320755)"
08-01-2023 14:07:51.898176,"(10.0, 30.0, 22.0)","(2.8, 5.0, 4.164285714285715)","(31.0, 190.0, 48.82352941176471)","(13.0, 40.0, 36.5)","(1.45, 1.72, 1.6219999999999999)"
08-01-2023 14:07:52.777410,"(10.0, 30.0, 22.0)","(2.8, 5.0, 4.164285714285715)","(31.0, 190.0, 48.82352941176471)","(13.0, 40.0, 36.5)","(1.45, 1.72, 1.6219999999999999)"
08-01-2023 14:07:53.569932,"(10.0, 30.0, 22.0)","(2.8, 5.0, 4.164285714285715)","(31.0, 190.0, 48.82352941176471)","(13.0, 40.0, 36.5)","(1.45, 1.71, 1.6664516129032259)"
08-01-2023 14:07:54.491472,"(10.0, 30.0, 22.0)","(2.8, 5.0, 4.164285714285715)","(31.0, 190.0, 48.82352941176471)","(13.0, 40.0, 36.5)","(1.45, 1.71, 1.6664516129032259)"
08-01-2023 14:07:55.328114,"(10.0, 30.0, 22.0)","(2.8, 5.0, 4.164285714285715)","(31.0, 190.0, 48.82352941176471)","(13.0, 40.0, 36.5)","(1.45, 1.69, 1.6045569620253164)"
08-01-2023 14:07:56.216449,"(10.0, 30.0, 22.0)","(2.8, 5.0, 4.164285714285715)","(31.0, 190.0, 48.82352941176471)","(13.0, 40.0, 36.5)","(1.45, 1.69, 1.6045569620253164)"
08-01-2023 14:07:57.002687,"(10.0, 42.0, 38.285714285714285)","(2.8, 5.0, 4.164285714285715)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.54, 1.458978102189781)"
08-01-2023 14:07:57.780246,"(10.0, 42.0, 38.285714285714285)","(2.8, 5.0, 4.164285714285715)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.54, 1.458978102189781)"
08-01-2023 14:07:58.638542,"(10.0, 42.0, 38.285714285714285)","(2.8, 5.0, 4.164285714285715)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.54, 1.458978102189781)"
08-01-2023 14:07:59.511580,"(10.0, 42.0, 38.285714285714285)","(2.8, 5.0, 4.164285714285715)","(31.0, 190.0, 116.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.54, 1.447112970711297)"
08-01-2023 14:08:00.334397,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.164285714285715)","(31.0, 160.0, 116.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.54, 1.447112970711297)"
08-01-2023 14:08:01.130557,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.375)","(31.0, 160.0, 116.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.54, 1.447112970711297)"
08-01-2023 14:08:01.971096,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.375)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.54, 1.447112970711297)"
08-01-2023 14:08:02.981755,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.53, 1.4725531914893617)"
08-01-2023 14:08:03.895137,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.53, 1.4725531914893617)"
08-01-2023 14:08:04.707797,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.53, 1.4725531914893617)"
08-01-2023 14:08:05.634272,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.53, 1.5141346153846154)"
08-01-2023 14:08:06.612583,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.53, 1.5141798941798943)"
08-01-2023 14:08:07.430455,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.52, 1.5141798941798943)"
08-01-2023 14:08:08.207539,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.52, 1.4969767441860464)"
08-01-2023 14:08:09.081416,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.52, 1.6530303030303028)"
08-01-2023 14:08:10.005446,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.66, 1.6530303030303028)"
08-01-2023 14:08:10.873483,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.66, 1.6530303030303028)"
08-01-2023 14:08:11.722786,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.66, 1.6530303030303028)"
08-01-2023 14:08:12.614860,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.71, 1.5710169491525423)"
08-01-2023 14:08:13.501445,"(10.0, 42.0, 33.66666666666667)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.69, 1.5710169491525423)"
08-01-2023 14:08:14.362436,"(10.0, 42.0, 35.875)","(2.8, 5.0, 4.482758620689655)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.69, 1.4926086956521738)"
08-01-2023 14:08:15.186480,"(10.0, 32.0, 27.333333333333336)","(2.8, 5.0, 4.466666666666667)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:16.086887,"(10.0, 32.0, 27.333333333333336)","(2.8, 5.0, 4.53125)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:16.972356,"(10.0, 32.0, 27.333333333333336)","(2.8, 5.0, 4.53125)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:17.752707,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:18.632504,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 36.5)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:19.520282,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:20.424259,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:21.269893,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:22.229608,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:23.089267,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:23.948660,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:24.788895,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:25.581300,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:26.387817,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 190.0, 56.66666666666667)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:27.253710,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:28.197293,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:28.994418,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:29.825064,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:30.759486,"(10.0, 32.0, 30.0)","(2.8, 5.0, 4.53125)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:31.702235,"(10.0, 32.0, 30.0)","(2.8, 5.1, 4.475)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:32.559519,"(10.0, 32.0, 24.0)","(2.8, 5.1, 4.475)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:33.340860,"(10.0, 32.0, 24.0)","(2.8, 5.1, 4.304545454545455)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:34.265494,"(10.0, 32.0, 24.0)","(2.8, 5.1, 4.295)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:35.154160,"(10.0, 32.0, 24.0)","(2.8, 5.1, 4.516666666666667)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:36.057545,"(10.0, 32.0, 22.18181818181818)","(2.8, 5.1, 4.295)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:36.828872,"(10.0, 32.0, 21.6)","(2.8, 5.1, 4.516666666666667)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:37.650315,"(10.0, 32.0, 21.6)","(2.8, 5.1, 4.633333333333333)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:38.500188,"(10.0, 32.0, 21.6)","(2.8, 5.1, 4.633333333333333)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:39.392781,"(10.0, 32.0, 24.57142857142857)","(2.8, 5.1, 4.633333333333333)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:40.216468,"(10.0, 32.0, 24.57142857142857)","(2.8, 5.1, 4.633333333333333)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:41.011899,"(10.0, 32.0, 24.57142857142857)","(2.8, 5.1, 4.633333333333333)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:41.812470,"(10.0, 32.0, 24.57142857142857)","(2.8, 5.1, 4.633333333333333)","(31.0, 180.0, 130.0)","(13.0, 40.0, 28.25)","(1.45, 1.52, 1.4926086956521738)"
08-01-2023 14:08:42.710306,"(10.0, 36.0, 28.272727272727273)","(2.9, 5.1, 4.672222222222222)","(31.0, 180.0, 108.0)","(14.0, 40.0, 34.375)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:43.558198,"(10.0, 36.0, 28.272727272727273)","(2.9, 5.1, 4.672222222222222)","(31.0, 180.0, 108.0)","(14.0, 40.0, 34.375)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:44.356567,"(10.0, 36.0, 28.272727272727273)","(2.9, 5.1, 4.672222222222222)","(31.0, 180.0, 108.0)","(14.0, 40.0, 36.25)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:45.232568,"(10.0, 36.0, 28.272727272727273)","(2.9, 5.1, 4.672222222222222)","(31.0, 180.0, 108.0)","(14.0, 40.0, 36.25)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:46.156881,"(10.0, 36.0, 28.272727272727273)","(2.9, 5.1, 4.672222222222222)","(31.0, 180.0, 108.0)","(14.0, 40.0, 36.25)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:46.998025,"(10.0, 36.0, 28.272727272727273)","(2.9, 5.1, 4.672222222222222)","(31.0, 190.0, 50.0)","(14.0, 40.0, 36.25)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:47.799508,"(10.0, 36.0, 28.272727272727273)","(2.9, 5.1, 4.672222222222222)","(31.0, 190.0, 50.0)","(14.0, 32.0, 29.583333333333332)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:48.928502,"(10.0, 36.0, 30.333333333333332)","(2.9, 5.1, 4.478947368421053)","(31.0, 190.0, 50.0)","(14.0, 32.0, 29.583333333333332)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:49.819116,"(10.0, 36.0, 30.9)","(2.9, 5.4, 4.478947368421053)","(31.0, 190.0, 50.0)","(14.0, 32.0, 29.583333333333332)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:50.610875,"(10.0, 50.0, 43.111111111111114)","(2.9, 5.9, 5.54)","(31.0, 190.0, 50.0)","(14.0, 32.0, 29.583333333333332)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:51.535332,"(10.0, 50.0, 43.111111111111114)","(2.9, 5.9, 5.758333333333334)","(31.0, 190.0, 50.0)","(14.0, 32.0, 29.583333333333332)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:52.523847,"(10.0, 50.0, 43.111111111111114)","(2.9, 5.9, 5.758333333333334)","(31.0, 190.0, 50.0)","(14.0, 32.0, 29.583333333333332)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:53.424556,"(10.0, 50.0, 43.111111111111114)","(2.9, 5.9, 5.758333333333334)","(31.0, 190.0, 50.0)","(14.0, 32.0, 29.583333333333332)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:54.264809,"(10.0, 50.0, 43.111111111111114)","(2.9, 5.9, 5.7785714285714285)","(31.0, 190.0, 50.0)","(14.0, 70.0, 31.818181818181817)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:55.254070,"(10.0, 50.0, 29.285714285714285)","(2.9, 5.9, 5.7785714285714285)","(31.0, 190.0, 50.0)","(14.0, 65.0, 53.125)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:56.166445,"(10.0, 50.0, 32.77777777777778)","(2.9, 5.9, 5.7785714285714285)","(31.0, 190.0, 50.0)","(14.0, 65.0, 35.07142857142857)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:56.965726,"(10.0, 50.0, 30.625)","(2.9, 5.4, 4.74)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:57.820071,"(10.0, 50.0, 30.625)","(2.9, 5.4, 5.025)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:58.775453,"(11.0, 50.0, 30.625)","(2.9, 5.4, 5.025)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:08:59.639125,"(11.0, 50.0, 30.625)","(2.9, 5.4, 5.025)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:09:00.447458,"(11.0, 50.0, 30.625)","(2.9, 5.4, 5.066666666666667)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:09:01.361816,"(11.0, 50.0, 30.625)","(2.9, 5.4, 5.066666666666667)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.52, 1.4926086956521738)"
08-01-2023 14:09:02.348909,"(11.0, 50.0, 30.625)","(2.9, 5.4, 5.1)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.52, 1.5305714285714287)"
08-01-2023 14:09:03.300815,"(11.0, 50.0, 30.625)","(2.9, 5.4, 5.1)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.54, 1.5305714285714287)"
08-01-2023 14:09:04.245786,"(11.0, 50.0, 30.625)","(2.9, 5.4, 5.1)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.54, 1.5305714285714287)"
08-01-2023 14:09:05.060717,"(11.0, 50.0, 30.625)","(2.9, 5.4, 5.1)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.54, 1.5305714285714287)"
08-01-2023 14:09:05.930649,"(11.0, 50.0, 34.5)","(2.9, 5.4, 5.1)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.54, 1.5305714285714287)"
08-01-2023 14:09:06.828908,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.11764705882353)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.54, 1.5305714285714287)"
08-01-2023 14:09:07.705865,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.11764705882353)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.54, 1.5305714285714287)"
08-01-2023 14:09:08.541255,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.11764705882353)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.54, 1.5305714285714287)"
08-01-2023 14:09:09.375109,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.11764705882353)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.54, 1.5305714285714287)"
08-01-2023 14:09:10.440622,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.11764705882353)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.54, 1.5305714285714287)"
08-01-2023 14:09:11.304488,"(11.0, 34.0, 27.18181818181818)","(2.9, 5.4, 5.11764705882353)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.54, 1.5305714285714287)"
08-01-2023 14:09:12.175858,"(11.0, 34.0, 27.18181818181818)","(2.9, 5.4, 4.933333333333334)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.52, 1.5122857142857142)"
08-01-2023 14:09:13.016972,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.16)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.51, 1.5031428571428571)"
08-01-2023 14:09:13.863849,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.16)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.51, 1.5031428571428571)"
08-01-2023 14:09:14.773404,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.16)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.51, 1.5031428571428571)"
08-01-2023 14:09:15.653147,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.16)","(31.0, 190.0, 50.0)","(14.0, 38.0, 35.07142857142857)","(1.4, 1.51, 1.5031428571428571)"
08-01-2023 14:09:16.521304,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.16)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.5031428571428571)"
08-01-2023 14:09:17.411763,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.16)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.5031428571428571)"
08-01-2023 14:09:18.315440,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.16)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.5031428571428571)"
08-01-2023 14:09:19.160242,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.5031428571428571)"
08-01-2023 14:09:20.071388,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.5031428571428571)"
08-01-2023 14:09:20.943232,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.5031428571428571)"
08-01-2023 14:09:21.782924,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.4812)"
08-01-2023 14:09:22.683428,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.4812)"
08-01-2023 14:09:23.585424,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.4812)"
08-01-2023 14:09:24.447147,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.4812)"
08-01-2023 14:09:25.246692,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.4812)"
08-01-2023 14:09:26.162566,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.4812)"
08-01-2023 14:09:27.084005,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.4812)"
08-01-2023 14:09:28.013843,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.4812)"
08-01-2023 14:09:28.891584,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.4812)"
08-01-2023 14:09:29.770789,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.4812)"
08-01-2023 14:09:30.678270,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.4812)"
08-01-2023 14:09:31.546985,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.4812)"
08-01-2023 14:09:32.417328,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 28.25)","(1.4, 1.51, 1.4812)"
08-01-2023 14:09:33.250451,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 34.91666666666667)","(1.4, 1.51, 1.4757142857142858)"
08-01-2023 14:09:34.142007,"(11.0, 34.0, 24.625)","(2.9, 5.4, 5.188235294117647)","(31.0, 190.0, 50.0)","(14.0, 38.0, 34.91666666666667)","(1.4, 1.51, 1.4757142857142858)"
