,Magical Trav,Wheres The Ford,Two Jabs,Magical Len,Ferocity
08-01-2023 14:13:34.265134,"(11.0, 27.0, 21.375)","(3.1, 5.4, 4.852173913043479)","(31.0, 110.0, 68.75)","(15.0, 75.0, 38.935483870967744)","(1.35, 1.4, 1.3632432432432433)"
08-01-2023 14:13:35.142263,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.050000000000001)","(31.0, 110.0, 62.857142857142854)","(15.0, 75.0, 38.241379310344826)","(1.35, 1.4, 1.3632432432432433)"
08-01-2023 14:13:35.970851,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.050000000000001)","(31.0, 110.0, 62.857142857142854)","(15.0, 75.0, 38.241379310344826)","(1.35, 1.4, 1.3632432432432433)"
08-01-2023 14:13:36.801080,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.050000000000001)","(31.0, 100.0, 70.0)","(15.0, 70.0, 52.0)","(1.35, 1.4, 1.3632432432432433)"
08-01-2023 14:13:37.597274,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.050000000000001)","(31.0, 100.0, 70.0)","(15.0, 70.0, 52.0)","(1.35, 1.4, 1.3925438596491226)"
08-01-2023 14:13:38.433936,"(11.0, 27.0, 21.204545454545453)","(3.1, 5.4, 5.050000000000001)","(31.0, 100.0, 70.0)","(15.0, 70.0, 52.0)","(1.35, 1.4, 1.3925438596491226)"
08-01-2023 14:13:39.315157,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.050000000000001)","(31.0, 100.0, 70.0)","(15.0, 70.0, 52.0)","(1.35, 1.4, 1.3924444444444444)"
08-01-2023 14:13:40.169761,"(11.0, 27.0, 21.375)","(3.1, 5.4, 4.984615384615385)","(31.0, 100.0, 70.0)","(15.0, 70.0, 52.0)","(1.35, 1.4, 1.3924444444444444)"
08-01-2023 14:13:40.971846,"(11.0, 27.0, 21.375)","(3.1, 5.4, 4.984615384615385)","(31.0, 100.0, 70.0)","(15.0, 70.0, 52.0)","(1.35, 1.4, 1.3923423423423422)"
08-01-2023 14:13:41.803533,"(11.0, 27.0, 21.375)","(3.1, 5.4, 4.984615384615385)","(31.0, 100.0, 70.0)","(15.0, 70.0, 52.0)","(1.35, 1.4, 1.3923423423423422)"
08-01-2023 14:13:42.687678,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.014285714285714)","(31.0, 100.0, 70.0)","(15.0, 70.0, 52.0)","(1.35, 1.4, 1.3923423423423422)"
08-01-2023 14:13:43.599165,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.014285714285714)","(31.0, 100.0, 70.0)","(15.0, 70.0, 52.0)","(1.35, 1.4, 1.3922374429223743)"
08-01-2023 14:13:44.452973,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.014285714285714)","(31.0, 100.0, 70.0)","(15.0, 70.0, 52.0)","(1.35, 1.4, 1.3922374429223743)"
08-01-2023 14:13:45.309660,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.014285714285714)","(31.0, 100.0, 70.0)","(15.0, 70.0, 52.0)","(1.35, 1.4, 1.3922374429223743)"
08-01-2023 14:13:46.145340,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.014285714285714)","(31.0, 100.0, 70.0)","(15.0, 65.0, 46.4)","(1.35, 1.4, 1.3922374429223743)"
08-01-2023 14:13:46.938590,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.014285714285714)","(31.0, 100.0, 70.0)","(15.0, 65.0, 46.4)","(1.35, 1.4, 1.3923423423423422)"
08-01-2023 14:13:47.830454,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.014285714285714)","(31.0, 100.0, 82.22222222222223)","(15.0, 65.0, 40.833333333333336)","(1.35, 1.4, 1.3923423423423422)"
08-01-2023 14:13:48.703461,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.014285714285714)","(31.0, 100.0, 82.22222222222223)","(15.0, 65.0, 40.833333333333336)","(1.35, 1.4, 1.3632432432432433)"
08-01-2023 14:13:49.490832,"(11.0, 27.0, 21.375)","(3.1, 5.4, 5.014285714285714)","(31.0, 100.0, 82.22222222222223)","(15.0, 65.0, 40.833333333333336)","(1.35, 1.4, 1.3632432432432433)"
08-01-2023 14:13:50.292534,"(11.0, 27.0, 21.75)","(3.1, 5.4, 5.014285714285714)","(31.0, 95.0, 79.44444444444444)","(15.0, 60.0, 44.0)","(1.35, 1.4, 1.389291338582677)"
08-01-2023 14:13:51.132040,"(11.0, 27.0, 21.75)","(3.1, 5.4, 5.014285714285714)","(31.0, 95.0, 79.44444444444444)","(15.0, 60.0, 44.0)","(1.35, 1.4, 1.389291338582677)"
08-01-2023 14:13:52.062291,"(11.0, 27.0, 21.75)","(3.1, 5.4, 5.014285714285714)","(31.0, 95.0, 79.44444444444444)","(15.0, 60.0, 42.0)","(1.35, 1.4, 1.389291338582677)"
08-01-2023 14:13:52.901247,"(11.0, 27.0, 21.75)","(3.1, 5.4, 5.014285714285714)","(31.0, 90.0, 78.75)","(16.0, 60.0, 42.0)","(1.3, 1.4, 1.389291338582677)"
08-01-2023 14:13:53.708651,"(11.0, 27.0, 21.75)","(3.1, 5.4, 5.014285714285714)","(31.0, 90.0, 78.75)","(16.0, 55.0, 41.42857142857143)","(1.3, 1.4, 1.389291338582677)"
08-01-2023 14:13:54.634364,"(11.0, 27.0, 21.75)","(3.1, 5.4, 5.014285714285714)","(31.0, 90.0, 78.75)","(16.0, 55.0, 41.42857142857143)","(1.3, 1.4, 1.389291338582677)"
08-01-2023 14:13:55.614986,"(11.0, 27.0, 21.75)","(3.1, 5.4, 5.014285714285714)","(41.0, 90.0, 78.75)","(16.0, 55.0, 42.333333333333336)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:13:56.507967,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.014285714285714)","(41.0, 90.0, 78.75)","(16.0, 55.0, 42.333333333333336)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:13:57.287761,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.014285714285714)","(41.0, 90.0, 78.75)","(16.0, 55.0, 42.333333333333336)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:13:58.154489,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.014285714285714)","(41.0, 90.0, 78.75)","(16.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:13:59.115538,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.014285714285714)","(41.0, 90.0, 78.75)","(16.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:13:59.994098,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.014285714285714)","(41.0, 90.0, 78.75)","(16.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:00.764687,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.014285714285714)","(41.0, 90.0, 78.75)","(16.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:01.648717,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.014285714285714)","(41.0, 90.0, 78.75)","(16.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:02.590818,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.014285714285714)","(41.0, 90.0, 78.75)","(16.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:03.464464,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.014285714285714)","(41.0, 90.0, 72.0)","(16.0, 55.0, 42.333333333333336)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:04.301318,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.014285714285714)","(41.0, 90.0, 71.25)","(16.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:05.238255,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.014285714285714)","(41.0, 90.0, 71.25)","(16.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:06.160120,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 90.0, 75.0)","(16.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:07.056757,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 90.0, 75.0)","(16.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:07.865102,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 90.0, 75.0)","(16.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:08.750305,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 90.0, 75.0)","(17.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:09.635332,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:10.466916,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:11.313234,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:12.220626,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:13.087818,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:13.970548,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:14.903261,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:15.837941,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 45.5)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:16.721430,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 43.6)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:17.556300,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 46.85714285714286)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:18.464726,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 46.85714285714286)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:19.400127,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 46.85714285714286)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:20.265532,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 46.85714285714286)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:21.051304,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 46.85714285714286)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:21.956812,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.0)","(17.0, 55.0, 46.85714285714286)","(1.3, 1.4, 1.3632432432432433)"
08-01-2023 14:14:22.938490,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.75)","(17.0, 55.0, 46.85714285714286)","(1.3, 1.41, 1.3928571428571428)"
08-01-2023 14:14:23.775126,"(12.0, 27.0, 21.75)","(3.2, 5.4, 5.13)","(41.0, 85.0, 73.75)","(17.0, 55.0, 46.85714285714286)","(1.3, 1.41, 1.3928571428571428)"
08-01-2023 14:14:24.575695,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 44.44444444444444)","(1.3, 1.41, 1.3928571428571428)"
08-01-2023 14:14:25.535699,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 44.44444444444444)","(1.3, 1.41, 1.3928571428571428)"
08-01-2023 14:14:26.509938,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 44.44444444444444)","(1.3, 1.41, 1.3928571428571428)"
08-01-2023 14:14:27.376412,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 44.44444444444444)","(1.3, 1.41, 1.3928571428571428)"
08-01-2023 14:14:28.192788,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 44.44444444444444)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:29.117508,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 44.44444444444444)","(1.3, 1.41, 1.4085185185185185)"
08-01-2023 14:14:30.038922,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 44.44444444444444)","(1.3, 1.41, 1.4085185185185185)"
08-01-2023 14:14:30.915927,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 44.44444444444444)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:31.710059,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 44.44444444444444)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:32.611638,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:33.541755,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:34.415092,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:35.211344,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:36.116240,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:37.020430,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:37.894317,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:38.745371,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:39.653215,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:40.543020,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.13)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:41.388745,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:42.223216,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:43.110323,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:43.985482,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:44.810616,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:45.669048,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:46.586217,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:47.487865,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:48.296939,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:49.354107,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:50.503747,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:51.453615,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:52.319379,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:53.294657,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:54.321761,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:55.150659,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.75)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.375)"
08-01-2023 14:14:56.062084,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 85.0, 73.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.3992307692307693)"
08-01-2023 14:14:57.037632,"(12.0, 27.0, 21.75)","(3.3, 5.4, 5.080851063829788)","(31.0, 80.0, 66.66666666666667)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.3992307692307693)"
08-01-2023 14:14:57.936052,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.066666666666666)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4051020408163264)"
08-01-2023 14:14:58.782906,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.004651162790697)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4071764705882353)"
08-01-2023 14:14:59.689517,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.004651162790697)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4071764705882353)"
08-01-2023 14:15:00.602932,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.004651162790697)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4071764705882353)"
08-01-2023 14:15:01.479430,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.004651162790697)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4071764705882353)"
08-01-2023 14:15:02.361823,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.004651162790697)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4071764705882353)"
08-01-2023 14:15:03.195831,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.004651162790697)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4071764705882353)"
08-01-2023 14:15:04.060619,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.004651162790697)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4071764705882353)"
08-01-2023 14:15:04.954346,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.004651162790697)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4071764705882353)"
08-01-2023 14:15:05.810177,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.004651162790697)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4071764705882353)"
08-01-2023 14:15:06.666734,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.044444444444444)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4059322033898305)"
08-01-2023 14:15:07.521851,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.044444444444444)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4059322033898305)"
08-01-2023 14:15:08.415102,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.044444444444444)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4059322033898305)"
08-01-2023 14:15:09.312393,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.044444444444444)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4059322033898305)"
08-01-2023 14:15:10.241198,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.044444444444444)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4059322033898305)"
08-01-2023 14:15:11.123395,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.044444444444444)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4059322033898305)"
08-01-2023 14:15:12.001542,"(12.0, 27.0, 21.75)","(3.3, 5.2, 5.044444444444444)","(31.0, 80.0, 72.0)","(17.0, 55.0, 42.333333333333336)","(1.3, 1.41, 1.4059322033898305)"
08-01-2023 14:15:12.849150,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.4, 5.138461538461539)","(31.0, 80.0, 74.28571428571429)","(17.0, 55.0, 43.6)","(1.3, 1.41, 1.375)"
08-01-2023 14:15:13.746438,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.050000000000001)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3833333333333333)"
08-01-2023 14:15:14.678683,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:15.520277,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:16.351026,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:17.207497,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:18.175831,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:19.055205,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:19.914394,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:20.774304,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:21.683898,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:22.619202,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:23.554934,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:24.439149,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:25.243062,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:26.132471,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
08-01-2023 14:15:27.029421,"(12.0, 27.0, 22.058823529411764)","(3.3, 5.2, 5.00909090909091)","(31.0, 80.0, 72.5)","(17.0, 55.0, 46.5)","(1.3, 1.4, 1.3880434782608695)"
