,Alta Billy,Southbound Train Nz,Uncle Jay,Selsey Bill Nz,Our Money Rocks,Red Reactor Nz,Carlo Gambino Nz,Father Bob,Soho Sinatra,Blue Chip Delight Nz
07-01-2023 17:14:17.038011,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:18.347980,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:19.569376,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:20.936560,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:22.245502,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:23.574816,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:24.832443,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:26.191974,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:27.530360,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:28.854786,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:30.135139,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:31.407541,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:32.719186,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:34.018430,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:35.277332,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 11.280000000000001)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:36.485061,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 11.280000000000001)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:37.721820,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 11.280000000000001)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:38.961981,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 11.280000000000001)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:40.194915,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 11.280000000000001)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:41.509034,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333336)","(26.0, 99999, 99990)","(7.5, 12.5, 11.280000000000001)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 9.1)","(3.5, 6.6, 6.473999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:14:42.771982,"(9.0, 17.0, 15.736842105263158)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 11.280000000000001)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.293333333333333)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:14:44.093266,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 11.280000000000001)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.293333333333333)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:14:45.406773,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.293333333333333)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:14:46.690680,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.293333333333333)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:14:48.041445,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.293333333333333)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:14:49.403460,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.293333333333333)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:14:50.679630,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.293333333333333)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:14:52.036338,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.293333333333333)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:14:53.349946,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.293333333333333)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:14:54.682815,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 6.857142857142857)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:14:55.952637,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 6.857142857142857)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:14:57.255461,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 6.857142857142857)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:14:58.623666,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 6.857142857142857)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:14:59.893658,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 6.857142857142857)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:15:01.142004,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 6.857142857142857)","(3.5, 6.6, 6.235294117647059)","(5.5, 99999, 99990)"
07-01-2023 17:15:02.466738,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 23.214285714285715)","(26.0, 99999, 99990)","(7.5, 12.5, 9.45)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 6.857142857142857)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:03.731844,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 10.879999999999999)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:05.051307,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 10.879999999999999)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:06.365168,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 10.879999999999999)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:07.592213,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 10.879999999999999)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:08.864247,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 10.879999999999999)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:10.127722,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 10.879999999999999)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:11.449342,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:12.878980,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:14.201918,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:15.500044,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:16.820382,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:18.142197,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:19.446112,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:20.719141,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:22.083917,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:23.420477,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:24.691368,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:25.988139,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:27.280041,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:28.571881,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:29.810304,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:31.015037,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:32.235822,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:33.420786,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:34.706154,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:36.015939,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:37.308695,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:38.584565,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:39.936142,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 20.833333333333332)","(26.0, 99999, 99990)","(7.5, 12.0, 11.325)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 8.25)","(3.5, 6.6, 5.947368421052632)","(5.5, 99999, 99990)"
07-01-2023 17:15:41.265601,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 25.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 12.0, 10.8875)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.4, 7.300000000000001)","(3.5, 6.6, 5.359999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:15:42.525642,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 10.8875)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.8, 7.300000000000001)","(3.5, 6.6, 5.359999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:15:43.745950,"(9.0, 17.0, 14.075)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 10.8875)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.399999999999999)","(3.5, 6.6, 5.359999999999999)","(5.5, 99999, 99990)"
07-01-2023 17:15:44.944448,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 10.8875)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:15:46.181739,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:15:47.475495,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:15:48.744217,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:15:49.972399,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:15:51.241628,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:15:52.563434,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:15:53.878566,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:15:55.188251,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
