,Two Bit Kid,Franco,Likeable,Torontotoro,Black Candy,My Buddy B
14-12-2022 12:26:20.198752,"(4.8, 5.7, 5.25)","(17.0, 40.0, 37.6)","(8.0, 8.4, 7.885714285714285)","(3.4, 4.1, 4.0249999999999995)","(41.0, 870.0, 548.0)","(2.1, 2.5, 2.4965714285714284)"
14-12-2022 12:26:21.712886,"(4.8, 5.6, 5.231578947368421)","(17.0, 40.0, 35.666666666666664)","(8.0, 8.4, 7.885714285714285)","(3.4, 4.1, 4.045454545454545)","(41.0, 870.0, 548.0)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:22.898138,"(4.8, 5.6, 5.231578947368421)","(17.0, 40.0, 34.0)","(8.0, 8.4, 7.968)","(3.4, 4.1, 4.045454545454545)","(41.0, 870.0, 548.0)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:24.362223,"(4.8, 5.6, 5.231578947368421)","(17.0, 40.0, 34.0)","(8.0, 8.4, 7.968)","(3.4, 4.1, 4.045454545454545)","(41.0, 870.0, 601.6666666666666)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:25.574065,"(4.8, 5.6, 5.231578947368421)","(17.0, 40.0, 34.0)","(8.0, 8.4, 7.968)","(3.4, 4.1, 4.045454545454545)","(41.0, 870.0, 470.0)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:26.731881,"(4.8, 5.6, 5.263461538461538)","(17.0, 38.0, 35.66666666666667)","(8.0, 8.4, 7.968)","(3.4, 4.1, 4.045454545454545)","(41.0, 870.0, 472.5)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:27.941287,"(4.8, 5.6, 5.263461538461538)","(17.0, 38.0, 36.44444444444444)","(8.0, 8.4, 7.968)","(3.5, 4.1, 4.046666666666666)","(41.0, 870.0, 472.5)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:29.050519,"(5.0, 5.6, 5.263461538461538)","(17.0, 38.0, 35.83333333333333)","(7.5, 8.4, 7.968)","(3.5, 4.1, 4.046666666666666)","(41.0, 870.0, 343.3333333333333)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:30.313256,"(5.0, 5.6, 5.263461538461538)","(17.0, 38.0, 35.83333333333333)","(7.5, 8.4, 7.968)","(3.5, 4.1, 4.046666666666666)","(41.0, 870.0, 340.0)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:31.363621,"(5.0, 5.6, 5.263461538461538)","(17.0, 38.0, 35.83333333333333)","(7.5, 8.4, 7.968)","(3.5, 4.1, 4.046666666666666)","(41.0, 870.0, 343.3333333333333)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:32.502247,"(5.0, 5.6, 5.263461538461538)","(17.0, 38.0, 30.0)","(7.5, 8.4, 7.968)","(3.5, 4.1, 4.046666666666666)","(41.0, 870.0, 552.0)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:33.715845,"(5.0, 5.6, 5.263461538461538)","(17.0, 38.0, 30.0)","(7.5, 8.4, 7.968)","(3.5, 4.1, 4.046666666666666)","(41.0, 870.0, 552.0)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:35.007499,"(5.0, 5.6, 5.263461538461538)","(17.0, 38.0, 30.0)","(7.5, 8.4, 7.968)","(3.5, 4.1, 4.046666666666666)","(41.0, 870.0, 552.0)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:36.226770,"(5.0, 5.6, 5.256862745098039)","(17.0, 38.0, 30.0)","(7.5, 8.4, 7.968)","(3.5, 4.1, 4.046666666666666)","(41.0, 870.0, 552.0)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:37.446541,"(5.0, 5.6, 5.256862745098039)","(17.0, 38.0, 30.0)","(7.5, 8.4, 7.968)","(3.5, 4.1, 4.046666666666666)","(41.0, 870.0, 472.5)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:38.573711,"(5.0, 5.6, 5.256862745098039)","(17.0, 38.0, 34.0)","(7.5, 8.4, 7.968)","(3.5, 4.1, 4.046666666666666)","(41.0, 870.0, 472.5)","(2.1, 2.5, 2.482068965517241)"
14-12-2022 12:26:39.751288,"(5.0, 5.6, 5.256862745098039)","(17.0, 38.0, 34.0)","(7.5, 8.4, 7.968)","(3.5, 4.1, 4.046666666666666)","(41.0, 870.0, 472.5)","(2.1, 2.5, 2.528)"
14-12-2022 12:26:40.887336,"(5.0, 5.6, 5.256862745098039)","(17.0, 34.0, 31.42857142857143)","(7.5, 8.4, 7.968)","(3.5, 4.1, 4.046666666666666)","(41.0, 870.0, 670.0)","(2.1, 2.54, 2.5254545454545454)"
14-12-2022 12:26:42.126605,"(5.0, 5.6, 5.256862745098039)","(17.0, 34.0, 30.4)","(7.5, 8.4, 7.968)","(3.5, 4.1, 4.029411764705882)","(41.0, 870.0, 670.0)","(2.1, 2.54, 2.5700000000000003)"
14-12-2022 12:26:43.345750,"(5.0, 5.6, 5.256862745098039)","(17.0, 34.0, 30.4)","(7.5, 8.4, 7.968)","(3.5, 4.1, 3.9956521739130433)","(41.0, 870.0, 670.0)","(2.1, 2.58, 2.55)"
14-12-2022 12:26:44.467936,"(5.0, 5.6, 5.256862745098039)","(17.0, 34.0, 30.4)","(7.5, 8.4, 7.968)","(3.5, 4.0, 3.9956521739130433)","(41.0, 870.0, 670.0)","(2.1, 2.58, 2.5700000000000003)"
14-12-2022 12:26:45.642605,"(5.0, 5.6, 5.21111111111111)","(17.0, 34.0, 30.4)","(7.5, 8.4, 7.968)","(3.5, 4.0, 3.9956521739130433)","(41.0, 870.0, 670.0)","(2.1, 2.58, 2.5700000000000003)"
14-12-2022 12:26:46.686374,"(5.0, 5.6, 5.21111111111111)","(17.0, 34.0, 30.4)","(7.5, 8.4, 7.968)","(3.5, 4.0, 3.9956521739130433)","(41.0, 870.0, 472.5)","(2.1, 2.58, 2.5700000000000003)"
14-12-2022 12:26:47.896650,"(5.0, 5.6, 5.151282051282051)","(17.0, 34.0, 30.4)","(7.5, 8.4, 7.968)","(3.5, 4.0, 3.9956521739130433)","(41.0, 870.0, 472.5)","(2.1, 2.58, 2.5700000000000003)"
14-12-2022 12:26:49.101534,"(5.0, 5.6, 5.151282051282051)","(17.0, 34.0, 30.4)","(7.5, 8.4, 7.968)","(3.5, 4.0, 3.957894736842105)","(41.0, 870.0, 472.5)","(2.1, 2.58, 2.5763636363636366)"
14-12-2022 12:26:50.228103,"(5.0, 5.6, 5.151282051282051)","(17.0, 34.0, 30.4)","(7.5, 8.4, 7.968)","(3.5, 4.0, 3.9483870967741934)","(41.0, 870.0, 472.5)","(2.1, 2.58, 2.5763636363636366)"
14-12-2022 12:26:51.481947,"(5.0, 5.6, 5.151282051282051)","(17.0, 34.0, 30.4)","(7.5, 8.4, 7.968)","(3.5, 4.0, 3.9483870967741934)","(41.0, 870.0, 472.5)","(2.1, 2.58, 2.5763636363636366)"
14-12-2022 12:26:52.686170,"(5.0, 5.6, 5.151282051282051)","(17.0, 34.0, 30.4)","(7.5, 8.4, 7.968)","(3.5, 4.0, 3.9483870967741934)","(41.0, 870.0, 472.5)","(2.1, 2.58, 2.5763636363636366)"
14-12-2022 12:26:53.875925,"(5.0, 5.6, 5.151282051282051)","(17.0, 30.0, 28.75)","(7.5, 8.4, 8.0625)","(3.5, 4.0, 3.9483870967741934)","(41.0, 860.0, 470.0)","(2.1, 2.58, 2.5527272727272727)"
14-12-2022 12:26:55.096434,"(5.0, 5.6, 5.183333333333333)","(17.0, 30.0, 28.75)","(7.5, 8.4, 8.027586206896551)","(3.5, 4.0, 3.9483870967741934)","(41.0, 860.0, 343.3333333333333)","(2.1, 2.58, 2.5527272727272727)"
14-12-2022 12:26:56.215339,"(5.0, 5.6, 5.183333333333333)","(17.0, 30.0, 28.5)","(7.5, 8.4, 8.053846153846154)","(3.5, 4.0, 3.9483870967741934)","(41.0, 860.0, 343.3333333333333)","(2.1, 2.58, 2.5527272727272727)"
14-12-2022 12:26:57.392793,"(5.0, 5.6, 5.183333333333333)","(17.0, 30.0, 28.5)","(7.5, 8.4, 8.053846153846154)","(3.5, 4.0, 3.9483870967741934)","(41.0, 860.0, 343.3333333333333)","(2.1, 2.58, 2.5527272727272727)"
14-12-2022 12:26:58.499070,"(5.0, 5.6, 5.183333333333333)","(17.0, 30.0, 28.5)","(7.5, 8.4, 8.053846153846154)","(3.5, 4.0, 3.9483870967741934)","(41.0, 860.0, 472.5)","(2.1, 2.58, 2.5527272727272727)"
14-12-2022 12:26:59.600258,"(5.0, 5.6, 5.183333333333333)","(17.0, 30.0, 28.5)","(7.5, 8.4, 7.926315789473684)","(3.5, 4.0, 3.9428571428571426)","(41.0, 860.0, 472.5)","(2.1, 2.58, 2.5527272727272727)"
14-12-2022 12:27:00.867047,"(5.0, 5.6, 5.241025641025641)","(17.0, 30.0, 28.5)","(7.5, 8.4, 7.926315789473684)","(3.5, 4.0, 3.964179104477612)","(41.0, 860.0, 548.0)","(2.1, 2.58, 2.5527272727272727)"
14-12-2022 12:27:02.017694,"(5.0, 5.6, 5.241025641025641)","(17.0, 30.0, 28.5)","(7.5, 8.4, 7.9714285714285715)","(3.5, 4.0, 3.970967741935484)","(41.0, 860.0, 442.5)","(2.1, 2.58, 2.5527272727272727)"
14-12-2022 12:27:03.608698,"(5.0, 5.6, 5.241025641025641)","(17.0, 30.0, 28.5)","(7.5, 8.4, 7.9714285714285715)","(3.5, 4.0, 3.970967741935484)","(41.0, 800.0, 512.0)","(2.1, 2.58, 2.5527272727272727)"
14-12-2022 12:27:04.758308,"(5.0, 5.6, 5.241025641025641)","(17.0, 30.0, 28.5)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.967857142857143)","(41.0, 800.0, 512.0)","(2.1, 2.58, 2.551111111111111)"
14-12-2022 12:27:05.871430,"(5.0, 5.6, 5.25)","(17.0, 30.0, 28.5)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.967857142857143)","(41.0, 800.0, 435.0)","(2.1, 2.56, 2.551111111111111)"
14-12-2022 12:27:07.016364,"(5.0, 5.6, 5.25)","(17.0, 30.0, 28.5)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.967857142857143)","(41.0, 800.0, 435.0)","(2.1, 2.56, 2.5371428571428574)"
14-12-2022 12:27:08.058575,"(5.0, 5.6, 5.25)","(17.0, 30.0, 28.5)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.9166666666666665)","(41.0, 800.0, 313.33333333333337)","(2.1, 2.56, 2.528)"
14-12-2022 12:27:09.212070,"(5.0, 5.6, 5.25)","(17.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.9166666666666665)","(41.0, 800.0, 313.33333333333337)","(2.1, 2.56, 2.528)"
14-12-2022 12:27:10.442278,"(5.0, 5.6, 5.25)","(17.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.9166666666666665)","(41.0, 800.0, 313.33333333333337)","(2.1, 2.56, 2.551111111111111)"
14-12-2022 12:27:11.586067,"(5.0, 5.6, 5.25)","(17.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.9166666666666665)","(41.0, 800.0, 313.33333333333337)","(2.1, 2.56, 2.551111111111111)"
14-12-2022 12:27:12.694733,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.9166666666666665)","(41.0, 800.0, 313.33333333333337)","(2.2, 2.56, 2.551111111111111)"
14-12-2022 12:27:13.740898,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.9166666666666665)","(41.0, 800.0, 313.33333333333337)","(2.2, 2.56, 2.551111111111111)"
14-12-2022 12:27:14.792618,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.9166666666666665)","(41.0, 800.0, 313.33333333333337)","(2.2, 2.56, 2.551111111111111)"
14-12-2022 12:27:15.900353,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.9166666666666665)","(41.0, 800.0, 313.33333333333337)","(2.2, 2.56, 2.551111111111111)"
14-12-2022 12:27:16.973109,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.9166666666666665)","(41.0, 800.0, 637.7777777777778)","(2.2, 2.56, 2.551111111111111)"
14-12-2022 12:27:18.033283,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.9166666666666665)","(41.0, 800.0, 637.7777777777778)","(2.2, 2.58, 2.551111111111111)"
14-12-2022 12:27:19.110018,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.914285714285714)","(41.0, 800.0, 637.7777777777778)","(2.2, 2.58, 2.5077777777777777)"
14-12-2022 12:27:20.283026,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.914285714285714)","(41.0, 800.0, 637.7777777777778)","(2.2, 2.58, 2.5077777777777777)"
14-12-2022 12:27:21.431866,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.914285714285714)","(41.0, 800.0, 637.7777777777778)","(2.2, 2.58, 2.5077777777777777)"
14-12-2022 12:27:22.595053,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.914285714285714)","(41.0, 800.0, 637.7777777777778)","(2.2, 2.58, 2.5077777777777777)"
14-12-2022 12:27:23.628266,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 8.066666666666666)","(3.5, 4.0, 3.914285714285714)","(41.0, 800.0, 637.7777777777778)","(2.2, 2.58, 2.531851851851852)"
14-12-2022 12:27:24.732648,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 8.057142857142857)","(3.5, 4.0, 3.914285714285714)","(41.0, 800.0, 630.0)","(2.2, 2.58, 2.531851851851852)"
14-12-2022 12:27:25.832830,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.984615384615385)","(3.5, 4.0, 3.914285714285714)","(41.0, 790.0, 630.0)","(2.2, 2.58, 2.520909090909091)"
14-12-2022 12:27:27.069783,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.984615384615385)","(3.5, 4.0, 3.914285714285714)","(41.0, 790.0, 630.0)","(2.2, 2.58, 2.520909090909091)"
14-12-2022 12:27:28.285627,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.984615384615385)","(3.5, 4.0, 3.914285714285714)","(41.0, 790.0, 630.0)","(2.2, 2.58, 2.520909090909091)"
14-12-2022 12:27:29.375475,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.984615384615385)","(3.5, 4.0, 3.914285714285714)","(41.0, 790.0, 630.0)","(2.2, 2.58, 2.520909090909091)"
14-12-2022 12:27:30.862281,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.984615384615385)","(3.5, 4.0, 3.914285714285714)","(41.0, 790.0, 630.0)","(2.2, 2.58, 2.520909090909091)"
14-12-2022 12:27:32.020832,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.96)","(3.5, 4.0, 3.914285714285714)","(41.0, 790.0, 584.2857142857143)","(2.2, 2.58, 2.562666666666667)"
14-12-2022 12:27:33.495479,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.96)","(3.5, 4.0, 3.914285714285714)","(41.0, 790.0, 584.2857142857143)","(2.2, 2.58, 2.562666666666667)"
14-12-2022 12:27:34.776218,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.96)","(3.5, 4.0, 3.805128205128205)","(41.0, 790.0, 584.2857142857143)","(2.2, 2.58, 2.562666666666667)"
14-12-2022 12:27:35.938743,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.723076923076923)","(3.5, 3.85, 3.805128205128205)","(41.0, 790.0, 584.2857142857143)","(2.2, 2.58, 2.562666666666667)"
14-12-2022 12:27:37.211475,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.723076923076923)","(3.5, 3.85, 3.805128205128205)","(41.0, 790.0, 313.33333333333337)","(2.2, 2.58, 2.5304761904761905)"
14-12-2022 12:27:38.323208,"(5.0, 5.6, 5.25)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.723076923076923)","(3.5, 3.85, 3.805128205128205)","(41.0, 790.0, 313.33333333333337)","(2.2, 2.58, 2.5208695652173914)"
14-12-2022 12:27:39.488542,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.723076923076923)","(3.5, 4.0, 3.9465517241379313)","(41.0, 780.0, 316.66666666666663)","(2.2, 2.56, 2.528085106382979)"
14-12-2022 12:27:40.746813,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.723076923076923)","(3.5, 3.95, 3.9071428571428575)","(41.0, 780.0, 316.66666666666663)","(2.2, 2.56, 2.528085106382979)"
14-12-2022 12:27:41.870137,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.723076923076923)","(3.5, 3.95, 3.9071428571428575)","(41.0, 780.0, 316.66666666666663)","(2.2, 2.56, 2.528085106382979)"
14-12-2022 12:27:43.140813,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.723076923076923)","(3.5, 3.95, 3.9071428571428575)","(41.0, 780.0, 316.66666666666663)","(2.2, 2.56, 2.5352941176470587)"
14-12-2022 12:27:44.255232,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.7)","(7.5, 8.4, 7.723076923076923)","(3.5, 3.95, 3.9127659574468088)","(41.0, 780.0, 316.66666666666663)","(2.2, 2.54, 2.5352941176470587)"
14-12-2022 12:27:45.255445,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.5)","(7.5, 8.4, 7.723076923076923)","(3.5, 3.95, 3.8)","(41.0, 780.0, 316.66666666666663)","(2.2, 2.54, 2.5228571428571427)"
14-12-2022 12:27:46.431924,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.0)","(7.5, 8.4, 7.885714285714285)","(3.5, 3.9, 3.8)","(41.0, 780.0, 427.5)","(2.2, 2.54, 2.5228571428571427)"
14-12-2022 12:27:47.567286,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.0)","(7.5, 8.4, 7.885714285714285)","(3.5, 3.9, 3.8)","(41.0, 770.0, 427.5)","(2.2, 2.54, 2.5228571428571427)"
14-12-2022 12:27:48.764449,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.0)","(7.5, 8.4, 7.885714285714285)","(3.5, 3.9, 3.8)","(41.0, 770.0, 427.5)","(2.2, 2.54, 2.5228571428571427)"
14-12-2022 12:27:49.926971,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.0)","(7.5, 8.4, 7.885714285714285)","(3.5, 3.9, 3.8703703703703702)","(41.0, 770.0, 496.0)","(2.2, 2.54, 2.5)"
14-12-2022 12:27:50.961697,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.25)","(7.5, 8.4, 7.885714285714285)","(3.5, 3.9, 3.8703703703703702)","(41.0, 770.0, 316.66666666666663)","(2.2, 2.54, 2.5)"
14-12-2022 12:27:52.045228,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.25)","(7.5, 8.4, 7.885714285714285)","(3.5, 3.9, 3.8794117647058823)","(41.0, 770.0, 316.66666666666663)","(2.2, 2.54, 2.533684210526316)"
14-12-2022 12:27:53.117235,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.25)","(7.5, 8.4, 7.8315789473684205)","(3.5, 3.95, 3.8794117647058823)","(41.0, 770.0, 316.66666666666663)","(2.2, 2.54, 2.5243478260869567)"
14-12-2022 12:27:54.132295,"(5.0, 5.6, 5.243478260869566)","(18.0, 30.0, 29.25)","(7.5, 8.4, 7.8315789473684205)","(3.5, 3.95, 3.8794117647058823)","(41.0, 770.0, 316.66666666666663)","(2.2, 2.54, 2.5175)"
14-12-2022 12:27:55.195090,"(5.0, 5.6, 5.227272727272727)","(18.0, 34.0, 31.2)","(7.5, 8.4, 7.885714285714285)","(3.5, 3.9, 3.8802631578947366)","(41.0, 770.0, 316.66666666666663)","(2.2, 2.54, 2.5175)"
14-12-2022 12:27:56.232931,"(5.0, 5.6, 5.227272727272727)","(18.0, 34.0, 31.0)","(7.5, 8.4, 7.885714285714285)","(3.5, 3.9, 3.858791208791209)","(41.0, 770.0, 316.66666666666663)","(2.2, 2.54, 2.5175)"
14-12-2022 12:27:57.180161,"(5.0, 5.6, 5.227272727272727)","(18.0, 34.0, 31.0)","(7.5, 8.4, 7.885714285714285)","(3.5, 3.9, 3.858791208791209)","(41.0, 770.0, 316.66666666666663)","(2.2, 2.54, 2.5175)"
14-12-2022 12:27:58.268894,"(5.0, 5.6, 5.227272727272727)","(18.0, 34.0, 31.2)","(7.5, 8.4, 7.885714285714285)","(3.5, 3.9, 3.86)","(41.0, 770.0, 316.66666666666663)","(2.2, 2.54, 2.5175)"
14-12-2022 12:27:59.290568,"(5.0, 5.6, 5.227272727272727)","(18.0, 34.0, 31.2)","(7.5, 8.4, 7.885714285714285)","(3.4, 3.9, 3.858791208791209)","(41.0, 770.0, 316.66666666666663)","(2.2, 2.54, 2.5175)"
14-12-2022 12:28:00.382991,"(5.0, 5.6, 5.227272727272727)","(18.0, 34.0, 32.0)","(7.5, 8.4, 7.885714285714285)","(3.4, 3.9, 3.8007936507936506)","(41.0, 770.0, 427.5)","(2.2, 2.54, 2.5175)"
14-12-2022 12:28:01.431290,"(5.0, 5.6, 5.227272727272727)","(18.0, 34.0, 32.0)","(7.5, 8.4, 7.885714285714285)","(3.4, 3.9, 3.84)","(41.0, 770.0, 705.909090909091)","(2.2, 2.54, 2.5154545454545456)"
14-12-2022 12:28:02.413676,"(5.0, 5.6, 5.252542372881355)","(18.0, 34.0, 31.0)","(7.5, 8.4, 7.885714285714285)","(3.4, 3.85, 3.83)","(41.0, 770.0, 705.909090909091)","(2.2, 2.54, 2.4924137931034482)"
14-12-2022 12:28:03.470310,"(5.0, 5.6, 5.227272727272727)","(18.0, 34.0, 31.0)","(7.5, 8.4, 7.885714285714285)","(3.4, 3.9, 3.7846875)","(41.0, 770.0, 310.0)","(2.2, 2.54, 2.4924137931034482)"
14-12-2022 12:28:04.523820,"(5.0, 5.6, 5.227272727272727)","(18.0, 34.0, 31.5)","(7.5, 8.4, 7.9)","(3.4, 3.9, 3.781896551724138)","(41.0, 770.0, 310.0)","(2.2, 2.54, 2.4988059701492538)"
14-12-2022 12:28:05.446055,"(5.0, 5.6, 5.2796875)","(18.0, 34.0, 33.714285714285715)","(7.5, 8.4, 7.9)","(3.4, 3.85, 3.781896551724138)","(41.0, 770.0, 310.0)","(2.2, 2.54, 2.4988059701492538)"
14-12-2022 12:28:06.480925,"(5.0, 5.6, 5.227272727272727)","(18.0, 36.0, 34.5)","(7.5, 8.4, 7.9)","(3.4, 3.85, 3.781896551724138)","(41.0, 770.0, 310.0)","(2.2, 2.54, 2.4988059701492538)"
14-12-2022 12:28:07.543742,"(5.0, 5.6, 5.227272727272727)","(18.0, 36.0, 34.5)","(7.5, 8.4, 8.1375)","(3.4, 3.85, 3.8181451612903223)","(41.0, 770.0, 313.33333333333337)","(2.2, 2.54, 2.4988059701492538)"
14-12-2022 12:28:08.499169,"(5.0, 5.6, 5.227272727272727)","(18.0, 36.0, 34.5)","(7.5, 8.4, 7.9625)","(3.4, 3.85, 3.8181451612903223)","(41.0, 770.0, 313.33333333333337)","(2.2, 2.54, 2.4988059701492538)"
14-12-2022 12:28:09.629087,"(5.0, 5.6, 5.227272727272727)","(18.0, 36.0, 34.5)","(7.5, 8.4, 7.777777777777778)","(3.4, 3.85, 3.8181451612903223)","(41.0, 770.0, 313.33333333333337)","(2.2, 2.54, 2.4988059701492538)"
14-12-2022 12:28:10.874628,"(5.0, 5.6, 5.227272727272727)","(18.0, 36.0, 34.5)","(7.5, 8.4, 7.777777777777778)","(3.4, 3.85, 3.8181451612903223)","(41.0, 770.0, 310.0)","(2.2, 2.54, 2.4988059701492538)"
14-12-2022 12:28:11.932445,"(5.0, 5.6, 5.227272727272727)","(19.0, 36.0, 34.5)","(7.5, 8.4, 7.777777777777778)","(3.4, 3.85, 3.8181451612903223)","(41.0, 760.0, 310.0)","(2.2, 2.54, 2.4988059701492538)"
14-12-2022 12:28:13.088678,"(5.0, 5.6, 5.227272727272727)","(19.0, 36.0, 34.5)","(7.5, 8.4, 7.9625)","(3.4, 3.85, 3.8181451612903223)","(41.0, 760.0, 316.66666666666663)","(2.2, 2.54, 2.4988059701492538)"
14-12-2022 12:28:14.054169,"(5.0, 5.6, 5.227272727272727)","(19.0, 36.0, 34.5)","(7.5, 8.4, 7.9625)","(3.4, 3.85, 3.8181451612903223)","(41.0, 760.0, 316.66666666666663)","(2.2, 2.54, 2.4988059701492538)"
14-12-2022 12:28:15.045519,"(5.0, 5.6, 5.227272727272727)","(19.0, 36.0, 34.5)","(7.5, 8.4, 7.9625)","(3.4, 3.85, 3.8181451612903223)","(41.0, 760.0, 316.66666666666663)","(2.2, 2.54, 2.4988059701492538)"
14-12-2022 12:28:16.130480,"(5.0, 5.6, 5.227272727272727)","(19.0, 36.0, 34.5)","(7.5, 8.4, 7.9625)","(3.4, 3.85, 3.8181451612903223)","(41.0, 760.0, 316.66666666666663)","(2.2, 2.54, 2.4988059701492538)"
14-12-2022 12:28:17.170576,"(5.0, 5.6, 5.227272727272727)","(19.0, 36.0, 34.5)","(7.5, 8.4, 7.7)","(3.4, 3.85, 3.8181451612903223)","(41.0, 760.0, 316.66666666666663)","(2.2, 2.54, 2.4988059701492538)"
14-12-2022 12:28:18.177098,"(5.0, 5.6, 5.227272727272727)","(19.0, 36.0, 34.5)","(7.5, 8.4, 7.7)","(3.4, 3.85, 3.8181451612903223)","(41.0, 760.0, 316.66666666666663)","(2.2, 2.54, 2.4955555555555557)"
14-12-2022 12:28:19.203738,"(5.0, 5.6, 5.227272727272727)","(19.0, 36.0, 34.5)","(7.5, 8.4, 7.7)","(3.4, 3.85, 3.80969387755102)","(41.0, 760.0, 316.66666666666663)","(2.2, 2.54, 2.4955555555555557)"
14-12-2022 12:28:20.198013,"(5.0, 5.6, 5.227272727272727)","(19.0, 36.0, 34.5)","(7.5, 8.4, 7.7)","(3.4, 3.85, 3.80969387755102)","(41.0, 760.0, 316.66666666666663)","(2.2, 2.54, 2.4955555555555557)"
14-12-2022 12:28:21.240225,"(4.8, 5.6, 5.227272727272727)","(19.0, 38.0, 37.45454545454545)","(7.0, 8.4, 7.933333333333334)","(3.3, 3.85, 3.80969387755102)","(51.0, 760.0, 316.66666666666663)","(2.2, 2.54, 2.4955555555555557)"
