,Double Standards,Frozen Jewel,Kalypso Sam,Shes An Artist,Switchem All In,Preachers Daughter,Llanfair Llewellan,Rusty Mccool
11-01-2023 20:27:31.194624,"(3.6, 6.8, 4.925)","(2.1, 4.0, 3.7608695652173916)","(12.0, 19.5, 14.55)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 153.125)","(6.0, 7.8, 7.595505617977528)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 4.75)"
11-01-2023 20:27:32.562818,"(3.6, 6.6, 5.066666666666666)","(2.1, 3.95, 3.751428571428572)","(12.0, 19.5, 14.55)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 153.125)","(6.0, 8.0, 7.625)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 4.75)"
11-01-2023 20:27:33.890005,"(3.6, 6.6, 5.066666666666666)","(2.1, 3.95, 3.751428571428572)","(12.0, 19.5, 16.371428571428574)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 153.125)","(6.0, 8.0, 7.625)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 5.44)"
11-01-2023 20:27:35.234827,"(3.6, 6.6, 5.066666666666666)","(2.1, 3.95, 2.8333333333333335)","(12.0, 19.0, 16.014285714285712)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 153.125)","(6.0, 8.0, 7.857142857142857)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 5.44)"
11-01-2023 20:27:36.573522,"(3.6, 6.6, 5.066666666666666)","(2.1, 3.9, 3.6333333333333333)","(12.0, 18.5, 16.014285714285712)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 153.125)","(6.0, 8.0, 7.713846153846154)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 5.44)"
11-01-2023 20:27:37.876354,"(3.6, 6.6, 6.088888888888889)","(2.1, 3.9, 2.85)","(12.0, 18.5, 16.014285714285712)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 153.125)","(6.0, 8.0, 7.897478991596638)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 5.44)"
11-01-2023 20:27:39.180551,"(3.6, 6.6, 6.088888888888889)","(2.1, 3.9, 3.6227272727272726)","(12.0, 18.5, 16.014285714285712)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 153.125)","(6.0, 8.2, 7.276923076923077)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 5.44)"
11-01-2023 20:27:40.493534,"(3.6, 6.6, 6.088888888888889)","(2.1, 3.9, 2.9000000000000004)","(12.0, 18.5, 14.925)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 153.125)","(6.0, 8.2, 7.948717948717949)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 5.44)"
11-01-2023 20:27:41.805880,"(3.6, 6.6, 6.088888888888889)","(2.1, 3.9, 3.1625)","(12.0, 18.0, 13.9)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 153.125)","(6.0, 8.0, 7.9743589743589745)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 5.44)"
11-01-2023 20:27:43.121494,"(3.6, 6.6, 6.088888888888889)","(2.1, 3.9, 3.1625)","(12.0, 18.0, 15.3)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 164.28571428571428)","(6.0, 8.0, 7.948717948717949)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 5.44)"
11-01-2023 20:27:44.435241,"(3.6, 6.6, 6.088888888888889)","(2.1, 3.9, 3.689090909090909)","(12.0, 17.5, 15.575)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 164.28571428571428)","(6.0, 8.0, 7.9743589743589745)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 4.4)"
11-01-2023 20:27:45.681901,"(3.6, 6.6, 5.133333333333334)","(2.1, 3.9, 3.684)","(12.0, 17.5, 13.65)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 164.28571428571428)","(6.0, 8.0, 7.6)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 4.4)"
11-01-2023 20:27:46.937452,"(3.6, 6.6, 5.133333333333334)","(2.1, 3.9, 3.684)","(12.0, 17.5, 13.65)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 164.28571428571428)","(6.0, 8.0, 7.6)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 4.366666666666666)"
11-01-2023 20:27:48.156014,"(3.6, 6.4, 5.066666666666667)","(2.1, 3.9, 3.084)","(12.0, 17.5, 13.65)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 164.28571428571428)","(6.0, 8.0, 7.948717948717949)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.8, 4.2125)"
11-01-2023 20:27:49.366081,"(3.6, 7.6, 4.720000000000001)","(2.1, 3.9, 3.1)","(12.0, 17.5, 13.65)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 164.28571428571428)","(6.0, 8.0, 7.902222222222222)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 4.2875)"
11-01-2023 20:27:50.536617,"(3.6, 7.4, 5.4)","(2.1, 3.9, 3.1)","(12.0, 17.5, 13.65)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 164.28571428571428)","(6.0, 8.0, 8.033333333333333)","(101.0, 220.0, 191.42857142857144)","(3.4, 6.2, 4.775)"
11-01-2023 20:27:51.655987,"(3.6, 7.2, 5.333333333333334)","(2.1, 3.9, 3.34)","(12.0, 17.5, 13.65)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 164.28571428571428)","(6.0, 8.2, 8.033333333333333)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 4.4)"
11-01-2023 20:27:52.766571,"(3.6, 7.2, 5.333333333333334)","(2.1, 3.9, 3.132)","(12.0, 17.5, 13.65)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 164.28571428571428)","(6.0, 8.2, 8.092307692307692)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 4.575)"
11-01-2023 20:27:53.847799,"(3.6, 7.2, 5.333333333333334)","(2.1, 3.9, 3.7021052631578946)","(12.0, 17.0, 15.2)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 164.28571428571428)","(6.0, 8.2, 7.463157894736842)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.5, 4.333333333333333)"
11-01-2023 20:27:54.973161,"(3.6, 7.2, 5.333333333333334)","(2.1, 3.9, 3.18)","(12.0, 17.0, 15.2)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 165.71428571428572)","(6.0, 8.2, 8.024999999999999)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.7, 4.4)"
11-01-2023 20:27:56.050444,"(3.6, 7.2, 5.333333333333334)","(2.1, 3.9, 3.18)","(12.0, 16.5, 14.825)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 165.71428571428572)","(6.0, 8.2, 7.833333333333333)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.9, 4.575)"
11-01-2023 20:27:57.162337,"(3.6, 7.2, 5.333333333333334)","(2.1, 4.0, 3.4299999999999997)","(12.0, 16.5, 14.45)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 165.71428571428572)","(6.0, 8.0, 7.72)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.5, 4.375)"
11-01-2023 20:27:58.271898,"(3.6, 7.0, 4.833333333333334)","(2.1, 4.0, 3.85)","(12.0, 16.0, 14.45)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 165.71428571428572)","(6.0, 8.2, 7.72)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.1, 4.325)"
11-01-2023 20:27:59.404835,"(3.6, 6.8, 5.6)","(2.1, 4.0, 3.6)","(12.0, 16.0, 14.075)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 165.71428571428572)","(6.0, 8.2, 7.715151515151515)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.0, 4.325)"
11-01-2023 20:28:00.484069,"(3.6, 7.0, 5.266666666666667)","(2.1, 4.0, 3.4375)","(12.0, 15.5, 14.075)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 165.71428571428572)","(6.0, 8.2, 7.957894736842105)","(101.0, 220.0, 191.42857142857144)","(3.4, 5.0, 4.225)"
11-01-2023 20:28:01.575045,"(3.6, 6.4, 4.733333333333333)","(2.1, 4.0, 3.7666666666666666)","(12.0, 15.0, 12.15)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 165.71428571428572)","(6.0, 8.2, 7.688888888888889)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.8, 3.8583333333333334)"
11-01-2023 20:28:02.680398,"(3.6, 6.4, 4.733333333333333)","(2.1, 4.0, 3.7666666666666666)","(12.0, 14.5, 12.15)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 113.75)","(6.0, 8.2, 7.957894736842105)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.9, 4.3625)"
11-01-2023 20:28:03.756864,"(3.6, 5.8, 5.45)","(2.1, 4.0, 3.52)","(12.0, 14.5, 10.692307692307692)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 113.75)","(6.0, 8.2, 7.688888888888889)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.6, 4.3625)"
11-01-2023 20:28:04.829443,"(3.6, 5.9, 5.685714285714286)","(2.1, 4.0, 3.52)","(12.0, 14.5, 10.692307692307692)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 156.875)","(6.0, 8.2, 7.957894736842105)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.6, 4.481249999999999)"
11-01-2023 20:28:05.953657,"(3.6, 5.8, 5.6)","(2.1, 4.0, 3.52)","(12.0, 14.5, 10.692307692307692)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 156.875)","(6.0, 8.2, 7.688888888888889)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.6, 4.441666666666666)"
11-01-2023 20:28:07.118201,"(3.6, 5.9, 5.685714285714286)","(2.1, 4.0, 3.52)","(12.0, 14.5, 10.692307692307692)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 156.875)","(6.0, 8.2, 7.957894736842105)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.6, 4.441666666666666)"
11-01-2023 20:28:08.289443,"(3.6, 5.8, 5.333333333333333)","(2.1, 4.0, 3.675)","(12.0, 14.5, 10.964285714285715)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 156.875)","(6.0, 8.2, 7.957894736842105)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.6, 4.1)"
11-01-2023 20:28:09.514895,"(3.6, 5.4, 4.95)","(2.1, 3.95, 3.7)","(12.0, 14.5, 11.125)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 156.875)","(6.0, 8.2, 7.957894736842105)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.1)"
11-01-2023 20:28:10.739244,"(3.6, 5.4, 4.95)","(2.1, 3.95, 3.675)","(12.0, 14.5, 11.714285714285714)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 156.875)","(6.0, 8.2, 8.03859649122807)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.033333333333333)"
11-01-2023 20:28:12.018686,"(3.6, 5.2, 4.85)","(2.1, 3.9, 3.590909090909091)","(12.0, 14.0, 13.0)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 156.875)","(6.0, 8.2, 7.688888888888889)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.2, 4.1)"
11-01-2023 20:28:13.226331,"(3.6, 5.4, 4.95)","(2.1, 4.0, 3.590909090909091)","(12.0, 14.0, 11.3125)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 156.875)","(6.0, 8.2, 7.688888888888889)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.1)"
11-01-2023 20:28:14.462524,"(3.6, 5.4, 4.95)","(2.1, 4.0, 3.590909090909091)","(12.0, 13.5, 11.3125)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 156.875)","(6.0, 8.2, 7.9)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.033333333333333)"
11-01-2023 20:28:15.665321,"(3.6, 5.2, 4.85)","(2.1, 3.9, 3.7)","(12.0, 13.5, 11.3125)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 156.875)","(6.0, 8.0, 7.571428571428571)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.2, 4.166666666666667)"
11-01-2023 20:28:16.867322,"(3.6, 5.6, 5.05)","(2.1, 4.0, 3.7)","(12.0, 13.5, 11.3125)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 156.875)","(6.0, 7.8, 7.858333333333333)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 4.033333333333333)"
11-01-2023 20:28:18.041995,"(3.6, 5.2, 4.85)","(2.1, 3.9, 3.7)","(12.0, 13.5, 11.3125)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 167.14285714285714)","(6.0, 8.0, 6.76)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.2, 3.9857142857142858)"
11-01-2023 20:28:19.190473,"(3.6, 5.8, 4.825)","(2.1, 4.0, 3.611111111111111)","(12.0, 13.5, 11.3125)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 167.14285714285714)","(6.0, 8.2, 7.923076923076923)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.7, 4.1)"
11-01-2023 20:28:20.394956,"(3.6, 5.4, 4.95)","(2.1, 4.0, 3.75)","(12.0, 13.5, 11.75)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 167.14285714285714)","(6.0, 8.0, 7.925)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.033333333333333)"
11-01-2023 20:28:21.569829,"(3.6, 5.3, 4.9)","(2.1, 3.95, 3.8000000000000003)","(12.0, 13.5, 11.75)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 167.14285714285714)","(6.0, 8.0, 7.152941176470589)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.2, 3.9857142857142858)"
11-01-2023 20:28:22.626954,"(3.6, 5.8, 4.825)","(2.1, 4.0, 3.65)","(12.0, 13.5, 11.75)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 167.14285714285714)","(6.0, 8.0, 7.533333333333333)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.7, 4.1)"
11-01-2023 20:28:23.714532,"(3.6, 5.4, 4.95)","(2.1, 4.0, 3.65)","(12.0, 13.5, 11.75)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 167.14285714285714)","(6.0, 7.8, 7.488888888888889)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.033333333333333)"
11-01-2023 20:28:24.712302,"(3.6, 5.3, 4.9)","(2.1, 4.0, 3.688888888888889)","(12.0, 13.5, 11.75)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 167.14285714285714)","(6.0, 7.8, 7.741666666666666)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.2, 4.033333333333333)"
11-01-2023 20:28:25.799578,"(3.6, 5.3, 4.9)","(2.1, 4.0, 3.688888888888889)","(12.0, 13.5, 11.75)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 7.6)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.2, 4.033333333333333)"
11-01-2023 20:28:26.946086,"(3.6, 5.3, 4.9)","(2.1, 4.0, 3.688888888888889)","(12.0, 13.5, 11.75)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 7.882758620689655)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.2, 4.033333333333333)"
11-01-2023 20:28:28.110085,"(3.6, 5.2, 4.85)","(2.1, 3.95, 3.75)","(12.0, 13.5, 11.75)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.2, 7.464)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.2, 4.1)"
11-01-2023 20:28:29.246577,"(3.6, 5.4, 4.95)","(2.1, 4.0, 3.65)","(12.0, 13.5, 11.75)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.2, 7.888135593220339)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.1)"
11-01-2023 20:28:30.409199,"(3.6, 5.4, 4.95)","(2.1, 4.0, 3.65)","(12.0, 13.5, 11.75)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.2, 7.707142857142856)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.033333333333333)"
11-01-2023 20:28:31.534256,"(3.6, 5.3, 4.9)","(2.1, 4.0, 3.631818181818182)","(12.0, 13.5, 11.75)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.2, 7.464)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.2, 4.0)"
11-01-2023 20:28:32.541753,"(3.6, 5.4, 4.95)","(2.1, 4.0, 3.65)","(12.0, 13.5, 10.875)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.2, 7.464)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.0)"
11-01-2023 20:28:33.696292,"(3.6, 5.4, 4.95)","(2.1, 4.0, 3.65)","(12.0, 13.5, 10.425)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.2, 7.464)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.0)"
11-01-2023 20:28:34.942951,"(3.6, 5.4, 4.95)","(2.1, 4.0, 3.65)","(12.0, 13.5, 10.425)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.2, 7.464)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.0)"
11-01-2023 20:28:36.227785,"(3.6, 5.4, 4.95)","(2.1, 4.0, 3.65)","(12.0, 13.5, 10.425)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.2, 7.464)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.0)"
11-01-2023 20:28:37.538485,"(3.6, 5.4, 4.95)","(2.1, 4.0, 3.65)","(12.0, 13.5, 10.425)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.2, 7.571428571428572)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.0)"
11-01-2023 20:28:38.942753,"(3.6, 5.4, 4.825)","(2.1, 4.0, 3.65)","(12.0, 13.5, 10.425)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.0, 7.1)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 3.9000000000000004)"
11-01-2023 20:28:40.443561,"(3.6, 5.8, 4.825)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 11.742857142857144)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 7.136842105263158)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.7, 3.95)"
11-01-2023 20:28:41.763403,"(3.6, 5.8, 4.825)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 12.2)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 7.285714285714286)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.7, 4.1)"
11-01-2023 20:28:43.103579,"(3.6, 5.8, 4.76)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 11.280000000000001)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 7.674418604651162)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.5, 4.050000000000001)"
11-01-2023 20:28:44.300781,"(3.6, 5.8, 4.76)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 11.280000000000001)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 6.9)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 3.95)"
11-01-2023 20:28:45.506059,"(3.6, 5.8, 4.825)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 11.65)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 7.2124999999999995)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.7, 3.9000000000000004)"
11-01-2023 20:28:46.708699,"(3.6, 5.8, 4.825)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 10.725000000000001)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.0, 7.105555555555555)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.7, 3.9000000000000004)"
11-01-2023 20:28:47.868146,"(3.6, 5.8, 4.825)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 10.725000000000001)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.0, 7.835714285714285)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.7, 3.95)"
11-01-2023 20:28:49.080579,"(3.6, 5.3, 4.9)","(2.1, 3.95, 3.725)","(12.0, 13.5, 10.725000000000001)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.0, 7.685714285714286)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.2, 4.050000000000001)"
11-01-2023 20:28:50.272881,"(3.6, 5.8, 4.76)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 10.725000000000001)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 7.65)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 4.050000000000001)"
11-01-2023 20:28:51.383266,"(3.6, 5.5, 5.0)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 10.725000000000001)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 7.65)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 4.050000000000001)"
11-01-2023 20:28:52.534584,"(3.6, 5.5, 5.0)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 10.725000000000001)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 7.747826086956522)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 4.050000000000001)"
11-01-2023 20:28:53.674750,"(3.6, 5.5, 5.0)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 10.725000000000001)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 7.616216216216216)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 4.050000000000001)"
11-01-2023 20:28:54.862276,"(3.6, 5.5, 5.0)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 10.725000000000001)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 7.517647058823529)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 4.050000000000001)"
11-01-2023 20:28:56.022228,"(3.6, 5.5, 5.0)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 10.725000000000001)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.6, 7.658823529411764)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 4.0)"
11-01-2023 20:28:57.262781,"(3.6, 5.4, 4.95)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 10.575)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.0, 7.58421052631579)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.050000000000001)"
11-01-2023 20:28:58.460637,"(3.6, 5.5, 5.0)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 10.575)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 8.0, 7.793333333333333)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 4.0)"
11-01-2023 20:28:59.690394,"(3.6, 5.4, 4.95)","(2.1, 4.0, 3.5555555555555554)","(12.0, 13.5, 10.575)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 7.741176470588235)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.050000000000001)"
11-01-2023 20:29:00.943395,"(3.6, 5.5, 5.0)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 10.575)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 168.57142857142856)","(6.0, 7.8, 7.418181818181818)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 3.95)"
11-01-2023 20:29:02.036019,"(3.6, 5.8, 4.825)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 10.575)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 117.5)","(6.0, 7.8, 7.3933333333333335)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.7, 4.2250000000000005)"
11-01-2023 20:29:03.095213,"(3.6, 5.8, 5.057142857142857)","(2.1, 4.0, 3.5625)","(12.0, 13.5, 11.55)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 121.25)","(6.0, 7.4, 7.783783783783783)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 4.15)"
11-01-2023 20:29:04.153876,"(3.6, 5.4, 5.175000000000001)","(2.1, 4.0, 3.55)","(12.0, 13.5, 11.033333333333333)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 121.25)","(6.0, 7.8, 7.747826086956522)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.2250000000000005)"
11-01-2023 20:29:05.244972,"(3.6, 5.5, 5.25)","(2.1, 4.0, 3.5555555555555554)","(12.0, 13.5, 11.033333333333333)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 121.25)","(6.0, 7.8, 7.783783783783783)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 4.15)"
11-01-2023 20:29:06.357474,"(3.6, 5.4, 5.175000000000001)","(2.1, 4.0, 3.55)","(12.0, 13.5, 11.033333333333333)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 121.25)","(6.0, 7.8, 7.729411764705882)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.3, 4.2250000000000005)"
11-01-2023 20:29:07.468457,"(3.6, 5.5, 5.25)","(2.1, 4.0, 3.5555555555555554)","(12.0, 13.5, 11.385714285714286)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 121.25)","(6.0, 7.8, 7.776470588235294)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 4.2250000000000005)"
11-01-2023 20:29:08.581067,"(3.6, 5.5, 5.25)","(2.1, 4.0, 3.5555555555555554)","(12.0, 13.5, 11.27142857142857)","(101.0, 220.0, 194.28571428571428)","(61.0, 200.0, 137.0)","(6.0, 7.8, 7.776470588235294)","(101.0, 220.0, 191.42857142857144)","(3.4, 4.4, 4.15)"
