,Claudys Secret,Southwind Chloe,Miss Avenger,Kyvalley Anthony,Grumpee,Romantic Nina
06-01-2023 16:41:24.030067,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 18.3)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 8.954545454545455)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:24.996907,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 18.3)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 8.954545454545455)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:26.015017,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 18.3)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 8.954545454545455)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:27.053528,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 18.3)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:28.176866,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 18.3)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:29.211217,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 18.3)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:30.164424,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 18.3)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:31.135588,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 18.3)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:32.077712,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 18.3)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:33.036877,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 18.3)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:34.017015,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:35.007248,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:35.973515,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:36.998731,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:37.946002,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:38.814931,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:39.769484,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:40.877946,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:41.883799,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:42.859315,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:43.786451,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:44.743095,"(2.05, 2.8, 2.4625)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.524)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:45.701966,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:46.811760,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:47.721758,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:48.717975,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:49.957155,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:51.029609,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:52.019810,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:52.847999,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 40.0, 26.25)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:53.858738,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:54.903572,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:55.828837,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:56.770786,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:57.724041,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:58.599633,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:41:59.542726,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:00.424961,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:01.298716,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:02.253713,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:03.253383,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:04.249120,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:05.267970,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:06.204076,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:07.109151,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:08.302400,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:09.248560,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:10.110197,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:11.119776,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.62)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:12.282248,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:13.397062,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 23.92857142857143)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:14.445764,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 40.0, 28.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:15.454601,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 38.0, 27.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:16.443544,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 38.0, 27.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:17.393909,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 38.0, 27.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:18.342708,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 38.0, 27.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:19.308684,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 38.0, 27.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:20.365711,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 38.0, 27.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:21.411325,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 38.0, 27.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:22.467390,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 38.0, 27.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:23.390827,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:24.324319,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:25.398535,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:26.326388,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:27.316187,"(2.05, 2.8, 2.44)","(15.0, 24.0, 18.3)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:28.376740,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:29.400279,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:30.404479,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:31.382302,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:32.263489,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:33.175288,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:34.189364,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:35.206374,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:36.135542,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:37.028560,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:38.031172,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:39.010685,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:40.032161,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:41.110262,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:42.197405,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:43.174774,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:44.145055,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:45.111267,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.6885714285714286)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:46.005382,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:46.919473,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:48.015567,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:49.028239,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:49.913890,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:50.865007,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:51.853226,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:52.742005,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.142857142857142)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:53.688751,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.166666666666664)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:54.735057,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.166666666666664)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:55.755179,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.166666666666664)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:56.678301,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.166666666666664)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:57.636940,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.166666666666664)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:58.552790,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.0)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:42:59.565138,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.0)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:00.566391,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.0)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:01.629465,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.0)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:02.631143,"(2.05, 2.8, 2.44)","(15.0, 24.0, 20.0)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:03.739816,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:04.813427,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:05.796279,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:06.756723,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:07.767110,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:08.857703,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:09.878699,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:10.975202,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:12.011284,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:13.005982,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:14.019153,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:14.977697,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:16.062138,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:17.194440,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
06-01-2023 16:43:18.360956,"(2.05, 2.8, 2.44)","(15.0, 24.0, 21.923076923076923)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.818)","(8.0, 12.5, 9.9375)","(21.0, 48.0, 31.5)"
