,Claudys Secret,Southwind Chloe,Miss Avenger,Kyvalley Anthony,Grumpee,Romantic Nina
06-01-2023 16:46:04.147314,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.154545454545454)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:05.160172,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.154545454545454)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:06.226569,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.154545454545454)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:07.235666,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 26.75)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:08.237017,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:09.281398,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:10.395212,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:11.448077,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:12.514536,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:13.536540,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:14.603158,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:15.650914,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:16.684043,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:17.726609,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.53846153846154)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:18.833921,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(18.0, 36.0, 32.83333333333333)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:19.918173,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(18.0, 36.0, 32.83333333333333)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:20.900493,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(18.0, 36.0, 32.83333333333333)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:21.904257,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(18.0, 36.0, 32.83333333333333)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:22.941527,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(18.0, 36.0, 32.83333333333333)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:23.985720,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(18.0, 36.0, 32.83333333333333)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:25.062387,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:26.135320,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:27.209481,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:28.281633,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:29.279529,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(18.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:30.244597,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.0)"
06-01-2023 16:46:31.318950,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.666666666666664)"
06-01-2023 16:46:32.410646,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 21.6)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.666666666666664)"
06-01-2023 16:46:33.438512,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.1)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 44.666666666666664)"
06-01-2023 16:46:34.491204,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.1)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 35.33333333333333)"
06-01-2023 16:46:35.625444,"(2.05, 2.52, 2.3755555555555556)","(15.0, 25.0, 23.1)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 35.33333333333333)"
06-01-2023 16:46:36.619456,"(2.05, 2.56, 2.5300000000000002)","(15.0, 25.0, 23.1)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 35.33333333333333)"
06-01-2023 16:46:37.605200,"(2.05, 2.58, 2.548)","(15.0, 25.0, 23.1)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 35.33333333333333)"
06-01-2023 16:46:38.691350,"(2.05, 2.62, 2.552)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 35.33333333333333)"
06-01-2023 16:46:39.739016,"(2.05, 2.62, 2.552)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.31111111111111)","(26.0, 50.0, 35.33333333333333)"
06-01-2023 16:46:40.797866,"(2.05, 2.62, 2.513333333333333)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.0, 10.8875)","(26.0, 50.0, 35.33333333333333)"
06-01-2023 16:46:41.822113,"(2.05, 2.62, 2.513333333333333)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 34.84210526315789)"
06-01-2023 16:46:42.877392,"(2.05, 2.62, 2.513333333333333)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 34.84210526315789)"
06-01-2023 16:46:43.911824,"(2.05, 2.62, 2.513333333333333)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 34.84210526315789)"
06-01-2023 16:46:45.033618,"(2.05, 2.62, 2.58)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 34.84210526315789)"
06-01-2023 16:46:46.085415,"(2.05, 2.62, 2.54)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 34.84210526315789)"
06-01-2023 16:46:47.041944,"(2.05, 2.62, 2.54)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:46:48.145813,"(2.05, 2.62, 2.54)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:46:49.300744,"(2.05, 2.62, 2.54)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:46:50.344683,"(2.05, 2.62, 2.54)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:46:51.398298,"(2.05, 2.62, 2.54)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:46:52.539818,"(2.05, 2.62, 2.54)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:46:53.617397,"(2.05, 2.62, 2.54)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:46:54.569221,"(2.05, 2.62, 2.54)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:46:55.726744,"(2.05, 2.62, 2.54)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:46:56.805617,"(2.05, 2.62, 2.54)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:46:57.881703,"(2.05, 2.62, 2.54)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:46:58.958524,"(2.05, 2.62, 2.54)","(15.0, 25.0, 22.0)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:00.097541,"(2.05, 2.62, 2.54)","(15.0, 25.0, 21.8)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:01.128658,"(2.05, 2.62, 2.54)","(15.0, 25.0, 21.8)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:02.199723,"(2.05, 2.62, 2.54)","(15.0, 25.0, 21.8)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:03.229187,"(2.05, 2.62, 2.54)","(15.0, 25.0, 21.8)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:04.214396,"(2.05, 2.62, 2.54)","(15.0, 25.0, 21.8)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:05.327198,"(2.05, 2.62, 2.54)","(15.0, 25.0, 21.8)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:06.447209,"(2.05, 2.62, 2.54)","(15.0, 25.0, 21.8)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:07.376183,"(2.05, 2.62, 2.54)","(15.0, 25.0, 21.8)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:08.430785,"(2.05, 2.62, 2.54)","(15.0, 25.0, 21.8)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:09.540863,"(2.05, 2.62, 2.54)","(15.0, 25.0, 21.8)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:10.549275,"(2.05, 2.62, 2.54)","(15.0, 25.0, 21.8)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:11.580166,"(2.05, 2.62, 2.54)","(15.0, 25.0, 23.53846153846154)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:12.694274,"(2.05, 2.62, 2.54)","(15.0, 25.0, 23.53846153846154)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:13.800298,"(2.05, 2.62, 2.54)","(15.0, 25.0, 23.53846153846154)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:14.869428,"(2.05, 2.62, 2.54)","(15.0, 25.0, 23.53846153846154)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:15.904474,"(2.05, 2.62, 2.54)","(15.0, 25.0, 23.53846153846154)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:16.968543,"(2.05, 2.62, 2.54)","(15.0, 25.0, 23.53846153846154)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:17.949824,"(2.05, 2.62, 2.54)","(15.0, 25.0, 23.53846153846154)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:19.027876,"(2.05, 2.62, 2.54)","(15.0, 25.0, 23.53846153846154)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:20.099945,"(2.05, 2.62, 2.54)","(15.0, 25.0, 23.53846153846154)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:21.146215,"(2.05, 2.62, 2.54)","(15.0, 25.0, 23.53846153846154)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:22.254336,"(2.05, 2.62, 2.54)","(15.0, 25.0, 23.53846153846154)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 10.8875)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:23.402026,"(2.05, 2.62, 2.54)","(17.0, 25.0, 23.53846153846154)","(20.0, 36.0, 31.5)","(1.95, 3.1, 2.656)","(8.0, 12.5, 7.705882352941176)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:24.429358,"(2.05, 2.82, 2.66)","(17.0, 25.0, 23.53846153846154)","(20.0, 40.0, 35.6)","(1.95, 3.1, 2.656)","(8.0, 8.2, 10.866666666666667)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:25.431328,"(2.05, 2.82, 2.66)","(17.0, 25.0, 23.53846153846154)","(20.0, 40.0, 35.6)","(1.95, 3.1, 2.656)","(8.0, 12.5, 11.36923076923077)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:26.487676,"(2.05, 2.82, 2.66)","(17.0, 25.0, 23.53846153846154)","(20.0, 40.0, 35.6)","(1.95, 3.1, 2.656)","(8.0, 12.5, 11.36923076923077)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:27.572676,"(2.05, 2.82, 2.66)","(17.0, 25.0, 23.53846153846154)","(20.0, 40.0, 35.6)","(1.95, 3.1, 2.656)","(8.0, 12.5, 9.68)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:28.856656,"(2.05, 2.82, 2.66)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.6)","(1.95, 3.1, 2.8866666666666667)","(8.0, 12.5, 9.68)","(26.0, 50.0, 29.428571428571427)"
06-01-2023 16:47:30.090514,"(2.05, 2.82, 2.66)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.6)","(1.95, 3.15, 2.8866666666666667)","(8.0, 12.5, 9.68)","(26.0, 50.0, 27.846153846153847)"
06-01-2023 16:47:31.321101,"(2.05, 2.82, 2.66)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.6)","(1.95, 3.15, 2.8866666666666667)","(8.0, 12.5, 9.68)","(26.0, 50.0, 27.846153846153847)"
06-01-2023 16:47:32.501960,"(2.05, 2.82, 2.66)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.6)","(1.95, 3.15, 2.8866666666666667)","(8.0, 12.5, 9.68)","(26.0, 50.0, 27.846153846153847)"
06-01-2023 16:47:33.748119,"(2.05, 2.82, 2.66)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.6)","(1.95, 3.15, 2.8866666666666667)","(8.0, 12.5, 9.68)","(26.0, 50.0, 27.846153846153847)"
06-01-2023 16:47:35.036980,"(2.05, 2.82, 2.66)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.6)","(1.95, 3.15, 2.8866666666666667)","(8.0, 12.5, 9.68)","(26.0, 50.0, 27.846153846153847)"
06-01-2023 16:47:36.240183,"(2.05, 2.82, 2.66)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 35.6)","(1.95, 3.15, 2.8866666666666667)","(8.0, 12.5, 9.68)","(26.0, 50.0, 27.846153846153847)"
06-01-2023 16:47:37.496471,"(2.05, 2.82, 2.66)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 35.6)","(1.95, 3.15, 2.8866666666666667)","(8.0, 12.5, 9.68)","(26.0, 50.0, 27.846153846153847)"
06-01-2023 16:47:38.686768,"(2.05, 2.82, 2.66)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 35.6)","(1.95, 3.15, 2.8866666666666667)","(8.0, 12.5, 9.0)","(26.0, 50.0, 33.333333333333336)"
06-01-2023 16:47:39.920817,"(2.05, 2.82, 2.66)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 35.6)","(1.95, 3.15, 2.8866666666666667)","(8.0, 12.0, 9.0)","(26.0, 48.0, 31.5)"
06-01-2023 16:47:41.148571,"(2.05, 2.82, 2.66)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 35.6)","(1.95, 3.15, 2.8866666666666667)","(8.0, 12.0, 9.0)","(26.0, 48.0, 32.666666666666664)"
06-01-2023 16:47:42.255578,"(2.05, 2.82, 2.66)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 35.6)","(1.95, 3.15, 2.8533333333333335)","(8.0, 12.0, 9.0)","(26.0, 46.0, 32.666666666666664)"
06-01-2023 16:47:43.542319,"(2.05, 3.0, 2.76)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 35.6)","(1.95, 3.1, 2.8533333333333335)","(8.0, 12.0, 10.95)","(26.0, 46.0, 32.666666666666664)"
06-01-2023 16:47:44.730524,"(2.05, 3.0, 2.76)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 35.6)","(1.95, 3.1, 2.8533333333333335)","(8.0, 12.0, 9.75)","(26.0, 46.0, 30.0)"
06-01-2023 16:47:45.833269,"(2.05, 3.0, 2.76)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 35.6)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 30.0)"
06-01-2023 16:47:46.937662,"(2.05, 3.0, 2.76)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 35.6)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 30.0)"
06-01-2023 16:47:48.003699,"(2.05, 3.0, 2.76)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 35.6)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 30.0)"
06-01-2023 16:47:49.088826,"(2.05, 3.0, 2.76)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 37.3125)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 30.0)"
06-01-2023 16:47:50.181110,"(2.05, 3.0, 2.76)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 34.75)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 38.75)"
06-01-2023 16:47:51.230131,"(2.05, 3.0, 2.76)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 34.75)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 38.75)"
06-01-2023 16:47:52.261832,"(2.05, 3.0, 2.76)","(17.0, 25.0, 22.285714285714285)","(20.0, 40.0, 34.75)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 38.75)"
06-01-2023 16:47:53.635028,"(2.05, 3.0, 2.76)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.8)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 38.75)"
06-01-2023 16:47:54.779169,"(2.05, 3.0, 2.76)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.8)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 38.75)"
06-01-2023 16:47:55.782910,"(2.05, 3.0, 2.76)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.8)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 38.75)"
06-01-2023 16:47:56.992996,"(2.05, 3.0, 2.76)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.8)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 30.0)"
06-01-2023 16:47:58.125649,"(2.05, 3.0, 2.76)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.8)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 30.0)"
06-01-2023 16:47:59.235493,"(2.05, 3.0, 2.76)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.8)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 30.0)"
06-01-2023 16:48:00.370711,"(2.05, 3.0, 2.76)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.8)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 9.75)","(26.0, 44.0, 30.0)"
06-01-2023 16:48:01.512543,"(2.05, 3.0, 2.76)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.8)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 10.5)","(26.0, 44.0, 30.0)"
06-01-2023 16:48:02.594027,"(2.05, 3.0, 2.76)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.8)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 10.5)","(26.0, 44.0, 30.0)"
06-01-2023 16:48:03.716259,"(2.05, 3.0, 2.76)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.8)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 10.5)","(26.0, 44.0, 30.0)"
06-01-2023 16:48:04.893194,"(2.05, 3.0, 2.76)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.8)","(1.95, 3.1, 2.8533333333333335)","(8.0, 11.5, 10.5)","(26.0, 44.0, 30.0)"
06-01-2023 16:48:06.007650,"(2.05, 3.0, 2.76)","(17.0, 25.0, 21.6)","(20.0, 40.0, 35.8)","(1.95, 3.1, 2.82)","(8.0, 11.5, 10.18)","(26.0, 44.0, 30.0)"
