,Game One,Stone Cold Blue,Set Sail,Lady Mcbeth,Flying Yumi,Tiger Vision,Flying Star
08-01-2023 17:40:38.621052,"(4.6, 8.2, 6.76)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 3.526792452830189)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 53.4)","(21.0, 95.0, 36.666666666666664)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:39.772836,"(4.6, 8.2, 6.688888888888888)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 3.34)","(41.0, 130.0, 42.888888888888886)","(31.0, 210.0, 118.0)","(21.0, 95.0, 36.666666666666664)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:41.044404,"(4.6, 8.2, 6.688888888888888)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 118.0)","(21.0, 95.0, 36.666666666666664)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:42.305989,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 118.0)","(21.0, 95.0, 36.666666666666664)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:43.515065,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 118.0)","(21.0, 95.0, 36.666666666666664)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:44.669832,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 210.0, 121.0)","(21.0, 95.0, 34.166666666666664)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:45.879385,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 119.0)","(21.0, 95.0, 37.5)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:47.121502,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 120.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:48.241633,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 120.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:49.337482,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 120.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:50.435876,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 120.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:51.599621,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 120.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:52.657507,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 120.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:53.803000,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 120.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:54.943604,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 120.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:56.058395,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 120.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:57.259828,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 120.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:58.437329,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 120.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:40:59.602636,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 120.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:41:00.774665,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 42.888888888888886)","(31.0, 200.0, 120.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:41:01.989434,"(4.6, 8.2, 7.0)","(3.1, 5.2, 3.677142857142857)","(2.8, 4.0, 2.9669565217391303)","(41.0, 130.0, 46.44444444444444)","(31.0, 200.0, 57.0)","(21.0, 95.0, 38.333333333333336)","(3.1, 5.2, 4.259375)"
08-01-2023 17:41:03.152699,"(4.6, 8.2, 7.0)","(3.1, 5.2, 4.904999999999999)","(2.8, 4.0, 3.435)","(41.0, 130.0, 52.8)","(31.0, 210.0, 93.33333333333334)","(21.0, 95.0, 48.0)","(3.1, 5.2, 4.895)"
08-01-2023 17:41:04.293377,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.904999999999999)","(2.8, 3.95, 3.435)","(41.0, 120.0, 52.8)","(31.0, 200.0, 93.33333333333334)","(21.0, 90.0, 48.0)","(3.1, 5.1, 4.985)"
08-01-2023 17:41:05.487259,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.904999999999999)","(2.8, 3.95, 3.435)","(41.0, 120.0, 52.8)","(31.0, 200.0, 93.33333333333334)","(21.0, 90.0, 48.0)","(3.1, 5.2, 4.985)"
08-01-2023 17:41:06.675794,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.904999999999999)","(2.8, 3.95, 3.435)","(41.0, 120.0, 52.8)","(31.0, 200.0, 93.33333333333334)","(21.0, 90.0, 48.0)","(3.1, 5.2, 4.985)"
08-01-2023 17:41:07.807885,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.904999999999999)","(2.8, 3.95, 3.435)","(41.0, 120.0, 52.8)","(31.0, 200.0, 169.45454545454547)","(21.0, 90.0, 76.4)","(3.1, 5.2, 4.985)"
08-01-2023 17:41:08.941787,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.904999999999999)","(2.8, 3.95, 3.435)","(41.0, 120.0, 52.8)","(31.0, 200.0, 169.45454545454547)","(21.0, 90.0, 76.4)","(3.1, 5.2, 4.985)"
08-01-2023 17:41:10.122193,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.904999999999999)","(2.8, 3.95, 3.435)","(41.0, 120.0, 52.8)","(31.0, 200.0, 97.0)","(21.0, 90.0, 48.66666666666667)","(3.1, 5.2, 4.985)"
08-01-2023 17:41:11.245582,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.904999999999999)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 97.0)","(21.0, 90.0, 45.33333333333333)","(3.1, 5.2, 4.985)"
08-01-2023 17:41:12.436214,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.904999999999999)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 97.0)","(21.0, 90.0, 45.33333333333333)","(3.1, 5.2, 4.985)"
08-01-2023 17:41:13.604355,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.904999999999999)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 97.0)","(21.0, 90.0, 45.33333333333333)","(3.1, 5.2, 4.985)"
08-01-2023 17:41:14.839781,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.904999999999999)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 97.0)","(21.0, 90.0, 45.33333333333333)","(3.1, 5.2, 4.985)"
08-01-2023 17:41:16.241528,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.904999999999999)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 76.0)","(21.0, 90.0, 45.33333333333333)","(3.1, 5.2, 4.985)"
08-01-2023 17:41:17.660067,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.9642857142857135)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 76.0)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 5.0600000000000005)"
08-01-2023 17:41:18.969075,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.835714285714285)","(2.8, 3.95, 3.435)","(41.0, 120.0, 84.0)","(31.0, 160.0, 77.33333333333334)","(21.0, 90.0, 84.41666666666666)","(3.1, 5.2, 4.907142857142857)"
08-01-2023 17:41:20.343510,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.894444444444444)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 77.33333333333334)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.972222222222222)"
08-01-2023 17:41:21.688684,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.225)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 77.33333333333334)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.225)"
08-01-2023 17:41:22.947547,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.225)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 77.33333333333334)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.225)"
08-01-2023 17:41:24.182857,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.225)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 77.33333333333334)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.225)"
08-01-2023 17:41:25.412592,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.225)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 60.8)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.225)"
08-01-2023 17:41:26.633837,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.225)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 60.8)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.225)"
08-01-2023 17:41:27.841322,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.225)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 60.8)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.225)"
08-01-2023 17:41:29.019480,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.225)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 60.8)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.225)"
08-01-2023 17:41:30.208300,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.225)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 60.8)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.225)"
08-01-2023 17:41:31.493448,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.225)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 59.2)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.225)"
08-01-2023 17:41:32.707845,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.225)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 59.2)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.225)"
08-01-2023 17:41:33.905607,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.225)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 59.2)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.225)"
08-01-2023 17:41:35.258617,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.225)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 59.2)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.225)"
08-01-2023 17:41:36.516645,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.225)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 59.2)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 4.225)"
08-01-2023 17:41:38.109279,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.9409090909090905)","(2.8, 3.95, 3.435)","(41.0, 120.0, 78.0)","(31.0, 160.0, 59.2)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 5.0227272727272725)"
08-01-2023 17:41:39.381589,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.9409090909090905)","(2.8, 3.95, 3.435)","(41.0, 120.0, 88.36363636363637)","(31.0, 160.0, 59.2)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 5.0227272727272725)"
08-01-2023 17:41:40.651300,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.9409090909090905)","(2.8, 3.95, 3.036363636363636)","(41.0, 100.0, 88.36363636363637)","(31.0, 160.0, 59.2)","(21.0, 90.0, 79.6923076923077)","(3.1, 5.2, 5.0227272727272725)"
08-01-2023 17:41:41.845756,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.9409090909090905)","(2.8, 4.2, 3.01)","(41.0, 100.0, 75.2)","(31.0, 160.0, 48.0)","(21.0, 90.0, 73.5)","(3.1, 5.2, 5.0227272727272725)"
08-01-2023 17:41:43.017939,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.9409090909090905)","(2.8, 4.0, 3.435)","(41.0, 100.0, 60.0)","(31.0, 160.0, 48.0)","(21.0, 90.0, 46.66666666666667)","(3.1, 5.2, 5.0227272727272725)"
08-01-2023 17:41:44.226930,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.9409090909090905)","(2.8, 3.95, 3.51)","(41.0, 100.0, 60.0)","(31.0, 160.0, 48.0)","(21.0, 90.0, 46.66666666666667)","(3.1, 5.2, 5.0227272727272725)"
08-01-2023 17:41:45.464838,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.9409090909090905)","(2.8, 4.1, 3.51)","(41.0, 100.0, 60.0)","(31.0, 160.0, 48.0)","(21.0, 90.0, 46.66666666666667)","(3.1, 5.2, 5.0227272727272725)"
08-01-2023 17:41:46.548149,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.9409090909090905)","(2.8, 4.1, 3.51)","(41.0, 100.0, 60.0)","(31.0, 160.0, 48.0)","(21.0, 90.0, 46.66666666666667)","(3.1, 5.2, 5.0227272727272725)"
08-01-2023 17:41:47.662056,"(4.6, 8.0, 7.6125)","(3.1, 5.1, 4.9409090909090905)","(2.8, 4.1, 3.51)","(41.0, 100.0, 60.0)","(31.0, 160.0, 48.0)","(21.0, 90.0, 46.66666666666667)","(3.1, 5.2, 4.96875)"
08-01-2023 17:41:48.821024,"(4.6, 6.8, 6.5625)","(3.1, 5.1, 4.8307692307692305)","(2.8, 4.1, 3.301111111111111)","(41.0, 100.0, 60.0)","(31.0, 160.0, 87.0)","(21.0, 90.0, 77.0)","(3.1, 5.2, 4.616666666666667)"
08-01-2023 17:41:49.900242,"(4.6, 6.8, 6.6)","(3.1, 5.1, 4.88)","(2.8, 3.9, 3.301111111111111)","(41.0, 100.0, 60.0)","(31.0, 140.0, 69.33333333333334)","(21.0, 90.0, 77.0)","(3.1, 5.2, 5.086666666666667)"
08-01-2023 17:41:51.083941,"(4.6, 6.8, 6.375)","(3.1, 5.1, 4.744444444444444)","(2.8, 3.85, 3.18)","(41.0, 100.0, 60.0)","(31.0, 140.0, 69.33333333333334)","(21.0, 90.0, 77.0)","(3.1, 5.2, 5.021052631578947)"
08-01-2023 17:41:52.255299,"(4.6, 6.8, 6.611111111111111)","(3.1, 5.1, 4.766666666666667)","(2.8, 3.7, 3.47375)","(41.0, 100.0, 60.0)","(31.0, 140.0, 69.33333333333334)","(21.0, 90.0, 82.77777777777777)","(3.1, 5.2, 5.021052631578947)"
08-01-2023 17:41:53.498304,"(4.6, 6.8, 6.611111111111111)","(3.1, 5.1, 5.009677419354839)","(2.8, 3.55, 3.0664516129032258)","(41.0, 100.0, 60.0)","(31.0, 140.0, 69.33333333333334)","(21.0, 90.0, 77.0)","(3.1, 5.2, 5.072)"
08-01-2023 17:41:54.602382,"(4.6, 6.8, 6.611111111111111)","(3.1, 5.1, 5.012903225806451)","(2.8, 3.5, 3.0438709677419356)","(41.0, 100.0, 46.0)","(31.0, 140.0, 69.33333333333334)","(21.0, 90.0, 65.0)","(3.1, 5.2, 5.089655172413793)"
08-01-2023 17:41:55.629402,"(4.6, 6.8, 6.611111111111111)","(3.1, 5.1, 4.995833333333334)","(2.8, 3.4, 3.0438709677419356)","(41.0, 100.0, 46.0)","(31.0, 140.0, 69.33333333333334)","(21.0, 90.0, 65.0)","(3.1, 5.2, 5.08)"
08-01-2023 17:41:56.752431,"(4.6, 6.8, 6.611111111111111)","(3.1, 5.1, 5.003846153846153)","(2.8, 3.4, 3.0438709677419356)","(41.0, 100.0, 46.0)","(31.0, 140.0, 69.33333333333334)","(21.0, 90.0, 65.0)","(3.1, 5.2, 4.9363636363636365)"
08-01-2023 17:41:57.910127,"(4.6, 6.8, 6.611111111111111)","(3.1, 5.1, 5.003846153846153)","(2.8, 3.35, 2.9985714285714287)","(41.0, 100.0, 46.0)","(31.0, 140.0, 69.33333333333334)","(21.0, 90.0, 65.0)","(3.1, 5.2, 5.088)"
08-01-2023 17:41:59.089944,"(4.6, 6.8, 6.611111111111111)","(3.1, 5.1, 4.833333333333333)","(2.8, 3.35, 2.9985714285714287)","(41.0, 100.0, 46.0)","(31.0, 140.0, 69.33333333333334)","(21.0, 90.0, 77.0)","(3.1, 5.2, 5.1)"
08-01-2023 17:42:00.242329,"(4.6, 6.8, 6.611111111111111)","(3.1, 5.1, 5.05)","(2.8, 3.35, 2.9985714285714287)","(41.0, 100.0, 46.0)","(31.0, 140.0, 69.33333333333334)","(21.0, 90.0, 71.15384615384616)","(3.1, 5.2, 6.1000000000000005)"
08-01-2023 17:42:01.278596,"(4.6, 6.8, 6.516666666666667)","(3.1, 6.2, 6.1)","(2.8, 3.35, 2.9985714285714287)","(41.0, 100.0, 46.0)","(31.0, 140.0, 69.33333333333334)","(21.0, 100.0, 71.15384615384616)","(3.1, 6.4, 6.2)"
08-01-2023 17:42:02.393919,"(4.6, 6.8, 6.516666666666667)","(3.1, 6.2, 6.009090909090909)","(2.8, 3.35, 2.9564)","(41.0, 100.0, 46.0)","(31.0, 140.0, 69.33333333333334)","(21.0, 100.0, 71.15384615384616)","(3.1, 6.4, 6.2)"
08-01-2023 17:42:03.653787,"(4.6, 6.8, 6.516666666666667)","(3.1, 6.2, 6.009090909090909)","(2.8, 3.35, 2.9564)","(41.0, 100.0, 46.0)","(31.0, 140.0, 69.33333333333334)","(21.0, 100.0, 71.15384615384616)","(3.1, 6.4, 6.2)"
08-01-2023 17:42:04.754643,"(4.6, 6.8, 6.516666666666667)","(3.1, 6.2, 6.009090909090909)","(2.8, 3.35, 2.9564)","(41.0, 100.0, 67.5)","(31.0, 140.0, 69.33333333333334)","(21.0, 100.0, 60.294117647058826)","(3.1, 6.4, 6.2)"
08-01-2023 17:42:05.793905,"(4.6, 6.8, 6.516666666666667)","(3.1, 6.2, 6.009090909090909)","(2.8, 3.35, 2.9564)","(41.0, 95.0, 73.33333333333334)","(31.0, 140.0, 51.2)","(21.0, 100.0, 44.5)","(3.1, 6.4, 6.312280701754386)"
08-01-2023 17:42:06.938795,"(4.6, 6.8, 6.516666666666667)","(3.1, 6.0, 5.457142857142857)","(2.8, 3.35, 2.9564)","(41.0, 90.0, 73.33333333333334)","(31.0, 120.0, 51.2)","(21.0, 100.0, 44.5)","(3.1, 6.4, 6.312280701754386)"
08-01-2023 17:42:08.311632,"(4.6, 6.8, 6.516666666666667)","(3.1, 6.0, 5.736363636363636)","(2.8, 3.35, 2.9564)","(41.0, 90.0, 62.5)","(31.0, 120.0, 46.285714285714285)","(21.0, 100.0, 69.72727272727272)","(3.1, 6.4, 6.312280701754386)"
08-01-2023 17:42:09.559309,"(4.6, 6.8, 6.45)","(3.1, 5.9, 5.554545454545455)","(2.8, 3.35, 2.9564)","(41.0, 85.0, 72.0)","(31.0, 120.0, 46.285714285714285)","(21.0, 100.0, 69.72727272727272)","(3.1, 6.4, 6.111764705882353)"
08-01-2023 17:42:10.751788,"(4.6, 6.8, 6.45)","(3.1, 5.7, 5.463636363636363)","(2.8, 3.35, 2.9564)","(41.0, 80.0, 72.0)","(31.0, 120.0, 44.85714285714286)","(21.0, 100.0, 69.72727272727272)","(3.1, 6.4, 6.208)"
08-01-2023 17:42:12.015283,"(4.6, 6.8, 6.45)","(3.1, 5.6, 5.463636363636363)","(2.8, 3.35, 2.9564)","(41.0, 80.0, 72.0)","(31.0, 110.0, 39.5)","(21.0, 100.0, 56.81481481481481)","(3.1, 6.4, 5.84)"
08-01-2023 17:42:13.315708,"(4.6, 6.8, 6.45)","(3.1, 5.6, 5.3)","(2.8, 3.35, 2.9564)","(41.0, 80.0, 72.0)","(31.0, 100.0, 39.5)","(21.0, 90.0, 56.81481481481481)","(3.1, 6.0, 5.84)"
08-01-2023 17:42:14.662683,"(4.6, 6.8, 5.948648648648648)","(3.1, 5.6, 4.946666666666666)","(2.8, 3.35, 2.9564)","(41.0, 75.0, 72.08333333333333)","(31.0, 100.0, 65.42857142857143)","(21.0, 90.0, 49.90909090909091)","(3.1, 6.0, 4.866666666666666)"
08-01-2023 17:42:15.865930,"(4.6, 6.8, 5.948648648648648)","(3.1, 5.6, 4.946666666666666)","(2.8, 3.35, 2.9564)","(41.0, 75.0, 72.08333333333333)","(31.0, 100.0, 77.57142857142857)","(21.0, 90.0, 60.6)","(3.1, 6.0, 4.9799999999999995)"
08-01-2023 17:42:17.043093,"(4.6, 6.8, 5.948648648648648)","(3.1, 5.6, 4.9)","(2.8, 3.35, 2.9564)","(41.0, 75.0, 72.08333333333333)","(31.0, 95.0, 55.53846153846153)","(21.0, 90.0, 67.94999999999999)","(3.1, 6.0, 4.677777777777778)"
08-01-2023 17:42:18.327546,"(4.6, 6.8, 6.1152173913043475)","(3.1, 5.6, 4.677941176470588)","(2.8, 3.35, 2.9564)","(41.0, 70.0, 67.5)","(31.0, 90.0, 72.76923076923077)","(21.0, 90.0, 67.94999999999999)","(3.1, 6.0, 4.585714285714285)"
08-01-2023 17:42:19.582772,"(4.6, 6.8, 6.1152173913043475)","(3.1, 5.5, 4.923076923076923)","(2.8, 3.35, 2.9564)","(41.0, 70.0, 67.5)","(31.0, 90.0, 72.76923076923077)","(21.0, 90.0, 67.94999999999999)","(3.1, 5.8, 4.585714285714285)"
08-01-2023 17:42:20.903863,"(4.6, 6.8, 6.1152173913043475)","(3.1, 5.4, 5.16)","(2.8, 3.35, 2.9564)","(41.0, 70.0, 61.875)","(31.0, 90.0, 71.63636363636363)","(21.0, 90.0, 67.94999999999999)","(3.1, 5.8, 4.585714285714285)"
08-01-2023 17:42:22.021381,"(4.6, 6.8, 6.1152173913043475)","(3.1, 5.4, 5.16)","(2.8, 3.35, 2.9564)","(41.0, 65.0, 61.875)","(31.0, 80.0, 68.5)","(21.0, 90.0, 67.94999999999999)","(3.1, 5.8, 4.585714285714285)"
08-01-2023 17:42:23.167239,"(4.6, 6.8, 6.1152173913043475)","(3.1, 5.4, 5.16)","(2.8, 3.35, 2.9564)","(41.0, 65.0, 61.875)","(31.0, 80.0, 68.5)","(21.0, 90.0, 67.94999999999999)","(3.1, 5.8, 4.585714285714285)"
08-01-2023 17:42:24.329692,"(4.6, 6.8, 6.1152173913043475)","(3.1, 5.4, 5.16)","(2.8, 3.35, 2.9564)","(41.0, 65.0, 53.5)","(31.0, 80.0, 63.57142857142857)","(21.0, 90.0, 67.94999999999999)","(3.1, 5.8, 4.585714285714285)"
08-01-2023 17:42:25.489027,"(4.6, 6.8, 6.1152173913043475)","(3.1, 5.4, 5.16)","(2.8, 3.35, 2.9564)","(41.0, 65.0, 53.5)","(31.0, 80.0, 63.57142857142857)","(21.0, 90.0, 67.94999999999999)","(3.1, 5.8, 4.585714285714285)"
08-01-2023 17:42:26.549446,"(4.6, 6.8, 5.873529411764705)","(3.1, 5.4, 5.085714285714286)","(2.8, 3.35, 2.9564)","(41.0, 65.0, 53.5)","(31.0, 80.0, 63.57142857142857)","(21.0, 90.0, 31.2)","(3.1, 5.8, 4.585714285714285)"
08-01-2023 17:42:27.646569,"(4.6, 6.4, 6.094444444444445)","(3.1, 5.2, 4.7)","(2.8, 3.35, 2.9564)","(41.0, 60.0, 56.4)","(31.0, 80.0, 63.57142857142857)","(21.0, 90.0, 32.13333333333333)","(3.1, 5.8, 4.585714285714285)"
08-01-2023 17:42:28.799399,"(4.6, 6.0, 5.95)","(3.1, 5.0, 4.723076923076923)","(2.8, 3.35, 2.9564)","(41.0, 60.0, 56.4)","(31.0, 80.0, 63.57142857142857)","(21.0, 90.0, 64.47058823529412)","(3.1, 5.8, 4.819230769230769)"
08-01-2023 17:42:29.902285,"(4.6, 5.9, 5.639130434782609)","(3.1, 4.9, 4.4)","(2.8, 3.35, 2.9564)","(41.0, 60.0, 50.0)","(31.0, 80.0, 63.57142857142857)","(21.0, 90.0, 49.33333333333333)","(3.1, 5.8, 4.819230769230769)"
08-01-2023 17:42:31.005763,"(4.6, 5.9, 5.639130434782609)","(3.1, 4.7, 4.3076923076923075)","(2.8, 3.35, 2.9564)","(41.0, 60.0, 52.5)","(31.0, 80.0, 63.57142857142857)","(21.0, 90.0, 49.33333333333333)","(3.1, 5.8, 4.808333333333334)"
08-01-2023 17:42:32.152191,"(4.6, 5.9, 5.639130434782609)","(3.1, 4.7, 4.3076923076923075)","(2.8, 3.35, 2.9692857142857143)","(41.0, 60.0, 52.5)","(31.0, 80.0, 63.57142857142857)","(21.0, 90.0, 61.53333333333333)","(3.1, 5.8, 5.168571428571428)"
