,Taking A Toll,Zamboras Girl,Kouta Marjen,Dance Mode,Mr Larson,Long Way Home
12-01-2023 14:48:52.104243,"(10.0, 22.0, 20.5)","(5.5, 8.2, 7.6)","(2.3, 2.36, 2.303157894736842)","(6.0, 15.0, 14.88888888888889)","(5.0, 8.2, 7.814285714285714)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:48:53.027439,"(10.0, 22.0, 20.5)","(5.5, 8.2, 7.6)","(2.2, 2.34, 2.304516129032258)","(6.0, 15.0, 14.88888888888889)","(5.0, 8.2, 7.814285714285714)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:48:53.952415,"(10.0, 20.0, 19.857142857142858)","(5.5, 8.2, 7.6)","(2.2, 2.34, 2.304516129032258)","(6.0, 14.5, 14.444444444444445)","(5.0, 8.2, 7.814285714285714)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:48:54.917093,"(10.0, 20.0, 19.857142857142858)","(5.5, 8.2, 7.6)","(2.2, 2.34, 2.304516129032258)","(6.0, 16.0, 15.777777777777779)","(5.0, 8.2, 7.545454545454546)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:48:55.895003,"(10.0, 20.0, 19.857142857142858)","(5.5, 8.2, 7.6)","(2.2, 2.36, 2.2933333333333334)","(6.0, 16.0, 15.777777777777779)","(5.0, 8.2, 7.88235294117647)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:48:56.918090,"(10.0, 23.0, 22.0)","(5.5, 8.0, 7.345454545454546)","(2.2, 2.36, 2.303157894736842)","(6.0, 16.0, 15.777777777777779)","(5.0, 8.2, 7.814285714285714)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:48:57.857791,"(10.0, 23.0, 21.18181818181818)","(5.5, 8.0, 7.133333333333333)","(2.2, 2.36, 2.303157894736842)","(6.0, 16.0, 15.777777777777779)","(5.0, 8.2, 7.8625)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:48:58.760011,"(10.0, 23.0, 21.18181818181818)","(5.5, 8.0, 7.072727272727272)","(2.2, 2.28, 2.2696296296296294)","(6.0, 16.0, 15.777777777777779)","(5.0, 8.2, 7.8625)","(4.4, 6.0, 5.591666666666667)"
12-01-2023 14:48:59.686407,"(10.0, 23.0, 20.714285714285715)","(5.5, 7.8, 7.633333333333333)","(2.2, 2.28, 2.272)","(6.0, 16.5, 16.22222222222222)","(5.0, 8.2, 7.8625)","(4.4, 6.0, 5.591666666666667)"
12-01-2023 14:49:00.631802,"(10.0, 23.0, 20.714285714285715)","(5.5, 7.8, 7.425)","(2.2, 2.28, 2.272)","(6.0, 16.5, 16.22222222222222)","(5.0, 8.2, 7.8625)","(4.4, 6.0, 5.591666666666667)"
12-01-2023 14:49:01.574638,"(10.0, 23.0, 20.714285714285715)","(5.5, 7.8, 7.425)","(2.2, 2.28, 2.272)","(6.0, 16.5, 16.25)","(5.0, 8.2, 7.91578947368421)","(4.4, 6.0, 5.591666666666667)"
12-01-2023 14:49:02.581006,"(10.0, 22.0, 21.1)","(5.5, 7.8, 7.5)","(2.2, 2.28, 2.272)","(6.0, 16.5, 16.25)","(5.0, 8.2, 7.872727272727272)","(4.4, 6.0, 5.591666666666667)"
12-01-2023 14:49:03.555544,"(10.0, 22.0, 21.1)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.28, 2.272)","(6.0, 16.5, 16.25)","(5.0, 8.2, 7.872727272727272)","(4.4, 6.0, 5.591666666666667)"
12-01-2023 14:49:04.502856,"(10.0, 22.0, 21.1)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.28, 2.272)","(6.0, 16.5, 16.25)","(5.0, 8.2, 7.872727272727272)","(4.4, 6.0, 5.591666666666667)"
12-01-2023 14:49:05.512745,"(10.0, 22.0, 20.4)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.36, 2.288)","(6.0, 16.5, 16.25)","(5.0, 8.2, 7.872727272727272)","(4.4, 6.0, 5.591666666666667)"
12-01-2023 14:49:06.501053,"(10.0, 22.0, 18.363636363636363)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.3, 2.289285714285714)","(6.0, 16.5, 16.25)","(5.0, 8.2, 7.872727272727272)","(4.4, 6.0, 5.591666666666667)"
12-01-2023 14:49:07.374714,"(10.0, 22.0, 18.318181818181817)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.3, 2.288)","(6.0, 16.5, 16.25)","(5.0, 8.2, 7.872727272727272)","(4.4, 6.0, 5.591666666666667)"
12-01-2023 14:49:08.370987,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.3, 2.2418181818181817)","(6.0, 16.5, 16.25)","(5.0, 8.2, 8.022222222222222)","(4.4, 6.0, 5.591666666666667)"
12-01-2023 14:49:09.351556,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.3, 2.2418181818181817)","(6.0, 16.5, 16.25)","(5.0, 8.2, 8.066666666666666)","(4.4, 6.0, 5.673333333333333)"
12-01-2023 14:49:10.288138,"(10.0, 21.0, 20.65)","(5.5, 7.8, 6.866666666666667)","(2.2, 2.3, 2.2418181818181817)","(6.0, 16.5, 16.25)","(5.0, 8.2, 8.066666666666666)","(4.4, 6.0, 5.673333333333333)"
12-01-2023 14:49:11.249468,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.3, 2.2418181818181817)","(6.0, 16.5, 16.25)","(5.0, 8.2, 8.066666666666666)","(4.4, 6.0, 5.673333333333333)"
12-01-2023 14:49:12.180161,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.3, 2.2418181818181817)","(6.0, 16.5, 16.25)","(5.0, 8.2, 8.066666666666666)","(4.4, 6.0, 5.51)"
12-01-2023 14:49:13.147309,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.3, 2.2111111111111112)","(6.0, 16.5, 16.25)","(5.0, 8.2, 8.066666666666666)","(4.4, 6.0, 5.75)"
12-01-2023 14:49:14.091540,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.3, 2.243529411764706)","(6.0, 16.5, 16.25)","(5.0, 8.2, 7.971428571428571)","(4.4, 6.0, 5.75)"
12-01-2023 14:49:15.005964,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.3, 2.243529411764706)","(6.0, 16.5, 16.25)","(5.0, 8.2, 8.133333333333333)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:49:15.945952,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.3, 2.226153846153846)","(6.0, 16.5, 16.25)","(5.0, 8.8, 8.133333333333333)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:49:16.885263,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.363636363636363)","(2.2, 2.3, 2.226153846153846)","(6.0, 16.5, 16.25)","(5.0, 8.8, 8.1)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:49:17.859800,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.153846153846154)","(2.2, 2.3, 2.226153846153846)","(6.0, 16.5, 16.25)","(5.0, 9.2, 8.175)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:49:18.844515,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.305882352941176)","(2.2, 2.3, 2.226153846153846)","(6.0, 16.5, 16.25)","(5.0, 8.8, 8.05)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:49:19.719115,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.305882352941176)","(2.2, 2.3, 2.255)","(6.0, 16.5, 16.25)","(5.0, 8.8, 8.05)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:49:20.663709,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.305882352941176)","(2.2, 2.26, 2.2314285714285713)","(6.0, 16.5, 16.25)","(5.0, 8.8, 8.4)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:49:21.665811,"(10.0, 21.0, 20.65)","(5.5, 7.8, 7.305882352941176)","(2.2, 2.26, 2.2314285714285713)","(6.0, 16.5, 16.25)","(5.0, 8.8, 8.4)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:49:22.619916,"(10.0, 22.0, 19.75)","(5.5, 7.8, 7.153846153846154)","(2.2, 2.26, 2.2199999999999998)","(6.0, 16.5, 16.25)","(5.0, 8.8, 8.581818181818182)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:49:23.532769,"(10.0, 22.0, 19.75)","(5.5, 7.8, 7.1)","(2.2, 2.26, 2.2199999999999998)","(6.0, 16.5, 16.25)","(5.0, 8.8, 8.48)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:49:24.613865,"(10.0, 22.0, 19.75)","(5.5, 7.8, 7.235294117647059)","(2.2, 2.26, 2.1933333333333334)","(6.0, 16.5, 16.25)","(5.0, 9.2, 8.48)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:49:25.684950,"(10.0, 22.0, 19.75)","(5.5, 7.8, 7.235294117647059)","(2.2, 2.26, 2.198)","(6.0, 16.5, 16.25)","(5.0, 9.2, 8.6)","(4.4, 6.0, 5.708333333333333)"
12-01-2023 14:49:26.599544,"(10.0, 22.0, 19.75)","(5.5, 7.8, 7.235294117647059)","(2.2, 2.36, 2.198)","(6.0, 16.5, 16.25)","(5.0, 9.2, 8.505263157894737)","(4.6, 6.0, 5.65)"
12-01-2023 14:49:27.553845,"(11.0, 22.0, 19.75)","(6.0, 7.8, 7.235294117647059)","(2.15, 2.34, 2.22)","(6.5, 16.5, 16.22222222222222)","(5.5, 9.2, 8.799999999999999)","(4.6, 6.0, 5.65)"
12-01-2023 14:49:28.574360,"(11.0, 22.0, 19.75)","(6.0, 7.8, 7.235294117647059)","(2.15, 2.34, 2.216923076923077)","(6.5, 16.5, 16.22222222222222)","(5.5, 9.2, 8.799999999999999)","(4.6, 6.0, 5.65)"
12-01-2023 14:49:29.484478,"(11.0, 22.0, 19.75)","(6.0, 7.8, 7.235294117647059)","(2.15, 2.32, 2.2033333333333336)","(6.5, 16.5, 16.22222222222222)","(5.5, 9.2, 8.799999999999999)","(4.6, 6.0, 5.65)"
12-01-2023 14:49:30.434623,"(11.0, 22.0, 19.75)","(6.0, 7.8, 7.235294117647059)","(2.15, 2.32, 2.2033333333333336)","(6.5, 16.5, 14.88888888888889)","(5.5, 9.2, 8.533333333333333)","(4.6, 6.0, 5.65)"
12-01-2023 14:49:31.400193,"(11.0, 22.0, 19.75)","(6.0, 7.8, 7.1454545454545455)","(2.15, 2.32, 2.199090909090909)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.2, 8.799999999999999)","(4.6, 6.0, 5.65)"
12-01-2023 14:49:32.257251,"(11.0, 22.0, 19.75)","(6.0, 7.8, 7.285714285714286)","(2.15, 2.32, 2.199090909090909)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.2, 8.799999999999999)","(4.6, 6.0, 5.65)"
12-01-2023 14:49:33.351965,"(11.0, 22.0, 19.75)","(6.0, 7.8, 7.32)","(2.15, 2.32, 2.2025)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.2, 8.933333333333334)","(4.6, 6.0, 5.708333333333333)"
12-01-2023 14:49:34.345069,"(11.0, 21.0, 20.363636363636363)","(6.0, 7.8, 7.32)","(2.15, 2.24, 2.2025)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.2, 9.327272727272726)","(4.6, 6.0, 5.708333333333333)"
12-01-2023 14:49:35.175652,"(11.0, 21.0, 20.363636363636363)","(6.0, 7.8, 7.32)","(2.15, 2.24, 2.2025)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.327272727272726)","(4.6, 6.0, 5.708333333333333)"
12-01-2023 14:49:36.168134,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.32)","(2.15, 2.24, 2.2025)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.044444444444444)","(4.6, 6.0, 5.708333333333333)"
12-01-2023 14:49:37.094582,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.32)","(2.15, 2.24, 2.2025)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.044444444444444)","(4.6, 6.0, 5.708333333333333)"
12-01-2023 14:49:37.999715,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.08)","(2.15, 2.24, 2.2025)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.044444444444444)","(4.6, 6.0, 5.708333333333333)"
12-01-2023 14:49:39.048132,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.32)","(2.15, 2.24, 2.2025)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.044444444444444)","(4.6, 6.0, 5.708333333333333)"
12-01-2023 14:49:40.017968,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.32)","(2.15, 2.24, 2.2025)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.044444444444444)","(4.6, 6.0, 5.705263157894737)"
12-01-2023 14:49:40.986920,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.32)","(2.15, 2.3, 2.212727272727273)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.044444444444444)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:41.968457,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.32)","(2.15, 2.3, 2.204)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.044444444444444)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:42.933127,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.32)","(2.15, 2.3, 2.1892307692307695)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.215384615384615)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:43.823990,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.32)","(2.15, 2.3, 2.1892307692307695)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.215384615384615)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:44.798405,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.08)","(2.15, 2.3, 2.1892307692307695)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.215384615384615)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:45.866777,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.472727272727273)","(2.15, 2.3, 2.1892307692307695)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.215384615384615)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:46.782570,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.472727272727273)","(2.15, 2.3, 2.1892307692307695)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.215384615384615)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:47.774624,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.575)","(2.15, 2.28, 2.19)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:48.897812,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.575)","(2.15, 2.28, 2.1855555555555557)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:49.880310,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.575)","(2.15, 2.28, 2.1855555555555557)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:50.773740,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.575)","(2.15, 2.28, 2.1855555555555557)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:51.667117,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.575)","(2.15, 2.28, 2.1855555555555557)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:52.567078,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.425)","(2.15, 2.28, 2.1855555555555557)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:53.591823,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.223157894736842)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:54.585849,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.223157894736842)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 6.0, 5.591666666666667)"
12-01-2023 14:49:55.438319,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.21)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 6.0, 5.675)"
12-01-2023 14:49:56.325698,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.21)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.55)"
12-01-2023 14:49:57.359556,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.21)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.55)"
12-01-2023 14:49:58.449332,"(11.0, 21.0, 19.75)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.21)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.530769230769231)"
12-01-2023 14:49:59.338380,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.21)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.530769230769231)"
12-01-2023 14:50:00.329853,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.21)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.530769230769231)"
12-01-2023 14:50:01.297594,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.21)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.225)","(4.6, 5.9, 5.653846153846154)"
12-01-2023 14:50:02.228960,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.2199999999999998)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.225)","(4.6, 5.9, 5.642857142857143)"
12-01-2023 14:50:03.274796,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.2114285714285713)","(6.5, 15.0, 14.88888888888889)","(5.5, 9.6, 9.225)","(4.6, 5.9, 5.7)"
12-01-2023 14:50:04.291745,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.2114285714285713)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.225)","(4.6, 5.9, 5.7)"
12-01-2023 14:50:05.273133,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.2114285714285713)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.225)","(4.6, 5.9, 5.7)"
12-01-2023 14:50:06.187598,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.275)","(2.15, 2.28, 2.2114285714285713)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.225)","(4.6, 5.9, 5.7)"
12-01-2023 14:50:07.121945,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.2015384615384614)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.225)","(4.6, 5.9, 5.7)"
12-01-2023 14:50:08.058298,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.2015384615384614)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.225)","(4.6, 5.9, 5.525)"
12-01-2023 14:50:09.046422,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.2015384615384614)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.642857142857143)"
12-01-2023 14:50:10.072738,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.1872727272727275)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.7)"
12-01-2023 14:50:10.982286,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.1872727272727275)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.7)"
12-01-2023 14:50:11.836588,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.1872727272727275)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.7)"
12-01-2023 14:50:12.808816,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.254545454545454)","(2.15, 2.28, 2.1872727272727275)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.7)"
12-01-2023 14:50:13.709390,"(11.0, 21.0, 19.25)","(6.0, 7.8, 7.173913043478261)","(2.15, 2.26, 2.2286956521739127)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.7)"
12-01-2023 14:50:14.699521,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 7.2105263157894735)","(2.15, 2.2, 2.18)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.7)"
12-01-2023 14:50:15.709594,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 7.2105263157894735)","(2.15, 2.2, 2.185714285714286)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.7)"
12-01-2023 14:50:16.689062,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 7.2105263157894735)","(2.15, 2.2, 2.185714285714286)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.225)","(4.6, 5.9, 5.75)"
12-01-2023 14:50:17.749567,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 7.2105263157894735)","(2.15, 2.2, 2.185714285714286)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.75)"
12-01-2023 14:50:18.697052,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 7.2105263157894735)","(2.15, 2.2, 2.185714285714286)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.75)"
12-01-2023 14:50:19.639611,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 7.2105263157894735)","(2.15, 2.2, 2.185714285714286)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.75)"
12-01-2023 14:50:20.619406,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 6.91578947368421)","(2.15, 2.24, 2.1971428571428575)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.75)"
12-01-2023 14:50:21.578851,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 6.91578947368421)","(2.15, 2.24, 2.2092307692307696)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.75)"
12-01-2023 14:50:22.511694,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 6.91578947368421)","(2.15, 2.24, 2.2092307692307696)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.75)"
12-01-2023 14:50:23.384620,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 6.91578947368421)","(2.15, 2.24, 2.2092307692307696)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.75)"
12-01-2023 14:50:24.255997,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 6.91578947368421)","(2.15, 2.24, 2.2092307692307696)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.225)","(4.6, 5.9, 5.75)"
12-01-2023 14:50:25.306685,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 6.91578947368421)","(2.15, 2.24, 2.17375)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.225)","(4.6, 5.9, 5.75)"
12-01-2023 14:50:26.242798,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 6.91578947368421)","(2.15, 2.18, 2.17375)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.225)","(4.6, 5.9, 5.75)"
12-01-2023 14:50:27.148101,"(11.0, 21.0, 20.125)","(6.0, 7.8, 6.947826086956522)","(2.15, 2.18, 2.172857142857143)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.75)"
12-01-2023 14:50:28.046617,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 7.1)","(2.15, 2.18, 2.172857142857143)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.75)"
12-01-2023 14:50:28.970127,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 7.1)","(2.15, 2.18, 2.172857142857143)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.36923076923077)","(4.6, 5.9, 5.7125)"
12-01-2023 14:50:30.021809,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 7.1)","(2.15, 2.18, 2.172857142857143)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.533333333333333)","(4.6, 5.9, 5.800000000000001)"
12-01-2023 14:50:30.992570,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 7.1)","(2.15, 2.18, 2.172857142857143)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.533333333333333)","(4.6, 5.9, 5.800000000000001)"
12-01-2023 14:50:31.943252,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 7.1)","(2.15, 2.18, 2.172857142857143)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.533333333333333)","(4.6, 5.9, 5.800000000000001)"
12-01-2023 14:50:32.925270,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 7.046153846153846)","(2.15, 2.24, 2.205714285714286)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.533333333333333)","(4.6, 5.9, 5.800000000000001)"
12-01-2023 14:50:33.878395,"(11.0, 21.0, 19.6875)","(6.0, 7.8, 6.647058823529412)","(2.15, 2.2, 2.1892857142857145)","(7.0, 15.0, 14.88888888888889)","(5.5, 9.6, 9.533333333333333)","(4.6, 5.9, 5.800000000000001)"
