,Taking A Toll,Zamboras Girl,Kouta Marjen,Dance Mode,Mr Larson,Long Way Home
12-01-2023 14:42:03.003333,"(10.0, 19.5, 15.9)","(5.5, 10.0, 9.494117647058824)","(2.3, 3.05, 2.7333333333333334)","(6.0, 15.0, 10.0)","(5.0, 8.4, 7.622222222222223)","(4.4, 8.2, 5.733333333333333)"
12-01-2023 14:42:03.979062,"(10.0, 19.5, 15.9)","(5.5, 10.0, 9.494117647058824)","(2.3, 3.0, 2.7333333333333334)","(6.0, 13.5, 10.0)","(5.0, 8.4, 7.622222222222223)","(4.4, 8.2, 5.733333333333333)"
12-01-2023 14:42:05.038442,"(10.0, 19.5, 15.9)","(5.5, 10.0, 9.494117647058824)","(2.3, 3.0, 2.67)","(6.0, 13.5, 10.408333333333333)","(5.0, 8.4, 7.622222222222223)","(4.4, 8.2, 5.733333333333333)"
12-01-2023 14:42:06.147971,"(10.0, 19.5, 15.9)","(5.5, 10.0, 9.494117647058824)","(2.3, 3.0, 2.67)","(6.0, 13.5, 10.408333333333333)","(5.0, 8.4, 7.622222222222223)","(4.4, 8.2, 5.733333333333333)"
12-01-2023 14:42:07.240262,"(10.0, 19.5, 15.9)","(5.5, 10.0, 9.494117647058824)","(2.3, 3.0, 2.67)","(6.0, 13.5, 10.408333333333333)","(5.0, 8.4, 6.824999999999999)","(4.4, 8.2, 4.71875)"
12-01-2023 14:42:08.343422,"(10.0, 19.5, 15.9)","(5.5, 10.0, 9.088888888888889)","(2.3, 3.0, 2.67)","(6.0, 13.5, 10.254545454545454)","(5.0, 8.2, 7.311111111111111)","(4.4, 8.0, 5.6)"
12-01-2023 14:42:09.393635,"(10.0, 19.5, 15.9)","(5.5, 10.0, 8.4)","(2.3, 3.0, 2.67)","(6.0, 13.5, 13.68)","(5.0, 8.0, 7.763636363636364)","(4.4, 7.8, 5.6)"
12-01-2023 14:42:10.477760,"(10.0, 19.0, 13.6875)","(5.5, 9.6, 8.4)","(2.3, 3.0, 2.4916666666666667)","(6.0, 15.0, 13.68)","(5.0, 8.4, 7.0214285714285705)","(4.4, 7.8, 5.6)"
12-01-2023 14:42:11.569481,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.25, 3.028)","(6.0, 15.0, 13.68)","(5.0, 8.2, 7.4363636363636365)","(4.4, 7.8, 5.6)"
12-01-2023 14:42:12.617776,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.2, 2.776153846153846)","(6.0, 15.0, 13.966666666666667)","(5.0, 8.0, 6.4)","(4.4, 7.8, 5.0285714285714285)"
12-01-2023 14:42:13.575159,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.15, 2.813076923076923)","(6.0, 15.0, 13.966666666666667)","(5.0, 8.4, 6.4)","(4.4, 8.2, 5.0285714285714285)"
12-01-2023 14:42:14.715703,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.15, 2.8527272727272726)","(6.0, 15.0, 13.966666666666667)","(5.0, 8.4, 6.4)","(4.4, 8.2, 5.0285714285714285)"
12-01-2023 14:42:15.860443,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 15.0, 13.8)","(5.0, 8.4, 6.4)","(4.4, 8.2, 5.0285714285714285)"
12-01-2023 14:42:16.863297,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 15.0, 13.8)","(5.0, 8.4, 6.4)","(4.4, 8.2, 5.0285714285714285)"
12-01-2023 14:42:17.945412,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 15.0, 14.033333333333333)","(5.0, 8.4, 6.4)","(4.4, 8.2, 5.216666666666667)"
12-01-2023 14:42:19.036488,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 15.0, 14.033333333333333)","(5.0, 8.4, 6.4)","(4.4, 8.8, 5.866666666666666)"
12-01-2023 14:42:20.119156,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 15.0, 14.033333333333333)","(5.0, 8.4, 6.4)","(4.4, 8.6, 5.866666666666666)"
12-01-2023 14:42:21.243580,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 15.0, 14.033333333333333)","(5.0, 8.4, 6.4)","(4.4, 8.6, 5.866666666666666)"
12-01-2023 14:42:22.326236,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 15.0, 14.033333333333333)","(5.0, 8.4, 6.4)","(4.4, 8.6, 5.866666666666666)"
12-01-2023 14:42:23.397485,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 15.0, 14.033333333333333)","(5.0, 8.4, 7.184615384615384)","(4.4, 8.6, 5.933333333333334)"
12-01-2023 14:42:24.504193,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 15.0, 14.033333333333333)","(5.0, 8.2, 7.046153846153846)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:25.508243,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 15.0, 14.033333333333333)","(5.0, 8.0, 7.272727272727273)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:26.560302,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 15.0, 11.1)","(5.0, 7.8, 7.272727272727273)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:27.667475,"(10.0, 18.5, 15.3)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.8, 7.272727272727273)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:28.771945,"(10.0, 15.5, 13.863636363636363)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.8, 7.272727272727273)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:29.758784,"(10.0, 15.5, 14.0)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.8, 7.030769230769231)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:30.872801,"(10.0, 15.5, 14.0)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 5.65)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:31.971389,"(10.0, 15.5, 14.0)","(5.5, 9.8, 7.381818181818182)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.6, 6.56)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:32.884411,"(10.0, 15.5, 14.0)","(5.5, 8.2, 7.472727272727273)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.6, 6.56)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:33.936713,"(10.0, 15.5, 14.0)","(5.5, 8.2, 7.171428571428572)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.6, 6.48)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:35.030384,"(10.0, 15.5, 14.0)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:36.056488,"(10.0, 15.5, 14.0)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:37.114097,"(10.0, 15.5, 14.0)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:38.254378,"(10.0, 15.5, 14.0)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:39.286908,"(10.0, 19.0, 17.4)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.8, 5.8)"
12-01-2023 14:42:40.367053,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.4, 5.8)"
12-01-2023 14:42:41.357409,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.4, 5.8)"
12-01-2023 14:42:42.505136,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.4, 5.8)"
12-01-2023 14:42:43.665965,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.4, 5.933333333333334)"
12-01-2023 14:42:44.707481,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:45.714184,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:46.831534,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:47.837864,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:48.878739,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 11.1)","(5.0, 7.4, 6.48)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:49.919016,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 13.0, 10.7)","(5.0, 7.4, 6.48)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:50.914690,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.8527272727272726)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.48)","(4.4, 8.8, 5.933333333333334)"
12-01-2023 14:42:52.058217,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 6.828571428571428)","(2.3, 3.1, 2.572)","(6.0, 12.5, 10.7)","(5.0, 7.4, 7.0)","(4.4, 8.8, 6.0)"
12-01-2023 14:42:53.164945,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 7.433333333333333)","(2.3, 3.1, 2.475)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.5200000000000005)","(4.4, 8.8, 6.0)"
12-01-2023 14:42:54.196978,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 6.942857142857142)","(2.3, 3.0, 2.475)","(6.0, 12.5, 10.7)","(5.0, 7.4, 7.057142857142857)","(4.4, 8.8, 6.0)"
12-01-2023 14:42:55.309054,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 7.433333333333333)","(2.3, 3.0, 2.475)","(6.0, 12.5, 10.7)","(5.0, 7.4, 7.057142857142857)","(4.4, 8.8, 6.0)"
12-01-2023 14:42:56.492019,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 7.433333333333333)","(2.3, 3.0, 2.58)","(6.0, 12.5, 10.7)","(5.0, 7.4, 7.0)","(4.4, 8.8, 6.0)"
12-01-2023 14:42:57.451952,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 7.433333333333333)","(2.3, 3.0, 2.58)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.8, 6.0)"
12-01-2023 14:42:58.578789,"(10.0, 19.0, 17.444444444444443)","(5.5, 8.2, 7.433333333333333)","(2.3, 3.0, 2.58)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.8, 6.0)"
12-01-2023 14:42:59.711082,"(10.0, 18.5, 17.055555555555557)","(5.5, 8.2, 6.942857142857142)","(2.3, 3.0, 2.58)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.8, 5.171428571428571)"
12-01-2023 14:43:00.792274,"(10.0, 18.5, 17.055555555555557)","(5.5, 8.2, 7.3999999999999995)","(2.3, 3.0, 2.6854545454545455)","(6.0, 12.5, 11.2)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 5.171428571428571)"
12-01-2023 14:43:01.889348,"(10.0, 18.5, 17.055555555555557)","(5.5, 8.2, 7.057142857142857)","(2.3, 2.98, 2.6854545454545455)","(6.0, 12.0, 11.2)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 5.171428571428571)"
12-01-2023 14:43:03.043664,"(10.0, 18.5, 17.055555555555557)","(5.5, 8.2, 7.16)","(2.3, 2.98, 2.6854545454545455)","(6.0, 12.0, 10.7)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 5.171428571428571)"
12-01-2023 14:43:04.117394,"(10.0, 18.5, 17.055555555555557)","(5.5, 8.0, 7.28)","(2.3, 2.98, 2.71)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 5.171428571428571)"
12-01-2023 14:43:05.229716,"(10.0, 18.5, 17.055555555555557)","(5.5, 8.0, 7.3)","(2.3, 2.98, 2.71)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 5.171428571428571)"
12-01-2023 14:43:06.387402,"(10.0, 18.5, 17.055555555555557)","(5.5, 8.0, 7.58)","(2.3, 2.98, 2.71)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 5.171428571428571)"
12-01-2023 14:43:07.489352,"(10.0, 19.5, 16.03846153846154)","(5.5, 8.0, 7.58)","(2.3, 2.98, 2.71)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 5.171428571428571)"
12-01-2023 14:43:08.809152,"(10.0, 19.0, 16.454545454545453)","(5.5, 9.6, 8.283333333333333)","(2.3, 2.98, 2.6566666666666667)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 5.171428571428571)"
12-01-2023 14:43:09.981578,"(10.0, 19.0, 16.454545454545453)","(5.5, 9.8, 8.283333333333333)","(2.3, 2.96, 2.6566666666666667)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 5.171428571428571)"
12-01-2023 14:43:11.125490,"(10.0, 19.0, 16.454545454545453)","(5.5, 9.8, 8.283333333333333)","(2.3, 2.96, 2.6566666666666667)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 5.171428571428571)"
12-01-2023 14:43:12.355068,"(10.0, 19.0, 14.2)","(5.5, 9.8, 8.283333333333333)","(2.3, 2.96, 2.672142857142857)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 6.199999999999999)"
12-01-2023 14:43:13.685815,"(10.0, 19.0, 14.2)","(5.5, 9.8, 8.283333333333333)","(2.3, 2.94, 2.672142857142857)","(6.0, 12.5, 10.7)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 6.066666666666666)"
12-01-2023 14:43:15.023819,"(10.0, 19.0, 14.2)","(5.5, 9.8, 8.283333333333333)","(2.3, 2.94, 2.672142857142857)","(6.0, 12.5, 10.6)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 6.066666666666666)"
12-01-2023 14:43:16.128237,"(10.0, 19.0, 14.2)","(5.5, 9.8, 8.283333333333333)","(2.3, 2.94, 2.638679245283019)","(6.0, 12.0, 10.6)","(5.0, 7.4, 6.589473684210526)","(4.4, 8.6, 6.636363636363636)"
12-01-2023 14:43:17.502733,"(10.0, 19.0, 14.2)","(5.5, 9.8, 8.283333333333333)","(2.3, 3.25, 2.5714814814814813)","(6.0, 12.0, 10.6)","(5.0, 7.4, 6.742857142857143)","(4.4, 8.6, 5.9)"
12-01-2023 14:43:19.576753,"(10.0, 19.0, 14.2)","(5.5, 9.8, 8.283333333333333)","(2.3, 3.15, 2.5714814814814813)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.74)","(4.4, 8.6, 5.9)"
12-01-2023 14:43:20.851708,"(10.0, 19.0, 14.2)","(5.5, 9.8, 8.283333333333333)","(2.3, 3.15, 2.5714814814814813)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.6)","(4.4, 8.6, 5.9)"
12-01-2023 14:43:22.016603,"(10.0, 19.0, 14.2)","(5.5, 9.8, 8.283333333333333)","(2.3, 3.15, 2.5714814814814813)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.25)","(4.4, 8.6, 5.428571428571429)"
12-01-2023 14:43:23.325971,"(10.0, 19.0, 14.2)","(5.5, 9.8, 6.857142857142857)","(2.3, 3.15, 2.5714814814814813)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.566666666666666)","(4.4, 8.6, 5.428571428571429)"
12-01-2023 14:43:24.634635,"(10.0, 19.0, 14.2)","(5.5, 8.0, 6.857142857142857)","(2.3, 3.15, 2.5714814814814813)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.566666666666666)","(4.4, 8.6, 7.2125)"
12-01-2023 14:43:25.801056,"(10.0, 19.0, 14.2)","(5.5, 8.0, 6.857142857142857)","(2.3, 3.15, 2.74)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.566666666666666)","(4.4, 8.6, 5.9)"
12-01-2023 14:43:26.940092,"(10.0, 19.0, 14.2)","(5.5, 8.0, 6.857142857142857)","(2.3, 3.1, 2.74)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.566666666666666)","(4.4, 8.6, 5.9)"
12-01-2023 14:43:28.080958,"(10.0, 19.0, 14.2)","(5.5, 8.0, 7.0)","(2.3, 3.1, 2.74)","(6.0, 12.0, 10.366666666666667)","(5.0, 7.2, 6.615384615384615)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:29.259527,"(10.0, 18.5, 13.916666666666666)","(5.5, 8.0, 7.1)","(2.3, 3.1, 2.74)","(6.0, 12.0, 10.366666666666667)","(5.0, 7.2, 6.615384615384615)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:30.602922,"(10.0, 18.5, 13.916666666666666)","(5.5, 8.0, 7.1)","(2.3, 3.1, 2.74)","(6.0, 12.0, 10.366666666666667)","(5.0, 7.2, 6.615384615384615)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:31.771777,"(10.0, 18.5, 13.916666666666666)","(5.5, 8.0, 7.1)","(2.3, 3.1, 2.74)","(6.0, 12.0, 10.366666666666667)","(5.0, 7.2, 6.615384615384615)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:32.862985,"(10.0, 18.5, 13.916666666666666)","(5.5, 8.0, 7.1)","(2.3, 3.1, 2.74)","(6.0, 12.0, 10.366666666666667)","(5.0, 7.2, 6.615384615384615)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:33.990289,"(10.0, 18.5, 13.916666666666666)","(5.5, 8.0, 7.1)","(2.3, 3.1, 2.745)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.615384615384615)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:35.066717,"(10.0, 18.5, 13.916666666666666)","(5.5, 8.0, 7.1)","(2.3, 3.05, 2.745)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.615384615384615)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:36.251576,"(10.0, 18.5, 13.916666666666666)","(5.5, 8.0, 7.1)","(2.3, 3.05, 2.745)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.615384615384615)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:37.409856,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.1)","(2.3, 3.05, 2.745)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.615384615384615)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:38.549967,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.1)","(2.3, 3.05, 2.745)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.615384615384615)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:39.670417,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.1)","(2.3, 3.05, 2.745)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.615384615384615)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:40.822112,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.1)","(2.3, 3.05, 2.745)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.615384615384615)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:41.926991,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.1)","(2.3, 3.05, 2.7199999999999998)","(6.0, 12.0, 10.6)","(5.0, 7.2, 6.392857142857142)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:43.107803,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.345454545454546)","(2.3, 3.0, 2.6425)","(6.0, 12.0, 10.158333333333333)","(5.0, 7.0, 6.333333333333333)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:44.233607,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.418181818181818)","(2.3, 2.98, 2.6425)","(6.0, 11.5, 10.158333333333333)","(5.0, 7.0, 6.416666666666667)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:45.364786,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.199999999999999)","(2.3, 2.98, 2.6425)","(6.0, 11.5, 11.557142857142857)","(5.0, 7.0, 6.5)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:46.608600,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.475)","(2.3, 2.98, 2.6425)","(6.0, 12.5, 11.557142857142857)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:47.720351,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.475)","(2.3, 2.98, 2.6425)","(6.0, 12.5, 11.614285714285714)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:48.863585,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.475)","(2.3, 2.98, 2.6425)","(6.0, 12.5, 11.614285714285714)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:50.086710,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.475)","(2.3, 2.98, 2.7325)","(6.0, 12.5, 11.614285714285714)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:51.239067,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.475)","(2.3, 2.96, 2.7325)","(6.0, 12.5, 11.614285714285714)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:52.403875,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.475)","(2.3, 2.96, 2.7325)","(6.0, 12.5, 11.614285714285714)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:53.491463,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.475)","(2.3, 2.96, 2.6566666666666667)","(6.0, 12.5, 11.533333333333333)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:54.530221,"(10.0, 19.0, 15.0)","(5.5, 8.0, 6.857142857142857)","(2.3, 2.96, 2.6566666666666667)","(6.0, 12.5, 11.533333333333333)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:55.653991,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.085714285714285)","(2.3, 2.96, 2.6566666666666667)","(6.0, 12.5, 11.533333333333333)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:56.904122,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.3)","(2.3, 2.96, 2.505)","(6.0, 12.5, 11.533333333333333)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:58.101868,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.3)","(2.3, 2.96, 2.5025)","(6.0, 12.5, 11.533333333333333)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:43:59.272273,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.0)","(2.3, 2.94, 2.5025)","(6.0, 12.5, 11.533333333333333)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:44:00.367351,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.0)","(2.3, 2.94, 2.5025)","(6.0, 12.5, 11.533333333333333)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:44:01.470614,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.0)","(2.3, 2.94, 2.5025)","(6.0, 12.5, 11.533333333333333)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:44:02.718666,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.0)","(2.3, 2.94, 2.5025)","(6.0, 12.5, 11.533333333333333)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:44:03.926422,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.0)","(2.3, 2.94, 2.5025)","(6.0, 12.5, 11.533333333333333)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
12-01-2023 14:44:05.109298,"(10.0, 19.0, 15.0)","(5.5, 8.0, 7.0)","(2.3, 2.94, 2.5025)","(6.0, 12.5, 11.533333333333333)","(5.0, 7.0, 6.366666666666666)","(4.4, 8.6, 5.6)"
