,Miss Sadie Lea,Smooth Jack,Purple Vixen,Super Kade,King Nito,Nations Rock,Be Blessed,Yindy Girl
10-01-2023 20:25:08.536184,"(4.6, 7.6, 5.671428571428572)","(2.7, 5.0, 4.470588235294118)","(51.0, 390.0, 203.33333333333331)","(3.0, 4.9, 3.4641025641025642)","(5.5, 11.0, 6.6923076923076925)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 52.916666666666664)"
10-01-2023 20:25:09.729896,"(4.6, 7.6, 5.975)","(2.7, 5.0, 4.470588235294118)","(51.0, 390.0, 203.33333333333331)","(3.0, 4.9, 3.4641025641025642)","(5.5, 11.0, 6.6923076923076925)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.5)"
10-01-2023 20:25:10.860047,"(4.6, 7.6, 5.975)","(2.7, 5.0, 4.470588235294118)","(51.0, 390.0, 203.33333333333331)","(3.0, 4.9, 3.4641025641025642)","(5.5, 11.0, 6.6923076923076925)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.5)"
10-01-2023 20:25:11.950024,"(4.6, 7.6, 5.516666666666667)","(2.7, 5.0, 4.470588235294118)","(51.0, 390.0, 203.33333333333331)","(3.0, 4.7, 4.50625)","(5.5, 11.0, 6.6923076923076925)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.5)"
10-01-2023 20:25:13.043039,"(4.6, 7.6, 5.516666666666667)","(2.7, 5.0, 4.470588235294118)","(51.0, 390.0, 203.33333333333331)","(3.0, 4.7, 4.50625)","(5.5, 11.0, 6.6923076923076925)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:14.209025,"(4.6, 7.6, 5.516666666666667)","(2.7, 5.0, 4.470588235294118)","(51.0, 390.0, 216.66666666666669)","(3.0, 4.7, 4.50625)","(5.5, 11.0, 6.6923076923076925)","(17.0, 48.0, 32.75)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:15.368193,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 255.0)","(3.0, 4.7, 4.50625)","(5.5, 11.0, 6.6923076923076925)","(17.0, 48.0, 37.83333333333333)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:16.529623,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 255.0)","(3.0, 4.7, 4.50625)","(5.5, 11.0, 6.6923076923076925)","(17.0, 48.0, 37.83333333333333)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:17.706223,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 255.0)","(3.0, 4.7, 4.50625)","(5.5, 11.0, 6.6923076923076925)","(17.0, 48.0, 37.83333333333333)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:18.860386,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 255.0)","(3.0, 4.7, 4.50625)","(5.5, 11.0, 6.6923076923076925)","(17.0, 48.0, 37.83333333333333)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:20.087186,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 255.0)","(3.0, 4.7, 3.5375)","(5.5, 11.0, 6.6923076923076925)","(17.0, 48.0, 40.375)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:21.320598,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 255.0)","(3.0, 4.7, 4.418749999999999)","(5.5, 11.0, 6.6923076923076925)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:22.515535,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 255.0)","(3.0, 4.6, 4.392857142857142)","(5.5, 11.0, 8.285714285714286)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:23.664055,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 255.0)","(3.0, 4.6, 3.9)","(5.5, 11.0, 8.285714285714286)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:24.692006,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 350.0, 240.0)","(3.0, 4.6, 3.9)","(5.5, 11.0, 5.909090909090909)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:25.785170,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 255.0)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:27.035349,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 255.0)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:28.227109,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 255.0)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:29.475539,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 255.0)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:30.627897,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 255.0)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:31.798753,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.742857142857143)","(51.0, 380.0, 265.0)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:32.988443,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.7)","(51.0, 380.0, 265.0)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:34.190825,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.890322580645162)","(51.0, 380.0, 265.0)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:35.330880,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.890322580645162)","(51.0, 380.0, 265.0)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:36.455005,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.908571428571428)","(51.0, 380.0, 265.0)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:37.538475,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.908571428571428)","(51.0, 380.0, 265.0)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 41.9)","(16.0, 42.0, 26.0)","(16.0, 60.0, 39.0)"
10-01-2023 20:25:38.655775,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.90625)","(51.0, 380.0, 213.33333333333334)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 44.611111111111114)","(16.0, 42.0, 26.0)","(16.0, 60.0, 46.5)"
10-01-2023 20:25:39.859276,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.275)","(51.0, 340.0, 213.33333333333334)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 44.611111111111114)","(16.0, 42.0, 26.0)","(16.0, 75.0, 46.5)"
10-01-2023 20:25:41.075734,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.915151515151515)","(51.0, 340.0, 213.33333333333334)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 44.611111111111114)","(16.0, 42.0, 26.0)","(16.0, 75.0, 46.5)"
10-01-2023 20:25:42.310099,"(4.6, 7.6, 5.725)","(2.7, 5.0, 4.55)","(51.0, 340.0, 213.33333333333334)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 44.611111111111114)","(16.0, 42.0, 26.0)","(16.0, 75.0, 46.5)"
10-01-2023 20:25:43.508982,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.75)","(51.0, 340.0, 213.33333333333334)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 44.611111111111114)","(16.0, 42.0, 26.0)","(16.0, 75.0, 49.0)"
10-01-2023 20:25:44.630252,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.907692307692308)","(51.0, 340.0, 213.33333333333334)","(3.0, 4.6, 3.9)","(5.5, 11.0, 6.333333333333334)","(17.0, 48.0, 44.611111111111114)","(16.0, 42.0, 26.0)","(16.0, 80.0, 45.83333333333333)"
10-01-2023 20:25:45.748736,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.616666666666667)","(51.0, 340.0, 213.33333333333334)","(3.0, 4.6, 3.9)","(5.5, 11.0, 8.8)","(17.0, 48.0, 44.611111111111114)","(16.0, 42.0, 26.0)","(16.0, 80.0, 45.83333333333333)"
10-01-2023 20:25:46.943152,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.616666666666667)","(51.0, 340.0, 213.33333333333334)","(3.0, 4.6, 3.9)","(5.5, 10.5, 8.8)","(17.0, 48.0, 44.611111111111114)","(16.0, 42.0, 26.0)","(16.0, 80.0, 45.83333333333333)"
10-01-2023 20:25:48.379179,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.616666666666667)","(51.0, 340.0, 213.33333333333334)","(3.0, 4.6, 3.9)","(5.5, 10.5, 8.8)","(17.0, 48.0, 44.611111111111114)","(16.0, 42.0, 26.0)","(16.0, 80.0, 45.83333333333333)"
10-01-2023 20:25:49.702433,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.616666666666667)","(51.0, 340.0, 213.33333333333334)","(3.0, 4.6, 3.9)","(5.5, 10.5, 8.8)","(17.0, 48.0, 44.611111111111114)","(16.0, 42.0, 26.0)","(16.0, 80.0, 49.0)"
10-01-2023 20:25:51.012231,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.616666666666667)","(51.0, 340.0, 213.33333333333334)","(3.0, 4.6, 3.9)","(5.5, 10.5, 8.8)","(17.0, 48.0, 44.611111111111114)","(16.0, 42.0, 26.0)","(16.0, 80.0, 49.0)"
10-01-2023 20:25:52.357644,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.616666666666667)","(51.0, 340.0, 213.33333333333334)","(3.0, 4.6, 3.9)","(5.5, 10.5, 8.8)","(17.0, 48.0, 40.625)","(16.0, 42.0, 26.0)","(16.0, 80.0, 49.0)"
10-01-2023 20:25:53.707626,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.616666666666667)","(51.0, 340.0, 213.33333333333334)","(3.0, 4.6, 4.5562499999999995)","(5.5, 10.5, 8.8)","(17.0, 48.0, 40.625)","(16.0, 42.0, 26.0)","(16.0, 80.0, 49.0)"
10-01-2023 20:25:55.013889,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.233333333333333)","(51.0, 340.0, 192.5)","(3.0, 4.6, 3.925)","(5.5, 10.5, 8.8)","(17.0, 48.0, 40.625)","(16.0, 42.0, 26.0)","(16.0, 80.0, 49.0)"
10-01-2023 20:25:56.129974,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.233333333333333)","(51.0, 320.0, 192.5)","(3.0, 4.6, 4.465)","(5.5, 10.5, 8.8)","(17.0, 48.0, 40.625)","(16.0, 42.0, 26.0)","(16.0, 80.0, 49.0)"
10-01-2023 20:25:57.372953,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.790909090909091)","(51.0, 320.0, 192.5)","(3.0, 4.6, 4.375)","(5.5, 10.5, 8.8)","(17.0, 48.0, 40.625)","(16.0, 42.0, 26.0)","(16.0, 80.0, 49.0)"
10-01-2023 20:25:58.582006,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.671428571428572)","(51.0, 320.0, 192.5)","(3.0, 4.6, 4.414285714285714)","(5.5, 10.5, 8.8)","(17.0, 48.0, 39.583333333333336)","(16.0, 42.0, 26.0)","(16.0, 80.0, 65.5)"
10-01-2023 20:25:59.757410,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.266666666666667)","(51.0, 320.0, 206.66666666666666)","(3.0, 4.6, 4.2749999999999995)","(5.5, 10.5, 8.8)","(17.0, 44.0, 39.583333333333336)","(16.0, 42.0, 26.0)","(16.0, 75.0, 65.5)"
10-01-2023 20:26:00.900708,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.633333333333333)","(51.0, 310.0, 203.33333333333334)","(3.0, 4.6, 4.2749999999999995)","(5.5, 10.5, 8.8)","(17.0, 44.0, 39.583333333333336)","(16.0, 42.0, 26.0)","(16.0, 75.0, 65.5)"
10-01-2023 20:26:02.038138,"(4.6, 7.2, 6.15)","(2.7, 5.0, 4.685714285714286)","(51.0, 310.0, 203.33333333333334)","(3.0, 4.6, 4.2749999999999995)","(5.5, 10.5, 8.8)","(17.0, 44.0, 27.692307692307693)","(16.0, 42.0, 23.0)","(16.0, 75.0, 67.52380952380952)"
10-01-2023 20:26:03.195475,"(4.6, 7.2, 5.231249999999999)","(2.7, 5.0, 4.266666666666667)","(51.0, 310.0, 210.0)","(3.0, 4.6, 4.2749999999999995)","(5.5, 10.5, 8.8)","(17.0, 44.0, 27.692307692307693)","(16.0, 38.0, 22.0)","(16.0, 70.0, 67.52380952380952)"
10-01-2023 20:26:04.638511,"(4.6, 7.2, 5.231249999999999)","(2.7, 5.0, 4.266666666666667)","(51.0, 310.0, 210.0)","(3.0, 4.6, 4.2749999999999995)","(5.5, 10.5, 8.8)","(17.0, 44.0, 36.25)","(16.0, 34.0, 22.0)","(16.0, 70.0, 67.52380952380952)"
10-01-2023 20:26:05.825182,"(4.6, 7.2, 5.231249999999999)","(2.7, 5.0, 4.266666666666667)","(51.0, 310.0, 203.33333333333334)","(3.0, 4.6, 4.2)","(5.5, 10.5, 8.8)","(17.0, 40.0, 36.25)","(16.0, 34.0, 22.0)","(16.0, 70.0, 67.52380952380952)"
10-01-2023 20:26:07.032872,"(4.6, 7.2, 5.231249999999999)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.5, 4.2)","(5.5, 10.5, 8.8)","(17.0, 40.0, 36.25)","(16.0, 34.0, 19.23076923076923)","(16.0, 70.0, 58.0)"
10-01-2023 20:26:08.318822,"(4.6, 7.2, 5.1466666666666665)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.5, 4.2)","(5.5, 10.5, 8.833333333333334)","(17.0, 40.0, 36.25)","(16.0, 34.0, 19.142857142857142)","(16.0, 70.0, 56.51851851851852)"
10-01-2023 20:26:09.394822,"(4.6, 6.8, 5.949999999999999)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.5, 4.2)","(5.5, 10.5, 8.833333333333334)","(17.0, 40.0, 36.25)","(16.0, 34.0, 19.142857142857142)","(16.0, 70.0, 56.51851851851852)"
10-01-2023 20:26:10.508335,"(4.6, 6.8, 5.949999999999999)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.5, 4.2)","(5.5, 10.5, 8.833333333333334)","(17.0, 40.0, 26.875)","(16.0, 34.0, 19.142857142857142)","(16.0, 70.0, 56.51851851851852)"
10-01-2023 20:26:11.756325,"(4.6, 6.8, 5.949999999999999)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.5, 4.2)","(5.5, 10.5, 8.833333333333334)","(17.0, 40.0, 26.875)","(16.0, 34.0, 19.142857142857142)","(16.0, 70.0, 56.51851851851852)"
10-01-2023 20:26:12.992872,"(4.6, 6.8, 5.949999999999999)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.5, 4.2)","(5.5, 10.5, 8.833333333333334)","(17.0, 40.0, 26.875)","(16.0, 34.0, 19.142857142857142)","(16.0, 70.0, 56.51851851851852)"
10-01-2023 20:26:14.193694,"(4.6, 6.8, 5.949999999999999)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.5, 4.2)","(5.5, 10.5, 8.833333333333334)","(17.0, 40.0, 26.875)","(16.0, 34.0, 19.142857142857142)","(16.0, 70.0, 56.51851851851852)"
10-01-2023 20:26:15.273572,"(4.6, 6.8, 5.949999999999999)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.5, 4.2)","(5.5, 10.5, 8.833333333333334)","(17.0, 40.0, 27.75)","(16.0, 34.0, 19.142857142857142)","(16.0, 70.0, 56.51851851851852)"
10-01-2023 20:26:16.272530,"(4.6, 6.8, 5.949999999999999)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.5, 3.444)","(5.5, 10.5, 8.833333333333334)","(17.0, 38.0, 29.0625)","(16.0, 34.0, 19.142857142857142)","(16.0, 70.0, 56.51851851851852)"
10-01-2023 20:26:17.361854,"(4.6, 6.8, 5.949999999999999)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.5, 3.7714285714285714)","(5.5, 10.5, 8.833333333333334)","(17.0, 36.0, 31.25)","(16.0, 34.0, 19.142857142857142)","(16.0, 70.0, 56.51851851851852)"
10-01-2023 20:26:18.455898,"(4.6, 6.8, 5.3428571428571425)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.4, 3.7714285714285714)","(5.5, 10.5, 8.833333333333334)","(17.0, 34.0, 31.25)","(16.0, 34.0, 19.142857142857142)","(16.0, 70.0, 56.51851851851852)"
10-01-2023 20:26:19.498558,"(4.6, 6.8, 5.241666666666666)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.3, 4.05)","(5.5, 10.5, 8.192307692307693)","(17.0, 34.0, 29.583333333333332)","(16.0, 34.0, 19.0)","(16.0, 70.0, 56.51851851851852)"
10-01-2023 20:26:20.546373,"(4.6, 6.8, 5.148571428571429)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 225.0)","(3.0, 4.3, 3.4764705882352938)","(5.5, 10.5, 9.678571428571429)","(17.0, 32.0, 29.583333333333332)","(16.0, 34.0, 19.0)","(16.0, 70.0, 58.0)"
10-01-2023 20:26:21.705683,"(4.6, 6.4, 5.273333333333333)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.3, 3.4764705882352938)","(5.5, 10.0, 9.678571428571429)","(17.0, 32.0, 29.583333333333332)","(16.0, 34.0, 19.0)","(16.0, 60.0, 58.0)"
10-01-2023 20:26:22.902525,"(4.6, 6.2, 5.283333333333333)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.3, 3.3526315789473684)","(5.5, 10.0, 9.678571428571429)","(17.0, 32.0, 27.916666666666668)","(16.0, 34.0, 19.0)","(16.0, 60.0, 58.0)"
10-01-2023 20:26:23.986516,"(4.6, 6.2, 5.283333333333333)","(2.7, 5.0, 4.266666666666667)","(51.0, 290.0, 203.33333333333334)","(3.0, 4.3, 3.3526315789473684)","(5.5, 10.0, 9.678571428571429)","(17.0, 30.0, 27.916666666666668)","(16.0, 34.0, 19.0)","(16.0, 60.0, 54.14285714285714)"
10-01-2023 20:26:25.112685,"(4.6, 6.2, 5.283333333333333)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 187.5)","(3.0, 4.2, 3.975)","(5.5, 10.0, 8.425)","(17.0, 30.0, 25.3125)","(16.0, 34.0, 24.0)","(16.0, 60.0, 37.92307692307692)"
10-01-2023 20:26:26.489992,"(4.6, 6.2, 5.283333333333333)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 187.5)","(3.0, 4.2, 3.975)","(5.5, 10.0, 8.425)","(17.0, 30.0, 27.083333333333336)","(16.0, 30.0, 20.0)","(16.0, 60.0, 24.5625)"
10-01-2023 20:26:27.650804,"(4.6, 6.2, 5.283333333333333)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 196.66666666666666)","(3.0, 4.2, 3.975)","(5.5, 10.0, 8.425)","(17.0, 29.0, 27.083333333333336)","(16.0, 30.0, 19.2)","(16.0, 60.0, 24.5625)"
10-01-2023 20:26:28.795401,"(4.6, 6.2, 5.283333333333333)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 196.66666666666666)","(3.0, 4.2, 3.48)","(5.5, 10.0, 6.60377358490566)","(17.0, 29.0, 21.333333333333332)","(16.0, 30.0, 18.571428571428573)","(16.0, 60.0, 24.5625)"
10-01-2023 20:26:30.103375,"(4.6, 6.2, 5.283333333333333)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 196.66666666666666)","(3.0, 4.2, 3.5999999999999996)","(5.5, 10.0, 9.492857142857144)","(17.0, 29.0, 26.25)","(16.0, 30.0, 18.571428571428573)","(16.0, 60.0, 24.5625)"
10-01-2023 20:26:31.406314,"(4.6, 6.2, 5.283333333333333)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 196.66666666666666)","(3.0, 4.1, 3.5999999999999996)","(5.5, 9.8, 9.492857142857144)","(17.0, 28.0, 26.25)","(16.0, 30.0, 20.2)","(16.0, 60.0, 24.5625)"
10-01-2023 20:26:32.544989,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 196.66666666666666)","(3.0, 4.1, 3.5999999999999996)","(5.5, 9.8, 9.492857142857144)","(17.0, 28.0, 20.58823529411765)","(16.0, 29.0, 19.666666666666668)","(16.0, 60.0, 24.5625)"
10-01-2023 20:26:33.882661,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 196.66666666666666)","(3.0, 4.1, 3.5999999999999996)","(5.5, 9.8, 9.307142857142857)","(17.0, 28.0, 20.58823529411765)","(16.0, 28.0, 19.666666666666668)","(16.0, 60.0, 24.5625)"
10-01-2023 20:26:35.245157,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 196.66666666666666)","(3.0, 4.1, 3.5999999999999996)","(5.5, 9.6, 8.038095238095238)","(17.0, 28.0, 20.58823529411765)","(16.0, 28.0, 18.555555555555557)","(16.0, 60.0, 40.0)"
10-01-2023 20:26:36.369859,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 196.66666666666666)","(3.0, 4.1, 3.5999999999999996)","(5.5, 9.6, 8.038095238095238)","(17.0, 28.0, 20.58823529411765)","(16.0, 28.0, 18.555555555555557)","(16.0, 60.0, 40.0)"
10-01-2023 20:26:37.540809,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 196.66666666666666)","(3.0, 4.1, 3.46)","(5.5, 9.6, 8.038095238095238)","(17.0, 28.0, 20.58823529411765)","(16.0, 28.0, 18.555555555555557)","(16.0, 60.0, 40.0)"
10-01-2023 20:26:38.662949,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 196.66666666666666)","(3.0, 4.1, 3.46)","(5.5, 9.6, 8.038095238095238)","(17.0, 28.0, 20.58823529411765)","(16.0, 28.0, 18.555555555555557)","(16.0, 60.0, 49.629629629629626)"
10-01-2023 20:26:40.002969,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 196.66666666666666)","(3.0, 3.95, 3.54375)","(5.5, 9.6, 6.388333333333334)","(17.0, 28.0, 20.58823529411765)","(16.0, 28.0, 18.555555555555557)","(16.0, 60.0, 49.629629629629626)"
10-01-2023 20:26:41.307341,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 196.66666666666666)","(3.0, 3.95, 3.54375)","(5.5, 9.6, 6.388333333333334)","(17.0, 28.0, 20.58823529411765)","(16.0, 28.0, 18.555555555555557)","(16.0, 60.0, 49.629629629629626)"
10-01-2023 20:26:42.544348,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 196.66666666666666)","(3.0, 3.95, 3.54375)","(5.5, 9.4, 7.953846153846153)","(17.0, 28.0, 20.58823529411765)","(16.0, 26.0, 19.0)","(16.0, 60.0, 48.57142857142857)"
10-01-2023 20:26:43.891818,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.266666666666667)","(51.0, 270.0, 205.0)","(3.0, 3.95, 3.54375)","(5.5, 9.2, 6.294545454545454)","(17.0, 28.0, 20.58823529411765)","(16.0, 26.0, 18.4)","(16.0, 60.0, 48.57142857142857)"
10-01-2023 20:26:45.112327,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.266666666666667)","(51.0, 250.0, 193.33333333333334)","(3.0, 3.95, 3.54375)","(5.5, 9.2, 7.591666666666667)","(17.0, 28.0, 20.58823529411765)","(16.0, 26.0, 18.4)","(16.0, 60.0, 48.57142857142857)"
10-01-2023 20:26:46.305784,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.266666666666667)","(51.0, 260.0, 193.33333333333334)","(3.0, 3.95, 3.54375)","(5.5, 8.8, 7.742857142857143)","(17.0, 28.0, 20.58823529411765)","(16.0, 26.0, 18.4)","(16.0, 60.0, 48.57142857142857)"
10-01-2023 20:26:47.509472,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.8)","(51.0, 260.0, 193.33333333333334)","(3.0, 3.95, 3.54375)","(5.5, 8.6, 7.742857142857143)","(17.0, 28.0, 20.58823529411765)","(16.0, 26.0, 18.4)","(16.0, 60.0, 48.57142857142857)"
10-01-2023 20:26:48.622665,"(4.6, 5.9, 5.5)","(2.7, 5.0, 4.8)","(51.0, 260.0, 193.33333333333334)","(3.0, 3.95, 3.54375)","(5.5, 8.4, 7.873684210526316)","(17.0, 28.0, 20.58823529411765)","(16.0, 26.0, 19.270833333333332)","(16.0, 60.0, 32.36363636363636)"
