,Highway Man,Oodnadatta Man,Mayfair Ronnie,Akina Onyx,So Joe Mac,Waves Crashing,Thylacine
09-01-2023 16:11:58.296735,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.015909090909091)","(5.0, 9.0, 5.7785714285714285)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.01)","(9.0, 17.5, 14.9)"
09-01-2023 16:11:59.192533,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.015909090909091)","(5.0, 9.0, 5.7785714285714285)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:00.232538,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.015909090909091)","(5.0, 9.0, 5.7785714285714285)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:01.228175,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.130434782608695)","(5.0, 9.0, 6.066666666666666)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:02.236626,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.130434782608695)","(5.0, 9.0, 6.066666666666666)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:03.302543,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.1022727272727275)","(5.0, 9.0, 5.935714285714285)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:04.343986,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.1022727272727275)","(5.0, 9.0, 5.935714285714285)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:05.602414,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.077083333333333)","(5.0, 9.0, 5.058333333333334)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:06.739743,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.077083333333333)","(5.0, 9.0, 5.058333333333334)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0475)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:07.833852,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.077083333333333)","(5.0, 9.0, 6.04375)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0475)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:08.900526,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.047826086956522)","(5.0, 9.0, 5.92)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:09.887471,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.015909090909091)","(5.0, 9.0, 5.7785714285714285)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:10.858282,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.015909090909091)","(5.0, 9.0, 5.7785714285714285)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:12.040345,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.015909090909091)","(5.0, 9.0, 5.7785714285714285)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:13.226058,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.077083333333333)","(5.0, 9.0, 6.04375)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:14.314665,"(15.0, 85.0, 42.14285714285714)","(3.5, 5.7, 4.047826086956522)","(5.0, 8.8, 8.0)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:15.372688,"(15.0, 85.0, 41.25)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.825000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:16.420145,"(15.0, 85.0, 41.25)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.825000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:17.442125,"(15.0, 85.0, 41.25)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.01)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:18.433090,"(15.0, 85.0, 41.25)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.01)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:19.410060,"(15.0, 85.0, 41.25)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:20.330770,"(15.0, 85.0, 46.388888888888886)","(3.5, 5.7, 4.047826086956522)","(5.0, 8.8, 8.0)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:21.307291,"(15.0, 85.0, 46.388888888888886)","(3.5, 5.7, 4.047826086956522)","(5.0, 8.8, 8.0)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:22.309097,"(15.0, 85.0, 46.388888888888886)","(3.5, 5.7, 4.047826086956522)","(5.0, 8.8, 8.0)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:23.473315,"(15.0, 85.0, 46.388888888888886)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:24.593692,"(15.0, 85.0, 46.388888888888886)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:25.919329,"(15.0, 85.0, 46.388888888888886)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:27.026602,"(15.0, 85.0, 46.388888888888886)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:28.178947,"(15.0, 85.0, 46.388888888888886)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:29.223066,"(15.0, 85.0, 46.388888888888886)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:30.345211,"(15.0, 85.0, 46.388888888888886)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:31.540935,"(15.0, 85.0, 46.388888888888886)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:32.551272,"(15.0, 85.0, 46.388888888888886)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:33.574697,"(15.0, 85.0, 46.388888888888886)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:34.690355,"(15.0, 85.0, 46.66666666666667)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:35.789449,"(15.0, 85.0, 36.07142857142857)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:36.902763,"(15.0, 85.0, 36.07142857142857)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:38.032040,"(15.0, 85.0, 36.07142857142857)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:39.100258,"(15.0, 85.0, 36.07142857142857)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:40.224811,"(15.0, 85.0, 36.07142857142857)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:41.313344,"(15.0, 85.0, 36.07142857142857)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 14.9)"
09-01-2023 16:12:42.384025,"(15.0, 85.0, 36.07142857142857)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.116666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:43.472129,"(15.0, 85.0, 36.07142857142857)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.800000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:44.494887,"(15.0, 85.0, 36.07142857142857)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.800000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:45.541215,"(15.0, 85.0, 36.07142857142857)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.800000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:46.550312,"(15.0, 85.0, 51.0)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.800000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:47.655438,"(15.0, 85.0, 51.0)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.800000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:48.728792,"(15.0, 85.0, 51.0)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.800000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:49.789468,"(15.0, 85.0, 51.0)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.800000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:50.912092,"(15.0, 85.0, 51.0)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.800000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:52.007352,"(15.0, 85.0, 51.0)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.800000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:53.017261,"(15.0, 85.0, 37.14285714285714)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.825000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:54.392146,"(15.0, 85.0, 37.14285714285714)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.825000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:55.846408,"(15.0, 85.0, 37.14285714285714)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.825000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:57.256515,"(15.0, 85.0, 37.14285714285714)","(3.5, 5.7, 4.047826086956522)","(5.0, 8.8, 8.3125)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0475)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:58.597191,"(15.0, 85.0, 37.14285714285714)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 8.3125)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0475)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:12:59.822097,"(15.0, 85.0, 37.14285714285714)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 8.3125)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0475)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:00.944540,"(15.0, 85.0, 37.14285714285714)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.8500000000000005)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.01)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:01.998652,"(15.0, 85.0, 37.14285714285714)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.8500000000000005)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.01)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:03.094969,"(15.0, 85.0, 37.14285714285714)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.8500000000000005)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.01)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:04.199880,"(15.0, 85.0, 37.14285714285714)","(3.5, 5.7, 3.9295454545454547)","(5.0, 8.8, 7.5)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:05.263812,"(15.0, 85.0, 43.4375)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 8.3125)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:06.245812,"(15.0, 85.0, 43.4375)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 8.3125)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:07.302024,"(15.0, 85.0, 43.4375)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.8500000000000005)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:08.528910,"(15.0, 85.0, 43.4375)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.8500000000000005)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:09.769464,"(15.0, 85.0, 43.4375)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.466666666666667)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:10.877245,"(15.0, 85.0, 43.4375)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 8.3)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0475)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:11.970895,"(15.0, 85.0, 43.4375)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 8.3)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 467.5)","(2.8, 3.85, 3.01)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:12.979221,"(15.0, 85.0, 43.4375)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.825000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.01)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:14.051379,"(15.0, 85.0, 43.4375)","(3.5, 5.7, 4.047826086956522)","(5.0, 8.8, 7.825000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.01)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:15.202914,"(15.0, 85.0, 45.55555555555556)","(3.5, 5.7, 4.047826086956522)","(5.0, 8.8, 7.825000000000001)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.01)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:16.361338,"(15.0, 85.0, 55.625)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.875)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.01)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:17.374331,"(15.0, 85.0, 55.625)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.875)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:18.595599,"(15.0, 85.0, 55.625)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.875)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:19.813680,"(15.0, 85.0, 55.625)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.875)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:21.048182,"(15.0, 85.0, 55.625)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.875)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:22.321196,"(15.0, 85.0, 55.625)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.8500000000000005)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:23.365817,"(15.0, 85.0, 55.625)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.8500000000000005)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:24.383607,"(15.0, 85.0, 55.625)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 7.8500000000000005)","(3.8, 6.4, 4.252173913043478)","(61.0, 550.0, 467.5)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:25.399714,"(15.0, 90.0, 58.54166666666667)","(3.5, 5.7, 4.1022727272727275)","(5.0, 8.8, 8.228571428571428)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0475)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:26.417653,"(15.0, 90.0, 58.54166666666667)","(3.5, 5.7, 4.1022727272727275)","(5.0, 8.8, 8.228571428571428)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.01)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:27.549927,"(15.0, 90.0, 58.54166666666667)","(3.5, 5.7, 4.1022727272727275)","(5.0, 8.8, 8.02)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.01)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:28.677314,"(15.0, 90.0, 58.54166666666667)","(3.5, 5.7, 4.1022727272727275)","(5.0, 8.8, 8.02)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:29.845295,"(15.0, 90.0, 58.54166666666667)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.8500000000000005)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 2.8438461538461537)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:31.144812,"(15.0, 90.0, 58.54166666666667)","(3.5, 5.7, 4.047826086956522)","(5.0, 8.8, 8.228571428571428)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:32.256399,"(15.0, 90.0, 58.54166666666667)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 8.02)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:33.367082,"(15.0, 90.0, 52.5)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 8.02)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:34.445673,"(15.0, 90.0, 32.05555555555556)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.8500000000000005)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:35.557411,"(15.0, 90.0, 32.05555555555556)","(3.5, 5.7, 4.077083333333333)","(5.0, 8.8, 7.8500000000000005)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0805882352941176)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:36.704978,"(15.0, 90.0, 32.05555555555556)","(3.5, 5.7, 4.047826086956522)","(5.0, 8.8, 7.8500000000000005)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0475)","(9.0, 17.5, 11.566666666666666)"
09-01-2023 16:13:37.865706,"(15.0, 90.0, 32.05555555555556)","(3.5, 5.7, 4.015909090909091)","(5.0, 8.8, 8.228571428571428)","(3.8, 6.4, 4.252173913043478)","(61.0, 450.0, 384.16666666666663)","(2.8, 3.85, 3.0475)","(9.0, 17.5, 11.566666666666666)"
