,Highway Man,Oodnadatta Man,Mayfair Ronnie,Akina Onyx,So Joe Mac,Waves Crashing,Thylacine
09-01-2023 16:17:21.566308,"(15.0, 60.0, 57.0)","(3.5, 5.8, 4.733333333333333)","(5.0, 7.0, 5.833333333333333)","(3.8, 7.0, 5.5)","(71.0, 470.0, 400.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 18.0, 16.333333333333332)"
09-01-2023 16:17:22.613519,"(15.0, 60.0, 57.0)","(3.5, 5.8, 4.733333333333333)","(5.0, 7.0, 5.833333333333333)","(3.8, 7.0, 5.5)","(71.0, 470.0, 400.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 18.0, 16.333333333333332)"
09-01-2023 16:17:23.663143,"(15.0, 60.0, 57.0)","(3.5, 5.8, 4.733333333333333)","(5.0, 7.0, 5.833333333333333)","(3.8, 7.0, 5.5)","(71.0, 470.0, 480.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 18.0, 16.333333333333332)"
09-01-2023 16:17:24.708524,"(15.0, 60.0, 57.0)","(3.5, 5.8, 4.733333333333333)","(5.0, 7.0, 5.833333333333333)","(3.8, 7.0, 5.5)","(71.0, 570.0, 480.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 18.0, 16.333333333333332)"
09-01-2023 16:17:25.784020,"(15.0, 60.0, 57.0)","(3.5, 5.8, 4.733333333333333)","(5.0, 7.0, 5.833333333333333)","(3.8, 7.0, 5.5)","(71.0, 570.0, 480.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 18.0, 16.333333333333332)"
09-01-2023 16:17:26.877132,"(15.0, 60.0, 57.0)","(3.5, 5.8, 4.733333333333333)","(5.0, 7.0, 5.833333333333333)","(3.8, 7.0, 5.5)","(71.0, 570.0, 420.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 18.0, 16.333333333333332)"
09-01-2023 16:17:28.017948,"(15.0, 60.0, 57.0)","(3.5, 5.8, 4.733333333333333)","(5.0, 7.0, 5.833333333333333)","(3.8, 7.0, 5.5)","(71.0, 570.0, 507.1428571428571)","(2.8, 3.4, 3.322857142857143)","(9.0, 18.0, 16.333333333333332)"
09-01-2023 16:17:29.110498,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.8, 4.733333333333333)","(5.0, 7.0, 5.833333333333333)","(3.8, 7.0, 5.5)","(71.0, 570.0, 507.1428571428571)","(2.8, 3.4, 3.322857142857143)","(9.0, 18.0, 16.2)"
09-01-2023 16:17:30.153502,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.8, 4.733333333333333)","(5.0, 7.0, 5.833333333333333)","(3.8, 7.0, 5.5)","(71.0, 570.0, 507.1428571428571)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 16.2)"
09-01-2023 16:17:31.140576,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.8, 4.733333333333333)","(5.0, 7.0, 5.833333333333333)","(3.8, 7.0, 5.5)","(71.0, 570.0, 507.1428571428571)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 15.666666666666666)"
09-01-2023 16:17:32.103043,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.8, 4.733333333333333)","(5.0, 7.0, 5.833333333333333)","(3.8, 7.0, 5.5)","(71.0, 570.0, 507.1428571428571)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 15.666666666666666)"
09-01-2023 16:17:33.203031,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.8, 4.733333333333333)","(5.0, 7.0, 5.833333333333333)","(3.8, 7.0, 5.5)","(71.0, 570.0, 462.5)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:34.236334,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.8, 4.257142857142857)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.8, 4.288888888888889)","(71.0, 570.0, 484.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:35.231802,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.6, 4.666666666666667)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.6, 4.288888888888889)","(71.0, 570.0, 484.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:36.240216,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.6, 4.666666666666667)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.6, 4.288888888888889)","(71.0, 570.0, 486.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:37.339167,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.6, 4.666666666666667)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.6, 4.288888888888889)","(71.0, 570.0, 486.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:38.521939,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.6, 4.666666666666667)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.6, 4.3)","(71.0, 570.0, 500.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:39.747308,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.6, 4.48)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.4, 4.275)","(71.0, 570.0, 518.75)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:40.909334,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.2, 4.275)","(71.0, 570.0, 470.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:41.984236,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.2, 4.275)","(71.0, 570.0, 470.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:43.088682,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.2, 4.275)","(71.0, 570.0, 470.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:44.101790,"(15.0, 60.0, 57.69230769230769)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.2, 4.275)","(71.0, 570.0, 470.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:45.099281,"(15.0, 60.0, 50.66666666666667)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.2, 4.275)","(71.0, 570.0, 470.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:46.226240,"(15.0, 60.0, 50.66666666666667)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.2, 4.275)","(71.0, 570.0, 470.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:47.325004,"(15.0, 60.0, 50.66666666666667)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.2, 4.275)","(71.0, 570.0, 470.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:48.504676,"(15.0, 60.0, 47.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.2, 4.275)","(71.0, 470.0, 395.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:49.612336,"(15.0, 60.0, 47.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.2, 4.275)","(71.0, 470.0, 395.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:50.764946,"(15.0, 60.0, 56.75)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.2, 4.275)","(71.0, 470.0, 395.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:51.921761,"(15.0, 60.0, 57.111111111111114)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.2, 4.275)","(71.0, 470.0, 395.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.88888888888889)"
09-01-2023 16:17:52.958149,"(15.0, 60.0, 57.111111111111114)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 6.2, 4.043137254901961)","(71.0, 470.0, 395.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.521739130434783)"
09-01-2023 16:17:54.029621,"(15.0, 60.0, 57.111111111111114)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.9, 4.271428571428571)","(71.0, 470.0, 395.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.521739130434783)"
09-01-2023 16:17:55.171839,"(15.0, 60.0, 57.111111111111114)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.9, 5.266666666666667)","(71.0, 470.0, 395.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.521739130434783)"
09-01-2023 16:17:56.354597,"(15.0, 60.0, 57.111111111111114)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.9, 4.918181818181818)","(71.0, 470.0, 395.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.521739130434783)"
09-01-2023 16:17:57.526560,"(15.0, 60.0, 57.111111111111114)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.9, 4.230909090909091)","(71.0, 470.0, 437.77777777777777)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.521739130434783)"
09-01-2023 16:17:58.619021,"(15.0, 60.0, 57.111111111111114)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.9, 4.230357142857143)","(71.0, 470.0, 437.77777777777777)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.521739130434783)"
09-01-2023 16:17:59.652289,"(15.0, 60.0, 57.111111111111114)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.9, 4.230357142857143)","(71.0, 470.0, 437.77777777777777)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.521739130434783)"
09-01-2023 16:18:00.790823,"(15.0, 60.0, 57.111111111111114)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.336363636363637)","(71.0, 470.0, 437.77777777777777)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.521739130434783)"
09-01-2023 16:18:01.941293,"(15.0, 60.0, 57.111111111111114)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.336363636363637)","(71.0, 470.0, 437.77777777777777)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.521739130434783)"
09-01-2023 16:18:03.064089,"(15.0, 60.0, 57.111111111111114)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.336363636363637)","(71.0, 470.0, 437.77777777777777)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.521739130434783)"
09-01-2023 16:18:04.160204,"(15.0, 60.0, 52.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.336363636363637)","(71.0, 570.0, 526.6666666666667)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.521739130434783)"
09-01-2023 16:18:05.275175,"(15.0, 60.0, 49.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.336363636363637)","(71.0, 570.0, 526.6666666666667)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.521739130434783)"
09-01-2023 16:18:06.436067,"(15.0, 60.0, 49.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.336363636363637)","(71.0, 570.0, 526.6666666666667)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 13.521739130434783)"
09-01-2023 16:18:07.538872,"(15.0, 65.0, 54.2)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.336363636363637)","(71.0, 570.0, 526.6666666666667)","(2.8, 3.4, 3.322857142857143)","(9.0, 17.0, 15.25)"
09-01-2023 16:18:08.643640,"(15.0, 65.0, 60.5)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.336363636363637)","(71.0, 570.0, 526.6666666666667)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.8)"
09-01-2023 16:18:09.756087,"(15.0, 65.0, 60.5)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.336363636363637)","(71.0, 570.0, 526.6666666666667)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.8)"
09-01-2023 16:18:10.862919,"(15.0, 65.0, 54.875)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.336363636363637)","(71.0, 570.0, 526.6666666666667)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:11.966220,"(15.0, 65.0, 54.875)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.336363636363637)","(71.0, 570.0, 526.6666666666667)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:13.043968,"(15.0, 65.0, 54.875)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.336363636363637)","(71.0, 570.0, 526.6666666666667)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:14.132030,"(15.0, 65.0, 54.875)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.336363636363637)","(71.0, 570.0, 380.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:15.225325,"(15.0, 65.0, 54.875)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 570.0, 380.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:16.339190,"(15.0, 65.0, 57.285714285714285)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 570.0, 380.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:17.470717,"(15.0, 65.0, 57.285714285714285)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 570.0, 380.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:18.635195,"(15.0, 65.0, 57.285714285714285)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 570.0, 380.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:19.781113,"(15.0, 65.0, 57.285714285714285)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 570.0, 380.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:20.780268,"(15.0, 65.0, 54.875)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 570.0, 380.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:21.795308,"(15.0, 60.0, 56.33333333333333)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:22.887435,"(15.0, 65.0, 58.75)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:23.998740,"(15.0, 65.0, 53.5)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:25.362098,"(15.0, 65.0, 60.4)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:26.588873,"(15.0, 65.0, 53.5)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:27.767446,"(15.0, 70.0, 56.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:29.045165,"(15.0, 70.0, 56.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:30.372101,"(15.0, 70.0, 56.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:31.716636,"(15.0, 70.0, 56.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:32.895601,"(15.0, 70.0, 56.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:34.036470,"(15.0, 70.0, 56.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:35.164546,"(15.0, 70.0, 56.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:36.290569,"(15.0, 70.0, 56.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:37.913247,"(15.0, 70.0, 56.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.325)","(71.0, 470.0, 330.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:39.540032,"(15.0, 70.0, 56.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 5.272222222222222)","(71.0, 570.0, 512.8571428571429)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:40.697847,"(15.0, 70.0, 56.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 5.272222222222222)","(71.0, 570.0, 512.8571428571429)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:41.892270,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 4.585714285714286)","(71.0, 570.0, 385.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 13.75)"
09-01-2023 16:18:43.107687,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.833333333333333)","(3.8, 5.7, 5.3428571428571425)","(71.0, 570.0, 385.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:44.366698,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.5, 4.85)","(5.0, 7.0, 5.716666666666667)","(3.8, 5.5, 5.3428571428571425)","(71.0, 570.0, 385.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:45.587154,"(15.0, 70.0, 56.0)","(3.5, 5.5, 4.85)","(5.0, 7.0, 6.199999999999999)","(3.8, 5.5, 5.225)","(71.0, 570.0, 385.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:46.821425,"(15.0, 70.0, 56.0)","(3.5, 5.6, 4.48)","(5.0, 6.8, 6.199999999999999)","(3.8, 5.5, 5.0)","(71.0, 570.0, 436.6666666666667)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:48.016441,"(15.0, 70.0, 56.0)","(3.5, 5.6, 4.48)","(5.0, 6.8, 5.72)","(3.8, 5.5, 4.747368421052632)","(71.0, 570.0, 375.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:49.194176,"(15.0, 70.0, 56.0)","(3.5, 5.6, 4.48)","(5.0, 6.8, 6.0285714285714285)","(3.8, 5.5, 4.747368421052632)","(71.0, 570.0, 375.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:50.402398,"(15.0, 70.0, 56.0)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.975)","(3.8, 5.5, 4.508196721311475)","(71.0, 570.0, 512.8571428571429)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:51.559303,"(15.0, 70.0, 56.0)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.975)","(3.8, 5.5, 4.508196721311475)","(71.0, 570.0, 512.8571428571429)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:52.735204,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 6.145454545454545)","(3.8, 5.5, 5.257142857142857)","(71.0, 570.0, 335.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:53.910982,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.8999999999999995)","(3.8, 5.4, 5.257142857142857)","(71.0, 470.0, 340.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:55.163826,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.8999999999999995)","(3.8, 5.4, 5.257142857142857)","(71.0, 470.0, 340.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:56.535324,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.8999999999999995)","(3.8, 5.4, 5.257142857142857)","(71.0, 470.0, 340.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:57.791084,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.8999999999999995)","(3.8, 5.4, 5.257142857142857)","(71.0, 470.0, 340.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:58.864194,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.8999999999999995)","(3.8, 5.4, 5.257142857142857)","(71.0, 470.0, 340.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:18:59.932018,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.8999999999999995)","(3.8, 5.4, 5.257142857142857)","(71.0, 470.0, 340.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:19:01.166887,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.8999999999999995)","(3.8, 5.4, 5.257142857142857)","(71.0, 470.0, 340.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:19:02.322865,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.8999999999999995)","(3.8, 5.4, 5.257142857142857)","(71.0, 470.0, 340.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:19:03.623596,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.838461538461538)","(3.8, 5.4, 5.257142857142857)","(71.0, 470.0, 340.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:19:04.845649,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.838461538461538)","(3.8, 5.4, 5.257142857142857)","(71.0, 470.0, 340.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:19:06.141379,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.838461538461538)","(3.8, 5.4, 5.257142857142857)","(71.0, 470.0, 340.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:19:07.446270,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.838461538461538)","(3.8, 5.4, 5.257142857142857)","(71.0, 470.0, 340.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:19:08.725878,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.838461538461538)","(3.8, 5.4, 5.257142857142857)","(71.0, 470.0, 390.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
09-01-2023 16:19:09.926673,"(15.0, 70.0, 60.66666666666667)","(3.5, 5.6, 4.48)","(5.0, 6.6, 5.838461538461538)","(3.8, 5.4, 5.257142857142857)","(71.0, 570.0, 390.0)","(2.8, 3.4, 3.322857142857143)","(9.0, 16.0, 14.3125)"
