,Tolkowsky,Storm Attack,Drop The Pilot,Giveitallali,Heleva Deel,Harmony Nation,Lexis Choice,Kings Row,Inside Information,The Angels Kiss
05-01-2023 14:57:51.474647,"(2.0, 2.46, 2.4446153846153846)","(11.0, 19.0, 18.166666666666668)","(14.0, 15.5, 14.765625)","(11.0, 19.0, 18.0)","(3.2, 3.25, 3.2261904761904763)","(41.0, 80.0, 67.2)","(14.0, 23.0, 22.75)","(31.0, 60.0, 53.0)","(26.0, 55.0, 54.0)","(71.0, 220.0, 150.0)"
05-01-2023 14:57:52.715242,"(2.0, 2.46, 2.435)","(11.0, 19.0, 18.166666666666668)","(14.0, 15.5, 14.765625)","(11.0, 19.0, 18.0)","(3.2, 3.25, 3.2261904761904763)","(41.0, 80.0, 60.0)","(14.0, 23.0, 22.75)","(31.0, 60.0, 53.0)","(26.0, 55.0, 54.0)","(71.0, 220.0, 150.0)"
05-01-2023 14:57:54.000141,"(2.0, 2.46, 2.4309090909090907)","(11.0, 19.0, 18.166666666666668)","(14.0, 15.5, 14.765625)","(11.0, 19.0, 18.0)","(3.2, 3.25, 3.2261904761904763)","(41.0, 80.0, 67.14285714285714)","(14.0, 23.0, 22.75)","(31.0, 60.0, 53.0)","(26.0, 55.0, 54.0)","(71.0, 220.0, 150.0)"
05-01-2023 14:57:55.243351,"(2.0, 2.46, 2.4433333333333334)","(11.0, 19.0, 18.166666666666668)","(14.0, 15.5, 14.765625)","(11.0, 19.0, 18.25)","(3.2, 3.25, 3.2261904761904763)","(41.0, 75.0, 72.22222222222223)","(14.0, 23.0, 22.75)","(31.0, 60.0, 53.0)","(26.0, 55.0, 54.0)","(71.0, 220.0, 150.0)"
05-01-2023 14:57:56.471580,"(2.05, 2.46, 2.4433333333333334)","(11.0, 19.0, 18.166666666666668)","(13.0, 15.5, 14.765625)","(11.0, 19.0, 18.25)","(3.1, 3.25, 3.2261904761904763)","(41.0, 75.0, 72.22222222222223)","(14.0, 23.0, 22.75)","(31.0, 60.0, 53.0)","(26.0, 55.0, 54.0)","(61.0, 220.0, 150.0)"
05-01-2023 14:57:57.743060,"(2.05, 2.46, 2.44)","(11.0, 19.0, 18.166666666666668)","(13.0, 15.5, 14.765625)","(11.0, 19.0, 18.25)","(3.1, 3.25, 3.2214285714285715)","(41.0, 75.0, 72.22222222222223)","(14.0, 23.0, 22.75)","(31.0, 60.0, 53.0)","(26.0, 55.0, 56.666666666666664)","(61.0, 220.0, 150.0)"
05-01-2023 14:57:59.148845,"(2.1, 2.46, 2.4446153846153846)","(12.0, 19.0, 18.166666666666668)","(13.0, 15.5, 14.765625)","(11.0, 19.0, 18.2)","(3.1, 3.25, 3.280281690140845)","(41.0, 75.0, 72.22222222222223)","(14.0, 23.0, 22.75)","(26.0, 60.0, 53.0)","(26.0, 60.0, 51.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:58:00.349581,"(2.1, 2.46, 2.44)","(12.0, 19.0, 18.166666666666668)","(13.0, 15.5, 14.765625)","(11.0, 19.0, 17.45)","(3.1, 3.3, 3.280281690140845)","(41.0, 75.0, 72.22222222222223)","(14.0, 23.0, 22.75)","(26.0, 60.0, 53.0)","(26.0, 55.0, 53.8)","(71.0, 220.0, 150.0)"
05-01-2023 14:58:01.563640,"(2.1, 2.46, 2.44)","(12.0, 19.0, 18.166666666666668)","(13.0, 15.5, 14.765625)","(11.0, 17.5, 17.45)","(3.1, 3.3, 3.280281690140845)","(41.0, 75.0, 72.22222222222223)","(14.0, 23.0, 22.75)","(26.0, 60.0, 53.0)","(26.0, 55.0, 54.1)","(71.0, 220.0, 150.0)"
05-01-2023 14:58:02.847211,"(2.1, 2.46, 2.44)","(12.0, 19.0, 18.166666666666668)","(13.0, 15.5, 14.765625)","(11.0, 17.5, 17.4)","(3.1, 3.3, 3.280281690140845)","(41.0, 75.0, 72.22222222222223)","(14.0, 23.0, 22.75)","(26.0, 60.0, 53.0)","(26.0, 55.0, 54.1)","(71.0, 220.0, 150.0)"
05-01-2023 14:58:04.118444,"(2.1, 2.46, 2.44)","(12.0, 19.0, 18.166666666666668)","(13.0, 15.5, 14.765625)","(11.0, 17.5, 17.444444444444443)","(3.1, 3.3, 3.280281690140845)","(41.0, 75.0, 72.22222222222223)","(14.0, 23.0, 22.75)","(26.0, 60.0, 53.0)","(26.0, 55.0, 53.6)","(71.0, 220.0, 150.0)"
05-01-2023 14:58:05.374911,"(2.1, 2.46, 2.44)","(12.0, 19.0, 18.166666666666668)","(13.0, 15.5, 14.765625)","(11.0, 17.5, 17.444444444444443)","(3.1, 3.3, 3.216438356164384)","(41.0, 75.0, 73.82352941176471)","(14.0, 23.0, 22.75)","(26.0, 60.0, 59.375)","(26.0, 55.0, 54.611111111111114)","(71.0, 220.0, 185.0)"
05-01-2023 14:58:06.585440,"(2.1, 2.46, 2.4492857142857143)","(12.0, 19.0, 18.166666666666668)","(13.0, 15.5, 14.57843137254902)","(11.0, 17.5, 17.444444444444443)","(3.1, 3.25, 3.216438356164384)","(41.0, 75.0, 74.0)","(14.0, 23.0, 22.75)","(26.0, 60.0, 59.375)","(26.0, 55.0, 58.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:07.838347,"(2.1, 2.46, 2.44)","(12.0, 19.0, 18.166666666666668)","(13.0, 15.5, 14.57843137254902)","(11.0, 17.5, 17.444444444444443)","(3.1, 3.25, 3.216438356164384)","(41.0, 75.0, 73.82352941176471)","(14.0, 23.0, 22.75)","(26.0, 60.0, 59.375)","(26.0, 60.0, 58.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:09.094683,"(2.1, 2.46, 2.44)","(12.0, 19.0, 18.166666666666668)","(13.0, 15.5, 13.85)","(11.0, 17.5, 17.375)","(3.1, 3.25, 3.216438356164384)","(41.0, 75.0, 73.33333333333334)","(14.0, 23.0, 22.75)","(26.0, 60.0, 59.375)","(26.0, 60.0, 58.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:10.427432,"(2.1, 2.48, 2.457777777777778)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.0, 13.9375)","(11.0, 17.5, 17.375)","(3.1, 3.25, 3.2252136752136753)","(41.0, 75.0, 73.33333333333334)","(14.0, 23.0, 22.75)","(26.0, 60.0, 59.375)","(26.0, 60.0, 58.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:11.698436,"(2.1, 2.48, 2.457777777777778)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.0, 13.85)","(11.0, 17.5, 17.375)","(3.1, 3.25, 3.2252136752136753)","(41.0, 75.0, 73.33333333333334)","(14.0, 23.0, 22.75)","(26.0, 60.0, 59.375)","(26.0, 60.0, 58.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:12.954693,"(2.1, 2.48, 2.457777777777778)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.0, 13.636363636363637)","(11.0, 17.5, 17.375)","(3.1, 3.25, 3.2252136752136753)","(41.0, 75.0, 73.33333333333334)","(14.0, 23.0, 22.75)","(26.0, 60.0, 59.375)","(26.0, 60.0, 58.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:14.238174,"(2.1, 2.48, 2.457777777777778)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.0, 13.636363636363637)","(11.0, 17.5, 17.375)","(3.1, 3.25, 3.2252136752136753)","(41.0, 75.0, 73.33333333333334)","(14.0, 23.0, 22.6)","(26.0, 60.0, 59.375)","(26.0, 60.0, 56.666666666666664)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:15.507123,"(2.1, 2.48, 2.457777777777778)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.0, 13.555555555555555)","(11.0, 17.5, 17.375)","(3.1, 3.25, 3.2252136752136753)","(41.0, 75.0, 73.33333333333334)","(14.0, 23.0, 22.6)","(26.0, 60.0, 59.375)","(26.0, 60.0, 56.666666666666664)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:16.741011,"(2.1, 2.48, 2.457777777777778)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.0, 13.2)","(11.0, 17.5, 17.375)","(3.1, 3.25, 3.2252136752136753)","(41.0, 75.0, 73.33333333333334)","(14.0, 23.0, 22.81818181818182)","(26.0, 60.0, 59.375)","(26.0, 60.0, 56.42857142857143)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:17.986977,"(2.1, 2.48, 2.457777777777778)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.0, 13.2)","(11.0, 17.5, 17.375)","(3.1, 3.25, 3.2252136752136753)","(41.0, 75.0, 72.5)","(14.0, 23.0, 22.81818181818182)","(26.0, 60.0, 59.375)","(26.0, 60.0, 59.375)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:19.242122,"(2.1, 2.48, 2.457777777777778)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.0, 13.2)","(11.0, 17.5, 17.375)","(3.1, 3.25, 3.2252136752136753)","(41.0, 75.0, 72.5)","(14.0, 23.0, 22.81818181818182)","(26.0, 60.0, 59.375)","(26.0, 60.0, 57.5)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:20.453976,"(2.1, 2.46, 2.453793103448276)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.5, 13.857142857142858)","(11.0, 17.5, 17.375)","(3.0, 3.25, 3.2252136752136753)","(41.0, 75.0, 72.5)","(14.0, 23.0, 22.81818181818182)","(26.0, 60.0, 59.375)","(31.0, 75.0, 57.5)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:21.638839,"(2.1, 2.46, 2.453793103448276)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.5, 13.75)","(11.0, 17.5, 17.375)","(3.0, 3.25, 3.2254237288135594)","(41.0, 75.0, 72.5)","(14.0, 23.0, 22.857142857142858)","(26.0, 60.0, 59.375)","(31.0, 75.0, 62.5)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:22.796550,"(2.1, 2.46, 2.455135135135135)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.5, 13.75)","(11.0, 17.5, 17.375)","(3.0, 3.25, 3.2254237288135594)","(41.0, 75.0, 72.5)","(14.0, 23.0, 22.857142857142858)","(26.0, 60.0, 59.375)","(31.0, 70.0, 62.5)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:23.998363,"(2.1, 2.46, 2.455135135135135)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.5, 13.75)","(11.0, 17.5, 17.375)","(3.0, 3.25, 3.2254237288135594)","(41.0, 75.0, 72.5)","(14.0, 23.0, 22.857142857142858)","(26.0, 60.0, 59.375)","(31.0, 70.0, 62.5)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:25.166643,"(2.1, 2.44, 2.4254545454545453)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.5, 13.75)","(11.0, 17.5, 17.375)","(3.0, 3.25, 3.2254237288135594)","(41.0, 75.0, 72.5)","(14.0, 23.0, 22.857142857142858)","(26.0, 60.0, 59.375)","(31.0, 70.0, 58.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:26.382061,"(2.1, 2.44, 2.4254545454545453)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.5, 13.75)","(11.0, 17.5, 17.375)","(3.0, 3.25, 3.2254237288135594)","(41.0, 75.0, 72.5)","(14.0, 23.0, 22.857142857142858)","(26.0, 60.0, 59.375)","(31.0, 70.0, 56.875)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:27.643318,"(2.1, 2.44, 2.431111111111111)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.5, 13.75)","(11.0, 17.5, 17.375)","(3.0, 3.25, 3.2254237288135594)","(41.0, 75.0, 72.5)","(14.0, 23.0, 22.857142857142858)","(26.0, 60.0, 59.375)","(31.0, 70.0, 56.875)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:28.854482,"(2.1, 2.44, 2.431111111111111)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.5, 13.75)","(11.0, 17.5, 17.444444444444443)","(3.0, 3.25, 3.2254237288135594)","(41.0, 75.0, 72.5)","(14.0, 23.0, 22.857142857142858)","(26.0, 60.0, 59.23076923076923)","(31.0, 70.0, 61.92307692307692)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:30.025383,"(2.1, 2.44, 2.431111111111111)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.5, 13.75)","(11.0, 17.5, 17.444444444444443)","(3.0, 3.25, 3.2254237288135594)","(41.0, 75.0, 72.5)","(14.0, 23.0, 22.857142857142858)","(26.0, 60.0, 59.23076923076923)","(31.0, 70.0, 61.92307692307692)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:31.199942,"(2.1, 2.44, 2.431111111111111)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.5, 13.88888888888889)","(11.0, 17.5, 17.444444444444443)","(3.0, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 23.0, 22.571428571428573)","(26.0, 60.0, 58.63636363636363)","(31.0, 70.0, 63.82352941176471)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:32.370674,"(2.1, 2.42, 2.4046153846153846)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.5, 13.88888888888889)","(11.0, 17.5, 17.444444444444443)","(3.0, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 25.0, 22.789473684210527)","(26.0, 65.0, 60.0)","(31.0, 70.0, 63.82352941176471)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:33.542982,"(2.1, 2.42, 2.408888888888889)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.5, 13.88888888888889)","(11.0, 17.5, 17.444444444444443)","(3.0, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.0)","(26.0, 65.0, 60.0)","(31.0, 70.0, 60.45454545454545)","(71.0, 220.0, 200.0)"
05-01-2023 14:58:34.742386,"(2.1, 2.42, 2.4046153846153846)","(12.0, 19.0, 18.166666666666668)","(13.0, 14.5, 13.88888888888889)","(11.0, 17.5, 17.444444444444443)","(3.0, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 65.0, 60.55555555555556)","(31.0, 70.0, 61.25)","(71.0, 220.0, 203.33333333333334)"
05-01-2023 14:58:35.939117,"(2.1, 2.44, 2.435121951219512)","(12.0, 19.0, 18.5)","(13.0, 15.0, 13.8)","(11.0, 17.5, 17.444444444444443)","(3.0, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 65.0, 60.55555555555556)","(31.0, 70.0, 61.25)","(71.0, 220.0, 203.33333333333334)"
05-01-2023 14:58:37.202496,"(2.1, 2.44, 2.435121951219512)","(12.0, 19.0, 18.5)","(13.0, 14.5, 14.0)","(11.0, 17.5, 17.444444444444443)","(3.0, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.285714285714285)","(26.0, 65.0, 60.55555555555556)","(31.0, 70.0, 59.5)","(71.0, 220.0, 203.33333333333334)"
05-01-2023 14:58:38.549666,"(2.1, 2.44, 2.435121951219512)","(12.0, 19.0, 18.545454545454547)","(13.0, 14.5, 14.0)","(11.0, 17.5, 17.444444444444443)","(3.1, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.285714285714285)","(26.0, 65.0, 60.55555555555556)","(31.0, 70.0, 62.631578947368425)","(71.0, 220.0, 203.33333333333334)"
05-01-2023 14:58:39.840206,"(2.1, 2.44, 2.435121951219512)","(12.0, 19.0, 19.81818181818182)","(13.0, 14.5, 14.0)","(11.0, 17.5, 17.444444444444443)","(3.1, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.285714285714285)","(26.0, 65.0, 60.55555555555556)","(31.0, 70.0, 62.631578947368425)","(71.0, 220.0, 203.33333333333334)"
05-01-2023 14:58:41.092497,"(2.1, 2.44, 2.435121951219512)","(12.0, 20.0, 19.81818181818182)","(13.0, 14.5, 14.0)","(11.0, 17.5, 17.444444444444443)","(3.1, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.285714285714285)","(26.0, 65.0, 60.55555555555556)","(31.0, 70.0, 62.631578947368425)","(71.0, 220.0, 203.33333333333334)"
05-01-2023 14:58:42.316051,"(2.1, 2.44, 2.435121951219512)","(12.0, 20.0, 19.81818181818182)","(13.0, 14.5, 14.0)","(11.0, 17.5, 17.444444444444443)","(3.1, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.285714285714285)","(26.0, 65.0, 60.55555555555556)","(31.0, 70.0, 62.631578947368425)","(71.0, 220.0, 203.33333333333334)"
05-01-2023 14:58:43.513319,"(2.1, 2.44, 2.435121951219512)","(12.0, 20.0, 19.81818181818182)","(13.0, 14.5, 14.0)","(11.0, 17.5, 17.444444444444443)","(3.1, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 65.0, 61.0)","(31.0, 70.0, 65.0)","(71.0, 220.0, 193.33333333333334)"
05-01-2023 14:58:44.682620,"(2.1, 2.44, 2.435121951219512)","(12.0, 20.0, 19.81818181818182)","(13.0, 14.5, 14.2)","(11.0, 17.5, 17.375)","(3.1, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 65.0, 61.0)","(31.0, 70.0, 65.0)","(71.0, 220.0, 193.33333333333334)"
05-01-2023 14:58:45.844644,"(2.1, 2.44, 2.435121951219512)","(12.0, 20.0, 19.81818181818182)","(13.0, 14.5, 14.2)","(11.0, 17.5, 17.375)","(3.1, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 65.0, 57.0)","(31.0, 70.0, 65.29411764705883)","(71.0, 220.0, 193.33333333333334)"
05-01-2023 14:58:47.072981,"(2.1, 2.44, 2.435121951219512)","(12.0, 20.0, 19.8125)","(13.0, 14.5, 14.2)","(11.0, 17.5, 17.375)","(3.1, 3.25, 3.2241935483870967)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 65.0, 59.23076923076923)","(31.0, 70.0, 65.29411764705883)","(71.0, 220.0, 193.33333333333334)"
05-01-2023 14:58:48.314467,"(2.1, 2.44, 2.435121951219512)","(12.0, 20.0, 19.8125)","(12.0, 14.5, 14.2)","(11.0, 17.5, 17.375)","(3.0, 3.25, 3.2216814159292038)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 59.23076923076923)","(31.0, 70.0, 65.29411764705883)","(71.0, 220.0, 193.33333333333334)"
05-01-2023 14:58:49.539600,"(2.1, 2.46, 2.445)","(12.0, 20.0, 19.833333333333332)","(12.0, 14.5, 14.2)","(11.0, 17.5, 17.467741935483872)","(3.0, 3.25, 3.2216814159292038)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 59.23076923076923)","(31.0, 70.0, 65.29411764705883)","(71.0, 220.0, 193.33333333333334)"
05-01-2023 14:58:50.805096,"(2.1, 2.46, 2.445)","(12.0, 20.0, 19.833333333333332)","(12.0, 14.5, 14.2)","(11.0, 17.5, 17.467741935483872)","(3.0, 3.25, 3.2216814159292038)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 59.23076923076923)","(31.0, 70.0, 65.29411764705883)","(71.0, 220.0, 193.33333333333334)"
05-01-2023 14:58:51.991984,"(2.1, 2.46, 2.445)","(12.0, 20.0, 19.833333333333332)","(12.0, 14.5, 14.2)","(11.0, 17.5, 17.467741935483872)","(3.0, 3.25, 3.2216814159292038)","(41.0, 75.0, 72.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 59.23076923076923)","(31.0, 70.0, 65.29411764705883)","(71.0, 220.0, 193.33333333333334)"
05-01-2023 14:58:53.147674,"(2.1, 2.46, 2.445)","(12.0, 20.0, 19.833333333333332)","(12.0, 14.5, 14.2)","(11.0, 17.5, 17.25)","(3.0, 3.25, 3.274074074074074)","(41.0, 75.0, 60.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 58.8)","(31.0, 70.0, 65.29411764705883)","(71.0, 220.0, 193.33333333333334)"
05-01-2023 14:58:54.346534,"(2.1, 2.44, 2.4325)","(12.0, 20.0, 19.833333333333332)","(12.0, 14.5, 14.2)","(11.0, 17.5, 17.25)","(3.0, 3.3, 3.274074074074074)","(41.0, 75.0, 65.33333333333333)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 58.8)","(31.0, 70.0, 65.29411764705883)","(71.0, 220.0, 190.0)"
05-01-2023 14:58:55.525462,"(2.1, 2.44, 2.4366666666666665)","(12.0, 20.0, 19.833333333333332)","(12.0, 14.5, 14.2)","(11.0, 17.5, 17.25)","(3.0, 3.3, 3.274074074074074)","(41.0, 75.0, 65.33333333333333)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 58.8)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 190.0)"
05-01-2023 14:58:56.682880,"(2.1, 2.44, 2.4366666666666665)","(12.0, 20.0, 19.833333333333332)","(12.0, 14.5, 14.2)","(11.0, 17.5, 17.25)","(3.0, 3.3, 3.274074074074074)","(41.0, 75.0, 65.33333333333333)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 58.8)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 190.0)"
05-01-2023 14:58:57.955277,"(2.1, 2.44, 2.4366666666666665)","(12.0, 20.0, 19.25)","(12.0, 14.5, 14.2)","(11.0, 17.5, 17.136363636363637)","(3.0, 3.3, 3.275581395348837)","(41.0, 75.0, 65.33333333333333)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 58.8)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 187.5)"
05-01-2023 14:58:59.208277,"(2.1, 2.44, 2.4366666666666665)","(12.0, 20.0, 19.25)","(12.0, 14.5, 14.2)","(11.0, 17.5, 17.136363636363637)","(3.0, 3.3, 3.275581395348837)","(41.0, 75.0, 61.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 58.8)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 187.5)"
05-01-2023 14:59:00.477067,"(2.1, 2.44, 2.4366666666666665)","(12.0, 20.0, 19.77777777777778)","(12.0, 14.5, 14.2)","(11.0, 17.5, 17.136363636363637)","(3.0, 3.3, 3.282278481012658)","(41.0, 75.0, 61.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 58.8)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 187.5)"
05-01-2023 14:59:01.740274,"(2.1, 2.44, 2.4366666666666665)","(12.0, 20.0, 19.77777777777778)","(12.0, 14.5, 14.0)","(11.0, 17.5, 16.7)","(3.0, 3.3, 3.282051282051282)","(41.0, 75.0, 61.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 58.8)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 187.5)"
05-01-2023 14:59:03.065858,"(2.1, 2.44, 2.4366666666666665)","(12.0, 20.0, 19.333333333333332)","(12.0, 14.5, 14.0)","(11.0, 17.5, 16.833333333333332)","(3.0, 3.3, 3.282051282051282)","(41.0, 75.0, 61.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 58.8)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 187.5)"
05-01-2023 14:59:04.318097,"(2.1, 2.44, 2.413333333333333)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.5, 16.833333333333332)","(3.0, 3.3, 3.282051282051282)","(41.0, 75.0, 61.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 58.8)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 187.5)"
05-01-2023 14:59:05.524608,"(2.1, 2.46, 2.452)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.5, 16.833333333333332)","(3.0, 3.3, 3.282051282051282)","(41.0, 75.0, 61.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 59.33333333333333)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 172.5)"
05-01-2023 14:59:06.700902,"(2.1, 2.46, 2.4545945945945946)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.583333333333332)","(3.0, 3.3, 3.282051282051282)","(41.0, 75.0, 61.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 59.33333333333333)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 172.5)"
05-01-2023 14:59:07.873694,"(2.1, 2.46, 2.4545945945945946)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.8)","(3.0, 3.3, 3.282051282051282)","(41.0, 75.0, 61.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 59.33333333333333)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 172.5)"
05-01-2023 14:59:09.092332,"(2.1, 2.46, 2.4545945945945946)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.8)","(3.0, 3.3, 3.2883116883116883)","(41.0, 75.0, 61.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 59.33333333333333)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 172.5)"
05-01-2023 14:59:10.380033,"(2.1, 2.46, 2.451304347826087)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.8)","(3.0, 3.3, 3.2883116883116883)","(41.0, 75.0, 61.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 59.33333333333333)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 172.5)"
05-01-2023 14:59:11.631736,"(2.1, 2.46, 2.4476923076923076)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.8)","(3.0, 3.3, 3.2904109589041095)","(41.0, 75.0, 60.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 59.33333333333333)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 176.66666666666666)"
05-01-2023 14:59:12.947712,"(2.1, 2.46, 2.4476923076923076)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.8)","(3.0, 3.3, 3.2904109589041095)","(41.0, 75.0, 60.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 60.0, 61.66666666666667)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 176.66666666666666)"
05-01-2023 14:59:14.219874,"(2.1, 2.46, 2.4476923076923076)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.8)","(3.0, 3.3, 3.2904109589041095)","(41.0, 75.0, 60.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 65.0, 61.66666666666667)","(31.0, 70.0, 65.29411764705883)","(71.0, 210.0, 176.66666666666666)"
05-01-2023 14:59:15.536405,"(2.1, 2.46, 2.4476923076923076)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.714285714285715)","(3.0, 3.3, 3.2904109589041095)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 65.0, 61.66666666666667)","(31.0, 70.0, 65.29411764705883)","(61.0, 210.0, 176.66666666666666)"
