,Im Harvey Specter Nz,Crime Time,Dust To Diamonds,Billy Glanvill,Miami Surf,Ellas Reason,Bundle Of Notes,Guy Looks Good,Jimmy Beach,Weman Macha
06-01-2023 14:09:50.905471,"(21.0, 99999, 99990)","(101.0, 180.0, 120.0)","(3.8, 5.3, 4.5285714285714285)","(101.0, 200.0, 165.0)","(71.0, 130.0, 90.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 8.8, 10.670588235294119)","(7.0, 10.5, 9.466666666666667)","(5.0, 6.8, 5.8)","(2.4, 3.25, 3.1555)"
06-01-2023 14:09:52.363869,"(21.0, 99999, 99990)","(101.0, 180.0, 170.0)","(3.8, 5.3, 4.5285714285714285)","(101.0, 200.0, 147.5)","(71.0, 150.0, 90.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 11.0, 9.15)","(7.0, 10.0, 11.5125)","(5.0, 6.8, 5.8)","(2.4, 3.25, 3.075)"
06-01-2023 14:09:53.975741,"(21.0, 99999, 99990)","(101.0, 180.0, 170.0)","(3.8, 5.3, 4.5285714285714285)","(101.0, 200.0, 147.5)","(71.0, 150.0, 78.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 10.5, 9.2)","(7.0, 13.5, 10.046153846153846)","(5.0, 6.8, 5.771428571428571)","(2.4, 3.25, 3.0749999999999997)"
06-01-2023 14:09:55.530766,"(21.0, 99999, 99990)","(101.0, 180.0, 193.52941176470588)","(3.8, 5.3, 4.55)","(101.0, 200.0, 147.5)","(71.0, 150.0, 110.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 10.0, 8.9)","(7.0, 13.0, 10.040000000000001)","(5.0, 6.8, 5.771428571428571)","(2.4, 3.25, 3.0749999999999997)"
06-01-2023 14:09:57.347116,"(21.0, 99999, 99990)","(101.0, 200.0, 193.52941176470588)","(3.8, 5.3, 4.84)","(101.0, 200.0, 147.5)","(71.0, 210.0, 95.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.4, 8.533333333333333)","(7.0, 12.5, 10.65)","(5.0, 6.8, 5.771428571428571)","(2.4, 3.25, 3.1227272727272726)"
06-01-2023 14:09:59.223772,"(21.0, 99999, 99990)","(101.0, 200.0, 193.52941176470588)","(3.8, 4.9, 4.766666666666667)","(101.0, 200.0, 147.5)","(71.0, 200.0, 103.33333333333334)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.2, 8.488888888888889)","(7.0, 12.0, 9.809090909090909)","(5.0, 6.8, 5.771428571428571)","(2.4, 3.25, 3.1227272727272726)"
06-01-2023 14:10:01.268609,"(21.0, 99999, 99990)","(101.0, 200.0, 178.88888888888889)","(3.8, 4.9, 4.766666666666667)","(101.0, 200.0, 147.5)","(71.0, 190.0, 90.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.2, 8.488888888888889)","(7.0, 10.5, 9.9)","(5.0, 6.8, 5.771428571428571)","(2.4, 3.25, 3.1227272727272726)"
06-01-2023 14:10:02.797235,"(21.0, 99999, 99990)","(101.0, 190.0, 170.0)","(3.8, 4.9, 4.766666666666667)","(101.0, 200.0, 147.5)","(71.0, 180.0, 90.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.2, 8.488888888888889)","(7.0, 10.5, 8.774999999999999)","(5.0, 6.8, 5.771428571428571)","(2.4, 3.25, 3.164285714285714)"
06-01-2023 14:10:04.371024,"(21.0, 99999, 99990)","(101.0, 180.0, 169.41176470588235)","(3.8, 4.9, 4.766666666666667)","(101.0, 200.0, 147.5)","(71.0, 180.0, 138.33333333333331)","(51.0, 210.0, 180.9090909090909)","(5.0, 9.2, 8.488888888888889)","(7.0, 10.5, 9.272727272727273)","(5.0, 6.8, 5.771428571428571)","(2.4, 3.25, 3.094444444444444)"
06-01-2023 14:10:05.942549,"(21.0, 99999, 99990)","(101.0, 180.0, 192.63157894736844)","(3.8, 4.9, 4.766666666666667)","(101.0, 200.0, 147.5)","(71.0, 180.0, 138.33333333333331)","(51.0, 210.0, 180.9090909090909)","(5.0, 9.2, 8.488888888888889)","(7.0, 10.5, 9.272727272727273)","(5.0, 6.8, 5.771428571428571)","(2.4, 3.25, 3.172222222222222)"
06-01-2023 14:10:07.456926,"(21.0, 99999, 99990)","(101.0, 220.0, 195.88235294117646)","(3.8, 4.9, 4.766666666666667)","(101.0, 200.0, 187.77777777777777)","(71.0, 180.0, 138.33333333333331)","(51.0, 210.0, 180.9090909090909)","(5.0, 9.2, 8.903703703703703)","(7.0, 10.5, 9.272727272727273)","(5.0, 6.8, 5.771428571428571)","(2.4, 3.25, 3.1882352941176473)"
06-01-2023 14:10:08.905642,"(21.0, 99999, 99990)","(101.0, 210.0, 187.05882352941177)","(3.8, 4.9, 4.525)","(101.0, 200.0, 165.0)","(71.0, 180.0, 138.33333333333331)","(51.0, 210.0, 180.9090909090909)","(5.0, 9.2, 8.903703703703703)","(7.0, 10.5, 9.272727272727273)","(5.0, 6.8, 5.8)","(2.4, 3.25, 3.2096153846153848)"
06-01-2023 14:10:10.441115,"(21.0, 99999, 99990)","(101.0, 200.0, 187.05882352941177)","(3.8, 4.9, 4.5181818181818185)","(101.0, 200.0, 165.0)","(71.0, 180.0, 138.33333333333331)","(51.0, 210.0, 180.9090909090909)","(5.0, 9.2, 8.903703703703703)","(7.0, 10.5, 8.571428571428571)","(5.0, 6.8, 5.8)","(2.4, 3.25, 3.6833333333333336)"
06-01-2023 14:10:11.888609,"(21.0, 99999, 99990)","(101.0, 200.0, 187.05882352941177)","(3.8, 4.9, 4.5181818181818185)","(101.0, 200.0, 165.0)","(71.0, 180.0, 138.33333333333331)","(51.0, 210.0, 180.9090909090909)","(5.0, 9.2, 8.852173913043478)","(7.0, 10.5, 9.31578947368421)","(5.0, 6.8, 5.8)","(2.4, 3.85, 3.45)"
06-01-2023 14:10:13.346461,"(21.0, 99999, 99990)","(101.0, 200.0, 187.05882352941177)","(3.8, 4.9, 4.45)","(101.0, 200.0, 165.0)","(71.0, 180.0, 138.33333333333331)","(51.0, 210.0, 178.0)","(5.0, 9.2, 8.852173913043478)","(7.0, 10.5, 9.333333333333334)","(5.0, 6.8, 5.8)","(2.4, 3.75, 3.6760869565217393)"
06-01-2023 14:10:14.891012,"(21.0, 99999, 99990)","(101.0, 200.0, 187.05882352941177)","(3.8, 4.9, 4.514285714285714)","(101.0, 200.0, 188.42105263157896)","(71.0, 180.0, 138.33333333333331)","(51.0, 210.0, 178.0)","(5.0, 9.2, 8.852173913043478)","(7.0, 10.5, 9.333333333333334)","(5.0, 6.8, 5.8)","(2.4, 3.7, 3.5428571428571427)"
06-01-2023 14:10:16.515230,"(21.0, 99999, 99990)","(101.0, 200.0, 178.23529411764707)","(3.8, 4.8, 4.5)","(101.0, 200.0, 188.42105263157896)","(71.0, 180.0, 131.66666666666669)","(51.0, 210.0, 178.0)","(5.0, 9.2, 8.852173913043478)","(7.0, 10.5, 9.333333333333334)","(5.0, 6.8, 5.8)","(2.4, 3.6, 3.6714285714285713)"
06-01-2023 14:10:18.227781,"(21.0, 99999, 99990)","(101.0, 190.0, 169.41176470588235)","(3.8, 4.8, 4.557142857142857)","(101.0, 200.0, 188.42105263157896)","(71.0, 170.0, 125.0)","(51.0, 210.0, 178.0)","(5.0, 9.2, 8.852173913043478)","(7.0, 10.5, 9.333333333333334)","(5.0, 6.8, 5.8)","(2.4, 3.75, 3.6714285714285713)"
06-01-2023 14:10:19.980670,"(21.0, 99999, 99990)","(101.0, 180.0, 132.5)","(3.8, 4.7, 4.414285714285715)","(101.0, 200.0, 147.5)","(71.0, 160.0, 105.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.2, 8.852173913043478)","(7.0, 10.5, 9.333333333333334)","(5.0, 6.8, 5.8)","(2.4, 3.75, 3.45)"
06-01-2023 14:10:21.591082,"(21.0, 99999, 99990)","(101.0, 170.0, 116.66666666666667)","(3.8, 4.7, 4.328571428571428)","(101.0, 200.0, 147.5)","(71.0, 150.0, 86.66666666666667)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.2, 8.852173913043478)","(7.0, 10.5, 9.333333333333334)","(5.0, 6.8, 5.671428571428571)","(2.4, 3.65, 3.3727272727272726)"
06-01-2023 14:10:23.382490,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.6, 4.45)","(101.0, 200.0, 147.5)","(71.0, 140.0, 86.66666666666667)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.2, 8.852173913043478)","(7.0, 10.0, 9.2)","(5.0, 6.4, 6.133333333333334)","(2.4, 3.6, 3.4125)"
06-01-2023 14:10:25.007395,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.6, 4.6)","(101.0, 200.0, 147.5)","(71.0, 140.0, 86.66666666666667)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.2, 8.852173913043478)","(7.0, 10.0, 8.4)","(5.0, 6.4, 5.771428571428571)","(2.4, 3.6, 3.4125)"
06-01-2023 14:10:26.523196,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.9, 4.6)","(101.0, 200.0, 147.5)","(71.0, 140.0, 86.66666666666667)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.2, 8.745454545454546)","(7.0, 10.0, 8.371428571428572)","(5.0, 6.8, 5.885714285714285)","(2.4, 3.6, 3.4125)"
06-01-2023 14:10:28.483140,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.7, 4.5200000000000005)","(101.0, 200.0, 147.5)","(71.0, 140.0, 86.66666666666667)","(51.0, 210.0, 106.66666666666666)","(5.0, 8.8, 8.633333333333333)","(7.0, 9.2, 8.5)","(5.0, 6.2, 5.9)","(2.4, 3.5, 3.38)"
06-01-2023 14:10:29.997617,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.7, 4.4)","(101.0, 200.0, 147.5)","(71.0, 140.0, 86.66666666666667)","(51.0, 210.0, 106.66666666666666)","(5.0, 8.8, 8.7)","(7.0, 9.2, 8.533333333333333)","(5.0, 6.2, 5.9)","(2.4, 3.5, 3.36875)"
06-01-2023 14:10:31.713568,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.7, 4.4)","(101.0, 200.0, 147.5)","(71.0, 140.0, 86.66666666666667)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.2, 8.674999999999999)","(7.0, 9.0, 8.8)","(5.0, 6.2, 6.05)","(2.4, 3.5, 3.36875)"
06-01-2023 14:10:33.437519,"(21.0, 99999, 99990)","(101.0, 160.0, 151.76470588235293)","(3.8, 4.7, 4.4)","(101.0, 200.0, 188.42105263157896)","(71.0, 140.0, 86.66666666666667)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.2, 8.75)","(7.0, 9.0, 8.472727272727273)","(5.0, 6.2, 6.05)","(2.4, 3.5, 3.36875)"
06-01-2023 14:10:35.083046,"(21.0, 99999, 99990)","(101.0, 160.0, 151.76470588235293)","(3.8, 4.7, 4.6454545454545455)","(101.0, 200.0, 188.42105263157896)","(71.0, 140.0, 97.5)","(51.0, 210.0, 178.0)","(5.0, 9.2, 9.088888888888889)","(7.0, 9.2, 8.094117647058823)","(5.0, 6.2, 6.05)","(2.4, 3.5, 3.3875)"
06-01-2023 14:10:36.649166,"(21.0, 99999, 99990)","(101.0, 160.0, 151.76470588235293)","(3.8, 4.7, 4.661290322580645)","(101.0, 200.0, 188.42105263157896)","(71.0, 140.0, 97.5)","(51.0, 210.0, 178.0)","(5.0, 9.2, 9.069565217391304)","(7.0, 9.0, 8.0)","(5.0, 6.2, 6.05)","(2.4, 3.5, 3.3875)"
06-01-2023 14:10:38.160030,"(21.0, 99999, 99990)","(101.0, 160.0, 151.76470588235293)","(3.8, 4.7, 4.661290322580645)","(101.0, 200.0, 188.42105263157896)","(71.0, 140.0, 97.5)","(51.0, 210.0, 178.0)","(5.0, 9.2, 9.069565217391304)","(7.0, 9.0, 8.0)","(5.0, 6.2, 6.05)","(2.4, 3.5, 3.3875)"
06-01-2023 14:10:39.708059,"(21.0, 99999, 99990)","(101.0, 160.0, 151.76470588235293)","(3.8, 4.7, 4.661290322580645)","(101.0, 200.0, 188.42105263157896)","(71.0, 140.0, 97.5)","(51.0, 210.0, 178.0)","(5.0, 9.2, 8.506666666666666)","(7.0, 9.0, 7.894736842105263)","(5.0, 6.2, 6.3999999999999995)","(2.4, 3.5, 3.3875)"
06-01-2023 14:10:41.268986,"(21.0, 99999, 99990)","(101.0, 160.0, 192.63157894736844)","(3.8, 4.7, 4.6684210526315795)","(101.0, 200.0, 188.42105263157896)","(71.0, 140.0, 122.5)","(51.0, 210.0, 178.0)","(5.0, 8.6, 9.127272727272727)","(7.0, 9.0, 8.4)","(5.0, 6.6, 5.8352941176470585)","(2.4, 3.5, 3.3875)"
06-01-2023 14:10:42.781313,"(21.0, 99999, 99990)","(101.0, 220.0, 195.88235294117646)","(3.8, 4.7, 4.6684210526315795)","(101.0, 200.0, 188.42105263157896)","(71.0, 190.0, 122.5)","(51.0, 210.0, 178.0)","(5.0, 9.4, 8.613333333333333)","(7.0, 8.8, 7.9)","(5.0, 6.6, 6.057142857142857)","(2.4, 3.5, 3.3875)"
06-01-2023 14:10:44.309135,"(21.0, 99999, 99990)","(101.0, 210.0, 187.05882352941177)","(3.8, 4.7, 4.6684210526315795)","(101.0, 200.0, 188.42105263157896)","(71.0, 190.0, 122.5)","(51.0, 210.0, 178.0)","(5.0, 8.8, 8.98)","(7.0, 8.8, 8.4)","(4.8, 6.4, 6.133333333333334)","(2.4, 3.5, 3.4653846153846155)"
06-01-2023 14:10:45.749636,"(21.0, 99999, 99990)","(101.0, 200.0, 187.05882352941177)","(3.8, 4.7, 4.6684210526315795)","(101.0, 200.0, 188.42105263157896)","(71.0, 190.0, 122.5)","(51.0, 210.0, 178.0)","(5.0, 10.5, 8.719999999999999)","(7.0, 8.8, 8.4)","(4.8, 6.4, 6.56)","(2.4, 3.5, 3.4653846153846155)"
06-01-2023 14:10:47.223299,"(21.0, 99999, 99990)","(101.0, 200.0, 187.05882352941177)","(3.8, 4.7, 4.6684210526315795)","(101.0, 200.0, 188.42105263157896)","(71.0, 190.0, 122.5)","(51.0, 210.0, 178.0)","(5.0, 9.8, 8.7)","(7.0, 8.8, 8.133333333333333)","(4.8, 6.8, 5.88235294117647)","(2.4, 3.5, 3.4653846153846155)"
06-01-2023 14:10:48.720519,"(21.0, 99999, 99990)","(101.0, 200.0, 130.0)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 147.5)","(71.0, 190.0, 136.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.2, 8.64)","(7.0, 8.8, 8.133333333333333)","(4.8, 6.8, 6.24)","(2.4, 3.5, 3.4653846153846155)"
06-01-2023 14:10:50.160575,"(21.0, 99999, 99990)","(101.0, 200.0, 130.0)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 147.5)","(71.0, 190.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.0, 8.466666666666667)","(7.0, 8.8, 8.285714285714286)","(4.8, 6.4, 5.733333333333333)","(2.4, 3.5, 3.4653846153846155)"
06-01-2023 14:10:51.598616,"(21.0, 99999, 99990)","(101.0, 200.0, 130.0)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 147.5)","(71.0, 190.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 8.6, 9.276923076923076)","(7.0, 8.8, 8.12)","(4.8, 6.2, 6.285714285714286)","(2.4, 3.5, 3.4653846153846155)"
06-01-2023 14:10:53.114274,"(21.0, 99999, 99990)","(101.0, 200.0, 130.0)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 147.5)","(71.0, 190.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.6, 8.68)","(7.0, 9.2, 8.48)","(4.8, 6.8, 6.16)","(2.4, 3.5, 3.47)"
06-01-2023 14:10:54.574171,"(21.0, 99999, 99990)","(101.0, 200.0, 130.0)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 147.5)","(71.0, 190.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 8.8, 8.694736842105264)","(7.0, 9.2, 8.4)","(4.8, 7.0, 6.3999999999999995)","(2.4, 3.5, 3.435714285714286)"
06-01-2023 14:10:55.969774,"(21.0, 99999, 99990)","(101.0, 200.0, 130.0)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 147.5)","(71.0, 190.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 8.8, 9.223529411764707)","(7.0, 9.0, 8.0)","(4.8, 7.0, 5.980952380952381)","(2.4, 3.5, 3.4181818181818184)"
06-01-2023 14:10:57.346870,"(21.0, 99999, 99990)","(101.0, 200.0, 130.0)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 147.5)","(71.0, 190.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.4, 8.92)","(7.0, 8.6, 8.2)","(4.8, 6.6, 5.818181818181818)","(2.4, 3.5, 3.375)"
06-01-2023 14:10:59.050095,"(21.0, 99999, 99990)","(101.0, 200.0, 130.0)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 147.5)","(71.0, 190.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.4, 8.777777777777777)","(7.0, 9.0, 8.066666666666666)","(4.8, 6.2, 6.258823529411765)","(2.4, 3.5, 3.4318181818181817)"
06-01-2023 14:11:00.533123,"(21.0, 99999, 99990)","(101.0, 200.0, 130.0)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 147.5)","(71.0, 190.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.4, 8.777777777777777)","(7.0, 8.8, 8.49090909090909)","(4.8, 7.0, 6.036363636363636)","(2.4, 3.5, 3.4)"
06-01-2023 14:11:02.106512,"(21.0, 99999, 99990)","(101.0, 200.0, 130.0)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 147.5)","(71.0, 190.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.4, 8.45)","(7.0, 8.6, 8.685714285714285)","(4.8, 6.8, 5.969230769230769)","(2.4, 3.5, 3.4)"
06-01-2023 14:11:03.728902,"(21.0, 99999, 99990)","(101.0, 200.0, 126.66666666666667)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 147.5)","(71.0, 190.0, 96.66666666666666)","(51.0, 210.0, 106.66666666666666)","(5.0, 8.6, 9.129032258064516)","(7.0, 9.2, 8.566666666666666)","(4.8, 6.8, 6.338461538461538)","(2.4, 3.5, 3.4)"
06-01-2023 14:11:05.416157,"(21.0, 99999, 99990)","(101.0, 190.0, 169.41176470588235)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 188.42105263157896)","(71.0, 180.0, 112.5)","(51.0, 210.0, 178.0)","(5.0, 9.4, 8.700000000000001)","(7.0, 8.8, 8.4)","(4.8, 6.8, 6.24)","(2.4, 3.5, 3.4318181818181817)"
06-01-2023 14:11:07.072913,"(21.0, 99999, 99990)","(101.0, 180.0, 165.0)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 188.42105263157896)","(71.0, 170.0, 112.5)","(51.0, 210.0, 178.0)","(5.0, 8.8, 8.747368421052633)","(7.0, 8.6, 8.4)","(4.8, 6.4, 6.390000000000001)","(2.4, 3.5, 3.4318181818181817)"
06-01-2023 14:11:08.700940,"(21.0, 99999, 99990)","(101.0, 170.0, 165.0)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 188.42105263157896)","(71.0, 170.0, 112.5)","(51.0, 210.0, 132.5)","(5.0, 8.8, 9.266666666666667)","(7.0, 8.6, 8.4)","(4.8, 6.4, 6.1)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:10.033055,"(21.0, 99999, 99990)","(101.0, 170.0, 165.0)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 145.0)","(71.0, 170.0, 144.44444444444446)","(51.0, 210.0, 132.5)","(5.0, 9.4, 8.957894736842105)","(7.0, 8.6, 8.4)","(4.8, 6.4, 6.1)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:11.388138,"(21.0, 99999, 99990)","(101.0, 170.0, 122.5)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 126.66666666666666)","(71.0, 170.0, 137.14285714285714)","(51.0, 210.0, 132.5)","(5.0, 9.4, 8.7)","(7.0, 8.6, 8.4)","(4.8, 6.4, 6.1)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:12.856204,"(21.0, 99999, 99990)","(101.0, 160.0, 151.76470588235293)","(3.8, 4.7, 4.5875)","(101.0, 200.0, 187.05882352941177)","(71.0, 170.0, 137.14285714285714)","(51.0, 210.0, 132.5)","(5.0, 9.4, 8.7)","(7.0, 8.6, 8.28888888888889)","(4.8, 6.4, 6.749090909090909)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:14.266144,"(21.0, 99999, 99990)","(101.0, 160.0, 151.76470588235293)","(3.8, 4.7, 4.816666666666667)","(101.0, 200.0, 187.77777777777777)","(71.0, 170.0, 137.14285714285714)","(51.0, 210.0, 132.5)","(5.0, 9.4, 8.559999999999999)","(7.0, 9.0, 8.036363636363637)","(4.8, 6.8, 5.906666666666666)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:15.809948,"(21.0, 99999, 99990)","(101.0, 160.0, 151.76470588235293)","(3.8, 4.9, 4.7)","(101.0, 200.0, 187.77777777777777)","(71.0, 170.0, 137.14285714285714)","(51.0, 210.0, 132.5)","(5.0, 9.4, 8.5)","(7.0, 8.8, 8.2)","(4.8, 6.6, 6.12)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:17.171547,"(21.0, 99999, 99990)","(101.0, 160.0, 151.76470588235293)","(3.8, 4.9, 4.7)","(101.0, 200.0, 187.77777777777777)","(71.0, 170.0, 137.14285714285714)","(51.0, 210.0, 132.5)","(5.0, 9.2, 8.44)","(7.0, 8.6, 8.2)","(4.8, 6.6, 6.18)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:18.850702,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.9, 4.800000000000001)","(101.0, 200.0, 147.5)","(71.0, 170.0, 87.5)","(51.0, 210.0, 148.0)","(5.0, 9.0, 8.44)","(7.0, 8.6, 8.2)","(4.8, 6.6, 6.233333333333333)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:20.281032,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.9, 4.800000000000001)","(101.0, 200.0, 147.5)","(71.0, 170.0, 110.0)","(51.0, 210.0, 148.0)","(5.0, 9.0, 8.44)","(7.0, 8.6, 7.88)","(4.8, 6.4, 6.4799999999999995)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:21.753233,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.9, 4.800000000000001)","(101.0, 200.0, 147.5)","(71.0, 160.0, 100.0)","(51.0, 210.0, 148.0)","(5.0, 9.0, 8.338461538461537)","(7.0, 8.6, 7.88)","(4.8, 6.6, 6.141176470588235)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:23.416247,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.9, 4.800000000000001)","(101.0, 200.0, 147.5)","(71.0, 180.0, 100.0)","(51.0, 210.0, 148.0)","(5.0, 8.8, 8.3125)","(7.0, 8.6, 7.88)","(4.8, 6.6, 6.114285714285714)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:25.063082,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.9, 4.800000000000001)","(101.0, 200.0, 147.5)","(71.0, 180.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 8.8, 8.399999999999999)","(7.0, 8.6, 7.88)","(4.8, 6.6, 5.764285714285714)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:26.502863,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.9, 4.800000000000001)","(101.0, 200.0, 147.5)","(71.0, 180.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 8.6, 8.44)","(7.0, 8.6, 7.88)","(4.8, 6.6, 6.3)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:27.911254,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.9, 4.800000000000001)","(101.0, 200.0, 147.5)","(71.0, 180.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.0, 8.44)","(7.0, 8.6, 7.88)","(4.8, 6.8, 6.3)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:29.345581,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.9, 4.800000000000001)","(101.0, 200.0, 147.5)","(71.0, 180.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.0, 8.44)","(7.0, 8.6, 7.88)","(4.8, 6.6, 6.3)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:31.007641,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.9, 4.7)","(101.0, 200.0, 147.5)","(71.0, 180.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.0, 8.44)","(7.0, 8.6, 7.88)","(4.8, 6.8, 6.366666666666666)","(2.45, 3.5, 3.4318181818181817)"
06-01-2023 14:11:32.549052,"(21.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(3.8, 4.9, 4.7)","(101.0, 200.0, 130.0)","(71.0, 180.0, 115.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.0, 8.44)","(7.0, 8.6, 7.88)","(4.8, 6.6, 6.366666666666666)","(2.45, 3.5, 3.4625)"
06-01-2023 14:11:34.174346,"(21.0, 99999, 99990)","(101.0, 160.0, 111.25)","(3.8, 4.9, 4.858333333333333)","(101.0, 200.0, 147.5)","(71.0, 170.0, 100.0)","(51.0, 210.0, 106.66666666666666)","(5.0, 9.0, 8.44)","(7.0, 8.6, 7.88)","(4.8, 6.6, 6.1571428571428575)","(2.5, 3.5, 3.4625)"
06-01-2023 14:11:35.756854,"(21.0, 99999, 99990)","(101.0, 220.0, 116.66666666666666)","(3.8, 4.9, 4.7384615384615385)","(101.0, 200.0, 130.625)","(71.0, 180.0, 144.28571428571428)","(51.0, 210.0, 132.5)","(5.0, 9.0, 8.44)","(7.0, 8.6, 7.88)","(4.8, 6.8, 6.0636363636363635)","(2.5, 3.5, 3.4722222222222223)"
06-01-2023 14:11:37.237699,"(21.0, 99999, 99990)","(101.0, 200.0, 110.0)","(3.8, 4.8, 4.666666666666667)","(101.0, 190.0, 151.25)","(71.0, 180.0, 144.28571428571428)","(51.0, 210.0, 158.33333333333331)","(5.0, 9.0, 8.44)","(7.0, 8.6, 8.3)","(4.8, 6.8, 6.1571428571428575)","(2.5, 3.5, 3.6957142857142857)"
06-01-2023 14:11:38.679698,"(21.0, 99999, 99990)","(101.0, 180.0, 110.0)","(3.8, 4.8, 4.666666666666667)","(101.0, 170.0, 151.25)","(71.0, 180.0, 144.28571428571428)","(51.0, 210.0, 158.33333333333331)","(5.0, 9.0, 8.44)","(7.0, 9.0, 8.66)","(4.8, 6.8, 6.1571428571428575)","(2.5, 3.9, 3.727777777777778)"
