,Mocial Chief,Bombasay,Daunting Queen,Age Of Innocence,Svindal,Starsonic,Bering Sea,Spirit Esprit,Tri Nations
10-01-2023 16:38:21.594861,"(2.6, 3.25, 3.1965384615384616)","(5.5, 6.8, 6.640449438202247)","(31.0, 95.0, 94.54545454545455)","(2.5, 2.82, 2.8052941176470587)","(71.0, 120.0, 113.125)","(8.5, 11.5, 11.63888888888889)","(19.0, 44.0, 43.333333333333336)","(26.0, 38.0, 37.42857142857143)","(26.0, 38.0, 36.35294117647059)"
10-01-2023 16:38:23.026138,"(2.6, 3.2, 3.197826086956522)","(5.5, 6.8, 6.640449438202247)","(31.0, 95.0, 94.54545454545455)","(2.5, 2.82, 2.7943589743589743)","(71.0, 120.0, 113.125)","(8.5, 12.0, 11.703703703703704)","(19.0, 44.0, 43.333333333333336)","(26.0, 38.0, 37.42857142857143)","(26.0, 38.0, 36.35294117647059)"
10-01-2023 16:38:24.265017,"(2.6, 3.2, 3.197448979591837)","(5.5, 6.8, 6.640449438202247)","(31.0, 95.0, 94.54545454545455)","(2.5, 2.82, 2.7943589743589743)","(71.0, 120.0, 113.125)","(8.5, 12.0, 11.733333333333333)","(20.0, 44.0, 43.333333333333336)","(26.0, 38.0, 36.666666666666664)","(26.0, 38.0, 36.35294117647059)"
10-01-2023 16:38:25.520019,"(2.6, 3.2, 3.187593984962406)","(5.5, 6.8, 6.640449438202247)","(31.0, 95.0, 94.54545454545455)","(2.5, 2.82, 2.790149253731343)","(71.0, 120.0, 113.125)","(8.5, 12.0, 11.733333333333333)","(20.0, 44.0, 43.333333333333336)","(26.0, 38.0, 36.666666666666664)","(26.0, 38.0, 36.35294117647059)"
10-01-2023 16:38:26.812595,"(2.6, 3.2, 3.189877300613497)","(5.5, 6.8, 6.640449438202247)","(31.0, 95.0, 94.57142857142857)","(2.5, 2.82, 2.790149253731343)","(71.0, 120.0, 113.125)","(8.5, 12.0, 11.636363636363637)","(20.0, 44.0, 42.44444444444444)","(26.0, 38.0, 36.666666666666664)","(26.0, 38.0, 36.35294117647059)"
10-01-2023 16:38:27.980879,"(2.6, 3.2, 3.198148148148148)","(5.5, 6.8, 6.640449438202247)","(31.0, 95.0, 94.57142857142857)","(2.5, 2.82, 2.791384615384615)","(71.0, 120.0, 113.125)","(8.5, 12.0, 11.636363636363637)","(20.0, 44.0, 43.333333333333336)","(26.0, 38.0, 36.666666666666664)","(26.0, 38.0, 36.35294117647059)"
10-01-2023 16:38:29.354464,"(2.6, 3.25, 3.2083815028901737)","(5.5, 6.8, 6.636781609195402)","(31.0, 95.0, 94.57142857142857)","(2.5, 2.8, 2.791384615384615)","(71.0, 120.0, 113.125)","(8.5, 12.0, 11.636363636363637)","(20.0, 44.0, 43.333333333333336)","(26.0, 38.0, 36.666666666666664)","(26.0, 38.0, 36.35294117647059)"
10-01-2023 16:38:30.685980,"(2.6, 3.25, 3.2083815028901737)","(5.5, 6.8, 6.636781609195402)","(31.0, 95.0, 94.57142857142857)","(2.5, 2.8, 2.791384615384615)","(71.0, 120.0, 113.125)","(8.5, 12.0, 11.636363636363637)","(20.0, 44.0, 43.333333333333336)","(26.0, 38.0, 36.4)","(26.0, 38.0, 36.35294117647059)"
10-01-2023 16:38:32.064251,"(2.6, 3.25, 3.2083815028901737)","(5.5, 6.8, 6.636781609195402)","(31.0, 95.0, 94.57142857142857)","(2.5, 2.8, 2.791384615384615)","(71.0, 120.0, 113.125)","(8.5, 12.0, 11.636363636363637)","(20.0, 44.0, 43.333333333333336)","(26.0, 38.0, 36.4)","(26.0, 38.0, 36.35294117647059)"
10-01-2023 16:38:33.268786,"(2.6, 3.25, 3.2083815028901737)","(5.5, 6.8, 6.636781609195402)","(31.0, 95.0, 94.57142857142857)","(2.5, 2.8, 2.791384615384615)","(71.0, 120.0, 113.125)","(8.5, 12.0, 11.636363636363637)","(20.0, 44.0, 42.5)","(26.0, 38.0, 36.4)","(26.0, 38.0, 36.35294117647059)"
10-01-2023 16:38:34.422313,"(2.6, 3.25, 3.2071428571428573)","(5.5, 6.8, 6.636781609195402)","(31.0, 95.0, 94.57142857142857)","(2.5, 2.8, 2.796190476190476)","(71.0, 120.0, 113.125)","(8.5, 12.0, 11.657894736842104)","(20.0, 44.0, 44.666666666666664)","(26.0, 38.0, 36.0)","(26.0, 38.0, 36.35294117647059)"
10-01-2023 16:38:35.542370,"(2.6, 3.25, 3.209593023255814)","(5.5, 6.6, 6.51)","(31.0, 95.0, 94.57142857142857)","(2.5, 2.8, 2.796190476190476)","(71.0, 120.0, 113.52941176470588)","(8.5, 12.0, 11.717391304347826)","(20.0, 46.0, 43.6)","(26.0, 38.0, 36.2)","(26.0, 38.0, 36.44444444444444)"
10-01-2023 16:38:36.674921,"(2.6, 3.25, 3.209593023255814)","(5.5, 6.6, 6.51)","(31.0, 100.0, 97.5)","(2.5, 2.8, 2.7937931034482757)","(71.0, 120.0, 113.52941176470588)","(8.5, 12.0, 11.617647058823529)","(20.0, 46.0, 43.833333333333336)","(26.0, 38.0, 37.333333333333336)","(26.0, 38.0, 36.44444444444444)"
10-01-2023 16:38:37.923684,"(2.6, 3.25, 3.209593023255814)","(5.5, 6.6, 6.510416666666667)","(31.0, 100.0, 97.5)","(2.5, 2.8, 2.791111111111111)","(71.0, 120.0, 113.52941176470588)","(8.5, 12.0, 11.704545454545455)","(20.0, 44.0, 44.15384615384615)","(26.0, 38.0, 37.6)","(26.0, 38.0, 36.6)"
10-01-2023 16:38:39.467150,"(2.6, 3.25, 3.263453815261044)","(5.5, 6.6, 6.517307692307693)","(31.0, 130.0, 119.0909090909091)","(2.5, 2.8, 2.7768965517241377)","(71.0, 120.0, 113.52941176470588)","(8.5, 12.0, 11.337209302325581)","(20.0, 46.0, 44.15384615384615)","(26.0, 38.0, 37.5)","(26.0, 38.0, 36.6)"
10-01-2023 16:38:40.812731,"(2.6, 3.3, 3.263453815261044)","(5.5, 6.6, 6.517307692307693)","(31.0, 130.0, 112.22222222222223)","(2.5, 2.78, 2.7768965517241377)","(71.0, 120.0, 113.52941176470588)","(8.5, 11.5, 11.3)","(20.0, 46.0, 44.588235294117645)","(26.0, 38.0, 37.5)","(26.0, 38.0, 36.6)"
10-01-2023 16:38:42.154204,"(2.6, 3.3, 3.2667322834645667)","(5.5, 6.6, 6.517307692307693)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7788461538461537)","(71.0, 120.0, 113.52941176470588)","(8.5, 11.5, 11.175675675675675)","(20.0, 46.0, 44.588235294117645)","(26.0, 38.0, 37.5)","(26.0, 38.0, 36.6)"
10-01-2023 16:38:43.359308,"(2.6, 3.3, 3.2667322834645667)","(5.5, 6.6, 6.517307692307693)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7788461538461537)","(71.0, 120.0, 113.52941176470588)","(8.5, 11.5, 11.118421052631579)","(20.0, 46.0, 44.0)","(26.0, 38.0, 37.5)","(26.0, 38.0, 36.44444444444444)"
10-01-2023 16:38:44.653435,"(2.6, 3.3, 3.2667322834645667)","(5.5, 6.6, 6.502521008403361)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7788461538461537)","(71.0, 120.0, 113.33333333333333)","(8.5, 11.5, 11.118421052631579)","(20.0, 46.0, 43.6)","(26.0, 38.0, 37.5)","(26.0, 38.0, 36.44444444444444)"
10-01-2023 16:38:45.802342,"(2.6, 3.3, 3.2667322834645667)","(5.5, 6.6, 6.502521008403361)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7788461538461537)","(71.0, 120.0, 113.33333333333333)","(8.5, 11.5, 11.160714285714286)","(20.0, 46.0, 44.10526315789474)","(26.0, 38.0, 37.5)","(26.0, 38.0, 36.6)"
10-01-2023 16:38:46.953758,"(2.6, 3.3, 3.2653688524590163)","(5.5, 6.6, 6.502521008403361)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7788461538461537)","(71.0, 120.0, 113.33333333333333)","(8.5, 11.5, 11.128571428571428)","(20.0, 46.0, 44.2)","(26.0, 38.0, 37.5)","(26.0, 38.0, 36.6)"
10-01-2023 16:38:48.274999,"(2.6, 3.3, 3.2653688524590163)","(5.5, 6.6, 6.502521008403361)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7788461538461537)","(71.0, 120.0, 113.33333333333333)","(8.5, 11.5, 11.128571428571428)","(20.0, 46.0, 44.588235294117645)","(26.0, 38.0, 37.69230769230769)","(26.0, 38.0, 36.6)"
10-01-2023 16:38:49.608252,"(2.6, 3.3, 3.2653688524590163)","(5.5, 6.6, 6.502521008403361)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7788461538461537)","(71.0, 120.0, 113.33333333333333)","(8.5, 11.5, 11.128571428571428)","(20.0, 46.0, 44.588235294117645)","(26.0, 38.0, 37.69230769230769)","(26.0, 38.0, 36.6)"
10-01-2023 16:38:50.849146,"(2.6, 3.3, 3.2653688524590163)","(5.5, 6.6, 6.502521008403361)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7788461538461537)","(71.0, 120.0, 113.33333333333333)","(8.5, 11.5, 11.128571428571428)","(20.0, 46.0, 44.588235294117645)","(26.0, 38.0, 37.69230769230769)","(26.0, 38.0, 36.6)"
10-01-2023 16:38:52.077696,"(2.6, 3.3, 3.2653688524590163)","(5.5, 6.6, 6.502521008403361)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7788461538461537)","(71.0, 120.0, 101.53846153846153)","(8.5, 11.5, 11.128571428571428)","(20.0, 46.0, 44.90909090909091)","(26.0, 38.0, 37.69230769230769)","(26.0, 38.0, 37.333333333333336)"
10-01-2023 16:38:53.519433,"(2.6, 3.3, 3.2653688524590163)","(5.5, 6.6, 6.502521008403361)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7788461538461537)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.128571428571428)","(20.0, 46.0, 45.81818181818182)","(26.0, 38.0, 37.69230769230769)","(26.0, 38.0, 37.142857142857146)"
10-01-2023 16:38:55.057502,"(2.6, 3.3, 3.2653688524590163)","(5.5, 6.6, 6.502521008403361)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.776)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.128571428571428)","(20.0, 48.0, 45.42857142857143)","(26.0, 38.0, 37.69230769230769)","(26.0, 40.0, 36.96)"
10-01-2023 16:38:56.341042,"(2.6, 3.3, 3.2797202797202796)","(5.5, 6.6, 6.502521008403361)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.772)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.128571428571428)","(20.0, 48.0, 45.42857142857143)","(26.0, 38.0, 37.69230769230769)","(26.0, 40.0, 36.96)"
10-01-2023 16:38:57.688167,"(2.6, 3.3, 3.2785185185185184)","(5.5, 6.6, 6.502521008403361)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.772)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.128571428571428)","(20.0, 48.0, 45.42857142857143)","(26.0, 38.0, 37.77777777777778)","(26.0, 40.0, 36.96)"
10-01-2023 16:38:59.061399,"(2.6, 3.3, 3.274)","(5.5, 6.6, 6.502521008403361)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7752941176470585)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.128571428571428)","(20.0, 48.0, 45.42857142857143)","(26.0, 38.0, 37.77777777777778)","(26.0, 40.0, 36.96)"
10-01-2023 16:39:00.375835,"(2.6, 3.3, 3.273103448275862)","(5.5, 6.6, 6.502521008403361)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7752941176470585)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.128571428571428)","(20.0, 48.0, 45.42857142857143)","(26.0, 38.0, 37.77777777777778)","(26.0, 40.0, 36.96)"
10-01-2023 16:39:01.726577,"(2.6, 3.3, 3.273103448275862)","(5.5, 6.6, 6.60625)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7740740740740737)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.105263157894736)","(20.0, 48.0, 45.42857142857143)","(26.0, 38.0, 37.77777777777778)","(26.0, 40.0, 36.92307692307692)"
10-01-2023 16:39:02.910576,"(2.6, 3.3, 3.273103448275862)","(5.5, 6.8, 6.60625)","(31.0, 130.0, 114.0)","(2.5, 2.78, 2.7697777777777777)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 10.994565217391305)","(20.0, 48.0, 45.42857142857143)","(26.0, 38.0, 37.77777777777778)","(26.0, 40.0, 36.92307692307692)"
10-01-2023 16:39:04.142373,"(2.6, 3.3, 3.24472049689441)","(5.5, 6.8, 6.60625)","(31.0, 130.0, 118.57142857142857)","(2.5, 2.78, 2.7568115942028983)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.0, 11.15)","(20.0, 48.0, 47.42857142857143)","(26.0, 38.0, 39.333333333333336)","(26.0, 40.0, 36.92307692307692)"
10-01-2023 16:39:05.363701,"(2.6, 3.3, 3.245859872611465)","(5.5, 6.8, 6.583606557377049)","(31.0, 130.0, 118.57142857142857)","(2.5, 2.76, 2.7568115942028983)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.118421052631579)","(20.0, 48.0, 48.5)","(26.0, 40.0, 39.368421052631575)","(26.0, 40.0, 36.92307692307692)"
10-01-2023 16:39:06.783263,"(2.6, 3.3, 3.2384057971014495)","(5.5, 6.8, 6.589928057553957)","(31.0, 130.0, 118.57142857142857)","(2.5, 2.76, 2.7568115942028983)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.118421052631579)","(20.0, 50.0, 48.5)","(26.0, 40.0, 39.368421052631575)","(26.0, 40.0, 36.92307692307692)"
10-01-2023 16:39:08.026810,"(2.6, 3.3, 3.2384057971014495)","(5.5, 6.8, 6.589928057553957)","(31.0, 130.0, 118.57142857142857)","(2.5, 2.76, 2.767333333333333)","(71.0, 120.0, 108.57142857142857)","(8.5, 11.5, 11.06060606060606)","(20.0, 50.0, 44.170212765957444)","(26.0, 40.0, 39.529411764705884)","(26.0, 40.0, 37.09090909090909)"
10-01-2023 16:39:09.294763,"(2.6, 3.25, 3.201923076923077)","(5.5, 6.8, 6.635714285714285)","(31.0, 130.0, 118.57142857142857)","(2.5, 2.78, 2.771058823529412)","(71.0, 120.0, 108.57142857142857)","(8.5, 11.5, 11.177777777777777)","(20.0, 46.0, 45.285714285714285)","(26.0, 40.0, 39.529411764705884)","(26.0, 40.0, 37.09090909090909)"
10-01-2023 16:39:10.607150,"(2.6, 3.25, 3.201923076923077)","(5.5, 6.8, 6.651612903225806)","(31.0, 130.0, 118.57142857142857)","(2.5, 2.78, 2.772549019607843)","(71.0, 120.0, 108.57142857142857)","(8.5, 11.5, 11.177777777777777)","(20.0, 50.0, 46.266666666666666)","(26.0, 40.0, 39.529411764705884)","(26.0, 40.0, 38.11764705882353)"
10-01-2023 16:39:11.759683,"(2.6, 3.2, 3.1608108108108106)","(5.5, 6.8, 6.679207920792079)","(31.0, 130.0, 118.57142857142857)","(2.5, 2.78, 2.7743396226415094)","(71.0, 120.0, 105.0)","(8.5, 11.5, 11.03225806451613)","(20.0, 50.0, 46.857142857142854)","(26.0, 40.0, 39.74193548387097)","(26.0, 40.0, 37.333333333333336)"
10-01-2023 16:39:12.973036,"(2.6, 3.2, 3.1827380952380953)","(5.5, 6.8, 6.69391304347826)","(31.0, 130.0, 118.57142857142857)","(2.5, 2.8, 2.7743396226415094)","(71.0, 120.0, 107.36842105263158)","(8.5, 11.5, 11.028571428571428)","(20.0, 50.0, 46.857142857142854)","(26.0, 40.0, 39.9375)","(26.0, 40.0, 37.5)"
10-01-2023 16:39:14.134828,"(2.6, 3.2, 3.1827380952380953)","(5.5, 6.8, 6.696610169491525)","(31.0, 130.0, 118.57142857142857)","(2.5, 2.8, 2.7743396226415094)","(71.0, 120.0, 107.36842105263158)","(8.5, 11.5, 11.028571428571428)","(20.0, 50.0, 46.857142857142854)","(26.0, 42.0, 40.06666666666666)","(26.0, 40.0, 37.5)"
10-01-2023 16:39:15.464458,"(2.6, 3.2, 3.1827380952380953)","(5.5, 6.8, 6.696610169491525)","(31.0, 130.0, 118.57142857142857)","(2.5, 2.8, 2.7743396226415094)","(71.0, 120.0, 107.36842105263158)","(8.5, 11.5, 11.028571428571428)","(20.0, 50.0, 46.857142857142854)","(26.0, 42.0, 40.61904761904762)","(26.0, 40.0, 37.5)"
10-01-2023 16:39:16.736227,"(2.6, 3.2, 3.1827380952380953)","(5.5, 6.8, 6.696610169491525)","(31.0, 130.0, 118.57142857142857)","(2.5, 2.8, 2.7743396226415094)","(71.0, 120.0, 107.36842105263158)","(8.5, 11.5, 11.028571428571428)","(20.0, 50.0, 46.857142857142854)","(26.0, 42.0, 40.61904761904762)","(26.0, 40.0, 37.5)"
10-01-2023 16:39:17.968011,"(2.6, 3.25, 3.2026315789473685)","(5.5, 6.8, 6.696610169491525)","(31.0, 130.0, 127.5)","(2.5, 2.8, 2.791111111111111)","(71.0, 120.0, 107.36842105263158)","(8.5, 11.5, 11.028571428571428)","(20.0, 55.0, 47.64705882352941)","(26.0, 42.0, 40.68181818181818)","(26.0, 40.0, 36.333333333333336)"
10-01-2023 16:39:19.208877,"(2.6, 3.25, 3.2026315789473685)","(5.5, 6.8, 6.687037037037037)","(31.0, 130.0, 127.5)","(2.5, 2.8, 2.791111111111111)","(71.0, 120.0, 107.36842105263158)","(8.5, 11.5, 11.028571428571428)","(20.0, 50.0, 47.4)","(26.0, 42.0, 40.34285714285714)","(26.0, 40.0, 36.333333333333336)"
10-01-2023 16:39:20.407679,"(2.6, 3.25, 3.2026315789473685)","(5.5, 6.8, 6.687037037037037)","(31.0, 130.0, 127.5)","(2.5, 2.8, 2.791111111111111)","(71.0, 120.0, 108.0)","(8.5, 11.5, 11.028571428571428)","(20.0, 48.0, 47.07692307692308)","(26.0, 42.0, 40.34285714285714)","(26.0, 40.0, 35.6)"
10-01-2023 16:39:21.655727,"(2.6, 3.25, 3.2026315789473685)","(5.5, 6.8, 6.687037037037037)","(31.0, 130.0, 128.1818181818182)","(2.5, 2.8, 2.791111111111111)","(71.0, 120.0, 108.0)","(8.5, 11.5, 11.028571428571428)","(20.0, 48.0, 47.07692307692308)","(26.0, 42.0, 40.34285714285714)","(26.0, 40.0, 35.6)"
10-01-2023 16:39:22.956736,"(2.6, 3.25, 3.2004587155963304)","(5.5, 6.8, 6.687037037037037)","(31.0, 130.0, 128.1818181818182)","(2.5, 2.8, 2.7925)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(20.0, 48.0, 42.54545454545455)","(26.0, 42.0, 40.34285714285714)","(26.0, 40.0, 35.857142857142854)"
10-01-2023 16:39:24.113665,"(2.6, 3.2, 3.1973958333333337)","(5.5, 6.8, 6.687037037037037)","(31.0, 130.0, 128.1818181818182)","(2.5, 2.8, 2.7925)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(20.0, 48.0, 44.0)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:25.252183,"(2.6, 3.25, 3.2162162162162162)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.1818181818182)","(2.5, 2.8, 2.7876363636363632)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 48.0, 43.666666666666664)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:26.428646,"(2.6, 3.25, 3.1954545454545453)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.1818181818182)","(2.5, 2.8, 2.7876363636363632)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 48.0, 44.0)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:27.616396,"(2.6, 3.25, 3.1954545454545453)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.1818181818182)","(2.5, 2.8, 2.7876363636363632)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 48.0, 45.42857142857143)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:28.723490,"(2.6, 3.25, 3.1954545454545453)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.1818181818182)","(2.5, 2.8, 2.7904)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 46.0, 44.8235294117647)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:29.875254,"(2.6, 3.25, 3.2)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.1818181818182)","(2.5, 2.8, 2.789333333333333)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 46.0, 45.42857142857143)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:31.065310,"(2.6, 3.25, 3.2)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.1818181818182)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 46.0, 45.42857142857143)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:32.298915,"(2.6, 3.25, 3.2)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.1818181818182)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 46.0, 45.42857142857143)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:33.467566,"(2.6, 3.25, 3.2347457627118645)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.78, 2.7731999999999997)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 46.0, 45.42857142857143)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:34.626102,"(2.6, 3.25, 3.235549132947977)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.78, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 46.0, 45.42857142857143)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:35.816603,"(2.6, 3.25, 3.2346625766871164)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 46.0, 45.42857142857143)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:37.021643,"(2.6, 3.25, 3.2346625766871164)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 46.0, 45.42857142857143)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:38.147071,"(2.6, 3.25, 3.2346625766871164)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 46.0, 45.42857142857143)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:39.361211,"(2.6, 3.25, 3.2346625766871164)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 46.0, 45.333333333333336)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.84615384615385)"
10-01-2023 16:39:40.519407,"(2.6, 3.25, 3.2346625766871164)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.028571428571428)","(21.0, 46.0, 45.333333333333336)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 35.09090909090909)"
10-01-2023 16:39:41.874677,"(2.6, 3.25, 3.2346625766871164)","(5.5, 6.8, 6.684684684684685)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.024390243902438)","(21.0, 46.0, 45.333333333333336)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 34.888888888888886)"
10-01-2023 16:39:43.143923,"(2.6, 3.25, 3.2346625766871164)","(5.5, 6.8, 6.689655172413793)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.024390243902438)","(21.0, 46.0, 45.333333333333336)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 34.888888888888886)"
10-01-2023 16:39:44.363099,"(2.6, 3.25, 3.2346625766871164)","(5.5, 6.8, 6.689655172413793)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.024390243902438)","(21.0, 46.0, 45.333333333333336)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 34.888888888888886)"
10-01-2023 16:39:45.570846,"(2.6, 3.25, 3.2346625766871164)","(5.5, 6.8, 6.689655172413793)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.024390243902438)","(21.0, 46.0, 45.333333333333336)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 34.888888888888886)"
10-01-2023 16:39:46.786168,"(2.6, 3.25, 3.2346625766871164)","(5.5, 6.8, 6.689655172413793)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.024390243902438)","(21.0, 46.0, 45.42857142857143)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 34.888888888888886)"
10-01-2023 16:39:47.982105,"(2.6, 3.25, 3.2346625766871164)","(5.5, 6.8, 6.689655172413793)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.024390243902438)","(21.0, 46.0, 45.42857142857143)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 34.888888888888886)"
10-01-2023 16:39:49.082936,"(2.6, 3.25, 3.2346625766871164)","(5.5, 6.8, 6.720930232558139)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.024390243902438)","(21.0, 46.0, 45.42857142857143)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 34.8)"
10-01-2023 16:39:50.199899,"(2.6, 3.25, 3.2346625766871164)","(5.5, 6.8, 6.7368421052631575)","(31.0, 130.0, 128.46153846153845)","(2.5, 2.8, 2.7864)","(71.0, 120.0, 105.88235294117646)","(8.5, 11.5, 11.024390243902438)","(21.0, 46.0, 45.42857142857143)","(26.0, 42.0, 40.34285714285714)","(26.0, 36.0, 34.8)"
