,Opawa Eric,Got Faith,Know Effort,Captain Tim,Goofy Adobe,Texas Jewel,My Curly,Tomfoolery
121,"[datetime.datetime(2022, 11, 28, 9, 52, 31, 401644), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 31, 401644), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 31, 401644), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 31, 401644), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 31, 401644), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 31, 401644), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 31, 401644), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 31, 401644), 13.0, 40.0]"
122,"[datetime.datetime(2022, 11, 28, 9, 52, 32, 614269), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 32, 614269), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 32, 614269), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 32, 614269), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 32, 614269), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 32, 614269), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 32, 614269), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 32, 614269), 13.0, 40.0]"
123,"[datetime.datetime(2022, 11, 28, 9, 52, 33, 763648), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 33, 763648), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 33, 763648), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 33, 763648), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 33, 763648), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 33, 763648), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 33, 763648), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 33, 763648), 13.0, 40.0]"
124,"[datetime.datetime(2022, 11, 28, 9, 52, 34, 928864), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 34, 928864), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 34, 928864), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 34, 928864), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 34, 928864), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 34, 928864), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 34, 928864), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 34, 928864), 13.0, 40.0]"
125,"[datetime.datetime(2022, 11, 28, 9, 52, 36, 120508), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 36, 120508), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 36, 120508), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 36, 120508), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 36, 120508), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 36, 120508), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 36, 120508), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 36, 120508), 13.0, 40.0]"
126,"[datetime.datetime(2022, 11, 28, 9, 52, 37, 360980), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 37, 360980), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 37, 360980), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 37, 360980), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 37, 360980), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 37, 360980), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 37, 360980), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 37, 360980), 13.0, 40.0]"
127,"[datetime.datetime(2022, 11, 28, 9, 52, 38, 506101), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 38, 506101), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 38, 506101), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 38, 506101), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 38, 506101), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 38, 506101), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 38, 506101), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 38, 506101), 13.0, 40.0]"
128,"[datetime.datetime(2022, 11, 28, 9, 52, 39, 663024), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 39, 663024), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 39, 663024), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 39, 663024), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 39, 663024), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 39, 663024), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 39, 663024), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 39, 663024), 13.0, 40.0]"
129,"[datetime.datetime(2022, 11, 28, 9, 52, 40, 809574), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 40, 809574), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 40, 809574), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 40, 809574), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 40, 809574), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 40, 809574), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 40, 809574), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 40, 809574), 13.0, 40.0]"
130,"[datetime.datetime(2022, 11, 28, 9, 52, 41, 969713), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 41, 969713), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 41, 969713), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 41, 969713), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 41, 969713), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 41, 969713), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 41, 969713), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 41, 969713), 13.0, 40.0]"
131,"[datetime.datetime(2022, 11, 28, 9, 52, 43, 155895), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 43, 155895), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 43, 155895), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 43, 155895), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 43, 155895), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 43, 155895), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 43, 155895), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 43, 155895), 13.0, 40.0]"
132,"[datetime.datetime(2022, 11, 28, 9, 52, 44, 353468), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 44, 353468), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 44, 353468), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 44, 353468), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 44, 353468), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 44, 353468), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 44, 353468), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 44, 353468), 13.0, 40.0]"
133,"[datetime.datetime(2022, 11, 28, 9, 52, 45, 544603), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 45, 544603), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 45, 544603), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 45, 544603), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 45, 544603), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 45, 544603), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 45, 544603), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 45, 544603), 13.0, 40.0]"
134,"[datetime.datetime(2022, 11, 28, 9, 52, 46, 708668), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 46, 708668), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 46, 708668), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 46, 708668), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 46, 708668), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 46, 708668), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 46, 708668), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 46, 708668), 13.0, 40.0]"
135,"[datetime.datetime(2022, 11, 28, 9, 52, 47, 876908), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 47, 876908), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 47, 876908), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 47, 876908), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 47, 876908), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 47, 876908), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 47, 876908), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 47, 876908), 13.0, 40.0]"
136,"[datetime.datetime(2022, 11, 28, 9, 52, 49, 19176), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 49, 19176), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 49, 19176), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 49, 19176), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 49, 19176), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 49, 19176), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 49, 19176), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 49, 19176), 13.0, 40.0]"
137,"[datetime.datetime(2022, 11, 28, 9, 52, 50, 165987), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 50, 165987), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 50, 165987), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 50, 165987), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 50, 165987), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 50, 165987), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 50, 165987), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 50, 165987), 13.0, 40.0]"
138,"[datetime.datetime(2022, 11, 28, 9, 52, 51, 299110), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 51, 299110), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 51, 299110), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 51, 299110), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 51, 299110), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 51, 299110), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 51, 299110), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 51, 299110), 13.0, 40.0]"
139,"[datetime.datetime(2022, 11, 28, 9, 52, 52, 444605), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 52, 444605), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 52, 444605), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 52, 444605), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 52, 444605), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 52, 444605), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 52, 444605), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 52, 444605), 13.0, 40.0]"
140,"[datetime.datetime(2022, 11, 28, 9, 52, 53, 578234), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 53, 578234), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 53, 578234), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 53, 578234), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 53, 578234), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 53, 578234), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 53, 578234), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 53, 578234), 13.0, 40.0]"
141,"[datetime.datetime(2022, 11, 28, 9, 52, 54, 711222), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 54, 711222), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 54, 711222), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 54, 711222), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 54, 711222), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 54, 711222), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 54, 711222), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 54, 711222), 13.0, 40.0]"
142,"[datetime.datetime(2022, 11, 28, 9, 52, 55, 847403), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 55, 847403), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 55, 847403), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 55, 847403), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 55, 847403), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 55, 847403), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 55, 847403), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 55, 847403), 13.0, 40.0]"
143,"[datetime.datetime(2022, 11, 28, 9, 52, 56, 975636), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 56, 975636), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 56, 975636), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 56, 975636), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 56, 975636), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 56, 975636), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 56, 975636), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 56, 975636), 13.0, 40.0]"
144,"[datetime.datetime(2022, 11, 28, 9, 52, 58, 109478), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 58, 109478), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 58, 109478), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 58, 109478), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 58, 109478), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 58, 109478), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 58, 109478), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 58, 109478), 13.0, 40.0]"
145,"[datetime.datetime(2022, 11, 28, 9, 52, 59, 234248), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 234248), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 234248), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 234248), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 234248), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 234248), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 234248), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 234248), 13.0, 40.0]"
146,"[datetime.datetime(2022, 11, 28, 9, 53, 0, 372464), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 372464), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 372464), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 372464), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 372464), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 372464), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 372464), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 372464), 13.0, 40.0]"
147,"[datetime.datetime(2022, 11, 28, 9, 53, 1, 498920), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 498920), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 498920), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 498920), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 498920), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 498920), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 498920), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 498920), 13.0, 40.0]"
148,"[datetime.datetime(2022, 11, 28, 9, 53, 2, 628121), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 628121), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 628121), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 628121), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 628121), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 628121), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 628121), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 628121), 13.0, 40.0]"
149,"[datetime.datetime(2022, 11, 28, 9, 53, 3, 761933), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 3, 761933), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 3, 761933), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 3, 761933), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 3, 761933), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 3, 761933), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 3, 761933), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 3, 761933), 13.0, 40.0]"
150,"[datetime.datetime(2022, 11, 28, 9, 53, 4, 898433), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 898433), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 898433), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 898433), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 898433), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 898433), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 898433), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 898433), 13.0, 42.0]"
151,"[datetime.datetime(2022, 11, 28, 9, 53, 6, 25429), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 25429), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 25429), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 25429), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 25429), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 25429), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 25429), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 25429), 13.0, 42.0]"
152,"[datetime.datetime(2022, 11, 28, 9, 53, 7, 151370), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 151370), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 151370), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 151370), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 151370), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 151370), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 151370), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 151370), 13.0, 42.0]"
153,"[datetime.datetime(2022, 11, 28, 9, 53, 8, 288173), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 288173), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 288173), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 288173), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 288173), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 288173), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 288173), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 288173), 13.0, 42.0]"
154,"[datetime.datetime(2022, 11, 28, 9, 53, 9, 425453), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 425453), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 425453), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 425453), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 425453), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 425453), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 425453), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 425453), 13.0, 42.0]"
155,"[datetime.datetime(2022, 11, 28, 9, 53, 10, 561411), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 10, 561411), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 10, 561411), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 10, 561411), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 10, 561411), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 10, 561411), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 10, 561411), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 10, 561411), 13.0, 42.0]"
156,"[datetime.datetime(2022, 11, 28, 9, 53, 11, 696376), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 696376), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 696376), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 696376), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 696376), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 696376), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 696376), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 696376), 13.0, 42.0]"
157,"[datetime.datetime(2022, 11, 28, 9, 53, 12, 835855), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 835855), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 835855), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 835855), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 835855), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 835855), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 835855), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 835855), 13.0, 40.0]"
158,"[datetime.datetime(2022, 11, 28, 9, 53, 13, 963399), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 963399), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 963399), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 963399), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 963399), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 963399), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 963399), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 963399), 13.0, 40.0]"
159,"[datetime.datetime(2022, 11, 28, 9, 53, 15, 97427), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 97427), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 97427), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 97427), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 97427), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 97427), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 97427), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 97427), 13.0, 42.0]"
160,"[datetime.datetime(2022, 11, 28, 9, 53, 16, 232703), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 232703), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 232703), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 232703), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 232703), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 232703), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 232703), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 232703), 13.0, 42.0]"
161,"[datetime.datetime(2022, 11, 28, 9, 53, 17, 365847), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 365847), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 365847), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 365847), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 365847), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 365847), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 365847), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 365847), 13.0, 42.0]"
