,Burns Bay,Luxury Lad,Be My Rock,Stompem Nz,Animado,Yep Got Chooks,Speak With Sam,Bangkok Deejay,Much Bettor Nz,Karloo Bradley Nz
16-12-2022 14:48:53.358071,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 34.0, 18.875)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 73.85714285714286)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:48:54.675558,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 34.0, 18.875)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 73.85714285714286)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:48:55.977895,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 32.0, 21.666666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 125.0)","(41.0, 85.0, 73.85714285714286)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:48:57.280893,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 21.666666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 125.0)","(41.0, 85.0, 77.2)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:48:58.576406,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 21.666666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 125.0)","(41.0, 85.0, 77.2)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:48:59.907052,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 21.666666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 125.0)","(41.0, 85.0, 77.2)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:01.249005,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 21.666666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 125.0)","(41.0, 85.0, 77.2)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:02.537451,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 21.666666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 125.0)","(41.0, 85.0, 77.2)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:03.836144,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 21.666666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 125.0)","(41.0, 85.0, 77.2)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:05.094129,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 21.666666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 125.0)","(41.0, 85.0, 77.2)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:06.421207,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 21.666666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 125.0)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:07.789960,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 21.666666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 125.0)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:09.134212,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 21.666666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 125.0)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:10.476851,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 21.666666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 125.0)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:11.703090,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 21.666666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 125.0)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:13.033036,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:14.433408,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 15.7)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:15.886878,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 17.714285714285715)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:17.302190,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:18.754298,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:20.073305,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:21.487519,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:22.920439,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:24.411136,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:25.945294,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:27.560032,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:29.066884,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:30.483375,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:31.988834,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:33.511610,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:34.961505,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:36.556260,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:38.127110,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:39.893276,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 70.0)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:41.444823,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:43.083161,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:44.856924,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.050000000000001)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:46.785478,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.050000000000001)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:48.439339,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 5.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:50.060988,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:51.612665,"(1.55, 2.36, 2.2381818181818183)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:53.161097,"(1.55, 2.3, 1.851470588235294)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:54.740850,"(1.55, 2.3, 1.783050847457627)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:56.378081,"(1.55, 2.28, 2.1727272727272724)","(14.0, 22.0, 14.5)","(15.0, 30.0, 19.285714285714285)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:58.318344,"(1.55, 2.28, 2.1727272727272724)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:49:59.981855,"(1.55, 2.28, 2.1727272727272724)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:01.656013,"(1.55, 2.28, 2.1727272727272724)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:03.299716,"(1.55, 2.28, 2.1727272727272724)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:04.907625,"(1.55, 2.28, 2.1727272727272724)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:06.428878,"(1.55, 2.28, 2.1727272727272724)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:08.018422,"(1.55, 2.28, 2.239310344827586)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.050000000000001)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:09.654612,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.050000000000001)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:11.475223,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 5.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:13.303911,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:15.431882,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:17.221858,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:18.811821,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:20.387334,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:22.024627,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:23.704985,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:25.320029,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:26.881294,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:28.433495,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:30.072283,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:31.741365,"(1.55, 2.28, 2.2399999999999998)","(14.0, 22.0, 14.5)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 68.6)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:33.444955,"(1.55, 2.28, 2.2399999999999998)","(14.0, 20.0, 14.666666666666666)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:37.609687,"(1.55, 2.28, 2.2399999999999998)","(14.0, 20.0, 14.666666666666666)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:39.424622,"(1.55, 2.28, 2.2399999999999998)","(14.0, 20.0, 14.666666666666666)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 5.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:41.234527,"(1.55, 2.28, 2.2399999999999998)","(14.0, 20.0, 14.666666666666666)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:43.188869,"(1.55, 2.28, 2.2399999999999998)","(14.0, 20.0, 14.666666666666666)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 11.166666666666666)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:45.005639,"(1.55, 2.28, 2.2399999999999998)","(14.0, 20.0, 14.666666666666666)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 12.442857142857143)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:48.146775,"(1.55, 2.28, 1.8522330097087378)","(14.0, 20.0, 14.666666666666666)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 12.442857142857143)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
16-12-2022 14:50:49.874629,"(1.55, 2.26, 2.1335483870967744)","(14.0, 20.0, 14.666666666666666)","(15.0, 30.0, 18.541666666666668)","(91.0, 99999, 99990)","(9.0, 13.5, 12.442857142857143)","(61.0, 140.0, 114.28571428571429)","(41.0, 85.0, 76.81818181818181)","(4.4, 7.2, 6.4)","(19.0, 99999, 99990)","(13.0, 99999, 99990)"
