,Peytons Wish,Rutland Patch,Saras Tiger,Clover,Lenny Boy,Rock Artist,La Axels Girl,Gozarn
12-01-2023 13:29:37.508567,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 16.0)","(26.0, 95.0, 47.92307692307692)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 13.690909090909091)","(5.0, 9.6, 6.866666666666666)"
12-01-2023 13:29:38.641118,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 16.0)","(26.0, 95.0, 47.92307692307692)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 13.690909090909091)","(5.0, 9.6, 6.866666666666666)"
12-01-2023 13:29:39.813583,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 15.11111111111111)","(26.0, 95.0, 49.66666666666667)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 13.690909090909091)","(5.0, 9.6, 6.866666666666666)"
12-01-2023 13:29:40.987666,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 15.11111111111111)","(26.0, 95.0, 47.92307692307692)","(26.0, 100.0, 40.0)","(26.0, 100.0, 36.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 13.690909090909091)","(5.0, 9.6, 6.866666666666666)"
12-01-2023 13:29:42.059514,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 15.11111111111111)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 13.690909090909091)","(5.0, 9.6, 7.257142857142857)"
12-01-2023 13:29:43.295992,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 16.8)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 7.314285714285714)"
12-01-2023 13:29:44.433535,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 16.8)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.48)"
12-01-2023 13:29:45.537321,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.48)"
12-01-2023 13:29:46.644744,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.48)"
12-01-2023 13:29:47.852025,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.48)"
12-01-2023 13:29:49.090548,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.48)"
12-01-2023 13:29:50.225734,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 7.2)"
12-01-2023 13:29:51.363174,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:29:52.570460,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:29:53.714849,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:29:54.829192,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:29:55.978290,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:29:57.135472,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:29:58.280389,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:29:59.370076,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:00.576625,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:01.809286,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:03.022951,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:04.154282,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:05.351759,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:06.497016,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9126315789473685)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:07.636144,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.950909090909091)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:08.750326,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.950909090909091)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:09.920746,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.950909090909091)","(7.0, 15.0, 10.466666666666667)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:11.138420,"(4.0, 7.6, 4.577777777777778)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.950909090909091)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:12.241352,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.950909090909091)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:13.371099,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.950909090909091)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:14.405042,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.950909090909091)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:15.568664,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.950909090909091)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:16.703036,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.950909090909091)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:17.845116,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.950909090909091)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:19.069270,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.950909090909091)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:20.305072,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.86, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:21.584639,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:22.770312,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:23.917267,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:25.051316,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:26.189266,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:27.308968,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:28.426235,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:29.609910,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:30.753200,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:31.903935,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:32.939337,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:34.047517,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:35.293146,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:36.522503,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:37.719473,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:38.879370,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 6.32)"
12-01-2023 13:30:40.081152,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 7.2)"
12-01-2023 13:30:41.244743,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 7.257142857142857)"
12-01-2023 13:30:42.346881,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 7.0)"
12-01-2023 13:30:43.443800,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 7.428571428571429)"
12-01-2023 13:30:44.578754,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 40.0)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 11.5)","(5.0, 9.6, 7.485714285714286)"
12-01-2023 13:30:45.638249,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 18.42857142857143)","(26.0, 95.0, 39.166666666666664)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.466666666666667)","(5.0, 9.6, 7.133333333333334)"
12-01-2023 13:30:46.666650,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 21.866666666666667)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.466666666666667)","(5.0, 9.6, 6.72)"
12-01-2023 13:30:47.810263,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 21.866666666666667)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 9.342857142857143)","(5.0, 9.6, 6.72)"
12-01-2023 13:30:49.024558,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 21.866666666666667)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 9.342857142857143)","(5.0, 9.6, 6.72)"
12-01-2023 13:30:50.180053,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 21.866666666666667)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 9.342857142857143)","(5.0, 9.6, 6.72)"
12-01-2023 13:30:51.254927,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 21.866666666666667)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 9.342857142857143)","(5.0, 9.6, 6.72)"
12-01-2023 13:30:52.526782,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 21.866666666666667)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 9.342857142857143)","(5.0, 9.6, 6.72)"
12-01-2023 13:30:53.894121,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 21.866666666666667)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 9.342857142857143)","(5.0, 9.6, 6.72)"
12-01-2023 13:30:55.119695,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 21.866666666666667)","(26.0, 95.0, 35.44444444444444)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:30:56.331868,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 21.866666666666667)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:30:57.633614,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 21.866666666666667)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:30:59.030857,"(4.0, 7.6, 5.424)","(11.0, 32.0, 21.866666666666667)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:00.219593,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 22.5)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:01.290903,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 22.5)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:02.386775,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 22.5)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:03.567658,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 22.5)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:04.565574,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 22.5)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:05.674413,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 22.5)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:06.891085,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 22.5)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:08.099293,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 22.5)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:09.181246,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 22.5)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:10.254643,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 22.5)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:11.352713,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 16.0)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:12.478377,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 16.0)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:13.544961,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 16.0)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
12-01-2023 13:31:14.668988,"(4.0, 7.6, 5.0095238095238095)","(11.0, 32.0, 16.0)","(26.0, 95.0, 34.7)","(26.0, 100.0, 40.0)","(26.0, 100.0, 35.2)","(1.8, 2.82, 1.9666666666666668)","(7.0, 15.0, 10.6)","(5.0, 9.6, 6.72)"
