,Purple Flirt,Tuta Rose,Shaggy Rose,Seek And Strike,Beauty Edition,Aerobic System,Diamond Tina,Alpha Ruler
08-01-2023 14:38:07.868752,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 65.0, 32.33333333333333)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:08.977952,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 65.0, 32.33333333333333)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:10.101843,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 65.0, 32.33333333333333)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:11.249979,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 65.0, 32.33333333333333)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:12.432659,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 65.0, 32.33333333333333)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:13.590093,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 65.0, 32.33333333333333)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:14.662941,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 65.0, 32.33333333333333)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:15.779250,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 65.0, 32.33333333333333)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:16.869005,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 65.0, 32.33333333333333)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:18.049294,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 65.0, 37.77777777777778)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:19.189214,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 65.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:20.381610,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:21.558184,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:22.717452,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:23.868371,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:25.055891,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:26.259185,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:27.404050,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:28.595734,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:29.772049,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:30.981242,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:32.181173,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:33.365309,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:34.504269,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:35.814066,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:36.950768,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:38.086308,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:39.503923,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8368539325842697)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:40.874612,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 553.3333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 83.33333333333334)","(1.85, 2.44, 1.8368539325842697)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:38:42.170173,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8368539325842697)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:43.369136,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8368539325842697)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:44.523400,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8368539325842697)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:45.651297,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8368539325842697)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:46.806505,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8368539325842697)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:47.875029,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8368539325842697)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:48.973451,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:50.119162,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:51.246210,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:52.364024,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:53.518077,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:54.654951,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:55.754549,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 66.88888888888889)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:56.825079,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:57.947155,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:38:59.076042,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:39:00.192020,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:39:01.349668,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:39:02.506954,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:39:03.606811,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:39:04.629321,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:39:05.688760,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:39:06.696606,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:39:07.787495,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:39:08.942567,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 31.11111111111111)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 66.25)"
08-01-2023 14:39:10.097701,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 50.0, 27.333333333333336)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 66.25)"
08-01-2023 14:39:11.262842,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 50.0, 27.333333333333336)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 66.25)"
08-01-2023 14:39:12.339043,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 50.0, 27.333333333333336)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 66.25)"
08-01-2023 14:39:13.418043,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 50.0, 27.333333333333336)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 66.25)"
08-01-2023 14:39:14.477083,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 50.0, 27.333333333333336)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:15.534436,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 50.0, 27.333333333333336)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:16.595823,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 50.0, 27.333333333333336)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:17.643416,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 50.0, 27.333333333333336)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:18.709446,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 50.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:19.845735,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:20.961253,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:22.097581,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:23.173428,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:24.212210,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:25.306548,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:26.394344,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:27.435968,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:28.455782,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:29.509725,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 536.0)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:30.554948,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:31.671818,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:32.799728,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:33.903959,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:35.018661,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:36.088177,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:37.123187,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:38.146668,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 57.45454545454545)"
08-01-2023 14:39:39.233985,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 120.0, 62.5)"
08-01-2023 14:39:40.330842,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 30.666666666666664)","(31.0, 330.0, 93.2)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 62.5)"
08-01-2023 14:39:41.428456,"(10.0, 21.0, 13.984615384615385)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:39:42.505223,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
08-01-2023 14:39:43.581592,"(10.0, 21.0, 15.3)","(2.6, 4.4, 2.924)","(91.0, 650.0, 555.8333333333334)","(6.0, 11.5, 6.88)","(19.0, 60.0, 35.55555555555556)","(31.0, 330.0, 118.57142857142857)","(1.85, 2.44, 1.8544)","(31.0, 110.0, 52.85714285714286)"
