,You Turn Baby,Oriental Series,Spritely Glennis,Sweet Chana,Balmain Juror,Demon Kingsbrae,Triangle
15-12-2022 11:20:12.394155,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 5.6909090909090905)","(2.3, 2.98, 2.938)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:13.521516,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 5.6909090909090905)","(2.3, 2.98, 2.9371428571428573)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:14.658795,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 5.6909090909090905)","(2.3, 3.0, 2.9371428571428573)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:15.775369,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 4.857142857142857)","(2.3, 3.0, 2.9371428571428573)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:16.802944,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 4.857142857142857)","(2.3, 3.0, 2.763076923076923)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:17.883878,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 4.857142857142857)","(2.3, 3.0, 2.763076923076923)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:19.025978,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 5.6909090909090905)","(2.3, 3.0, 2.660769230769231)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:20.144915,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 5.6909090909090905)","(2.3, 3.0, 2.660769230769231)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:21.250771,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 5.6909090909090905)","(2.3, 3.0, 2.660769230769231)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:22.322441,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 4.857142857142857)","(2.3, 3.0, 2.58)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:23.391908,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 4.857142857142857)","(2.3, 3.0, 2.58)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:24.420820,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 5.6909090909090905)","(2.3, 3.0, 2.676923076923077)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:25.490958,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 5.6909090909090905)","(2.3, 3.0, 2.676923076923077)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:26.595537,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 5.6909090909090905)","(2.3, 3.0, 2.676923076923077)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:27.622463,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 4.857142857142857)","(2.3, 3.0, 2.637142857142857)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:28.685801,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 4.857142857142857)","(2.3, 2.98, 2.637142857142857)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:29.683759,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 4.857142857142857)","(2.3, 2.98, 2.637142857142857)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:30.725439,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 4.857142857142857)","(2.3, 2.98, 2.637142857142857)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:31.819912,"(3.3, 5.6, 3.7363636363636363)","(6.5, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.4, 7.0, 5.6909090909090905)","(2.3, 2.98, 2.7836363636363637)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:32.829757,"(3.3, 5.6, 3.7363636363636363)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 5.6909090909090905)","(2.3, 2.98, 2.7836363636363637)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:33.883834,"(3.3, 5.6, 3.7363636363636363)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 5.6909090909090905)","(2.3, 2.98, 2.7836363636363637)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:34.960580,"(3.3, 5.6, 3.7363636363636363)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 4.857142857142857)","(2.3, 2.98, 2.6542857142857144)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:36.014025,"(3.3, 5.6, 3.7363636363636363)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 4.857142857142857)","(2.3, 2.98, 2.6542857142857144)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:37.077014,"(3.3, 5.6, 3.7363636363636363)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 5.6909090909090905)","(2.3, 2.98, 2.7945454545454544)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:38.133471,"(3.3, 5.6, 3.7363636363636363)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 5.6909090909090905)","(2.3, 2.98, 2.7945454545454544)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:39.209179,"(3.3, 5.6, 3.7363636363636363)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 5.6909090909090905)","(2.3, 2.98, 2.6986206896551725)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:40.253683,"(3.3, 5.6, 3.7363636363636363)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 5.6909090909090905)","(2.3, 2.98, 2.6986206896551725)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:41.335483,"(3.3, 5.6, 3.7363636363636363)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 4.857142857142857)","(2.3, 2.98, 2.6714285714285717)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:42.370700,"(3.3, 5.6, 3.7363636363636363)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 4.857142857142857)","(2.3, 2.98, 2.6714285714285717)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:43.484423,"(3.3, 5.6, 3.7363636363636363)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 5.6909090909090905)","(2.3, 2.98, 2.8054545454545456)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:44.590101,"(3.3, 5.6, 3.7363636363636363)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 5.6909090909090905)","(2.3, 2.98, 2.8054545454545456)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:45.697502,"(3.3, 5.6, 3.7363636363636363)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 5.6909090909090905)","(2.3, 2.98, 2.8725)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:46.793335,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 5.6909090909090905)","(2.3, 3.0, 2.73)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:47.892599,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 4.771428571428571)","(2.3, 3.0, 2.73)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:48.970293,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 5.636363636363637)","(2.3, 3.0, 2.88)","(31.0, 130.0, 84.54545454545455)"
15-12-2022 11:20:50.235713,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 26.333333333333336)","(4.6, 7.0, 5.636363636363637)","(2.3, 3.0, 2.88)","(31.0, 130.0, 70.0)"
15-12-2022 11:20:51.446906,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 46.0, 28.72222222222222)","(4.6, 7.0, 5.75)","(2.3, 3.0, 2.88)","(31.0, 130.0, 70.0)"
15-12-2022 11:20:52.658350,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 28.72222222222222)","(4.6, 7.0, 4.857142857142857)","(2.3, 3.0, 2.745)","(31.0, 130.0, 70.0)"
15-12-2022 11:20:53.865012,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 28.72222222222222)","(4.6, 7.0, 4.857142857142857)","(2.3, 3.0, 2.745)","(31.0, 130.0, 70.0)"
15-12-2022 11:20:55.094552,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 28.72222222222222)","(4.6, 7.0, 4.857142857142857)","(2.3, 3.0, 2.745)","(31.0, 130.0, 70.0)"
15-12-2022 11:20:56.440644,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.6909090909090905)","(2.3, 3.0, 2.8875)","(31.0, 130.0, 70.0)"
15-12-2022 11:20:57.796242,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.6909090909090905)","(2.3, 3.0, 2.8875)","(31.0, 130.0, 70.0)"
15-12-2022 11:20:59.199498,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 4.857142857142857)","(2.3, 3.0, 2.7600000000000002)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:00.493805,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.6909090909090905)","(2.3, 3.0, 2.895)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:01.724584,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.6909090909090905)","(2.3, 3.0, 2.895)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:02.995980,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.6909090909090905)","(2.3, 3.0, 2.895)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:04.138545,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7375000000000003)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:05.234613,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7375000000000003)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:06.299888,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8483333333333336)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:07.446858,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8483333333333336)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:08.630528,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8483333333333336)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:09.741020,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8483333333333336)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:11.071945,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7375000000000003)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:12.274537,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7375000000000003)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:13.482778,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.86)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:14.694896,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.86)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:15.904793,"(3.3, 5.6, 3.6781249999999996)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7550000000000003)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:17.165569,"(3.3, 5.5, 3.94)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7550000000000003)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:18.400448,"(3.3, 5.5, 3.94)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7550000000000003)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:19.683275,"(3.3, 5.5, 3.94)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8716666666666666)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:20.888860,"(3.3, 5.5, 3.94)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8716666666666666)","(31.0, 130.0, 70.0)"
15-12-2022 11:21:22.108124,"(3.3, 5.5, 3.94)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 25.666666666666664)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7725)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:23.174210,"(3.3, 5.5, 3.94)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 44.0, 27.833333333333336)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7550000000000003)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:24.310217,"(3.3, 5.5, 3.94)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8833333333333333)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:25.470417,"(3.3, 5.5, 3.94)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8833333333333333)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:26.545116,"(3.3, 5.5, 3.94)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8833333333333333)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:27.680486,"(3.3, 5.5, 3.94)","(7.0, 15.0, 13.45)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7375000000000003)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:28.845682,"(3.3, 5.5, 3.94)","(7.0, 15.0, 11.4)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.86)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:29.937805,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 13.25)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.86)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:30.986526,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 13.25)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.86)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:32.088061,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 13.25)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7550000000000003)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:33.182983,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 13.25)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7550000000000003)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:34.309839,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8716666666666666)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:35.343461,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8716666666666666)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:36.393775,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8716666666666666)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:37.452760,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7550000000000003)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:38.529475,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.8)","(2.3, 3.0, 2.7550000000000003)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:39.567707,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8833333333333333)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:40.659638,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8833333333333333)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:41.652172,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 5.745454545454546)","(2.3, 3.0, 2.8833333333333333)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:42.669523,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 22.0, 19.9)","(17.0, 42.0, 25.0)","(4.6, 7.0, 4.9875)","(2.3, 3.0, 2.7350000000000003)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:43.647890,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 23.0, 20.7)","(17.0, 42.0, 29.25)","(4.6, 7.0, 4.9875)","(2.3, 2.98, 2.7350000000000003)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:44.620760,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 23.0, 20.7)","(17.0, 42.0, 29.25)","(4.6, 7.0, 4.9875)","(2.3, 2.98, 2.8516666666666666)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:45.686171,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 24.0, 21.5)","(17.0, 42.0, 29.25)","(4.6, 7.0, 5.815384615384615)","(2.3, 2.98, 2.8516666666666666)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:46.676098,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 24.0, 21.5)","(17.0, 42.0, 29.25)","(4.6, 7.0, 5.815384615384615)","(2.3, 2.98, 2.8516666666666666)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:47.715485,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 24.0, 21.5)","(17.0, 42.0, 29.25)","(4.6, 7.0, 5.075)","(2.3, 2.98, 2.7525000000000004)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:48.631727,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 24.0, 21.5)","(17.0, 42.0, 29.25)","(4.6, 7.0, 5.075)","(2.3, 2.98, 2.7525000000000004)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:49.608540,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 24.0, 21.5)","(17.0, 42.0, 29.25)","(4.6, 7.0, 5.075)","(2.3, 2.98, 2.7525000000000004)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:50.530093,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 24.0, 21.5)","(17.0, 42.0, 29.25)","(4.6, 7.0, 5.775)","(2.3, 2.98, 2.8633333333333333)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:51.497833,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 24.0, 21.5)","(17.0, 42.0, 29.25)","(4.6, 7.0, 5.86923076923077)","(2.3, 2.98, 2.8633333333333333)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:52.500123,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 24.0, 21.5)","(17.0, 42.0, 29.25)","(4.6, 6.8, 5.714285714285714)","(2.3, 2.98, 2.8633333333333333)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:53.482925,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 24.0, 21.5)","(17.0, 42.0, 29.25)","(4.6, 6.8, 5.714285714285714)","(2.3, 3.0, 2.825833333333333)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:54.418557,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 24.0, 21.5)","(17.0, 42.0, 29.25)","(4.6, 6.8, 5.111111111111112)","(2.3, 3.0, 2.734)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:55.394609,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 24.0, 21.5)","(17.0, 42.0, 29.25)","(4.6, 6.8, 5.111111111111112)","(2.3, 3.0, 2.734)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:56.354550,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 24.0, 21.5)","(17.0, 42.0, 29.25)","(4.6, 6.8, 5.111111111111112)","(2.3, 3.0, 2.734)","(31.0, 130.0, 83.0)"
15-12-2022 11:21:57.304330,"(3.3, 5.6, 4.574999999999999)","(7.0, 15.0, 14.125)","(10.0, 24.0, 21.5)","(17.0, 42.0, 29.25)","(4.6, 6.8, 5.771428571428571)","(2.3, 3.0, 2.8416666666666663)","(31.0, 130.0, 83.0)"
