,Good Chat Wispy,False Confidence,Mepunga Warrior,Our Fabio,Wheel And Go,Lala Reindeer,Spring Casper
07-01-2023 19:10:25.432301,"(4.6, 8.0, 7.616666666666667)","(2.35, 2.92, 2.7033333333333336)","(4.6, 5.2, 4.5875)","(8.0, 13.0, 12.727272727272727)","(4.8, 7.4, 6.5)","(26.0, 65.0, 54.04347826086956)","(13.0, 46.0, 44.45454545454545)"
07-01-2023 19:10:26.551042,"(4.6, 8.0, 7.616666666666667)","(2.35, 2.92, 2.722857142857143)","(4.6, 5.2, 4.5875)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.458823529411765)","(26.0, 65.0, 54.04347826086956)","(13.0, 46.0, 44.45454545454545)"
07-01-2023 19:10:27.688048,"(4.6, 8.0, 7.616666666666667)","(2.35, 2.88, 2.722857142857143)","(4.6, 5.2, 4.5875)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.458823529411765)","(26.0, 65.0, 54.04347826086956)","(13.0, 46.0, 44.45454545454545)"
07-01-2023 19:10:28.861229,"(4.6, 8.0, 7.616666666666667)","(2.35, 2.88, 2.6858823529411766)","(4.6, 5.2, 4.5875)","(8.0, 13.0, 12.8)","(4.8, 7.4, 6.458823529411765)","(26.0, 65.0, 54.04347826086956)","(13.0, 46.0, 44.45454545454545)"
07-01-2023 19:10:30.064304,"(4.6, 8.0, 7.616666666666667)","(2.35, 2.88, 2.6858823529411766)","(4.6, 5.2, 4.5875)","(8.0, 13.0, 12.714285714285714)","(4.8, 7.4, 6.458823529411765)","(26.0, 65.0, 54.04347826086956)","(13.0, 46.0, 42.57142857142857)"
07-01-2023 19:10:31.156624,"(4.6, 8.0, 7.616666666666667)","(2.35, 2.88, 2.736)","(4.6, 5.2, 4.5875)","(8.0, 13.0, 12.714285714285714)","(4.8, 7.4, 6.458823529411765)","(26.0, 65.0, 54.04347826086956)","(13.0, 48.0, 42.46153846153846)"
07-01-2023 19:10:32.579772,"(4.6, 8.0, 7.7555555555555555)","(2.35, 2.88, 2.736)","(4.6, 5.2, 4.5875)","(8.0, 13.0, 12.8)","(4.8, 7.4, 6.455555555555556)","(26.0, 65.0, 54.04347826086956)","(13.0, 48.0, 35.2)"
07-01-2023 19:10:33.934794,"(4.6, 8.0, 8.11111111111111)","(2.35, 2.88, 2.736)","(4.8, 5.2, 4.5875)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.455555555555556)","(26.0, 65.0, 54.04347826086956)","(13.0, 48.0, 40.888888888888886)"
07-01-2023 19:10:35.200919,"(4.6, 8.4, 8.11111111111111)","(2.35, 2.88, 2.736)","(4.8, 5.2, 4.5875)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.455555555555556)","(26.0, 65.0, 54.04347826086956)","(13.0, 48.0, 42.90909090909091)"
07-01-2023 19:10:36.251309,"(4.6, 8.4, 8.325714285714286)","(2.35, 2.88, 2.736)","(4.8, 5.2, 4.5875)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.455555555555556)","(26.0, 65.0, 54.04347826086956)","(13.0, 48.0, 42.90909090909091)"
07-01-2023 19:10:37.407565,"(4.6, 8.4, 8.0875)","(2.35, 2.88, 2.736)","(4.8, 5.2, 4.5875)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.455555555555556)","(26.0, 65.0, 54.04347826086956)","(13.0, 48.0, 42.90909090909091)"
07-01-2023 19:10:38.520933,"(4.6, 8.4, 8.0875)","(2.35, 2.88, 2.736)","(4.8, 5.2, 4.55)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.455555555555556)","(26.0, 65.0, 54.04347826086956)","(13.0, 48.0, 42.90909090909091)"
07-01-2023 19:10:39.758890,"(4.6, 8.4, 8.0875)","(2.35, 2.88, 2.736)","(4.8, 5.2, 4.55)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.455555555555556)","(26.0, 65.0, 54.04347826086956)","(13.0, 48.0, 47.53846153846154)"
07-01-2023 19:10:40.968227,"(4.6, 8.4, 8.321875)","(2.35, 2.88, 2.666666666666667)","(4.8, 5.2, 4.55)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.455555555555556)","(26.0, 65.0, 34.375)","(13.0, 50.0, 45.0)"
07-01-2023 19:10:42.051883,"(4.6, 8.4, 8.133333333333333)","(2.35, 2.84, 2.73)","(4.8, 5.2, 4.55)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.455555555555556)","(26.0, 65.0, 34.375)","(13.0, 50.0, 45.0)"
07-01-2023 19:10:43.232622,"(4.6, 8.4, 8.133333333333333)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.55)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.455555555555556)","(26.0, 65.0, 34.375)","(13.0, 50.0, 45.0)"
07-01-2023 19:10:44.423930,"(4.6, 8.4, 8.133333333333333)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.63125)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.455555555555556)","(26.0, 65.0, 45.75)","(13.0, 50.0, 45.0)"
07-01-2023 19:10:45.640012,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.63125)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.455555555555556)","(26.0, 65.0, 37.875)","(13.0, 50.0, 45.0)"
07-01-2023 19:10:46.819143,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.63125)","(8.0, 13.0, 12.75)","(4.8, 7.4, 6.455555555555556)","(26.0, 65.0, 37.875)","(13.0, 50.0, 45.0)"
07-01-2023 19:10:48.038129,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.63125)","(8.0, 13.0, 13.181818181818182)","(4.8, 7.4, 6.44)","(26.0, 65.0, 39.625)","(13.0, 50.0, 45.0)"
07-01-2023 19:10:49.163229,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.63125)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 39.625)","(13.0, 50.0, 44.4)"
07-01-2023 19:10:50.321733,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.610526315789474)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 51.46666666666667)","(13.0, 50.0, 44.4)"
07-01-2023 19:10:51.547281,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.610526315789474)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 51.5)","(13.0, 50.0, 44.4)"
07-01-2023 19:10:52.735434,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.610526315789474)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 51.5)","(13.0, 50.0, 44.4)"
07-01-2023 19:10:53.930340,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.610526315789474)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 55.55)","(13.0, 50.0, 44.4)"
07-01-2023 19:10:54.982738,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.610526315789474)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 53.1875)","(13.0, 50.0, 44.4)"
07-01-2023 19:10:55.987249,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.610526315789474)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 53.1875)","(13.0, 50.0, 44.4)"
07-01-2023 19:10:57.048676,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.610526315789474)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 53.1875)","(13.0, 50.0, 44.4)"
07-01-2023 19:10:58.201822,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.610526315789474)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 53.1875)","(13.0, 50.0, 44.4)"
07-01-2023 19:10:59.303111,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.610526315789474)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 53.1875)","(13.0, 50.0, 44.4)"
07-01-2023 19:11:00.376897,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.84, 2.723529411764706)","(4.8, 5.2, 4.610526315789474)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 53.1875)","(13.0, 50.0, 44.4)"
07-01-2023 19:11:01.568279,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.8, 2.78)","(4.8, 5.2, 4.610526315789474)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 53.1875)","(13.0, 50.0, 44.4)"
07-01-2023 19:11:02.836698,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.8, 2.78)","(4.8, 5.2, 4.62)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 53.1875)","(13.0, 50.0, 46.23529411764706)"
07-01-2023 19:11:03.905181,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.8, 2.78)","(4.8, 5.1, 4.62)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 53.1875)","(13.0, 50.0, 46.23529411764706)"
07-01-2023 19:11:04.975203,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.8, 2.78)","(4.8, 5.1, 4.62)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 53.1875)","(13.0, 50.0, 44.4)"
07-01-2023 19:11:06.105431,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.8, 2.78)","(4.8, 5.1, 4.62)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 53.1875)","(13.0, 50.0, 44.4)"
07-01-2023 19:11:07.318836,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.8, 2.78)","(4.8, 5.1, 4.62)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.44)","(26.0, 65.0, 53.1875)","(13.0, 50.0, 44.4)"
07-01-2023 19:11:08.593419,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.8, 2.78)","(4.8, 5.1, 4.62)","(8.0, 14.0, 13.0625)","(4.8, 7.4, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 50.0, 48.857142857142854)"
07-01-2023 19:11:09.758594,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.8, 2.78)","(4.8, 5.1, 4.62)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 50.0, 50.05882352941177)"
07-01-2023 19:11:10.969428,"(4.6, 8.4, 7.300000000000001)","(2.35, 2.8, 2.78)","(4.8, 5.1, 4.62)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 50.05882352941177)"
07-01-2023 19:11:12.035306,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.1, 4.62)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 50.05882352941177)"
07-01-2023 19:11:13.192924,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.1, 4.62)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 50.05882352941177)"
07-01-2023 19:11:14.391893,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.1, 4.62)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.869565217391305)"
07-01-2023 19:11:15.700333,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.1, 4.62)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 44.94736842105263)"
07-01-2023 19:11:16.914690,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.1, 4.62)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 50.0, 46.23529411764706)"
07-01-2023 19:11:18.048841,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.636363636363637)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 50.0, 46.23529411764706)"
07-01-2023 19:11:19.287331,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.636363636363637)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 50.0, 46.23529411764706)"
07-01-2023 19:11:20.637415,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.636363636363637)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 50.0, 45.869565217391305)"
07-01-2023 19:11:21.995298,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.636363636363637)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.869565217391305)"
07-01-2023 19:11:23.100190,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.636363636363637)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.869565217391305)"
07-01-2023 19:11:24.237591,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.636363636363637)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.8578947368421055)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.869565217391305)"
07-01-2023 19:11:25.353292,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.636363636363637)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.841025641025642)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.869565217391305)"
07-01-2023 19:11:26.535625,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.636363636363637)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.841025641025642)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.869565217391305)"
07-01-2023 19:11:27.708721,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.636363636363637)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.841025641025642)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.869565217391305)"
07-01-2023 19:11:28.831050,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.636363636363637)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.841025641025642)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.869565217391305)"
07-01-2023 19:11:30.044648,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.575)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.841025641025642)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.869565217391305)"
07-01-2023 19:11:31.169959,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.575)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.841025641025642)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.869565217391305)"
07-01-2023 19:11:32.418319,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.575)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.841025641025642)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.869565217391305)"
07-01-2023 19:11:33.544486,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.571428571428571)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 6.845161290322581)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.869565217391305)"
07-01-2023 19:11:34.675537,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.571428571428571)","(8.0, 14.0, 13.0625)","(4.8, 7.0, 6.845161290322581)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.869565217391305)"
07-01-2023 19:11:35.738994,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.571428571428571)","(8.0, 14.0, 13.0625)","(4.8, 7.0, 6.845161290322581)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 44.92)"
07-01-2023 19:11:36.914855,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.571428571428571)","(8.0, 14.0, 13.0625)","(4.8, 7.0, 6.845161290322581)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 44.5)"
07-01-2023 19:11:38.107095,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.571428571428571)","(8.0, 14.0, 13.0625)","(4.8, 7.0, 6.845161290322581)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 44.5)"
07-01-2023 19:11:39.254703,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.571428571428571)","(8.0, 14.0, 13.0625)","(4.8, 7.0, 6.845161290322581)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 44.5)"
07-01-2023 19:11:40.382115,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.0, 7.006451612903226)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 43.625)"
07-01-2023 19:11:41.326680,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.006451612903226)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 37.357142857142854)"
07-01-2023 19:11:42.430989,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.78)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.006451612903226)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 43.0)"
07-01-2023 19:11:43.613250,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.789411764705882)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.006451612903226)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.55555555555556)"
07-01-2023 19:11:44.767391,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.789411764705882)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.006451612903226)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.55555555555556)"
07-01-2023 19:11:45.843227,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.789411764705882)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.006451612903226)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 45.55555555555556)"
07-01-2023 19:11:46.891702,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.719)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.006451612903226)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 46.5)"
07-01-2023 19:11:48.004312,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.719)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.006451612903226)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 46.5)"
07-01-2023 19:11:49.154731,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.719)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.006451612903226)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 46.5)"
07-01-2023 19:11:50.285158,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.719)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.006451612903226)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 46.5)"
07-01-2023 19:11:51.427252,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.719)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.006451612903226)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 46.5)"
07-01-2023 19:11:52.423984,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.719)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.006451612903226)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 46.5)"
07-01-2023 19:11:53.570192,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.6882758620689655)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 46.5)"
07-01-2023 19:11:54.647568,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.6882758620689655)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.88235294117647)","(13.0, 55.0, 46.5)"
07-01-2023 19:11:55.701044,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.6882758620689655)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.0)","(13.0, 55.0, 49.33333333333333)"
07-01-2023 19:11:56.835615,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.6882758620689655)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.0)","(14.0, 55.0, 46.5)"
07-01-2023 19:11:57.845095,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.6882758620689655)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.0)","(14.0, 55.0, 46.5)"
07-01-2023 19:11:58.833645,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.6882758620689655)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.0)","(14.0, 55.0, 46.5)"
07-01-2023 19:12:00.002966,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.6882758620689655)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.0)","(14.0, 55.0, 46.5)"
07-01-2023 19:12:01.182826,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.6882758620689655)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.0)","(14.0, 55.0, 46.5)"
07-01-2023 19:12:02.263264,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.6882758620689655)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.0)","(14.0, 55.0, 46.5)"
07-01-2023 19:12:03.312755,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.659130434782609)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.0)","(14.0, 55.0, 46.5)"
07-01-2023 19:12:04.339582,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.659130434782609)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.0)","(14.0, 55.0, 46.5)"
07-01-2023 19:12:05.428188,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.659130434782609)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.0)","(14.0, 55.0, 46.5)"
07-01-2023 19:12:06.606129,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.659130434782609)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.0)","(14.0, 55.0, 46.5)"
07-01-2023 19:12:07.746726,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.659130434782609)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.0)","(14.0, 55.0, 46.5)"
07-01-2023 19:12:08.882022,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.659130434782609)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 53.0)","(14.0, 55.0, 46.5)"
07-01-2023 19:12:09.983728,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.659130434782609)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 52.21052631578947)","(14.0, 55.0, 46.5)"
07-01-2023 19:12:10.954341,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.659130434782609)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 52.21052631578947)","(14.0, 55.0, 46.5)"
07-01-2023 19:12:12.040418,"(4.8, 8.4, 7.300000000000001)","(2.4, 2.8, 2.659130434782609)","(4.6, 5.0, 4.615384615384615)","(8.0, 14.0, 13.0625)","(4.8, 7.2, 7.050000000000001)","(26.0, 65.0, 52.21052631578947)","(14.0, 55.0, 46.5)"
