,Power Legend,Ugly Nicos,Gold Serenade,Boys Cry,Mi Greyt Mate,Rodeo Legend,Moanastar,Gracious Gracie,Lady Goodfellow,Vardon
09-01-2023 16:03:51.553969,"(18.0, 30.0, 27.857142857142858)","(1.9, 2.1, 2.068076923076923)","(18.0, 27.0, 25.736842105263158)","(16.0, 26.0, 25.142857142857142)","(51.0, 95.0, 86.11111111111111)","(11.0, 13.0, 12.382352941176471)","(11.0, 20.0, 19.333333333333332)","(26.0, 65.0, 59.285714285714285)","(11.0, 12.5, 12.181818181818182)","(4.8, 6.6, 6.4)"
09-01-2023 16:03:52.967876,"(18.0, 30.0, 27.857142857142858)","(1.9, 2.1, 2.0664646464646466)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 95.0, 85.0)","(11.0, 12.5, 12.382352941176471)","(11.0, 20.0, 19.333333333333332)","(26.0, 60.0, 59.285714285714285)","(11.0, 12.5, 12.181818181818182)","(4.8, 6.6, 6.321739130434783)"
09-01-2023 16:03:54.207256,"(18.0, 30.0, 27.857142857142858)","(1.9, 2.1, 2.0664646464646466)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 95.0, 85.0)","(11.0, 12.5, 12.382352941176471)","(11.0, 20.0, 21.15)","(26.0, 60.0, 59.0)","(11.0, 12.5, 12.3)","(4.8, 6.6, 6.321739130434783)"
09-01-2023 16:03:55.525687,"(19.0, 30.0, 27.857142857142858)","(1.9, 2.1, 2.074245283018868)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 95.0, 85.0)","(11.0, 12.5, 12.382352941176471)","(11.0, 25.0, 22.724137931034484)","(26.0, 60.0, 59.0)","(11.0, 12.5, 12.3)","(4.8, 6.6, 6.321739130434783)"
09-01-2023 16:03:56.760565,"(19.0, 30.0, 27.857142857142858)","(1.9, 2.1, 2.0755882352941177)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 95.0, 85.0)","(11.0, 12.5, 12.357142857142858)","(11.0, 25.0, 22.724137931034484)","(26.0, 60.0, 59.0)","(11.0, 12.5, 12.98)","(4.8, 6.6, 6.295238095238095)"
09-01-2023 16:03:57.976875,"(19.0, 30.0, 27.857142857142858)","(1.9, 2.1, 2.0841904761904764)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 95.0, 85.0)","(11.0, 12.5, 12.357142857142858)","(11.0, 25.0, 22.724137931034484)","(26.0, 60.0, 59.0)","(11.0, 14.5, 13.125)","(4.8, 6.6, 6.295238095238095)"
09-01-2023 16:03:59.226450,"(19.0, 30.0, 27.857142857142858)","(1.9, 2.1, 2.0755882352941177)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 81.66666666666667)","(11.0, 14.0, 12.53448275862069)","(11.0, 24.0, 22.81578947368421)","(26.0, 60.0, 57.5)","(11.0, 13.5, 13.258064516129032)","(4.8, 6.6, 6.295238095238095)"
09-01-2023 16:04:00.518775,"(19.0, 30.0, 27.857142857142858)","(1.9, 2.1, 2.07392523364486)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 81.66666666666667)","(11.0, 14.0, 12.53448275862069)","(11.0, 24.0, 22.81578947368421)","(26.0, 60.0, 57.5)","(11.0, 13.5, 13.258064516129032)","(4.8, 6.6, 6.295238095238095)"
09-01-2023 16:04:01.925779,"(19.0, 30.0, 27.857142857142858)","(1.9, 2.1, 2.07392523364486)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 81.66666666666667)","(11.0, 14.0, 12.53448275862069)","(11.0, 24.0, 22.363636363636363)","(26.0, 60.0, 57.5)","(11.0, 13.5, 13.344827586206897)","(4.8, 6.6, 6.295238095238095)"
09-01-2023 16:04:03.325114,"(19.0, 30.0, 27.857142857142858)","(1.9, 2.1, 2.07392523364486)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 81.66666666666667)","(11.0, 14.0, 12.53448275862069)","(11.0, 24.0, 22.363636363636363)","(26.0, 60.0, 58.333333333333336)","(11.0, 13.5, 13.344827586206897)","(4.8, 6.6, 6.295238095238095)"
09-01-2023 16:04:04.676537,"(19.0, 30.0, 27.857142857142858)","(1.9, 2.1, 2.07392523364486)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 81.66666666666667)","(11.0, 14.0, 12.763157894736842)","(11.0, 24.0, 22.363636363636363)","(26.0, 60.0, 58.333333333333336)","(11.0, 13.5, 13.41)","(4.8, 6.6, 6.386666666666667)"
09-01-2023 16:04:05.947613,"(19.0, 30.0, 27.857142857142858)","(1.9, 2.1, 2.07392523364486)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 83.57142857142857)","(11.0, 13.5, 12.763157894736842)","(11.0, 24.0, 22.363636363636363)","(26.0, 60.0, 58.333333333333336)","(11.0, 13.5, 13.125)","(4.8, 6.6, 6.386666666666667)"
09-01-2023 16:04:07.200315,"(19.0, 30.0, 27.857142857142858)","(1.9, 2.1, 2.0755882352941177)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 83.57142857142857)","(11.0, 13.5, 12.558823529411764)","(11.0, 24.0, 20.857142857142858)","(26.0, 60.0, 58.333333333333336)","(11.0, 13.5, 12.783333333333333)","(4.8, 6.6, 6.386666666666667)"
09-01-2023 16:04:08.538863,"(19.0, 28.0, 26.272727272727273)","(1.9, 2.1, 2.0755882352941177)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 83.57142857142857)","(11.0, 13.0, 12.558823529411764)","(11.0, 22.0, 20.857142857142858)","(26.0, 60.0, 58.333333333333336)","(11.0, 13.0, 12.763636363636364)","(4.8, 6.6, 6.386666666666667)"
09-01-2023 16:04:09.862084,"(19.0, 28.0, 27.23076923076923)","(1.9, 2.1, 2.0755882352941177)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 83.57142857142857)","(11.0, 13.0, 12.558823529411764)","(11.0, 22.0, 20.857142857142858)","(26.0, 60.0, 58.333333333333336)","(11.0, 13.0, 12.763636363636364)","(4.8, 6.6, 6.386666666666667)"
09-01-2023 16:04:11.210545,"(19.0, 28.0, 27.23076923076923)","(1.9, 2.1, 2.087142857142857)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 86.25)","(11.0, 13.0, 12.478260869565217)","(11.0, 22.0, 20.2)","(26.0, 60.0, 58.333333333333336)","(11.0, 13.0, 12.763636363636364)","(4.8, 6.6, 6.386666666666667)"
09-01-2023 16:04:12.481031,"(19.0, 28.0, 27.23076923076923)","(1.9, 2.1, 2.0764285714285715)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 86.25)","(11.0, 14.0, 12.671875)","(11.0, 22.0, 20.2)","(26.0, 60.0, 58.333333333333336)","(11.0, 13.0, 12.763636363636364)","(4.8, 6.6, 6.386666666666667)"
09-01-2023 16:04:13.776483,"(19.0, 28.0, 27.23076923076923)","(1.9, 2.1, 2.073731343283582)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 86.25)","(11.0, 14.0, 12.671875)","(11.0, 22.0, 20.2)","(26.0, 60.0, 58.333333333333336)","(11.0, 13.0, 12.763636363636364)","(4.8, 6.6, 6.386666666666667)"
09-01-2023 16:04:15.146576,"(19.0, 28.0, 27.23076923076923)","(1.9, 2.1, 2.0733333333333333)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 86.25)","(11.0, 14.0, 12.671875)","(11.0, 22.0, 20.2)","(26.0, 60.0, 58.333333333333336)","(11.0, 13.0, 12.763636363636364)","(4.8, 6.6, 6.386666666666667)"
09-01-2023 16:04:16.458362,"(19.0, 28.0, 27.23076923076923)","(1.9, 2.1, 2.0733333333333333)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 86.25)","(11.0, 14.0, 13.264705882352942)","(11.0, 22.0, 20.2)","(21.0, 60.0, 58.333333333333336)","(11.0, 13.0, 12.763636363636364)","(5.0, 6.6, 6.4079999999999995)"
09-01-2023 16:04:17.751512,"(19.0, 28.0, 27.23076923076923)","(1.9, 2.1, 2.0733333333333333)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 86.25)","(11.0, 13.5, 13.264705882352942)","(11.0, 22.0, 20.2)","(21.0, 60.0, 59.0)","(11.0, 13.0, 12.763636363636364)","(5.0, 6.6, 6.4079999999999995)"
09-01-2023 16:04:19.004078,"(19.0, 28.0, 27.23076923076923)","(1.9, 2.1, 2.0733333333333333)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 86.25)","(11.0, 13.5, 12.203125)","(11.0, 22.0, 20.2)","(21.0, 60.0, 59.0)","(11.0, 13.0, 12.763636363636364)","(5.0, 6.6, 6.4079999999999995)"
09-01-2023 16:04:20.267351,"(19.0, 28.0, 27.444444444444443)","(1.9, 2.1, 2.0733333333333333)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 86.25)","(11.0, 13.0, 12.203125)","(11.0, 22.0, 19.75)","(21.0, 60.0, 59.0)","(11.0, 13.0, 12.763636363636364)","(5.0, 6.6, 6.4079999999999995)"
09-01-2023 16:04:21.570724,"(19.0, 28.0, 27.444444444444443)","(1.9, 2.1, 2.0733333333333333)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 86.25)","(11.0, 13.0, 12.203125)","(11.0, 22.0, 19.75)","(21.0, 60.0, 59.0)","(11.0, 13.0, 12.763636363636364)","(5.0, 6.6, 6.4079999999999995)"
09-01-2023 16:04:22.827730,"(19.0, 28.0, 27.444444444444443)","(1.9, 2.1, 2.0733333333333333)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 86.25)","(11.0, 12.5, 12.25)","(11.0, 22.0, 20.59375)","(21.0, 60.0, 59.0)","(11.0, 13.0, 12.779661016949152)","(5.0, 6.6, 6.4079999999999995)"
09-01-2023 16:04:24.112114,"(19.0, 28.0, 27.444444444444443)","(1.9, 2.1, 2.0733333333333333)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.142857142857142)","(51.0, 90.0, 86.25)","(11.0, 12.5, 12.25)","(11.0, 22.0, 20.59375)","(21.0, 60.0, 59.0)","(11.0, 13.0, 12.779661016949152)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:25.450397,"(19.0, 28.0, 27.444444444444443)","(1.9, 2.1, 2.076)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 25.4)","(51.0, 90.0, 86.25)","(11.0, 12.5, 12.25)","(11.0, 22.0, 20.59375)","(21.0, 60.0, 59.0)","(11.0, 13.0, 12.779661016949152)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:26.888268,"(19.0, 28.0, 27.444444444444443)","(1.9, 2.1, 2.0781102362204726)","(18.0, 27.0, 24.88235294117647)","(16.0, 26.0, 26.5)","(51.0, 90.0, 86.25)","(11.0, 12.5, 12.25)","(11.0, 22.0, 20.59375)","(21.0, 60.0, 59.166666666666664)","(11.0, 13.0, 12.779661016949152)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:28.167886,"(19.0, 28.0, 27.444444444444443)","(1.9, 2.08, 2.0781102362204726)","(18.0, 27.0, 24.88235294117647)","(16.0, 29.0, 26.5)","(51.0, 90.0, 86.25)","(11.0, 12.5, 11.891304347826086)","(11.0, 22.0, 20.59375)","(21.0, 60.0, 59.166666666666664)","(11.0, 13.0, 12.853932584269662)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:29.416013,"(19.0, 28.0, 27.444444444444443)","(1.9, 2.08, 2.0781102362204726)","(18.0, 27.0, 24.88235294117647)","(16.0, 29.0, 26.5)","(51.0, 90.0, 86.25)","(11.0, 13.0, 11.891304347826086)","(11.0, 22.0, 20.59375)","(21.0, 60.0, 59.166666666666664)","(11.0, 13.0, 12.853932584269662)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:30.663162,"(19.0, 28.0, 27.5)","(1.9, 2.08, 2.0775193798449614)","(18.0, 27.0, 24.88235294117647)","(16.0, 29.0, 26.375)","(51.0, 90.0, 86.25)","(11.0, 13.0, 11.891304347826086)","(11.0, 22.0, 20.59375)","(21.0, 60.0, 59.166666666666664)","(11.0, 13.0, 12.853932584269662)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:31.859000,"(19.0, 34.0, 29.058823529411764)","(1.9, 2.08, 2.0775193798449614)","(18.0, 27.0, 24.88235294117647)","(16.0, 29.0, 26.272727272727273)","(51.0, 90.0, 86.25)","(11.0, 13.0, 11.891304347826086)","(11.0, 22.0, 20.59375)","(21.0, 60.0, 59.5)","(11.0, 13.0, 12.853932584269662)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:33.105834,"(19.0, 34.0, 28.9)","(1.9, 2.08, 2.077948717948718)","(18.0, 27.0, 24.88235294117647)","(16.0, 29.0, 26.272727272727273)","(51.0, 90.0, 86.25)","(11.0, 13.0, 12.25)","(11.0, 22.0, 20.59375)","(21.0, 60.0, 59.6875)","(11.0, 13.0, 12.853932584269662)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:34.429997,"(19.0, 30.0, 29.2)","(1.9, 2.1, 2.0914285714285716)","(18.0, 27.0, 24.88235294117647)","(16.0, 29.0, 26.272727272727273)","(51.0, 90.0, 88.125)","(11.0, 12.5, 12.25)","(11.0, 22.0, 20.59375)","(21.0, 60.0, 59.6875)","(11.0, 13.0, 12.853932584269662)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:35.771467,"(19.0, 30.0, 29.0)","(1.9, 2.1, 2.0914285714285716)","(18.0, 27.0, 24.88235294117647)","(16.0, 29.0, 26.272727272727273)","(51.0, 90.0, 88.75)","(11.0, 12.5, 12.25)","(11.0, 22.0, 20.59375)","(21.0, 60.0, 59.6875)","(11.0, 13.0, 12.853932584269662)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:37.104286,"(19.0, 30.0, 28.857142857142858)","(1.9, 2.1, 2.0918324607329843)","(18.0, 27.0, 24.88235294117647)","(16.0, 29.0, 26.272727272727273)","(51.0, 90.0, 94.375)","(11.0, 12.5, 12.25)","(11.0, 22.0, 20.59375)","(21.0, 60.0, 59.6875)","(11.0, 13.0, 12.853932584269662)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:38.401539,"(19.0, 30.0, 28.857142857142858)","(1.9, 2.08, 2.035036496350365)","(18.0, 27.0, 24.88235294117647)","(16.0, 29.0, 26.272727272727273)","(51.0, 95.0, 94.375)","(11.0, 12.5, 12.25)","(11.0, 22.0, 20.59375)","(21.0, 60.0, 76.0)","(11.0, 13.0, 12.848837209302326)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:39.655493,"(19.0, 30.0, 28.857142857142858)","(1.9, 2.04, 2.033703703703704)","(18.0, 27.0, 24.88235294117647)","(16.0, 29.0, 26.375)","(51.0, 95.0, 94.375)","(11.0, 12.5, 12.01923076923077)","(11.0, 22.0, 20.59375)","(21.0, 80.0, 72.0)","(11.0, 13.0, 12.820224719101123)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:40.895223,"(19.0, 30.0, 29.2)","(1.9, 2.04, 2.0366292134831463)","(18.0, 27.0, 24.88235294117647)","(16.0, 29.0, 26.375)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.01923076923077)","(11.0, 22.0, 20.59375)","(21.0, 80.0, 73.33333333333333)","(11.0, 13.0, 12.820224719101123)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:42.262959,"(19.0, 30.0, 28.933333333333334)","(1.9, 2.04, 2.0366292134831463)","(18.0, 27.0, 26.4)","(16.0, 29.0, 26.375)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.01923076923077)","(11.0, 22.0, 20.59375)","(21.0, 80.0, 73.33333333333333)","(11.0, 13.0, 12.820224719101123)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:43.574184,"(19.0, 30.0, 28.933333333333334)","(1.9, 2.04, 2.0369072164948454)","(18.0, 27.0, 26.4)","(16.0, 29.0, 26.375)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.19047619047619)","(11.0, 22.0, 20.59375)","(21.0, 80.0, 62.666666666666664)","(11.0, 13.0, 12.820224719101123)","(5.0, 6.6, 6.28)"
09-01-2023 16:04:44.898095,"(19.0, 30.0, 28.933333333333334)","(1.9, 2.08, 2.073478260869565)","(18.0, 28.0, 27.428571428571427)","(16.0, 29.0, 26.375)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.01923076923077)","(11.0, 22.0, 20.59375)","(21.0, 80.0, 67.5)","(11.0, 13.0, 12.820224719101123)","(4.8, 6.6, 6.28)"
09-01-2023 16:04:46.217777,"(19.0, 30.0, 28.666666666666668)","(1.9, 2.08, 2.0588888888888888)","(19.0, 27.0, 26.57142857142857)","(16.0, 29.0, 26.375)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.318181818181818)","(11.0, 22.0, 20.59375)","(21.0, 75.0, 64.28571428571429)","(11.0, 13.0, 12.820224719101123)","(4.8, 6.6, 6.28)"
09-01-2023 16:04:47.507919,"(19.0, 30.0, 28.666666666666668)","(1.9, 2.08, 2.063111111111111)","(19.0, 27.0, 26.57142857142857)","(16.0, 29.0, 26.375)","(51.0, 95.0, 94.375)","(11.0, 12.5, 12.318181818181818)","(11.0, 22.0, 20.59375)","(21.0, 75.0, 64.28571428571429)","(11.0, 13.0, 12.820224719101123)","(4.8, 6.6, 6.28)"
09-01-2023 16:04:48.811389,"(19.0, 30.0, 28.666666666666668)","(1.9, 2.08, 2.065925925925926)","(19.0, 27.0, 26.4)","(16.0, 29.0, 26.375)","(51.0, 95.0, 94.375)","(11.0, 12.5, 12.318181818181818)","(11.0, 22.0, 20.59375)","(21.0, 75.0, 65.0)","(11.0, 13.0, 12.820224719101123)","(4.8, 6.6, 6.28)"
09-01-2023 16:04:50.121369,"(19.0, 30.0, 28.666666666666668)","(1.9, 2.08, 2.065925925925926)","(19.0, 28.0, 26.4)","(16.0, 29.0, 26.375)","(51.0, 95.0, 94.375)","(11.0, 12.5, 12.318181818181818)","(11.0, 22.0, 21.772727272727273)","(21.0, 75.0, 65.0)","(11.0, 13.0, 12.785714285714286)","(4.8, 6.6, 6.28)"
09-01-2023 16:04:51.444403,"(19.0, 30.0, 28.666666666666668)","(1.9, 2.08, 2.065925925925926)","(19.0, 28.0, 26.4)","(16.0, 29.0, 26.272727272727273)","(51.0, 95.0, 94.375)","(11.0, 12.5, 12.478947368421053)","(11.0, 22.0, 21.772727272727273)","(21.0, 75.0, 70.0)","(11.0, 13.0, 12.884615384615385)","(4.8, 6.6, 6.28)"
09-01-2023 16:04:52.707345,"(19.0, 30.0, 28.666666666666668)","(1.9, 2.08, 2.065925925925926)","(19.0, 27.0, 26.454545454545453)","(16.0, 29.0, 27.157894736842106)","(51.0, 95.0, 94.375)","(11.0, 12.5, 12.478947368421053)","(11.0, 22.0, 21.772727272727273)","(21.0, 75.0, 70.0)","(11.0, 13.0, 12.884615384615385)","(4.8, 6.6, 6.28)"
09-01-2023 16:04:54.020064,"(19.0, 30.0, 28.333333333333332)","(1.9, 2.08, 2.071111111111111)","(19.0, 27.0, 23.625)","(16.0, 29.0, 26.2)","(51.0, 95.0, 94.375)","(11.0, 12.5, 12.19047619047619)","(11.0, 22.0, 21.72222222222222)","(21.0, 75.0, 70.0)","(11.0, 13.0, 11.375)","(4.8, 6.6, 6.28)"
09-01-2023 16:04:55.288657,"(19.0, 30.0, 27.53846153846154)","(1.9, 2.08, 2.073220338983051)","(19.0, 24.0, 23.625)","(16.0, 29.0, 25.818181818181817)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.19047619047619)","(11.0, 22.0, 21.583333333333332)","(21.0, 75.0, 70.0)","(11.0, 13.0, 11.375)","(4.8, 6.6, 6.28)"
09-01-2023 16:04:56.644197,"(19.0, 30.0, 28.22222222222222)","(1.9, 2.08, 2.073220338983051)","(19.0, 24.0, 23.526315789473685)","(16.0, 28.0, 25.818181818181817)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.19047619047619)","(11.0, 22.0, 21.583333333333332)","(21.0, 75.0, 70.0)","(11.0, 13.0, 11.470588235294118)","(4.8, 6.6, 6.28)"
09-01-2023 16:04:57.959981,"(19.0, 30.0, 27.5)","(1.9, 2.08, 2.073220338983051)","(19.0, 24.0, 23.571428571428573)","(16.0, 28.0, 26.0)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.19047619047619)","(11.0, 22.0, 21.583333333333332)","(21.0, 75.0, 58.888888888888886)","(11.0, 13.0, 12.071428571428571)","(4.8, 6.6, 6.28)"
09-01-2023 16:04:59.264559,"(19.0, 30.0, 27.5)","(1.9, 2.08, 2.073220338983051)","(19.0, 24.0, 23.571428571428573)","(16.0, 28.0, 26.0)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.19047619047619)","(11.0, 22.0, 21.583333333333332)","(21.0, 60.0, 58.888888888888886)","(11.0, 13.0, 12.071428571428571)","(4.8, 6.6, 6.28)"
09-01-2023 16:05:00.511309,"(19.0, 30.0, 28.18181818181818)","(1.9, 2.08, 2.073220338983051)","(18.0, 24.0, 23.571428571428573)","(16.0, 28.0, 26.0)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.761682242990654)","(11.0, 22.0, 21.583333333333332)","(26.0, 60.0, 58.888888888888886)","(11.0, 13.0, 12.071428571428571)","(5.0, 6.6, 6.28)"
09-01-2023 16:05:01.773449,"(19.0, 30.0, 28.18181818181818)","(1.9, 2.08, 2.073220338983051)","(18.0, 24.0, 23.571428571428573)","(16.0, 28.0, 26.0)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.761682242990654)","(11.0, 22.0, 21.583333333333332)","(26.0, 60.0, 58.0)","(11.0, 13.0, 11.03960396039604)","(5.0, 6.6, 6.28)"
09-01-2023 16:05:03.134173,"(19.0, 30.0, 27.142857142857142)","(1.9, 2.08, 2.0633333333333335)","(18.0, 24.0, 23.526315789473685)","(16.0, 28.0, 26.0)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.761682242990654)","(11.0, 22.0, 21.583333333333332)","(26.0, 60.0, 57.5)","(11.0, 12.0, 11.03960396039604)","(5.0, 6.6, 6.28)"
09-01-2023 16:05:04.453888,"(19.0, 30.0, 28.18181818181818)","(1.9, 2.08, 2.036067415730337)","(18.0, 24.0, 23.735294117647058)","(16.0, 28.0, 26.0)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.761682242990654)","(11.0, 22.0, 21.72222222222222)","(26.0, 70.0, 62.5)","(11.0, 12.0, 11.03960396039604)","(5.0, 6.6, 6.28)"
09-01-2023 16:05:05.709207,"(19.0, 26.0, 25.555555555555557)","(1.9, 2.04, 2.036067415730337)","(18.0, 24.0, 23.703703703703702)","(16.0, 28.0, 26.0)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.16)","(11.0, 22.0, 20.24)","(26.0, 70.0, 63.75)","(11.0, 12.0, 11.052631578947368)","(5.0, 6.6, 6.558974358974359)"
09-01-2023 16:05:06.982505,"(19.0, 29.0, 28.1)","(1.9, 2.08, 2.060952380952381)","(18.0, 24.0, 23.703703703703702)","(16.0, 28.0, 26.0)","(51.0, 95.0, 94.375)","(11.0, 13.0, 12.19047619047619)","(11.0, 21.0, 20.071428571428573)","(26.0, 65.0, 63.75)","(11.0, 11.5, 11.102409638554217)","(5.0, 6.6, 6.565333333333333)"
09-01-2023 16:05:08.231217,"(19.0, 29.0, 28.1)","(1.9, 2.08, 2.060952380952381)","(18.0, 24.0, 23.703703703703702)","(16.0, 28.0, 26.0)","(51.0, 95.0, 96.84210526315789)","(11.0, 13.0, 12.768181818181818)","(11.0, 21.0, 20.166666666666668)","(26.0, 65.0, 63.75)","(11.0, 11.5, 11.102409638554217)","(5.0, 6.6, 6.585074626865671)"
09-01-2023 16:05:09.535091,"(19.0, 29.0, 28.1)","(1.9, 2.12, 2.0467368421052634)","(18.0, 24.0, 23.686274509803923)","(16.0, 28.0, 26.0)","(51.0, 100.0, 96.84210526315789)","(11.0, 13.0, 12.768181818181818)","(11.0, 21.0, 20.166666666666668)","(26.0, 65.0, 63.75)","(11.0, 11.5, 11.03191489361702)","(5.0, 6.6, 6.585074626865671)"
09-01-2023 16:05:10.854263,"(19.0, 29.0, 28.18181818181818)","(1.9, 2.12, 2.0475)","(18.0, 24.0, 23.686274509803923)","(16.0, 28.0, 26.0)","(51.0, 100.0, 96.84210526315789)","(11.0, 13.0, 12.16)","(11.0, 21.0, 21.88235294117647)","(26.0, 65.0, 78.33333333333333)","(11.0, 11.5, 10.528735632183908)","(5.0, 6.6, 6.584126984126984)"
09-01-2023 16:05:12.140392,"(19.0, 29.0, 28.59090909090909)","(1.9, 2.12, 2.0467368421052634)","(18.0, 24.0, 23.686274509803923)","(16.0, 28.0, 26.0)","(51.0, 100.0, 96.84210526315789)","(11.0, 13.0, 12.16)","(11.0, 24.0, 22.4)","(26.0, 85.0, 68.75)","(11.0, 11.0, 10.51764705882353)","(5.0, 6.6, 6.584126984126984)"
09-01-2023 16:05:13.412196,"(19.0, 29.0, 28.59090909090909)","(1.9, 2.12, 2.0467368421052634)","(18.0, 24.0, 23.686274509803923)","(16.0, 28.0, 26.0)","(51.0, 100.0, 96.84210526315789)","(11.0, 13.0, 12.16)","(11.0, 24.0, 22.235294117647058)","(26.0, 80.0, 70.76923076923077)","(11.0, 11.0, 10.74)","(5.0, 6.6, 6.584126984126984)"
09-01-2023 16:05:14.671672,"(19.0, 28.0, 27.583333333333332)","(1.9, 2.12, 2.0467368421052634)","(18.0, 24.0, 23.686274509803923)","(16.0, 28.0, 26.0)","(51.0, 100.0, 96.84210526315789)","(11.0, 13.0, 12.16)","(11.0, 24.0, 21.5)","(26.0, 80.0, 70.76923076923077)","(11.0, 11.5, 10.74)","(5.0, 6.6, 6.584126984126984)"
09-01-2023 16:05:15.937791,"(19.0, 28.0, 27.583333333333332)","(1.9, 2.12, 2.0467368421052634)","(18.0, 24.0, 23.686274509803923)","(16.0, 28.0, 26.0)","(51.0, 100.0, 96.84210526315789)","(11.0, 13.0, 12.76056338028169)","(11.0, 24.0, 22.125)","(26.0, 80.0, 75.0)","(10.0, 11.5, 10.74)","(5.0, 6.6, 6.584126984126984)"
09-01-2023 16:05:17.220222,"(19.0, 28.0, 27.655172413793103)","(1.9, 2.1, 2.0592)","(18.0, 24.0, 23.40740740740741)","(17.0, 28.0, 26.0)","(51.0, 100.0, 97.3913043478261)","(10.0, 13.0, 12.645833333333334)","(11.0, 24.0, 20.5)","(26.0, 80.0, 75.0)","(10.0, 11.5, 10.74)","(5.0, 6.6, 6.58611111111111)"
