,Keep Me Vivid,Mollys Fantasy,Violets Delight,All Eagle,Ishmy Belle,Little Zambora,Call Her Olivia,Big Kell
08-01-2023 16:22:18.965515,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 29.615384615384617)","(14.0, 40.0, 29.615384615384617)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:20.167336,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 29.615384615384617)","(14.0, 40.0, 29.615384615384617)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:21.445330,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 29.615384615384617)","(14.0, 40.0, 29.615384615384617)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:22.725213,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 29.615384615384617)","(14.0, 40.0, 29.615384615384617)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:24.034541,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 29.615384615384617)","(14.0, 40.0, 29.615384615384617)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:25.142047,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 29.615384615384617)","(14.0, 40.0, 29.615384615384617)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:26.151035,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 29.615384615384617)","(14.0, 40.0, 29.615384615384617)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:27.273904,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 40.0, 30.535714285714285)","(14.0, 40.0, 30.535714285714285)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:28.400590,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 40.0, 30.535714285714285)","(14.0, 40.0, 30.535714285714285)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:29.438254,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 40.0, 30.535714285714285)","(14.0, 40.0, 30.535714285714285)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:30.680162,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 40.0, 30.535714285714285)","(14.0, 40.0, 30.535714285714285)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:31.985492,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 40.0, 30.535714285714285)","(14.0, 40.0, 30.535714285714285)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:33.160095,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 40.0, 30.535714285714285)","(14.0, 40.0, 30.535714285714285)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:34.269829,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 40.0, 30.535714285714285)","(14.0, 40.0, 30.535714285714285)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:35.473578,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 40.0, 30.535714285714285)","(14.0, 40.0, 30.535714285714285)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:36.671595,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 40.0, 30.535714285714285)","(14.0, 40.0, 30.535714285714285)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:37.786550,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.178571428571427)","(14.0, 40.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:38.912101,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:40.095292,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:41.312510,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:42.505002,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:43.590883,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:44.777301,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:45.956082,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:47.140098,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:48.320057,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:49.427894,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:50.529414,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:51.755795,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:52.975268,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:54.194718,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:55.409215,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:56.425722,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:57.546497,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:58.697131,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:22:59.764902,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:00.853492,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:02.085849,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:03.299676,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:04.391060,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:05.656924,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:07.159659,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:08.556919,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:09.743790,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:10.981829,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:12.102913,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:13.305629,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:14.588098,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:15.723869,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:16.828915,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:17.833838,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:18.941125,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:20.049347,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:21.021819,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:22.068721,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:23.186255,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:24.276751,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:25.318384,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:26.422545,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:27.804307,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:28.902244,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:29.884121,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:31.165269,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:32.342454,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:33.525568,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:34.707479,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:35.844646,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:36.946384,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:37.953082,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:38.953299,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:40.055414,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:41.127326,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:42.294517,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:43.449646,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:44.494637,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:45.631542,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:46.679133,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 200.0)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:47.767303,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:48.830637,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:49.994706,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:51.152313,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:52.321363,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:23:53.337888,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 36.0, 33.650000000000006)","(14.0, 36.0, 33.650000000000006)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
