,Keep Me Vivid,Mollys Fantasy,Violets Delight,All Eagle,Ishmy Belle,Little Zambora,Call Her Olivia,Big Kell
08-01-2023 16:28:49.819186,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:28:51.034573,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:28:52.354976,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:28:53.599214,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:28:54.793565,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:28:55.908276,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:28:57.028692,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:28:58.208723,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:28:59.343055,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:00.568299,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:01.913300,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:03.209714,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 620.8333333333334)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:04.670555,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 76.3076923076923)","(14.0, 40.0, 22.0)","(14.0, 40.0, 22.0)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:05.997601,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 76.3076923076923)","(14.0, 40.0, 22.0)","(14.0, 40.0, 22.0)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:07.233376,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 76.3076923076923)","(14.0, 40.0, 22.0)","(14.0, 40.0, 22.0)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:08.453732,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 76.3076923076923)","(14.0, 40.0, 22.0)","(14.0, 40.0, 22.0)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:09.653673,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 76.3076923076923)","(14.0, 40.0, 22.0)","(14.0, 40.0, 22.0)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:10.923386,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:12.106146,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:13.274314,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:14.424947,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:15.582482,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:16.702065,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:17.844213,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:19.075926,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:20.329255,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:21.376581,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:22.516145,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:23.751371,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:24.845962,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:25.886956,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:27.071454,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:28.262719,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:29.474046,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:30.610779,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:31.782135,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:32.919481,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:34.108789,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:35.292248,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:36.504983,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 600.0)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:37.670476,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:38.839473,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:39.981953,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:41.279425,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:42.510702,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:43.670841,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:44.787909,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:45.983754,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 146.0)","(14.0, 40.0, 29.200000000000003)","(14.0, 40.0, 29.200000000000003)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:47.322285,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 164.70588235294116)","(14.0, 40.0, 21.090909090909093)","(14.0, 40.0, 21.090909090909093)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:48.558273,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 164.70588235294116)","(14.0, 40.0, 21.090909090909093)","(14.0, 40.0, 21.090909090909093)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:49.797450,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 164.70588235294116)","(14.0, 40.0, 21.090909090909093)","(14.0, 40.0, 21.090909090909093)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:51.033954,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 164.70588235294116)","(14.0, 40.0, 21.090909090909093)","(14.0, 40.0, 21.090909090909093)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:52.282719,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 164.70588235294116)","(14.0, 40.0, 21.090909090909093)","(14.0, 40.0, 21.090909090909093)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:53.518566,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 164.70588235294116)","(14.0, 40.0, 21.090909090909093)","(14.0, 40.0, 21.090909090909093)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:54.747327,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 164.70588235294116)","(14.0, 40.0, 21.090909090909093)","(14.0, 40.0, 21.090909090909093)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:55.996719,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 164.70588235294116)","(14.0, 40.0, 21.090909090909093)","(14.0, 40.0, 21.090909090909093)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:57.228825,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 76.3076923076923)","(14.0, 40.0, 29.523809523809526)","(14.0, 40.0, 29.523809523809526)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:58.496004,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 76.3076923076923)","(14.0, 40.0, 29.523809523809526)","(14.0, 40.0, 29.523809523809526)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:29:59.676747,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 76.3076923076923)","(14.0, 40.0, 29.523809523809526)","(14.0, 40.0, 29.523809523809526)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:00.911554,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 76.3076923076923)","(14.0, 40.0, 29.523809523809526)","(14.0, 40.0, 29.523809523809526)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:02.104028,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 76.3076923076923)","(14.0, 40.0, 29.523809523809526)","(14.0, 40.0, 29.523809523809526)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:03.252896,"(2.0, 3.15, 2.602307692307692)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 76.3076923076923)","(14.0, 40.0, 29.523809523809526)","(14.0, 40.0, 29.523809523809526)","(101.0, 620.0, 260.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:04.529945,"(2.0, 3.15, 2.602307692307692)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:05.910365,"(2.0, 3.15, 2.602307692307692)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:07.184357,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:08.429315,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:09.727958,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:11.080744,"(2.0, 3.15, 2.9358823529411766)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:12.373337,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:13.718110,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:14.966599,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:16.180779,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:17.452601,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:18.759967,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:20.012518,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:21.226758,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 89.77777777777777)","(14.0, 40.0, 30.833333333333332)","(14.0, 40.0, 30.833333333333332)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:22.467717,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 30.357142857142858)","(14.0, 40.0, 30.357142857142858)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:23.716323,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 30.357142857142858)","(14.0, 40.0, 30.357142857142858)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:24.825521,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 30.357142857142858)","(14.0, 40.0, 30.357142857142858)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:26.089148,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 30.357142857142858)","(14.0, 40.0, 30.357142857142858)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:27.381322,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 30.357142857142858)","(14.0, 40.0, 30.357142857142858)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:28.644392,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 30.357142857142858)","(14.0, 40.0, 30.357142857142858)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:29.859322,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 30.357142857142858)","(14.0, 40.0, 30.357142857142858)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:31.109862,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 30.357142857142858)","(14.0, 40.0, 30.357142857142858)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
08-01-2023 16:30:32.419365,"(2.0, 3.15, 2.8033333333333332)","(101.0, 730.0, 622.5)","(3.6, 5.9, 3.8)","(51.0, 440.0, 178.66666666666666)","(14.0, 40.0, 30.357142857142858)","(14.0, 40.0, 30.357142857142858)","(101.0, 620.0, 340.0)","(2.8, 5.3, 2.9768)"
