,Flick The Joker,Orara Dan,Boys Light Up,Steel Gambler,Showdown,Cash Ability,Shanghai Gold,Impress Dressel
08-01-2023 19:04:09.350313,"(21.0, 34.0, 31.333333333333332)","(4.2, 4.7, 4.6431818181818185)","(2.3, 2.58, 2.5428571428571427)","(20.0, 42.0, 42.857142857142854)","(8.5, 11.5, 10.743243243243244)","(71.0, 160.0, 145.55555555555554)","(5.5, 12.0, 10.4)","(5.0, 8.0, 7.816666666666666)"
08-01-2023 19:04:10.476317,"(21.0, 34.0, 30.8)","(4.2, 4.7, 4.6431818181818185)","(2.3, 2.58, 2.544)","(20.0, 44.0, 43.38461538461539)","(8.5, 11.5, 10.904255319148936)","(71.0, 150.0, 134.6153846153846)","(5.5, 12.0, 10.4)","(5.0, 8.0, 7.633333333333333)"
08-01-2023 19:04:11.563402,"(21.0, 34.0, 30.8)","(4.2, 4.7, 4.6431818181818185)","(2.3, 2.58, 2.544)","(20.0, 44.0, 43.38461538461539)","(8.5, 11.5, 10.904255319148936)","(71.0, 150.0, 134.6153846153846)","(5.5, 12.0, 10.25)","(5.0, 8.0, 7.63076923076923)"
08-01-2023 19:04:12.606630,"(21.0, 34.0, 30.8)","(4.2, 4.7, 4.627272727272727)","(2.3, 2.58, 2.5428571428571427)","(20.0, 44.0, 43.38461538461539)","(8.5, 11.5, 10.904255319148936)","(71.0, 150.0, 134.6153846153846)","(5.5, 12.0, 10.666666666666666)","(5.0, 8.0, 7.7846153846153845)"
08-01-2023 19:04:13.722419,"(21.0, 34.0, 30.4)","(4.2, 4.7, 4.627272727272727)","(2.3, 2.56, 2.54)","(20.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.008771929824562)","(71.0, 150.0, 134.6153846153846)","(5.5, 12.0, 10.285714285714286)","(5.0, 7.8, 7.742857142857143)"
08-01-2023 19:04:14.840007,"(21.0, 34.0, 30.8)","(4.2, 4.7, 4.627272727272727)","(2.3, 2.56, 2.5233333333333334)","(20.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.033333333333333)","(71.0, 150.0, 134.6153846153846)","(5.5, 12.0, 10.666666666666666)","(5.0, 7.8, 7.3500000000000005)"
08-01-2023 19:04:15.913865,"(21.0, 34.0, 30.4)","(4.2, 4.7, 4.627272727272727)","(2.3, 2.54, 2.54)","(20.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.261904761904763)","(71.0, 150.0, 135.6)","(5.5, 12.0, 10.666666666666666)","(5.0, 7.4, 7.12)"
08-01-2023 19:04:17.006422,"(21.0, 34.0, 30.4)","(4.2, 4.7, 4.627272727272727)","(2.3, 2.56, 2.54)","(20.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.261904761904763)","(71.0, 150.0, 135.6)","(5.5, 12.0, 10.666666666666666)","(5.0, 7.2, 7.142857142857143)"
08-01-2023 19:04:18.152063,"(21.0, 34.0, 30.8)","(4.2, 4.7, 4.627272727272727)","(2.3, 2.56, 2.54)","(20.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.15625)","(71.0, 150.0, 135.6)","(5.5, 12.0, 10.842105263157894)","(5.0, 7.2, 7.171428571428572)"
08-01-2023 19:04:19.271522,"(21.0, 34.0, 30.8)","(4.2, 4.7, 4.627272727272727)","(2.3, 2.56, 2.54)","(20.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.15625)","(71.0, 150.0, 135.6)","(5.5, 12.0, 10.842105263157894)","(5.0, 7.2, 7.171428571428572)"
08-01-2023 19:04:20.369515,"(21.0, 34.0, 30.4)","(4.2, 4.7, 4.627272727272727)","(2.3, 2.56, 2.54)","(20.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.15625)","(71.0, 150.0, 135.6)","(5.5, 12.0, 10.842105263157894)","(5.0, 7.2, 7.142857142857143)"
08-01-2023 19:04:21.454288,"(21.0, 34.0, 30.8)","(4.2, 4.7, 4.627272727272727)","(2.3, 2.56, 2.54)","(20.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.15625)","(71.0, 150.0, 135.6)","(5.5, 12.0, 11.0)","(5.0, 7.2, 7.142857142857143)"
08-01-2023 19:04:22.619098,"(21.0, 34.0, 30.8)","(4.2, 4.7, 4.627272727272727)","(2.35, 2.56, 2.54)","(21.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.15625)","(81.0, 150.0, 135.6)","(6.5, 12.0, 11.272727272727273)","(5.5, 7.2, 7.142857142857143)"
08-01-2023 19:04:23.732614,"(21.0, 34.0, 30.4)","(3.9, 4.7, 4.627272727272727)","(2.2, 2.56, 2.54)","(21.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.185714285714285)","(81.0, 150.0, 135.6)","(6.5, 12.0, 10.666666666666666)","(5.5, 7.2, 7.142857142857143)"
08-01-2023 19:04:24.875964,"(21.0, 34.0, 30.8)","(3.9, 4.7, 4.627272727272727)","(2.2, 2.56, 2.54)","(21.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.185714285714285)","(81.0, 150.0, 135.6)","(6.5, 12.0, 10.666666666666666)","(5.5, 7.2, 7.142857142857143)"
08-01-2023 19:04:26.026425,"(21.0, 34.0, 30.4)","(3.9, 4.7, 4.627272727272727)","(2.2, 2.56, 2.54)","(21.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.185714285714285)","(81.0, 150.0, 135.6)","(6.5, 12.0, 10.875)","(5.5, 7.2, 7.142857142857143)"
08-01-2023 19:04:27.157198,"(21.0, 34.0, 30.4)","(3.9, 4.7, 4.627272727272727)","(2.2, 2.56, 2.54)","(21.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.185714285714285)","(81.0, 150.0, 135.6)","(6.5, 12.0, 10.875)","(5.5, 7.2, 7.142857142857143)"
08-01-2023 19:04:28.307372,"(21.0, 34.0, 30.8)","(3.9, 4.7, 4.627272727272727)","(2.2, 2.56, 2.533333333333333)","(21.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.166666666666666)","(81.0, 150.0, 135.6)","(6.5, 12.0, 10.875)","(5.5, 7.2, 7.142857142857143)"
08-01-2023 19:04:29.422119,"(21.0, 34.0, 30.4)","(3.9, 4.7, 4.627272727272727)","(2.2, 2.56, 2.5485714285714285)","(21.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.166666666666666)","(81.0, 150.0, 135.6)","(6.5, 12.0, 10.875)","(5.5, 7.2, 7.142857142857143)"
08-01-2023 19:04:30.476048,"(21.0, 34.0, 30.4)","(3.9, 4.7, 4.627272727272727)","(2.2, 2.56, 2.52)","(21.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.166666666666666)","(81.0, 150.0, 135.6)","(6.5, 12.0, 10.8)","(5.5, 7.2, 7.142857142857143)"
08-01-2023 19:04:31.501832,"(21.0, 34.0, 30.8)","(3.9, 4.7, 4.627272727272727)","(2.2, 2.56, 2.533333333333333)","(21.0, 44.0, 42.0)","(8.5, 11.5, 11.128571428571428)","(81.0, 150.0, 135.6)","(6.5, 12.0, 10.8)","(5.5, 7.2, 7.142857142857143)"
08-01-2023 19:04:32.551029,"(21.0, 34.0, 30.4)","(3.9, 4.7, 4.627272727272727)","(2.2, 2.56, 2.533333333333333)","(21.0, 44.0, 42.0)","(8.5, 11.5, 11.128571428571428)","(81.0, 150.0, 135.6)","(6.5, 12.0, 10.8)","(5.0, 7.2, 7.142857142857143)"
08-01-2023 19:04:33.649713,"(21.0, 34.0, 30.4)","(3.9, 4.7, 4.627272727272727)","(2.2, 2.56, 2.533333333333333)","(21.0, 44.0, 42.0)","(8.5, 11.5, 11.128571428571428)","(81.0, 150.0, 135.6)","(6.5, 12.0, 10.8)","(5.0, 7.2, 7.142857142857143)"
08-01-2023 19:04:34.789841,"(21.0, 34.0, 30.8)","(3.9, 4.7, 4.627272727272727)","(2.2, 2.56, 2.54)","(21.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.128571428571428)","(81.0, 150.0, 135.6)","(6.5, 12.0, 10.636363636363637)","(5.0, 7.2, 7.142857142857143)"
08-01-2023 19:04:35.849072,"(21.0, 34.0, 30.4)","(3.9, 4.7, 4.627272727272727)","(2.2, 2.56, 2.54)","(21.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.166666666666666)","(81.0, 150.0, 135.6)","(6.5, 12.0, 11.0)","(5.0, 7.2, 7.05)"
08-01-2023 19:04:36.850513,"(21.0, 34.0, 31.0)","(3.9, 4.7, 4.633333333333334)","(2.2, 2.56, 2.5493333333333332)","(21.0, 44.0, 43.38461538461539)","(8.5, 11.5, 11.166666666666666)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.0)","(5.0, 7.4, 7.076923076923077)"
08-01-2023 19:04:37.889689,"(21.0, 34.0, 30.444444444444443)","(3.9, 4.7, 4.633333333333334)","(2.2, 2.5, 2.484262295081967)","(21.0, 44.0, 43.0)","(8.5, 11.5, 11.078947368421053)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.333333333333334)","(5.0, 7.4, 7.15)"
08-01-2023 19:04:38.954539,"(21.0, 34.0, 31.0)","(3.9, 4.7, 4.63103448275862)","(2.2, 2.5, 2.4829166666666667)","(21.0, 44.0, 43.14285714285714)","(8.5, 11.5, 11.078947368421053)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.333333333333334)","(5.0, 7.2, 7.15)"
08-01-2023 19:04:40.086973,"(21.0, 34.0, 30.444444444444443)","(3.9, 4.7, 4.63103448275862)","(2.2, 2.5, 2.4829166666666667)","(21.0, 44.0, 46.57142857142857)","(8.5, 11.5, 11.078947368421053)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.333333333333334)","(5.0, 7.2, 7.15)"
08-01-2023 19:04:41.168187,"(21.0, 34.0, 31.0)","(3.9, 4.7, 4.63103448275862)","(2.2, 2.5, 2.4828571428571427)","(21.0, 48.0, 44.857142857142854)","(8.5, 11.5, 11.078947368421053)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.333333333333334)","(5.0, 7.2, 7.15)"
08-01-2023 19:04:42.253214,"(21.0, 36.0, 30.545454545454547)","(3.9, 4.7, 4.63103448275862)","(2.2, 2.5, 2.4907692307692306)","(21.0, 46.0, 44.857142857142854)","(8.5, 11.5, 11.078947368421053)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.25)","(5.0, 7.2, 7.12)"
08-01-2023 19:04:43.327230,"(21.0, 36.0, 30.545454545454547)","(3.9, 4.7, 4.619230769230769)","(2.2, 2.54, 2.526666666666667)","(21.0, 46.0, 43.333333333333336)","(8.5, 11.5, 11.078947368421053)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.25)","(5.0, 7.2, 7.142857142857143)"
08-01-2023 19:04:44.345948,"(21.0, 36.0, 30.52173913043478)","(3.9, 4.7, 4.651724137931034)","(2.2, 2.56, 2.54)","(21.0, 46.0, 43.333333333333336)","(8.5, 11.5, 11.078947368421053)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.25)","(5.0, 7.2, 7.142857142857143)"
08-01-2023 19:04:45.404549,"(21.0, 36.0, 30.52173913043478)","(3.9, 4.8, 4.652173913043478)","(2.2, 2.54, 2.538909090909091)","(21.0, 46.0, 44.0)","(8.5, 11.5, 11.078947368421053)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.25)","(5.0, 7.2, 7.0)"
08-01-2023 19:04:46.496548,"(21.0, 36.0, 30.26086956521739)","(3.9, 4.8, 4.611111111111111)","(2.2, 2.54, 2.51)","(21.0, 46.0, 44.0)","(8.5, 11.5, 11.029411764705882)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.25)","(5.0, 7.2, 7.0)"
08-01-2023 19:04:47.666704,"(21.0, 36.0, 31.655172413793103)","(3.9, 4.8, 4.707692307692308)","(2.2, 2.52, 2.5189473684210526)","(21.0, 46.0, 43.333333333333336)","(8.5, 11.5, 11.136363636363637)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.25)","(5.0, 7.2, 7.1)"
08-01-2023 19:04:48.726892,"(21.0, 36.0, 31.655172413793103)","(3.9, 4.8, 4.725)","(2.2, 2.52, 2.5189473684210526)","(21.0, 46.0, 44.0)","(8.5, 11.5, 11.136363636363637)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.25)","(5.0, 7.2, 7.125)"
08-01-2023 19:04:49.742634,"(21.0, 36.0, 31.655172413793103)","(3.9, 4.8, 4.725)","(2.2, 2.54, 2.5342857142857143)","(21.0, 46.0, 44.0)","(8.5, 11.5, 11.136363636363637)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.25)","(5.0, 7.2, 7.125)"
08-01-2023 19:04:50.790290,"(21.0, 36.0, 31.655172413793103)","(3.9, 4.8, 4.725)","(2.2, 2.52, 2.5189473684210526)","(21.0, 46.0, 43.333333333333336)","(8.5, 11.5, 11.136363636363637)","(81.0, 150.0, 135.6)","(6.5, 12.0, 11.38888888888889)","(5.0, 7.2, 7.0)"
08-01-2023 19:04:51.775242,"(21.0, 36.0, 31.655172413793103)","(3.9, 4.8, 4.725)","(2.2, 2.54, 2.5307692307692307)","(21.0, 46.0, 43.333333333333336)","(8.5, 11.5, 11.122222222222222)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.375)","(5.0, 7.2, 7.114285714285714)"
08-01-2023 19:04:52.825335,"(21.0, 36.0, 31.655172413793103)","(3.9, 4.8, 4.72)","(2.2, 2.52, 2.5142857142857142)","(21.0, 46.0, 44.0)","(8.5, 11.5, 11.122222222222222)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.375)","(5.0, 7.2, 7.114285714285714)"
08-01-2023 19:04:53.928779,"(21.0, 36.0, 31.655172413793103)","(3.9, 4.8, 4.72)","(2.2, 2.52, 2.5155555555555558)","(21.0, 46.0, 44.0)","(8.5, 11.5, 11.122222222222222)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.375)","(5.0, 7.2, 7.114285714285714)"
08-01-2023 19:04:55.033249,"(21.0, 36.0, 31.655172413793103)","(3.9, 4.8, 4.72)","(2.2, 2.54, 2.495)","(21.0, 46.0, 44.0)","(8.5, 11.5, 11.122222222222222)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.375)","(5.0, 7.2, 7.114285714285714)"
08-01-2023 19:04:56.116864,"(21.0, 36.0, 32.76923076923077)","(3.9, 4.8, 4.76)","(2.2, 2.54, 2.486666666666667)","(21.0, 46.0, 43.333333333333336)","(8.5, 11.5, 11.122222222222222)","(81.0, 150.0, 135.6)","(6.5, 11.5, 11.375)","(5.0, 7.2, 7.114285714285714)"
08-01-2023 19:04:57.388230,"(21.0, 36.0, 32.76923076923077)","(3.9, 4.8, 4.76)","(2.2, 2.54, 2.5044444444444443)","(21.0, 46.0, 44.0)","(8.5, 11.5, 11.122222222222222)","(81.0, 150.0, 135.6)","(6.5, 11.5, 10.021739130434783)","(5.0, 7.2, 7.114285714285714)"
08-01-2023 19:04:58.495080,"(21.0, 36.0, 32.76923076923077)","(3.9, 4.8, 4.76)","(2.2, 2.54, 2.5044444444444443)","(21.0, 46.0, 44.285714285714285)","(8.5, 11.5, 11.092592592592592)","(81.0, 150.0, 135.6)","(6.5, 10.5, 10.10344827586207)","(5.0, 7.2, 7.15)"
08-01-2023 19:04:59.585853,"(21.0, 36.0, 32.645161290322584)","(3.9, 4.8, 4.741176470588235)","(2.2, 2.54, 2.5033333333333334)","(21.0, 46.0, 44.769230769230774)","(8.5, 11.5, 11.092592592592592)","(81.0, 150.0, 135.6)","(6.5, 10.5, 10.021739130434783)","(5.0, 7.2, 7.15)"
08-01-2023 19:05:00.689105,"(21.0, 36.0, 32.645161290322584)","(4.0, 4.8, 4.695652173913043)","(2.15, 2.52, 2.5109090909090908)","(21.0, 46.0, 43.6)","(9.0, 11.5, 11.092592592592592)","(71.0, 150.0, 135.6)","(7.0, 10.5, 10.107142857142858)","(5.0, 7.2, 7.25)"
08-01-2023 19:05:01.771409,"(21.0, 36.0, 32.41379310344828)","(4.0, 4.8, 4.695652173913043)","(2.15, 2.52, 2.5033333333333334)","(21.0, 46.0, 44.0)","(9.0, 11.5, 11.092592592592592)","(71.0, 150.0, 135.6)","(7.0, 10.5, 10.021739130434783)","(5.0, 7.4, 7.25)"
08-01-2023 19:05:02.905300,"(21.0, 36.0, 32.41379310344828)","(4.0, 4.8, 4.695652173913043)","(2.15, 2.52, 2.5033333333333334)","(21.0, 46.0, 45.4)","(9.0, 11.5, 11.092592592592592)","(71.0, 150.0, 135.6)","(7.0, 10.5, 10.017857142857142)","(5.0, 7.4, 7.25)"
08-01-2023 19:05:03.966566,"(21.0, 36.0, 32.41379310344828)","(4.0, 4.8, 4.695652173913043)","(2.15, 2.52, 2.5153846153846153)","(21.0, 46.0, 44.8)","(9.0, 11.5, 11.021739130434783)","(71.0, 150.0, 135.6)","(7.0, 10.5, 10.135135135135135)","(5.0, 7.4, 7.314285714285715)"
08-01-2023 19:05:05.054265,"(21.0, 36.0, 32.41379310344828)","(4.0, 4.8, 4.695652173913043)","(2.15, 2.52, 2.508)","(21.0, 46.0, 45.4)","(9.0, 11.5, 11.021739130434783)","(71.0, 150.0, 135.6)","(7.0, 10.5, 9.762962962962963)","(5.0, 7.4, 7.329411764705883)"
08-01-2023 19:05:06.113755,"(21.0, 36.0, 32.41379310344828)","(4.0, 4.8, 4.664705882352941)","(2.15, 2.52, 2.501818181818182)","(21.0, 46.0, 45.4)","(9.0, 11.5, 11.021739130434783)","(71.0, 150.0, 135.6)","(7.0, 10.0, 10.914285714285715)","(5.0, 7.4, 7.56)"
08-01-2023 19:05:07.172161,"(21.0, 36.0, 32.41379310344828)","(4.0, 4.8, 4.65625)","(2.15, 2.52, 2.5)","(21.0, 46.0, 45.5)","(9.0, 11.5, 11.021739130434783)","(71.0, 150.0, 135.6)","(7.0, 11.0, 10.92)","(5.0, 7.6, 7.578947368421052)"
08-01-2023 19:05:08.222538,"(21.0, 36.0, 32.41379310344828)","(4.0, 4.8, 4.635714285714285)","(2.15, 2.52, 2.4857142857142858)","(21.0, 46.0, 45.5)","(9.0, 11.5, 11.021739130434783)","(71.0, 150.0, 135.6)","(7.0, 11.0, 10.92)","(5.0, 7.6, 7.578947368421052)"
08-01-2023 19:05:09.312271,"(21.0, 36.0, 32.41379310344828)","(4.0, 4.8, 4.635714285714285)","(2.15, 2.52, 2.5)","(21.0, 46.0, 45.5)","(9.0, 11.5, 11.231707317073171)","(71.0, 150.0, 135.6)","(7.0, 11.0, 10.92)","(5.0, 7.6, 7.578947368421052)"
08-01-2023 19:05:10.350980,"(21.0, 36.0, 32.41379310344828)","(4.0, 4.7, 4.641666666666667)","(2.15, 2.52, 2.5)","(21.0, 46.0, 45.5)","(9.0, 11.5, 11.231707317073171)","(71.0, 150.0, 174.0)","(7.0, 11.0, 10.92)","(5.0, 7.6, 7.58)"
08-01-2023 19:05:11.372378,"(21.0, 36.0, 32.41379310344828)","(4.0, 4.7, 4.633333333333333)","(2.15, 2.52, 2.5168421052631578)","(21.0, 46.0, 45.5)","(9.0, 11.5, 11.231707317073171)","(71.0, 190.0, 172.22222222222223)","(7.0, 11.0, 10.929411764705883)","(5.0, 7.6, 7.58)"
08-01-2023 19:05:12.430905,"(21.0, 36.0, 32.41379310344828)","(4.0, 4.7, 4.6125)","(2.15, 2.5, 2.49)","(21.0, 46.0, 45.5)","(9.0, 11.5, 11.231707317073171)","(71.0, 180.0, 172.22222222222223)","(7.0, 11.0, 10.929411764705883)","(5.0, 7.6, 7.58)"
08-01-2023 19:05:13.471174,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.7, 4.633333333333333)","(2.15, 2.5, 2.49)","(21.0, 46.0, 45.333333333333336)","(9.0, 11.5, 10.75)","(71.0, 180.0, 157.5)","(7.0, 11.0, 10.907692307692308)","(5.0, 7.6, 7.50909090909091)"
08-01-2023 19:05:14.556582,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.7, 4.633333333333333)","(2.15, 2.48, 2.464193548387097)","(21.0, 46.0, 44.5)","(9.0, 11.5, 10.833333333333334)","(71.0, 170.0, 164.44444444444446)","(7.0, 11.0, 10.882352941176471)","(5.0, 7.8, 7.50909090909091)"
08-01-2023 19:05:15.594586,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.641379310344827)","(2.15, 2.48, 2.464193548387097)","(21.0, 46.0, 44.5)","(9.0, 11.5, 10.833333333333334)","(71.0, 170.0, 164.44444444444446)","(7.0, 11.5, 10.882352941176471)","(5.0, 7.8, 7.6)"
08-01-2023 19:05:16.608938,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.641379310344827)","(2.15, 2.48, 2.4624137931034484)","(21.0, 40.0, 38.857142857142854)","(9.0, 11.5, 10.85135135135135)","(71.0, 170.0, 164.44444444444446)","(7.0, 11.5, 10.975)","(5.0, 7.8, 7.50909090909091)"
08-01-2023 19:05:17.606764,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.641379310344827)","(2.15, 2.48, 2.460754716981132)","(21.0, 40.0, 38.883720930232556)","(9.0, 11.5, 10.85135135135135)","(71.0, 170.0, 164.44444444444446)","(7.0, 11.5, 10.975)","(5.0, 7.8, 7.6)"
08-01-2023 19:05:18.632396,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.641379310344827)","(2.15, 2.48, 2.4624137931034484)","(21.0, 40.0, 38.76923076923077)","(9.0, 11.5, 10.85135135135135)","(71.0, 170.0, 164.44444444444446)","(7.0, 11.5, 10.975)","(5.0, 7.8, 7.50909090909091)"
08-01-2023 19:05:19.593409,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.641379310344827)","(2.15, 2.48, 2.460754716981132)","(21.0, 40.0, 38.76923076923077)","(9.0, 11.5, 10.85135135135135)","(71.0, 170.0, 164.44444444444446)","(7.0, 11.5, 11.026315789473685)","(5.0, 7.8, 7.50909090909091)"
08-01-2023 19:05:20.637264,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.708)","(2.15, 2.48, 2.4548148148148146)","(21.0, 40.0, 38.75)","(9.0, 11.5, 10.833333333333334)","(71.0, 170.0, 155.55555555555554)","(7.0, 11.5, 11.05)","(5.0, 7.8, 7.6)"
08-01-2023 19:05:21.864641,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.732352941176471)","(2.15, 2.46, 2.4568627450980394)","(21.0, 40.0, 38.75)","(9.0, 11.5, 11.051282051282051)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.5, 11.105263157894736)","(5.0, 7.8, 7.553846153846154)"
08-01-2023 19:05:23.013420,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.725806451612903)","(2.15, 2.46, 2.456444444444444)","(21.0, 40.0, 38.75)","(9.0, 11.5, 10.958333333333334)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.5, 11.105263157894736)","(5.0, 7.8, 7.6)"
08-01-2023 19:05:24.248626,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.725806451612903)","(2.15, 2.46, 2.456595744680851)","(21.0, 40.0, 38.75)","(9.0, 11.5, 11.210526315789474)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.5, 11.105263157894736)","(5.0, 7.8, 7.6)"
08-01-2023 19:05:25.330069,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.725806451612903)","(2.15, 2.46, 2.456595744680851)","(21.0, 40.0, 38.75)","(9.0, 11.5, 11.210526315789474)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.5, 11.05)","(5.0, 7.8, 7.50909090909091)"
08-01-2023 19:05:26.441167,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.725806451612903)","(2.15, 2.46, 2.445423728813559)","(21.0, 40.0, 38.75)","(9.0, 11.5, 11.210526315789474)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.5, 11.05)","(5.0, 7.8, 7.6)"
08-01-2023 19:05:27.642552,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.668571428571428)","(2.15, 2.48, 2.429)","(21.0, 40.0, 38.75)","(9.0, 11.5, 11.21875)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.5, 10.923076923076923)","(5.0, 7.8, 7.685714285714286)"
08-01-2023 19:05:28.770437,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.641379310344827)","(2.15, 2.46, 2.429777777777778)","(21.0, 40.0, 38.75)","(9.0, 11.5, 11.166666666666666)","(71.0, 160.0, 157.64705882352942)","(7.0, 11.5, 11.0)","(5.0, 7.8, 7.696296296296296)"
08-01-2023 19:05:29.931290,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.641379310344827)","(2.15, 2.46, 2.429777777777778)","(21.0, 40.0, 38.75)","(9.0, 11.5, 11.166666666666666)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.5, 11.0)","(5.0, 7.8, 7.696296296296296)"
08-01-2023 19:05:31.250002,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.641379310344827)","(2.15, 2.46, 2.429777777777778)","(21.0, 40.0, 38.75)","(9.0, 11.5, 11.166666666666666)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.5, 10.782608695652174)","(5.0, 7.8, 7.706666666666667)"
08-01-2023 19:05:32.316518,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.641379310344827)","(2.15, 2.46, 2.429777777777778)","(21.0, 40.0, 38.76923076923077)","(9.0, 11.5, 11.217391304347826)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.5, 10.782608695652174)","(5.0, 7.8, 7.66)"
08-01-2023 19:05:33.296867,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.714814814814815)","(2.15, 2.46, 2.4286153846153846)","(21.0, 40.0, 38.76923076923077)","(9.0, 11.5, 11.217391304347826)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.5, 10.782608695652174)","(5.0, 7.8, 7.66)"
08-01-2023 19:05:34.345075,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.728125)","(2.15, 2.46, 2.457894736842105)","(21.0, 40.0, 38.75)","(9.0, 11.5, 11.217391304347826)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.5, 10.782608695652174)","(5.0, 7.8, 7.66)"
08-01-2023 19:05:35.421537,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.728125)","(2.15, 2.46, 2.457894736842105)","(21.0, 40.0, 38.75)","(9.0, 11.5, 11.217391304347826)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.5, 10.714285714285714)","(5.0, 7.8, 7.66)"
08-01-2023 19:05:36.550562,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.725806451612903)","(2.15, 2.46, 2.430149253731343)","(21.0, 40.0, 38.75)","(9.0, 11.5, 11.217391304347826)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.5, 10.666666666666666)","(5.0, 7.8, 7.66)"
08-01-2023 19:05:37.619334,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.7, 4.67)","(2.15, 2.46, 2.430149253731343)","(21.0, 40.0, 38.75)","(9.0, 11.5, 11.217391304347826)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.0, 10.666666666666666)","(5.0, 7.8, 7.647619047619048)"
08-01-2023 19:05:38.662883,"(21.0, 36.0, 32.35294117647059)","(4.0, 4.8, 4.66060606060606)","(2.15, 2.46, 2.431014492753623)","(21.0, 40.0, 38.75)","(9.0, 11.5, 11.217391304347826)","(71.0, 160.0, 155.55555555555554)","(7.0, 11.0, 10.666666666666666)","(5.0, 7.8, 7.705882352941177)"
