,Cobblestone Way,Crown Crusher,Dodi,Eight Decades,Electrocube,Expect Magic,Go To Hollywood,I Am Antaios,Manic Light,Mi Scusi,Ortega,Scarface
12-01-2023 18:06:31.877160,"(12.0, 18.0, 17.573529411764707)","(81.0, 150.0, 131.875)","(7.5, 9.0, 8.966666666666667)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.641025641025642)","(51.0, 80.0, 78.33333333333334)","(21.0, 29.0, 28.689655172413794)","(21.0, 34.0, 31.24137931034483)","(10.0, 18.5, 17.966666666666665)","(5.5, 6.2, 6.115254237288136)","(2.6, 2.94, 2.923018867924528)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:33.379851,"(12.0, 18.0, 17.573529411764707)","(81.0, 150.0, 131.875)","(7.5, 9.0, 8.966666666666667)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.641025641025642)","(51.0, 80.0, 78.33333333333334)","(21.0, 29.0, 28.689655172413794)","(21.0, 34.0, 31.2)","(10.0, 18.0, 18.06)","(5.5, 6.2, 6.115254237288136)","(2.6, 2.94, 2.923018867924528)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:34.823726,"(12.0, 18.0, 17.573529411764707)","(81.0, 150.0, 131.875)","(7.5, 9.0, 8.966666666666667)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.641025641025642)","(51.0, 80.0, 78.33333333333334)","(21.0, 29.0, 28.689655172413794)","(21.0, 34.0, 31.8)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.115254237288136)","(2.6, 2.94, 2.920235294117647)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:36.369354,"(12.0, 18.0, 17.517857142857142)","(81.0, 150.0, 131.875)","(7.5, 9.0, 8.966666666666667)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.641025641025642)","(51.0, 80.0, 78.33333333333334)","(21.0, 29.0, 28.689655172413794)","(21.0, 32.0, 31.8)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.115254237288136)","(2.6, 2.94, 2.9165384615384613)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:37.787282,"(12.0, 18.0, 17.517857142857142)","(81.0, 150.0, 131.875)","(7.5, 9.0, 8.91764705882353)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.641025641025642)","(51.0, 80.0, 78.33333333333334)","(21.0, 29.0, 28.689655172413794)","(21.0, 32.0, 31.8)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.115254237288136)","(2.6, 2.92, 2.9166037735849057)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:39.316119,"(12.0, 17.5, 17.29861111111111)","(81.0, 150.0, 131.875)","(7.5, 9.2, 8.991304347826087)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.641025641025642)","(51.0, 80.0, 78.33333333333334)","(21.0, 29.0, 28.653846153846153)","(21.0, 32.0, 31.866666666666667)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.115254237288136)","(2.6, 2.92, 2.9166037735849057)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:40.771364,"(12.0, 17.5, 17.29861111111111)","(81.0, 150.0, 131.875)","(7.5, 9.2, 8.991304347826087)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.641025641025642)","(51.0, 80.0, 78.33333333333334)","(21.0, 29.0, 28.694915254237287)","(21.0, 34.0, 31.866666666666667)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.115254237288136)","(2.6, 2.92, 2.9251428571428573)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:42.199341,"(12.0, 17.5, 17.295774647887324)","(81.0, 150.0, 131.875)","(7.5, 9.2, 8.991304347826087)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.641025641025642)","(51.0, 80.0, 78.33333333333334)","(21.0, 29.0, 28.694915254237287)","(21.0, 34.0, 32.111111111111114)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.115254237288136)","(2.6, 2.94, 2.9251428571428573)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:43.558857,"(12.0, 17.5, 17.28676470588235)","(81.0, 150.0, 131.875)","(7.5, 9.2, 8.991304347826087)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.641025641025642)","(51.0, 80.0, 78.33333333333334)","(21.0, 29.0, 28.694915254237287)","(21.0, 34.0, 32.34146341463415)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.115254237288136)","(2.6, 2.94, 2.9251428571428573)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:44.889640,"(12.0, 17.5, 17.237179487179485)","(81.0, 150.0, 131.875)","(7.5, 9.2, 8.991304347826087)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.641025641025642)","(51.0, 80.0, 78.33333333333334)","(21.0, 29.0, 26.666666666666668)","(21.0, 34.0, 32.34146341463415)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.115254237288136)","(2.6, 2.94, 2.925625)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:46.377508,"(12.0, 17.5, 17.237179487179485)","(81.0, 150.0, 131.875)","(7.5, 9.2, 9.114285714285714)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.641025641025642)","(51.0, 80.0, 78.33333333333334)","(21.0, 27.0, 24.17117117117117)","(21.0, 34.0, 32.34146341463415)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.09795918367347)","(2.6, 2.94, 2.9310344827586206)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:47.765282,"(12.0, 17.5, 17.237179487179485)","(81.0, 150.0, 131.875)","(7.5, 9.4, 9.08)","(6.0, 7.4, 7.354901960784314)","(21.0, 29.0, 28.641025641025642)","(51.0, 80.0, 78.33333333333334)","(21.0, 25.0, 24.132075471698112)","(21.0, 34.0, 32.34146341463415)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.090566037735849)","(2.6, 2.94, 2.9310344827586206)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:49.198701,"(12.0, 17.5, 17.237179487179485)","(81.0, 150.0, 131.875)","(7.5, 9.2, 9.04)","(6.0, 7.4, 7.356435643564357)","(21.0, 29.0, 28.692307692307693)","(51.0, 80.0, 78.33333333333334)","(21.0, 25.0, 24.179372197309416)","(21.0, 34.0, 32.34146341463415)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.090566037735849)","(2.6, 2.94, 2.94288)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:51.239911,"(12.0, 17.5, 17.237179487179485)","(81.0, 150.0, 131.875)","(7.5, 9.2, 9.04)","(6.0, 7.4, 7.356435643564357)","(21.0, 29.0, 28.692307692307693)","(51.0, 80.0, 78.33333333333334)","(21.0, 25.0, 24.179372197309416)","(21.0, 34.0, 32.34146341463415)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.090566037735849)","(2.6, 2.96, 2.94328125)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:53.000203,"(12.0, 17.5, 17.237179487179485)","(81.0, 150.0, 131.875)","(7.5, 9.2, 9.04)","(6.0, 7.4, 7.356435643564357)","(21.0, 29.0, 28.692307692307693)","(51.0, 80.0, 78.33333333333334)","(21.0, 25.0, 24.179372197309416)","(21.0, 34.0, 32.34146341463415)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.090566037735849)","(2.6, 2.96, 2.941842105263158)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:54.588099,"(12.0, 17.5, 17.237179487179485)","(81.0, 150.0, 131.875)","(7.5, 9.2, 9.04)","(6.0, 7.4, 7.356435643564357)","(21.0, 29.0, 28.692307692307693)","(51.0, 80.0, 78.33333333333334)","(21.0, 25.0, 24.13270142180095)","(21.0, 34.0, 32.34146341463415)","(10.0, 18.5, 18.06)","(5.5, 6.2, 6.090566037735849)","(2.6, 2.96, 2.943841059602649)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:56.466561,"(12.0, 17.5, 17.237179487179485)","(81.0, 150.0, 131.875)","(7.5, 9.2, 9.066666666666666)","(6.0, 7.4, 7.356435643564357)","(21.0, 29.0, 28.47826086956522)","(51.0, 80.0, 78.33333333333334)","(21.0, 25.0, 23.666666666666668)","(21.0, 34.0, 32.34146341463415)","(10.0, 18.5, 18.076923076923077)","(5.5, 6.2, 6.077419354838709)","(2.6, 2.98, 2.965057471264368)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:58.258233,"(12.0, 17.5, 17.24375)","(81.0, 150.0, 131.875)","(7.5, 9.4, 9.05)","(6.0, 7.4, 7.356435643564357)","(21.0, 29.0, 28.52)","(51.0, 80.0, 78.33333333333334)","(21.0, 24.0, 23.666666666666668)","(21.0, 34.0, 32.34146341463415)","(10.0, 18.5, 17.931818181818183)","(5.0, 6.2, 6.073846153846154)","(2.6, 2.98, 2.9630588235294115)","(61.0, 130.0, 117.5)"
12-01-2023 18:06:59.863718,"(12.0, 17.5, 17.24375)","(81.0, 150.0, 131.875)","(7.5, 9.4, 9.05)","(6.0, 7.4, 7.356435643564357)","(21.0, 29.0, 28.52)","(51.0, 80.0, 78.33333333333334)","(21.0, 24.0, 23.666666666666668)","(21.0, 34.0, 32.34146341463415)","(10.0, 18.0, 17.931818181818183)","(5.0, 6.2, 6.077419354838709)","(2.6, 2.96, 2.9516981132075473)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:01.563876,"(12.0, 17.5, 17.24375)","(81.0, 150.0, 131.875)","(7.5, 9.4, 8.98)","(6.0, 7.4, 7.356435643564357)","(21.0, 29.0, 28.52)","(51.0, 80.0, 78.33333333333334)","(21.0, 24.0, 23.666666666666668)","(21.0, 34.0, 32.34146341463415)","(10.0, 18.0, 18.08823529411765)","(5.0, 6.2, 6.077419354838709)","(2.6, 2.96, 2.917692307692308)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:03.070776,"(12.0, 17.5, 17.614285714285714)","(81.0, 150.0, 131.875)","(7.5, 9.4, 9.05)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.52)","(51.0, 80.0, 78.33333333333334)","(21.0, 24.0, 23.666666666666668)","(21.0, 34.0, 32.34146341463415)","(10.0, 18.5, 18.08823529411765)","(5.0, 6.2, 6.077419354838709)","(2.6, 2.92, 2.9153333333333333)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:04.626151,"(12.0, 18.0, 17.614285714285714)","(81.0, 150.0, 131.875)","(7.5, 9.4, 9.088888888888889)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.52)","(51.0, 80.0, 82.14285714285714)","(21.0, 24.0, 23.62686567164179)","(21.0, 34.0, 32.111111111111114)","(10.0, 18.5, 18.08823529411765)","(5.0, 6.2, 6.084848484848485)","(2.6, 2.92, 2.918461538461538)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:06.063471,"(12.0, 18.0, 17.692307692307693)","(81.0, 150.0, 131.875)","(7.5, 9.4, 9.088888888888889)","(6.0, 7.4, 7.362886597938145)","(21.0, 29.0, 28.52)","(51.0, 95.0, 80.0)","(21.0, 24.0, 23.62686567164179)","(21.0, 34.0, 32.111111111111114)","(10.0, 18.5, 17.934782608695652)","(5.0, 6.2, 6.044827586206897)","(2.6, 3.0, 2.965945945945946)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:07.477691,"(12.0, 18.0, 17.692307692307693)","(81.0, 150.0, 131.875)","(7.5, 9.4, 9.026666666666667)","(6.0, 7.4, 7.353398058252427)","(21.0, 29.0, 28.555555555555557)","(51.0, 95.0, 73.125)","(21.0, 24.0, 27.40740740740741)","(21.0, 34.0, 32.72)","(10.0, 18.0, 17.91304347826087)","(5.0, 6.2, 5.97258064516129)","(2.6, 3.0, 2.968205128205128)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:08.978490,"(12.0, 18.0, 17.35)","(81.0, 150.0, 131.29032258064515)","(7.5, 9.4, 9.100000000000001)","(6.0, 7.4, 7.343529411764706)","(21.0, 29.0, 28.53846153846154)","(51.0, 95.0, 76.66666666666667)","(21.0, 28.0, 28.55)","(21.0, 34.0, 32.666666666666664)","(10.0, 18.0, 17.894736842105264)","(5.0, 6.2, 5.783333333333333)","(2.6, 2.98, 2.984776119402985)","(61.0, 130.0, 113.33333333333333)"
12-01-2023 18:07:10.452359,"(12.0, 17.5, 17.325581395348838)","(81.0, 150.0, 131.29032258064515)","(7.5, 9.4, 9.100000000000001)","(6.0, 7.4, 7.34)","(21.0, 29.0, 28.53846153846154)","(51.0, 90.0, 73.33333333333333)","(21.0, 29.0, 30.772727272727273)","(21.0, 34.0, 32.666666666666664)","(10.0, 18.0, 17.894736842105264)","(5.0, 5.8, 5.67027027027027)","(2.6, 3.0, 2.9844444444444442)","(61.0, 130.0, 113.33333333333333)"
12-01-2023 18:07:11.913143,"(12.0, 18.0, 17.325581395348838)","(81.0, 150.0, 131.29032258064515)","(7.5, 9.4, 9.100000000000001)","(6.0, 7.4, 7.351219512195122)","(21.0, 29.0, 28.5)","(51.0, 90.0, 73.33333333333333)","(21.0, 32.0, 31.11111111111111)","(21.0, 34.0, 32.666666666666664)","(10.0, 18.0, 17.894736842105264)","(5.0, 5.8, 5.6433333333333335)","(2.6, 3.0, 2.994838709677419)","(61.0, 130.0, 113.33333333333333)"
12-01-2023 18:07:13.498950,"(12.0, 17.5, 17.233333333333334)","(81.0, 150.0, 131.29032258064515)","(7.5, 9.4, 9.149999999999999)","(6.0, 7.4, 7.56875)","(21.0, 29.0, 28.58139534883721)","(51.0, 90.0, 72.85714285714286)","(21.0, 32.0, 31.11111111111111)","(21.0, 34.0, 32.666666666666664)","(10.0, 18.0, 17.875)","(5.0, 5.7, 5.7875)","(2.6, 3.0, 2.99010989010989)","(61.0, 130.0, 113.33333333333333)"
12-01-2023 18:07:14.969572,"(12.0, 17.5, 17.233333333333334)","(81.0, 150.0, 131.29032258064515)","(7.5, 9.2, 8.933333333333334)","(6.0, 7.6, 7.5351351351351346)","(21.0, 29.0, 27.852941176470587)","(51.0, 90.0, 71.0)","(21.0, 32.0, 31.12727272727273)","(21.0, 34.0, 31.28)","(10.0, 18.0, 17.875)","(5.0, 5.8, 5.895238095238095)","(2.6, 3.0, 2.9904065040650405)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:16.394884,"(12.0, 17.0, 16.637931034482758)","(81.0, 150.0, 131.3793103448276)","(7.5, 9.0, 8.933333333333334)","(6.0, 7.6, 7.5024390243902435)","(21.0, 28.0, 27.852941176470587)","(51.0, 75.0, 71.0)","(21.0, 32.0, 31.06896551724138)","(21.0, 32.0, 31.28)","(10.0, 18.0, 17.875)","(5.0, 6.0, 5.936)","(2.6, 3.0, 2.99007874015748)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:18.003790,"(12.0, 17.0, 16.729166666666668)","(81.0, 150.0, 131.3793103448276)","(7.5, 8.8, 8.723076923076924)","(6.0, 7.6, 7.5024390243902435)","(21.0, 28.0, 28.526315789473685)","(51.0, 75.0, 71.0)","(21.0, 32.0, 31.01818181818182)","(21.0, 32.0, 30.8)","(10.0, 18.0, 17.875)","(5.0, 6.2, 6.041379310344827)","(2.6, 3.0, 2.9854901960784312)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:19.528349,"(12.0, 17.0, 16.72)","(81.0, 150.0, 131.3793103448276)","(7.5, 8.8, 8.723076923076924)","(6.0, 7.6, 7.5024390243902435)","(21.0, 29.0, 28.526315789473685)","(51.0, 75.0, 71.0)","(21.0, 32.0, 29.090425531914892)","(21.0, 32.0, 30.8)","(10.0, 18.0, 17.875)","(5.0, 6.2, 6.041379310344827)","(2.6, 3.0, 2.9788571428571426)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:21.229100,"(12.0, 17.0, 16.72)","(81.0, 150.0, 131.3793103448276)","(7.5, 8.8, 8.723076923076924)","(6.0, 7.6, 7.5024390243902435)","(21.0, 29.0, 28.38095238095238)","(51.0, 75.0, 71.0)","(21.0, 30.0, 28.537549407114625)","(21.0, 32.0, 30.8)","(10.0, 18.0, 17.875)","(5.0, 6.2, 6.053333333333334)","(2.6, 3.0, 2.9884745762711864)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:22.797507,"(12.0, 17.0, 16.72)","(81.0, 150.0, 131.3793103448276)","(7.5, 8.8, 8.705882352941178)","(6.0, 7.6, 7.666666666666667)","(21.0, 29.0, 28.42222222222222)","(51.0, 75.0, 71.0)","(21.0, 30.0, 28.944444444444443)","(21.0, 32.0, 30.8)","(10.0, 18.0, 17.875)","(5.0, 6.2, 6.053333333333334)","(2.6, 3.0, 2.9783333333333335)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:24.356531,"(12.0, 17.0, 16.72)","(81.0, 150.0, 131.3793103448276)","(7.5, 8.8, 8.705882352941178)","(6.0, 7.8, 7.657627118644068)","(21.0, 29.0, 28.42222222222222)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.944444444444443)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.0, 17.875)","(5.0, 6.2, 6.053333333333334)","(2.6, 3.0, 2.9783333333333335)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:25.731346,"(12.0, 17.0, 16.72)","(81.0, 150.0, 131.3793103448276)","(7.5, 8.8, 8.705882352941178)","(6.0, 7.8, 7.67008547008547)","(21.0, 29.0, 28.42222222222222)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.944444444444443)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.0, 17.875)","(5.0, 6.2, 6.053333333333334)","(2.6, 3.0, 2.9892857142857143)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:27.171520,"(12.0, 17.0, 16.72)","(81.0, 150.0, 131.3793103448276)","(7.5, 8.8, 8.705882352941178)","(6.0, 7.8, 7.67008547008547)","(21.0, 29.0, 28.42222222222222)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.944444444444443)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.0, 17.875)","(5.0, 6.2, 6.053333333333334)","(2.6, 3.0, 2.967111111111111)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:28.603992,"(12.0, 17.0, 16.72)","(81.0, 150.0, 131.3793103448276)","(7.5, 8.8, 8.705882352941178)","(6.0, 7.8, 7.67008547008547)","(21.0, 29.0, 28.42222222222222)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.944444444444443)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.0, 17.875)","(5.0, 6.2, 6.053333333333334)","(2.6, 3.0, 2.9735714285714288)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:30.064111,"(12.0, 17.0, 16.708333333333332)","(81.0, 150.0, 131.3793103448276)","(7.5, 8.8, 8.705882352941178)","(6.0, 7.8, 7.648648648648649)","(21.0, 29.0, 28.42222222222222)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.944444444444443)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.0, 17.875)","(5.0, 6.2, 6.053333333333334)","(2.6, 3.0, 2.9735714285714288)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:31.884884,"(12.0, 17.0, 16.708333333333332)","(81.0, 150.0, 131.3793103448276)","(7.5, 8.8, 8.705882352941178)","(6.0, 7.8, 7.657943925233645)","(21.0, 29.0, 28.42222222222222)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.944444444444443)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.0, 17.875)","(5.0, 6.2, 6.053333333333334)","(2.6, 3.0, 2.9665116279069768)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:33.436365,"(12.0, 16.5, 16.342105263157894)","(81.0, 150.0, 131.3793103448276)","(7.5, 8.8, 8.705882352941178)","(6.0, 7.8, 7.657943925233645)","(21.0, 29.0, 28.5609756097561)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.94736842105263)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.0, 17.875)","(5.0, 6.2, 6.0777777777777775)","(2.6, 2.98, 2.9665116279069768)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:35.083217,"(12.0, 16.5, 16.342105263157894)","(81.0, 150.0, 131.3793103448276)","(7.5, 8.8, 8.7)","(6.0, 7.8, 7.657943925233645)","(21.0, 29.0, 28.5609756097561)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.7972972972973)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.0, 17.970588235294116)","(5.0, 6.2, 5.836283185840708)","(2.6, 2.98, 2.972142857142857)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:36.596114,"(12.0, 16.5, 16.38235294117647)","(81.0, 150.0, 131.3793103448276)","(7.5, 9.0, 8.933333333333334)","(6.0, 7.8, 7.665384615384616)","(21.0, 29.0, 28.5609756097561)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.785714285714285)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.0, 18.048387096774192)","(5.0, 6.0, 5.873333333333334)","(2.6, 3.0, 2.9715254237288136)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:38.275766,"(12.0, 16.5, 16.38235294117647)","(81.0, 150.0, 131.3793103448276)","(7.5, 9.2, 8.892307692307693)","(6.0, 7.8, 7.657943925233645)","(21.0, 29.0, 28.5609756097561)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.733333333333334)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.5, 18.048387096774192)","(5.0, 5.9, 5.838461538461538)","(2.6, 3.0, 2.9715254237288136)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:39.988657,"(12.0, 16.5, 16.342105263157894)","(81.0, 150.0, 131.3793103448276)","(7.5, 9.2, 8.933333333333334)","(6.0, 7.8, 7.676)","(21.0, 29.0, 28.5609756097561)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.733333333333334)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.5, 18.048387096774192)","(5.0, 5.9, 5.793913043478261)","(2.6, 3.0, 2.9715254237288136)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:41.564911,"(12.0, 16.5, 16.342105263157894)","(81.0, 150.0, 131.3793103448276)","(7.5, 9.2, 8.933333333333334)","(6.0, 7.8, 7.676)","(21.0, 29.0, 28.5609756097561)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.72972972972973)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.5, 18.048387096774192)","(5.0, 5.8, 5.861971830985916)","(2.6, 3.0, 2.9640579710144928)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:43.122093,"(12.0, 16.5, 16.342105263157894)","(81.0, 150.0, 131.3793103448276)","(7.5, 9.2, 8.933333333333334)","(6.0, 7.8, 7.676)","(21.0, 29.0, 28.641025641025642)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.72222222222222)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.5, 18.444444444444443)","(5.0, 5.9, 5.783076923076923)","(2.6, 3.0, 2.960952380952381)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:44.538554,"(12.0, 16.5, 16.393939393939394)","(81.0, 150.0, 131.42857142857142)","(7.5, 9.2, 9.073684210526316)","(6.0, 7.8, 7.676)","(21.0, 29.0, 28.641025641025642)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.746031746031747)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.5, 18.452380952380953)","(5.0, 5.8, 5.776153846153846)","(2.6, 2.98, 2.978181818181818)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:46.034531,"(12.0, 17.0, 16.393939393939394)","(81.0, 150.0, 131.42857142857142)","(7.5, 9.2, 9.073684210526316)","(6.0, 7.8, 7.665384615384616)","(21.0, 29.0, 28.641025641025642)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.723076923076924)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.5, 18.452380952380953)","(5.0, 5.8, 5.7938053097345135)","(2.6, 2.98, 2.978181818181818)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:47.554678,"(12.0, 16.5, 16.323529411764707)","(81.0, 150.0, 131.42857142857142)","(7.5, 9.2, 9.073684210526316)","(6.0, 7.8, 7.735416666666667)","(21.0, 29.0, 28.641025641025642)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.723076923076924)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.5, 18.452380952380953)","(5.0, 5.8, 5.807272727272727)","(2.6, 2.98, 2.9675)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:49.097000,"(12.0, 16.5, 16.323529411764707)","(81.0, 150.0, 131.42857142857142)","(7.5, 9.2, 9.073684210526316)","(6.0, 7.8, 7.735416666666667)","(21.0, 29.0, 28.658536585365855)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.723076923076924)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.5, 18.452380952380953)","(5.0, 5.9, 5.807272727272727)","(2.6, 2.98, 2.9675)","(61.0, 130.0, 117.5)"
12-01-2023 18:07:50.611964,"(12.0, 16.5, 16.305555555555557)","(81.0, 150.0, 131.42857142857142)","(7.5, 9.2, 9.028571428571428)","(6.0, 7.8, 7.735416666666667)","(21.0, 29.0, 27.864864864864863)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.723076923076924)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.5, 18.452380952380953)","(5.0, 5.9, 5.7905982905982905)","(2.6, 2.98, 3.006282722513089)","(61.0, 130.0, 113.33333333333333)"
12-01-2023 18:07:52.459160,"(12.0, 16.5, 16.14864864864865)","(81.0, 150.0, 131.42857142857142)","(7.5, 9.2, 9.066666666666666)","(6.0, 7.8, 7.736734693877551)","(21.0, 28.0, 27.864864864864863)","(51.0, 75.0, 71.0)","(21.0, 29.0, 28.714285714285715)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.5, 18.452380952380953)","(5.0, 5.8, 5.7846153846153845)","(2.6, 3.05, 3.004864864864865)","(61.0, 130.0, 112.0)"
12-01-2023 18:07:53.985078,"(12.0, 16.5, 16.14864864864865)","(81.0, 150.0, 131.42857142857142)","(7.5, 9.2, 9.066666666666666)","(6.0, 7.8, 7.745652173913043)","(21.0, 28.0, 28.641025641025642)","(51.0, 75.0, 71.0)","(21.0, 29.0, 24.820247933884296)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.5, 18.452380952380953)","(5.0, 5.8, 5.7905982905982905)","(2.6, 3.05, 3.0065104166666665)","(61.0, 130.0, 112.0)"
12-01-2023 18:07:55.585186,"(12.0, 16.5, 16.185714285714287)","(81.0, 150.0, 131.42857142857142)","(7.5, 9.2, 9.066666666666666)","(6.0, 7.8, 7.745652173913043)","(21.0, 29.0, 28.641025641025642)","(51.0, 75.0, 74.16666666666667)","(21.0, 25.0, 24.035087719298247)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.5, 18.452380952380953)","(5.0, 5.8, 5.7846153846153845)","(2.6, 3.05, 3.0065104166666665)","(61.0, 130.0, 117.14285714285714)"
12-01-2023 18:07:57.257833,"(12.0, 16.5, 16.185714285714287)","(81.0, 150.0, 131.42857142857142)","(7.5, 9.2, 9.066666666666666)","(6.0, 7.8, 7.745652173913043)","(21.0, 29.0, 28.641025641025642)","(51.0, 95.0, 74.16666666666667)","(21.0, 25.0, 24.035087719298247)","(21.0, 32.0, 30.555555555555557)","(10.0, 18.5, 18.452380952380953)","(5.0, 5.8, 5.7846153846153845)","(2.6, 3.05, 3.0065104166666665)","(61.0, 130.0, 117.14285714285714)"
