,Cobblestone Way,Crown Crusher,Dodi,Eight Decades,Electrocube,Expect Magic,Go To Hollywood,I Am Antaios,Manic Light,Mi Scusi,Ortega,Scarface
12-01-2023 17:55:37.544385,"(11.0, 16.0, 15.428571428571429)","(81.0, 140.0, 122.5)","(7.0, 9.6, 9.247619047619047)","(6.0, 7.0, 6.872727272727273)","(20.0, 28.0, 26.36842105263158)","(51.0, 110.0, 101.0)","(21.0, 34.0, 32.59090909090909)","(21.0, 40.0, 36.57142857142857)","(7.0, 11.0, 10.072727272727274)","(5.5, 7.0, 6.8433566433566435)","(2.7, 3.15, 3.1034883720930235)","(61.0, 140.0, 112.5)"
12-01-2023 17:55:39.348523,"(11.0, 16.0, 15.428571428571429)","(81.0, 140.0, 122.5)","(7.0, 9.4, 9.247619047619047)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.36842105263158)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.59090909090909)","(21.0, 40.0, 36.57142857142857)","(7.0, 11.0, 10.072727272727274)","(5.5, 7.0, 6.8433566433566435)","(2.7, 3.15, 3.1034883720930235)","(61.0, 140.0, 120.0)"
12-01-2023 17:55:41.103218,"(11.0, 16.0, 15.529411764705882)","(81.0, 140.0, 122.5)","(7.0, 9.4, 9.247619047619047)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.36842105263158)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.59090909090909)","(21.0, 40.0, 36.57142857142857)","(7.0, 11.0, 10.072727272727274)","(5.5, 7.0, 6.8433566433566435)","(2.7, 3.15, 3.1034883720930235)","(61.0, 140.0, 120.0)"
12-01-2023 17:55:42.777860,"(11.0, 16.0, 15.529411764705882)","(81.0, 140.0, 122.5)","(7.0, 9.4, 9.235714285714286)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.36842105263158)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.59090909090909)","(21.0, 40.0, 36.57142857142857)","(7.0, 11.0, 10.072727272727274)","(5.5, 7.0, 6.8433566433566435)","(2.7, 3.15, 3.1034883720930235)","(61.0, 140.0, 120.0)"
12-01-2023 17:55:44.397310,"(11.0, 16.0, 15.75)","(81.0, 140.0, 122.5)","(7.0, 9.4, 9.235714285714286)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.36842105263158)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.59090909090909)","(21.0, 40.0, 36.57142857142857)","(7.0, 11.0, 10.072727272727274)","(5.5, 7.0, 6.8433566433566435)","(2.7, 3.15, 3.1034883720930235)","(61.0, 140.0, 120.0)"
12-01-2023 17:55:45.925042,"(11.0, 15.5, 15.411764705882353)","(81.0, 140.0, 122.5)","(7.0, 9.4, 9.066666666666666)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.36842105263158)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.734693877551024)","(21.0, 40.0, 36.8)","(7.0, 11.0, 10.072727272727274)","(5.5, 7.0, 6.8433566433566435)","(2.7, 3.15, 3.1034883720930235)","(61.0, 140.0, 120.0)"
12-01-2023 17:55:47.419107,"(11.0, 16.0, 15.703703703703704)","(81.0, 140.0, 122.5)","(7.0, 9.2, 9.066666666666666)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.36842105263158)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.734693877551024)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.8433566433566435)","(2.7, 3.15, 3.107142857142857)","(61.0, 140.0, 120.0)"
12-01-2023 17:55:49.004016,"(11.0, 16.0, 15.703703703703704)","(81.0, 140.0, 122.5)","(7.0, 9.2, 9.0)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.36842105263158)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.734693877551024)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.072727272727274)","(5.5, 7.0, 6.8433566433566435)","(2.7, 3.15, 3.107142857142857)","(61.0, 140.0, 120.0)"
12-01-2023 17:55:50.591661,"(11.0, 17.0, 16.67391304347826)","(81.0, 140.0, 122.5)","(7.0, 9.2, 9.0)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.734693877551024)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.072727272727274)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.107142857142857)","(61.0, 140.0, 120.0)"
12-01-2023 17:55:52.125730,"(11.0, 17.0, 16.4)","(81.0, 140.0, 122.5)","(7.0, 9.2, 9.0)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.765957446808514)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.072727272727274)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.107142857142857)","(61.0, 140.0, 120.0)"
12-01-2023 17:55:53.639692,"(11.0, 17.0, 16.4)","(81.0, 140.0, 122.5)","(7.0, 9.2, 9.0)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:55:55.256994,"(11.0, 17.0, 16.4)","(81.0, 140.0, 122.5)","(7.0, 9.2, 9.0)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:55:56.791183,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.5)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:55:58.321940,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.5)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:55:59.804059,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.5)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:56:01.356358,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.5)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:56:02.951010,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.5)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:56:04.486321,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.5)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:56:06.070430,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.5)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 101.0)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:56:07.640604,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.5)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 101.0)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:56:09.091343,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.5)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 101.0)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:56:10.636702,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.5)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.872727272727273)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:56:12.219944,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.22222222222223)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.845)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:56:13.767345,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.22222222222223)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.845)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:56:15.342703,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.22222222222223)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.845)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 98.75)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 140.0, 120.0)"
12-01-2023 17:56:17.000763,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.22222222222223)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.845)","(20.0, 27.0, 26.142857142857142)","(51.0, 110.0, 86.0)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 130.0, 105.0)"
12-01-2023 17:56:18.556260,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.22222222222223)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.845)","(20.0, 27.0, 26.142857142857142)","(51.0, 100.0, 86.0)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 130.0, 105.0)"
12-01-2023 17:56:20.183218,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.22222222222223)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.845)","(20.0, 27.0, 26.142857142857142)","(51.0, 100.0, 86.0)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 130.0, 105.0)"
12-01-2023 17:56:21.679918,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.22222222222223)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.845)","(20.0, 27.0, 26.142857142857142)","(51.0, 100.0, 86.0)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 130.0, 105.0)"
12-01-2023 17:56:23.222709,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.22222222222223)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.845)","(20.0, 27.0, 26.142857142857142)","(51.0, 100.0, 86.0)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 130.0, 105.0)"
12-01-2023 17:56:24.851186,"(11.0, 17.0, 16.7)","(81.0, 140.0, 124.0)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.845)","(20.0, 27.0, 26.142857142857142)","(51.0, 100.0, 83.0)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 120.0, 100.0)"
12-01-2023 17:56:26.351017,"(11.0, 17.0, 16.7)","(81.0, 140.0, 124.0)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.845)","(20.0, 27.0, 26.142857142857142)","(51.0, 95.0, 83.0)","(21.0, 34.0, 32.61904761904762)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 120.0, 100.0)"
12-01-2023 17:56:27.818602,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.22222222222223)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.845)","(20.0, 27.0, 26.142857142857142)","(51.0, 95.0, 83.0)","(21.0, 34.0, 32.765957446808514)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 120.0, 100.0)"
12-01-2023 17:56:29.360785,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.22222222222223)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.845)","(20.0, 27.0, 26.142857142857142)","(51.0, 95.0, 80.0)","(21.0, 34.0, 32.765957446808514)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 120.0, 96.0)"
12-01-2023 17:56:30.832855,"(11.0, 17.0, 16.7)","(81.0, 140.0, 122.22222222222223)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.683720930232558)","(20.0, 27.0, 26.142857142857142)","(51.0, 95.0, 80.0)","(21.0, 34.0, 32.765957446808514)","(21.0, 38.0, 36.8)","(7.0, 11.0, 10.133333333333335)","(5.5, 7.0, 6.84551724137931)","(2.7, 3.15, 3.08030303030303)","(61.0, 120.0, 96.0)"
12-01-2023 17:56:32.408100,"(11.0, 17.0, 16.8)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.841860465116279)","(20.0, 27.0, 26.625)","(51.0, 95.0, 82.14285714285714)","(21.0, 34.0, 32.86274509803921)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.442857142857143)","(5.5, 7.0, 6.860869565217391)","(2.7, 3.15, 3.08030303030303)","(61.0, 120.0, 100.0)"
12-01-2023 17:56:33.864274,"(11.0, 17.0, 16.8)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.0, 6.963636363636364)","(20.0, 27.0, 26.625)","(51.0, 95.0, 82.14285714285714)","(21.0, 34.0, 32.86274509803921)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.538461538461538)","(5.5, 7.0, 6.860869565217391)","(2.7, 3.15, 3.08030303030303)","(61.0, 120.0, 100.0)"
12-01-2023 17:56:35.409156,"(11.0, 17.0, 16.8)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.2, 6.977777777777778)","(20.0, 27.0, 26.625)","(51.0, 95.0, 82.14285714285714)","(21.0, 34.0, 32.73913043478261)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.538461538461538)","(5.5, 7.0, 6.860869565217391)","(2.7, 3.15, 3.08030303030303)","(61.0, 120.0, 100.0)"
12-01-2023 17:56:36.991429,"(11.0, 17.0, 16.8)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.2, 6.977777777777778)","(20.0, 27.0, 26.625)","(51.0, 95.0, 82.14285714285714)","(21.0, 34.0, 32.73913043478261)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.538461538461538)","(5.5, 7.0, 6.860869565217391)","(2.7, 3.15, 3.071590909090909)","(61.0, 120.0, 100.0)"
12-01-2023 17:56:38.615275,"(11.0, 17.0, 16.8)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.2, 7.088888888888889)","(20.0, 27.0, 26.625)","(51.0, 95.0, 82.14285714285714)","(21.0, 34.0, 32.73913043478261)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.860869565217391)","(2.7, 3.15, 3.071590909090909)","(61.0, 120.0, 93.75)"
12-01-2023 17:56:40.208717,"(11.0, 17.0, 17.184210526315788)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.2, 7.133333333333334)","(20.0, 27.0, 26.625)","(51.0, 95.0, 82.14285714285714)","(21.0, 34.0, 32.73913043478261)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.860869565217391)","(2.7, 3.15, 3.088412017167382)","(61.0, 120.0, 93.75)"
12-01-2023 17:56:41.734164,"(11.0, 17.5, 17.083333333333332)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.2, 7.091428571428572)","(20.0, 27.0, 26.625)","(51.0, 95.0, 83.75)","(21.0, 34.0, 32.73913043478261)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.860869565217391)","(2.7, 3.1, 3.0882096069869)","(61.0, 120.0, 93.75)"
12-01-2023 17:56:43.227946,"(11.0, 20.0, 17.083333333333332)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.082051282051282)","(20.0, 27.0, 26.625)","(51.0, 95.0, 83.75)","(21.0, 34.0, 32.73913043478261)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.860869565217391)","(2.7, 3.1, 3.0892430278884464)","(61.0, 120.0, 93.75)"
12-01-2023 17:56:44.836187,"(11.0, 20.0, 17.083333333333332)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.082051282051282)","(20.0, 27.0, 26.625)","(51.0, 95.0, 83.75)","(21.0, 34.0, 32.73913043478261)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.860869565217391)","(2.7, 3.1, 3.0892430278884464)","(61.0, 120.0, 93.75)"
12-01-2023 17:56:46.353184,"(11.0, 20.0, 17.083333333333332)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.082051282051282)","(20.0, 27.0, 26.625)","(51.0, 95.0, 83.75)","(21.0, 34.0, 32.73913043478261)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.860869565217391)","(2.7, 3.1, 3.0892430278884464)","(61.0, 120.0, 93.75)"
12-01-2023 17:56:48.017183,"(11.0, 20.0, 17.083333333333332)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.082051282051282)","(20.0, 27.0, 26.625)","(51.0, 95.0, 90.0)","(21.0, 34.0, 32.73913043478261)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.860869565217391)","(2.7, 3.1, 3.0892430278884464)","(61.0, 120.0, 93.75)"
12-01-2023 17:56:49.565505,"(11.0, 20.0, 17.083333333333332)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.082051282051282)","(20.0, 27.0, 26.625)","(51.0, 95.0, 90.0)","(21.0, 34.0, 32.73913043478261)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.855483870967742)","(2.7, 3.1, 3.0892430278884464)","(61.0, 120.0, 93.75)"
12-01-2023 17:56:51.167485,"(11.0, 20.0, 17.083333333333332)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.074418604651163)","(20.0, 27.0, 26.625)","(51.0, 95.0, 102.5)","(21.0, 34.0, 32.651162790697676)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.826356589147287)","(2.7, 3.1, 3.0800970873786406)","(61.0, 120.0, 93.75)"
12-01-2023 17:56:52.748136,"(11.0, 20.0, 17.083333333333332)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.074418604651163)","(20.0, 27.0, 26.625)","(51.0, 110.0, 102.5)","(21.0, 34.0, 32.651162790697676)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.826356589147287)","(2.7, 3.15, 3.081)","(61.0, 120.0, 93.75)"
12-01-2023 17:56:54.289719,"(11.0, 20.0, 17.083333333333332)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.074418604651163)","(20.0, 27.0, 26.625)","(51.0, 110.0, 102.5)","(21.0, 34.0, 32.651162790697676)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.826356589147287)","(2.7, 3.15, 3.081)","(61.0, 120.0, 93.75)"
12-01-2023 17:56:55.832828,"(11.0, 20.0, 17.083333333333332)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.074418604651163)","(20.0, 27.0, 26.625)","(51.0, 110.0, 90.0)","(21.0, 34.0, 32.651162790697676)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.846575342465753)","(2.7, 3.15, 3.081)","(61.0, 120.0, 93.75)"
12-01-2023 17:56:57.434625,"(11.0, 20.0, 17.083333333333332)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.268571428571429)","(20.0, 27.0, 26.625)","(51.0, 100.0, 90.0)","(21.0, 34.0, 32.651162790697676)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.846575342465753)","(2.7, 3.15, 3.081)","(61.0, 120.0, 93.75)"
12-01-2023 17:56:59.023392,"(11.0, 20.0, 18.0)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.268571428571429)","(20.0, 27.0, 26.625)","(51.0, 100.0, 90.0)","(21.0, 34.0, 32.651162790697676)","(21.0, 38.0, 36.666666666666664)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.846575342465753)","(2.7, 3.15, 3.0763157894736843)","(61.0, 120.0, 93.75)"
12-01-2023 17:57:00.705826,"(11.0, 19.5, 17.884615384615383)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.268571428571429)","(20.0, 27.0, 26.625)","(51.0, 100.0, 90.0)","(21.0, 34.0, 32.651162790697676)","(21.0, 38.0, 37.2)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.846575342465753)","(2.7, 3.1, 3.0763157894736843)","(61.0, 120.0, 93.75)"
12-01-2023 17:57:02.294640,"(11.0, 19.5, 17.884615384615383)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.272727272727273)","(20.0, 27.0, 26.736842105263158)","(51.0, 100.0, 90.0)","(21.0, 34.0, 32.432432432432435)","(21.0, 38.0, 42.4)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.846575342465753)","(2.7, 3.1, 3.0763157894736843)","(61.0, 120.0, 93.75)"
12-01-2023 17:57:03.967296,"(11.0, 19.5, 17.884615384615383)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.272727272727273)","(20.0, 28.0, 26.736842105263158)","(51.0, 100.0, 90.0)","(21.0, 34.0, 32.432432432432435)","(21.0, 44.0, 42.4)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.846575342465753)","(2.7, 3.1, 3.0765486725663713)","(61.0, 120.0, 93.75)"
12-01-2023 17:57:05.497952,"(11.0, 19.5, 17.884615384615383)","(81.0, 140.0, 125.45454545454545)","(7.0, 9.2, 8.892307692307693)","(6.0, 7.4, 7.272727272727273)","(20.0, 28.0, 26.736842105263158)","(51.0, 100.0, 90.0)","(21.0, 34.0, 32.432432432432435)","(21.0, 44.0, 42.4)","(7.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.846575342465753)","(2.7, 3.15, 3.0765486725663713)","(61.0, 120.0, 93.75)"
