,Frame Drive,Perfect Feeling,Swinging George,Lazy Blaze,Mystical Jazz,Our Boy Roy,Wonderwoman Jujon,Vermont,Tactfilly Miracle
15-12-2022 15:08:22.820116,"(3.6, 4.1, 3.7600000000000002)","(5.0, 7.6, 7.3)","(17.0, 25.0, 22.0)","(31.0, 65.0, 58.666666666666664)","(8.0, 12.5, 12.125)","(31.0, 60.0, 52.0)","(2.7, 3.35, 3.1142857142857143)","(6.5, 9.8, 9.094117647058823)","(21.0, 38.0, 32.5)"
15-12-2022 15:08:23.944222,"(3.6, 4.1, 3.7600000000000002)","(5.0, 7.6, 7.3)","(17.0, 25.0, 22.0)","(31.0, 65.0, 58.666666666666664)","(8.0, 12.5, 12.125)","(31.0, 60.0, 52.0)","(2.7, 3.35, 3.1135135135135137)","(6.5, 9.8, 9.094117647058823)","(21.0, 38.0, 31.2)"
15-12-2022 15:08:25.081572,"(3.6, 4.1, 3.8236842105263156)","(5.0, 7.6, 7.225)","(17.0, 24.0, 20.8)","(31.0, 65.0, 58.666666666666664)","(8.0, 12.5, 12.125)","(31.0, 60.0, 52.0)","(2.7, 3.35, 3.1256410256410256)","(6.5, 9.8, 9.521739130434783)","(21.0, 34.0, 30.0)"
15-12-2022 15:08:26.279062,"(3.6, 4.1, 3.7982758620689654)","(5.0, 7.6, 7.3)","(17.0, 24.0, 20.5)","(31.0, 65.0, 58.666666666666664)","(8.0, 12.5, 12.125)","(31.0, 60.0, 52.0)","(2.7, 3.35, 3.1256410256410256)","(6.5, 9.8, 9.521739130434783)","(21.0, 34.0, 31.333333333333332)"
15-12-2022 15:08:27.419092,"(3.6, 4.1, 3.8236842105263156)","(5.0, 7.6, 7.369230769230769)","(17.0, 24.0, 21.0)","(31.0, 65.0, 58.666666666666664)","(8.0, 12.5, 12.125)","(31.0, 60.0, 52.0)","(2.7, 3.35, 3.1232558139534885)","(6.5, 9.6, 9.36)","(21.0, 34.0, 30.5)"
15-12-2022 15:08:28.531849,"(3.6, 4.0, 3.8214285714285716)","(5.0, 7.6, 7.266666666666667)","(17.0, 24.0, 21.0)","(31.0, 60.0, 53.0)","(8.0, 12.5, 12.125)","(31.0, 60.0, 52.0)","(2.7, 3.35, 3.1232558139534885)","(6.5, 9.6, 9.36)","(21.0, 34.0, 29.333333333333332)"
15-12-2022 15:08:29.663915,"(3.6, 4.0, 3.8214285714285716)","(5.0, 7.6, 7.513669064748201)","(17.0, 24.0, 21.0)","(31.0, 55.0, 53.9)","(8.0, 12.5, 12.125)","(31.0, 60.0, 52.0)","(2.7, 3.35, 3.2411764705882353)","(6.5, 9.6, 9.535483870967742)","(21.0, 34.0, 31.6)"
15-12-2022 15:08:30.840985,"(3.5, 4.0, 3.8813559322033897)","(5.0, 7.6, 7.274285714285714)","(17.0, 24.0, 22.875)","(31.0, 55.0, 53.9)","(8.5, 12.5, 12.125)","(31.0, 60.0, 51.6)","(2.7, 3.35, 3.207692307692308)","(6.5, 9.6, 10.09142857142857)","(21.0, 34.0, 34.857142857142854)"
15-12-2022 15:08:31.994226,"(3.5, 4.0, 3.78125)","(5.0, 7.6, 7.109090909090909)","(17.0, 25.0, 20.8)","(31.0, 55.0, 53.9)","(8.5, 12.5, 12.125)","(31.0, 60.0, 54.0)","(2.7, 3.35, 3.207692307692308)","(6.5, 10.5, 9.907692307692308)","(21.0, 36.0, 30.88888888888889)"
15-12-2022 15:08:33.205201,"(3.5, 4.0, 3.78125)","(5.0, 7.6, 7.126315789473684)","(17.0, 24.0, 21.5)","(31.0, 55.0, 53.9)","(8.5, 12.5, 12.125)","(31.0, 60.0, 52.0)","(2.7, 3.35, 3.207692307692308)","(6.5, 10.0, 9.907692307692308)","(21.0, 34.0, 30.88888888888889)"
15-12-2022 15:08:34.462757,"(3.5, 4.0, 3.78125)","(5.0, 7.6, 7.225)","(17.0, 23.0, 21.5)","(31.0, 55.0, 53.9)","(8.5, 12.5, 12.125)","(31.0, 60.0, 52.0)","(2.7, 3.35, 3.207692307692308)","(6.5, 10.0, 9.907692307692308)","(21.0, 34.0, 30.88888888888889)"
15-12-2022 15:08:35.758871,"(3.5, 4.0, 3.78125)","(5.0, 7.6, 7.225)","(17.0, 23.0, 21.333333333333332)","(31.0, 55.0, 53.9)","(8.5, 12.5, 11.954545454545455)","(31.0, 60.0, 52.0)","(2.7, 3.35, 3.155128205128205)","(6.5, 10.0, 9.95)","(21.0, 34.0, 32.0)"
15-12-2022 15:08:37.057688,"(3.5, 4.0, 3.78125)","(5.5, 7.6, 7.1909090909090905)","(17.0, 24.0, 21.666666666666668)","(31.0, 55.0, 53.9)","(8.5, 12.5, 11.954545454545455)","(31.0, 60.0, 52.0)","(2.6, 3.35, 3.155128205128205)","(6.5, 10.0, 9.777777777777779)","(21.0, 34.0, 31.5)"
15-12-2022 15:08:38.308337,"(3.5, 4.0, 3.78125)","(5.5, 7.6, 7.15)","(17.0, 25.0, 22.333333333333332)","(31.0, 55.0, 53.9)","(8.5, 12.5, 11.954545454545455)","(31.0, 60.0, 52.0)","(2.6, 3.35, 3.1557142857142857)","(6.5, 10.5, 9.785714285714286)","(21.0, 36.0, 32.0)"
15-12-2022 15:08:39.506867,"(3.5, 4.0, 3.805263157894737)","(5.5, 7.6, 7.15)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 53.9)","(8.5, 12.5, 11.954545454545455)","(31.0, 60.0, 52.0)","(2.6, 3.35, 3.155128205128205)","(6.5, 10.5, 9.785714285714286)","(21.0, 34.0, 34.5)"
15-12-2022 15:08:40.697558,"(3.5, 3.9, 3.805263157894737)","(5.5, 7.6, 7.15)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 53.9)","(8.5, 12.5, 11.954545454545455)","(31.0, 60.0, 52.0)","(2.6, 3.35, 3.1520833333333336)","(6.5, 10.5, 9.86111111111111)","(21.0, 36.0, 34.5)"
15-12-2022 15:08:41.863589,"(3.5, 3.9, 3.805263157894737)","(5.5, 7.6, 7.15)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 53.9)","(8.5, 12.5, 11.954545454545455)","(31.0, 60.0, 51.6)","(2.6, 3.35, 3.1557142857142857)","(6.5, 10.0, 9.85)","(21.0, 36.0, 34.0)"
15-12-2022 15:08:43.034072,"(3.5, 3.9, 3.805263157894737)","(5.5, 7.6, 7.15)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 53.9)","(8.5, 12.5, 11.954545454545455)","(31.0, 60.0, 49.333333333333336)","(2.6, 3.35, 3.242063492063492)","(6.5, 10.0, 9.830434782608696)","(21.0, 36.0, 34.5)"
15-12-2022 15:08:44.291784,"(3.5, 3.85, 3.7)","(5.5, 7.6, 7.15)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 53.9)","(8.5, 12.5, 11.954545454545455)","(31.0, 60.0, 55.5)","(2.6, 3.35, 3.2083333333333335)","(6.5, 10.5, 9.7125)","(21.0, 36.0, 34.0)"
15-12-2022 15:08:45.563679,"(3.5, 3.7, 3.5375)","(5.5, 7.6, 7.15)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 53.9)","(8.5, 12.5, 11.954545454545455)","(31.0, 65.0, 55.5)","(2.6, 3.35, 3.2083333333333335)","(6.5, 10.5, 9.7125)","(21.0, 38.0, 34.0)"
15-12-2022 15:08:46.847088,"(3.5, 3.7, 3.5375)","(5.5, 7.6, 7.15)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 53.9)","(8.5, 12.5, 11.954545454545455)","(31.0, 65.0, 49.8)","(2.6, 3.35, 3.2083333333333335)","(6.5, 10.5, 9.473333333333334)","(21.0, 38.0, 34.0)"
15-12-2022 15:08:48.051156,"(3.5, 3.65, 3.565384615384615)","(5.5, 7.6, 7.2250000000000005)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 52.0)","(8.5, 12.5, 12.038461538461538)","(31.0, 65.0, 53.0)","(2.6, 3.35, 3.265)","(6.5, 10.0, 9.866666666666667)","(21.0, 38.0, 34.0)"
15-12-2022 15:08:49.252368,"(3.5, 3.65, 3.5675)","(5.5, 7.6, 7.15)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 53.9)","(8.5, 12.5, 11.954545454545455)","(31.0, 65.0, 53.0)","(2.6, 3.35, 3.2153846153846155)","(6.5, 10.5, 9.799999999999999)","(21.0, 38.0, 34.0)"
15-12-2022 15:08:50.323251,"(3.5, 3.65, 3.565384615384615)","(5.5, 7.6, 7.2250000000000005)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 53.9)","(8.5, 12.5, 12.1)","(31.0, 65.0, 53.0)","(2.6, 3.3, 3.2153846153846155)","(6.5, 10.5, 9.789473684210526)","(21.0, 38.0, 34.0)"
15-12-2022 15:08:51.437417,"(3.5, 3.65, 3.596153846153846)","(5.5, 7.6, 7.2250000000000005)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 52.0)","(8.5, 12.5, 12.875)","(31.0, 65.0, 52.333333333333336)","(2.6, 3.3, 3.1678571428571427)","(6.5, 10.5, 9.705882352941176)","(21.0, 38.0, 34.0)"
15-12-2022 15:08:52.658147,"(3.5, 3.65, 3.6166666666666667)","(5.5, 7.6, 7.225)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 52.0)","(8.5, 13.5, 12.763157894736842)","(31.0, 65.0, 56.0)","(2.6, 3.3, 3.16125)","(6.5, 10.5, 9.714285714285715)","(21.0, 38.0, 34.0)"
15-12-2022 15:08:53.901474,"(3.5, 3.65, 3.6166666666666667)","(5.5, 7.6, 7.225)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 52.0)","(8.5, 13.5, 12.75)","(31.0, 60.0, 56.0)","(2.6, 3.3, 3.16125)","(6.5, 10.5, 9.98076923076923)","(21.0, 38.0, 34.0)"
15-12-2022 15:08:55.174397,"(3.5, 3.65, 3.6166666666666667)","(5.5, 7.6, 7.225)","(17.0, 23.0, 22.333333333333332)","(31.0, 55.0, 52.0)","(8.5, 13.5, 12.7)","(31.0, 60.0, 56.0)","(2.6, 3.3, 3.1654545454545455)","(6.5, 10.5, 9.98076923076923)","(21.0, 38.0, 34.0)"
15-12-2022 15:08:56.405034,"(3.5, 3.65, 3.6166666666666667)","(5.5, 7.6, 7.208695652173913)","(16.0, 23.0, 21.285714285714285)","(31.0, 55.0, 52.0)","(8.5, 14.0, 11.63888888888889)","(31.0, 60.0, 56.0)","(2.6, 3.3, 3.215909090909091)","(7.0, 10.5, 10.05)","(21.0, 38.0, 34.0)"
15-12-2022 15:08:57.624542,"(3.5, 3.65, 3.6166666666666667)","(5.5, 7.6, 7.15)","(16.0, 23.0, 21.285714285714285)","(31.0, 55.0, 52.0)","(8.5, 14.0, 12.365384615384615)","(31.0, 60.0, 56.0)","(2.6, 3.3, 3.2171641791044774)","(7.0, 10.5, 9.9375)","(21.0, 38.0, 34.0)"
15-12-2022 15:08:58.869719,"(3.5, 3.65, 3.6166666666666667)","(5.5, 7.6, 7.15)","(16.0, 23.0, 21.285714285714285)","(31.0, 55.0, 52.0)","(8.5, 14.0, 12.75)","(31.0, 60.0, 55.0)","(2.6, 3.3, 3.221830985915493)","(7.0, 10.5, 9.9375)","(21.0, 38.0, 34.0)"
15-12-2022 15:09:00.067922,"(3.5, 3.6, 3.5811594202898553)","(5.5, 7.6, 7.15)","(16.0, 23.0, 21.285714285714285)","(31.0, 55.0, 52.0)","(8.5, 14.0, 12.869565217391305)","(31.0, 65.0, 58.333333333333336)","(2.6, 3.3, 3.230625)","(7.0, 10.5, 9.9375)","(21.0, 38.0, 34.0)"
15-12-2022 15:09:01.291688,"(3.5, 3.6, 3.5811594202898553)","(5.5, 7.6, 7.171428571428572)","(16.0, 22.0, 21.666666666666668)","(31.0, 55.0, 52.0)","(8.5, 14.0, 12.869565217391305)","(31.0, 65.0, 58.333333333333336)","(2.6, 3.3, 3.230625)","(7.0, 10.5, 9.9375)","(21.0, 38.0, 34.0)"
15-12-2022 15:09:02.554812,"(3.5, 3.6, 3.5811594202898553)","(5.5, 7.6, 7.171428571428572)","(16.0, 22.0, 21.666666666666668)","(31.0, 55.0, 52.0)","(8.5, 14.0, 12.869565217391305)","(31.0, 65.0, 58.333333333333336)","(2.6, 3.3, 3.230625)","(7.0, 10.5, 9.9375)","(21.0, 38.0, 34.0)"
15-12-2022 15:09:03.801297,"(3.5, 3.6, 3.5811594202898553)","(5.5, 7.6, 7.171428571428572)","(16.0, 22.0, 22.0)","(31.0, 55.0, 52.0)","(8.5, 14.0, 12.818181818181818)","(31.0, 65.0, 58.333333333333336)","(2.6, 3.3, 3.221830985915493)","(7.0, 10.5, 9.9375)","(21.0, 38.0, 34.0)"
15-12-2022 15:09:05.035938,"(3.4, 3.6, 3.5811594202898553)","(5.5, 7.6, 7.15)","(17.0, 23.0, 22.0)","(31.0, 55.0, 54.30769230769231)","(8.5, 14.0, 12.78125)","(31.0, 65.0, 58.333333333333336)","(2.6, 3.3, 3.221830985915493)","(7.0, 10.5, 9.9375)","(21.0, 38.0, 34.0)"
15-12-2022 15:09:06.280895,"(3.4, 3.6, 3.5811594202898553)","(5.5, 7.6, 7.15)","(17.0, 23.0, 22.0)","(31.0, 55.0, 54.30769230769231)","(8.5, 14.0, 12.78125)","(31.0, 65.0, 58.333333333333336)","(2.6, 3.3, 3.221830985915493)","(7.0, 10.5, 9.9375)","(21.0, 38.0, 34.0)"
15-12-2022 15:09:07.566220,"(3.4, 3.6, 3.5617647058823527)","(5.5, 7.6, 7.238095238095238)","(17.0, 23.0, 22.0)","(31.0, 48.0, 47.81818181818182)","(8.5, 14.0, 12.266666666666667)","(31.0, 65.0, 58.333333333333336)","(2.6, 3.3, 3.2111111111111112)","(7.0, 10.5, 9.84375)","(21.0, 38.0, 34.0)"
15-12-2022 15:09:08.831680,"(3.4, 3.6, 3.5617647058823527)","(5.5, 7.6, 7.238095238095238)","(17.0, 23.0, 22.0)","(31.0, 60.0, 54.285714285714285)","(8.5, 14.0, 12.142857142857142)","(31.0, 65.0, 59.0)","(2.6, 3.3, 3.2111111111111112)","(7.0, 10.5, 9.84375)","(21.0, 38.0, 32.285714285714285)"
15-12-2022 15:09:10.137219,"(3.4, 3.6, 3.5617647058823527)","(5.5, 7.6, 7.247058823529412)","(17.0, 23.0, 20.6)","(31.0, 65.0, 54.285714285714285)","(8.5, 14.0, 12.266666666666667)","(31.0, 65.0, 59.0)","(2.6, 3.3, 3.22)","(7.0, 10.5, 9.84375)","(21.0, 38.0, 32.285714285714285)"
15-12-2022 15:09:11.471485,"(3.3, 3.6, 3.5617647058823527)","(6.0, 7.6, 7.247058823529412)","(16.0, 21.0, 20.076923076923077)","(31.0, 65.0, 52.857142857142854)","(9.0, 14.0, 12.142857142857142)","(31.0, 65.0, 59.0)","(2.6, 3.3, 3.22)","(7.5, 10.5, 9.84375)","(21.0, 38.0, 32.285714285714285)"
15-12-2022 15:09:12.836060,"(3.3, 3.6, 3.5617647058823527)","(6.0, 7.6, 7.247058823529412)","(16.0, 22.0, 20.529411764705884)","(31.0, 65.0, 52.666666666666664)","(9.0, 14.0, 12.631578947368421)","(31.0, 65.0, 59.0)","(2.6, 3.3, 3.22)","(7.5, 10.5, 9.84375)","(21.0, 38.0, 32.285714285714285)"
15-12-2022 15:09:14.105741,"(3.3, 3.6, 3.5617647058823527)","(6.0, 7.6, 7.247058823529412)","(16.0, 22.0, 21.833333333333332)","(31.0, 55.0, 53.9)","(9.0, 14.0, 12.818181818181818)","(31.0, 65.0, 59.0)","(2.6, 3.3, 3.22)","(7.5, 10.5, 9.84375)","(21.0, 38.0, 32.285714285714285)"
15-12-2022 15:09:15.273857,"(3.3, 3.6, 3.5617647058823527)","(6.0, 7.6, 7.247058823529412)","(16.0, 23.0, 21.833333333333332)","(31.0, 55.0, 53.9)","(9.0, 14.0, 12.78125)","(31.0, 65.0, 59.0)","(2.6, 3.3, 3.2133333333333334)","(7.5, 10.5, 9.84375)","(21.0, 38.0, 32.285714285714285)"
15-12-2022 15:09:16.319726,"(3.3, 3.6, 3.5617647058823527)","(6.0, 7.6, 7.247058823529412)","(16.0, 23.0, 20.9)","(31.0, 55.0, 54.214285714285715)","(9.0, 14.0, 12.78125)","(31.0, 65.0, 59.0)","(2.6, 3.3, 3.21875)","(7.5, 10.5, 9.84375)","(21.0, 38.0, 32.285714285714285)"
15-12-2022 15:09:17.554555,"(3.3, 3.6, 3.5617647058823527)","(6.0, 7.6, 7.72)","(16.0, 23.0, 21.357142857142858)","(31.0, 50.0, 48.0)","(9.0, 14.0, 12.875)","(31.0, 65.0, 59.0)","(2.6, 3.3, 3.2121212121212124)","(7.5, 10.5, 9.858333333333334)","(21.0, 38.0, 33.714285714285715)"
15-12-2022 15:09:18.820487,"(3.3, 3.65, 3.6026315789473684)","(6.0, 7.8, 7.615384615384616)","(17.0, 26.0, 21.384615384615383)","(31.0, 50.0, 59.75)","(9.0, 14.0, 13.052631578947368)","(31.0, 65.0, 63.333333333333336)","(2.6, 3.3, 3.168181818181818)","(7.5, 10.5, 10.123076923076923)","(21.0, 38.0, 30.5)"
15-12-2022 15:09:20.130246,"(3.3, 3.65, 3.5999999999999996)","(6.0, 7.8, 7.4)","(17.0, 26.0, 22.153846153846153)","(31.0, 65.0, 58.857142857142854)","(9.0, 14.0, 14.055555555555555)","(31.0, 65.0, 63.333333333333336)","(2.6, 3.3, 3.3246153846153845)","(7.5, 10.5, 10.19375)","(21.0, 38.0, 30.666666666666668)"
15-12-2022 15:09:21.385048,"(3.2, 3.65, 3.5999999999999996)","(6.0, 7.8, 7.4)","(17.0, 26.0, 21.842105263157894)","(31.0, 60.0, 54.333333333333336)","(9.0, 14.5, 13.666666666666666)","(31.0, 65.0, 63.333333333333336)","(2.6, 3.35, 3.3285714285714287)","(7.5, 10.5, 10.123076923076923)","(21.0, 36.0, 29.0)"
15-12-2022 15:09:22.634828,"(3.2, 3.65, 3.5857142857142854)","(6.0, 7.6, 7.28)","(17.0, 25.0, 21.761904761904763)","(31.0, 55.0, 54.333333333333336)","(9.0, 14.5, 13.666666666666666)","(31.0, 65.0, 63.333333333333336)","(2.6, 3.35, 3.3285714285714287)","(7.5, 10.5, 10.123076923076923)","(21.0, 36.0, 29.0)"
15-12-2022 15:09:23.909070,"(3.2, 3.65, 3.5857142857142854)","(6.0, 7.6, 7.28)","(17.0, 25.0, 21.761904761904763)","(31.0, 55.0, 54.333333333333336)","(9.0, 14.5, 13.666666666666666)","(31.0, 65.0, 63.333333333333336)","(2.6, 3.35, 3.1042222222222224)","(7.5, 10.5, 10.52)","(21.0, 36.0, 29.0)"
15-12-2022 15:09:25.134131,"(3.2, 3.7, 3.591666666666667)","(6.0, 7.6, 7.28)","(17.0, 25.0, 21.761904761904763)","(31.0, 55.0, 54.333333333333336)","(9.0, 14.5, 13.666666666666666)","(31.0, 65.0, 63.333333333333336)","(2.6, 3.15, 3.1042222222222224)","(7.5, 11.0, 10.52)","(21.0, 36.0, 29.0)"
15-12-2022 15:09:26.376818,"(3.2, 3.7, 3.623529411764706)","(6.0, 7.6, 7.333333333333333)","(17.0, 25.0, 21.90909090909091)","(31.0, 55.0, 52.38095238095238)","(9.0, 15.0, 13.25)","(31.0, 65.0, 63.333333333333336)","(2.6, 3.15, 3.128787878787879)","(7.5, 11.0, 10.727272727272727)","(21.0, 36.0, 29.333333333333332)"
15-12-2022 15:09:27.630651,"(3.2, 3.7, 3.6320754716981134)","(6.0, 7.8, 7.371428571428572)","(17.0, 25.0, 23.857142857142858)","(31.0, 55.0, 48.57142857142857)","(9.0, 15.0, 13.25)","(41.0, 65.0, 63.333333333333336)","(2.6, 3.3, 3.2826923076923076)","(7.5, 11.0, 10.222222222222221)","(21.0, 36.0, 29.333333333333332)"
15-12-2022 15:09:28.945431,"(3.2, 3.7, 3.5749999999999997)","(6.0, 7.8, 7.5)","(17.0, 25.0, 23.857142857142858)","(31.0, 50.0, 48.666666666666664)","(9.0, 15.0, 13.25)","(41.0, 65.0, 61.25)","(2.6, 3.35, 3.168181818181818)","(7.5, 11.0, 10.4)","(21.0, 36.0, 29.333333333333332)"
15-12-2022 15:09:30.236804,"(3.2, 3.5, 3.470833333333333)","(6.0, 7.8, 7.6)","(17.0, 26.0, 22.31578947368421)","(31.0, 50.0, 49.4)","(9.0, 15.0, 13.25)","(41.0, 65.0, 63.333333333333336)","(2.6, 3.35, 3.22)","(7.5, 11.0, 10.4)","(21.0, 36.0, 29.333333333333332)"
15-12-2022 15:09:31.557161,"(3.2, 3.5, 3.466666666666667)","(6.0, 7.8, 7.428571428571429)","(17.0, 26.0, 22.31578947368421)","(31.0, 50.0, 49.333333333333336)","(9.0, 15.0, 13.25)","(41.0, 65.0, 63.333333333333336)","(2.6, 3.4, 3.373134328358209)","(7.5, 11.0, 10.571428571428571)","(21.0, 36.0, 29.333333333333332)"
15-12-2022 15:09:32.835129,"(3.2, 3.5, 3.470833333333333)","(6.0, 8.0, 7.5)","(17.0, 26.0, 22.0)","(31.0, 50.0, 49.333333333333336)","(9.0, 15.0, 13.136363636363637)","(41.0, 65.0, 63.333333333333336)","(2.6, 3.4, 3.37)","(7.5, 11.0, 10.44)","(21.0, 36.0, 33.0)"
15-12-2022 15:09:34.098986,"(3.2, 3.5, 3.4416666666666664)","(6.0, 8.0, 7.5)","(17.0, 25.0, 22.0)","(31.0, 50.0, 49.333333333333336)","(9.0, 14.5, 13.136363636363637)","(41.0, 65.0, 63.333333333333336)","(2.6, 3.4, 3.36)","(7.5, 11.0, 10.758620689655173)","(21.0, 36.0, 33.0)"
15-12-2022 15:09:35.364174,"(3.2, 3.5, 3.4416666666666664)","(6.0, 8.0, 7.571428571428572)","(17.0, 25.0, 22.0)","(31.0, 50.0, 51.625)","(9.0, 14.5, 13.107142857142858)","(41.0, 65.0, 63.333333333333336)","(2.6, 3.4, 3.2627272727272727)","(7.5, 11.0, 10.758620689655173)","(21.0, 36.0, 33.0)"
15-12-2022 15:09:36.561819,"(3.2, 3.5, 3.433333333333333)","(6.0, 8.0, 7.428571428571429)","(17.0, 25.0, 21.90909090909091)","(31.0, 55.0, 51.625)","(9.0, 14.5, 13.136363636363637)","(31.0, 65.0, 63.333333333333336)","(2.6, 3.35, 3.268181818181818)","(7.5, 11.0, 10.88)","(21.0, 36.0, 33.0)"
15-12-2022 15:09:37.795393,"(3.2, 3.5, 3.4416666666666664)","(6.0, 8.0, 7.571428571428572)","(17.0, 25.0, 21.90909090909091)","(31.0, 55.0, 51.625)","(9.0, 14.5, 13.136363636363637)","(31.0, 65.0, 63.333333333333336)","(2.6, 3.35, 3.346039603960396)","(7.5, 11.0, 10.88)","(21.0, 36.0, 33.0)"
15-12-2022 15:09:39.320286,"(3.2, 3.5, 3.4)","(6.0, 8.0, 7.571428571428572)","(17.0, 25.0, 22.666666666666668)","(31.0, 55.0, 48.90909090909091)","(9.0, 14.5, 13.136363636363637)","(31.0, 65.0, 63.333333333333336)","(2.6, 3.35, 3.2888888888888888)","(7.5, 11.0, 10.88)","(21.0, 36.0, 31.8)"
15-12-2022 15:09:40.745012,"(3.2, 3.4, 3.312162162162162)","(6.0, 8.0, 7.571428571428572)","(17.0, 25.0, 22.666666666666668)","(31.0, 50.0, 48.285714285714285)","(9.0, 14.5, 13.136363636363637)","(31.0, 65.0, 63.333333333333336)","(2.6, 3.4, 3.275)","(7.5, 11.0, 10.892857142857142)","(21.0, 36.0, 33.0)"
15-12-2022 15:09:42.241683,"(3.2, 3.4, 3.3391304347826085)","(6.0, 8.0, 7.4750000000000005)","(17.0, 25.0, 23.857142857142858)","(31.0, 50.0, 46.857142857142854)","(9.0, 14.5, 13.136363636363637)","(31.0, 65.0, 63.333333333333336)","(2.6, 3.4, 3.28)","(7.5, 11.0, 11.137931034482758)","(21.0, 36.0, 33.0)"
15-12-2022 15:09:43.721175,"(3.1, 3.35, 3.322549019607843)","(6.0, 8.0, 7.428571428571429)","(17.0, 25.0, 23.05263157894737)","(31.0, 48.0, 46.857142857142854)","(9.0, 14.5, 11.511627906976743)","(31.0, 65.0, 63.333333333333336)","(2.7, 3.4, 3.3772727272727274)","(7.5, 11.5, 11.235294117647058)","(21.0, 36.0, 33.333333333333336)"
15-12-2022 15:09:45.063497,"(3.1, 3.35, 3.322549019607843)","(6.0, 7.6, 7.428571428571429)","(17.0, 26.0, 23.05263157894737)","(31.0, 48.0, 46.857142857142854)","(9.0, 12.5, 11.511627906976743)","(31.0, 65.0, 63.333333333333336)","(2.7, 3.45, 3.4425000000000003)","(7.5, 11.5, 11.344827586206897)","(21.0, 36.0, 32.5)"
15-12-2022 15:09:46.607790,"(3.1, 3.35, 3.322549019607843)","(6.0, 7.8, 7.5777777777777775)","(17.0, 26.0, 23.666666666666668)","(31.0, 48.0, 46.857142857142854)","(9.0, 12.5, 11.511627906976743)","(31.0, 65.0, 63.333333333333336)","(2.7, 3.45, 3.44375)","(7.5, 11.5, 11.363636363636363)","(21.0, 36.0, 32.4)"
15-12-2022 15:09:47.935742,"(3.1, 3.35, 3.322549019607843)","(6.0, 7.8, 7.5777777777777775)","(17.0, 26.0, 23.666666666666668)","(31.0, 48.0, 61.5)","(9.0, 12.5, 11.511627906976743)","(31.0, 65.0, 63.333333333333336)","(2.7, 3.45, 3.44375)","(7.5, 11.5, 10.935483870967742)","(21.0, 36.0, 32.4)"
15-12-2022 15:09:49.204731,"(3.1, 3.35, 3.322549019607843)","(6.0, 7.8, 7.292307692307692)","(17.0, 26.0, 23.857142857142858)","(31.0, 65.0, 53.125)","(9.0, 12.5, 11.511627906976743)","(31.0, 65.0, 63.333333333333336)","(2.7, 3.45, 3.425)","(7.5, 11.0, 11.2)","(21.0, 36.0, 32.4)"
15-12-2022 15:09:50.727864,"(3.1, 3.35, 3.322549019607843)","(6.0, 7.8, 7.292307692307692)","(17.0, 26.0, 23.857142857142858)","(31.0, 65.0, 58.666666666666664)","(9.0, 12.5, 11.511111111111111)","(31.0, 65.0, 63.333333333333336)","(2.7, 3.5, 3.375)","(7.5, 11.5, 11.26923076923077)","(21.0, 36.0, 33.0)"
15-12-2022 15:09:52.339888,"(3.1, 3.35, 3.3294871794871796)","(6.0, 7.8, 7.292307692307692)","(17.0, 26.0, 23.857142857142858)","(31.0, 65.0, 58.666666666666664)","(9.0, 12.5, 11.525)","(31.0, 65.0, 63.333333333333336)","(2.7, 3.5, 3.357142857142857)","(7.5, 11.5, 11.337837837837839)","(21.0, 36.0, 33.0)"
15-12-2022 15:09:53.637665,"(3.1, 3.35, 3.3166666666666664)","(6.0, 7.8, 7.433333333333334)","(18.0, 26.0, 24.181818181818183)","(31.0, 65.0, 54.375)","(9.0, 12.5, 11.576923076923077)","(31.0, 65.0, 63.57142857142857)","(2.7, 3.5, 3.3375)","(7.5, 11.5, 11.34)","(21.0, 36.0, 33.0)"
15-12-2022 15:09:54.932495,"(3.1, 3.35, 3.3166666666666664)","(6.0, 7.8, 7.433333333333334)","(18.0, 26.0, 24.181818181818183)","(31.0, 65.0, 57.84615384615385)","(9.0, 12.5, 11.576923076923077)","(31.0, 65.0, 63.57142857142857)","(2.7, 3.4, 3.3375)","(7.5, 11.5, 11.214285714285714)","(21.0, 36.0, 33.75)"
15-12-2022 15:09:56.166617,"(3.1, 3.35, 3.3166666666666664)","(6.0, 7.8, 7.433333333333334)","(18.0, 26.0, 24.181818181818183)","(31.0, 60.0, 54.55555555555556)","(9.0, 12.5, 11.576923076923077)","(31.0, 65.0, 63.57142857142857)","(2.7, 3.4, 3.34)","(7.5, 11.5, 11.214285714285714)","(21.0, 36.0, 33.75)"
